date,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyCapitalExpenditure,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyLongTermDebt,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2012-03-31,,122126000.0,-463171000.0,824434000.0,-17710000.0,239754000.0,514542000.0,173330000.0,6305901000.0,,-19772000.0,298139000.0,1158817000.0,789164000.0,324264000.0,,-821500000.0,385983000.0,,1337319000.0,542459000,32396000.0,-72401000.0,3409308000.0,384514000.0,1617459000.0,24080000.0,82148000.0,-29073000.0,-416264000.0,355962000.0,-54551000.0,-3876000.0,1292014000,1.25,-191133000.0,369653000,2677950000.0,2438959000.0,194625000.0,517406000.0,-221021000.0,9113549000.0,684242000.0,978473000.0,0.0,1840880000.0,1467682000.0,660562000.0,133197000.0,302661000,241828000.0,1193279000.0,23861000.0,302366000,337619000.0,626012000.0,302661000,618000.0,,-677092000.0,298139000.0,453361000.0,129000.0,1276612000.0,1.26,0.0,74000000.0,22827000.0,83945000.0,1783981000.0,-89066000.0,6435599000.0,140074000.0,2805001000.0,,
2012-06-30,,149247000.0,-446780000.0,599497000.0,-50557000.0,238988000.0,298139000.0,159152000.0,6268297000.0,,-2875000.0,456811000.0,1281839000.0,762119000.0,282904000.0,,-854700000.0,380278000.0,,1432865000.0,606297000,28071000.0,0.0,3796154000.0,508673000.0,1622812000.0,19001000.0,121021000.0,8003000.0,-417440000.0,329559000.0,-72896000.0,-39955000.0,1420951000,1.61,161697000.0,519720000,2868919000.0,2477512000.0,635581000.0,534358000.0,165025000.0,9162380000.0,683841000.0,949239000.0,0.0,1739773000.0,1458830000.0,762353000.0,139112000.0,386846000,240622000.0,1197904000.0,-11197000.0,387141000,362940000.0,641568000.0,386846000,-53116000.0,,-576842000.0,456811000.0,453045000.0,127000.0,1406050000.0,1.62,0.0,7000000.0,10339000.0,90624000.0,1732972000.0,78308000.0,6293461000.0,562685000.0,2891695000.0,,
2012-09-30,,126210000.0,-53220000.0,489450000.0,-51115000.0,236474000.0,456811000.0,157424000.0,6659552000.0,,-15367000.0,451723000.0,958404000.0,732406000.0,249577000.0,,-898317000.0,375176000.0,,1521093000.0,633605000,27911000.0,0.0,4194551000.0,530702000.0,1676583000.0,15197000.0,131044000.0,27113000.0,-28250000.0,304217000.0,-58064000.0,-43027000.0,1097762000,1.67,37185000.0,225998000,3055388000.0,2574900000.0,541784000.0,539569000.0,-8856000.0,9630621000.0,661519000.0,1154071000.0,0.0,2012678000.0,1447588000.0,866208000.0,139358000.0,398400000,238125000.0,1204740000.0,307552000.0,398400000,392900000.0,658442000.0,398400000,-522390000.0,,-938409000.0,451723000.0,453209000.0,127000.0,1605794000.0,1.68,0.0,8700000.0,9773000.0,94203000.0,1681232000.0,29244000.0,6575233000.0,483720000.0,2968681000.0,,
2012-12-31,-57886000.0,404406000.0,-21544000.0,846235000.0,-55305000.0,236612000.0,451723000.0,203999000.0,6963795000.0,,-3927000.0,570721000.0,1284113000.0,850049000.0,217272000.0,148000000.0,-941100000.0,375977000.0,,1657389000.0,485012000,30188000.0,0.0,4486794000.0,431217000.0,1742226000.0,9215000.0,136341000.0,52696000.0,-15524000.0,345180000.0,-75671000.0,-30042000.0,1417941000,1.23,95979000.0,434064000,3244337000.0,2683326000.0,507907000.0,604266000.0,116929000.0,10130118000.0,686848000.0,1134989000.0,1204010000.0,2310712000.0,1508934000.0,583400000.0,133828000.0,292127000,238324000.0,1201296000.0,-2847000.0,292127000,447373000.0,687396000.0,292127000,-375454000.0,,-1142091000.0,570721000.0,453379000.0,127000.0,1705710000.0,1.23,274054000.0,13400000.0,-767000.0,96876000.0,1631547000.0,-14915000.0,6885781000.0,432236000.0,3166323000.0,,
2013-03-31,-60809000.0,169939000.0,-41023000.0,4329506000.0,-67975000.0,236837000.0,570721000.0,165207000.0,7339010000.0,,-2979596000.0,663302000.0,1281347000.0,773596000.0,156667000.0,157100000.0,-983800000.0,352598000.0,-450000000.0,1281669000.0,605021000,36757000.0,0.0,4913543000.0,496068000.0,1736811000.0,21817000.0,65508000.0,-33442000.0,-238424000.0,284340000.0,-33289000.0,-66525000.0,1415096000,1.79,-282053000.0,507751000,5328838000.0,2720611000.0,178939000.0,674944000.0,96456000.0,10164717000.0,753611000.0,2968000000.0,21700000.0,306839000.0,1543442000.0,593500000.0,133749000.0,426749000,238304000.0,1210718000.0,-4526000.0,426749000,506557000.0,711831000.0,426749000,155941000.0,,-1160680000.0,663302000.0,203317000.0,128000.0,3631302000.0,1.8,306839000.0,11500000.0,30782000.0,97453000.0,1581500000.0,-75546000.0,4835868000.0,145650000.0,2825111000.0,,
2013-06-30,-68362000.0,173708000.0,0.0,75201000.0,-55136000.0,237484000.0,663302000.0,163094000.0,7901549000.0,,2972722000.0,392507000.0,1492745000.0,840700000.0,313341000.0,167400000.0,-1030400000.0,431012000.0,-2340000.0,1304045000.0,787826000,30630000.0,0.0,5404213000.0,652099000.0,1787776000.0,17185000.0,159140000.0,-9053000.0,-170763000.0,327463000.0,-3316870000.0,-51522000.0,1723473000,2.06,36060000.0,652045000,2523221000.0,2818176000.0,625212000.0,595671000.0,-271792000.0,10841590000.0,861457000.0,275163000.0,27900000.0,640991000.0,1635400000.0,675500000.0,230728000.0,490670000,238743000.0,1210718000.0,6482000.0,490670000,570390000.0,726388000.0,490670000,-726241000.0,,-457294000.0,392507000.0,3188000.0,128000.0,667670000.0,2.07,533852000.0,7300000.0,14392000.0,128427000.0,4678900000.0,-110142000.0,8318385000.0,-2691658000.0,2939445000.0,,
2013-09-30,-53643000.0,205635000.0,-359285000.0,620511000.0,-29315000.0,237070000.0,392507000.0,166709000.0,8125092000.0,,-9080000.0,427811000.0,1593084000.0,915599000.0,302483000.0,240700000.0,-1074000000.0,405584000.0,0.0,1518674000.0,833968000,37464000.0,0.0,5891829000.0,679891000.0,1806074000.0,17365000.0,186105000.0,5918000.0,-318522000.0,410017000.0,-80188000.0,-48140000.0,1827780000,2.05,41587000.0,677485000,2643672000.0,2880074000.0,671922000.0,608510000.0,29008000.0,11250249000.0,891396000.0,240882000.0,29100000.0,1009586000.0,1605887000.0,702200000.0,234696000.0,487616000,238349000.0,1210718000.0,7546000.0,487616000,614483000.0,694894000.0,487616000,-324392000.0,,-855635000.0,427811000.0,3385000.0,128000.0,668693000.0,2.06,636028000.0,6600000.0,23398000.0,147477000.0,4580200000.0,-34172000.0,8606578000.0,591734000.0,3124561000.0,,
2013-12-31,-61146000.0,478796000.0,-1000.0,164834000.0,-27745000.0,236283000.0,427811000.0,219913000.0,8620838000.0,,23325000.0,602562000.0,1707297000.0,1054514000.0,232554000.0,172700000.0,-1118300000.0,522857000.0,0.0,1758279000.0,762207000,31442000.0,-15000000.0,6349135000.0,652521000.0,1750710000.0,10403000.0,190261000.0,8965000.0,11181000.0,422233000.0,-78653000.0,-78890000.0,1965850000,1.92,291799000.0,652783000,3184934000.0,2869010000.0,869005000.0,659231000.0,170210000.0,11863335000.0,824406000.0,620167000.0,1754785000.0,1220122000.0,1484218000.0,839100000.0,258553000.0,457306000,237627000.0,1232916000.0,-262000.0,457306000,659003000.0,592433000.0,457306000,-709976000.0,,-804482000.0,602562000.0,3494000.0,128000.0,1222729000.0,1.94,594350000.0,6400000.0,779000.0,158383000.0,4474653000.0,93107000.0,8678401000.0,790352000.0,3242497000.0,,
2014-03-31,-16980000.0,295260000.0,0.0,757512000.0,-22355000.0,236786000.0,602562000.0,212809000.0,9136711000.0,,-6002000.0,828601000.0,1850506000.0,1183816000.0,200901000.0,205400000.0,-1163900000.0,511674000.0,0.0,1594204000.0,864310000,46340000.0,-25000000.0,6829091000.0,665747000.0,1744266000.0,22363000.0,178414000.0,-71476000.0,114875000.0,528884000.0,-54306000.0,-79558000.0,2129751000,2.02,-461371000.0,666690000,3525024000.0,2908166000.0,104626000.0,702951000.0,225494000.0,12230131000.0,1018487000.0,431610000.0,21000000.0,1363541000.0,1494864000.0,813300000.0,279245000.0,479956000,237849000.0,1232916000.0,3958000.0,479728000,672750000.0,591012000.0,479956000,5993000.0,,-666211000.0,828601000.0,3550000.0,128000.0,1260211000.0,2.03,639269000.0,7600000.0,92512000.0,190963000.0,4364300000.0,-197685000.0,8705023000.0,50320000.0,3089068000.0,,
2014-06-30,-55709000.0,346787000.0,-336905000.0,560013000.0,-26678000.0,236661000.0,828601000.0,224931000.0,9561299000.0,,-4743000.0,863197000.0,2129565000.0,1140721000.0,139092000.0,145000000.0,-1210600000.0,576622000.0,0.0,1916575000.0,1164825000,37516000.0,0.0,7543597000.0,993586000.0,1756164000.0,11114000.0,268521000.0,7263000.0,-322360000.0,447273000.0,-64002000.0,-66948000.0,2421452000,3.01,125491000.0,988844000,3925013000.0,2966764000.0,990593000.0,711014000.0,38106000.0,12917998000.0,1002328000.0,709869000.0,185700000.0,1622628000.0,1436197000.0,1076400000.0,291887000.0,714506000,237401000.0,1364815000.0,9481000.0,723132000,715935000.0,586091000.0,714506000,-630127000.0,,-1121395000.0,863197000.0,3386000.0,128000.0,1573066000.0,3.02,611791000.0,7100000.0,3431000.0,164139000.0,4249400000.0,8724000.0,8993007000.0,926591000.0,3352772000.0,,
2014-09-30,-47201000.0,396471000.0,-23076000.0,625346000.0,-37987000.0,236217000.0,863197000.0,233629000.0,10427696000.0,,-2386000.0,1186281000.0,2208807000.0,1110041000.0,90357000.0,110000000.0,-1246400000.0,570436000.0,-2674000.0,1940687000.0,1319094000,35652000.0,-150000000.0,8400455000.0,1136288000.0,1724129000.0,11483000.0,274774000.0,-31498000.0,-35123000.0,417174000.0,-62546000.0,-82767000.0,2511446000,3.62,-38880000.0,1098766000,4372111000.0,2970529000.0,914033000.0,658236000.0,338346000.0,13704142000.0,1091232000.0,675065000.0,219300000.0,1936944000.0,1332570000.0,1110900000.0,302639000.0,856858000,236972000.0,1541204000.0,41312000.0,856120000,753063000.0,583977000.0,856858000,-540564000.0,,-950978000.0,1186281000.0,3220000.0,129000.0,1861346000.0,3.63,565513000.0,7400000.0,-20856000.0,175406000.0,4129800000.0,-108096000.0,9332077000.0,851487000.0,3273257000.0,,
2014-12-31,-66027000.0,730822000.0,-526798000.0,776052000.0,-59488000.0,235481000.0,1186281000.0,229178000.0,10814040000.0,,-2867000.0,1204924000.0,2343410000.0,1180947000.0,50656000.0,120900000.0,-1186400000.0,573610000.0,0.0,2219706000.0,1269709000,35794000.0,-200000000.0,9283919000.0,1151012000.0,1765683000.0,9927000.0,268233000.0,45391000.0,-513265000.0,500091000.0,-106897000.0,-78949000.0,2640675000,3.74,-109600000.0,1162463000,4672673000.0,2952083000.0,932863000.0,650096000.0,41320000.0,14316559000.0,1292445000.0,640460000.0,2216570000.0,2089447000.0,1282813000.0,1304600000.0,297265000.0,883464000,236292000.0,1760249000.0,-11451000.0,882585000,804022000.0,582061000.0,883464000,-378278000.0,,-844566000.0,1204924000.0,3136000.0,129000.0,1845384000.0,3.75,618795000.0,7400000.0,3606000.0,157642000.0,4028507000.0,-215332000.0,9643886000.0,825966000.0,3502519000.0,,
2015-03-31,-21507000.0,891555000.0,,373563000.0,-70538000.0,234995000.0,1204924000.0,236128000.0,11669458000.0,,-6748000.0,1478051000.0,2242532000.0,1116813000.0,130564000.0,124900000.0,-1217800000.0,560361000.0,,1946231000.0,1221622000,52063000.0,-448798000.0,10106460000.0,1102889000.0,1739628000.0,25614000.0,281881000.0,-32921000.0,80756000.0,460549000.0,-97830000.0,16739000.0,2554963000,3.49,-270955000.0,1125719000,5258896000.0,2957428000.0,733037000.0,892529000.0,311022000.0,15219454000.0,1389995000.0,673946000.0,1942977000.0,2017955000.0,1603765000.0,1057600000.0,312431000.0,822541000,235630000.0,1849852000.0,-22830000.0,820174000,825349000.0,580672000.0,822541000,-502771000.0,,-322958000.0,1478051000.0,3254000.0,129000.0,2151997000.0,3.5,640630000.0,6700000.0,55142000.0,147937000.0,4353123000.0,-128287000.0,9960558000.0,635207000.0,3549996000.0,,
2015-06-30,-59787000.0,750039000.0,,601954000.0,-101025000.0,235286000.0,1478051000.0,282702000.0,12572577000.0,,-3371000.0,1282078000.0,2305522000.0,1074627000.0,138403000.0,62500000.0,-1274200000.0,491895000.0,,2555833000.0,1372593000,41614000.0,0.0,11033736000.0,1222207000.0,1837670000.0,9113000.0,292501000.0,27113000.0,-3537000.0,490728000.0,-129858000.0,-107386000.0,2591642000,3.93,16468000.0,1230895000,5618985000.0,3111870000.0,1047220000.0,691230000.0,-209680000.0,16759171000.0,1310821000.0,1086595000.0,493500000.0,2853384000.0,1630340000.0,1535200000.0,286120000.0,927276000,235718000.0,2154341000.0,-7199000.0,924825000,865738000.0,576207000.0,927276000,-1253363000.0,,-1722088000.0,1282078000.0,3262000.0,129000.0,2368673000.0,3.94,751588000.0,5800000.0,29543000.0,144586000.0,4294800000.0,89380000.0,11140195000.0,917362000.0,4186173000.0,,
2015-09-30,-69093000.0,861882000.0,-2955997000.0,2387857000.0,-157416000.0,232191000.0,1282078000.0,251228000.0,10572726000.0,,-23501000.0,4089003000.0,2467831000.0,1095755000.0,136761000.0,58400000.0,-1320500000.0,477827000.0,,2633971000.0,1523596000,37860000.0,-300000000.0,11999358000.0,1356419000.0,2027821000.0,10782000.0,330093000.0,37372000.0,2907584000.0,519863000.0,-229197000.0,-95155000.0,2777859000,4.15,-255699000.0,1372076000,9270873000.0,3348321000.0,895448000.0,643018000.0,2813095000.0,20728368000.0,1327780000.0,1753499000.0,479500000.0,2839575000.0,7527454000.0,1646300000.0,310028000.0,965622000,232612000.0,2408854000.0,-5444000.0,1019493000,918921000.0,6529275000.0,965622000,-989937000.0,,-2825096000.0,4089003000.0,5171000.0,124000.0,5842502000.0,4.16,892221000.0,15600000.0,-76054000.0,151577000.0,4181200000.0,-24701000.0,11457450000.0,666251000.0,10161425000.0,,
2015-12-31,-24013000.0,1151400000.0,-2001810000.0,699626000.0,-224000000.0,220400000.0,4089003000.0,267400000.0,9374900000.0,,-26280000.0,1308000000.0,2507500000.0,1221300000.0,124900000.0,55700000.0,-1330100000.0,583000000.0,-17000.0,2577700000.0,1382800000,29863000.0,-300002000.0,12208400000.0,1085800000.0,2187600000.0,8691000.0,257100000.0,50636000.0,-1998403000.0,541700000.0,-186115000.0,40202000.0,2839300000,3.77,-65314000.0,1286200000,6700300000.0,3517700000.0,1040395000.0,1030700000.0,-2765537000.0,19504800000.0,1227000000.0,2120500000.0,504700000.0,3868000000.0,7552200000.0,1770300000.0,331800000.0,831600000,220800000.0,2663800000.0,-200400000.0,828700000,893400000.0,6521500000.0,831600000,-1807529000.0,,-1994758000.0,1308000000.0,4800000.0,100000.0,3428500000.0,3.77,1107600000.0,67400000.0,-4831000.0,156300000.0,4085100000.0,92608000.0,12804500000.0,854280000.0,10129900000.0,,
2016-03-31,-88600000.0,941100000.0,,1181100000.0,-259300000.0,218900000.0,1308000000.0,271300000.0,10326800000.0,,-43000000.0,1130700000.0,2413800000.0,1023400000.0,117800000.0,,-1394400000.0,497300000.0,,2776600000.0,1538600000,45300000.0,-300000000.0,13179300000.0,1325600000.0,2258900000.0,14500000.0,356400000.0,-20200000.0,47400000.0,437300000.0,-126900000.0,8900000.0,2726800000,4.43,-189500000.0,1390400000,7201300000.0,3653300000.0,963400000.0,916600000.0,-192400000.0,20674700000.0,1710200000.0,2454700000.0,505100000.0,4284400000.0,7570000000.0,1823500000.0,313000000.0,970900000,219300000.0,2917900000.0,-12700000.0,969200000,964600000.0,6535600000.0,970900000,-1203200000.0,,-1914400000.0,1130700000.0,4900000.0,100000.0,3585400000.0,4.44,1094600000.0,63300000.0,32900000.0,149700000.0,4012200000.0,-160000000.0,13473400000.0,836500000.0,10346600000.0,,
2016-06-30,-39700000.0,1027400000.0,,1642500000.0,-282800000.0,219100000.0,1130700000.0,225900000.0,11403800000.0,,-22900000.0,1362000000.0,2523900000.0,1052800000.0,105600000.0,,-1471000000.0,492400000.0,,2516200000.0,1643300000,38800000.0,-300000000.0,14229100000.0,1402000000.0,2301800000.0,9400000.0,353600000.0,40000000.0,-13400000.0,473100000.0,-136800000.0,-39100000.0,2894200000,4.79,-267700000.0,1471100000,7447700000.0,3772800000.0,995800000.0,951000000.0,246300000.0,21514800000.0,1627100000.0,2434800000.0,556700000.0,4630600000.0,7594900000.0,1844300000.0,370300000.0,1049800000,219400000.0,3167100000.0,-18600000.0,1048400000,996400000.0,6538300000.0,1049800000,-736100000.0,,-1918900000.0,1362000000.0,4800000.0,100000.0,3796800000.0,4.79,1153000000.0,65900000.0,-22800000.0,175400000.0,3967600000.0,95000000.0,14067100000.0,859000000.0,10111100000.0,,
2016-09-30,-26800000.0,1298300000.0,-348900000.0,2362200000.0,-300900000.0,218900000.0,1362000000.0,274000000.0,12114800000.0,,53100000.0,2084800000.0,2538900000.0,1096100000.0,98700000.0,,-1528400000.0,462700000.0,,2499700000.0,1542500000,33700000.0,-300000000.0,15030000000.0,1367200000.0,2387000000.0,11300000.0,337000000.0,13600000.0,-300600000.0,529000000.0,-280700000.0,-26600000.0,2955800000,4.71,-244500000.0,1442800000,8091800000.0,3915400000.0,986600000.0,960800000.0,722200000.0,22104900000.0,1467800000.0,2231200000.0,570500000.0,4336500000.0,7490400000.0,1729300000.0,416900000.0,1032900000,219400000.0,3419700000.0,-75600000.0,1030200000,1009700000.0,6529600000.0,1032900000,36200000.0,,-1798400000.0,2084800000.0,4900000.0,100000.0,4316000000.0,4.72,1239600000.0,66000000.0,39700000.0,180200000.0,3869900000.0,-173100000.0,14013100000.0,705900000.0,9990100000.0,,
2016-12-31,-10500000.0,1393900000.0,-651100000.0,2193100000.0,-319900000.0,216600000.0,2084800000.0,279800000.0,12128600000.0,,-10000000.0,2326500000.0,2493500000.0,1144700000.0,93100000.0,,-1439300000.0,495500000.0,0.0,3336900000.0,1453000000,37000000.0,-300000000.0,15071600000.0,838200000.0,2501800000.0,8500000.0,190300000.0,57800000.0,-721200000.0,533900000.0,-183300000.0,-118200000.0,2872000000,2.99,774700000.0,1348800000,8732200000.0,3941100000.0,1576600000.0,898600000.0,273700000.0,22876800000.0,1441600000.0,2568600000.0,580800000.0,4165200000.0,7411300000.0,2620600000.0,378500000.0,649200000,217000000.0,3669300000.0,-510600000.0,647900000,1001600000.0,6512700000.0,649200000,-581700000.0,,-2281500000.0,2326500000.0,4700000.0,100000.0,4895100000.0,3.0,1335800000.0,64800000.0,-78600000.0,177400000.0,3808300000.0,10600000.0,14144600000.0,1393300000.0,10748200000.0,,
2017-03-31,-46200000.0,1231900000.0,-583600000.0,1884300000.0,-325200000.0,215600000.0,2326500000.0,316400000.0,11479000000.0,,-6600000.0,924000000.0,2426100000.0,1391800000.0,94500000.0,,-1438100000.0,499100000.0,,2992500000.0,1562100000,37000000.0,-300000000.0,14781200000.0,986700000.0,2610900000.0,,239200000.0,18100000.0,-901400000.0,423400000.0,-1065200000.0,76100000.0,2810700000,3.46,-1155500000.0,1034300000,6859700000.0,4049000000.0,235200000.0,688800000.0,-1410400000.0,21195900000.0,1826000000.0,1956200000.0,516800000.0,4009700000.0,6736000000.0,1884100000.0,384600000.0,747600000,215900000.0,3611700000.0,-900000.0,747500000,921600000.0,5952700000.0,747600000,-744200000.0,,-1256700000.0,924000000.0,561500000.0,100000.0,2880200000.0,3.47,1184500000.0,63400000.0,-292300000.0,512000000.0,4103900000.0,-195700000.0,14336200000.0,-830000000.0,9728500000.0,,
2017-06-30,-39100000.0,1146100000.0,-781800000.0,1700200000.0,-338800000.0,211900000.0,924000000.0,330300000.0,11585200000.0,,-700000.0,1169500000.0,2712200000.0,1370400000.0,100800000.0,,-1511400000.0,430200000.0,,3379700000.0,1498600000,30300000.0,-300000000.0,14881700000.0,1132400000.0,2827600000.0,,269600000.0,55400000.0,-751000000.0,796200000.0,-322800000.0,-96600000.0,3078400000,4.07,14700000.0,1341800000,7108700000.0,4339000000.0,1169200000.0,750900000.0,215600000.0,21759000000.0,2133100000.0,1723500000.0,580700000.0,3901000000.0,6805700000.0,2250300000.0,366200000.0,862800000,212200000.0,3870400000.0,-162700000.0,862800000,936500000.0,5954000000.0,862800000,-202600000.0,,-1279300000.0,1169500000.0,559900000.0,100000.0,2893000000.0,4.07,1268300000.0,63600000.0,23100000.0,302600000.0,4051300000.0,-105500000.0,14650300000.0,846400000.0,10185400000.0,,
2017-09-30,-85000000.0,1485000000.0,0.0,888100000.0,-329400000.0,211400000.0,1169500000.0,298700000.0,12848900000.0,,2200000.0,1548100000.0,2707800000.0,1024300000.0,120700000.0,,-1580600000.0,433800000.0,,3448400000.0,1792400000,30100000.0,-300000000.0,16107700000.0,1609900000.0,2995900000.0,,383800000.0,53400000.0,-19500000.0,446400000.0,-279200000.0,-19200000.0,3077800000,5.79,160500000.0,1683500000,7568000000.0,4576500000.0,1628300000.0,837600000.0,362000000.0,23073200000.0,1567500000.0,1960200000.0,611500000.0,4362400000.0,6775900000.0,2213300000.0,370000000.0,1226100000,211800000.0,4127500000.0,-73600000.0,1226100000,1007200000.0,5938300000.0,1226100000,-1246800000.0,,-1557900000.0,1548100000.0,573200000.0,100000.0,3508300000.0,5.8,1300400000.0,61800000.0,-23400000.0,177400000.0,4019400000.0,75400000.0,15505200000.0,1349100000.0,10224300000.0,,
2017-12-31,75800000.0,1494600000.0,0.0,1093300000.0,-318400000.0,211500000.0,1548100000.0,395500000.0,12598100000.0,,-5900000.0,1573800000.0,2797800000.0,1329600000.0,122600000.0,,-1559100000.0,572400000.0,-557700000.0,3368200000.0,1608000000,30600000.0,-300000000.0,15810400000.0,1399800000.0,3182400000.0,,1566100000.0,217900000.0,-708100000.0,587600000.0,-295600000.0,131400000.0,3307000000,-1.41,1215700000.0,1468200000,7873300000.0,4741500000.0,1518300000.0,1751300000.0,40700000.0,23652600000.0,1787000000.0,2115200000.0,844600000.0,4084800000.0,7686300000.0,2603600000.0,509200000.0,-297400000,212000000.0,4632500000.0,-68400000.0,-166300000,902700000.0,5935000000.0,-297400000,-769500000.0,,-1261300000.0,1573800000.0,3200000.0,100000.0,3689000000.0,-1.41,1027500000.0,62000000.0,-155800000.0,89000000.0,3879600000.0,-441800000.0,15779300000.0,1222700000.0,11054500000.0,,
2018-03-31,2600000.0,1449400000.0,-250000000.0,4068900000.0,-303900000.0,211400000.0,1573800000.0,345800000.0,14037500000.0,,1600000.0,4108000000.0,2685100000.0,1144400000.0,1331100000.0,,-1631500000.0,501300000.0,,3152100000.0,1644600000,43400000.0,-600000000.0,17334600000.0,1493700000.0,3334700000.0,,322500000.0,36100000.0,-268600000.0,496700000.0,-204700000.0,53100000.0,3131100000,5.54,-15600000.0,1540700000,10195400000.0,4966200000.0,1457100000.0,2971100000.0,2535100000.0,26090100000.0,1939200000.0,1808000000.0,524300000.0,3857700000.0,8900500000.0,2384400000.0,446000000.0,1172900000,211700000.0,4907800000.0,-47000000.0,1171200000,890800000.0,5929400000.0,1172900000,1346600000.0,,-1919200000.0,4108000000.0,3300000.0,100000.0,5916000000.0,5.55,2657500000.0,50500000.0,2600000.0,168900000.0,3794500000.0,-134000000.0,15894700000.0,1252400000.0,12052600000.0,,
2018-06-30,-42700000.0,843300000.0,-2750000000.0,2733800000.0,-261600000.0,207100000.0,4108000000.0,295700000.0,12260900000.0,,1300000.0,1250200000.0,2935500000.0,1643800000.0,1160800000.0,,-1671700000.0,516200000.0,,3152400000.0,1401900000,38300000.0,-300000000.0,15499500000.0,1178700000.0,3409000000.0,,263700000.0,91300000.0,-2791500000.0,981000000.0,-264800000.0,-110500000.0,3356500000,4.18,-6300000.0,1291700000,7432100000.0,5080700000.0,1099300000.0,1457600000.0,-2840700000.0,23952900000.0,2432900000.0,1974000000.0,529400000.0,2062300000.0,8546800000.0,2423900000.0,421000000.0,866600000,207300000.0,5170300000.0,-90000000.0,915000000,931700000.0,5928400000.0,866600000,-1148500000.0,,-3318800000.0,1250200000.0,,100000.0,3224200000.0,4.18,,51700000.0,-45200000.0,171500000.0,3661300000.0,-53200000.0,16520800000.0,834500000.0,11699200000.0,,
2018-09-30,8200000.0,848300000.0,0.0,1192000000.0,-248300000.0,201400000.0,1250200000.0,342300000.0,13766600000.0,,-1700000.0,2386700000.0,2978200000.0,1335000000.0,1114600000.0,,-1730600000.0,497700000.0,0.0,3174900000.0,2208200000,37300000.0,-300000000.0,16944100000.0,1812700000.0,3538900000.0,,369800000.0,-174700000.0,25100000.0,507900000.0,-190700000.0,12600000.0,3439000000,7.15,71300000.0,1643200000,8719000000.0,5269500000.0,1735900000.0,1511800000.0,1141900000.0,25492200000.0,2525700000.0,2041700000.0,381500000.0,2254300000.0,8557500000.0,2304400000.0,460800000.0,1444400000,201900000.0,5440100000.0,192500000.0,1442900000,916600000.0,5931100000.0,1444400000,-619100000.0,,-1318700000.0,2386700000.0,,100000.0,4428400000.0,7.17,,49000000.0,17500000.0,346500000.0,3379000000.0,-66800000.0,16773200000.0,1545200000.0,11732400000.0,,
