date,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyEbitda,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyNonCurrentDeferredRevenue
2017-09-30,-97000000,1354000000,163000000,-273000000.0,34000000.0,41000000.0,11000000.0,1.12,181000000,9000000.0,2191000000,181000000,235000000,2188000000.0,-13000000.0,714000000,1253000000.0,665000000,2805000000,-18000000.0,1180000000.0,0.0,232000000.0,381000000.0,383000000.0,222000000.0,,1526000000,482000000,12000000.0,301000000,152000000,148000000.0,771000000.0,0.0,149000000.0,163000000,167000000,2855000000,-391000000.0,-1000000.0,,23000000.0,-6000000.0,327000000.0,862000000,32000000.0,2041000000,2000000.0,1354000000,10000000.0,306000000,134000000,0.0,1.11,185000000.0,175000000.0,39000000.0,-84000000.0,-5000000.0,235000000,124000000.0,5046000000,2241000000,260000000.0,-13000000.0,687000000.0,146000000.0,-75000000.0,135000000,1219000000,2000000.0,0.0,158000000,,,
2017-12-31,-315000000,1225000000,68000000,-383000000.0,41000000.0,39000000.0,10000000.0,0.47,230000000,119000000.0,2413000000,230000000,294000000,2256000000.0,28000000.0,778000000,1347000000.0,746000000,2980000000,-6000000.0,1182000000.0,0.0,236000000.0,432000000.0,411000000.0,360000000.0,,1667000000,542000000,-2000000.0,312000000,58000000,148000000.0,771000000.0,0.0,150000000.0,68000000,175000000,2844000000,-416000000.0,-2000000.0,,166000000.0,-6000000.0,333000000.0,931000000,8000000.0,2145000000,10000000.0,1225000000,11000000.0,312000000,137000000,-4000000.0,0.46,175000000.0,224000000.0,-40000000.0,-76000000.0,-109000000.0,294000000,144000000.0,5257000000,2277000000,148000000.0,-27000000.0,920000000.0,146000000.0,-75000000.0,-129000000,1354000000,2000000.0,-1000000.0,160000000,,,
2018-03-31,12000000,1560000000,208000000,-598000000.0,48000000.0,39000000.0,2000000.0,1.42,218000000,-20000000.0,2469000000,218000000,255000000,2464000000.0,-11000000.0,782000000,1427000000.0,1180000000,3194000000,-17000000.0,710000000.0,,244000000.0,388000000.0,400000000.0,364000000.0,,1289000000,538000000,2000000.0,320000000,197000000,148000000.0,775000000.0,,153000000.0,208000000,183000000,3073000000,-444000000.0,-2000000.0,,24000000.0,3000000.0,350000000.0,983000000,21000000.0,2373000000,620000000.0,1560000000,11000000.0,322000000,137000000,-3000000.0,1.41,168000000.0,221000000.0,48000000.0,-90000000.0,67000000.0,255000000,21000000.0,5542000000,2348000000,703000000.0,11000000.0,813000000.0,147000000.0,0.0,335000000,1225000000,2000000.0,-1000000.0,151000000,,,
2018-06-30,-536000000,1344000000,209000000,-539000000.0,50000000.0,45000000.0,8000000.0,1.42,227000000,3000000.0,2500000000,227000000,295000000,2673000000.0,-11000000.0,830000000,1512000000.0,1217000000,3337000000,-11000000.0,723000000.0,,255000000.0,422000000.0,395000000.0,343000000.0,,1283000000,575000000,-1000000.0,348000000,200000000,148000000.0,831000000.0,,168000000.0,209000000,197000000,3351000000,-476000000.0,0.0,,32000000.0,5000000.0,362000000.0,1036000000,1000000.0,2512000000,625000000.0,1344000000,11000000.0,334000000,151000000,-106000000.0,1.41,205000000.0,232000000.0,29000000.0,-77000000.0,30000000.0,295000000,21000000.0,5851000000,2514000000,185000000.0,1000000.0,1168000000.0,147000000.0,,-216000000,1560000000,2000000.0,-1000000.0,149000000,,,
2018-09-30,-940000000,1346000000,199000000,-1215000000.0,48000000.0,45000000.0,16000000.0,1.35,241000000,5000000.0,3165000000,241000000,292000000,2872000000.0,-10000000.0,853000000,1542000000.0,1735000000,4262000000,-12000000.0,860000000.0,,256000000.0,450000000.0,433000000.0,352000000.0,,1430000000,597000000,12000000.0,356000000,188000000,149000000.0,831000000.0,,154000000.0,199000000,197000000,3594000000,-482000000.0,-1000000.0,,44000000.0,-9000000.0,374000000.0,1060000000,23000000.0,3389000000,1107000000.0,1346000000,15000000.0,325000000,159000000,-3000000.0,1.33,195000000.0,232000000.0,-3000000.0,-64000000.0,651000000.0,292000000,22000000.0,6759000000,2497000000,342000000.0,-36000000.0,2043000000.0,147000000.0,,2000000,1344000000,2000000.0,-2000000.0,156000000,,,
2018-12-31,-349000000,1144000000,210000000,-507000000.0,47000000.0,50000000.0,-2000000.0,1.43,197000000,-6000000.0,3114000000,197000000,300000000,3083000000.0,14000000.0,867000000,1596000000.0,1804000000,4490000000,-13000000.0,890000000.0,,277000000.0,513000000.0,514000000.0,359000000.0,,1310000000,590000000,32000000.0,393000000,198000000,149000000.0,831000000.0,,175000000.0,210000000,217000000,3845000000,-521000000.0,-1000000.0,,12000000.0,13000000.0,386000000.0,1075000000,1000000.0,3512000000,1107000000.0,1144000000,20000000.0,308000000,176000000,-3000000.0,1.41,185000000.0,210000000.0,-56000000.0,-65000000.0,-154000000.0,300000000,,6959000000,2469000000,227000000.0,-81000000.0,2368000000.0,147000000.0,-98000000.0,-202000000,1346000000,2000000.0,-1000000.0,184000000,,,
2019-03-31,988000000,2270000000,233000000,-117000000.0,51000000.0,47000000.0,9000000.0,1.58,204000000,-107000000.0,3320000000,204000000,198000000,3298000000.0,-11000000.0,846000000,1426000000.0,1241000000,4545000000,-26000000.0,1112000000.0,,262000000.0,473000000.0,457000000.0,212000000.0,,2079000000,584000000,-47000000.0,380000000,224000000,149000000.0,831000000.0,,169000000.0,233000000,211000000,4070000000,-554000000.0,-1000000.0,,9000000.0,29000000.0,412000000.0,1426000000,27000000.0,3615000000,631000000.0,2270000000,15000000.0,326000000,169000000,-3000000.0,1.57,175000000.0,233000000.0,-23000000.0,-56000000.0,-60000000.0,198000000,52000000.0,7390000000,2845000000,1149000000.0,56000000.0,1345000000.0,147000000.0,-63000000.0,1126000000,1144000000,2000000.0,2000000.0,137000000,,,
2019-06-30,79000000,1943000000,296000000,-276000000.0,48000000.0,49000000.0,-71000000.0,2.01,205000000,-50000000.0,2641000000,205000000,143000000,3594000000.0,17000000.0,838000000,1412000000.0,612000000,4156000000,-10000000.0,1120000000.0,,265000000.0,473000000.0,470000000.0,211000000.0,,2029000000,573000000,4000000.0,368000000,293000000,149000000.0,824000000.0,,167000000.0,296000000,202000000,4332000000,-555000000.0,-549000000.0,,53000000.0,141000000.0,420000000.0,1412000000,3000000.0,3173000000,,1943000000,15000000.0,350000000,166000000,-39000000.0,1.99,162000000.0,346000000.0,-3000000.0,-47000000.0,-549000000.0,143000000,,6973000000,2817000000,441000000.0,-10000000.0,1230000000.0,147000000.0,0.0,-327000000,2270000000,2000000.0,5000000.0,139000000,,,
2019-09-30,-219000000,1815000000,234000000,-367000000.0,46000000.0,47000000.0,4000000.0,1.59,308000000,-92000000.0,2650000000,308000000,267000000,3828000000.0,-19000000.0,907000000,1430000000.0,619000000,4222000000,3000000.0,1131000000.0,,259000000.0,476000000.0,541000000.0,209000000.0,,2031000000,648000000,-3000000.0,340000000,234000000,148000000.0,824000000.0,,161000000.0,234000000,189000000,4439000000,-536000000.0,0.0,,36000000.0,-38000000.0,417000000.0,1430000000,29000000.0,3166000000,,1815000000,11000000.0,373000000,151000000,-2000000.0,1.58,152000000.0,270000000.0,-4000000.0,-49000000.0,-173000000.0,267000000,,7089000000,2867000000,200000000.0,-75000000.0,1351000000.0,147000000.0,-198000000.0,-128000000,1943000000,2000000.0,5000000.0,143000000,,,
2019-12-31,-104000000,2042000000,239000000,,,,,1.63,268000000,,2703000000,268000000,443000000,,,953000000,1444000000.0,665000000,4451000000,,1141000000.0,,291000000.0,516000000.0,573000000.0,202000000.0,,2038000000,662000000,,394000000,239000000,148000000.0,824000000.0,,,239000000,233000000,4613000000,,,,30000000.0,1000000.0,359000000.0,1444000000,,3414000000,,2042000000,,388000000,161000000,,1.61,145000000.0,269000000.0,,,,443000000,,7316000000,2865000000,,,1372000000.0,147000000.0,,227000000,1815000000,,,149000000,,,
