date,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyGoodwill,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyIncomeTaxPayable
2003-06-30,339000000.0,112000000.0,112000000.0,68000000.0,106000000.0,36000000.0,1224000000.0,,,69306931.0,107000000.0,31000000.0,-29000000.0,29000000.0,296000000.0,0.0,-1725000000.0,519000000.0,2949000000.0,,-118000000.0,,1.02,6000000.0,7000000.0,,138000000,44000000.0,-41000000.0,1235000000.0,21000000.0,,187000000,0.0,,,1575000000.0,-19000000.0,2151000000.0,44000000.0,,290000000.0,1844000000.0,3323000000.0,2125000000,,68627451.0,4898000000.0,-22000000.0,7038000000.0,70000000.0,4887000000.0,70000000.0,71000000,3144000000.0,1558000000.0,384000000.0,,512000000.0,119000000.0,1648000000.0,,0.0,1045000000.0,2140000000.0,1564000000.0,1.01,201000000.0,,-30000000.0,477000000.0,112000000.0,,,,,
2003-09-30,571000000.0,223000000.0,223000000.0,68000000.0,112000000.0,27000000.0,1211000000.0,,,,88000000.0,31000000.0,-26000000.0,-296000000.0,102000000.0,0.0,-1748000000.0,523000000.0,2959000000.0,,-126000000.0,,,111000000.0,414000000.0,,119000000,11000000.0,32000000.0,1371000000.0,28000000.0,,170000000,1000000.0,,,1484000000.0,-19000000.0,2085000000.0,51000000.0,,520000000.0,1961000000.0,3269000000.0,2265000000,,,4753000000.0,388000000.0,7006000000.0,136000000.0,4921000000.0,136000000.0,61000000,3187000000.0,1466000000.0,144000000.0,,441000000.0,135000000.0,1575000000.0,,17000000.0,1135000000.0,2253000000.0,1512000000.0,,291000000.0,,-7000000.0,690000000.0,223000000.0,,,,,
2003-12-31,364000000.0,201000000.0,201000000.0,69000000.0,217000000.0,23000000.0,1219000000.0,,,69387755.0,62000000.0,30000000.0,-53000000.0,-40000000.0,145000000.0,0.0,-1780000000.0,527000000.0,2999000000.0,,-96000000.0,,0.49,-16000000.0,68000000.0,,92000000,56000000.0,-150000000.0,1123000000.0,21000000.0,,140000000,17000000.0,,,1324000000.0,-19000000.0,1942000000.0,48000000.0,,316000000.0,1976000000.0,3139000000.0,1974000000,,69387755.0,4463000000.0,15000000.0,6781000000.0,34000000.0,4839000000.0,34000000.0,39000000,3093000000.0,1489000000.0,65000000.0,,483000000.0,51000000.0,1518000000.0,,9000000.0,1083000000.0,2318000000.0,1429000000.0,0.49,221000000.0,,-44000000.0,456000000.0,201000000.0,,,,,
2004-03-31,376000000.0,180000000.0,180000000.0,70000000.0,201000000.0,-8000000.0,1196000000.0,,,69565217.0,-19000000.0,29000000.0,-33000000.0,3000000.0,206000000.0,0.0,-1792000000.0,524000000.0,2988000000.0,,-91000000.0,,-0.23,-27000000.0,-15000000.0,,10000000,17000000.0,-13000000.0,1262000000.0,-22000000.0,,59000000,37000000.0,,,1485000000.0,-19000000.0,2047000000.0,49000000.0,,328000000.0,1940000000.0,3087000000.0,1839000000,,69565217.0,4572000000.0,-48000000.0,6902000000.0,-16000000.0,4855000000.0,-16000000.0,-11000000,3135000000.0,1513000000.0,137000000.0,,475000000.0,27000000.0,1453000000.0,,12000000.0,1141000000.0,2330000000.0,1353000000.0,-0.23,221000000.0,,-15000000.0,386000000.0,180000000.0,,,,,
2004-06-30,377000000.0,183000000.0,183000000.0,71000000.0,180000000.0,96000000.0,1164000000.0,,,71238938.0,263000000.0,29000000.0,-35000000.0,-1000000.0,204000000.0,0.0,-1791000000.0,513000000.0,2955000000.0,,-104000000.0,,2.29,3000000.0,10000000.0,,292000000,15000000.0,-50000000.0,1384000000.0,71000000.0,,339000000,32000000.0,,,1603000000.0,-19000000.0,2229000000.0,47000000.0,,330000000.0,2083000000.0,3164000000.0,2425000000,,70305677.0,4767000000.0,-25000000.0,7267000000.0,161000000.0,5038000000.0,161000000.0,167000000,3361000000.0,1513000000.0,204000000.0,,510000000.0,233000000.0,1756000000.0,,-8000000.0,1217000000.0,2500000000.0,1338000000.0,2.26,313000000.0,,-6000000.0,669000000.0,183000000.0,,,,,
2004-09-30,53000000.0,243000000.0,243000000.0,72000000.0,183000000.0,39000000.0,1256000000.0,,,,242000000.0,26000000.0,-89000000.0,9000000.0,439000000.0,0.0,-1848000000.0,513000000.0,3104000000.0,,-106000000.0,,,60000000.0,127000000.0,,268000000,14000000.0,-71000000.0,1362000000.0,55000000.0,,317000000,22000000.0,,,1815000000.0,-20000000.0,2302000000.0,49000000.0,,197000000.0,2262000000.0,2981000000.0,2542000000,,,4796000000.0,38000000.0,7502000000.0,199000000.0,5200000000.0,199000000.0,203000000,3431000000.0,1505000000.0,208000000.0,,458000000.0,169000000.0,2221000000.0,,13000000.0,1290000000.0,2706000000.0,1109000000.0,,367000000.0,,-76000000.0,321000000.0,243000000.0,,,,,
2004-12-31,311000000.0,146000000.0,146000000.0,72000000.0,243000000.0,55000000.0,1277000000.0,,,73437500.0,149000000.0,31000000.0,-55000000.0,113000000.0,575000000.0,0.0,-1889000000.0,567000000.0,3166000000.0,,-67000000.0,,1.3,-97000000.0,-62000000.0,,180000000,69000000.0,-68000000.0,1197000000.0,17000000.0,,226000000,20000000.0,,,1841000000.0,-20000000.0,2097000000.0,46000000.0,,311000000.0,2336000000.0,2878000000.0,2340000000,-95000000.0,72307692.0,4719000000.0,-117000000.0,7563000000.0,94000000.0,5466000000.0,94000000.0,94000000,3622000000.0,1543000000.0,106000000.0,,538000000.0,163000000.0,1849000000.0,,2000000.0,1212000000.0,2844000000.0,1087000000.0,1.28,248000000.0,,-148000000.0,491000000.0,146000000.0,,,,,
2005-03-31,309000000.0,74000000.0,74000000.0,73000000.0,146000000.0,24000000.0,1302000000.0,,,75000000.0,57000000.0,29000000.0,-72000000.0,162000000.0,726000000.0,0.0,-1894000000.0,560000000.0,3196000000.0,,-66000000.0,,0.45,-72000000.0,-176000000.0,,86000000,30000000.0,-168000000.0,1254000000.0,-28000000.0,,133000000,31000000.0,,,2010000000.0,-20000000.0,2233000000.0,47000000.0,,309000000.0,2348000000.0,2906000000.0,2149000000,,73333333.0,4916000000.0,-248000000.0,7815000000.0,33000000.0,5582000000.0,33000000.0,33000000,3720000000.0,1556000000.0,83000000.0,,546000000.0,87000000.0,1754000000.0,,4000000.0,1310000000.0,2899000000.0,1086000000.0,0.44,264000000.0,,-58000000.0,395000000.0,74000000.0,,,,,
2005-06-30,337000000.0,692000000.0,692000000.0,74000000.0,74000000.0,-236000000.0,1380000000.0,,,74714588.0,1531000000.0,31000000.0,-158000000.0,-1752000000.0,78000000.0,0.0,-1839000000.0,576000000.0,3219000000.0,,-95000000.0,,24.13,618000000.0,195000000.0,,410000000,71000000.0,108000000.0,1358000000.0,-504000000.0,,458000000,49000000.0,,,1507000000.0,-20000000.0,3930000000.0,48000000.0,,337000000.0,3159000000.0,1667000000.0,2821000000,,73228346.0,3174000000.0,37000000.0,6921000000.0,1767000000.0,2991000000.0,1767000000.0,1767000000,875000000.0,1577000000.0,125000000.0,,567000000.0,1481000000.0,2074000000.0,,3000000.0,2433000000.0,3747000000.0,90000000.0,23.65,,,2175000000.0,747000000.0,692000000.0,,,,,
2005-09-30,334000000.0,1390000000.0,987000000.0,1000000.0,692000000.0,-45000000.0,1422000000.0,,,,65000000.0,-7000000.0,-95000000.0,-179000000.0,12000000.0,0.0,-1852000000.0,650000000.0,3274000000.0,,-118000000.0,,,293000000.0,53000000.0,,71000000,13000000.0,-104000000.0,1520000000.0,-20000000.0,,123000000,15000000.0,403000000.0,,1545000000.0,-19000000.0,3757000000.0,52000000.0,,334000000.0,3251000000.0,1531000000.0,2550000000,,,3076000000.0,-42000000.0,6815000000.0,111000000.0,3058000000.0,111000000.0,112000000,811000000.0,1449000000.0,119000000.0,,527000000.0,0.0,2145000000.0,,10000000.0,1599000000.0,3739000000.0,82000000.0,,,,419000000.0,405000000.0,985000000.0,,,,,
2005-12-31,305000000.0,1080000000.0,601000000.0,,243000000.0,40000000.0,1403000000.0,,,72527473.0,107000000.0,,-50000000.0,-116000000.0,12000000.0,1000000.0,-1851000000.0,643000000.0,3254000000.0,-96000000.0,501000000.0,152000000.0,0.92,-384000000.0,-146000000.0,,95000000,2000000.0,-312000000.0,1228000000.0,54000000.0,,146000000,4000000.0,479000000.0,,1242000000.0,-20000000.0,3410000000.0,51000000.0,-3000000.0,305000000.0,3185000000.0,1554000000.0,2429000000,-227000000.0,71739130.0,2796000000.0,-196000000.0,6482000000.0,66000000.0,3072000000.0,66000000.0,67000000,862000000.0,1477000000.0,154000000.0,,584000000.0,19000000.0,2029000000.0,,3000000.0,1514000000.0,3686000000.0,77000000.0,0.91,,,-122000000.0,400000000.0,-141000000.0,,,,,
2006-03-31,314000000.0,1097000000.0,476000000.0,1000000.0,-141000000.0,6000000.0,1437000000.0,,,73134328.0,55000000.0,,-76000000.0,-49000000.0,12000000.0,3000000.0,-1912000000.0,,3349000000.0,-42000000.0,-123000000.0,185000000.0,0.68,-125000000.0,126000000.0,,49000000,6000000.0,33000000.0,1294000000.0,-15000000.0,,101000000,10000000.0,621000000.0,,1312000000.0,-20000000.0,3469000000.0,52000000.0,,314000000.0,3325000000.0,1546000000.0,2299000000,-322000000.0,72058824.0,2858000000.0,50000000.0,6552000000.0,49000000.0,3083000000.0,49000000.0,49000000,836000000.0,1469000000.0,123000000.0,641000000.0,595000000.0,21000000.0,1936000000.0,,2000000.0,1566000000.0,3694000000.0,77000000.0,0.67,,,-202000000.0,363000000.0,476000000.0,,,,,
2006-06-30,329000000.0,984000000.0,363000000.0,1000000.0,476000000.0,43000000.0,1514000000.0,,,72093023.0,136000000.0,,-63000000.0,-16000000.0,18000000.0,2000000.0,-1949000000.0,,3463000000.0,0.0,-96000000.0,100000000.0,1.31,-113000000.0,130000000.0,,127000000,48000000.0,20000000.0,1420000000.0,-32000000.0,,183000000,3000000.0,621000000.0,,1486000000.0,-19000000.0,3617000000.0,56000000.0,,329000000.0,3398000000.0,1646000000.0,2708000000,-96000000.0,70992366.0,3132000000.0,67000000.0,6933000000.0,93000000.0,3316000000.0,93000000.0,93000000,910000000.0,1576000000.0,153000000.0,710000000.0,625000000.0,17000000.0,2252000000.0,,6000000.0,1759000000.0,3801000000.0,70000000.0,1.29,,,-227000000.0,456000000.0,363000000.0,,,,,
2006-09-30,124000000.0,2169000000.0,1820000000.0,1000000.0,363000000.0,-61000000.0,950000000.0,,,,-86000000.0,,14000000.0,-291000000.0,12000000.0,0.0,-1057000000.0,,2007000000.0,-267000000.0,-44000000.0,439000000.0,,1457000000.0,235000000.0,,-96000000,727000000.0,118000000.0,1302000000.0,-8000000.0,,-96000000,1000000.0,349000000.0,,2041000000.0,-19000000.0,4250000000.0,-48000000.0,-1000000.0,129000000.0,2899000000.0,1453000000.0,-159000000,-179000000.0,,3494000000.0,249000000.0,6590000000.0,200000000.0,2340000000.0,200000000.0,-25000000,894000000.0,1383000000.0,55000000.0,310000000.0,532000000.0,-17000000.0,-187000000.0,,9000000.0,1401000000.0,3096000000.0,70000000.0,,,,1513000000.0,28000000.0,1820000000.0,,,,,
2006-12-31,266000000.0,952000000.0,516000000.0,1000000.0,1820000000.0,21000000.0,963000000.0,,,65333333.0,74000000.0,,-35000000.0,-966000000.0,7000000.0,6000000.0,-1079000000.0,117000000.0,2042000000.0,-288000000.0,-33000000.0,207000000.0,0.76,-1304000000.0,-126000000.0,,58000000,10000000.0,-212000000.0,1059000000.0,11000000.0,,86000000,13000000.0,436000000.0,,1076000000.0,-692000000.0,3014000000.0,28000000.0,,266000000.0,2910000000.0,1472000000.0,1813000000,-286000000.0,64473684.0,2548000000.0,-161000000.0,5426000000.0,49000000.0,2412000000.0,49000000.0,53000000,883000000.0,1402000000.0,65000000.0,260000000.0,580000000.0,10000000.0,1489000000.0,,2000000.0,1341000000.0,2878000000.0,70000000.0,0.75,,,-212000000.0,324000000.0,516000000.0,,,,,
2007-03-31,309000000.0,955000000.0,584000000.0,1000000.0,516000000.0,15000000.0,957000000.0,,,63636364.0,46000000.0,,-31000000.0,-11000000.0,10000000.0,2000000.0,-1088000000.0,,2045000000.0,0.0,-29000000.0,79000000.0,0.78,68000000.0,41000000.0,,41000000,22000000.0,-11000000.0,1143000000.0,-12000000.0,,70000000,4000000.0,371000000.0,,1175000000.0,-17000000.0,3144000000.0,29000000.0,,309000000.0,2942000000.0,1461000000.0,1925000000,-20000000.0,62820513.0,2636000000.0,10000000.0,5557000000.0,49000000.0,2413000000.0,49000000.0,31000000,887000000.0,1394000000.0,79000000.0,375000000.0,576000000.0,6000000.0,1575000000.0,,10000000.0,1448000000.0,2921000000.0,67000000.0,0.77,,,38000000.0,350000000.0,584000000.0,,,,,
2007-06-30,259000000.0,989000000.0,848000000.0,1000000.0,584000000.0,15000000.0,969000000.0,,,63291139.0,101000000.0,,-36000000.0,-24000000.0,5000000.0,0.0,-1105000000.0,,2074000000.0,0.0,1000000.0,280000000.0,1.6,264000000.0,88000000.0,,91000000,4000000.0,-35000000.0,1138000000.0,16000000.0,,117000000,0.0,141000000.0,,1147000000.0,-17000000.0,3192000000.0,26000000.0,,259000000.0,3025000000.0,1427000000.0,1993000000,-51000000.0,62500000.0,2574000000.0,52000000.0,5612000000.0,100000000.0,2420000000.0,100000000.0,86000000,897000000.0,1362000000.0,72000000.0,373000000.0,587000000.0,11000000.0,1643000000.0,,8000000.0,1466000000.0,3038000000.0,65000000.0,1.58,,,200000000.0,350000000.0,848000000.0,,,,,
2007-09-30,334000000.0,1052000000.0,897000000.0,1000000.0,848000000.0,6000000.0,983000000.0,,,,38000000.0,,-52000000.0,-15000000.0,5000000.0,1000000.0,-1142000000.0,,2125000000.0,0.0,97000000.0,114000000.0,,49000000.0,192000000.0,,29000000,6000000.0,102000000.0,1141000000.0,7000000.0,,79000000,2000000.0,155000000.0,,1152000000.0,-17000000.0,3276000000.0,50000000.0,,337000000.0,3040000000.0,1380000000.0,2103000000,-127000000.0,,2532000000.0,140000000.0,5686000000.0,32000000.0,2410000000.0,32000000.0,32000000,893000000.0,1316000000.0,78000000.0,377000000.0,610000000.0,18000000.0,1740000000.0,,3000000.0,1467000000.0,3154000000.0,64000000.0,,,,-128000000.0,363000000.0,897000000.0,,,,,
2007-12-31,270000000.0,1075000000.0,681000000.0,1000000.0,897000000.0,20000000.0,989000000.0,,,63461538.0,58000000.0,,-42000000.0,-14000000.0,5000000.0,1000000.0,-1162000000.0,,2151000000.0,,133000000.0,117000000.0,0.52,-216000000.0,66000000.0,,46000000,3000000.0,-5000000.0,1036000000.0,4000000.0,,80000000,2000000.0,394000000.0,,1044000000.0,-17000000.0,3236000000.0,34000000.0,,281000000.0,3055000000.0,1396000000.0,1905000000,-356000000.0,63461538.0,2440000000.0,24000000.0,5646000000.0,33000000.0,2410000000.0,33000000.0,38000000,884000000.0,1332000000.0,48000000.0,380000000.0,633000000.0,11000000.0,1589000000.0,,16000000.0,1417000000.0,3206000000.0,64000000.0,0.52,,,-268000000.0,316000000.0,681000000.0,,,,,
2008-03-31,282000000.0,921000000.0,847000000.0,1000000.0,681000000.0,10000000.0,1015000000.0,,,63716814.0,82000000.0,,-43000000.0,-21000000.0,3000000.0,0.0,-1163000000.0,,2178000000.0,,164000000.0,138000000.0,1.14,166000000.0,155000000.0,,52000000,4000000.0,65000000.0,1129000000.0,9000000.0,,89000000,0.0,74000000.0,,1136000000.0,-18000000.0,3115000000.0,37000000.0,,292000000.0,3110000000.0,1346000000.0,2059000000,-79000000.0,63157895.0,2482000000.0,112000000.0,5778000000.0,72000000.0,2663000000.0,72000000.0,72000000,1118000000.0,1282000000.0,83000000.0,385000000.0,545000000.0,32000000.0,1725000000.0,,-9000000.0,1498000000.0,3296000000.0,64000000.0,1.13,,,32000000.0,334000000.0,847000000.0,,,,,
2008-06-30,270000000.0,853000000.0,853000000.0,,847000000.0,27000000.0,1082000000.0,,,64000000.0,93000000.0,,-33000000.0,-17000000.0,20000000.0,0.0,-1188000000.0,,2270000000.0,,3358000000.0,59000000.0,1.15,6000000.0,111000000.0,,87000000,0.0,6000000.0,1184000000.0,7000000.0,,121000000,1000000.0,,,1204000000.0,-17000000.0,3100000000.0,34000000.0,,283000000.0,,1282000000.0,2201000000,0.0,63000000.0,2486000000.0,78000000.0,5844000000.0,72000000.0,2744000000.0,72000000.0,66000000,1108000000.0,1237000000.0,86000000.0,422000000.0,538000000.0,14000000.0,1844000000.0,,1000000.0,1548000000.0,3358000000.0,45000000.0,1.13,,,-88000000.0,357000000.0,853000000.0,,,,,
2008-09-30,309000000.0,886000000.0,886000000.0,1000000.0,853000000.0,28000000.0,1112000000.0,,,,27000000.0,,-87000000.0,-18000000.0,21000000.0,0.0,-1185000000.0,,2297000000.0,,30000000.0,1000000.0,,33000000.0,138000000.0,,8000000,0.0,68000000.0,1209000000.0,24000000.0,,48000000,0.0,,,1230000000.0,-17000000.0,3032000000.0,40000000.0,,310000000.0,3138000000.0,1339000000.0,2215000000,0.0,,2569000000.0,51000000.0,5771000000.0,-10000000.0,2739000000.0,-10000000.0,-1000000,1065000000.0,1294000000.0,86000000.0,408000000.0,494000000.0,18000000.0,1898000000.0,,-8000000.0,1469000000.0,3202000000.0,45000000.0,,,,-94000000.0,317000000.0,886000000.0,,,,,
2008-12-31,332000000.0,222000000.0,222000000.0,1000000.0,886000000.0,-1000000.0,2249000000.0,,,68786127.0,-120000000.0,28000000.0,-38000000.0,1460000000.0,340000000.0,-138000000.0,-1247000000.0,1328000000.0,3496000000.0,,89000000.0,18000000.0,-1.73,-664000000.0,79000000.0,,-7000000,0.0,39000000.0,871000000.0,13000000.0,,55000000,,,,1739000000.0,-6000000.0,2733000000.0,62000000.0,-3000000.0,344000000.0,3013000000.0,4403000000.0,1966000000,,68786127.0,6142000000.0,41000000.0,9742000000.0,-119000000.0,7009000000.0,-119000000.0,-119000000,1317000000.0,2039000000.0,133000000.0,2115000000.0,736000000.0,-73000000.0,1641000000.0,528000000.0,-88000000.0,1539000000.0,3600000000.0,2128000000.0,-1.73,236000000.0,,-2188000000.0,325000000.0,222000000.0,,,,,
2009-03-31,352000000.0,203000000.0,203000000.0,1000000.0,222000000.0,9000000.0,2188000000.0,,,73846154.0,57000000.0,,-42000000.0,-210000000.0,178000000.0,1000000.0,-1274000000.0,1293000000.0,3462000000.0,,-9000000.0,11000000.0,0.65,-19000000.0,218000000.0,,107000000,0.0,19000000.0,752000000.0,-11000000.0,,201000000,,0.0,,1389000000.0,-5000000.0,2424000000.0,94000000.0,40000000.0,352000000.0,3054000000.0,4305000000.0,1990000000,,73846154.0,5694000000.0,176000000.0,9237000000.0,48000000.0,6813000000.0,48000000.0,48000000,1030000000.0,1336000000.0,100000000.0,2088000000.0,628000000.0,-1000000.0,1531000000.0,459000000.0,-7000000.0,1400000000.0,3543000000.0,2084000000.0,0.65,218000000.0,214000000.0,-25000000.0,459000000.0,203000000.0,,,,,
2009-06-30,353000000.0,256000000.0,256000000.0,1000000.0,203000000.0,40000000.0,2153000000.0,-2000000.0,-1018000000.0,75000000.0,91000000.0,,-27000000.0,-297000000.0,115000000.0,137000000.0,-1339000000.0,1178000000.0,3492000000.0,,101000000.0,26000000.0,0.67,53000000.0,352000000.0,,140000000,10000000.0,150000000.0,790000000.0,31000000.0,,228000000,,,3000000.0,1370000000.0,-6000000.0,2426000000.0,88000000.0,53000000.0,353000000.0,3099000000.0,4088000000.0,2037000000,,74000000.0,5458000000.0,325000000.0,9165000000.0,50000000.0,6739000000.0,50000000.0,51000000,606000000.0,1406000000.0,109000000.0,2150000000.0,546000000.0,1000000.0,1544000000.0,455000000.0,0.0,1420000000.0,3707000000.0,1878000000.0,0.66,147000000.0,188000000.0,-2000000.0,493000000.0,256000000.0,,,,,
2009-09-30,388000000.0,352000000.0,352000000.0,1000000.0,256000000.0,31000000.0,2096000000.0,0.0,-218000000.0,,129000000.0,,-67000000.0,-380000000.0,76000000.0,-161000000.0,-1397000000.0,1204000000.0,3493000000.0,,-123000000.0,18000000.0,,96000000.0,376000000.0,,124000000,0.0,253000000.0,949000000.0,-21000000.0,,230000000,,,3000000.0,1566000000.0,-5000000.0,2473000000.0,85000000.0,-40000000.0,292000000.0,3185000000.0,4297000000.0,2113000000,0.0,,5863000000.0,309000000.0,9447000000.0,93000000.0,6974000000.0,93000000.0,98000000,1123000000.0,1546000000.0,48000000.0,2220000000.0,554000000.0,46000000.0,1601000000.0,541000000.0,0.0,1404000000.0,3584000000.0,1537000000.0,,,170000000.0,100000000.0,512000000.0,352000000.0,,,,,
2009-12-31,354000000.0,406000000.0,406000000.0,1000000.0,352000000.0,29000000.0,2013000000.0,,-25000000.0,78000000.0,105000000.0,41000000.0,-21000000.0,-24000000.0,78000000.0,0.0,-1438000000.0,1182000000.0,3451000000.0,,-142000000.0,44000000.0,1.13,54000000.0,48000000.0,20000000.0,132000000,6000000.0,-163000000.0,834000000.0,26000000.0,,226000000,,,4000000.0,1357000000.0,-6000000.0,2467000000.0,80000000.0,9000000.0,334000000.0,3265000000.0,4119000000.0,2020000000,,77000000.0,5476000000.0,27000000.0,9230000000.0,86000000.0,6763000000.0,86000000.0,76000000,1129000000.0,1485000000.0,78000000.0,2213000000.0,593000000.0,0.0,1534000000.0,439000000.0,0.0,1289000000.0,3754000000.0,1516000000.0,1.1,0.0,126000000.0,26000000.0,486000000.0,406000000.0,,,,,
2010-03-31,389000000.0,499000000.0,499000000.0,1000000.0,406000000.0,23000000.0,1964000000.0,,-748000000.0,80000000.0,43000000.0,103000000.0,-39000000.0,-151000000.0,362000000.0,-11000000.0,-1422000000.0,1150000000.0,3386000000.0,,-236000000.0,41000000.0,0.280245,93000000.0,182000000.0,20000000.0,121000000,0.0,-14000000.0,1056000000.0,29000000.0,,219000000,,,3000000.0,1858000000.0,-6000000.0,2735000000.0,73000000.0,78000000.0,354000000.0,3281000000.0,3699000000.0,2248000000,,77000000.0,5557000000.0,143000000.0,9239000000.0,22000000.0,6504000000.0,22000000.0,20000000,568000000.0,1472000000.0,63000000.0,2167000000.0,581000000.0,-5000000.0,1738000000.0,440000000.0,0.0,1494000000.0,3682000000.0,1101000000.0,0.27,0.0,86000000.0,68000000.0,510000000.0,499000000.0,,,,,
2010-06-30,374000000.0,484000000.0,484000000.0,1000000.0,499000000.0,26000000.0,1912000000.0,,-3000000.0,80000000.0,160000000.0,26000000.0,-40000000.0,-52000000.0,319000000.0,0.0,-1458000000.0,1103000000.0,3370000000.0,,-408000000.0,32000000.0,1.879832,-15000000.0,68000000.0,23000000.0,150000000,0.0,-106000000.0,1020000000.0,-10000000.0,,223000000,,,3000000.0,1813000000.0,-11000000.0,2818000000.0,73000000.0,-64000000.0,351000000.0,3418000000.0,3676000000.0,2362000000,,77000000.0,5489000000.0,28000000.0,9145000000.0,148000000.0,6327000000.0,148000000.0,134000000,565000000.0,1445000000.0,52000000.0,2131000000.0,611000000.0,23000000.0,1838000000.0,474000000.0,0.0,1569000000.0,3656000000.0,1102000000.0,1.85,0.0,54000000.0,-27000000.0,524000000.0,484000000.0,,,,,
2010-09-30,333000000.0,417000000.0,417000000.0,1000000.0,484000000.0,12000000.0,2018000000.0,1000000.0,-17000000.0,,84000000.0,,-106000000.0,-208000000.0,116000000.0,16000000.0,-1519000000.0,1113000000.0,3537000000.0,,-345000000.0,33000000.0,,-67000000.0,219000000.0,23000000.0,147000000,0.0,95000000.0,1043000000.0,-36000000.0,,260000000,,,4000000.0,1687000000.0,-12000000.0,2833000000.0,78000000.0,4000000.0,361000000.0,3482000000.0,4041000000.0,2382000000,,,5728000000.0,113000000.0,9531000000.0,76000000.0,6698000000.0,76000000.0,72000000,522000000.0,1416000000.0,52000000.0,2228000000.0,644000000.0,4000000.0,1902000000.0,528000000.0,0.0,1608000000.0,3803000000.0,1108000000.0,,145000000.0,22000000.0,-64000000.0,480000000.0,417000000.0,,,,,
2010-12-31,306000000.0,374000000.0,374000000.0,1000000.0,417000000.0,31000000.0,1768000000.0,-5000000.0,-10000000.0,80000000.0,93000000.0,,-22000000.0,-3000000.0,116000000.0,1000000.0,-1235000000.0,1089000000.0,3003000000.0,,-363000000.0,21000000.0,1.100706,-43000000.0,-39000000.0,20000000.0,87000000,274000000.0,-172000000.0,640000000.0,4000000.0,,160000000,,,4000000.0,1434000000.0,-12000000.0,2705000000.0,73000000.0,12000000.0,286000000.0,3557000000.0,4038000000.0,1433000000,,79040152.0,5472000000.0,-61000000.0,9349000000.0,87000000.0,6644000000.0,87000000.0,62000000,894000000.0,1407000000.0,717000000.0,2083000000.0,497000000.0,21000000.0,1040000000.0,404000000.0,0.0,1005000000.0,3877000000.0,1114000000.0,1.09,149000000.0,22000000.0,-2000000.0,393000000.0,374000000.0,,,,,
