date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2006-12-31,,,34921000.0,474597000.0,993301000.0,50455000.0,2914379000.0,20349000.0,625887000.0,,-2615106000.0,,481911000.0,481911000.0,50241000.0,4877000.0,,66449000.0,569940000.0,-334644000.0,457628000.0,-30268000.0,,26808000.0,-378939000.0,-271879000.0,8857292000.0,62735000,,1481843000,,3658000.0,6242186000.0,4877000.0,3184000.0,71377000.0,,431456000.0,146881000,,862660000.0,,,-245071000.0,,1731051000.0,,1363835000.0,346993000.0,9572185000.0,11303236000.0,6183271000.0,-70598000.0,,537332000.0,,3042408000.0,116196000.0,8388857000.0,,348383000.0,31263000,,481911000.0,783587000.0,2960435000.0,1131860000.0,1887000.0,22427000.0,173882000.0,361201000.0,-29185000.0,944511000.0,789018000.0,,,
2007-03-31,287591000.0,,110204000.0,478406000.0,994467000.0,481911000.0,2933442000.0,51895000.0,660647000.0,,-2642518000.0,154992044.0,214730000.0,214730000.0,59266000.0,4435000.0,,35998000.0,503887000.0,4353000.0,-437722000.0,-29304000.0,,-266611000.0,178486000.0,-227703000.0,9039124000.0,155401000,,1704293000,0.49,32578000.0,6396606000.0,4435000.0,4117000.0,-38579000.0,,-267181000.0,285644000,,876214000.0,,154349473.0,-494314000.0,,1458143000.0,,809090000.0,75094000.0,9577945000.0,11036088000.0,,-37338000.0,,633807000.0,,2893748000.0,-2581000.0,8102646000.0,,76484000.0,77626000,0.484502,214730000.0,-179056000.0,3263933000.0,1140819000.0,34565000.0,14069000.0,139317000.0,362721000.0,-29218000.0,1070486000.0,300768000.0,,,
2007-06-30,,,69668000.0,469932000.0,995677000.0,214730000.0,2939302000.0,-41378000.0,594063000.0,,-2624497000.0,155213094.0,138823000.0,138823000.0,59524000.0,154286000.0,,65115000.0,505242000.0,-14511000.0,62761000.0,-20297000.0,,229111000.0,1243000.0,-263434000.0,9270041000.0,117319000,,1392053000,0.31,22086000.0,6645544000.0,154286000.0,4403000.0,-11812000.0,,-75907000.0,224400000,,864598000.0,,154729676.0,-34323000.0,,1305622000.0,,1066341000.0,48553000.0,9820128000.0,11125750000.0,6213691000.0,-66564000.0,,587251000.0,,2886993000.0,1924000.0,8186448000.0,,49942000.0,47582000,0.31,138823000.0,-306261000.0,3152753000.0,1081750000.0,-46700000.0,11873000.0,186017000.0,309985000.0,-29284000.0,804802000.0,406813000.0,,,
2007-09-30,,,70954000.0,446512000.0,995804000.0,138823000.0,2990223000.0,823000.0,579400000.0,,-2642585000.0,155420239.0,207653000.0,207653000.0,63114000.0,154286000.0,,94970000.0,506990000.0,-30986000.0,-82975000.0,-22196000.0,,105651000.0,222542000.0,-259094000.0,9519626000.0,123334000,,1451080000,0.32,20778000.0,6877041000.0,154286000.0,468000.0,99178000.0,,68830000.0,257266000,,914622000.0,,154930930.0,-153443000.0,,1415631000.0,,1048456000.0,48734000.0,9923353000.0,11338984000.0,6413517000.0,-96062000.0,,569846000.0,,2758721000.0,-4512000.0,8348761000.0,,50124000.0,50176000,0.32,207653000.0,-259363000.0,3473523000.0,1059536000.0,-45146000.0,10734000.0,231163000.0,326900000.0,-31243000.0,881234000.0,387180000.0,,,
2007-12-31,,,107269000.0,537222000.0,995823000.0,207653000.0,3030035000.0,59611000.0,557159000.0,,-2661763000.0,,15104000.0,15104000.0,61121000.0,233286000.0,,58749000.0,598546000.0,48077000.0,-32093000.0,-16993000.0,,180284000.0,-50047000.0,-364593000.0,9891708000.0,143427000,,1274800000,,33978000.0,7229945000.0,233286000.0,68000.0,-80410000.0,,-192549000.0,298154000,,946792000.0,,,-184309000.0,,1286256000.0,,1206150000.0,71322000.0,10295566000.0,11581822000.0,6465012000.0,-61813000.0,,680649000.0,,2778030000.0,-76000.0,8551787000.0,,72712000.0,73291000,,15104000.0,-322786000.0,3483599000.0,1096335000.0,23554000.0,24963000.0,210850000.0,401283000.0,-31243000.0,594151000.0,374318000.0,,,
2008-03-31,287591000.0,,83189000.0,564378000.0,996844000.0,15104000.0,3042976000.0,11234000.0,587835000.0,,-2688394000.0,155721610.0,24974000.0,24974000.0,62641000.0,512286000.0,,67509000.0,574627000.0,29009000.0,-93953000.0,-32669000.0,,96336000.0,191490000.0,-288135000.0,10140973000.0,132272000,,1519967000,0.38,23406000.0,7452579000.0,512286000.0,4041000.0,-73309000.0,,9870000.0,308468000,,973971000.0,,155286111.0,-191799000.0,,1301184000.0,,1420739000.0,58393000.0,11042594000.0,12343778000.0,,-68564000.0,,696650000.0,,3302424000.0,868000.0,9300802000.0,,59783000.0,59783000,0.38,24974000.0,-277956000.0,3494162000.0,1118840000.0,55163000.0,13558000.0,155687000.0,438378000.0,-31283000.0,823317000.0,333826000.0,,,
2008-06-30,,,82429000.0,525527000.0,997004000.0,24974000.0,3055656000.0,161000.0,372883000.0,,-2717629000.0,155895348.0,12128000.0,12128000.0,66060000.0,141286000.0,,,568774000.0,23986000.0,77967000.0,-16662000.0,,182689000.0,141574000.0,-336998000.0,10439377000.0,138119000,,1325345000,0.37,23192000.0,7721748000.0,141286000.0,521000.0,-87427000.0,,-12846000.0,296269000,,967329000.0,,155476492.0,-154309000.0,,1393686000.0,,1112539000.0,57848000.0,11315566000.0,12709252000.0,7616667000.0,-61541000.0,,663646000.0,,3306227000.0,-123506000.0,9653596000.0,,59237000.0,59237000,0.37,12128000.0,-337109000.0,4090288000.0,1136891000.0,-73109000.0,10370000.0,228767000.0,584494000.0,-31291000.0,661699000.0,402479000.0,,,
2008-09-30,,,95862000.0,556770000.0,997099000.0,12128000.0,3132181000.0,-8165000.0,203535000.0,,-2750396000.0,156097641.0,82818000.0,82818000.0,70897000.0,558473000.0,,,463966000.0,-21870000.0,-94905000.0,-15849000.0,,143081000.0,263153000.0,-326698000.0,10691423000.0,149077000,,1506897000,0.47,21783000.0,7941027000.0,558473000.0,440000.0,51925000.0,,70690000.0,339358000,,1039984000.0,,155607201.0,-183617000.0,,1374247000.0,,1335902000.0,72689000.0,11289486000.0,12663733000.0,7524176000.0,-67348000.0,,705847000.0,,3060868000.0,114867000.0,9531552000.0,,74079000.0,74079000,0.47,82818000.0,-335544000.0,4031432000.0,1202227000.0,-41608000.0,17682000.0,270375000.0,623834000.0,-33250000.0,801050000.0,313463000.0,,,
2008-12-31,,,110568000.0,-455229000.0,997261000.0,82818000.0,3136512000.0,130000.0,0.0,,-2770118000.0,,89816000.0,199641000.0,69547000.0,673183000.0,,65602000.0,678614000.0,55685000.0,-7815000.0,-37265000.0,,227312000.0,82434000.0,-303576000.0,10977994000.0,1193001000,,1447886000,,37280000.0,8207876000.0,269320000.0,522000.0,-153560000.0,109825000.0,6998000.0,194365000,,1078594000.0,,,-76264000.0,287591000.0,1505564000.0,,1703462000.0,66339000.0,12482916000.0,13988480000.0,430718000.0,-64904000.0,,737772000.0,,3714878000.0,2289000.0,10851968000.0,30757000.0,67729000.0,67729000,,89816000.0,-302748000.0,4789673000.0,1248832000.0,-14977000.0,8818000.0,300049000.0,698755000.0,-33253000.0,710114000.0,69818000.0,,,
2009-03-31,,,150487000.0,289836000.0,976721000.0,89816000.0,3456072000.0,2853000.0,0.0,-187360000.0,-2811233000.0,162925167.0,416828000.0,502351000.0,70977000.0,548274000.0,,52933000.0,466286000.0,17178000.0,-105491000.0,-37096000.0,,139953000.0,396206000.0,-208896000.0,11124769000.0,217282000,,1593483000,0.6,51423000.0,8313536000.0,240599000.0,387350000.0,-50779000.0,85523000.0,327012000.0,320138000,,1138969000.0,9320068000.0,162340475.0,-68943000.0,287591000.0,1747168000.0,,1381246000.0,96284000.0,12526418000.0,14273586000.0,997327000.0,-56037000.0,98674000.0,507118000.0,-174497000.0,3666185000.0,-15187000.0,10701314000.0,29841000.0,97674000.0,99064000,0.6,416828000.0,-209147000.0,624060000.0,1282632000.0,51171000.0,4182000.0,235717000.0,695599000.0,-38597000.0,1086365000.0,74682000.0,,,
2009-06-30,,,126637000.0,226825000.0,976734000.0,416828000.0,3501843000.0,497000.0,0.0,-112160000.0,-2817149000.0,175675388.0,481148000.0,561126000.0,64958000.0,560275000.0,,94769000.0,440520000.0,56024000.0,56389000.0,-38956000.0,,368384000.0,-93476000.0,-211998000.0,11286542000.0,179186000,,1224431000,0.47,42394000.0,8469393000.0,221813000.0,61000.0,47999000.0,79978000.0,64320000.0,256324000,,1180706000.0,9190116000.0,175175936.0,156386000.0,287591000.0,1625799000.0,,1319489000.0,82854000.0,12501849000.0,14127648000.0,1527244000.0,-93856000.0,64729000.0,406011000.0,-36948000.0,3468826000.0,-274000.0,10509605000.0,51122000.0,82854000.0,84243000,0.47,481148000.0,-210588000.0,4343264000.0,1334514000.0,-15589000.0,12409000.0,258731000.0,557587000.0,-43103000.0,818420000.0,80986000.0,,,
2009-09-30,,,102408000.0,281692000.0,977003000.0,481148000.0,3533418000.0,948000.0,0.0,-231637000.0,-2861518000.0,175995506.0,248977000.0,332134000.0,69635000.0,391520000.0,,34429000.0,410125000.0,4415000.0,14009000.0,-37767000.0,,252793000.0,-272868000.0,-213552000.0,11484579000.0,162553000,,1306173000,0.37,36230000.0,8623061000.0,229978000.0,1118000.0,44972000.0,83157000.0,-232171000.0,259659000,,1203603000.0,9162126000.0,175358776.0,39241000.0,287591000.0,1479605000.0,,1194590000.0,64788000.0,12526729000.0,14006334000.0,955647000.0,-33921000.0,87616000.0,444245000.0,-30734000.0,3342946000.0,767000.0,10356716000.0,55351000.0,64788000.0,66178000,0.37,248977000.0,-212096000.0,4848331000.0,1361931000.0,-16682000.0,9490000.0,281409000.0,591469000.0,-43116000.0,861928000.0,89165000.0,,,
2009-12-31,,,136007000.0,258893000.0,977276000.0,248977000.0,3577902000.0,3665000.0,0.0,-285788000.0,-2841600000.0,,26952000.0,124973000.0,68067000.0,166599000.0,,26816000.0,457582000.0,48273000.0,-46731000.0,-43467000.0,,227988000.0,-179365000.0,-273700000.0,11681565000.0,192354000,,1315343000,,49900000.0,8839965000.0,221222000.0,1188000.0,26394000.0,98021000.0,-222025000.0,275988000,,1246543000.0,9384165000.0,,-45712000.0,287591000.0,1267854000.0,,979412000.0,84717000.0,12789825000.0,14057679000.0,1751865000.0,-27429000.0,71914000.0,451247000.0,33999000.0,3417613000.0,-1641000.0,10363577000.0,54905000.0,90276000.0,86107000,,26952000.0,-270648000.0,4492935000.0,1402288000.0,7057000.0,11720000.0,277085000.0,512770000.0,-43124000.0,864096000.0,83763000.0,,,
2010-03-31,,,167458000.0,509408000.0,978381000.0,26952000.0,3625198000.0,-478000.0,17379000.0,-66569000.0,-2889300000.0,176537472.0,30012000.0,129351000.0,67262000.0,166599000.0,,21331000.0,385181000.0,33248000.0,-19970000.0,-42740000.0,,225703000.0,-19184000.0,-202487000.0,11847013000.0,226663000,,1339420000,0.49,79857000.0,8957713000.0,210346000.0,0.0,-28406000.0,99339000.0,3060000.0,305049000,,1287271000.0,9444807000.0,176349762.0,23216000.0,287591000.0,1243571000.0,,919241000.0,86211000.0,12861875000.0,14105446000.0,1625312000.0,-21825000.0,70329000.0,736071000.0,-46188000.0,3574808000.0,-1137000.0,10364048000.0,41763000.0,86211000.0,87601000,0.49,30012000.0,-203459000.0,4588862000.0,1472397000.0,48431000.0,8057000.0,229837000.0,570870000.0,-46478000.0,603349000.0,92879000.0,,,
2010-06-30,,,112699000.0,490852000.0,978429000.0,30012000.0,3658984000.0,-3891000.0,0.0,-66317000.0,-2925000000.0,176736532.0,88775000.0,190346000.0,67197000.0,223599000.0,,74121000.0,390046000.0,4602000.0,53160000.0,-41805000.0,,308076000.0,-4905000.0,-239917000.0,12067320000.0,178344000,,1111426000,0.41,39351000.0,9142320000.0,209124000.0,0.0,31804000.0,101571000.0,58763000.0,267864000,,1313848000.0,9604050000.0,176571189.0,68159000.0,287591000.0,1212859000.0,,965624000.0,71946000.0,13016864000.0,14229723000.0,1251350000.0,-74721000.0,87968000.0,669196000.0,-7292000.0,3378578000.0,907000.0,10569674000.0,47995000.0,71946000.0,73348000,0.41,88775000.0,-244408000.0,4949686000.0,1477203000.0,3593000.0,1552000.0,226200000.0,495640000.0,-46495000.0,442230000.0,87784000.0,,,
2010-09-30,,,143853000.0,549579000.0,978677000.0,88775000.0,3722663000.0,-6043000.0,10651000.0,-67124000.0,-2966300000.0,177012278.0,41179000.0,131799000.0,65898000.0,222286000.0,,50853000.0,379184000.0,67220000.0,-22492000.0,-40979000.0,,309868000.0,-115570000.0,-235175000.0,12284317000.0,199633000,,1243337000,0.57,41918000.0,9318017000.0,277980000.0,0.0,10295000.0,90620000.0,-47596000.0,331047000,,1368956000.0,9516342000.0,176752714.0,74693000.0,287591000.0,1235995000.0,,1057148000.0,100524000.0,13061593000.0,14297588000.0,1215744000.0,-51529000.0,121296000.0,749212000.0,-6121000.0,3275554000.0,-588000.0,10573490000.0,45727000.0,100524000.0,101935000,0.57,41179000.0,-241894000.0,4882671000.0,1546255000.0,-18687000.0,10118000.0,247254000.0,526280000.0,-46545000.0,494125000.0,107828000.0,,,
2010-12-31,,,180506000.0,562804000.0,978909000.0,41179000.0,3811176000.0,10412000.0,17287000.0,-65140000.0,-2982200000.0,,23395000.0,101701000.0,36934000.0,333286000.0,,28560000.0,417285000.0,105869000.0,-132849000.0,-43370000.0,,249816000.0,607000.0,-276893000.0,12549926000.0,195250000,,1203985000,,49283000.0,9567726000.0,305697000.0,0.0,-45554000.0,78306000.0,-17784000.0,334177000,,1452777000.0,9471334000.0,,-27077000.0,287591000.0,1317742000.0,,1238075000.0,129269000.0,13204300000.0,14522042000.0,1134973000.0,-30286000.0,116737000.0,758054000.0,15246000.0,3174540000.0,1330000.0,10709409000.0,51201000.0,129269000.0,131223000,,23395000.0,-268207000.0,4814438000.0,1693860000.0,4789000.0,22190000.0,244043000.0,523644000.0,-46583000.0,445931000.0,74740000.0,,,
2011-03-31,,,179121000.0,533785000.0,1096076000.0,23395000.0,4001535000.0,328000.0,221029000.0,-94868000.0,-3022300000.0,177480996.0,15359000.0,94696000.0,58549000.0,255286000.0,,38646000.0,352606000.0,52429000.0,6942000.0,-41267000.0,,372766000.0,-143857000.0,-236689000.0,12738714000.0,227357000,116226000.0,1235251000,0.64,63537000.0,9716414000.0,406217000.0,,159524000.0,79337000.0,-8036000.0,346028000,,1518099000.0,9208313000.0,177188207.0,136077000.0,287591000.0,1406965000.0,,1207187000.0,114155000.0,13011567000.0,14418532000.0,1172632000.0,-39230000.0,108358000.0,761142000.0,-29278000.0,2866154000.0,989000.0,10415500000.0,52854000.0,114155000.0,115584000,0.64,15359000.0,-236945000.0,4630724000.0,1709012000.0,42990000.0,10313000.0,202561000.0,540127000.0,-49978000.0,474109000.0,76852000.0,,,
2011-06-30,,,123234000.0,529047000.0,979884000.0,15359000.0,3915106000.0,41685000.0,316817000.0,-63538000.0,-3057300000.0,177626992.0,15107000.0,15107000.0,62234000.0,473991000.0,,33723000.0,373799000.0,42864000.0,91065000.0,-45791000.0,,313929000.0,-123418000.0,-231837000.0,12921089000.0,178134000,104125000.0,1047481000,0.44,44515000.0,9863789000.0,454530000.0,,-135554000.0,74680000.0,-252000.0,259105000,,1546493000.0,9049366000.0,177347374.0,82092000.0,287591000.0,1337862000.0,,1476027000.0,77278000.0,13104484000.0,14442346000.0,1117201000.0,-34334000.0,39230000.0,707181000.0,5297000.0,2808220000.0,-1872000.0,10525393000.0,58154000.0,77278000.0,78719000,0.44,15107000.0,-190763000.0,4356052000.0,1777163000.0,-29998000.0,7334000.0,230754000.0,470921000.0,-50008000.0,340300000.0,69582000.0,,,
2011-09-30,,,141314000.0,511135000.0,980054000.0,15107000.0,3956197000.0,-1021000.0,235460000.0,-16878000.0,-3108300000.0,177835348.0,16721000.0,91246000.0,63932000.0,364327000.0,,44094000.0,476214000.0,38235000.0,126187000.0,-55214000.0,,201752000.0,82010000.0,-280534000.0,13204363000.0,203816000,115285000.0,1114892000,0.51,49883000.0,10096063000.0,502162000.0,,-98540000.0,74525000.0,1614000.0,280442000,,1587528000.0,9234760000.0,177497862.0,-78782000.0,287591000.0,1327375000.0,,1535307000.0,89961000.0,13401342000.0,14728717000.0,947268000.0,-44687000.0,75196000.0,714951000.0,90599000.0,2874077000.0,-4064000.0,10770067000.0,52181000.0,89961000.0,91431000,0.51,16721000.0,-282148000.0,4745071000.0,1814976000.0,-17064000.0,1430000.0,237794000.0,494552000.0,-50048000.0,399941000.0,77319000.0,,,
2011-12-31,,,127798000.0,516831000.0,980264000.0,16721000.0,4012670000.0,19682000.0,255144000.0,-263614000.0,-3155700000.0,,6559000.0,77529000.0,55525000.0,648582000.0,,32978000.0,633282000.0,63233000.0,-136530000.0,-70686000.0,,81939000.0,216630000.0,-327670000.0,13558765000.0,184869000,69592000.0,1068033000,,13019000.0,10403065000.0,527028000.0,,-67518000.0,70970000.0,-10162000.0,262731000,,1651875000.0,9683758000.0,,-245731000.0,287591000.0,1357472000.0,,1947682000.0,113299000.0,14289594000.0,15647066000.0,686156000.0,-33721000.0,79408000.0,701700000.0,-47702000.0,3440270000.0,-2176000.0,11631440000.0,60311000.0,113299000.0,114779000,,6559000.0,-308731000.0,4727173000.0,1868316000.0,-6961000.0,-1546000.0,248958000.0,488002000.0,-50080000.0,366333000.0,69198000.0,,,
2012-03-31,,,156719000.0,487217000.0,981592000.0,6559000.0,4068301000.0,2448000.0,241902000.0,-17903000.0,-3200000000.0,178437453.0,283379000.0,346079000.0,66447000.0,927286000.0,,40947000.0,412884000.0,52474000.0,-159330000.0,-68822000.0,,8816000.0,570473000.0,-304294000.0,13813199000.0,214393000,,1099623000,0.56,55964000.0,10613199000.0,627511000.0,,-37493000.0,62700000.0,276820000.0,304005000,,1698553000.0,9939013000.0,178055716.0,-295478000.0,287591000.0,1523466000.0,,1967681000.0,99262000.0,14454888000.0,15978354000.0,662318000.0,-41570000.0,80839000.0,701610000.0,-190232000.0,3385790000.0,-1130000.0,11906694000.0,74050000.0,99262000.0,100755000,0.56,283379000.0,-302469000.0,5071488000.0,1923266000.0,30108000.0,8773000.0,219091000.0,485770000.0,-53494000.0,398013000.0,,,,
2012-06-30,,,72274000.0,853666000.0,1662251000.0,283379000.0,9067639000.0,8826000.0,624397000.0,-286235000.0,-5071000000.0,301816884.0,28483000.0,107714000.0,89047000.0,1931708000.0,,91633000.0,600995000.0,7035000.0,51101000.0,-66387000.0,,311587000.0,-179205000.0,-386082000.0,21125913000.0,159515000,,1628684000,0.15,26055000.0,16054913000.0,957764000.0,,-10862000.0,79231000.0,-254896000.0,305806000,,1635709000.0,14948194000.0,301047753.0,-74495000.0,3518454000.0,1954005000.0,,3490467000.0,44339000.0,25552295000.0,27506300000.0,1436007000.0,-101655000.0,144485000.0,1013181000.0,1973000.0,5513010000.0,1013000.0,18438661000.0,372302000.0,44339000.0,46219000,0.15,28483000.0,-387278000.0,7096606000.0,3249323000.0,15019000.0,1806000.0,262562000.0,661910000.0,-109483000.0,615503000.0,,,,
2012-09-30,,,326868000.0,747547000.0,1662358000.0,28483000.0,9176866000.0,28991000.0,647615000.0,-58648000.0,-5157000000.0,315805796.0,73449000.0,155067000.0,90361000.0,2238996000.0,,100331000.0,542691000.0,126672000.0,-88712000.0,-64209000.0,,475602000.0,-59047000.0,-391374000.0,21460805000.0,412905000,,1861529000,0.66,117360000.0,16303805000.0,1019036000.0,,4510000.0,81618000.0,44966000.0,561704000,,1735690000.0,14779973000.0,314806441.0,84228000.0,3518454000.0,2138986000.0,,3800723000.0,207628000.0,25618576000.0,27757562000.0,1432983000.0,-109537000.0,144474000.0,1160452000.0,-20049000.0,5308854000.0,13379000.0,18580696000.0,394207000.0,207628000.0,209508000,0.66,73449000.0,-371589000.0,6833883000.0,3429538000.0,-12240000.0,4324000.0,267281000.0,773415000.0,-109528000.0,701077000.0,,,,
2012-12-31,,,252142000.0,372830000.0,1662547000.0,73449000.0,9237050000.0,-4582000.0,705025000.0,-590783000.0,-5236600000.0,315914389.0,45748000.0,137723000.0,84089000.0,1883534000.0,,84383000.0,764350000.0,105819000.0,85791000.0,-72854000.0,104060000.0,365224000.0,13663000.0,-390522000.0,21841610000.0,371268000,,1683952000,0.55,75547000.0,16605010000.0,995806000.0,,22805000.0,91975000.0,-27701000.0,485443000,,1802714000.0,15422084000.0,314929366.0,-25298000.0,3519401000.0,2227295000.0,,3643690000.0,174716000.0,26075529000.0,28302824000.0,8167717000.0,-95867000.0,149212000.0,744098000.0,79969000.0,327766000.0,-6733000.0,19065774000.0,400329000.0,174716000.0,176595000,0.55,45748000.0,-406588000.0,82139000.0,3463347000.0,1434000.0,4838000.0,267713000.0,792822000.0,-109571000.0,939854000.0,,,,
2013-03-31,,,350455000.0,447678000.0,1664760000.0,45748000.0,9345231000.0,33966000.0,625542000.0,-290529000.0,-5336200000.0,316002538.0,60817000.0,159932000.0,76255000.0,2234328000.0,-129431000.0,141500000.0,633458000.0,168938000.0,-241390000.0,-70898000.0,105771000.0,473143000.0,-11161000.0,-388950000.0,22073700000.0,453444000,,1995023000,0.72,120487000.0,16737549000.0,971851000.0,,154596000.0,99115000.0,15069000.0,581687000,,1914371000.0,15143793000.0,315129782.0,84193000.0,3519401000.0,2158011000.0,,3839637000.0,228089000.0,26170650000.0,28328661000.0,7885198000.0,-233429000.0,154977000.0,901122000.0,-86916000.0,311619000.0,-2322000.0,18983430000.0,492003000.0,228089000.0,229968000,0.72,60817000.0,-446913000.0,19610000.0,3614278000.0,28487000.0,7765000.0,239226000.0,832989000.0,-118310000.0,1093901000.0,,,,
2013-06-30,,,268670000.0,431733000.0,1664833000.0,60817000.0,9406612000.0,30312000.0,577010000.0,-872745000.0,-5438100000.0,315962619.0,36055000.0,36055000.0,86850000.0,1682846000.0,28202000.0,200751000.0,532036000.0,87356000.0,-104630000.0,-69469000.0,94142000.0,295881000.0,-49737000.0,-311302000.0,22369500000.0,358658000,,1635862000,0.54,95606000.0,16931448000.0,866628000.0,,11747000.0,,-24762000.0,515073000,,1969755000.0,15708770000.0,315154130.0,-15421000.0,3519401000.0,2051093000.0,94142000.0,3081510000.0,171021000.0,26145799000.0,28196892000.0,8550666000.0,-190667000.0,159553000.0,790391000.0,-40463000.0,286460000.0,-9311000.0,18790280000.0,501876000.0,171021000.0,173064000,0.54,36055000.0,-270906000.0,7651396000.0,3745144000.0,-17523000.0,4944000.0,280600000.0,789410000.0,-117681000.0,845471000.0,,,,
2013-09-30,,,320731000.0,460747000.0,1665098000.0,36055000.0,9517453000.0,3844000.0,474198000.0,68535000.0,-5523900000.0,316218239.0,57941000.0,57941000.0,87476000.0,1951346000.0,2797000.0,145478000.0,554010000.0,77931000.0,11567000.0,-67387000.0,106097000.0,407944000.0,-44899000.0,-373507000.0,22711800000.0,399262000,,1892590000,0.66,109351000.0,17187896000.0,873074000.0,,124303000.0,,21886000.0,557312000,,2064401000.0,15548435000.0,315291346.0,34437000.0,3519401000.0,2018132000.0,106097000.0,3378430000.0,209501000.0,26426186000.0,28444318000.0,8342189000.0,-116974000.0,149105000.0,860009000.0,14867000.0,279527000.0,-1903000.0,18926865000.0,468094000.0,209501000.0,211380000,0.66,57941000.0,-341159000.0,7444192000.0,3954246000.0,-24098000.0,8945000.0,304698000.0,784498000.0,-111531000.0,1032581000.0,,,,
2013-12-31,,,280774000.0,391089000.0,1665351000.0,57941000.0,9611528000.0,-306000.0,535791000.0,-314285000.0,-5583200000.0,316637990.0,43364000.0,43364000.0,88117000.0,1626346000.0,-65117000.0,139803000.0,742251000.0,97188000.0,27901000.0,-46031000.0,95910000.0,486571000.0,-118903000.0,-383028000.0,23159400000.0,360652000,,1777729000,0.56,101498000.0,17576200000.0,907054000.0,,-9948000.0,,-14577000.0,516033000,,2125980000.0,14908358000.0,315647036.0,103543000.0,3519401000.0,2087049000.0,95910000.0,3275651000.0,177397000.0,25708502000.0,27795537000.0,8699886000.0,-138714000.0,147142000.0,751741000.0,57893000.0,291537000.0,-11717000.0,18184009000.0,488515000.0,177397000.0,179276000,0.56,43364000.0,-382245000.0,7776833000.0,4029026000.0,-1677000.0,8239000.0,303233000.0,765391000.0,-122901000.0,1025988000.0,,,,
2014-03-31,,,379381000.0,493063000.0,1666580000.0,43364000.0,9723933000.0,1637000.0,573028000.0,-374500000.0,-5696400000.0,316892119.0,89150000.0,89150000.0,89975000.0,1101680000.0,-182221000.0,128505000.0,711594000.0,137417000.0,-101833000.0,-44321000.0,138825000.0,493796000.0,-96856000.0,-348691000.0,23409400000.0,467689000,,2290590000,0.75,141545000.0,17713027000.0,976870000.0,,51196000.0,,45786000.0,620163000,,2237710000.0,15582793000.0,315534512.0,145105000.0,3519401000.0,2365809000.0,138825000.0,2790144000.0,235957000.0,25731061000.0,28096870000.0,871050000.0,-132605000.0,150807000.0,960752000.0,53905000.0,504057000.0,-2017000.0,18372937000.0,507931000.0,235957000.0,237836000,0.74,89150000.0,-351154000.0,8318332000.0,4209969000.0,75041000.0,1667000.0,228192000.0,980033000.0,-120339000.0,1329838000.0,,,,
