date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyNetPPE,quarterlyEbitda,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax
2017-06-30,,,39109000000.0,17823000000.0,16223000000.0,41000000.0,-8041000000.0,209000000.0,2259000000.0,50773000000.0,,-1558000000.0,277000000.0,-2158000000.0,-17000000.0,-6716000000.0,-131000000.0,,,5615000000.0,7353000000.0,0.51,-1600000000.0,1531000000,14442000000.0,,23568000000.0,,3832000000.0,3996000000.0,33794000000.0,2536000000,113539000000.0,-597000000.0,94299000000.0,,,2756000000.0,22886000000.0,18437000000.0,120908000000.0,133930000000.0,39853000000,-8053000000.0,4057000000.0,215207000000.0,2042000000.0,247469000000.0,6602000000.0,2042000000.0,2050000000,4159000000.0,3291000000.0,-2965000000.0,11092000000.0,-5223000000.0,896000000.0,16223000000.0,60047000000.0,1034000000.0,33349000000.0,,32244000000.0,735000000.0,3977000000.0,2443000000.0,0.51,95236000000.0,31838000000.0,4973000000.0,6504000000.0,,,,,,
2017-09-30,,,38081000000.0,16223000000.0,17589000000.0,41000000.0,-11426000000.0,186000000.0,1757000000.0,51174000000.0,,-1672000000.0,284000000.0,-127000000.0,-22000000.0,-6759000000.0,0.0,,,4998000000.0,5955000000.0,0.39,1366000000.0,971000000,14038000000.0,,23566000000.0,,3806000000.0,3996000000.0,34760000000.0,2041000000,112732000000.0,-596000000.0,94352000000.0,,,2919000000.0,20492000000.0,19405000000.0,123658000000.0,138541000000.0,36451000000,-3619000000.0,3326000000.0,218010000000.0,1564000000.0,251273000000.0,7041000000.0,1564000000.0,1571000000,4049000000.0,3570000000.0,-4344000000.0,11263000000.0,-3680000000.0,948000000.0,17589000000.0,59818000000.0,833000000.0,30288000000.0,,33238000000.0,804000000.0,3972000000.0,2409000000.0,0.39,97938000000.0,32058000000.0,5192000000.0,6163000000.0,,,,,,
2017-12-31,,,38927000000.0,17589000000.0,18492000000.0,41000000.0,-9392000000.0,-524000000.0,1889000000.0,51621000000.0,-29862000000.0,-2113000000.0,293000000.0,4559000000.0,-27000000.0,-6959000000.0,0.0,,65189000000.0,3147000000.0,6983000000.0,,903000000.0,869000000,14295000000.0,,23282000000.0,,3829000000.0,,35327000000.0,2182000000,115902000000.0,-596000000.0,94600000000.0,,,3088000000.0,20435000000.0,21218000000.0,128290000000.0,141906000000.0,41326000000,-7017000000.0,1034000000.0,222890000000.0,2409000000.0,257808000000.0,8104000000.0,2409000000.0,2413000000,3990000000.0,3889000000.0,-4703000000.0,10277000000.0,-6850000000.0,1176000000.0,18492000000.0,62809000000.0,1057000000.0,34987000000.0,,34890000000.0,815000000.0,,2107000000.0,,102666000000.0,31320000000.0,5470000000.0,6339000000.0,,,,,,
2018-03-31,,,40071000000.0,18638000000.0,17940000000.0,41000000.0,-13269000000.0,174000000.0,1919000000.0,52983000000.0,,-1779000000.0,289000000.0,2414000000.0,-68000000.0,-6669000000.0,-89000000.0,,,3514000000.0,5979000000.0,0.43,-501000000.0,1121000000,16224000000.0,,25480000000.0,,3895000000.0,3997000000.0,36118000000.0,2208000000,123264000000.0,-1113000000.0,99878000000.0,,,2747000000.0,22131000000.0,22529000000.0,130916000000.0,143966000000.0,41959000000,-7867000000.0,1735000000.0,230794000000.0,1736000000.0,267230000000.0,8546000000.0,1736000000.0,1745000000,4059000000.0,3756000000.0,-2877000000.0,12371000000.0,-6544000000.0,940000000.0,18137000000.0,67066000000.0,924000000.0,35753000000.0,,36400000000.0,622000000.0,3974000000.0,2336000000.0,0.44,105351000000.0,31544000000.0,5085000000.0,6206000000.0,,,,,,
2018-06-30,,,36476000000.0,18137000000.0,16828000000.0,41000000.0,-13765000000.0,280000000.0,1349000000.0,59917000000.0,,-1909000000.0,301000000.0,-3206000000.0,-25000000.0,-7204000000.0,0.0,,,4972000000.0,6886000000.0,0.27,-1116000000.0,586000000,15409000000.0,,22743000000.0,,3937000000.0,3999000000.0,35580000000.0,1650000000,115025000000.0,-598000000.0,103894000000.0,,,2778000000.0,19648000000.0,22993000000.0,117716000000.0,143054000000.0,38920000000,-3858000000.0,3063000000.0,221610000000.0,1066000000.0,258079000000.0,8300000000.0,1066000000.0,1069000000,3881000000.0,3604000000.0,-3597000000.0,12565000000.0,-2478000000.0,865000000.0,17021000000.0,62380000000.0,1003000000.0,35556000000.0,,36441000000.0,584000000.0,3977000000.0,2854000000.0,0.27,92926000000.0,32452000000.0,2778000000.0,3364000000.0,,,,,,
2018-09-30,,,36342000000.0,17021000000.0,18562000000.0,41000000.0,-6901000000.0,101000000.0,1094000000.0,59796000000.0,,-1981000000.0,343000000.0,144000000.0,-91000000.0,-7429000000.0,-75000000.0,,,5179000000.0,4766000000.0,0.25,1734000000.0,864000000,14937000000.0,,23273000000.0,,3957000000.0,4000000000.0,35762000000.0,1437000000,114843000000.0,-597000000.0,103783000000.0,,,2882000000.0,17780000000.0,23384000000.0,118564000000.0,144123000000.0,37666000000,-2822000000.0,3198000000.0,222347000000.0,991000000.0,258966000000.0,8367000000.0,991000000.0,993000000,4132000000.0,3629000000.0,-3536000000.0,12810000000.0,-3573000000.0,409000000.0,18755000000.0,62062000000.0,795000000.0,33920000000.0,,36590000000.0,602000000.0,3976000000.0,2833000000.0,0.25,93635000000.0,32398000000.0,2882000000.0,3746000000.0,,,,,,
2018-12-31,178000000.0,,33951000000.0,18755000000.0,16718000000.0,41000000.0,-10237000000.0,95000000.0,-17000000.0,53493000000.0,-30243000000.0,-2116000000.0,295000000.0,526000000.0,-8000000.0,-7366000000.0,0.0,,66421000000.0,1357000000.0,3254000000.0,,-1848000000.0,632000000,15175000000.0,,21520000000.0,,3985000000.0,,36178000000.0,278000000,114649000000.0,-597000000.0,95569000000.0,,,2996000000.0,17233000000.0,22668000000.0,125005000000.0,141891000000.0,41793000000,-2593000000.0,-759000000.0,220574000000.0,-116000000.0,256540000000.0,7487000000.0,-116000000.0,-112000000,3880000000.0,3930000000.0,-2211000000.0,11220000000.0,-3666000000.0,-544000000.0,16907000000.0,65548000000.0,988000000.0,28702000000.0,264000000.0,35932000000.0,597000000.0,,2095000000.0,,100720000000.0,31828000000.0,12459000000.0,13091000000.0,,,,,,
2019-03-31,,,37730000000.0,16907000000.0,20848000000.0,41000000.0,-13277000000.0,427000000.0,1610000000.0,54548000000.0,,-1633000000.0,245000000.0,1873000000.0,-84000000.0,-7501000000.0,0.0,,,3544000000.0,4427000000.0,0.29,4112000000.0,1202000000,16041000000.0,,23325000000.0,,4104000000.0,3997000000.0,36145000000.0,1855000000,121195000000.0,-597000000.0,99237000000.0,,,2843000000.0,16882000000.0,23226000000.0,127610000000.0,142086000000.0,40342000000,-3923000000.0,1911000000.0,226847000000.0,1146000000.0,263281000000.0,9459000000.0,1146000000.0,1183000000,3706000000.0,3672000000.0,-205000000.0,12333000000.0,-1334000000.0,470000000.0,21019000000.0,67460000000.0,838000000.0,33942000000.0,,36398000000.0,647000000.0,3973000000.0,2019000000.0,0.29,102612000000.0,31834000000.0,5198000000.0,6400000000.0,,,,,,
2019-06-30,,,38048000000.0,21019000000.0,22117000000.0,41000000.0,-12490000000.0,55000000.0,205000000.0,52851000000.0,,-1920000000.0,244000000.0,-2681000000.0,-65000000.0,-7436000000.0,0.0,,,6463000000.0,4196000000.0,0.04,1287000000.0,90000000,15756000000.0,,22980000000.0,,4184000000.0,4013000000.0,36581000000.0,449000000,118351000000.0,-599000000.0,98334000000.0,,,2725000000.0,15931000000.0,22769000000.0,127714000000.0,143833000000.0,38853000000,-3747000000.0,4543000000.0,226048000000.0,148000000.0,262184000000.0,10789000000.0,148000000.0,150000000,3425000000.0,3169000000.0,-1019000000.0,12437000000.0,-2490000000.0,153000000.0,22306000000.0,64697000000.0,1046000000.0,33657000000.0,,36097000000.0,469000000.0,3984000000.0,2732000000.0,0.04,103213000000.0,32435000000.0,5106000000.0,5196000000.0,,,,,,
2019-09-30,,,37331000000.0,22306000000.0,20523000000.0,41000000.0,-9080000000.0,-442000000.0,-19000000.0,54604000000.0,,-1805000000.0,281000000.0,-1632000000.0,-24000000.0,-7842000000.0,-237000000.0,,,4732000000.0,4072000000.0,0.11,-1625000000.0,-261000000,16057000000.0,,22228000000.0,,4168000000.0,4007000000.0,35404000000.0,262000000,115754000000.0,-598000000.0,99087000000.0,,,2601000000.0,16808000000.0,22590000000.0,123683000000.0,142403000000.0,36990000000,-4697000000.0,2927000000.0,222770000000.0,425000000.0,258157000000.0,10717000000.0,425000000.0,423000000,3424000000.0,3356000000.0,-2117000000.0,12451000000.0,-4547000000.0,321000000.0,20681000000.0,61804000000.0,865000000.0,32282000000.0,,35349000000.0,447000000.0,3970000000.0,2570000000.0,0.11,99507000000.0,32075000000.0,4969000000.0,4708000000.0,,,,,,
