date,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredRevenue
2014-09-30,7810000000.0,549000000.0,27545000000.0,31660000000,1694000000.0,1783000000,1370000000.0,151000000.0,527000000.0,981000000.0,373000000.0,0.319418,11407000000.0,729983325.0,231000000,16653000000.0,250000000,6000000.0,,1646000000.0,1663000000,-252000000,230000000,-259000000,452000000,1686000000.0,111000000.0,1837000000.0,1117000000.0,19000000.0,16161000000.0,354000000,8883000000.0,733190456.0,340000000.0,,0.0,0.308404,66000000.0,-1897000000.0,-109000000.0,0.0,699000000,1324000000,260000000.0,10000000.0,946000000,5000000.0,1255000000.0,15017000000,503000000.0,26000000,0.0,837000000,274000000,1161000000.0,,-13000000.0,378000000,6727000000.0,-28000000.0,-112000000,-40000000.0,,4115000000,4754000000,3107000000,585000000,,648000000,-231000000,,,,,,
2014-12-31,7576000000.0,265000000.0,26951000000.0,30597000000,1810000000.0,2383000000,1578000000.0,161000000.0,161000000.0,-640000000.0,127000000.0,,11341000000.0,,1147000000,16403000000.0,1157000000,-21000000.0,37000000.0,1433000000.0,1015000000,-223000000,1147000000,-256000000,454000000,1018000000.0,114000000.0,1179000000.0,534000000.0,-19000000.0,15938000000.0,528000000,8653000000.0,,536000000.0,,213000000.0,,-148000000.0,-3147000000.0,-297000000.0,10157000000.0,1663000000,828000000,411000000.0,321000000.0,-511000000,43000000.0,1355000000.0,14178000000,528000000.0,9000000,-1120000000.0,1793000000,1166000000,1182000000.0,,82000000.0,1339000000,7168000000.0,-2000000.0,-86000000,124000000.0,4063000000.0,3646000000,4597000000,3211000000,792000000,-2881000000.0,-1209000000,-264000000,,,,,,
2015-03-31,7446000000.0,428000000.0,26273000000.0,29789000000,1777000000.0,2188000000,1918000000.0,263000000.0,285000000.0,-238000000.0,157000000.0,0.418548,11301000000.0,721048532.0,305000000,16044000000.0,320000000,0.0,,1367000000.0,765000000,-309000000,305000000,-259000000,437000000,769000000.0,105000000.0,1032000000.0,889000000.0,41000000.0,15895000000.0,-66000000,8371000000.0,724110306.0,541000000.0,,0.0,0.418548,,-3554000000.0,-348000000.0,10091000000.0,1015000000,856000000,,,449000000,2000000.0,1359000000.0,13404000000,,28000000,,844000000,344000000,1113000000.0,,-14000000.0,407000000,6867000000.0,-8000000.0,-27000000,-479000000.0,,3516000000,4594000000,3044000000,237000000,,-166000000,-303000000,,,,,,
2015-06-30,6971000000.0,244000000.0,26284000000.0,30017000000,1693000000.0,2241000000,2038000000.0,172000000.0,235000000.0,356000000.0,122000000.0,0.363476,10703000000.0,713102517.0,262000000,16209000000.0,281000000,-5000000.0,,1390000000.0,1124000000,-154000000,262000000,-254000000,427000000,1127000000.0,107000000.0,1299000000.0,1564000000.0,11000000.0,15932000000.0,708000000,8268000000.0,716199565.0,541000000.0,,0.0,0.363476,,-3277000000.0,-348000000.0,10057000000.0,765000000,797000000,,,392000000,1000000.0,1383000000.0,13596000000,,14000000,,832000000,293000000,1095000000.0,,116000000.0,405000000,6816000000.0,-7000000.0,-39000000,171000000.0,,3733000000,5229000000,3038000000,931000000,,-421000000,-223000000,,,,,,
2015-09-30,6874000000.0,69000000.0,25820000000.0,29048000000,1633000000.0,2133000000,2079000000.0,159000000.0,368000000.0,-409000000.0,123000000.0,0.396519,10782000000.0,706650170.0,280000000,16006000000.0,293000000,-14000000.0,,1294000000.0,705000000,-217000000,280000000,-254000000,417000000,710000000.0,102000000.0,869000000.0,1619000000.0,11000000.0,15777000000.0,448000000,8060000000.0,709224311.0,537000000.0,,0.0,0.396519,,-3557000000.0,-554000000.0,9918000000.0,1124000000,846000000,,,427000000,2000000.0,1228000000.0,12782000000,,11000000,-593000000.0,836000000,303000000,1047000000.0,,89000000.0,419000000,6421000000.0,-2000000.0,-43000000,-92000000.0,,3228000000,4995000000,2979000000,665000000,,-857000000,-217000000,,,,,,
2015-12-31,6829000000.0,238000000.0,25563000000.0,29103000000,1755000000.0,2248000000,1520000000.0,176000000.0,387000000.0,222000000.0,116000000.0,0.583765,10603000000.0,696767174.0,408000000,15878000000.0,417000000,16000000.0,33000000.0,1265000000.0,922000000,-256000000,408000000,-248000000,399000000,926000000.0,102000000.0,1102000000.0,1555000000.0,-7000000.0,16003000000.0,703000000,7903000000.0,699342241.0,552000000.0,,292000000.0,0.583765,,-3697000000.0,-167000000.0,9852000000.0,705000000,900000000,305000000.0,,397000000,16000000.0,1319000000.0,12613000000,,3000000,-1000000.0,902000000,417000000,1067000000.0,,56000000.0,503000000,6458000000.0,-20000000.0,-84000000,175000000.0,4172000000.0,3540000000,5400000000,3148000000,963000000,-3105000000.0,-485000000,-260000000,,,,,,
2016-03-31,6379000000.0,1051000000.0,24207000000.0,29048000000,1468000000.0,1643000000,1271000000.0,110000000.0,761000000.0,-59000000.0,269000000.0,0.374491,9991000000.0,690664745.0,262000000,14957000000.0,210000000,-98000000.0,,1098000000.0,867000000,-269000000,262000000,-250000000,378000000,869000000.0,95000000.0,979000000.0,2543000000.0,-5000000.0,16212000000.0,225000000,7531000000.0,692016021.0,360000000.0,,1723000000.0,0.374491,9000000.0,-3594000000.0,-432000000.0,0.0,922000000,1150000000,214000000.0,-277000000.0,776000000,19000000.0,997000000.0,12346000000,402000000.0,-26000000,-3000000.0,656000000,183000000,1019000000.0,,6000000.0,374000000,6168000000.0,-46000000.0,-58000000,-371000000.0,,4841000000,6221000000,2793000000,458000000,,-248000000,-233000000,,,,,,
2016-06-30,6870000000.0,797000000.0,23931000000.0,28609000000,1479000000.0,1991000000,2002000000.0,115000000.0,341000000.0,-178000000.0,114000000.0,0.495649,10594000000.0,682376515.0,337000000,14838000000.0,304000000,9000000.0,,1039000000.0,684000000,-291000000,337000000,-248000000,384000000,686000000.0,103000000.0,801000000.0,1904000000.0,-11000000.0,16296000000.0,558000000,7410000000.0,683966662.0,555000000.0,,1700000000.0,0.495649,,-3828000000.0,-258000000.0,9721000000.0,867000000,778000000,,,377000000,1000000.0,999000000.0,11831000000,,2000000,-500000000.0,785000000,307000000,968000000.0,,47000000.0,401000000,5938000000.0,-66000000.0,-26000000,-10000000.0,,4678000000,5702000000,2769000000,770000000,,-657000000,-212000000,,,,,,
2016-09-30,6307000000.0,1024000000.0,23712000000.0,28413000000,1403000000.0,1536000000,1415000000.0,125000000.0,763000000.0,144000000.0,273000000.0,0.407534,10037000000.0,675422310.0,273000000,14795000000.0,268000000,-37000000.0,,982000000.0,826000000,-220000000,272000000,-244000000,383000000,831000000.0,109000000.0,956000000.0,2855000000.0,-6000000.0,16583000000.0,545000000,7261000000.0,677086590.0,364000000.0,,1674000000.0,0.396519,83000000.0,-3878000000.0,-542000000.0,0.0,684000000,1208000000,222000000.0,49000000.0,789000000,3000000.0,896000000.0,11348000000,394000000.0,8000000,0.0,766000000,274000000,943000000.0,,16000000.0,419000000,5599000000.0,0.0,-46000000,37000000.0,,4701000000,6546000000,2744000000,758000000,,-394000000,-213000000,,,,,,
2016-12-31,6278000000.0,102000000.0,23218000000.0,27852000000,1392000000.0,2168000000,1517000000.0,188000000.0,340000000.0,1551000000.0,135000000.0,,10034000000.0,,2226000000,14485000000.0,274000000,136000000.0,32000000.0,1158000000.0,2367000000,2966000000,2226000000,-240000000,407000000,2368000000.0,102000000.0,2556000000.0,1111000000.0,8000000.0,14596000000.0,751000000,7049000000.0,,537000000.0,,338000000.0,,-45000000.0,-4293000000.0,-441000000.0,9589000000.0,826000000,692000000,311000000.0,368000000.0,398000000,17000000.0,901000000.0,12773000000,391000000.0,1000000,0.0,701000000,273000000,961000000.0,,-66000000.0,294000000,7477000000.0,-1000000.0,119000000,362000000.0,4075000000.0,4634000000,4562000000,2860000000,998000000,-3114000000.0,-2413000000,-247000000,,,,,,
2017-03-31,6288000000.0,455000000.0,23350000000.0,26606000000,1573000000.0,1572000000,1226000000.0,131000000.0,802000000.0,-1569000000.0,281000000.0,0.451592,9410000000.0,660225440.0,297000000,14673000000.0,317000000,-92000000.0,,1130000000.0,800000000,-375000000,296000000,-243000000,371000000,812000000.0,96000000.0,943000000.0,828000000.0,-4000000.0,13371000000.0,-581000000,7018000000.0,662035599.0,364000000.0,,0.0,0.451592,-157000000.0,-4158000000.0,-284000000.0,0.0,2367000000,1243000000,275000000.0,-401000000.0,734000000,6000000.0,970000000.0,12743000000,367000000.0,9000000,-550000000.0,791000000,324000000,937000000.0,,-493000000.0,509000000,7284000000.0,-178000000.0,-21000000,-657000000.0,,3256000000,3961000000,2815000000,-368000000,,-826000000,-213000000,,,,,,
2017-06-30,6326000000.0,548000000.0,23380000000.0,26517000000,1545000000.0,1552000000,1241000000.0,86000000.0,790000000.0,,256000000.0,0.29739,9421000000.0,654604939.0,192000000,14856000000.0,201000000,-144000000.0,,1093000000.0,766000000,-220000000,192000000,-241000000,365000000,771000000.0,96000000.0,857000000.0,718000000.0,-11000000.0,13384000000.0,593000000,6943000000.0,655961480.0,371000000.0,,0.0,0.29739,47000000.0,-3922000000.0,-294000000.0,0.0,800000000,1230000000,255000000.0,-39000000.0,778000000,9000000.0,1023000000.0,12639000000,392000000.0,5000000,0.0,674000000,213000000,877000000.0,,65000000.0,452000000,6990000000.0,-5000000.0,-52000000,54000000.0,,3137000000,3963000000,2782000000,834000000,,-651000000,-241000000,,,,,,
2017-09-30,5383000000.0,728000000.0,23507000000.0,26765000000,1530000000.0,1545000000,1404000000.0,106000000.0,751000000.0,122000000.0,261000000.0,0.506664,8335000000.0,649632200.0,330000000,15019000000.0,349000000,-111000000.0,,987000000.0,892000000,-218000000,329000000,-238000000,359000000,898000000.0,85000000.0,1004000000.0,1723000000.0,-5000000.0,13527000000.0,552000000,6840000000.0,650873623.0,374000000.0,,0.0,0.506664,34000000.0,-3712000000.0,-230000000.0,0.0,766000000,1247000000,252000000.0,116000000.0,727000000,-1000000.0,935000000.0,12744000000,398000000.0,-22000000,-550000000.0,769000000,325000000,903000000.0,,-7000000.0,520000000,6920000000.0,-1000000.0,-121000000,97000000.0,,3258000000,5192000000,2792000000,808000000,,-468000000,-256000000,,,,,,
2017-12-31,5382000000.0,129000000.0,23494000000.0,26471000000,1457000000.0,2082000000,1477000000.0,98000000.0,279000000.0,-24000000.0,83000000.0,,8100000000.0,,576000000,15042000000.0,595000000,-37000000.0,31000000.0,708000000.0,868000000,-234000000,576000000,-236000000,368000000,874000000.0,93000000.0,972000000.0,1644000000.0,-41000000.0,12896000000.0,515000000,6773000000.0,,596000000.0,,126000000.0,,74000000.0,-3673000000.0,-192000000.0,9549000000.0,892000000,862000000,307000000.0,6000000.0,417000000,7000000.0,937000000.0,13077000000,369000000.0,-266000000,-1012000000.0,813000000,328000000,921000000.0,,172000000.0,445000000,7201000000.0,-1000000.0,-317000000,-60000000.0,4308000000.0,2977000000,4796000000,2944000000,755000000,-3387000000.0,-545000000,-240000000,,,,,,
2018-03-31,5343000000.0,1941000000.0,10480000000.0,26958000000,839000000.0,867000000,704000000.0,53000000.0,603000000.0,,194000000.0,-0.528693,8218000000.0,645302407.0,-339000000,5061000000.0,172000000,4000000.0,,1334000000.0,844000000,-314000000,-340000000,-237000000,157000000,502000000.0,79000000.0,555000000.0,1760000000.0,,13574000000.0,240000000,4227000000.0,645969597.0,328000000.0,,-74000000.0,-0.528693,91000000.0,-3502000000.0,0.0,0.0,868000000,512000000,165000000.0,-172000000.0,241000000,,695000000.0,12868000000,82000000.0,27000000,0.0,433000000,197000000,528000000.0,,16000000.0,271000000,6829000000.0,-27000000.0,5000000,-172000000.0,,16478000000,5356000000,1379000000,419000000,,-119000000,-179000000,,,,,,
2018-06-30,4936000000.0,2763000000.0,10367000000.0,26975000000,856000000.0,964000000,1037000000.0,48000000.0,211000000.0,400000000.0,40000000.0,0.96927,7636000000.0,644313178.0,625000000,4984000000.0,142000000,,,1285000000.0,1231000000,-225000000,625000000,-239000000,157000000,879000000.0,81000000.0,927000000.0,2595000000.0,1000000.0,14812000000.0,803000000,4208000000.0,644695608.0,586000000.0,,,0.96927,,-3864000000.0,-359000000.0,9132000000.0,844000000,347000000,,,143000000,18000000.0,781000000.0,11643000000,,-3000000,-870000000.0,361000000,137000000,502000000.0,,11000000.0,204000000,6375000000.0,-1000000.0,-30000000,72000000.0,,16608000000,7176000000,1311000000,803000000,,-154000000,-131000000,,,,,,
2018-09-30,4955000000.0,2780000000.0,10305000000.0,26749000000,871000000.0,879000000,842000000.0,42000000.0,234000000.0,-256000000.0,193000000.0,0.407534,7493000000.0,636630755.0,261000000,5009000000.0,-58000000,-6000000.0,,1424000000.0,966000000,-245000000,260000000,-233000000,146000000,507000000.0,85000000.0,549000000.0,2127000000.0,9000000.0,14199000000.0,740000000,4166000000.0,636630755.0,332000000.0,,,0.407534,3000000.0,-3906000000.0,-129000000.0,9311000000.0,1231000000,413000000,140000000.0,133000000.0,256000000,1000000.0,718000000.0,12023000000,111000000.0,128000000,-500000000.0,300000000,69000000,459000000.0,,13000000.0,157000000,6618000000.0,-32000000.0,82000000,37000000.0,,16444000000,6706000000,1292000000,850000000,,-836000000,-110000000,,,,,,
2018-12-31,3213000000.0,95000000.0,12518000000.0,17047000000,1313000000.0,1230000000,854000000.0,76000000.0,79000000.0,1736000000.0,2260000000.0,,5359000000.0,,3402000000,5076000000.0,-76000000,7000000.0,33000000.0,799000000.0,2703000000,15513000000,3402000000,-194000000,159000000,2706000000.0,50000000.0,2782000000.0,3000000.0,-11000000.0,7821000000.0,-166000000,4232000000.0,,446000000.0,,149000000.0,,-401000000.0,-877000000.0,-9474000000.0,5348000000.0,966000000,289000000,326000000.0,279000000.0,143000000,-1000000.0,795000000.0,9226000000,115000000.0,-11000000,-2349000000.0,305000000,130000000,473000000.0,,276000000.0,146000000,4755000000.0,-418000000.0,-224000000,-71000000.0,1826000000.0,4529000000,2462000000,1519000000,-10000000,-1353000000.0,-13767000000,-156000000,,,,,,
2019-03-31,3223000000.0,316000000.0,12463000000.0,16459000000,1137000000.0,1000000000,616000000.0,48000000.0,487000000.0,-447000000.0,2183000000.0,0.23,5313000000.0,501888688.0,116000000,5091000000.0,126000000,-12000000.0,,711000000.0,2258000000,-48000000,115000000,-175000000,166000000,2258000000.0,51000000.0,2306000000.0,,35000000.0,7491000000.0,-168000000,4182000000.0,503649290.0,364000000.0,,,0.23,,-872000000.0,-190000000.0,0.0,2703000000,487000000,329000000.0,,212000000,3000000.0,747000000.0,8968000000,90000000.0,5000000,-11000000.0,445000000,228000000,460000000.0,,-186000000.0,275000000,4473000000.0,-4000000.0,-64000000,-168000000.0,,3996000000,2178000000,1487000000,-58000000,,-341000000,-110000000,,,,,,
2019-06-30,3233000000.0,211000000.0,12592000000.0,16453000000,1178000000.0,971000000,570000000.0,48000000.0,500000000.0,-150000000.0,2332000000.0,0.38,5355000000.0,501231212.0,189000000,5078000000.0,216000000,-2000000.0,,712000000.0,2108000000,-105000000,188000000,-176000000,167000000,2108000000.0,52000000.0,2156000000.0,,2000000.0,7355000000.0,11000000,4153000000.0,503040736.0,375000000.0,,,0.37,,-860000000.0,0.0,5381000000.0,2258000000,452000000,191000000.0,,3000000,1000000.0,845000000.0,9098000000,97000000.0,50000000,-12000000.0,611000000,392000000,470000000.0,,-4000000.0,449000000,4577000000.0,-1000000.0,-9000000,-94000000.0,,3861000000,2000000000,1423000000,141000000,,-186000000,-130000000,,,,,,
2019-09-30,3229000000.0,104000000.0,13116000000.0,15984000000,1112000000.0,1059000000,,55000000.0,293000000.0,-957000000.0,1985000000.0,-0.09,5425000000.0,501240480.0,-44000000,5664000000.0,-72000000,,,643000000.0,1147000000,-937000000,-44000000,-175000000,183000000,1147000000.0,,1202000000.0,,1000000.0,7395000000.0,137000000,4368000000.0,501240480.0,542000000.0,,,-0.09,,-984000000.0,-98000000.0,5396000000.0,2108000000,354000000,,,92000000,1000000.0,818000000.0,8589000000,,-13000000,-12000000.0,445000000,219000000,527000000.0,,233000000.0,262000000,4177000000.0,-816000000.0,-65000000,20000000.0,,2868000000,1970000000,1413000000,264000000,,-284000000,-127000000,,,,,,
