date,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings
2004-01-31,5841000.0,266000.0,,-1744000.0,20155000,,46219000.0,-17206000.0,12460000.0,375983000.0,-10036000.0,2750000.0,,396551000.0,-5854000.0,,138596000.0,128125000.0,545345000,1076713000.0,7695000,-2443000.0,0.0,5247000.0,147490000.0,28701000.0,449292000.0,5427000.0,247858000.0,,96053000.0,,5841000,5841000.0,440358000.0,75898000.0,0.12,0.0,48675000.0,,-400003000.0,46219000.0,676710000.0,394000.0,95121000.0,72976000.0,46219000.0,-1135000.0,88358000.0,25889000.0,,2989000.0,0.0,1035000.0,-5989000.0,1617000.0,11656000.0,4706000.0,-17510000.0,,816341000.0,-11539000.0,0.12,0.0,,48675000.0,,677745000.0,,43807000.0,73535000.0,57758000.0,,,,,
2004-04-30,1028000.0,266000.0,,-1750000.0,17273000,,45887000.0,-13311000.0,12564000.0,394792000.0,6716000.0,4038000.0,,395639000.0,10908000.0,,146807000.0,145840000.0,602516000,1096594000.0,4709000,-4919000.0,0.0,5635000.0,144158000.0,34107000.0,504713000.0,5751000.0,248952000.0,,97803000.0,,1028000,1028000.0,439794000.0,80530000.0,,0.0,,,-409969000.0,45887000.0,686625000.0,309000.0,99159000.0,77895000.0,45887000.0,573000.0,93094000.0,28345000.0,,3108000.0,0.0,1154000.0,-12162000.0,348000.0,25141000.0,1601000.0,-14233000.0,,834586000.0,-332000.0,,0.0,,,,687779000.0,,44155000.0,83388000.0,46219000.0,,,,,
2004-07-31,15939000.0,87000.0,,-3753000.0,40218000,,59508000.0,-16387000.0,12669000.0,394880000.0,14191000.0,3000000.0,,407825000.0,29798000.0,,156309000.0,159288000.0,734187000,1110763000.0,27549000,-260000.0,0.0,5741000.0,127692000.0,36439000.0,610652000.0,6186000.0,235592000.0,,123535000.0,,15939000,15939000.0,452323000.0,83317000.0,0.32,0.0,49809375.0,,-421042000.0,59508000.0,689721000.0,328000.0,102159000.0,78155000.0,59508000.0,8811000.0,95986000.0,31721000.0,,2799000.0,0.0,1173000.0,-16500000.0,343000.0,46508000.0,24750000.0,-16710000.0,,847203000.0,13621000.0,0.32,0.0,,49809375.0,,690894000.0,,44498000.0,91128000.0,45887000.0,,,,,
2004-10-31,11006000.0,83000.0,,-2004000.0,32560000,,59476000.0,-23615000.0,12897000.0,408469000.0,-884000.0,3000000.0,,416827000.0,3271000.0,,166310000.0,169119000.0,717329000,1135789000.0,19663000,-210000.0,0.0,5846000.0,127473000.0,38685000.0,600664000.0,7722000.0,239350000.0,,116665000.0,,11006000,11006000.0,462010000.0,84105000.0,0.22,0.0,50027273.0,,-432815000.0,59476000.0,702974000.0,302000.0,106031000.0,78365000.0,59476000.0,6085000.0,97002000.0,33275000.0,,2572000.0,0.0,1195000.0,-3680000.0,685000.0,27263000.0,17091000.0,-23992000.0,,870479000.0,-32000.0,0.22,0.0,,50027273.0,,704169000.0,,45183000.0,97159000.0,59508000.0,,,,,
2005-01-31,2466000.0,-384000.0,,-2008000.0,19933000,,29235000.0,-26549000.0,13269000.0,387789000.0,-22226000.0,-829000.0,,417285000.0,-27596000.0,,137434000.0,150256000.0,662793000,1155603000.0,6664000,-4946000.0,0.0,5950000.0,127253000.0,38566000.0,553196000.0,6127000.0,237533000.0,,109597000.0,,2466000,2466000.0,463576000.0,89664000.0,0.05,0.0,49320000.0,,-443355000.0,29235000.0,712248000.0,232000.0,104330000.0,83311000.0,29235000.0,1386000.0,102933000.0,34869000.0,,2812000.0,0.0,1683000.0,-3495000.0,640000.0,-197000.0,3852000.0,-27399000.0,,851365000.0,-30241000.0,0.05,0.0,,49320000.0,,713931000.0,,46291000.0,76821000.0,59476000.0,,,,,
2005-04-30,7342000.0,-3293000.0,,-2006000.0,36957000,,49051000.0,-25592000.0,14347000.0,401772000.0,41924000.0,-2291000.0,,422621000.0,31264000.0,,142430000.0,170127000.0,695554000,1170109000.0,22610000,7919000.0,0.0,6542000.0,123064000.0,41851000.0,588068000.0,7481000.0,231645000.0,,107486000.0,,13121000,7342000.0,469137000.0,71588000.0,,0.0,,,-447197000.0,49051000.0,722912000.0,203000.0,102039000.0,75392000.0,49051000.0,6933000.0,84876000.0,27636000.0,,2556000.0,0.0,5567000.0,-13202000.0,225000.0,58610000.0,20054000.0,-27346000.0,,870909000.0,19816000.0,,0.0,,,,728479000.0,,46516000.0,100640000.0,29235000.0,,,,,
2005-07-31,20892000.0,-1010000.0,,-2263000.0,50359000,,71520000.0,-23426000.0,13819000.0,415795000.0,27078000.0,-1632000.0,,441250000.0,33334000.0,,163786000.0,197448000.0,860758000,1181099000.0,36540000,-4027000.0,0.0,6764000.0,111176000.0,45023000.0,720727000.0,8241000.0,218347000.0,,140031000.0,,22115000,20892000.0,488692000.0,89740000.0,0.42,0.0,49742857.0,,-447197000.0,71520000.0,733902000.0,185000.0,100407000.0,79419000.0,71520000.0,12368000.0,103491000.0,28992000.0,,2242000.0,0.0,6799000.0,-14669000.0,926000.0,60564000.0,34483000.0,-27230000.0,,904487000.0,22469000.0,0.41,8385000.0,,50956098.0,,740701000.0,,47442000.0,115048000.0,49051000.0,,,,,
2005-10-31,22193000.0,-332000.0,,-2264000.0,51314000,,54643000.0,-28954000.0,14661000.0,398453000.0,-23564000.0,873000.0,,461179000.0,-18266000.0,,152379000.0,179361000.0,967829000,1214058000.0,36653000,-3277000.0,0.0,6889000.0,110923000.0,51083000.0,823307000.0,8896000.0,219092000.0,,144522000.0,,22362000,22193000.0,509292000.0,93240000.0,0.44,0.0,50298912.0,,-465948000.0,54643000.0,748110000.0,175000.0,101280000.0,82696000.0,54643000.0,12292000.0,107869000.0,28999000.0,,1999000.0,0.0,7256000.0,-1839000.0,671000.0,13916000.0,34654000.0,-32182000.0,,907745000.0,-16877000.0,0.44,4117000.0,,50493881.0,,755366000.0,,48113000.0,95162000.0,71520000.0,,,,,
2006-01-31,6953000.0,888000.0,,-2266000.0,26357000,,23951000.0,-28550000.0,14036000.0,418529000.0,-22985000.0,-1252000.0,,465865000.0,-26544000.0,,139605000.0,200635000.0,802952000,1256948000.0,12221000,-8625000.0,0.0,7146000.0,110720000.0,51230000.0,685175000.0,6881000.0,217894000.0,,117777000.0,,7013000,6953000.0,514862000.0,91420000.0,0.14,-3707000.0,50339329.0,,-479289000.0,23951000.0,777659000.0,164000.0,100028000.0,91321000.0,23951000.0,3121000.0,105556000.0,55846000.0,,2087000.0,0.0,16127000.0,-732000.0,378000.0,-1410000.0,10134000.0,-25134000.0,,933391000.0,-30692000.0,0.14,0.0,,50546492.0,,793786000.0,,48997000.0,93559000.0,54643000.0,,,,,
2006-04-30,10430000.0,,,-2267000.0,37952000,,75369000.0,-14140000.0,16540000.0,464349000.0,46729000.0,-99000.0,,474029000.0,59890000.0,,191406000.0,243696000.0,883420000,1265113000.0,21412000,-4934000.0,0.0,14212000.0,106512000.0,45947000.0,758296000.0,9672000.0,220653000.0,,125124000.0,14414000.0,11449000,10430000.0,523190000.0,89043000.0,,0.0,,,-490288000.0,75369000.0,774825000.0,0.0,99929000.0,96255000.0,75369000.0,7395000.0,103712000.0,51628000.0,,2568000.0,0.0,6894000.0,-9699000.0,164000.0,75257000.0,18844000.0,-15367000.0,,987539000.0,51418000.0,,0.0,,,,796133000.0,,0.0,146121000.0,23951000.0,,,,,
2006-07-31,17023000.0,125000.0,,-2520000.0,45426000,,60003000.0,-22939000.0,15921000.0,449125000.0,-16863000.0,-694000.0,,488410000.0,-7643000.0,,183275000.0,239581000.0,1100544000,1284897000.0,29505000,-10524000.0,0.0,15692000.0,94617000.0,45357000.0,954703000.0,10045000.0,209544000.0,,145841000.0,14414000.0,16962000,17023000.0,538671000.0,100811000.0,0.34,0.0,50392662.0,,-502947000.0,60003000.0,781950000.0,0.0,99235000.0,106779000.0,60003000.0,10148000.0,116336000.0,57411000.0,,2395000.0,0.0,8157000.0,-8105000.0,527000.0,15678000.0,27110000.0,-23321000.0,,987796000.0,-15366000.0,0.33,7270000.0,,50660147.0,,804521000.0,,0.0,129543000.0,75369000.0,,,,,
2006-10-31,17172000.0,249000.0,,-2523000.0,44927000,,32279000.0,-90502000.0,15621000.0,484571000.0,-18085000.0,1055000.0,,503058000.0,-9070000.0,,153833000.0,215259000.0,1010052000,1349441000.0,29306000,8839000.0,0.0,16215000.0,152807000.0,46754000.0,864345000.0,8636000.0,269312000.0,,145707000.0,43394000.0,17074000,17172000.0,554024000.0,100863000.0,0.34,-66729000.0,50429362.0,,-516388000.0,32279000.0,833053000.0,0.0,100290000.0,100950000.0,32279000.0,9545000.0,116401000.0,56120000.0,,2687000.0,0.0,8315000.0,46342000.0,551000.0,16436000.0,26619000.0,-25506000.0,,1038595000.0,-27724000.0,0.34,0.0,,50682440.0,,884762000.0,,0.0,112385000.0,60003000.0,,,,,
2007-01-31,11244000.0,81000.0,,-2527000.0,36288000,,32835000.0,-18580000.0,16197000.0,479651000.0,-7606000.0,1159000.0,,511776000.0,2168000.0,,153287000.0,206716000.0,922961000,1365708000.0,20084000,4333000.0,0.0,16479000.0,155007000.0,48003000.0,783022000.0,7697000.0,272935000.0,,139939000.0,45538000.0,11206000,11244000.0,563823000.0,103651000.0,0.22,0.0,50486845.0,,-529574000.0,32835000.0,836134000.0,0.0,101449000.0,96617000.0,32835000.0,6000000.0,119855000.0,56245000.0,,2878000.0,0.0,8515000.0,-2409000.0,769000.0,21545000.0,17206000.0,-19377000.0,,1043474000.0,556000.0,0.22,0.0,,50721065.0,,890187000.0,,0.0,102468000.0,32279000.0,,,,,
2007-04-30,16574000.0,71000.0,,-2528000.0,46672000,,107067000.0,-18434000.0,16638000.0,557007000.0,23189000.0,-1926000.0,,518717000.0,38965000.0,,240825000.0,234267000.0,990838000,1371429000.0,30034000,-13085000.0,0.0,17512000.0,199504000.0,52326000.0,839041000.0,13432000.0,322740000.0,,151797000.0,46588000.0,18299000,16574000.0,572264000.0,105134000.0,,0.0,,,-538121000.0,107067000.0,833308000.0,0.0,105724000.0,109702000.0,107067000.0,8511000.0,121763000.0,47566000.0,,3224000.0,0.0,8550000.0,34201000.0,1094000.0,58465000.0,26810000.0,-19500000.0,,1129271000.0,74232000.0,,0.0,,,,888446000.0,,0.0,134375000.0,32835000.0,,,,,
2007-07-31,30126000.0,281000.0,,-3292000.0,66882000,,131913000.0,-22735000.0,16443000.0,566893000.0,16169000.0,-1707000.0,,544554000.0,38707000.0,,272308000.0,252854000.0,1279342000,1390690000.0,50439000,-6695000.0,0.0,22582000.0,187440000.0,60224000.0,1090993000.0,15289000.0,314039000.0,,188349000.0,46758000.0,29951000,30126000.0,599375000.0,121714000.0,0.59,0.0,50628712.0,,-552088000.0,131913000.0,838602000.0,0.0,104017000.0,116397000.0,131913000.0,18143000.0,137910000.0,47573000.0,,2345000.0,0.0,8600000.0,-14612000.0,737000.0,62193000.0,48094000.0,-23486000.0,,1166268000.0,24846000.0,0.59,11966000.0,,50845855.0,,893960000.0,,0.0,133091000.0,107067000.0,,,,,
2007-10-31,27676000.0,278000.0,,-3294000.0,63720000,,145969000.0,-24091000.0,17416000.0,559142000.0,-3570000.0,-708000.0,,568936000.0,17282000.0,,282798000.0,245538000.0,1189338000,1410654000.0,46289000,2311000.0,0.0,23224000.0,187071000.0,59327000.0,1010213000.0,13884000.0,313604000.0,,179125000.0,47233000.0,27692000,27676000.0,624642000.0,115405000.0,0.55,0.0,50671795.0,,-566010000.0,145969000.0,844644000.0,0.0,103309000.0,114086000.0,145969000.0,16247000.0,132836000.0,47226000.0,,2350000.0,0.0,9109000.0,-3578000.0,432000.0,41725000.0,43939000.0,-24443000.0,,1183784000.0,14056000.0,0.54,4095000.0,,50894149.0,,900986000.0,,0.0,134890000.0,131913000.0,,,,,
2008-01-31,13033000.0,458000.0,,-3297000.0,39488000,,133076000.0,-20883000.0,17009000.0,545812000.0,-15428000.0,2416000.0,,578674000.0,-3668000.0,,278013000.0,229010000.0,1154105000,1413379000.0,22470000,-2439000.0,0.0,24374000.0,186703000.0,61408000.0,994091000.0,14673000.0,316802000.0,,160014000.0,47233000.0,12898000,13033000.0,635411000.0,120526000.0,0.26,0.0,50700095.0,,-566010000.0,133076000.0,847369000.0,0.0,105725000.0,116525000.0,133076000.0,7255000.0,137544000.0,39664000.0,,2317000.0,0.0,8608000.0,-10826000.0,401000.0,18816000.0,20153000.0,-22484000.0,,1181223000.0,-12893000.0,0.26,0.0,,50921448.0,,903210000.0,,0.0,127938000.0,145969000.0,,,,,
2008-04-30,14632000.0,415000.0,,-3297000.0,41659000,,154523000.0,-18383000.0,17010000.0,571728000.0,21827000.0,234000.0,,589782000.0,34352000.0,,313256000.0,259099000.0,1204302000,1444054000.0,24649000,-7978000.0,0.0,25227000.0,181443000.0,61373000.0,1045781000.0,16662000.0,312629000.0,,158521000.0,48308000.0,14463000,14632000.0,647472000.0,116910000.0,,0.0,,,-595316000.0,154523000.0,848738000.0,0.0,105959000.0,124503000.0,154523000.0,7406000.0,133872000.0,34383000.0,,2780000.0,0.0,8898000.0,-13424000.0,534000.0,53254000.0,21869000.0,-18902000.0,,1219200000.0,21447000.0,,0.0,,,,905944000.0,,0.0,163343000.0,133076000.0,,,,,
2008-07-31,28805000.0,503000.0,,,66444000,,171470000.0,-28165000.0,17330000.0,583605000.0,7499000.0,3045000.0,,614759000.0,31497000.0,,341669000.0,279023000.0,1565724000,1466705000.0,48982000,-14803000.0,0.0,26340000.0,169629000.0,64038000.0,1366701000.0,20938000.0,304582000.0,,199023000.0,49208000.0,28795000,28805000.0,673337000.0,132579000.0,0.57,0.0,50753995.0,,-609957000.0,171470000.0,856748000.0,0.0,108613000.0,139306000.0,171470000.0,17624000.0,150041000.0,34932000.0,,2563000.0,0.0,9317000.0,-15553000.0,319000.0,60665000.0,46419000.0,-29168000.0,,1256942000.0,16947000.0,0.57,4255000.0,,50868897.0,-3808000.0,915273000.0,,0.0,175798000.0,154523000.0,,,,,
2008-10-31,27329000.0,-59000.0,,,63692000,,137835000.0,-37908000.0,17405000.0,516122000.0,-33957000.0,1144000.0,,638276000.0,-29293000.0,,276919000.0,210388000.0,1389232000,1501649000.0,46286000,30853000.0,0.0,26298000.0,169288000.0,59024000.0,1198285000.0,16871000.0,305734000.0,,190947000.0,50408000.0,27352000,27329000.0,698025000.0,127255000.0,0.54,0.0,50784545.0,,-623567000.0,137835000.0,878082000.0,0.0,110148000.0,108453000.0,137835000.0,16520000.0,144661000.0,33440000.0,,2414000.0,-7311000.0,8738000.0,-5407000.0,680000.0,9680000.0,43872000.0,-38973000.0,,1214147000.0,-33635000.0,0.54,0.0,,50963211.0,,937228000.0,,0.0,117924000.0,171470000.0,,,,,
2009-01-31,14021000.0,-462000.0,,-3812000.0,42233000,,127459000.0,-38920000.0,17149000.0,501275000.0,-3028000.0,3773000.0,,648485000.0,-6753000.0,,251439000.0,192348000.0,848832000,1537156000.0,25084000,9423000.0,0.0,16553000.0,169101000.0,62041000.0,687714000.0,8651000.0,308927000.0,,161118000.0,50956000.0,14035000,14021000.0,708741000.0,118886000.0,0.28,0.0,50809645.0,,-638177000.0,127459000.0,898979000.0,0.0,113203000.0,99030000.0,127459000.0,8292000.0,136034000.0,33306000.0,,2757000.0,153000.0,8642000.0,-3920000.0,,32464000.0,22327000.0,-39217000.0,,1210016000.0,-10376000.0,0.28,0.0,,50957853.0,,958577000.0,,0.0,97001000.0,137835000.0,,,,,
2009-04-30,15555000.0,2000.0,,-3815000.0,46831000,264000.0,145695000.0,-39214000.0,17330000.0,541665000.0,22350000.0,8118000.0,,660226000.0,27009000.0,,284727000.0,221243000.0,883015000,1570786000.0,29462000,-7498000.0,0.0,15914000.0,167887000.0,77365000.0,710859000.0,7888000.0,320422000.0,18435000.0,172156000.0,50976000.0,15573000,15555000.0,721030000.0,125325000.0,,0.0,,-6078000.0,-652376000.0,145695000.0,918410000.0,0.0,125536000.0,106528000.0,145695000.0,10997000.0,142694000.0,28442000.0,,2892000.0,51000.0,8582000.0,-9608000.0,,67058000.0,26570000.0,-40049000.0,,1262695000.0,18236000.0,,0.0,,,,977968000.0,,0.0,115436000.0,127459000.0,,,,,
2009-07-31,44193000.0,426000.0,,-4325000.0,87767000,504000.0,170780000.0,-31215000.0,18189000.0,536614000.0,3995000.0,7644000.0,,700094000.0,43684000.0,7889000.0,306772000.0,224228000.0,1187940000,1598599000.0,69816000,-9131000.0,0.0,14649000.0,156248000.0,64937000.0,967815000.0,9732000.0,312386000.0,10318000.0,220125000.0,50976000.0,44193000,44193000.0,762005000.0,132358000.0,0.87,0.0,50863579.0,-14433000.0,-666922000.0,170780000.0,931677000.0,0.0,129792000.0,115659000.0,170780000.0,22919000.0,150309000.0,25648000.0,,2704000.0,78000.0,9194000.0,-18155000.0,,74455000.0,67112000.0,-30771000.0,-615000.0,1298619000.0,25085000.0,0.87,0.0,,50996302.0,,991847000.0,,0.0,125754000.0,145695000.0,,,,,
2009-10-31,33592000.0,385000.0,,-4327000.0,75351000,576000.0,177951000.0,-43382000.0,18491000.0,549776000.0,-4982000.0,6281000.0,,729359000.0,14322000.0,,323890000.0,228806000.0,1154964000,1631903000.0,56824000,-1959000.0,0.0,15151000.0,157858000.0,61278000.0,948600000.0,12111000.0,320970000.0,15863000.0,206364000.0,51576000.0,33592000,33592000.0,792572000.0,131013000.0,0.66,0.0,50899179.0,-361000.0,-674473000.0,177951000.0,957430000.0,2707000.0,136092000.0,117618000.0,177951000.0,20525000.0,149540000.0,25911000.0,,2707000.0,191000.0,9452000.0,-3961000.0,,54514000.0,54117000.0,-40192000.0,-3659000.0,1342348000.0,7171000.0,0.66,0.0,,51054286.0,,1018458000.0,,0.0,141617000.0,170780000.0,,,,,
2010-01-31,17242000.0,451000.0,,-4328000.0,48717000,456000.0,152891000.0,-54124000.0,18359000.0,545870000.0,-4206000.0,3382000.0,,742273000.0,4586000.0,,298795000.0,222318000.0,1114377000,1678419000.0,30349000,6384000.0,0.0,15741000.0,156077000.0,64567000.0,937777000.0,11661000.0,323552000.0,-9792000.0,176600000.0,55922000.0,17242000,17242000.0,805970000.0,127883000.0,0.34,0.0,50914462.0,-1765000.0,-690841000.0,152891000.0,987578000.0,2748000.0,139601000.0,112672000.0,152891000.0,10359000.0,146251000.0,25926000.0,,2748000.0,5000.0,9545000.0,-6065000.0,,35129000.0,27601000.0,-30543000.0,-24013000.0,1351840000.0,-25060000.0,0.34,0.0,,51099486.0,,1053045000.0,,0.0,131825000.0,177951000.0,,,,,
2010-04-30,21935000.0,404000.0,,-4328000.0,54236000,495000.0,151676000.0,-44431000.0,18710000.0,564456000.0,7853000.0,864000.0,,759880000.0,22243000.0,,310263000.0,240886000.0,1179806000,1717905000.0,35526000,-11180000.0,0.0,14799000.0,154754000.0,70975000.0,990543000.0,12111000.0,323570000.0,13509000.0,189263000.0,57547000.0,21935000,21935000.0,824319000.0,135037000.0,,0.0,,-2672000.0,-706994000.0,151676000.0,1010911000.0,0.0,141229000.0,124951000.0,151676000.0,10817000.0,153737000.0,24577000.0,,2774000.0,91000.0,10054000.0,-6754000.0,,49970000.0,32752000.0,-27727000.0,-17401000.0,1388775000.0,-1215000.0,,0.0,,,,1078512000.0,,0.0,145334000.0,152891000.0,,,,,
2010-07-31,37286000.0,656000.0,,-5097000.0,81585000,810000.0,198099000.0,-39360000.0,19855000.0,587991000.0,46844000.0,-1056000.0,,792069000.0,64345000.0,11460000.0,347036000.0,308761000.0,1362027000,1756613000.0,62022000,1699000.0,0.0,15467000.0,109853000.0,77717000.0,1128056000.0,13033000.0,279230000.0,18731000.0,233971000.0,57627000.0,37286000,37286000.0,858460000.0,152386000.0,0.73,0.0,50946829.0,-13959000.0,-726096000.0,198099000.0,1030517000.0,0.0,140953000.0,123274000.0,198099000.0,22209000.0,171949000.0,55519000.0,,2527000.0,154000.0,11271000.0,-17914000.0,,103697000.0,59495000.0,-39352000.0,-295000.0,1446451000.0,46423000.0,0.73,0.0,,51229116.0,,1099415000.0,,0.0,164065000.0,151676000.0,,,,,
2010-10-31,21692000.0,-89000.0,,-5121000.0,74114000,247000.0,188267000.0,-75102000.0,20024000.0,1126782000.0,-7757000.0,16707000.0,,374505000.0,13390000.0,,349085000.0,259987000.0,1349519000,1818924000.0,54073000,1666000.0,0.0,15887000.0,679159000.0,80481000.0,1122142000.0,15329000.0,866795000.0,10167000.0,227377000.0,68260000.0,21692000,21692000.0,376721000.0,153263000.0,0.51,0.0,42283525.0,-61977000.0,-743560000.0,188267000.0,1075364000.0,11350000.0,158440000.0,122348000.0,188267000.0,12836000.0,173304000.0,5274000.0,,8195000.0,336000.0,10794000.0,3344000.0,,61926000.0,34528000.0,-48536000.0,-27059000.0,1503503000.0,-9832000.0,0.51,0.0,,42571203.0,,1154418000.0,,0.0,174232000.0,198099000.0,,,,,
2011-01-31,12875000.0,144000.0,,-5123000.0,51098000,248000.0,64446000.0,-140686000.0,20842000.0,1149086000.0,-41270000.0,24070000.0,,382256000.0,-50676000.0,,264511000.0,257564000.0,1374199000,1932007000.0,30256000,-6761000.0,0.0,16508000.0,678864000.0,87993000.0,1171668000.0,16203000.0,891522000.0,-14980000.0,202531000.0,86422000.0,12875000,12875000.0,385169000.0,151506000.0,0.34,0.0,37938394.0,-4250000.0,-760421000.0,64446000.0,1171586000.0,0.0,182595000.0,134721000.0,64446000.0,8473000.0,172275000.0,10319000.0,,8908000.0,104000.0,11736000.0,76000.0,,16789000.0,21348000.0,-67465000.0,-73686000.0,1534255000.0,-123821000.0,0.34,0.0,,38243450.0,0.0,1269744000.0,,0.0,159252000.0,188267000.0,,,,,
2011-04-30,22770000.0,707000.0,,-5126000.0,67355000,761000.0,59572000.0,-70365000.0,22622000.0,1207059000.0,12153000.0,21140000.0,,399900000.0,19811000.0,,293887000.0,294500000.0,1549495000,1994647000.0,44733000,-23131000.0,0.0,16943000.0,678680000.0,46761000.0,1332307000.0,20154000.0,912559000.0,56423000.0,217188000.0,88042000.0,22770000,22770000.0,403896000.0,150473000.0,,0.0,,-336000.0,-777342000.0,59572000.0,1217305000.0,0.0,203078000.0,159200000.0,59572000.0,13096000.0,172455000.0,1767000.0,,8867000.0,54000.0,11721000.0,-13540000.0,,79031000.0,35866000.0,-59220000.0,-12527000.0,1610955000.0,-4874000.0,,0.0,,,0.0,1317068000.0,,0.0,215675000.0,64446000.0,,,,,
2011-07-31,39391000.0,39391000.0,,-5707000.0,95366000,477000.0,139017000.0,-78307000.0,23280000.0,1269414000.0,89959000.0,9634000.0,,433585000.0,115345000.0,5194000.0,338930000.0,344464000.0,1873832000,2052017000.0,72471000,-2243000.0,0.0,18938000.0,678653000.0,92460000.0,1607050000.0,22337000.0,924950000.0,30133000.0,266782000.0,104206000.0,39391000,39391000.0,439642000.0,171416000.0,1.04,0.0,38024376.0,-384000.0,-797914000.0,139017000.0,1254103000.0,0.0,213502000.0,163942000.0,139017000.0,24146000.0,194311000.0,1002000.0,,8934000.0,268000.0,11817000.0,-5107000.0,,162859000.0,63537000.0,-47514000.0,-31115000.0,1709056000.0,79445000.0,1.03,0.0,,38332214.0,,1370126000.0,,0.0,245808000.0,59572000.0,,,,,
2011-10-31,37632000.0,920000.0,,-5709000.0,91086000,1044000.0,86200000.0,-73256000.0,23436000.0,1225332000.0,-52913000.0,16506000.0,,465508000.0,-40705000.0,1236000.0,279220000.0,288789000.0,1782518000,2120995000.0,67654000,4443000.0,0.0,19156000.0,673466000.0,78523000.0,1519600000.0,19752000.0,936543000.0,-42623000.0,262918000.0,104386000.0,37632000,37632000.0,473058000.0,171832000.0,0.99,0.0,38055909.0,-344000.0,-818012000.0,86200000.0,1302983000.0,0.0,230206000.0,159868000.0,86200000.0,21245000.0,195264000.0,5845000.0,,8777000.0,124000.0,11801000.0,-5604000.0,,26043000.0,58877000.0,-66748000.0,-6611000.0,1698390000.0,-52817000.0,0.98,0.0,,38398843.0,,1419170000.0,,0.0,203185000.0,139017000.0,,,,,
2012-01-31,16699000.0,964000.0,,-5712000.0,59519000,1136000.0,46338000.0,-69472000.0,24570000.0,1237984000.0,-26015000.0,18757000.0,,476494000.0,-35013000.0,,259715000.0,281503000.0,1578950000,2186083000.0,34903000,-2074000.0,0.0,19520000.0,673113000.0,90586000.0,1350200000.0,17471000.0,956481000.0,-18001000.0,228750000.0,104386000.0,16699000,16699000.0,485638000.0,169231000.0,0.44,0.0,38071742.0,-1064000.0,-838547000.0,46338000.0,1347536000.0,0.0,249885000.0,161942000.0,46338000.0,9474000.0,193847000.0,5733000.0,,8730000.0,172000.0,11985000.0,-5718000.0,,35328000.0,26173000.0,-70341000.0,0.0,1723622000.0,-39862000.0,0.43,0.0,,38455136.0,0.0,1463907000.0,,0.0,185184000.0,86200000.0,,,,,
