date,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
2004-12-31,7377106000.0,232580000.0,192638000.0,249523000.0,,88318000.0,2762019000.0,7796953000.0,129304000.0,84489000,94676000.0,84489000.0,933551000.0,,3695570000.0,167215000.0,685000.0,-132605000.0,249617000.0,0.0,53245000.0,,601841000.0,4387188000.0,,,84389000.0,,825000.0,5361000.0,413596000.0,223980000.0,-7702000.0,-886000.0,,3409765000.0,,3433864000.0,,168975000.0,140349000.0,,167215000.0,167215000.0,14691000.0,-8334000.0,141618000.0,,606234000,-131719000.0,318920000,-89192000.0,-4089616000.0,137056000.0,7431017000.0,,,691618000.0,419847000.0,,220037000.0,-82632000.0,-1760000.0,189616000,50860000.0,-24389000.0,11299000.0,32620000.0,-1034000.0,3055545000.0,52567000.0,3341401000.0,,,,,
2005-03-31,7323918000.0,225693000.0,191993000.0,272444000.0,,181916000.0,2694203000.0,7702524000.0,132175000.0,79616000,94254000.0,79616000.0,968059000.0,137169000.0,3662262000.0,129331000.0,2848000.0,-77619000.0,144811000.0,,52625000.0,0.6,602205000.0,4273340000.0,,,79516000.0,,-1714000.0,6120000.0,403289000.0,226429000.0,-8074000.0,-2716000.0,,3429184000.0,132183000.0,3433864000.0,,167215000.0,139247000.0,,129331000.0,129331000.0,17462000.0,-13036000.0,141524000.0,,595282000,-74903000.0,309035000,-217084000.0,-4208514000.0,127083000.0,7496363000.0,,,611078000.0,378606000.0,0.59,256819000.0,-60075000.0,-37884000.0,176860000,52299000.0,-1336000.0,12033000.0,25536000.0,22141000.0,3127087000.0,47467000.0,3287849000.0,,,,,
2005-06-30,7358681000.0,228095000.0,194873000.0,261971000.0,,120083000.0,2709399000.0,7710038000.0,130452000.0,85118000,95206000.0,85118000.0,956234000.0,135345000.0,3665633000.0,100462000.0,1944000.0,-173063000.0,144135000.0,,49647000.0,0.65,594629000.0,4266931000.0,,,85018000.0,,2217000.0,6121000.0,411540000.0,225658000.0,-7882000.0,2100000.0,,3443107000.0,130299000.0,3444198000.0,,129331000.0,137882000.0,,100462000.0,100462000.0,16679000.0,-12304000.0,141382000.0,,606413000,-102011000.0,316334000,-77900000.0,-4313990000.0,138179000.0,7633844000.0,,,601298000.0,351357000.0,0.64,222094000.0,-470625000.0,-28869000.0,185882000,53810000.0,-432000.0,406588000.0,3874000.0,3806000.0,3204323000.0,53061000.0,3319854000.0,,,,,
2005-09-30,7314185000.0,239046000.0,222724000.0,309766000.0,,149412000.0,2500270000.0,7842536000.0,133526000.0,91411000,99593000.0,91411000.0,979264000.0,135916000.0,3479534000.0,268501000.0,-2944000.0,-101430000.0,334576000.0,,49904000.0,0.7,582447000.0,4287101000.0,,,91311000.0,,405000.0,5903000.0,434361000.0,233119000.0,-7953000.0,5886000.0,,3555435000.0,130150000.0,3432623000.0,,100462000.0,138827000.0,,268501000.0,268501000.0,14901000.0,-11476000.0,108391000.0,,657085000,-105044000.0,334768000,15013000.0,-4400303000.0,148394000.0,7699418000.0,,,807567000.0,528351000.0,0.68,254456000.0,0.0,168039000.0,201242000,54834000.0,25072000.0,27029000.0,-1754000.0,7471000.0,3287781000.0,56983000.0,3299115000.0,,,,,
2005-12-31,7339691000.0,236714000.0,212339000.0,316133000.0,,98456000.0,2376070000.0,7762707000.0,135781000.0,78334000,99936000.0,78334000.0,1023134000.0,,3399204000.0,158846000.0,1320000.0,-129280000.0,276736000.0,,49625000.0,,602556000.0,4145434000.0,,,78137000.0,,-8369000.0,6998000.0,408133000.0,235714000.0,-7953000.0,3663000.0,,3617273000.0,,3432649000.0,,268501000.0,138924000.0,,158846000.0,158846000.0,20458000.0,-9619000.0,104444000.0,,620472000,-132914000.0,308200000,-211745000.0,-4496891000.0,322747000.0,7801377000.0,,,746230000.0,423016000.0,,231370000.0,-21059000.0,-109655000.0,172419000,48917000.0,-4394000.0,2888000.0,-12860000.0,36112000.0,3358162000.0,45780000.0,3304486000.0,,,,,
2006-03-31,7271058000.0,213096000.0,222952000.0,256080000.0,3432649000.0,123942000.0,2353859000.0,7524141000.0,134565000.0,69425000,95940000.0,69425000.0,1049124000.0,127959000.0,3402983000.0,15320000.0,4597000.0,-65718000.0,571456000.0,-5222000.0,50086000.0,0.57,604367000.0,4381360000.0,,,69425000.0,,3730000.0,6827000.0,388697000.0,230505000.0,-7301000.0,-408000.0,,3142781000.0,122394000.0,,,158846000.0,123834000.0,,15320000.0,15320000.0,17840000.0,-10782000.0,99810000.0,,611649000,-60088000.0,292757000,-261838000.0,-4603609000.0,112703000.0,7837651000.0,,,978377000.0,253083000.0,0.55,184030000.0,-573888000.0,-143526000.0,158192000,51031000.0,2615000.0,32623000.0,-33216000.0,9522000.0,2934283000.0,43278000.0,3234042000.0,,,,,
2006-06-30,7193732000.0,214989000.0,216466000.0,269916000.0,3431136000.0,151920000.0,2239263000.0,7433984000.0,131820000.0,152368000,95596000.0,152368000.0,1073065000.0,121636000.0,3312328000.0,1769000.0,123459000.0,57429000.0,381455000.0,0.0,50639000.0,1.32,590589000.0,4132424000.0,,,152368000.0,,1067000.0,6389000.0,392665000.0,227416000.0,-7360000.0,121931000.0,,3301560000.0,115441000.0,,,15320000.0,123962000.0,,1769000.0,1769000.0,17105000.0,-9620000.0,153178000.0,,609131000,-70367000.0,297069000,-293267000.0,-4672522000.0,238069000.0,7844529000.0,,,820096000.0,240252000.0,1.26,222287000.0,0.0,-13551000.0,165249000,15547000.0,-111285000.0,8583000.0,35429000.0,12830000.0,3079291000.0,85701000.0,3172007000.0,,,,,
2006-09-30,7137080000.0,215114000.0,226831000.0,242723000.0,3431136000.0,133612000.0,2417807000.0,7405626000.0,129840000.0,76483000,94212000.0,76483000.0,1068570000.0,120448000.0,3486377000.0,32694000.0,2818000.0,-83148000.0,194117000.0,0.0,47857000.0,0.66,575904000.0,4100587000.0,,51220000.0,76483000.0,,3416000.0,6963000.0,393252000.0,224052000.0,-7315000.0,-569000.0,,3305039000.0,115221000.0,,,1769000.0,122861000.0,,32694000.0,32694000.0,13775000.0,-9353000.0,108230000.0,,620083000,-82579000.0,299040000,-102118000.0,-4736812000.0,124161000.0,7866852000.0,,,614210000.0,268546000.0,0.65,216191000.0,-95965000.0,30925000.0,169200000,17920000.0,126142000.0,24133000.0,-1702000.0,11361000.0,3120092000.0,47678000.0,3130040000.0,,,,,
2006-12-31,7150890000.0,227346000.0,222165000.0,235237000.0,3431136000.0,117174000.0,2412852000.0,7441007000.0,127281000.0,71751000,84524000.0,71751000.0,537352000.0,,3623265000.0,25668000.0,-9306000.0,-102294000.0,178012000.0,0.0,47375000.0,,610477000.0,4240830000.0,673061000.0,51614000.0,71371000.0,,4204000.0,6628000.0,384702000.0,211805000.0,-7227000.0,-1257000.0,,3190951000.0,,,,32694000.0,120704000.0,,25668000.0,25668000.0,30475000.0,-104942000.0,129350000.0,,606867000,-101037000.0,300178000,-122943000.0,-4784483000.0,116216000.0,7893760000.0,,,617565000.0,290117000.0,,218211000.0,-132335000.0,-7026000.0,172897000,23352000.0,-23543000.0,32464000.0,-7162000.0,15972000.0,3150933000.0,44465000.0,3109277000.0,,,,,
2007-03-31,7077248000.0,211534000.0,213531000.0,196616000.0,3431136000.0,209830000.0,2916511000.0,8090111000.0,127784000.0,77870000,91457000.0,77870000.0,1276274000.0,116308000.0,4192785000.0,763749000.0,5290000.0,-50515000.0,360749000.0,,46961000.0,0.7,611555000.0,4962881000.0,,,77870000.0,,4288000.0,6994000.0,387324000.0,219241000.0,-7309000.0,-1635000.0,,3127230000.0,111031000.0,,,25668000.0,117761000.0,,763749000.0,763749000.0,30586000.0,-102962000.0,126765000.0,,600855000,-48880000.0,295867000,529886000.0,-4885439000.0,126412000.0,7919996000.0,,,770096000.0,1012863000.0,0.68,258710000.0,-164009000.0,738081000.0,168083000,85966000.0,2604000.0,20031000.0,34523000.0,13371000.0,3061660000.0,48542000.0,3034557000.0,,,,,
2007-06-30,7979130000.0,214810000.0,226388000.0,223634000.0,3999526000.0,241339000.0,2735073000.0,8273536000.0,134311000.0,112265000,97456000.0,112265000.0,1441155000.0,113721000.0,4176228000.0,43525000.0,8080000.0,-362242000.0,511307000.0,,57667000.0,1.03,775054000.0,5136502000.0,,57413000.0,112265000.0,,3814000.0,6977000.0,463603000.0,231767000.0,-7171000.0,3158000.0,,3137034000.0,108405000.0,,,763749000.0,115640000.0,,43525000.0,43525000.0,29094000.0,-91911000.0,135185000.0,,689991000,-57976000.0,366147000,-657297000.0,-5355716000.0,182249000.0,8560266000.0,,,960274000.0,294406000.0,1.0,299315000.0,-138024000.0,-720224000.0,231836000,32735000.0,5731000.0,22261000.0,28298000.0,16634000.0,3031639000.0,69984000.0,3204550000.0,,,,,
2007-09-30,7904770000.0,233960000.0,246430000.0,240016000.0,3997028000.0,153963000.0,2747576000.0,8232650000.0,136606000.0,113202000,101612000.0,113202000.0,1440737000.0,112229000.0,4188313000.0,58714000.0,14761000.0,-69675000.0,254895000.0,,55176000.0,1.04,762923000.0,4868229000.0,,57569000.0,113202000.0,,735000.0,7687000.0,462403000.0,238218000.0,-7361000.0,-1120000.0,,3364421000.0,108996000.0,,,43525000.0,118533000.0,,58714000.0,58714000.0,27519000.0,-88590000.0,97914000.0,,708833000,-77445000.0,360791000,-146544000.0,-5453958000.0,183770000.0,8598777000.0,,,679916000.0,327880000.0,1.01,231408000.0,-36476000.0,15189000.0,224185000,29522000.0,6623000.0,2771000.0,-40463000.0,13106000.0,3137480000.0,70568000.0,3144819000.0,,,,,
2007-12-31,7892154000.0,223027000.0,251026000.0,247677000.0,4010916000.0,98809000.0,2734357000.0,8184553000.0,137554000.0,115033000,99008000.0,115033000.0,486067000.0,,4030995000.0,34402000.0,10639000.0,-136756000.0,279898000.0,,53102000.0,,772862000.0,4767530000.0,810571000.0,,114665000.0,,563000.0,8558000.0,405536000.0,236562000.0,-7211000.0,7695000.0,,3409205000.0,,,,58714000.0,115463000.0,,34402000.0,34402000.0,26412000.0,-42707000.0,178018000.0,,656562000,-141744000.0,306528000,-128109000.0,-5557730000.0,126511000.0,8666106000.0,,,736535000.0,292399000.0,,240553000.0,-122167000.0,-24312000.0,168974000,30942000.0,60061000.0,4341000.0,7187000.0,-42093000.0,3245302000.0,11478000.0,3108376000.0,,,,,
2008-03-31,7825890000.0,218507000.0,237812000.0,,4010916000.0,175471000.0,2881310000.0,8118127000.0,135684000.0,88760000,91625000.0,88760000.0,1310800000.0,106997000.0,4192110000.0,37539000.0,8417000.0,-77547000.0,85444000.0,,50122000.0,0.84,781840000.0,4718143000.0,,60813000.0,88760000.0,,21075000.0,8134000.0,410802000.0,227309000.0,-7261000.0,-27017000.0,,3399984000.0,106142000.0,,4209000.0,34402000.0,113230000.0,,37539000.0,37539000.0,28057000.0,-43333000.0,108308000.0,,648614000,-54739000.0,319177000,-149526000.0,-5673578000.0,141788000.0,8706712000.0,,,526033000.0,292237000.0,0.83,230210000.0,-95621000.0,3137000.0,183493000,271468000.0,3305000.0,2339000.0,-15856000.0,8357000.0,3326801000.0,53028000.0,3033134000.0,,,,,
2008-06-30,7836748000.0,232501000.0,239626000.0,268950000.0,4010027000.0,-11846000.0,3016243000.0,8168064000.0,130954000.0,92167000,106836000.0,92167000.0,1286666000.0,104273000.0,4302909000.0,63900000.0,12907000.0,-148531000.0,45344000.0,,49166000.0,0.89,858881000.0,4793027000.0,,,92167000.0,,726000.0,8783000.0,418480000.0,237790000.0,-7085000.0,25147000.0,,3375037000.0,103644000.0,,34945000.0,37539000.0,104551000.0,,63900000.0,63900000.0,26132000.0,-47011000.0,114762000.0,,658106000,-208623000.0,311644000,-21885000.0,-5783574000.0,144431000.0,8751414000.0,,,490118000.0,331316000.0,0.88,196777000.0,-114067000.0,26361000.0,180690000,61062000.0,22374000.0,3708000.0,-44395000.0,5068000.0,3301180000.0,52264000.0,2967840000.0,,,,,
2008-09-30,7764119000.0,214012000.0,242243000.0,270307000.0,4010027000.0,318604000.0,3299266000.0,8272902000.0,128352000.0,84733000,98751000.0,84733000.0,1302683000.0,100988000.0,4601949000.0,258957000.0,4113000.0,-60703000.0,45357000.0,,49483000.0,0.84,838742000.0,5076662000.0,,,84733000.0,,1229000.0,9284000.0,407830000.0,227103000.0,-135803000.0,-150661000.0,,3196240000.0,100402000.0,,-4209000.0,63900000.0,100357000.0,,258957000.0,258957000.0,26530000.0,-46757000.0,98736000.0,,650073000,78358000.0,309079000,15514000.0,-5877970000.0,135357000.0,8793320000.0,,,474713000.0,508783000.0,0.84,240246000.0,-137573000.0,195057000.0,180727000,60313000.0,-14587000.0,4625000.0,8692000.0,10532000.0,3116300000.0,50624000.0,2915350000.0,,,,,
2008-12-31,7698788000.0,153838000.0,235792000.0,219554000.0,4015674000.0,84254000.0,3294119000.0,8254195000.0,128796000.0,100072000,101924000.0,100072000.0,0.0,,4632565000.0,243327000.0,15517000.0,-102214000.0,20407000.0,,53446000.0,,0.0,5090955000.0,1338446000.0,,100072000.0,,-3193000.0,8862000.0,407162000.0,230720000.0,-70117000.0,34544000.0,,3163240000.0,,787222000.0,,258957000.0,100513000.0,,243327000.0,243327000.0,72926000.0,-123489000.0,135086000.0,,642954000,-101813000.0,305238000,-99483000.0,-5972559000.0,138513000.0,8868451000.0,,,458390000.0,555407000.0,,186067000.0,-3000.0,-15630000.0,176442000,83343000.0,-16006000.0,3927000.0,-22766000.0,43561000.0,3146255000.0,38441000.0,2895892000.0,,,,,
2009-03-31,7613183000.0,194194000.0,234631000.0,125838000.0,4015674000.0,184671000.0,3002402000.0,7933813000.0,127572000.0,67380000,109845000.0,67154000.0,0.0,99144000.0,4343742000.0,61230000.0,-1818000.0,-45368000.0,20148000.0,,52032000.0,0.67,0.0,4758604000.0,,56549000.0,67154000.0,-9868000.0,-3469000.0,8781000.0,401754000.0,237417000.0,-70373000.0,128000.0,36098000.0,3170735000.0,99126000.0,775939000.0,0.0,243327000.0,100815000.0,-291976000.0,61230000.0,61230000.0,56425000.0,-116605000.0,125218000.0,4487000.0,636385000,-45496000.0,290091000,-366896000.0,-6079113000.0,110487000.0,8900683000.0,,12093000.0,414862000.0,320630000.0,0.67,230167000.0,-4026000.0,-182097000.0,164337000,75016000.0,8226000.0,2948000.0,29946000.0,17249000.0,3143036000.0,43107000.0,2821570000.0,,,,,
2009-06-30,7566397000.0,199100000.0,235732000.0,129767000.0,4015674000.0,166733000.0,2899936000.0,7886700000.0,128552000.0,69328000,120742000.0,69030000.0,0.0,99450000.0,4252961000.0,59144000.0,7635000.0,-85223000.0,19924000.0,,44937000.0,0.68,0.0,4700378000.0,,56656000.0,69030000.0,14629000.0,934000.0,9384000.0,398737000.0,249294000.0,-70732000.0,82000.0,-4906000.0,3181550000.0,99414000.0,764513000.0,0.0,61230000.0,101376000.0,-102690000.0,59144000.0,59144000.0,52675000.0,-114472000.0,139847000.0,5372000.0,634469000,-85305000.0,285630000,-168901000.0,-6187829000.0,112141000.0,8974039000.0,,20556000.0,447417000.0,320303000.0,0.68,252038000.0,-760000.0,-2086000.0,149443000,80667000.0,-282000.0,4347000.0,31395000.0,8582000.0,3141334000.0,42813000.0,2786210000.0,,,,,
2009-09-30,21498805000.0,670732000.0,684865000.0,510575000.0,10033994000.0,193230000.0,7454515000.0,22957063000.0,362202000.0,148047000,448275000.0,280848000.0,317682000.0,298403000.0,11443757000.0,531189000.0,9362000.0,-206605000.0,769482000.0,,140422000.0,0.94,2101624000.0,13593034000.0,2157468000.0,218983000.0,280848000.0,-98044000.0,-4914000.0,43371000.0,1189460000.0,810477000.0,-209854000.0,2815000.0,-33974000.0,9364029000.0,298133000.0,2101624000.0,,59144000.0,297703000.0,-231950000.0,531189000.0,531189000.0,927069000.0,-111681000.0,331695000.0,29759000.0,1874325000,-286326000.0,750547000,199094000.0,-6245366000.0,247923000.0,15608553000.0,,95925000.0,2149277000.0,1458258000.0,0.94,479556000.0,-3988000.0,472045000.0,378983000,1379795000.0,-133213000.0,5377000.0,14161000.0,12406000.0,3212328000.0,99876000.0,9363187000.0,,,,,
2009-12-31,21439138000.0,685589000.0,596859000.0,630069000.0,10251758000.0,272537000.0,7253653000.0,22562729000.0,356384000.0,226499000,335479000.0,230179000.0,392939000.0,,11388735000.0,161807000.0,-63354000.0,-341648000.0,500065000.0,,133023000.0,,0.0,13095930000.0,2256579000.0,182374000.0,230179000.0,61074000.0,3136000.0,35755000.0,1232201000.0,691863000.0,-209738000.0,-2231000.0,-20996000.0,9460939000.0,,2090241000.0,,531189000.0,299425000.0,-470448000.0,161807000.0,161807000.0,41437000.0,-85306000.0,394687000.0,15535000.0,1829060000,-339417000.0,833368000,-639688000.0,-6459624000.0,343961000.0,15556763000.0,,,1707195000.0,1123591000.0,,611954000.0,-6789000.0,-369382000.0,540338000,0.0,-2744000.0,44151000.0,-120880000.0,115713000.0,3232769000.0,116085000.0,9097139000.0,,,,,
2010-03-31,21280557000.0,670957000.0,606681000.0,743968000.0,10251758000.0,294283000.0,7221018000.0,22321544000.0,353162000.0,279582000,258864000.0,279226000.0,389273000.0,299997000.0,11059228000.0,206490000.0,10500000.0,-168486000.0,500071000.0,,142225000.0,0.93,0.0,12820291000.0,2218967000.0,182329000.0,279226000.0,-59992000.0,3848000.0,37007000.0,1193745000.0,612026000.0,-218052000.0,-1306000.0,14632000.0,9501253000.0,299413000.0,2058502000.0,,161807000.0,300398000.0,-32629000.0,206490000.0,206490000.0,834497000.0,-94603000.0,334695000.0,7101000.0,1800426000,-167180000.0,945381000,-248294000.0,-6735615000.0,449994000.0,15705912000.0,,,1761063000.0,1040987000.0,0.93,461463000.0,-10430000.0,44683000.0,581719000,1260992000.0,-23095000.0,8969000.0,176186000.0,-15369000.0,3267318000.0,170412000.0,8970297000.0,,,,,
2010-06-30,21115934000.0,702030000.0,577622000.0,652908000.0,10260640000.0,224660000.0,7178646000.0,22199584000.0,357951000.0,266035000,272335000.0,265680000.0,394419000.0,300605000.0,11018902000.0,186357000.0,7308000.0,-191477000.0,496559000.0,,143249000.0,0.88,0.0,12648488000.0,2216831000.0,181053000.0,265680000.0,-35629000.0,1887000.0,35599000.0,1194408000.0,630286000.0,-218864000.0,3569000.0,,9551096000.0,300058000.0,1988823000.0,,206490000.0,301502000.0,-45884000.0,186357000.0,186357000.0,897293000.0,-92074000.0,299066000.0,11025000.0,1772030000,-195046000.0,929381000,-248362000.0,-7010016000.0,428181000.0,15876487000.0,,,1629586000.0,1083650000.0,0.88,419706000.0,-2964000.0,-20133000.0,564122000,1133027000.0,9579000.0,17463000.0,-215074000.0,-2098000.0,3287225000.0,162146000.0,8866471000.0,,,,,
2010-09-30,20993103000.0,749653000.0,605548000.0,682586000.0,10260640000.0,362737000.0,7061744000.0,22220210000.0,357867000.0,231589000,278331000.0,231167000.0,400465000.0,301386000.0,10964628000.0,243061000.0,6911000.0,-237900000.0,496552000.0,,139594000.0,0.76,0.0,12614356000.0,2260097000.0,177915000.0,231167000.0,-6391000.0,3919000.0,35135000.0,1141553000.0,636198000.0,-219749000.0,-347000.0,,9605854000.0,300702000.0,1930720000.0,,186357000.0,302921000.0,-116909000.0,243061000.0,243061000.0,984046000.0,-89544000.0,292675000.0,9862000.0,1747101000,-237553000.0,870133000,-305686000.0,-7299542000.0,372672000.0,16101285000.0,,,1649728000.0,1227107000.0,0.76,600290000.0,-927000.0,56704000.0,505355000,1153176000.0,7472000.0,27980000.0,-51702000.0,36342000.0,3298643000.0,141083000.0,8801743000.0,,,,,
2010-12-31,20894969000.0,712814000.0,595975000.0,263414000.0,10260640000.0,299255000.0,7316004000.0,22038098000.0,364573000.0,224033000,275058000.0,225166000.0,389198000.0,,11379897000.0,172943000.0,4900000.0,-261190000.0,11583000.0,,132410000.0,,0.0,12390939000.0,2368698000.0,190443000.0,225166000.0,6944000.0,6222000.0,32717000.0,1126002000.0,639631000.0,-221340000.0,2800000.0,,9641241000.0,,1879853000.0,,243061000.0,305184000.0,-304509000.0,172943000.0,172943000.0,40849000.0,-141153000.0,299619000.0,10180000.0,1721977000,-263990000.0,855844000,-372173000.0,-7574768000.0,358861000.0,16329244000.0,,,1011042000.0,1143129000.0,,563245000.0,-2194000.0,-70118000.0,486371000,245983000.0,10180000.0,75848000.0,-149612000.0,112893000.0,3302469000.0,133399000.0,8754476000.0,,,,,
2011-03-31,20760722000.0,667842000.0,594455000.0,338894000.0,10260640000.0,459244000.0,7168251000.0,21901458000.0,368547000.0,211491000,268419000.0,211095000.0,0.0,304479000.0,11169844000.0,269659000.0,6480000.0,-208162000.0,11539000.0,,131545000.0,0.69,0.0,12242851000.0,2408054000.0,178341000.0,211095000.0,-932000.0,592000.0,35448000.0,1101264000.0,636966000.0,-221780000.0,2429000.0,44971000.0,9658607000.0,303832000.0,1851502000.0,,172943000.0,306014000.0,-147797000.0,269659000.0,269659000.0,871077000.0,-138957000.0,298687000.0,9388000.0,1695719000,-210591000.0,839325000,-364957000.0,-7868405000.0,339233000.0,16516985000.0,,,1073007000.0,1140736000.0,0.69,669835000.0,-14636000.0,96716000.0,464298000,1061468000.0,211491000.0,18664000.0,158099000.0,39660000.0,3291784000.0,127742000.0,8648580000.0,,,,,
2011-06-30,49835000000.0,1830000000.0,1781000000.0,549000000.0,20266000000.0,768756000.0,19734000000.0,54842000000.0,1198453000.0,102000000,968000000.0,102000000.0,1289000000.0,600259000.0,28137000000.0,2546000000.0,-14000000.0,-153838000.0,1610000000.0,,280000000.0,0.17,0.0,33201000000.0,3106000000.0,543000000.0,102000000.0,-23068000.0,-34592000.0,,2625000000.0,2166000000.0,-435220000.0,6571000.0,-36971000.0,21641000000.0,598884000.0,11545000000.0,,269659000.0,602000000.0,-1074203000.0,2546000000.0,2546000000.0,2461000000.0,-141000000.0,1256000000.0,,4406000000,-579409000.0,1643453000,1081957000.0,-8571000000.0,165000000.0,26595000000.0,,,5064000000.0,5007000000.0,0.17,1348165000.0,-15364000.0,2276284000.0,459000000,3454000000.0,78509000.0,39336000.0,-224099000.0,126340000.0,2958000000.0,63000000.0,18024000000.0,,,,,
2011-09-30,52927000000.0,1998000000.0,1950000000.0,390000000.0,21702000000.0,734000000.0,21142000000.0,56735000000.0,1204000000.0,140000000,870000000.0,140000000.0,1381000000.0,613686000.0,30022000000.0,1123000000.0,7000000.0,-2387000000.0,1034000000.0,,324000000.0,0.23,0.0,34759000000.0,3516000000.0,551000000.0,140000000.0,10000000.0,-20000000.0,,2646000000.0,2095000000.0,-448000000.0,5000000.0,-74000000.0,21976000000.0,612277000.0,11935000000.0,,2546000000.0,617000000.0,-585000000.0,1123000000.0,1123000000.0,2685000000.0,-158000000.0,1360000000.0,,4596000000,-721000000.0,1783000000,-476000000.0,-9316000000.0,234000000.0,28606000000.0,,,4737000000.0,3808000000.0,0.23,1455000000.0,-1000000.0,-1423000000.0,551000000,3703000000.0,169000000.0,21000000.0,87000000.0,132000000.0,2663000000.0,94000000.0,19290000000.0,,,,,
2011-12-31,52616000000.0,1952000000.0,1968000000.0,293000000.0,21724000000.0,-172000000.0,21356000000.0,56139000000.0,1255000000.0,107000000,900000000.0,107000000.0,1259000000.0,,31293000000.0,128000000.0,-1000000.0,-898000000.0,480000000.0,,340000000.0,,0.0,35312000000.0,3823000000.0,580000000.0,107000000.0,-44000000.0,-69000000.0,,2685000000.0,2155000000.0,-451000000.0,2000000.0,-36000000.0,20827000000.0,,11456000000.0,,1123000000.0,619000000.0,-1265000000.0,128000000.0,128000000.0,390000000.0,-1012000000.0,1399000000.0,,4653000000,-900000000.0,1784000000,-818000000.0,-10141000000.0,189000000.0,29577000000.0,0.0,,4019000000.0,3523000000.0,,728000000.0,0.0,-995000000.0,530000000,250000000.0,151000000.0,24000000.0,-99000000.0,97000000.0,2319000000.0,82000000.0,19436000000.0,,,,,
2012-03-31,51960000000.0,1879000000.0,1877000000.0,695000000.0,21726000000.0,905000000.0,20667000000.0,56842000000.0,1208000000.0,200000000,871000000.0,200000000.0,1185000000.0,620350000.0,30561000000.0,1530000000.0,20000000.0,-663000000.0,2200000000.0,,343000000.0,0.32,0.0,36204000000.0,3916000000.0,605000000.0,200000000.0,-198000000.0,3000000.0,,2733000000.0,2079000000.0,-452000000.0,15000000.0,18000000.0,20638000000.0,618208000.0,10939000000.0,,128000000.0,621000000.0,-1126000000.0,1530000000.0,1530000000.0,3352000000.0,-1000000000.0,1026000000.0,,4610000000,-678000000.0,1882000000,481000000.0,-10893000000.0,331000000.0,30188000000.0,,,5643000000.0,4882000000.0,0.32,1583000000.0,-11000000.0,1402000000.0,654000000,3443000000.0,176000000.0,35000000.0,103000000.0,115000000.0,2067000000.0,131000000.0,19295000000.0,,,,,
