date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2010-09-30,31132000000.0,20955000000.0,632600000.0,395000000.0,2634000000.0,28577000000.0,1148000000.0,20178000000.0,792000000.0,61642000000.0,2678000000.0,33065000000.0,-2152000000.0,565000000.0,51310000000.0,700000000.0,160000000.0,1551000000.0,3382000000.0,-56000000.0,801000000,792000000.0,1.22,-1066000000.0,1000000.0,9006000000.0,,20337000000.0,1470000000.0,1968000000.0,2265000000.0,-995000000.0,7395000000.0,7752000000.0,-277000000.0,4104000000.0,3597000000.0,3757000000.0,1103000000.0,-941000000.0,9837000000.0,124000000.0,651600000.0,-3075000000.0,,0.0,2265000000.0,2265000000.0,2322000000.0,8271000000.0,312000000.0,824000000.0,,-446000000.0,4970000000.0,-4412000000.0,-1486000000.0,109000000.0,510000000.0,11134000000,1089000000.0,-694000000.0,1414000000,,295000000.0,-1332000000.0,1363000000.0,12065000000.0,169000000.0,1.25,1980000000,,,,,,
2010-12-31,30675000000.0,21384000000.0,,1141000000.0,2614000000.0,31810000000.0,1109000000.0,22020000000.0,968000000.0,64020000000.0,2654000000.0,32210000000.0,6033000000.0,615000000.0,52695000000.0,719000000.0,164000000.0,1538000000.0,3458000000.0,64000000.0,988000000,968000000.0,,-581000000.0,-1261000000.0,9587000000.0,,20437000000.0,1831000000.0,756000000.0,3592000000.0,-493000000.0,,9349000000.0,-280000000.0,2880000000.0,2265000000.0,3888000000.0,1232000000.0,-15000000.0,10824000000.0,507000000.0,,-2915000000.0,-12367000000.0,0.0,3592000000.0,3592000000.0,-6350000000.0,7981000000.0,295000000.0,805000000.0,,450000000.0,5856000000.0,-4051000000.0,-341000000.0,103000000.0,543000000.0,12807000000,2177000000.0,-1036000000.0,2702000000,24906000000.0,233000000.0,1327000000.0,1521000000.0,12539000000.0,124000000.0,,2142000000,,,,,,
2011-03-31,30109000000.0,22640000000.0,641400000.0,5000000.0,2608000000.0,34608000000.0,1099000000.0,23147000000.0,1225000000.0,66387000000.0,2700000000.0,31779000000.0,-72000000.0,575000000.0,53256000000.0,364000000.0,140000000.0,1546000000.0,3892000000.0,123000000.0,1243000000,1225000000.0,1.84,-1185000000.0,-215000000.0,10676000000.0,,19895000000.0,1728000000.0,1624000000.0,4869000000.0,-434000000.0,,9057000000.0,-281000000.0,2863000000.0,3592000000.0,4044000000.0,1763000000.0,-8000000.0,12629000000.0,17000000.0,664900000.0,-1775000000.0,,0.0,4869000000.0,4869000000.0,66000000.0,9691000000.0,290000000.0,794000000.0,-17000000.0,-1148000000.0,5990000000.0,-3724000000.0,890000000.0,58000000.0,525000000.0,12949000000,765000000.0,-760000000.0,2268000000,,512000000.0,1277000000.0,1625000000.0,12219000000.0,95000000.0,1.91,2628000000,0.0,,,,,
2011-06-30,36205000000.0,23081000000.0,645500000.0,1785000000.0,2610000000.0,40755000000.0,1257000000.0,23510000000.0,1015000000.0,73611000000.0,2841000000.0,32856000000.0,-59000000.0,599000000.0,59715000000.0,692000000.0,123000000.0,1567000000.0,3927000000.0,34000000.0,1022000000,1015000000.0,1.52,-665000000.0,-437000000.0,11359000000.0,,25926000000.0,1823000000.0,1841000000.0,10715000000.0,-752000000.0,17033000000.0,10303000000.0,-284000000.0,2850000000.0,4869000000.0,4165000000.0,1350000000.0,-60000000.0,13391000000.0,-264000000.0,667200000.0,-3350000000.0,,0.0,10715000000.0,10715000000.0,56000000.0,8456000000.0,299000000.0,775000000.0,62000000.0,666000000.0,6858000000.0,-3544000000.0,4038000000.0,38000000.0,584000000.0,14230000000,2529000000.0,-744000000.0,2086000000,,318000000.0,5846000000.0,1629000000.0,12430000000.0,242000000.0,1.57,2248000000,0.0,,,,,
2011-09-30,37845000000.0,24251000000.0,646600000.0,1226000000.0,7778000000.0,36864000000.0,1360000000.0,25218000000.0,1141000000.0,77767000000.0,3570000000.0,40903000000.0,-85000000.0,658000000.0,63063000000.0,252000000.0,121000000.0,1544000000.0,4261000000.0,9000000.0,1154000000,1141000000.0,1.71,-866000000.0,-360000000.0,14412000000.0,,26781000000.0,2745000000.0,1944000000.0,3229000000.0,-8264000000.0,17306000000.0,11455000000.0,-297000000.0,3186000000.0,10715000000.0,4229000000.0,1634000000.0,-7345000000.0,14162000000.0,-198000000.0,666000000.0,-3158000000.0,,3229000000.0,3229000000.0,3229000000.0,58000000.0,7508000000.0,323000000.0,4529000000.0,-299000000.0,188000000.0,7524000000.0,-4019000000.0,-1316000000.0,14000000.0,584000000.0,15716000000,2221000000.0,-995000000.0,2317000000,,474000000.0,-7486000000.0,2193000000.0,13397000000.0,221000000.0,1.76,2615000000,0.0,,,,,
2011-12-31,39483000000.0,25219000000.0,,70000000.0,7080000000.0,38128000000.0,1487000000.0,28561000000.0,1547000000.0,81446000000.0,3583000000.0,43318000000.0,-120000000.0,695000000.0,68044000000.0,247000000.0,133000000.0,2107000000.0,4480000000.0,12000000.0,1562000000,1547000000.0,,-211000000.0,-101000000.0,14544000000.0,,24944000000.0,2691000000.0,2091000000.0,3057000000.0,-1977000000.0,,12763000000.0,-297000000.0,3386000000.0,3229000000.0,4273000000.0,1978000000.0,-771000000.0,12883000000.0,-515000000.0,,-2310000000.0,-12931000000.0,0.0,3057000000.0,3057000000.0,67000000.0,9648000000.0,310000000.0,4368000000.0,,-661000000.0,8161000000.0,-6328000000.0,354000000.0,13000000.0,604000000.0,17243000000,1495000000.0,-1425000000.0,2389000000,27326000000.0,416000000.0,-172000000.0,1967000000.0,14395000000.0,-101000000.0,,2983000000,,,,,,
2012-03-31,39588000000.0,26815000000.0,650000000.0,-799000000.0,7081000000.0,40209000000.0,1340000000.0,28849000000.0,1586000000.0,83908000000.0,3582000000.0,43699000000.0,-123000000.0,661000000.0,68437000000.0,517000000.0,139000000.0,2208000000.0,4744000000.0,137000000.0,1611000000,1586000000.0,2.37,-2038000000.0,-202000000.0,16511000000.0,,25191000000.0,2921000000.0,1927000000.0,2864000000.0,-1536000000.0,10370000000.0,11237000000.0,-298000000.0,3427000000.0,3057000000.0,4351000000.0,2298000000.0,-63000000.0,14969000000.0,-578000000.0,670200000.0,-2227000000.0,,0.0,2864000000.0,2864000000.0,112000000.0,10762000000.0,317000000.0,4287000000.0,150000000.0,-1924000000.0,8360000000.0,-6033000000.0,976000000.0,7000000.0,587000000.0,15981000000,330000000.0,-1129000000.0,2817000000,,689000000.0,-193000000.0,2006000000.0,14571000000.0,-18000000.0,2.44,3276000000,,,,,,
2012-06-30,41584000000.0,27842000000.0,652900000.0,511000000.0,7320000000.0,44294000000.0,1517000000.0,31273000000.0,1699000000.0,88838000000.0,3697000000.0,44544000000.0,-6018000000.0,689000000.0,72857000000.0,-218000000.0,124000000.0,2146000000.0,5094000000.0,-430000000.0,1709000000,1699000000.0,2.54,-901000000.0,-61000000.0,17344000000.0,,27261000000.0,3132000000.0,2149000000.0,5103000000.0,-1968000000.0,18826000000.0,12280000000.0,-300000000.0,3532000000.0,2864000000.0,4373000000.0,2576000000.0,-454000000.0,15926000000.0,4999000000.0,669600000.0,-2806000000.0,,0.0,5103000000.0,5103000000.0,65000000.0,12055000000.0,308000000.0,4236000000.0,,-680000000.0,8470000000.0,-6150000000.0,2696000000.0,18000000.0,632000000.0,17374000000,1677000000.0,-1166000000.0,2945000000,,872000000.0,2239000000.0,2117000000.0,14928000000.0,-41000000.0,2.6,3573000000,,,,,,
2012-09-30,40859000000.0,29541000000.0,653600000.0,24000000.0,7372000000.0,44639000000.0,1471000000.0,31746000000.0,1699000000.0,90541000000.0,3625000000.0,45902000000.0,-2993000000.0,720000000.0,72605000000.0,-633000000.0,199000000.0,2205000000.0,4806000000.0,9000000.0,1702000000,1699000000.0,2.54,-179000000.0,75000000.0,17550000000.0,,26526000000.0,3035000000.0,2105000000.0,5689000000.0,-848000000.0,18679000000.0,11639000000.0,-339000000.0,3568000000.0,5103000000.0,4449000000.0,2450000000.0,-25000000.0,17884000000.0,2337000000.0,668700000.0,-1735000000.0,,0.0,5689000000.0,5689000000.0,66000000.0,13326000000.0,326000000.0,4166000000.0,,-959000000.0,7978000000.0,-5988000000.0,175000000.0,16000000.0,634000000.0,16445000000,1255000000.0,-1231000000.0,2701000000,,753000000.0,586000000.0,2075000000.0,15509000000.0,-208000000.0,2.6,3496000000,,,,,,
2012-12-31,42019000000.0,29558000000.0,654400000.0,429000000.0,6942000000.0,42524000000.0,1591000000.0,29755000000.0,697000000.0,89356000000.0,3182000000.0,46832000000.0,8732000000.0,743000000.0,71774000000.0,-1534000000.0,272000000.0,1785000000.0,3379000000.0,21000000.0,700000000,697000000.0,1.04,1969000000.0,-262000000.0,15547000000.0,,27679000000.0,2978000000.0,2689000000.0,5490000000.0,-1838000000.0,18952000000.0,12696000000.0,-680000000.0,5578000000.0,5689000000.0,4481000000.0,912000000.0,-76000000.0,17532000000.0,-9474000000.0,669300000.0,-4331000000.0,-13471000000.0,0.0,5490000000.0,5490000000.0,63000000.0,12391000000.0,-484000000.0,4016000000.0,,-120000000.0,6753000000.0,-6433000000.0,-298000000.0,11000000.0,613000000.0,16075000000,1979000000.0,-1550000000.0,690000000,29932000000.0,214000000.0,-199000000.0,2055000000.0,16461000000.0,706000000.0,1.07,1171000000,,,,,,
2013-03-31,41451000000.0,30438000000.0,656200000.0,192000000.0,6840000000.0,42145000000.0,1390000000.0,28974000000.0,880000000.0,88743000000.0,3212000000.0,46598000000.0,-123000000.0,723000000.0,70425000000.0,118000000.0,270000000.0,1734000000.0,3382000000.0,33000000.0,882000000,880000000.0,1.31,308000000.0,29000000.0,15074000000.0,,27240000000.0,2920000000.0,2164000000.0,5982000000.0,-1459000000.0,18673000000.0,9828000000.0,0.0,4722000000.0,5490000000.0,4510000000.0,1127000000.0,0.0,18274000000.0,-476000000.0,671600000.0,-2602000000.0,,0.0,5982000000.0,5982000000.0,98000000.0,13246000000.0,120000000.0,3875000000.0,223000000.0,-279000000.0,6221000000.0,-6669000000.0,545000000.0,8000000.0,562000000.0,13210000000,1424000000.0,-1232000000.0,1218000000,,246000000.0,492000000.0,1865000000.0,16276000000.0,98000000.0,1.34,1970000000,,,,,,
2013-06-30,39778000000.0,30668000000.0,649900000.0,2204000000.0,6814000000.0,40805000000.0,1421000000.0,29919000000.0,960000000.0,87375000000.0,3232000000.0,46570000000.0,-144000000.0,761000000.0,69697000000.0,104000000.0,288000000.0,1729000000.0,3663000000.0,21000000.0,965000000,960000000.0,1.45,1056000000.0,-84000000.0,13889000000.0,,25680000000.0,2738000000.0,2106000000.0,6110000000.0,-1341000000.0,18342000000.0,10958000000.0,-342000000.0,4797000000.0,5982000000.0,4591000000.0,1353000000.0,-26000000.0,17621000000.0,-499000000.0,662700000.0,-3701000000.0,,0.0,6110000000.0,6110000000.0,109000000.0,13871000000.0,120000000.0,3764000000.0,208000000.0,1305000000.0,6343000000.0,-6698000000.0,-1677000000.0,48000000.0,548000000.0,14621000000,3169000000.0,-965000000.0,1557000000,,387000000.0,128000000.0,1782000000.0,16352000000.0,138000000.0,1.48,2234000000,,,,,,
2013-09-30,39976000000.0,31614000000.0,639300000.0,2052000000.0,6968000000.0,40088000000.0,1319000000.0,29119000000.0,946000000.0,87272000000.0,3176000000.0,47184000000.0,-45000000.0,779000000.0,69095000000.0,-181000000.0,278000000.0,1733000000.0,3471000000.0,6000000.0,950000000,946000000.0,1.45,547000000.0,-24000000.0,13392000000.0,,26015000000.0,2699000000.0,2070000000.0,6357000000.0,-1278000000.0,17810000000.0,9952000000.0,-388000000.0,4764000000.0,6110000000.0,4657000000.0,1261000000.0,-167000000.0,18110000000.0,-493000000.0,651900000.0,-2467000000.0,,0.0,6357000000.0,6357000000.0,90000000.0,13522000000.0,116000000.0,3718000000.0,734000000.0,1148000000.0,6280000000.0,-6247000000.0,-1496000000.0,21000000.0,469000000.0,13423000000,3018000000.0,-966000000.0,1401000000,,310000000.0,247000000.0,1854000000.0,16588000000.0,141000000.0,1.48,2156000000,-1000000000.0,,,,,
2013-12-31,36721000000.0,31854000000.0,637000000.0,1297000000.0,6956000000.0,38335000000.0,1417000000.0,27297000000.0,1003000000.0,84896000000.0,3029000000.0,46561000000.0,-90000000.0,824000000.0,64018000000.0,93000000.0,272000000.0,1745000000.0,3686000000.0,23000000.0,1006000000,1003000000.0,1.54,747000000.0,44000000.0,12625000000.0,,26622000000.0,2360000000.0,2234000000.0,6081000000.0,-968000000.0,17176000000.0,10716000000.0,-381000000.0,5115000000.0,6357000000.0,4709000000.0,1387000000.0,-2000000.0,20811000000.0,-193000000.0,649600000.0,-2100000000.0,-14241000000.0,0.0,6081000000.0,6081000000.0,152000000.0,11031000000.0,109000000.0,3596000000.0,-330000000.0,645000000.0,6560000000.0,-3898000000.0,-1883000000.0,51000000.0,467000000.0,14402000000,2580000000.0,-1283000000.0,1452000000,31316000000.0,376000000.0,-276000000.0,1849000000.0,17075000000.0,173000000.0,1.57,2320000000,0.0,,,,,
2014-03-31,36733000000.0,32775000000.0,626700000.0,1158000000.0,6986000000.0,37968000000.0,1292000000.0,27295000000.0,922000000.0,84397000000.0,3217000000.0,46429000000.0,-105000000.0,781000000.0,64028000000.0,403000000.0,266000000.0,1762000000.0,3644000000.0,64000000.0,925000000,922000000.0,1.44,-270000000.0,54000000.0,12888000000.0,,26801000000.0,2500000000.0,2246000000.0,5345000000.0,-948000000.0,17399000000.0,9597000000.0,-383000000.0,4929000000.0,6081000000.0,4773000000.0,1342000000.0,-5000000.0,20305000000.0,-411000000.0,639300000.0,-2782000000.0,,0.0,5345000000.0,5345000000.0,115000000.0,11290000000.0,110000000.0,3509000000.0,-37000000.0,76000000.0,6731000000.0,-3801000000.0,-1651000000.0,92000000.0,508000000.0,13241000000,1897000000.0,-739000000.0,1398000000,,418000000.0,-736000000.0,1845000000.0,16716000000.0,115000000.0,1.47,2233000000,-1738000000.0,,,,,
2014-06-30,37163000000.0,32961000000.0,626300000.0,1441000000.0,6969000000.0,41276000000.0,1437000000.0,29741000000.0,999000000.0,87827000000.0,3259000000.0,46551000000.0,-568000000.0,789000000.0,66904000000.0,148000000.0,259000000.0,1832000000.0,3800000000.0,62000000.0,1002000000,999000000.0,1.57,-169000000.0,65000000.0,13055000000.0,,27307000000.0,2344000000.0,2325000000.0,7927000000.0,-1434000000.0,17524000000.0,10350000000.0,-374000000.0,5383000000.0,5345000000.0,4890000000.0,1420000000.0,-10000000.0,20856000000.0,-551000000.0,638300000.0,-3562000000.0,,0.0,7927000000.0,7927000000.0,107000000.0,12936000000.0,120000000.0,3398000000.0,175000000.0,321000000.0,6860000000.0,-3683000000.0,1832000000.0,102000000.0,516000000.0,14150000000,2237000000.0,-796000000.0,1475000000,,419000000.0,2582000000.0,1779000000.0,16690000000.0,125000000.0,1.6,2329000000,0.0,,,,,
2014-09-30,38003000000.0,33977000000.0,611500000.0,1205000000.0,6801000000.0,39042000000.0,1446000000.0,27589000000.0,1017000000.0,84488000000.0,3284000000.0,45446000000.0,-96000000.0,798000000.0,65592000000.0,116000000.0,265000000.0,1814000000.0,3758000000.0,31000000.0,1021000000,1017000000.0,1.63,-420000000.0,117000000.0,13328000000.0,,28180000000.0,2165000000.0,2366000000.0,6082000000.0,-621000000.0,17012000000.0,9791000000.0,-440000000.0,5696000000.0,7927000000.0,4968000000.0,1381000000.0,-3000000.0,18823000000.0,-96000000.0,622800000.0,-1549000000.0,,0.0,6082000000.0,6082000000.0,125000000.0,11102000000.0,128000000.0,3210000000.0,106000000.0,146000000.0,6778000000.0,-4357000000.0,-3240000000.0,24000000.0,533000000.0,13549000000,2052000000.0,-847000000.0,1392000000,,364000000.0,-1845000000.0,1848000000.0,16431000000.0,87000000.0,1.66,2307000000,-2500000000.0,,,,,
2014-12-31,39978000000.0,33887000000.0,605800000.0,874000000.0,6694000000.0,38867000000.0,1522000000.0,27877000000.0,757000000.0,84681000000.0,3231000000.0,45814000000.0,-56000000.0,795000000.0,67855000000.0,-445000000.0,257000000.0,1798000000.0,3591000000.0,22000000.0,763000000,757000000.0,1.23,960000000.0,3000000.0,12205000000.0,,27699000000.0,1697000000.0,2528000000.0,7341000000.0,-624000000.0,16764000000.0,10653000000.0,-423000000.0,5986000000.0,6082000000.0,5016000000.0,940000000.0,-12000000.0,16746000000.0,-248000000.0,616000000.0,-1355000000.0,-14995000000.0,0.0,7341000000.0,7341000000.0,463000000.0,11501000000.0,126000000.0,3076000000.0,-81000000.0,87000000.0,6515000000.0,-6431000000.0,63000000.0,21000000.0,578000000.0,14244000000,1871000000.0,-997000000.0,1063000000,31572000000.0,179000000.0,1259000000.0,1754000000.0,16577000000.0,222000000.0,1.25,1861000000,0.0,,,,,
2015-03-31,38886000000.0,34998000000.0,604900000.0,444000000.0,6493000000.0,38491000000.0,1318000000.0,26566000000.0,1111000000.0,82490000000.0,3206000000.0,43999000000.0,-70000000.0,753000000.0,65452000000.0,228000000.0,230000000.0,1802000000.0,3709000000.0,10000000.0,1114000000,1111000000.0,1.81,-89000000.0,157000000.0,12099000000.0,,26803000000.0,1636000000.0,2182000000.0,7563000000.0,-384000000.0,16623000000.0,8993000000.0,-424000000.0,4889000000.0,7341000000.0,5101000000.0,1555000000.0,-29000000.0,16962000000.0,124000000.0,612700000.0,-2319000000.0,,0.0,7563000000.0,7563000000.0,83000000.0,11972000000.0,129000000.0,2890000000.0,6000000.0,-546000000.0,6328000000.0,-7101000000.0,-622000000.0,32000000.0,546000000.0,12702000000,1270000000.0,-826000000.0,1527000000,,443000000.0,222000000.0,1741000000.0,16277000000.0,-51000000.0,1.84,2437000000,-400000000.0,,,,,
2015-06-30,39475000000.0,34823000000.0,603200000.0,1443000000.0,6550000000.0,38227000000.0,1389000000.0,25606000000.0,710000000.0,82242000000.0,3271000000.0,44015000000.0,-49000000.0,761000000.0,65081000000.0,-554000000.0,229000000.0,1776000000.0,3407000000.0,1000000.0,711000000,710000000.0,1.16,421000000.0,-13000000.0,11681000000.0,,27445000000.0,1754000000.0,2277000000.0,7821000000.0,-707000000.0,16425000000.0,8910000000.0,-422000000.0,4908000000.0,7563000000.0,5142000000.0,992000000.0,-34000000.0,17092000000.0,-225000000.0,610700000.0,-3770000000.0,,0.0,7821000000.0,7821000000.0,45000000.0,10875000000.0,125000000.0,2863000000.0,377000000.0,445000000.0,5862000000.0,-6729000000.0,-1131000000.0,1000000.0,532000000.0,12317000000,2088000000.0,-645000000.0,1130000000,,283000000.0,258000000.0,1744000000.0,16136000000.0,171000000.0,1.18,1878000000,-125000000.0,,,,,
2015-09-30,37168000000.0,35191000000.0,588400000.0,780000000.0,6546000000.0,35280000000.0,1225000000.0,25833000000.0,368000000.0,78969000000.0,3322000000.0,43689000000.0,-177000000.0,758000000.0,63001000000.0,-567000000.0,231000000.0,1740000000.0,2866000000.0,2000000.0,371000000,368000000.0,0.62,508000000.0,-68000000.0,11150000000.0,,25208000000.0,1610000000.0,2153000000.0,6046000000.0,-882000000.0,15645000000.0,8096000000.0,-463000000.0,4984000000.0,7821000000.0,5190000000.0,518000000.0,-77000000.0,15896000000.0,-124000000.0,594800000.0,-683000000.0,,0.0,6046000000.0,6046000000.0,110000000.0,12335000000.0,127000000.0,2841000000.0,231000000.0,143000000.0,5206000000.0,-6843000000.0,-2302000000.0,1000000.0,534000000.0,10962000000,1506000000.0,-726000000.0,713000000,,144000000.0,-1775000000.0,1698000000.0,15955000000.0,234000000.0,0.63,1403000000,-1500000000.0,,,,,
2015-12-31,37309000000.0,34208000000.0,582300000.0,747000000.0,6615000000.0,34418000000.0,1267000000.0,26303000000.0,-87000000.0,78497000000.0,3219000000.0,44079000000.0,-189000000.0,774000000.0,63612000000.0,-272000000.0,246000000.0,1832000000.0,2700000000.0,4000000.0,-83000000,-87000000.0,-0.15,1434000000.0,30000000.0,9700000000.0,,25170000000.0,1146000000.0,2814000000.0,6460000000.0,-1544000000.0,15686000000.0,8330000000.0,-448000000.0,5110000000.0,6046000000.0,5238000000.0,-210000000.0,-260000000.0,14809000000.0,-435000000.0,582300000.0,-1520000000.0,-15887000000.0,0.0,6460000000.0,6460000000.0,113000000.0,12846000000.0,126000000.0,2821000000.0,150000000.0,966000000.0,5023000000.0,-6997000000.0,185000000.0,-1000000.0,553000000.0,11030000000,1811000000.0,-1064000000.0,-114000000,31977000000.0,-128000000.0,414000000.0,1730000000.0,16090000000.0,154000000.0,-0.15,690000000,0.0,,,,,
2016-03-31,36339000000.0,29517000000.0,582800000.0,-251000000.0,6710000000.0,33748000000.0,1088000000.0,26215000000.0,271000000.0,78307000000.0,3269000000.0,44559000000.0,-62000000.0,740000000.0,62554000000.0,211000000.0,246000000.0,2001000000.0,2487000000.0,0.0,272000000,271000000.0,0.46,-74000000.0,0.0,9849000000.0,,24470000000.0,1328000000.0,1993000000.0,5886000000.0,-572000000.0,16166000000.0,6974000000.0,-448000000.0,4300000000.0,6460000000.0,5247000000.0,365000000.0,-12000000.0,15676000000.0,20000000.0,587700000.0,-1706000000.0,,0.0,5886000000.0,5886000000.0,49000000.0,13893000000.0,129000000.0,2741000000.0,14000000.0,-792000000.0,5101000000.0,-1493000000.0,-502000000.0,-45000000.0,508000000.0,9461000000,489000000.0,-740000000.0,494000000,,92000000.0,-574000000.0,1593000000.0,15935000000.0,269000000.0,0.46,1234000000,-45000000.0,,,,,
2016-06-30,35814000000.0,29167000000.0,584100000.0,1446000000.0,6677000000.0,33606000000.0,1123000000.0,27183000000.0,550000000.0,78300000000.0,3301000000.0,44694000000.0,-181000000.0,754000000.0,62997000000.0,-3000000.0,,2044000000.0,2775000000.0,4000000.0,553000000,550000000.0,0.93,379000000.0,84000000.0,9458000000.0,,23980000000.0,1259000000.0,1990000000.0,6764000000.0,-885000000.0,15527000000.0,7567000000.0,-450000000.0,4392000000.0,5886000000.0,5277000000.0,739000000.0,-26000000.0,15232000000.0,-169000000.0,588600000.0,-1625000000.0,,0.0,6764000000.0,6764000000.0,146000000.0,14343000000.0,130000000.0,2652000000.0,559000000.0,905000000.0,5104000000.0,-1633000000.0,-538000000.0,-2000000.0,468000000.0,10342000000,2311000000.0,-865000000.0,785000000,,184000000.0,878000000.0,1635000000.0,15916000000.0,99000000.0,0.94,1623000000,-2000000.0,,,,,
2016-09-30,35397000000.0,29450000000.0,584700000.0,568000000.0,6725000000.0,31999000000.0,992000000.0,25290000000.0,283000000.0,76402000000.0,3276000000.0,44403000000.0,-96000000.0,761000000.0,60687000000.0,-371000000.0,,2029000000.0,2486000000.0,0.0,283000000,283000000.0,0.48,26000000.0,28000000.0,9478000000.0,,23622000000.0,1161000000.0,2005000000.0,6113000000.0,-161000000.0,14516000000.0,6674000000.0,-450000000.0,4308000000.0,6764000000.0,5266000000.0,383000000.0,-34000000.0,15645000000.0,266000000.0,589600000.0,-2271000000.0,,0.0,6113000000.0,6113000000.0,109000000.0,13488000000.0,126000000.0,2453000000.0,555000000.0,-153000000.0,4713000000.0,-1527000000.0,-1641000000.0,-7000000.0,453000000.0,9160000000,1163000000.0,-595000000.0,481000000,,96000000.0,-651000000.0,1620000000.0,15680000000.0,272000000.0,0.48,1270000000,47000000.0,,,,,
2016-12-31,35359000000.0,27377000000.0,585800000.0,917000000.0,6020000000.0,31967000000.0,1483000000.0,26132000000.0,-1171000000.0,74704000000.0,3184000000.0,42737000000.0,-52000000.0,779000000.0,61491000000.0,-37000000.0,,1671000000.0,1884000000.0,16000000.0,-1167000000,-1171000000.0,-2.0,778000000.0,-561000000.0,8614000000.0,,22750000000.0,1167000000.0,2551000000.0,7168000000.0,-142000000.0,14503000000.0,7690000000.0,-451000000.0,4299000000.0,6113000000.0,5277000000.0,-1348000000.0,-119000000.0,13137000000.0,40000000.0,585800000.0,-963000000.0,-16618000000.0,0.0,7168000000.0,7168000000.0,390000000.0,13965000000.0,120000000.0,2349000000.0,-299000000.0,668000000.0,4614000000.0,-2039000000.0,-431000000.0,31000000.0,522000000.0,9574000000,1645000000.0,-728000000.0,-667000000,31940000000.0,-180000000.0,1055000000.0,1635000000.0,15322000000.0,216000000.0,-2.0,-449000000,-23000000.0,,,,,
2017-03-31,36254000000.0,27584000000.0,587500000.0,1032000000.0,6051000000.0,35548000000.0,1045000000.0,27635000000.0,192000000.0,77549000000.0,3238000000.0,42001000000.0,-65000000.0,710000000.0,63889000000.0,732000000.0,,1626000000.0,2905000000.0,-6000000.0,194000000,192000000.0,0.32,-444000000.0,-5000000.0,9082000000.0,,23725000000.0,1383000000.0,2488000000.0,9472000000.0,-125000000.0,15217000000.0,6917000000.0,-452000000.0,4752000000.0,7168000000.0,5222000000.0,289000000.0,-18000000.0,13588000000.0,144000000.0,593200000.0,-1977000000.0,,0.0,9472000000.0,9472000000.0,89000000.0,14557000000.0,123000000.0,2287000000.0,-353000000.0,336000000.0,5302000000.0,-1827000000.0,879000000.0,-19000000.0,418000000.0,9822000000,1541000000.0,-509000000.0,417000000,,90000000.0,2304000000.0,1641000000.0,14727000000.0,301000000.0,0.33,1122000000,-19000000.0,,,,,
