date,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyDilutedAverageShares,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2014-03-31,318853000,349265000,180077000,1116296000,180077000,1590305000.0,587185000.0,27726310000,0.78,6506412000.0,,,2949256000.0,1396948000,,-3847000,8493269000,-54030000.0,696730000,696730000,46241000,2695000.0,347465000,,-336375000.0,19577000.0,236268000.0,,255228000,18215732000,180077000,545889000.0,1050087000,20361247000,4601220000,-25109000,,1589359000.0,-232309000.0,879289000,-13539000.0,0.0,14909626000,-44514000.0,0.76,10792000.0,2145515000,6277000,351255000,1089716000.0,-59932000,696730000,420835000,140563000,729593000,16499931000,-3634000.0,15760027000,229409000.0,376341000,1715801000,-16034000000.0,850847000,0.0,285437000,1621479000,105360000,28455903000,308758000,-66209000,-707099000,-738512000.0,,,,,
2014-06-30,309410000,565134000,-12780000,519842000,-12780000,1529570000.0,471074000.0,29656150000,-0.06,6133228000.0,,,2949948000.0,1995482000,,-177824000,8421977000,-53161000.0,1261864000,1261864000,49267000,2707000.0,696730000,,-40311000.0,21125000.0,225727000.0,,367743000,18644251000,-12780000,539367000.0,446564000,20630606000,4739220000,-8270000,,1660584000.0,-318632000.0,307748000,-16518000.0,0.0,14809789000,-39378000.0,-0.06,10147000.0,1986355000,6000,128724000,-137206000.0,-191066000,1261864000,434945000,483466000,692004000,16339359000,453000.0,15891386000,225727000.0,387611000,2304892000,-1982525000.0,882162000,-117794000.0,58332000,1555538000,71112000,30348154000,257059000,-73278000,236358000,-778422000.0,,,,,
2014-09-30,329492000,546649000,67802000,830658000,67802000,1657326000.0,561863000.0,30716164000,0.3,6312883000.0,,,2948502000.0,1995632000,,-157852000,8593852000,-52911000.0,1808513000,1808513000,51515000,2711000.0,1261864000,0.0,-402480000.0,17957000.0,235074000.0,,350652000,19575284000,67802000,533242000.0,764871000,21532183000,4731978000,-1023000,,1692429000.0,-183333000.0,468362000,66973000.0,0.0,15592834000,-52046000.0,0.29,10942000.0,1956899000,833000,257750000,841962000.0,-64954000,1808513000,508761000,46083000,872544000,17250160000,-683000.0,16800205000,224087000.0,459249000,2325124000,0.0,899582000,0.0,188278000,1570429000,120476000,31588708000,363783000,-65787000,-219055000,-792847000.0,,,,,
2014-12-31,335652000,490243000,-199947000,896964000,-199947000,1773375000.0,673510000.0,32836303000,-0.91,7144031000.0,,,2960393000.0,1995885000,,-376222000,10628342000,-64025000.0,2298756000,2298756000,51170000,2720000.0,1808513000,,-766718000.0,17891000.0,219456000.0,,352151000,23136570000,-199947000,540658000.0,844407000,24904916000,4760206000,-5491000,,1741654000.0,-300213000.0,676157000,-18058000.0,0.0,19031658000,-60727000.0,-0.91,19567000.0,1768346000,5000,-37992000,3529971000.0,-77156000,2298756000,465788000,-2096578000,752299000,20805033000,-1951000.0,20144710000,219456000.0,416491000,2331537000,0.0,907004000,-24604000.0,-107053000,1306457000,92894000,33588602000,286511000,-52557000,-329565000,-834650000.0,,,,,
2015-03-31,920852000,38223000,-513390000,741720000,-513390000,1766547000.0,649637000.0,31757291000,-2.33,7560122000.0,,,4136421000.0,3942517000,,-788982000,9517312000,-64094000.0,2336979000,2336979000,56660000,2741000.0,2298756000,,-44184000.0,23374000.0,220243000.0,64205000.0,371012000,25089275000,-513390000,1985716000.0,689076000,27005530000,7448707000,-123351000,,1811925000.0,-16267000.0,412611000,12341000.0,0.0,18395154000,-75585000.0,-2.33,13841000.0,1916255000,1163000,-318566000,-963048000.0,-2612297000,2336979000,498648000,1485343000,911976000,20225906000,-1636000.0,19556823000,220243000.0,442443000,4863369000,-18685000.0,955558000,-2579314000.0,-398600000,728973000,114790000,32669267000,413328000,-52644000,1908800000,-856367000.0,,,,,
2015-06-30,897808000,218204000,214163000,1121581000,214163000,1760927000.0,633050000.0,33342092000,0.98,7596558000.0,,,4116805000.0,3742781000,,13809000,9639961000,-63935000.0,2555183000,2555183000,69983000,2747000.0,2336979000,,-57806000.0,30654000.0,240236000.0,7370000.0,357284000,25757880000,214163000,1998694000.0,1069693000,27333504000,7431470000,-79198000,,1854398000.0,-483819000.0,856626000,-10082000.0,0.0,19348994000,-69006000.0,0.89,13088000.0,1575624000,622000,404943000,963857000.0,-55186000,2555183000,571174000,-89096000,891464000,21117291000,-5735000.0,19902034000,219359000.0,502744000,4640589000,-299956000.0,958687000,-2606000.0,304306000,879201000,90143000,34233556000,320290000,-51888000,-848191000,-895711000.0,,,,,
2015-09-30,89636000,-387741000,364287000,1160114000,364287000,1814326000.0,679309000.0,34496804000,1.72,8222951000.0,,,4130825000.0,3493048000,819188000.0,156557000,9755094000,-61865000.0,2167442000,2167442000,71787000,2750000.0,2555183000,-86214000.0,-610085000.0,30067000.0,233395000.0,,298474000,27102637000,364287000,1993119000.0,1085618000,27736157000,7401669000,399000,,1902898000.0,-1058807000.0,823781000,38532000.0,0.0,20886439000,-136333000.0,1.56,14448000.0,633520000,1093000,577350000,1595134000.0,-186526000,2167442000,625715000,-136051000,973574000,22700765000,-2282000.0,20334488000,212155000.0,556367000,4401872000,-292459000.0,979251000,-26888000.0,475496000,1181623000,111209000,35470378000,347859000,-74496000,-1361329000,-923647000.0,,,,,
2015-12-31,105826000,-1189352000,330377000,750848000,330377000,0.0,592553000.0,35744169000,1.6,8380652000.0,,,5981744000.0,4393317000,932299000.0,-534664000,10863974000,-71199000.0,978090000,978090000,87469000,2759000.0,2167442000,-41136000.0,-76261000.0,31587000.0,226718000.0,108412000.0,281789000,29455783000,330377000,3071093000.0,660738000,30755802000,10394127000,-20463000,88829000.0,2043340000.0,-118575000.0,409314000,-610771000.0,0.0,22536323000,-115814000.0,1.46,22255000.0,1300019000,-3438000,-91344000,1522332000.0,-2772487000,978090000,609734000,-1086296000,964877000,24024341000,-7982000.0,20361675000,206180000.0,528296000,5431442000,-1746766000.0,1059501000,-2726632000.0,-210400000,1440801000,-540777000,36709046000,355143000,-90110000,832287000,-983839000.0,,,,,
2016-03-31,123506000,1547197000,604135000,879738000,604135000,0.0,665185000.0,34623026000,2.91,8766994000.0,,,5980499000.0,4368586000,2041191000.0,488209000,10644586000,-70630000.0,2525287000,2525287000,97471000,2765000.0,978090000,0.0,-395813000.0,33859000.0,225450000.0,119553000.0,302088000,30304193000,604135000,3047989000.0,789836000,32495355000,10425287000,-211000,0.0,2112837000.0,-318229000.0,335279000,318617000.0,0.0,22986172000,-102184000.0,2.68,17532000.0,2191162000,-7440000,1047685000,506228000.0,-102066000,2525287000,614072000,233219000,1075331000,23770910000,7789000.0,22070068000,207858000.0,522760000,6533283000,-6496083000.0,1094711000,-4724000.0,916355000,1974306000,312220000,35698357000,461259000,-89902000,769525000,-1018126000.0,,,,,
2016-06-30,122304000,-660085000,349803000,191372000,349803000,0.0,692011000.0,35773817000,1.62,8984533000.0,,,5978780000.0,3794036000,2121331000.0,33628000,10492561000,-73241000.0,1865202000,1865202000,99115000,2770000.0,2525287000,0.0,-233388000.0,33640000.0,224802000.0,613180000.0,305219000,30034926000,349803000,3007326000.0,61206000,31914243000,10456988000,-1313000,13000000.0,2219783000.0,-586345000.0,-260227000,72619000.0,0.0,22692064000,-110978000.0,1.56,16774000.0,1879317000,-10308000,629412000,-216231000.0,-146508000,1865202000,612719000,177495000,1107863000,23997255000,-6253000.0,21457255000,215688000.0,520032000,6037671000,-630761000.0,1165663000,-19034000.0,496657000,2250868000,146854000,36881680000,495144000,-130166000,-704949000,-1054120000.0,,,,,
2016-09-30,436461000,876630000,143614000,1356539000,143614000,0.0,743839000.0,36436068000,,9175876000.0,,,5991497000.0,3594253000,2214774000.0,-272985000,10723920000,-73407000.0,2741832000,2741832000,108111000,2778000.0,1865202000,-947000.0,-207262000.0,45263000.0,,611149000.0,314325000,31526796000,143614000,2967849000.0,1202101000,33656200000,10804353000,-6581000,0.0,2616736000.0,-1243195000.0,543839000,88608000.0,0.0,23926320000,-114308000.0,,8431000.0,2129404000,7267000,341672000,1199179000.0,-148118000,2741832000,619447000,-431670000,1124535000,25281308000,201505000.0,22851847000,,520149000,6245488000,-260052000.0,1530682000,0.0,188298000,2303941000,44684000,37560603000,505088000,-154438000,-331791000,-1086054000.0,,,,,
2016-12-31,509738000,-950698000,247246000,-430355000,247246000,0.0,762437000.0,37131585000,1.13,9696200000.0,,,5987106000.0,3527353000,2222866000.0,-20943000,11414771000,-80169000.0,1791134000,1791134000,106251000,2783000.0,2741832000,-33879000.0,-536937000.0,37987000.0,221979000.0,607980000.0,295476000,31802715000,247246000,2927193000.0,-567637000,33919272000,10840516000,-11489000,13921000.0,2768208000.0,-229928000.0,-878003000,49491000.0,0.0,24172341000,-141851000.0,1.11,29192000.0,2116557000,1880000,507376000,247814000.0,-156857000,1791134000,616627000,-713553000,1037680000,25542758000,15156000.0,23078756000,218661000.0,520547000,6259957000,-117491000.0,1630741000,-1497000.0,363138000,2518081000,115892000,38169265000,421053000,-137282000,-363486000,-1137467000.0,,,,,
2017-03-31,526030000,613299000,411473000,798739000,411473000,0.0,639560000.0,35890975000,1.89,9583520000.0,,,5987729000.0,3478214000,2332051000.0,-6701000,11335816000,-79924000.0,2404433000,2404433000,106127000,2796000.0,1791134000,-14756000.0,119232000.0,37885000.0,221221000.0,615847000.0,324383000,31867721000,411473000,2888920000.0,673321000,34397013000,10903092000,-1299000,22207000.0,2895732000.0,0.0,234264000,109906000.0,0.0,24276019000,-123490000.0,1.86,12058000.0,2529292000,6256000,736927000,103146000.0,-112617000,2404433000,619512000,157496000,1256427000,25531426000,-80161000.0,23493921000,217650000.0,521843000,6336295000,-6688473000.0,1702060000,-906000.0,592915000,2849630000,181442000,37147402000,636915000,-125418000,-72823000,-1193672000.0,,,,,
2017-06-30,519879000,-1092966000,50352000,-244700000,50352000,0.0,942413000.0,37627269000,0.23,10553258000.0,,,6042552000.0,3429074000,2400467000.0,-285915000,11669529000,-80075000.0,1311467000,1311467000,107882000,2804000.0,2404433000,0.0,-1001394000.0,37017000.0,221873000.0,4119000.0,312894000,32100496000,50352000,2871426000.0,-353428000,34654010000,10976786000,-1672000,33880000.0,3009098000.0,0.0,-464413000,66551000.0,0.0,24804544000,-112458000.0,0.23,10342000.0,2553514000,5286000,278274000,526017000.0,-137092000,1311467000,624982000,-273846000,1079875000,25751076000,-18681000.0,23677224000,218676000.0,525463000,6349420000,-735447000.0,1749914000,-67530000.0,133375000,2819907000,83023000,38707144000,454893000,-108728000,-711174000,-1259184000.0,,,,,
2017-09-30,511298000,1123648000,-344587000,1380454000,-344587000,1364123000.0,1402002000.0,37947995000,-1.35,10303324000.0,,,6044281000.0,3429934000,2492612000.0,-643038000,11461428000,-80102000.0,2435115000,2435115000,112071000,2806000.0,1311467000,0.0,141203000.0,36153000.0,218501000.0,12121000.0,337664000,33252009000,-344587000,2833281000.0,1285485000,35316470000,11013171000,-1525000,4770000.0,3091205000.0,-100001000.0,1575304000,93121000.0,0.0,25404042000,-95850000.0,-1.35,10614000.0,2064461000,-10308000,-23317000,596412000.0,-91475000,2435115000,665212000,398449000,1172020000,26818165000,-62675000.0,24303299000,218501000.0,560877000,6433844000,-2544542000.0,1797945000,-3062000.0,-171541000,2395218000,173046000,39120015000,506808000,-94969000,-165331000,-1293260000.0,,,,,
2017-12-31,429154000,602632000,861853000,10326000,861853000,0.0,1373536000.0,39353680000,3.95,10127783000.0,,,6076110000.0,4266757000,1659619000.0,-54111000,12020660000,-83555000.0,3037747000,3037747000,111724000,2814000.0,2435115000,0.0,91624000.0,37383000.0,220822000.0,20061000.0,334816000,33486928000,861853000,2825035000.0,-63315000,36361510000,11065078000,-10739000,0.0,3190198000.0,-22496000.0,-175969000,-840479000.0,0.0,25346694000,-96338000.0,3.9,32608000.0,2874582000,1648000,508126000,-59223000.0,-142323000,3037747000,663658000,-460127000,1112652000,26740291000,211000.0,25296432000,218323000.0,558522000,6746637000,-2991762000.0,1829117000,-70330000.0,359019000,3173516000,-502834000,40466332000,448994000,-73641000,734629000,-1361081000.0,,,,,
2018-03-31,484352000,-946388000,287455000,-87568000,282160000,1690810000.0,1437916000.0,39778175000,1.31,11265014000.0,,,6697566000.0,4277501000,1808082000.0,-108900000,12867481000,-83978000.0,2091359000,2091359000,125510000,2831000.0,3037747000,0.0,-682010000.0,49984000.0,222303000.0,252894000.0,298478000,35032136000,287455000,3062323000.0,-182743000,38395732000,11998521000,-6224000,0.0,3372606000.0,-37712000.0,-630577000,42044000.0,,26403594000,-43506000.0,1.29,11600000.0,3187550000,8831000,536826000,443601000.0,-793099000,2091359000,736814000,-345037000,1255683000,28094404000,7518000.0,26397211000,219200000.0,617426000,6937732000,-21877296000.0,1940154000,-706755000.0,361332000,3376993000,79172000,41033858000,518869000,-95175000,-65721000,-1432452000.0,,,,,
2018-06-30,488608000,297569000,275809000,823285000,277875000,,1454537000.0,41930968000,1.26,11764614000.0,,,6712729000.0,4198112000,1877480000.0,-72395000,12074347000,-83431000.0,2388928000,2388928000,145418000,2833000.0,2091359000,,-517245000.0,52845000.0,220760000.0,195592000.0,288193000,35033660000,275809000,3000912000.0,743742000,38309592000,11905191000,-2307000,,3387863000.0,-240236000.0,371927000,51068000.0,,26449542000,-82020000.0,1.25,9396000.0,3097821000,-4730000,543465000,79561000.0,-90450000,2388928000,746593000,753440000,1211341000,28099671000,-39430000.0,26404401000,218569000.0,626548000,6933989000,-220748000.0,1903357000,-6177000.0,345202000,3569371000,67327000,43142309000,464748000,-79543000,-435266000,-1484506000.0,,,,,
2018-09-30,462648000,103588000,233288000,665345000,194004000,1032814000.0,881157000.0,42264495000,,11314226000.0,,,6664272000.0,4158532000,1829410000.0,-99361000,11918508000,-82077000.0,2492516000,2492516000,127457000,2836000.0,2388928000,,449861000.0,49428000.0,,151657000.0,270942000,34619877000,233288000,2947828000.0,577293000,37669838000,11775466000,-3130000,,3407908000.0,-338791000.0,232530000,-48157000.0,,26836873000,-79253000.0,,8712000.0,2932824000,4847000,288755000,395097000.0,-85242000,2492516000,778363000,46801000,1032641000,27869687000,86391000.0,25894372000,,657805000,6750190000,-740981000.0,1892424000,-2037000.0,111870000,3720582000,-82134000,43297136000,254278000,-88052000,-476515000,-1515484000.0,,,,,
2018-12-31,436515000,47640000,393652000,478968000,391753000,,859168000.0,44094872000,1.86,11979382000.0,,,6697547000.0,4165400000,1879532000.0,-43769000,11800185000,-85535000.0,2540156000,2540156000,135232000,2842000.0,2492516000,,-658890000.0,49236000.0,213969000.0,156276000.0,272428000,36103090000,393652000,2924698000.0,399735000,39267823000,11791616000,-10009000,,3493058000.0,-239008000.0,-119690000,46246000.0,973837000.0,28336293000,-92883000.0,1.84,31768000.0,3048453000,4013000,617024000,1498643000.0,-127618000,2540156000,779085000,-898775000,1297580000,29351737000,-14348000.0,27476207000,212054000.0,656585000,6751353000,-513691000.0,1896943000,-52398000.0,432556000,4027217000,40803000,45392452000,518495000,-79233000,-303710000,-1596115000.0,,,,,
2019-03-31,419717000,335594000,27135000,624364000,28073000,1022509000.0,739536000.0,41894846000,0.13,12222271000.0,,,6699681000.0,4009500000,1857201000.0,-610895000,11373730000,-84893000.0,2875750000,2875750000,136597000,2846000.0,2540156000,,-221915000.0,49882000.0,212563000.0,282973000.0,273582000,35771979000,27135000,2355997000.0,542109000,38810310000,11188127000,-2048000,,3384949000.0,-108951000.0,-17207000,-21297000.0,977860000.0,28189390000,-85142000.0,0.13,6101000.0,2921215000,-1354000,205263000,-147915000.0,-83609000,2875750000,751802000,478585000,1424756000,29211899000,-67096000.0,27622183000,210934000.0,628036000,6560080000,-482573000.0,1858867000,0.0,18784000,3969459000,-9289000,43319602000,672954000,-82255000,-205161000,-1526082000.0,,,,,
2019-06-30,415648000,123809000,301959000,567869000,302002000,,815331000.0,44008026000,1.44,11989030000.0,,,6706506000.0,4018565000,1871549000.0,-59664000,11247776000,-84636000.0,2999559000,2999559000,112296000,2849000.0,2875750000,,208063000.0,48710000.0,211161000.0,166137000.0,272371000,35371341000,301959000,2330457000.0,498590000,38478538000,11076760000,-1593000,,3324957000.0,-174819000.0,129030000,19732000.0,1001632000.0,27807403000,-86883000.0,1.43,10562000.0,2989422000,-4881000,532121000,-386061000.0,-85806000,2999559000,764539000,140042000,1231239000,28788871000,-9906000.0,27401778000,209705000.0,656943000,6582470000,-221409000.0,1767426000,-11646000.0,371115000,4186782000,69113000,45239265000,466700000,-69279000,-358254000,-1557531000.0,,,,,
2019-09-30,419330000,374635000,132619000,672822000,132307000,1057208000.0,1057208000.0,44453065000,0.64,12386879000.0,,,6705507000.0,4033880000,1860195000.0,-173194000,11060254000,-83910000.0,3374194000,3374194000,113387000,2853000.0,2999559000,,-569148000.0,47646000.0,209680000.0,139012000.0,269067000,36178774000,132619000,2294836000.0,593367000,39171980000,11039926000,-3019000,,3349140000.0,-151253000.0,377065000,-16144000.0,1147483000.0,28385074000,-111965000.0,0.63,10443000.0,2878917000,563000,305684000,596381000.0,-78799000,3374194000,830489000,112158000,1184737000,29581294000,45613000.0,28132054000,207979000.0,721944000,6597480000,-62474000.0,1770516000,93000.0,144651000,4235491000,12344000,45637802000,354248000,-79455000,-219388000,-1578624000.0,,,,,
2019-12-31,496587000,-141590000,187640000,142810000,186568000,,916107000.0,46633528000,0.91,12568816000.0,,,6707764000.0,3636114000,1895453000.0,-180151000,11686466000,-83088000.0,3232604000,3232604000,109345000,2860000.0,3374194000,,-307204000.0,41602000.0,207517000.0,532489000.0,773377000,36947657000,187640000,2138398000.0,75505000,40016738000,11061922000,-9977000,,,-135128000.0,-384778000,29355000.0,1277714000.0,29181860000,-87731000.0,0.9,31374000.0,2954626000,4966000,380535000,787037000.0,-62339000,3232604000,790468000,-630980000,1231214000,30630456000,30757000.0,28954816000,206008000.0,685953000,6317201000,-83103000.0,1442383000,0.0,229588000,4375181000,43020000,47864742000,440746000,-67305000,-222061000,,,,,,
