date,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyGrossProfit,quarterlyInventory,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyGoodwill
2017-02-28,,2873630000,385413000,43221000,1105787000,12064989000,2051000.0,1883283000.0,200000.0,0.81,13405726000,4049960000,176747000,13170776000,152603000,16279356000,-227613000,152603000,152603000,41910000,238551000.0,266128000.0,187020000.0,3487800000,3108580000,38416000,-127361000,-25372000.0,152388000.0,-90388000.0,-977000,,562160000,2260563000,11339793000.0,385413000,242315000,-3347668000.0,93274000.0,38416000,2518393000,0.82,89712000,38416000,23713000,-102601000,333775000,16353000.0,-60385000.0,140295000,1197000,267076000,-1041377000.0,1404000.0,412000.0,-125012000,-99985000.0,3559770000.0,,-404065000,494989000,2908000.0,14703000,25315000.0,-56555000.0,0.0,301889000,19569000.0,189082000.0,,,,,,,,
2017-05-31,,2734544000,403503000,43894000,1166670000,12156891000,621000.0,1933760000.0,-2879000.0,1.13,13741145000,4542334000,245435000,13323561000,211702000,16475689000,112077000,211702000,211702000,35780000,231021000.0,203211000.0,185200000.0,3893396000,3152128000,60080000,-90360000,-8303000.0,104745000.0,112316000.0,93000,,648938000,2148247000,11441476000.0,403503000,338053000,-3068403000.0,91936000.0,60080000,2557506000,1.14,126351000,60080000,38416000,-79416000,339525000,16838000.0,47643000.0,145530000,-2920000,-79469000,,103588000.0,238000.0,191493000,-187385000.0,,,-135924000,510574000,6782000.0,21664000,6608000.0,-58229000.0,0.0,398785000,18726000.0,186859000.0,,,,,,,,
2017-08-31,,2803335000,405062000,44184000,1201557000,12473190000,392000.0,1975862000.0,-597000.0,0.98,14072398000,4386640000,198943000,13674747000,181424000,16875733000,-186090000,181424000,181424000,41792000,239186000.0,251933000.0,182868000.0,3782635000,3200986000,25765000,-94696000,-18537000.0,99733000.0,-83522000.0,189000,,604005000,2231769000,11740804000.0,405062000,290232000,-3050995000.0,90952000.0,25765000,2602323000,0.99,108808000,25765000,60080000,-75694000,357388000,16836000.0,5012000.0,147061000,-4703000,170777000,,14898000.0,132000.0,-110396000,-157400000.0,,,-400005000,568036000,-4511000.0,-34315000,17297000.0,-59627000.0,0.0,351252000,17859000.0,184696000.0,,,,,,,,
2017-11-30,,3004923000,399672000,45097000,1111678000,12891009000,210000.0,2028224000.0,-5049000.0,0.81,14298491000,4107017000,139516000,14002687000,148840000,17303414000,-346668000,148840000,148840000,53299000,239672000.0,233397000.0,181888000.0,3567829000,3300727000,26287000,-62446000,14860000.0,95841000.0,-208782000.0,279000,,539188000,2440551000,12160369000.0,399672000,225200000,-3770366000.0,90745000.0,26287000,2634442000,0.82,76360000,26287000,25765000,-72449000,348707000,17405000.0,3892000.0,154051000,-3901000,337187000,,0.0,96000.0,-274219000,-110175000.0,,,-550136000,519984000,12113000.0,522000,42644000.0,-51304000.0,0.0,287702000,15778000.0,184033000.0,,,,,,,,
2018-02-28,,3061444000,408814000,46767000,1174058000,12995365000,75000.0,2047240000.0,-124000.0,0.67,14424828000,4084218000,127914000,14169423000,122146000,17486272000,43315000,122146000,122146000,93462000,242553000.0,278771000.0,180630000.0,3547490000,3316849000,44525000,-79285000,-11131000.0,133321000.0,49857000.0,802000,,536728000,2390694000,12262443000.0,408814000,210123000,-3576656000.0,89874000.0,44525000,2667061000,0.68,87977000,44525000,26287000,-69257000,355560000,19666000.0,-37480000.0,158807000,-4737000,-15049000,-1164249000.0,0.0,1226000.0,112572000,-124610000.0,3831310000.0,,-183063000,529733000,66623000.0,18238000,6971000.0,-54312000.0,,276556000,9516000.0,182239000.0,,,,,,,,
2018-05-31,,2957494000,438234000,45343000,1288202000,13084204000,1468000.0,2115834000.0,-5094000.0,1.33,14798673000,4792592000,223106000,14372406000,238656000,17756167000,151129000,238656000,238656000,88359000,223052000.0,252633000.0,178139000.0,4131252000,3383761000,621236000,-84417000,,101351000.0,130665000.0,-963000,,661340000,2260029000,12363736000.0,438234000,319684000,-3360789000.0,88360000.0,76348000,2714495000,1.34,81028000,76348000,554898000,-79720000,382691000,18052000.0,31970000.0,185935000,-3647000,-80094000,,55991000.0,77000.0,230849000,-211050000.0,,,-138179000,586337000,3602000.0,66338000,9052000.0,-55045000.0,,383079000,28998000.0,179421000.0,,,,,,,,
2018-08-31,,3022087000,453554000,44968000,1283461000,13410926000,-110000.0,2182978000.0,-212000.0,1.24,15154418000,4766035000,197082000,14694387000,220890000,18176505000,-211355000,220890000,220890000,75060000,233605000.0,266214000.0,176284000.0,4115399000,3482118000,599179000,-90531000,,104883000.0,-97326000.0,686000,,650636000,2357355000,12672154000.0,453554000,289485000,-2979104000.0,87645000.0,37147000,2766902000,1.25,68595000,37147000,621236000,-91391000,401133000,17950000.0,-3532000.0,190707000,-4542000,188438000,,0.0,827000.0,-119964000,-170297000.0,,,-468486000,605535000,-1063000.0,-22057000,38450000.0,-54435000.0,,352403000,25236000.0,178200000.0,,,,,,,,
2018-11-30,,3057419000,409520000,45298000,1224873000,13736826000,2746000.0,2147391000.0,-164000.0,1.09,15339393000,4295871000,159717000,14961699000,190311000,18396812000,-68455000,190311000,190311000,59901000,242644000.0,280104000.0,173816000.0,3726634000,3435113000,569348000,-72049000,,111156000.0,-67345000.0,-2820000,,569237000,2424700000,12989406000.0,409520000,247808000,-3864182000.0,85893000.0,35049000,2800051000,1.09,57497000,35049000,599179000,-72200000,373719000,18814000.0,-6273000.0,182179000,-4140000,38473000,-1263168000.0,1634000.0,200000.0,3745000,-251823000.0,4063219000.0,,-297242000,558324000,-1630000.0,-29831000,7078000.0,-54137000.0,,311920000,7169000.0,175321000.0,,,,,,,,
2019-02-28,,3214013000,428967000,46638000,1311509000,14049330000,-1279000.0,2104146000.0,-677000.0,1.13,15503854000,4318602000,170411000,15360839000,192556000,18717867000,-12984000,192556000,192556000,67101000,243005000.0,316215000.0,169500000.0,3719224000,3357028000,595377000,-61516000,,139850000.0,-94755000.0,2689000,,599378000,2519455000,13291085000.0,428967000,255829000,-3954249000.0,83739000.0,46938000,2828058000,1.14,63273000,46938000,569348000,-61325000,386173000,20976000.0,-28694000.0,185963000,-4734000,39204000,-1297393000.0,3784000.0,474000.0,48341000,-271556000.0,4125451000.0,,-255703000,593171000,1391000.0,26029000,3550000.0,-68010000.0,,323443000,13608000.0,170480000.0,,,,,,,,
2019-05-31,,3283745000,489660000,51506000,1485402000,14776319000,1736000.0,2189522000.0,-7224000.0,1.59,16430731000,5366318000,252723000,16261721000,266744000,19714476000,-35769000,266744000,266744000,77090000,289817000.0,288136000.0,166324000.0,4623935000,3452755000,633350000,-86111000,,133879000.0,-31688000.0,359000,,742383000,2551143000,14027714000.0,489660000,351257000,-4302733000.0,82697000.0,42197000,3392972000,1.6,84513000,42197000,595377000,-78970000,432342000,17784000.0,5971000.0,203794000,-3416000,80883000,,78200000.0,81000.0,43201000,-211961000.0,3392972000.0,,-394819000,656902000,9392000.0,37973000,33251000.0,-81206000.0,,420547000,45025000.0,167643000.0,,,,,,,,
2019-08-31,,3384939000,480831000,51962000,1396704000,15131993000,1982000.0,2307455000.0,-1020000.0,1.4,16755315000,5201151000,212622000,16528697000,233599000,20140254000,-261034000,233599000,233599000,114987000,299224000.0,301503000.0,165354000.0,4507698000,3611557000,637608000,-92757000,,141091000.0,-53607000.0,-143000,,693453000,2604750000,14384129000.0,480831000,305537000,-4125728000.0,82442000.0,40737000,3437709000,1.41,71938000,40737000,633350000,-92377000,435239000,21073000.0,-7212000.0,185599000,-7446000,265672000,-1199375000.0,1389000.0,639000.0,-168657000,-129968000.0,3437709000.0,,-540029000,628507000,-5580000.0,4258000,53270000.0,-91630000.0,,378572000,23862000.0,167272000.0,,,,,,,,
2019-11-30,,3450244000,484848000,54758000,1421041000,15368136000,-3790000.0,2376596000.0,-194000.0,1.04,17036986000,4790028000,128799000,16789177000,173156000,20487230000,-70280000,173156000,173156000,109857000,317580000.0,340475000.0,164273000.0,4176381000,3698053000,630029000,-77719000,,142737000.0,-77824000.0,6570000,,613647000,2682574000,14604254000.0,484848000,227559000,-4088117000.0,81897000.0,56583000,3491371000,1.05,54403000,56583000,637608000,-77830000,406822000,21843000.0,-1646000.0,201799000,-3987000,62590000,-1239443000.0,1497000.0,305000.0,7550000,-116658000.0,3491371000.0,,-309960000,641434000,-4556000.0,-7579000,9846000.0,-82007000.0,,304160000,29290000.0,166534000.0,,,,,,,,
