date,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInInventory,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment
2014-06-30,136288000,53040000,53040000,125001000.0,33868000,2636000.0,0.0,203178000,598731000.0,89521000.0,,493216000.0,-6469000,,128750000.0,847877000.0,228237000,36415000,9700000,78000.0,317925000,317925000,283284000,,825039000,246250000.0,2680000.0,7119000.0,1599299000,94062000,1796808000,53040000,3129000.0,0.58,126322000,,90744000.0,-111598000.0,,72194000.0,,0.0,-2901000.0,,9953000.0,91636000,6865000.0,197509000,317925000,-16587000,-863000.0,,316642000,0.59,519000.0,79256000,-5758000.0,971769000,218537000,1345548000,-3750000.0,253751000,95831000,1182059000,,26216000,519820000,-9966000.0,88405000,,-85833000,,,,,,
2014-09-30,122851000,33846000,33846000,132558000.0,38109000,1301000.0,0.0,188059000,593212000.0,88513000.0,,449923000.0,-6302000,,125000000.0,847327000.0,227475000,33515000,10450000,78000.0,341220000,341220000,317925000,,809719000,245000000.0,2656000.0,34456000.0,1616430000,89367000,1768953000,33846000,5000000.0,0.38,116486000,,89708000.0,-79678000.0,,80024000.0,,0.0,-5749000.0,,-2001000.0,59554000,8808000.0,152523000,341220000,-6365000,0.0,,282881000,0.38,472000.0,46448000,0.0,959234000,217025000,1358872000,-3750000.0,257558000,93625000,1215905000,,12602000,470940000,-6365000.0,55406000,,-78377000,,,,,,
2014-12-31,71170000,59144000,59144000,42839000.0,43616000,,0.0,235875000,586665000.0,87647000.0,143568000.0,552107000.0,-6103000,,385000000.0,841457000.0,246412000,30689000,10524000,78000.0,365302000,365302000,341220000,,807693000,20000000.0,4714000.0,-113789000.0,1743180000,26145000,1904351000,59144000,-3706000.0,0.66,58200000,,88956000.0,-44880000.0,259608000.0,-8613000.0,16802000.0,0.0,540000.0,7056000.0,-21170000.0,107526000,9420000.0,161171000,365302000,-15370000,0.0,,348104000,0.67,1073000.0,92288000,-2400000.0,1096658000,235888000,1215218000,-190625000.0,527962000,97990000,1275049000,,33144000,583979000,-12970000.0,101692000,-161618000.0,-12184000,,,,,,
2015-03-31,5663000,28351000,28351000,128152000.0,-60379000,2076000.0,0.0,177762000,579910000.0,86539000.0,,526384000.0,-6054000,,380000000.0,895430000.0,239650000,28456000,10128000,78000.0,281653000,281653000,365302000,,788722000,285000000.0,3480000.0,9631000.0,1928883000,75982000,1789370000,28351000,7556000.0,0.32,-5969000,,87773000.0,-324042000.0,,-39468000.0,,0.0,-3358000.0,,-42328000.0,57848000,16729000.0,-139513000,281653000,-11632000,0.0,,293424000,0.33,837000.0,44240000,0.0,1000648000,229522000,1420731000,-5000000.0,508152000,104374000,1303401000,,15889000,471186000,-11632000.0,53774000,,-54410000,,,,,,
2015-06-30,143740000,51155000,51155000,131674000.0,69667000,1748000.0,0.0,210495000,583002000.0,83203000.0,,527615000.0,-4151000,,695000000.0,922227000.0,248538000,27110000,9606000,78000.0,357581000,357581000,281653000,,794971000,20000000.0,5240000.0,3951000.0,2031194000,77747000,1861039000,51155000,3561000.0,0.61,131758000,,84271000.0,-117400000.0,,69463000.0,,0.0,5656000.0,,-35617000.0,95299000,10663000.0,-170155000,357581000,-11982000,0.0,,337441000,0.61,758000.0,79512000,0.0,1066068000,237991000,1204520000,-5000000.0,826674000,107112000,1354555000,,28357000,547936000,-11982000.0,88903000,,-62091000,,,,,,
2015-09-30,116904000,30366000,30366000,196031000.0,24279000,1759000.0,0.0,193602000,723950000.0,82989000.0,,482302000.0,-1121000,,820000000.0,925056000.0,247602000,96174000,12188000,78000.0,371244000,371244000,357581000,,1030143000,20000000.0,6049000.0,43463000.0,2251131000,100462000,2091542000,30366000,105000.0,0.36,104451000,,84113000.0,-11558000.0,,72092000.0,,0.0,-8022000.0,,-49274000.0,70029000,9588000.0,-159589000,371244000,-207931000,0.0,,306564000,0.37,797000.0,51792000,-169853000.0,1061399000,236355000,1235100000,-5000000.0,1016031000,109557000,1384922000,,21426000,500166000,-12453000.0,58962000,,115306000,,,,,,
2015-12-31,79254000,65763000,65763000,89193000.0,1947000,,0.0,257217000,715359000.0,82677000.0,146807000.0,580763000.0,-9853000,,790000000.0,900801000.0,274018000,96544000,15209000,78000.0,372976000,372976000,371244000,,1033689000,35000000.0,7779000.0,-101521000.0,2307086000,37768000,2174686000,65763000,2638000.0,0.78,69193000,,83890000.0,-56049000.0,274370000.0,-13437000.0,31570000.0,0.0,6068000.0,7603000.0,-44402000.0,119655000,9169000.0,-132400000,372976000,-10812000,0.0,,386551000,0.8,-880000.0,96667000,-751000.0,1140997000,258809000,1323492000,-5000000.0,983594000,108733000,1450684000,,30904000,643768000,-10061000.0,112533000,-165637000.0,-66495000,,,,,,
2016-03-31,8580000,40167000,40167000,200455000.0,28064000,,0.0,212041000,718034000.0,82451000.0,,602877000.0,-6484000,,832500000.0,986301000.0,272428000,90553000,15017000,78000.0,403943000,403943000,372976000,,1032232000,57500000.0,6006000.0,-19089000.0,2324179000,115017000,2211509000,40167000,4751000.0,0.48,2020000,,83464000.0,-45487000.0,,-55568000.0,,0.0,-2191000.0,,-49430000.0,81330000,15495000.0,-112670000,403943000,-7360000,0.0,,345225000,0.49,411000.0,60307000,-800000.0,1179277000,257411000,1291224000,-5000000.0,1032955000,108628000,1490851000,,20140000,557266000,-6560000.0,72797000,,26844000,,,,,,
2016-06-30,144734000,47911000,47911000,214093000.0,36246000,,0.0,231422000,742752000.0,82559000.0,,613795000.0,-6785000,,756015000.0,1029765000.0,287244000,99267000,15235000,78000.0,445053000,445053000,403943000,,1070865000,70000000.0,7356000.0,-1291000.0,2357349000,111591000,2304521000,47911000,-1257000.0,0.57,125957000,,83476000.0,-6480000.0,,71101000.0,,0.0,1346000.0,,-48003000.0,99782000,11112000.0,-52828000,445053000,-47873000,0.0,,378576000,0.58,1747000.0,77191000,-29096000.0,1233656000,272009000,1387241000,-815000000.0,970108000,117255000,1538762000,,29280000,609998000,-18777000.0,91332000,,-60615000,,,,,,
2016-09-30,128949000,30484000,30484000,174409000.0,20780000,,0.0,223122000,742926000.0,82638000.0,,560202000.0,-14603000,,696405000.0,1028995000.0,285654000,81769000,15752000,78000.0,465734000,465734000,445053000,,1031791000,40000000.0,5932000.0,46622000.0,2288238000,88307000,2277740000,30484000,-8469000.0,0.36,117409000,,83803000.0,-922000.0,,68305000.0,,0.0,-12570000.0,,-47784000.0,66432000,9521000.0,-10498000,465734000,-11007000,0.0,,350937000,0.37,453000.0,44748000,533000.0,1245949000,269902000,1417424000,-7500000.0,870814000,118789000,1577521000,,14264000,574059000,-11540000.0,65283000,,-97162000,,,,,,
2016-12-31,83369000,66485000,66485000,69297000.0,21807000,,0.0,279063000,738453000.0,82637000.0,183137000.0,643013000.0,-6320000,,664391000.0,989478000.0,305827000,76801000,15965000,78000.0,474233000,474233000,465734000,,1024139000,30000000.0,8271000.0,-94903000.0,2306457000,14046000,2367335000,66485000,0.0,0.79,70383000,,83939000.0,-6072000.0,306125000.0,-18352000.0,41009000.0,0.0,10767000.0,11289000.0,-49683000.0,130421000,10533000.0,60878000,474233000,-17809000,0.0,,424154000,0.8,471000.0,106185000,-4823000.0,1343196000,289862000,1460249000,-7500000.0,846208000,121606000,1644005000,,39700000,703217000,-12986000.0,118327000,-184519000.0,-43753000,,,,,,
2017-03-31,-29605000,36433000,36433000,192796000.0,747651000,3022000.0,0.0,237609000,855330000.0,82835000.0,,716487000.0,-12383000,,1599331000.0,1109162000.0,320774000,81209000,16530000,78000.0,1227891000,1227891000,474233000,,1189605000,29366000.0,5906000.0,-57919000.0,3262483000,126647000,3365300000,36433000,-18773000.0,0.43,-40305000,,84095000.0,-21978000.0,,-93614000.0,,0.0,-11998000.0,,-47832000.0,70933000,22576000.0,102817000,1227891000,-140015000,0.0,,387560000,0.44,468000.0,48497000,-129315000.0,2175695000,304244000,1470356000,0.0,1792127000,126419000,1680439000,,12064000,625169000,-10700000.0,66786000,,917271000,,,,,,
2017-06-30,112323000,-92281000,-92281000,756998000.0,-643008000,,0.0,352004000,3169893000.0,89297000.0,,886393000.0,-98739000,,3140307000.0,1449211000.0,491783000,1595376000,83557000,82000.0,589282000,589282000,1227891000,,5234913000,277578000.0,43956000.0,12980000.0,6141212000,272515000,6994887000,-92281000,-32397000.0,-1.03,81396000,,89297000.0,-11808000.0,,147049000.0,,0.0,-66006000.0,,-48889000.0,-15238000,30997000.0,853675000,589282000,-2523954000,0.0,,491727000,-1.03,9007000.0,-142751000,-2493027000.0,1759974000,408226000,2243907000,-119812000.0,3897305000,197129000,1588158000,,-50470000,843731000,-30927000.0,-56000,,1768623000,,,,,,
2017-09-30,149549000,-48180000,-48180000,743818000.0,22763000,,0.0,332207000,3145046000.0,90624000.0,,874283000.0,-29329000,,2922229000.0,1512227000.0,489727000,1564465000,68564000,82000.0,630016000,630016000,589282000,,5199209000,419601000.0,38762000.0,29849000.0,6148082000,273677000,7011492000,-48180000,-1000.0,-0.53,115557000,,90624000.0,-3402000.0,,132493000.0,,0.0,-21446000.0,,-1216000.0,45386000,14357000.0,863410000,630016000,-46459000,0.0,,495878000,-0.53,3761000.0,-61940000,-12467000.0,1812283000,421163000,2482035000,-219812000.0,3666047000,216021000,1539978000,,-13760000,828085000,-33992000.0,6151000,,-80327000,,,,,,
2017-12-31,22250000,107307000,107307000,170202000.0,-78633000,,145845000.0,398378000,2987294000.0,90785000.0,254699000.0,1176843000.0,-14551000,206338000.0,2899124000.0,1630198000.0,536891000,1292022000,71520000,82000.0,538908000,538908000,630016000,,4694565000,379721000.0,39323000.0,-353426000.0,6299708000,65150000,7283173000,107307000,0.0,1.16,-12896000,,92152000.0,-4084000.0,432019000.0,-51452000.0,49000000.0,542965000.0,-117964000.0,16205000.0,1508000.0,139220000,11013000.0,983465000,548908000,-35146000,0.0,,616131000,1.18,1826000.0,28377000,0.0,2588608000,465371000,2822585000,-64814000.0,3477123000,221507000,1647284000,,-78930000,1014509000,-35146000.0,79240000,-210512000.0,-65737000,,,,,,
2018-03-31,2724000,-19587000,-19587000,555540000.0,-343038000,,143957000.0,357209000,2956642000.0,91005000.0,,1134964000.0,-58367000,,2186061000.0,1719637000.0,555801000,1247771000,68056000,82000.0,189979000,189979000,567058000,,4604366000,789724000.0,35059000.0,56771000.0,5927457000,176867000,6915028000,-19587000,,-0.22,-14955000,,91005000.0,-28394000.0,,-39396000.0,,,-39175000.0,,32225000.0,60244000,30958000.0,987571000,227630000,-16679000,1000000.0,,606356000,-0.22,1868000.0,-42871000,0.0,2310662000,487745000,3185856000,-304813000.0,2741601000,223086000,1613980000,,-23284000,963565000,-17679000.0,50555000,,-329083000,,,,,,
2018-06-30,174023000,46270000,46270000,570872000.0,-61052000,,,367637000,2974513000.0,91048000.0,,1083990000.0,6618000,,2146829000.0,1687724000.0,527641000,1177297000,66838000,82000.0,141805000,141805000,227630000,,4544453000,284009000.0,37604000.0,24451000.0,5231505000,166742000,6152937000,46270000,,0.5,151576000,,92156000.0,-67877000.0,,42144000.0,,,21156000.0,,-24051000.0,179514000,14342000.0,921432000,159956000,383095000,0.0,,633699000,0.51,8733000.0,75072000,,1608484000,460803000,2513804000,-553796000.0,2717701000,225901000,1659658000,,28802000,1001336000,-22447000.0,106058000,,-618170000,,,,,,
2018-09-30,249264000,11753000,11753000,582207000.0,56768000,,,336112000,2910849000.0,90854000.0,,979181000.0,-4901000,,2077466000.0,1650647000.0,515724000,1085736000,68187000,82000.0,210997000,210997000,159956000,,4409477000,93294000.0,26984000.0,91457000.0,5003269000,166831000,5944817000,11753000,,0.13,224759000,,92148000.0,-8129000.0,,156769000.0,,,13273000.0,,-22684000.0,133124000,10718000.0,941548000,213292000,73807000,,,585562000,0.13,1604000.0,37953000,,1535340000,447537000,2343596000,-261681000.0,2659673000,246061000,1671412000,,26200000,921674000,-24505000.0,69838000,,-266303000,,,,,,
2018-12-31,45147000,84020000,84020000,215455000.0,-54584000,,,407842000,2923136000.0,90400000.0,327025000.0,1255118000.0,-4934000,214687000.0,2116109000.0,1745244000.0,540576000,1042565000,52520000,82000.0,156368000,156368000,213292000,,4389735000,165578000.0,27127000.0,-287682000.0,5350717000,46222000,6201474000,84020000,,0.92,-17095000,,91701000.0,-156432000.0,514362000.0,-102480000.0,37508000.0,,6270000.0,21194000.0,-39867000.0,190613000,10154000.0,850757000,158663000,-56172000,,,681037000,0.93,1610000.0,110966000,0.0,1811739000,488056000,2620935000,109318000.0,2729782000,267665000,1755432000,,26946000,1088879000,-62242000.0,140461000,-246697000.0,-43559000,,,,,,
2019-03-31,35596000,20795000,20795000,424947000.0,-10197000,,,346645000,2906736000.0,89882000.0,,1178859000.0,-5671000,,2094758000.0,1837504000.0,572228000,1016055000,74397000,82000.0,149270000,149270000,158663000,,4998662000,204863000.0,,78390000.0,5857778000,170281000,6714675000,20795000,,0.23,15536000,,91004000.0,-44839000.0,905590000.0,-69576000.0,,,-25530000.0,,-61566000.0,125968000,31819000.0,856897000,149270000,-22355000,-2295000.0,,623799000,0.23,1616000.0,21053000,,1716013000,518770000,2568918000,-18682000.0,3288860000,905590000,1776227000,,258000,970444000,-20060000.0,51571000,,-23438000,,,,,,
2019-06-30,227482000,103406000,103406000,456314000.0,69373000,,,387999000,2930297000.0,90112000.0,,1112856000.0,111000,,2059131000.0,1796331000.0,567239000,973437000,73880000,82000.0,218453000,218453000,149270000,,5038537000,121148000.0,,62451000.0,5765839000,205822000,6729641000,103406000,,1.13,188063000,,91188000.0,-1719000.0,928981000.0,59338000.0,,,-23884000.0,,-73479000.0,189524000,13120000.0,963802000,218453000,-39419000,0.0,,682883000,1.15,1622000.0,91006000,,1691104000,514976000,2482151000,-90965000.0,3283688000,928981000,1879633000,,-12400000,1070882000,-39419000.0,115644000,,-118690000,,,,,,
2019-09-30,219523000,41388000,41388000,462355000.0,92616000,,,365056000,2939707000.0,89846000.0,,1028320000.0,6282000,,2051507000.0,1803135000.0,564557000,936313000,73534000,82000.0,306727000,306727000,218453000,,5030839000,130433000.0,,74291000.0,5817687000,201934000,6737344000,41388000,,0.46,183301000,,90887000.0,-94878000.0,952885000.0,100516000.0,,,-1376000.0,,-81264000.0,144423000,12954000.0,919657000,306727000,-36222000,,,635446000,0.46,1627000.0,53098000,,1706505000,512159000,2527263000,35000.0,3290424000,952885000,1921021000,,11710000,1000502000,-36222000.0,70889000,,-90685000,,,,,,
