date,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInInventory
2016-12-31,54664000,1521949000,,105552000,10363000,-18184954000,170835000,14053000,-773314000.0,2597000.0,14299000.0,1565962000.0,168762000,188787000,286271000,287424000.0,,492230000,68454000,,1842342000,266125000.0,3535167000,31384000,13051000.0,117172000.0,-1200595000,,2013218000,47722000.0,49100000,231945000,237171000,,52527000.0,2162000,2073000,105552000,105552000,1237189000.0,1797907000,371433000.0,688265000.0,,68409000,,,141853000.0,266125000,36301000.0,324000.0,231945000,629764000.0,28982000.0,-6685000,0.0,13745000,2665000.0,9492000.0,195472000,-151065000,19193000,-464784000.0,54160000,0.0,,2334572000,-3453000.0,-160557000.0,788200000,,177785000,19455000.0,,,,
2017-03-31,49330000,1499387000,,116412000,238774000,-18023169000,189674000,13102000,-813459000.0,-5662000.0,12563000.0,1331780000.0,175271000,138532000,288614000,293890000.0,,498295000,11771000,0.94,1817224000,262352000.0,3503268000,1460000,8054000.0,113206000.0,-1187749000,,2003881000,47756000.0,50669000,454592000,237945000,1.14,52527000.0,12092000,-944000,116412000,116412000,1237648000.0,1786372000,359137000.0,772059000.0,,62674000,102467000.0,,147549000.0,262352000,31137000.0,325000.0,454592000,625893000.0,29023000.0,-9654000,7997000.0,13344000,,0.0,148186000,-165051000,18152000,,222647000,53571000.0,6037000.0,2315519000,-3107000.0,-173048000.0,1049795000,124464000.0,231945000,18938000.0,,,,
2017-06-30,52438000,1523139000,,123100000,-240430000,-17900069000,201032000,12070000,-1538279000.0,665000.0,13375000.0,1566017000.0,174960000,171391000,288552000,292323000.0,,500161000,42108000,0.99,1844090000,261870000.0,3547409000,1448000,9496000.0,112327000.0,-1203158000,,2024270000,51061000.0,47644000,242426000,240908000,1.22,52527000.0,16000,10693000,123100000,123100000,1238107000.0,1808443000,381513000.0,764109000.0,,65948000,101060000.0,,159872000.0,261870000,36772000.0,325000.0,242426000,628908000.0,29090000.0,-9320000,0.0,13510000,,0.0,180711000,-152711000,20118000,,-212166000,0.0,13775000.0,2344251000,-2890000.0,-152711000.0,1307153000,123980000.0,454592000,27989000.0,,,,
2017-09-30,51321000,1535522000,,114899000,-529963000,-17797627000,199793000,12493000,-2047049000.0,-8350000.0,14105000.0,2078905000.0,181059000,153036000,292428000,289262000.0,,502343000,41338000,0.93,2406020000,265306000.0,4138301000,3679000,12584000.0,130246000.0,-1229938000,,2602779000,61191000.0,47333000,286822000,245095000,1.15,52527000.0,-6000,409000,114899000,114899000,1781912000.0,2365727000,401359000.0,771329000.0,,64036000,99614000.0,,149544000.0,265306000,34645000.0,325000.0,286822000,624474000.0,37756000.0,-21635000,4918000.0,12715000,,543185000.0,174671000,399572000,19052000,,44396000,0.0,23018000.0,2908363000,-3154000.0,-148531000.0,1538727000,124074000.0,242426000,18218000.0,,,,
2017-12-31,58616000,1560528000,,102837000,126543000,-17694790000,182514000,12213000,-531047000.0,12726000.0,12864000.0,1948900000.0,176432000,190303000,295501000,286097000.0,,495035000,72520000,0.83,2446153000,263513000.0,4201459000,31402000,5111000.0,128197000.0,-1260271000,,2640931000,70105000.0,47680000,465851000,247821000,1.05,52527000.0,-6000,6082000,102837000,102837000,1782529000.0,2414751000,444108000.0,713309000.0,,71389000,98215000.0,,142047000.0,263513000,39210000.0,325000.0,465851000,627616000.0,40467000.0,-8890000,0.0,12773000,,0.0,199193000,-146883000,18603000,-488650000.0,179029000,0.0,,2941188000,-2941000.0,-146883000.0,666486000,124257000.0,286822000,20923000.0,,,,
2018-03-31,50342000,1548946000,,134263000,1292652000,-17538015000,205340000,12117000,-631456000.0,4005000.0,12978000.0,652740000.0,185419000,82327000,299288000,289970000.0,,496795000,-69246000,1.09,2408528000,257536000.0,4140057000,52066000,6117000.0,,-1234734000,,2591111000,72402000.0,48152000,1713017000,251136000,1.38,52527000.0,-160000,7804000,134263000,134263000,1783159000.0,2356462000,214400000.0,736555000.0,,65717000,97250000.0,,152435000.0,257536000,18172000.0,326000.0,1703722000,630824000.0,40788000.0,-7662000,,15375000,,,89989000,-144930000,26307000,,1237878000,,,2905323000,-2698000.0,-152741000.0,1931930000,123506000.0,475139000,8921000.0,,,,
2018-06-30,48322000,921227000,,128351000,-269508000,-17409664000,205748000,12078000,-960947000.0,2893000.0,13298000.0,914879000.0,193010000,190810000,302452000,288996000.0,,682670000,42201000,1.04,1228915000,256064000.0,3292574000,4562000,6403000.0,,-1380989000,,2371347000,60770000.0,47365000,265704000,255087000,1.13,52527000.0,0,-5923000,128351000,128351000,1783788000.0,1171275000,,810103000.0,,62077000,113936000.0,,164878000.0,256064000,36527000.0,352000.0,256396000,,28792000.0,-11007000,,13755000,,,201817000,-1378865000,13749000,,-1447313000,,,1911585000,-2681000.0,-128856000.0,702446000,123200000.0,1713017000,6937000.0,,,,
2018-09-30,48819000,913636000,,137680000,-38697000,-17271984000,213187000,12255000,-475095000.0,1300000.0,15130000.0,947395000.0,194997000,176533000,305777000,286735000.0,,648646000,26156000,1.13,1235982000,256269000.0,3285729000,4610000,8397000.0,,-1401101000,,2372093000,71384000.0,48249000,240892000,257528000,1.13,52527000.0,0,112000,137680000,137680000,1784417000.0,1178966000,0.0,784405000.0,0.0,62531000,121682000.0,,178301000.0,256269000,40621000.0,352000.0,231571000,,22631000.0,-10928000,,13712000,,,187461000,-173181000,13653000,,-24812000,,,1884628000,-3003000.0,-178206000.0,447326000,122261000.0,265704000,6972000.0,,,,
2018-12-31,50076000,947590000,,182195000,85683000,-17089789000,256536000,11917000,-909254000.0,-106000.0,11098000.0,912254000.0,193966000,211090000,307452000,285720000.0,,597470000,73749000,,1317034000,253905000.0,3299978000,47365000,6029000.0,,-1385474000,,2352388000,64156000.0,48368000,366753000,259084000,,52527000.0,0,62570000,182195000,182195000,1785047000.0,1269669000,134000.0,732382000.0,0.0,65118000,,,233902000.0,253905000,51707000.0,352000.0,357415000,,22634000.0,-7410000,,15042000,,,218500000,-178349000,41046000,-497263000.0,125861000,,,1914504000,-2811000.0,-178349000.0,950107000,,240892000,20320000.0,,,,
2019-03-31,44520000,941280000,,162527000,430691000,-16927262000,224048000,11593000,-496779000.0,-147000.0,12462000.0,473365000.0,200252000,178197000,306408000,289730000.0,,604409000,4749000,1.35,1315267000,252237000.0,3325805000,62277000,5995000.0,4932000.0,-1406129000,,2384525000,63533000.0,45504000,788980000,260904000,1.36,52527000.0,-2958000,12203000,162527000,162527000,1785676000.0,1252990000,309119000.0,757284000.0,,60652000,119757000.0,,189824000.0,252237000,27297000.0,353000.0,779625000,,22631000.0,-9133000,,16132000,,,187330000,-196049000,34453000,,422227000,3183000.0,,1919676000,-2762000.0,-204302000.0,939561000,120317000.0,366753000,13737000.0,,,,
2019-06-30,45577000,934681000,,147534000,-12629000,-16779728000,224420000,11291000,-524962000.0,1041000.0,13155000.0,473362000.0,201693000,153789000,306289000,286143000.0,,594516000,-6351000,1.24,1295382000,250820000.0,3315065000,70440000,5257000.0,,-1425167000,,2380384000,57700000.0,44066000,760954000,262223000,1.24,52527000.0,-3353000,11436000,147534000,147534000,1786306000.0,1224942000,307935000.0,763466000.0,,60530000,118965000.0,,190494000.0,250820000,42960000.0,353000.0,751580000,,22635000.0,-11056000,,14953000,,,164845000,-180230000,36252000,,-28026000,,,1889898000,-2727000.0,-180230000.0,526742000,119361000.0,788980000,11641000.0,,,,
2019-09-30,43743000,960878000,,153913000,-655889000,-16625815000,227557000,11443000,-699920000.0,1232000.0,12620000.0,1120723000.0,205616000,196810000,308421000,281735000.0,,588584000,33503000,1.3,1298146000,260547000.0,3338649000,1484000,4142000.0,,-1451919000,,2377771000,65986000.0,44443000,118679000,263978000,1.3,52527000.0,-2219000,4041000,153913000,153913000,1786935000.0,1230011000,303764000.0,820295000.0,0.0,58362000,118194000.0,,193481000.0,260547000,39568000.0,353000.0,109288000,,22633000.0,-11309000,,14619000,,,208119000,-194054000,16473000,,-642275000,,,1886730000,-2419000.0,-198953000.0,57559000,118569000.0,760954000,6490000.0,,,,
