date,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2014-09-30,429000000.0,988000000,21000000.0,1259000000,1524000000,85000000.0,-445000000.0,,267000000.0,5587000000,12651000000,-301000000.0,-143000000.0,4091000000.0,,1010000000,-198000000.0,12782000000,53000000.0,1.62,21523000000,5450000000,-79000000.0,536000000,7201000000,16670000000,8614000000.0,104000000.0,1809000000.0,535000000,1615000000.0,-4000000.0,367000000,-3000000.0,356000000.0,5464000000,699000000,701000000,18000000,519000000.0,-168000000.0,-130000000.0,125000000,,2088000000.0,2995000000,140000000,283000000,431000000.0,4482000000.0,984000000,3377000000,4063000000,3310000000.0,,206000000.0,4000000.0,351000000.0,3885000000.0,4695000000.0,17600000000,699000000,34270000000,-362000000.0,-78000000.0,198000000.0,4091000000,1.63,26000000,4091000000,151000000.0,,,,,,
2014-12-31,427000000.0,855000000,-264000000.0,1189000000,1546000000,-91000000.0,29000000.0,5405000000.0,431000000.0,5709000000,12790000000,107000000.0,-307000000.0,3536000000.0,,856000000,-196000000.0,13181000000,1000000.0,1.39,20692000000,5416000000,-110000000.0,691000000,7374000000,16162000000,8539000000.0,34000000.0,1775000000.0,528000000,1878000000.0,0.0,430000000,4000000.0,362000000.0,5281000000,595000000,597000000,-4000000,736000000.0,-231000000.0,-950000000.0,190000000,-2043000000.0,1972000000.0,3014000000,297000000,233000000,428000000.0,4416000000.0,830000000,3362000000,4163000000,3518000000.0,,-555000000.0,4000000.0,505000000.0,4091000000.0,4444000000.0,17400000000,595000000,33562000000,-834000000.0,48000000.0,199000000.0,3536000000,1.39,26000000,3536000000,152000000.0,,,,,,
2015-03-31,407000000.0,570000000,-7000000.0,988000000,1178000000,-201000000.0,-464000000.0,,432000000.0,4820000000,13302000000,-126000000.0,-149000000.0,3024000000.0,-1330000000.0,528000000,-185000000.0,13306000000,91000000.0,0.76,19037000000,6635000000,-23000000.0,608000000,6667000000,15299000000,8509000000.0,4000000.0,1497000000.0,486000000,1926000000.0,-792000000.0,527000000,-3000000.0,360000000.0,5378000000,310000000,313000000,-47000000,114000000.0,-130000000.0,-436000000.0,191000000,,2014000000.0,4094000000,420000000,189000000,409000000.0,4024000000.0,502000000,3216000000,3642000000,3300000000.0,,-512000000.0,4000000.0,-16000000.0,3536000000.0,4290000000.0,17125000000,310000000,32424000000,-1318000000.0,369000000.0,190000000.0,3024000000,0.76,26000000,3024000000,151000000.0,,,,,,
2015-06-30,387000000.0,438000000,33000000.0,847000000,872000000,-142000000.0,-413000000.0,,24000000.0,3909000000,12220000000,-66000000.0,-123000000.0,2544000000.0,-447000000.0,417000000,-178000000.0,13417000000,71000000.0,0.74,18927000000,6548000000,-21000000.0,434000000,5672000000,14167000000,8507000000.0,2000000.0,1269000000.0,417000000,1810000000.0,-2820000000.0,418000000,2000000.0,327000000.0,5394000000,289000000,286000000,-23000000,194000000.0,-104000000.0,-561000000.0,182000000,,1976000000.0,4154000000,290000000,105000000,388000000.0,3476000000.0,391000000,3250000000,3037000000,3028000000.0,,-480000000.0,4000000.0,90000000.0,3024000000.0,4257000000.0,17058000000,289000000,31225000000,-1119000000.0,538000000.0,190000000.0,2544000000,0.75,26000000,2544000000,151000000.0,,,,,,
2015-09-30,380000000.0,234000000,-148000000.0,731000000,700000000,-117000000.0,89000000.0,,112000000.0,3306000000,11422000000,186000000.0,-106000000.0,1846000000.0,-444000000.0,216000000,-174000000.0,13398000000,74000000.0,0.41,18126000000,6229000000,-26000000.0,466000000,5193000000,12933000000,8465000000.0,18000000.0,1180000000.0,354000000,1669000000.0,-4757000000.0,422000000,-1000000.0,331000000.0,5172000000,155000000,156000000,-20000000,410000000.0,-98000000.0,-942000000.0,170000000,,1826000000.0,3981000000,271000000,36000000,381000000.0,3325000000.0,192000000,3122000000,2606000000,2810000000.0,,-698000000.0,4000000.0,312000000.0,2544000000.0,4087000000.0,16695000000,155000000,29628000000,-1477000000.0,138000000.0,184000000.0,1846000000,0.41,24000000,1846000000,2000000.0,,,,,,
2015-12-31,,-1632000000,-136000000.0,623000000,520000000,-110000000.0,322000000.0,5276000000.0,264000000.0,2722000000,10265000000,416000000.0,-136000000.0,2080000000.0,0.0,-1647000000,-173000000.0,11702000000,20000000.0,,16383000000,6016000000,-16000000.0,2152000000,4249000000,11801000000,6980000000.0,1000000.0,785000000.0,379000000,1250000000.0,-2246000000.0,283000000,1000000.0,327000000.0,4678000000,-1523000000,-1522000000,-20000000,614000000.0,-121000000.0,-224000000.0,156000000,-2152000000.0,1805000000.0,3928000000,261000000,-152000000,,2926000000.0,-1674000000,3124000000,2202000000,2284000000.0,,234000000.0,4000000.0,493000000.0,1846000000.0,3849000000.0,14924000000,-1523000000,26725000000,-1553000000.0,46000000.0,183000000.0,2080000000,,27000000,2080000000,2000000.0,,,,,,
2016-03-31,375000000.0,-189000000,-135000000.0,467000000,300000000,-157000000.0,610000000.0,,199000000.0,2189000000,9136000000,112000000.0,-103000000.0,1759000000.0,0.0,-211000000,-173000000.0,9635000000,83000000.0,-0.32,16356000000,5701000000,-21000000.0,489000000,3435000000,10048000000,10803000000.0,2000000.0,704000000.0,348000000,503000000.0,-3052000000.0,2329000000,-5000000.0,324000000.0,4534000000,-119000000,-118000000,-27000000,621000000.0,-84000000.0,-861000000.0,1415000000,,1239000000.0,3372000000,132000000,-118000000,375000000.0,2212000000.0,-236000000,3303000000,1889000000,2058000000.0,,-321000000.0,4000000.0,537000000.0,2080000000.0,3800000000.0,15521000000,-119000000,25569000000,-1308000000.0,706000000.0,175000000.0,1759000000,-0.32,25000000,1759000000,7000000.0,,,,,,
2016-06-30,375000000.0,-270000000,-153000000.0,434000000,139000000,-33000000.0,195000000.0,,74000000.0,1724000000,7598000000,208000000.0,-91000000.0,1661000000.0,0.0,-308000000,-19000000.0,9399000000,112000000.0,-0.58,16109000000,4651000000,-15000000.0,409000000,2947000000,9204000000,10695000000.0,1000000.0,653000000.0,292000000,422000000.0,-696000000.0,1383000000,-9000000.0,314000000.0,4287000000,-217000000,-217000000,-41000000,128000000.0,-77000000.0,-129000000.0,608000000,,1103000000.0,3268000000,104000000,-121000000,375000000.0,2044000000.0,-338000000,3277000000,1585000000,1774000000.0,,-98000000.0,4000000.0,51000000.0,1759000000.0,3709000000.0,14580000000,-217000000,23784000000,-1325000000.0,152000000.0,178000000.0,1661000000,-0.58,30000000,1661000000,12000000.0,,,,,,
2016-09-30,376000000.0,-214000000,72000000.0,396000000,79000000,-40000000.0,110000000.0,,35000000.0,1646000000,7306000000,110000000.0,-83000000.0,1510000000.0,,-1219000000,-19000000.0,8018000000,86000000.0,-3.62,14811000000,4691000000,-24000000.0,293000000,2615000000,8711000000,9641000000.0,1000000.0,550000000.0,293000000,467000000.0,-1121000000.0,1481000000,4000000.0,311000000.0,4161000000,-1362000000,-1364000000,-1008000000,58000000.0,-60000000.0,-126000000.0,581000000,,1155000000.0,3210000000,43000000,120000000,376000000.0,1808000000.0,-1244000000,3261000000,1567000000,1628000000.0,,-151000000.0,4000000.0,-2000000.0,1661000000.0,3626000000.0,13483000000,-1362000000,22194000000,-1283000000.0,231000000.0,176000000.0,1510000000,-3.62,25000000,1510000000,6000000.0,,,,,,
2016-12-31,376000000.0,-766000000,18000000.0,414000000,-459000000,-13000000.0,129000000.0,5448000000.0,119000000.0,1692000000,7137000000,352000000.0,-211000000.0,1408000000.0,,-780000000,-19000000.0,7285000000,-173000000.0,-1.9,13926000000,4090000000,-170000000.0,307000000,3047000000,7876000000,9597000000.0,22000000.0,440000000.0,307000000,395000000.0,-3000000.0,1382000000,-5000000.0,307000000.0,3325000000,-714000000,-717000000,-18000000,153000000.0,-63000000.0,-25000000.0,517000000,-2298000000.0,1064000000.0,2708000000,66000000,-88000000,376000000.0,2083000000.0,-805000000,3150000000,2151000000,1568000000.0,,-102000000.0,4000000.0,90000000.0,1510000000.0,3530000000.0,13264000000,-714000000,21140000000,-1452000000.0,-244000000.0,174000000.0,1408000000,-1.9,25000000,1408000000,506000000.0,,,,,,
2017-03-31,376000000.0,-97000000,4000000.0,388000000,209000000,-26000000.0,-3000000.0,,83000000.0,1741000000,6919000000,65000000.0,-42000000.0,1479000000.0,,-104000000,-19000000.0,7138000000,55000000.0,-0.32,13985000000,4067000000,-6000000.0,306000000,2852000000,7744000000,9532000000.0,6000000.0,363000000.0,306000000,380000000.0,-2000000.0,1360000000,8000000.0,302000000.0,3254000000,-122000000,-120000000,-11000000,111000000.0,-42000000.0,-13000000.0,520000000,,1043000000.0,2707000000,53000000,-9000000,376000000.0,1978000000.0,-129000000,3108000000,1532000000,1512000000.0,9000000.0,71000000.0,4000000.0,69000000.0,1408000000.0,3467000000.0,13160000000,-122000000,20904000000,-1356000000.0,101000000.0,175000000.0,1479000000,-0.32,25000000,1479000000,506000000.0,,,,,,
2017-06-30,377000000.0,-62000000,15000000.0,448000000,231000000,63000000.0,16000000.0,,71000000.0,1759000000,6865000000,57000000.0,-106000000.0,1530000000.0,,112000000,-19000000.0,7044000000,35000000.0,-0.2,13953000000,4014000000,-76000000.0,293000000,2851000000,7741000000,6129000000.0,13000000.0,573000000.0,293000000,599000000.0,-1000000.0,307000000,2000000.0,306000000.0,3207000000,-75000000,-74000000,-4000000,168000000.0,-43000000.0,-18000000.0,151000000,,999000000.0,2708000000,20000000,-14000000,377000000.0,2086000000.0,-88000000,3052000000,1528000000,854000000.0,1000000.0,51000000.0,4000000.0,125000000.0,1479000000.0,3438000000.0,13146000000,-75000000,20887000000,-1258000000.0,-110000000.0,174000000.0,1530000000,-0.2,26000000,1530000000,506000000.0,,,,,,
2017-09-30,377000000.0,-7000000,-3000000.0,447000000,285000000,-1000000.0,35000000.0,,57000000.0,1835000000,6783000000,-19000000.0,-36000000.0,1722000000.0,,170000000,-19000000.0,6999000000,51000000.0,-0.07,14084000000,3941000000,-3000000.0,292000000,2842000000,7825000000,6165000000.0,9000000.0,550000000.0,292000000,518000000.0,-1000000.0,309000000,-1000000.0,309000000.0,3219000000,-26000000,-27000000,-8000000,232000000.0,-42000000.0,-21000000.0,156000000,,925000000.0,2707000000,7000000,-3000000,377000000.0,2060000000.0,-30000000,3031000000,1550000000,828000000.0,1000000.0,192000000.0,4000000.0,190000000.0,1530000000.0,3377000000.0,13109000000,-26000000,20934000000,-1109000000.0,22000000.0,174000000.0,1722000000,-0.07,26000000,1722000000,506000000.0,,,,,,
2017-12-31,377000000.0,-111000000,-357000000.0,510000000,167000000,50000000.0,400000000.0,5561000000.0,81000000.0,1969000000,6046000000,126000000.0,-61000000.0,1437000000.0,,-120000000,-19000000.0,6966000000,-121000000.0,-0.04,14160000000,3692000000,-1000000.0,278000000,2354000000,7217000000,9528000000.0,5000000.0,279000000.0,278000000,267000000.0,-502000000.0,986000000,-22000000.0,309000000.0,3003000000,-14000000,-15000000,-15000000,321000000.0,-65000000.0,-543000000.0,459000000,-2559000000.0,677000000.0,2706000000,8000000,-130000000,377000000.0,2015000000.0,-145000000,3002000000,1802000000,1478000000.0,-14000000.0,-285000000.0,4000000.0,256000000.0,1722000000.0,3301000000.0,12989000000,-14000000,20206000000,-1110000000.0,59000000.0,175000000.0,1437000000,-0.04,25000000,1437000000,6000000.0,,,,,,
2018-03-31,377000000.0,-1000000,5000000.0,528000000,287000000,14000000.0,-258000000.0,,35000000.0,1795000000,5859000000,-146000000.0,-61000000.0,1236000000.0,,-39000000,-19000000.0,6883000000,19000000.0,-0.18,14151000000,3727000000,-36000000.0,288000000,2132000000,7186000000,9432000000.0,14000000.0,598000000.0,288000000,287000000.0,-2000000.0,1020000000,3000000.0,312000000.0,3146000000,-68000000,-66000000,-45000000,-129000000.0,-39000000.0,-18000000.0,466000000,,685000000.0,2707000000,8000000,3000000,377000000.0,2102000000.0,-63000000,2926000000,1508000000,965000000.0,,-201000000.0,4000000.0,-168000000.0,1437000000.0,3215000000.0,12824000000,-68000000,20010000000,-1061000000.0,-79000000.0,173000000.0,1236000000,-0.18,24000000,1236000000,6000000.0,,,,,,
2018-06-30,378000000.0,52000000,12000000.0,616000000,355000000,74000000.0,-28000000.0,,11000000.0,2106000000,5790000000,-4000000.0,-299000000.0,1137000000.0,,227000000,-19000000.0,6888000000,55000000.0,0.06,13900000000,3596000000,-244000000.0,303000000,2194000000,7008000000,6273000000.0,8000000.0,609000000.0,303000000,445000000.0,-2000000.0,223000000,19000000.0,308000000.0,3158000000,24000000,25000000,-4000000,239000000.0,-63000000.0,-2000000.0,126000000,,666000000.0,2707000000,13000000,5000000,381000000.0,1967000000.0,30000000,2859000000,1751000000,613000000.0,,-99000000.0,4000000.0,176000000.0,1236000000.0,3171000000.0,12750000000,24000000,19758000000,-1298000000.0,166000000.0,174000000.0,1137000000,0.06,23000000,1137000000,8000000.0,,,,,,
2018-09-30,379000000.0,73000000,-2000000.0,675000000,393000000,64000000.0,-41000000.0,,0.0,2154000000,5917000000,-43000000.0,-32000000.0,1293000000.0,,229000000,-19000000.0,6869000000,55000000.0,0.002611,13906000000,3641000000,0.0,320000000,2276000000,7221000000,6339000000.0,39000000.0,570000000.0,320000000,,-2000000.0,263000000,29000000.0,304000000.0,3177000000,1000000,4000000,-22000000,190000000.0,-71000000.0,8000000.0,131000000,,672000000.0,2706000000,13000000,29000000,383000000.0,2005000000.0,33000000,2813000000,1761000000,626000000.0,,156000000.0,4000000.0,119000000.0,1137000000.0,3072000000.0,12672000000,1000000,19893000000,-1328000000.0,-50000000.0,172000000.0,1293000000,0.002639,24000000,1293000000,8000000.0,,,,,,
2018-12-31,379000000.0,409000000,-78000000.0,722000000,409000000,44000000.0,88000000.0,5484000000.0,66000000.0,2398000000,5907000000,186000000.0,-65000000.0,1427000000.0,,63000000,-19000000.0,6862000000,-136000000.0,0.03,13889000000,3566000000,0.0,322000000,2341000000,7279000000,9284000000.0,6000000.0,458000000.0,322000000,200000000.0,-2000000.0,862000000,3000000.0,301000000.0,2986000000,12000000,15000000,-31000000,221000000.0,-71000000.0,-18000000.0,436000000,-2687000000.0,564000000.0,2704000000,23000000,26000000,383000000.0,2101000000.0,41000000,2797000000,1989000000,1088000000.0,,134000000.0,4000000.0,150000000.0,1293000000.0,3020000000.0,12517000000,12000000,19796000000,-1437000000.0,-109000000.0,171000000.0,1427000000,0.03,22000000,1427000000,7000000.0,,,,,,
2019-03-31,380000000.0,-48000000,-9000000.0,679000000,256000000,-49000000.0,-166000000.0,3394000000.0,21000000.0,1940000000,6162000000,-152000000.0,-107000000.0,1270000000.0,,117000000,-19000000.0,6766000000,35000000.0,-0.2,13765000000,4059000000,-65000000.0,304000000,2103000000,6938000000,6292000000.0,1000000.0,412000000.0,304000000,,,283000000,-1000000.0,299000000.0,3131000000,-77000000,-75000000,-18000000,-38000000.0,-43000000.0,-20000000.0,126000000,,565000000.0,2483000000,24000000,-10000000,380000000.0,1793000000.0,-85000000,3394000000,1684000000,586000000.0,,-157000000.0,4000000.0,-81000000.0,1427000000.0,2942000000.0,13064000000,-77000000,20002000000,-1413000000.0,326000000.0,177000000.0,1270000000,-0.2,25000000,1270000000,,,,,,,
2019-06-30,382000000.0,-355000000,-360000000.0,695000000,62000000,16000000.0,-223000000.0,3054000000.0,0.0,2132000000,5862000000,-41000000.0,-49000000.0,1121000000.0,,-5732000000,-19000000.0,1358000000,40000000.0,-14.11,8487000000,3641000000,0.0,417000000,2221000000,6766000000,4106000000.0,5000000.0,455000000.0,417000000,229000000.0,,462000000,0.0,294000000.0,2858000000,-5389000000,-5384000000,-5383000000,-73000000.0,-54000000.0,-19000000.0,423000000,,177000000.0,2483000000,20000000,-373000000,382000000.0,1973000000.0,-5757000000,3054000000,2070000000,955000000.0,,-149000000.0,4000000.0,-127000000.0,1270000000.0,900000000.0,7583000000,-5389000000,14349000000,-1392000000.0,-182000000.0,154000000.0,1121000000,-14.11,25000000,1121000000,,,,,,,
2019-09-30,382000000.0,-142000000,2000000.0,716000000,151000000,13000000.0,487000000.0,3034000000.0,9000000.0,2126000000,5876000000,24000000.0,-112000000.0,1313000000.0,,-62000000,-20000000.0,1094000000,50000000.0,-0.64,8129000000,3600000000,-115000000.0,293000000,2276000000,6515000000,4102000000.0,72000000.0,455000000.0,293000000,251000000.0,,443000000,-14000000.0,291000000.0,2537000000,-244000000,-249000000,-26000000,352000000.0,-69000000.0,-34000000.0,354000000,,174000000.0,2484000000,38000000,60000000,382000000.0,1799000000.0,-189000000,3034000000,1975000000,983000000.0,,192000000.0,4000000.0,283000000.0,1121000000.0,866000000.0,7490000000,-244000000,14005000000,-1524000000.0,194000000.0,102000000.0,1313000000,-0.64,25000000,1313000000,,,,,,,
