date,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyStockBasedCompensation,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
2003-09-30,-81000000,,,3443000000,,,2727000000.0,-213000000.0,,25264000000.0,-1.36,25496000000.0,4962000000.0,,6605000000.0,217000000,1175000000.0,-4000000.0,365000000.0,497000000.0,1429000000.0,18659000000.0,796000000.0,,123389862.0,86000000.0,2092000000.0,3524000000.0,11437000000.0,,4145000000.0,2166000000.0,-202000000.0,205000000.0,186000000.0,-76000000.0,1005000000.0,-259000000.0,-175000000.0,4000000.0,-1.36,197000000.0,-164000000,-164000000,1765000000.0,-8651000000.0,0.0,,-88000000.0,1539000000.0,201000000.0,,-90000000.0,-254000000.0,16845000000.0,,,-58000000.0,,97000000.0,20799000000.0,25761000000.0,2727000000.0,123389862.0,-40000000.0,-168000000,,-1494000000.0,,1735000000.0,695000000.0,2815000000.0,2727000000.0,,,,
2003-12-31,-366000000,,,3398000000,,,2710000000.0,-64000000.0,,27015000000.0,,25657000000.0,4967000000.0,,6624000000.0,-59000000,844000000.0,,-632000000.0,-659000000.0,1285000000.0,20391000000.0,662000000.0,,,-79000000.0,2092000000.0,3764000000.0,11460000000.0,,5899000000.0,2159000000.0,-118000000.0,917000000.0,191000000.0,-35000000.0,1002000000.0,-181000000.0,149000000.0,35000000.0,,202000000.0,-327000000,-327000000,2429000000.0,-8905000000.0,21000000.0,,-17000000.0,1644000000.0,82000000.0,,-185000000.0,-512000000.0,16752000000.0,,,-99000000.0,,95000000.0,21389000000.0,26356000000.0,2710000000.0,,181000000.0,-332000000,,-2338000000.0,,1759000000.0,691000000.0,2727000000.0,2710000000.0,,,,
2004-03-31,-388000000,,,3292000000,,,2180000000.0,-192000000.0,,27202000000.0,-3.12,25934000000.0,4684000000.0,,6817000000.0,-81000000,457000000.0,,103000000.0,-1028000000.0,1273000000.0,20385000000.0,823000000.0,,123879082.0,57000000.0,2092000000.0,3680000000.0,11790000000.0,,5648000000.0,2240000000.0,-596000000.0,1010000000.0,194000000.0,-58000000.0,784000000.0,-249000000.0,-12000000.0,-29000000.0,-3.12,208000000.0,-383000000,-383000000,2549000000.0,-9178000000.0,,,-530000000.0,2006000000.0,-280000000.0,,-215000000.0,-598000000.0,16756000000.0,,,-529000000.0,,93000000.0,21490000000.0,26174000000.0,2180000000.0,123879082.0,,-387000000,,-2326000000.0,,1789000000.0,685000000.0,2710000000.0,2180000000.0,,,,
2004-06-30,-241000000,,,3961000000,,,1966000000.0,-226000000.0,,27127000000.0,-15.79,26561000000.0,3816000000.0,,6089000000.0,70000000,-1512000000.0,,2019000000.0,-2952000000.0,1232000000.0,21038000000.0,823000000.0,,124690747.0,44000000.0,2092000000.0,4202000000.0,12053000000.0,,5756000000.0,2256000000.0,-231000000.0,357000000.0,197000000.0,-44000000.0,499000000.0,-271000000.0,-2000000.0,1000000.0,-15.79,215000000.0,-1963000000,-1963000000,1442000000.0,-9828000000.0,,278000000.0,-214000000.0,2081000000.0,56000000.0,,1534000000.0,-429000000.0,16733000000.0,,,-215000000.0,,92000000.0,20359000000.0,24175000000.0,1966000000.0,124690747.0,,-1968000000,,-2287000000.0,,1726000000.0,680000000.0,2180000000.0,1966000000.0,,,,
2004-09-30,-423000000,,,3871000000,,,1446000000.0,-117000000.0,,27103000000.0,-5.16,25932000000.0,3314000000.0,,5928000000.0,-112000000,-2162000000.0,0.0,185000000.0,-3577000000.0,1233000000.0,21175000000.0,796000000.0,,126150521.0,37000000.0,2092000000.0,4294000000.0,12214000000.0,,5822000000.0,2270000000.0,-471000000.0,347000000.0,210000000.0,58000000.0,552000000.0,-155000000.0,-3000000.0,-25000000.0,-5.16,209000000.0,-646000000,-646000000,1563000000.0,-9465000000.0,,232000000.0,-520000000.0,1975000000.0,-461000000.0,,-6000000.0,-652000000.0,16467000000.0,,,-616000000.0,,90000000.0,20212000000.0,23526000000.0,1446000000.0,126150521.0,1000000.0,-651000000,,-2270000000.0,,1716000000.0,671000000.0,1966000000.0,1446000000.0,,,,
2004-12-31,-381000000,,,3641000000,,,1463000000.0,315000000.0,,27597000000.0,,25874000000.0,3606000000.0,,5941000000.0,-66000000,-4373000000.0,,-593000000.0,-5796000000.0,1151000000.0,21656000000.0,696000000.0,,,-182000000.0,227000000.0,4022000000.0,13005000000.0,,6247000000.0,-4186000000.0,-154000000.0,383000000.0,223000000.0,680000000.0,893000000.0,-85000000.0,-18000000.0,-1719000000.0,,203000000.0,-2206000000,-2206000000,1333000000.0,-9318000000.0,,,557000000.0,1838000000.0,-438000000.0,,-107000000.0,-2313000000.0,16556000000.0,,336000000.0,-523000000.0,,79000000.0,18195000000.0,21801000000.0,1799000000.0,,348000000.0,-2211000000,,-2358000000.0,,1560000000.0,676000000.0,1446000000.0,1463000000.0,,,,
2005-03-31,-957000000,,,3647000000,,,1646000000.0,-67000000.0,,28366000000.0,-7.64,26162000000.0,3841000000.0,,6809000000.0,-644000000,-5449000000.0,,1236000000.0,-6629000000.0,1195000000.0,21557000000.0,892000000.0,,140924006.0,222000000.0,227000000.0,4604000000.0,13043000000.0,,6121000000.0,1898000000.0,-210000000.0,358000000.0,268000000.0,85000000.0,1030000000.0,-289000000.0,,-4000000.0,-7.64,222000000.0,-1071000000,-1071000000,1156000000.0,-9726000000.0,,,183000000.0,2292000000.0,165000000.0,,-144000000.0,-1215000000.0,16436000000.0,,169000000.0,-124000000.0,,77000000.0,17896000000.0,21737000000.0,1815000000.0,140924006.0,,-1076000000,,-2126000000.0,,1698000000.0,664000000.0,1463000000.0,1646000000.0,,,,
2005-06-30,-129000000,,,4185000000,,,1341000000.0,-99000000.0,,28546000000.0,-2.64,26413000000.0,3786000000.0,,6921000000.0,197000000,-5837000000.0,,280000000.0,-6985000000.0,1151000000.0,21625000000.0,923000000.0,,146820375.0,220000000.0,227000000.0,4314000000.0,12957000000.0,,6278000000.0,1795000000.0,-100000000.0,368000000.0,288000000.0,-104000000.0,1125000000.0,-299000000.0,,3000000.0,-2.64,219000000.0,-382000000,-382000000,1096000000.0,-10037000000.0,,,-305000000.0,2376000000.0,-102000000.0,,-18000000.0,-400000000.0,16376000000.0,,330000000.0,-401000000.0,,76000000.0,17775000000.0,21561000000.0,1671000000.0,146820375.0,,-388000000,,-2148000000.0,,1678000000.0,370000000.0,1646000000.0,1341000000.0,,,,
2005-09-30,-240000000,,,4216000000,,,1361000000.0,-653000000.0,,28678000000.0,-6.73,24445000000.0,4283000000.0,,4960000000.0,77000000,-6971000000.0,,1230000000.0,-8463000000.0,435000000.0,23718000000.0,1007000000.0,,168433862.0,-530000000.0,227000000.0,4456000000.0,6657000000.0,,17061000000.0,491000000.0,-1133000000.0,1119000000.0,277000000.0,573000000.0,935000000.0,-143000000.0,-44000000.0,-607000000.0,-6.73,183000000.0,-1130000000,-1130000000,1101000000.0,-9916000000.0,,,20000000.0,1950000000.0,100000000.0,,23000000.0,-1107000000.0,14529000000.0,,0.0,-43000000.0,,75000000.0,15932000000.0,20215000000.0,1361000000.0,168433862.0,,-1134000000,,-2529000000.0,,1100000000.0,338000000.0,1341000000.0,1361000000.0,,,,
2005-12-31,-675000000,,,4143000000,,,2008000000.0,359000000.0,,29934000000.0,,23961000000.0,4480000000.0,,5265000000.0,-358000000,-8209000000.0,,-944000000.0,-9895000000.0,435000000.0,24669000000.0,819000000.0,,,16000000.0,227000000.0,4818000000.0,6557000000.0,,18112000000.0,484000000.0,-172000000.0,969000000.0,199000000.0,276000000.0,1186000000.0,-83000000.0,2198000000.0,0.0,,172000000.0,-1235000000,-1235000000,978000000.0,-9681000000.0,,,647000000.0,1712000000.0,12000000.0,,98000000.0,-1137000000.0,14280000000.0,,0.0,-71000000.0,,74000000.0,15559000000.0,20039000000.0,2008000000.0,,,-1238000000,,-2722000000.0,,1407000000.0,338000000.0,1361000000.0,2008000000.0,,,,
2006-03-31,-485000000,,,3719000000,,,2429000000.0,-132000000.0,,32221000000.0,-10.68,23522000000.0,5107000000.0,,6314000000.0,-184000000,-10280000000.0,,,-11663000000.0,401000000.0,25907000000.0,1012000000.0,,193913858.0,-40000000.0,227000000.0,4204000000.0,6654000000.0,,18946000000.0,553000000.0,-143000000.0,933000000.0,214000000.0,-148000000.0,1302000000.0,-92000000.0,-5000000.0,-1403000000.0,-10.68,171000000.0,-2069000000,-2069000000,1127000000.0,-9496000000.0,,,421000000.0,2347000000.0,701000000.0,,-21000000.0,-2090000000.0,14026000000.0,,,609000000.0,,71000000.0,15451000000.0,20558000000.0,2429000000.0,193913858.0,,-2071000000,,-2721000000.0,,1638000000.0,2000000.0,2008000000.0,2429000000.0,,,,
2006-06-30,369000000,,,4655000000,,,2431000000.0,-170000000.0,,34603000000.0,-11.18,23197000000.0,5902000000.0,,6470000000.0,687000000,-12485000000.0,,,-13866000000.0,390000000.0,28133000000.0,1030000000.0,,197227191.0,-98000000.0,227000000.0,4286000000.0,6508000000.0,,21625000000.0,448000000.0,-74000000.0,1046000000.0,227000000.0,-74000000.0,1399000000.0,-72000000.0,0.0,19000000.0,-11.18,172000000.0,-2205000000,-2205000000,923000000.0,-9582000000.0,,,2000000.0,2470000000.0,246000000.0,,4000000.0,-2201000000.0,13615000000.0,,464000000.0,174000000.0,,70000000.0,14835000000.0,20737000000.0,2895000000.0,197227191.0,,-2205000000,,-2720000000.0,,1570000000.0,2000000.0,2429000000.0,2431000000.0,,,,
2006-09-30,168000000,,,4659000000,,,2283000000.0,-64000000.0,,34552000000.0,0.26,23007000000.0,5881000000.0,,6113000000.0,461000000,-12433000000.0,,,-13871000000.0,408000000.0,28439000000.0,999000000.0,,200000000.0,31000000.0,227000000.0,4491000000.0,6422000000.0,,22017000000.0,470000000.0,-181000000.0,1021000000.0,222000000.0,-181000000.0,1359000000.0,-95000000.0,0.0,-31000000.0,0.22,178000000.0,52000000,52000000,1132000000.0,-9636000000.0,,,-148000000.0,2998000000.0,97000000.0,,-23000000.0,29000000.0,13371000000.0,,525000000.0,2000000.0,,70000000.0,14800000000.0,20681000000.0,2808000000.0,236363636.0,,52000000,,-2777000000.0,,811000000.0,2000000.0,2431000000.0,2283000000.0,,,,
2006-12-31,6000000,,,4138000000,,,2034000000.0,5000000.0,,33215000000.0,,22747000000.0,5385000000.0,,5769000000.0,370000000,-14414000000.0,,,-13593000000.0,670000000.0,27446000000.0,915000000.0,,,119000000.0,227000000.0,4132000000.0,6509000000.0,,20531000000.0,477000000.0,-202000000.0,1152000000.0,207000000.0,-203000000.0,1503000000.0,-154000000.0,-1000000.0,-7000000.0,,181000000.0,-1981000000,-1981000000,948000000.0,-9774000000.0,,406000000.0,-249000000.0,2160000000.0,-51000000.0,,-725000000.0,-2706000000.0,12973000000.0,,614000000.0,-205000000.0,,89000000.0,14237000000.0,19622000000.0,2648000000.0,,,-1981000000,,-518000000.0,,936000000.0,2000000.0,2283000000.0,2034000000.0,,,,
2007-03-31,155000000,,,4144000000,,,2093000000.0,-75000000.0,,33487000000.0,-0.66,22270000000.0,6134000000.0,,7999000000.0,446000000,-14574000000.0,,,-13676000000.0,607000000.0,25488000000.0,986000000.0,,196969697.0,28000000.0,227000000.0,3989000000.0,4792000000.0,,20311000000.0,474000000.0,-226000000.0,1509000000.0,200000000.0,-226000000.0,3219000000.0,-155000000.0,,29000000.0,-0.66,184000000.0,-130000000,-130000000,834000000.0,-9742000000.0,,385000000.0,59000000.0,2816000000.0,360000000.0,,0.0,-130000000.0,12528000000.0,,790000000.0,205000000.0,,88000000.0,13677000000.0,19811000000.0,2883000000.0,196969697.0,34000000.0,-130000000,,-441000000.0,,884000000.0,2000000.0,2034000000.0,2093000000.0,,,,
2007-06-30,490000000,2599000000.0,,5003000000,,,1830000000.0,-78000000.0,,24262000000.0,5.11,11623000000.0,6249000000.0,,7731000000.0,778000000,164000000.0,,,9472000000.0,780000000.0,16531000000.0,1140000000.0,,311545988.0,86000000.0,12373000000.0,4513000000.0,6913000000.0,,198000000.0,425000000.0,-14000000.0,333000000.0,182000000.0,-640000000.0,1386000000.0,-173000000.0,,7000000.0,3.74,246000000.0,1592000000,1592000000,725000000.0,-154000000.0,,1502000000.0,-263000000.0,3839000000.0,455000000.0,,99000000.0,1691000000.0,11469000000.0,,1549000000.0,282000000.0,,2918000000.0,27485000000.0,33734000000.0,3379000000.0,311545988.0,0.0,1592000000,,8000000.0,,1288000000.0,0.0,2093000000.0,1830000000.0,,,,
2007-09-30,-3064000000,2566000000.0,,5227000000,,,1623000000.0,-282000000.0,1948000000.0,23025000000.0,0.56,11947000000.0,5645000000.0,,6704000000.0,-2767000000,384000000.0,,,9748000000.0,873000000.0,16321000000.0,1213000000.0,3279000000.0,196969697.0,50000000.0,12169000000.0,5012000000.0,7430000000.0,,-489000000.0,1789000000.0,-253000000.0,579000000.0,132000000.0,63000000.0,904000000.0,-301000000.0,-3000000.0,0.0,0.56,257000000.0,220000000,220000000,540000000.0,-389000000.0,,1524000000.0,-207000000.0,3620000000.0,12000000.0,,143000000.0,363000000.0,11558000000.0,,767000000.0,-289000000.0,,2861000000.0,27128000000.0,32773000000.0,2390000000.0,196969697.0,0.0,220000000,,15000000.0,,975000000.0,0.0,1830000000.0,1623000000.0,,,,
2007-12-31,98000000,2532000000.0,,4783000000,,,2648000000.0,-190000000.0,,22310000000.0,,12309000000.0,5240000000.0,,6605000000.0,386000000,314000000.0,,,10113000000.0,849000000.0,15705000000.0,1066000000.0,,,25000000.0,12104000000.0,4685000000.0,7986000000.0,1055000000.0,465000000.0,1491000000.0,-987000000.0,0.0,138000000.0,683000000.0,1014000000.0,-407000000.0,-16000000.0,-4000000.0,,262000000.0,-70000000,-70000000,572000000.0,-608000000.0,,855000000.0,1025000000.0,2322000000.0,532000000.0,,-35000000.0,-105000000.0,11701000000.0,,138000000.0,125000000.0,,2806000000.0,27183000000.0,32423000000.0,2786000000.0,,83000000.0,-170000000,,435000000.0,,1045000000.0,0.0,1623000000.0,2648000000.0,,,,
2008-03-31,341000000,2211000000.0,,4766000000,,,2492000000.0,-550000000.0,3319000000.0,22804000000.0,-16.15,12781000000.0,5329000000.0,,6671000000.0,-5946000000,-6076000000.0,,,3951000000.0,1382000000.0,16133000000.0,1325000000.0,1447000000.0,395600000.0,11000000.0,6010000000.0,2978000000.0,8387000000.0,,793000000.0,1316000000.0,-615000000.0,0.0,147000000.0,111000000.0,732000000.0,-586000000.0,-7000000.0,-6125000000.0,-16.15,263000000.0,-6390000000,-6390000000,720000000.0,-836000000.0,,881000000.0,-156000000.0,3813000000.0,283000000.0,,0.0,-6390000000.0,11945000000.0,,103000000.0,-303000000.0,,2751000000.0,21426000000.0,26755000000.0,2595000000.0,395600000.0,0.0,-6390000000,,650000000.0,,322000000.0,0.0,2648000000.0,2492000000.0,,,,
2008-06-30,717000000,2123000000.0,,5499000000,,,3239000000.0,-259000000.0,2485000000.0,23930000000.0,-2.64,13053000000.0,7167000000.0,,8132000000.0,-720000000,-7120000000.0,,,3721000000.0,1434000000.0,15798000000.0,1418000000.0,3014000000.0,395700000.0,3000000.0,5169000000.0,1768000000.0,8338000000.0,,675000000.0,1340000000.0,-97000000.0,879000000.0,141000000.0,17000000.0,796000000.0,-320000000.0,-1000000.0,-1260000000.0,-2.64,225000000.0,-1044000000,-1044000000,974000000.0,-1054000000.0,,811000000.0,747000000.0,5133000000.0,989000000.0,,-119000000.0,-1163000000.0,11999000000.0,,103000000.0,669000000.0,,2342000000.0,20484000000.0,27651000000.0,3342000000.0,395700000.0,0.0,-1044000000,,1451000000.0,,347000000.0,0.0,2492000000.0,3239000000.0,,,,
2008-09-30,391000000,2058000000.0,,5719000000,,,2160000000.0,-1106000000.0,2455000000.0,23207000000.0,-0.13,13329000000.0,5488000000.0,,6788000000.0,383000000,-7170000000.0,,,2391000000.0,1694000000.0,16419000000.0,1240000000.0,3264000000.0,395700000.0,-5000000.0,5168000000.0,5328000000.0,9274000000.0,,537000000.0,1346000000.0,-145000000.0,0.0,140000000.0,1017000000.0,865000000.0,-310000000.0,-4000000.0,-62000000.0,-0.13,243000000.0,-50000000,-50000000,591000000.0,-1269000000.0,,714000000.0,-1079000000.0,3537000000.0,-990000000.0,,0.0,-50000000.0,12060000000.0,,921000000.0,-1300000000.0,,2291000000.0,20110000000.0,25598000000.0,3081000000.0,395700000.0,0.0,-50000000,,152000000.0,,347000000.0,0.0,3239000000.0,2160000000.0,,,,
2008-12-31,672000000,3489000000.0,,6713000000,,,4255000000.0,3513000000.0,3094000000.0,44140000000.0,,22185000000.0,8904000000.0,,11022000000.0,-787000000,-8608000000.0,,,874000000.0,1507000000.0,33118000000.0,1443000000.0,3619000000.0,,-1000000.0,9731000000.0,2422000000.0,15411000000.0,1624000000.0,1342000000.0,1831000000.0,-739000000.0,0.0,277000000.0,571000000.0,5722000000.0,-306000000.0,1000000000.0,-1070000000.0,,388000000.0,-1438000000,-1438000000,808000000.0,-1558000000.0,,1981000000.0,2095000000.0,0.0,-1989000000.0,,0.0,-1438000000.0,20627000000.0,,212000000.0,-2295000000.0,,4944000000.0,36110000000.0,45014000000.0,4467000000.0,,609000000.0,-1438000000,,-4080000000.0,726000000.0,1604000000.0,0.0,2160000000.0,4255000000.0,,,,
2009-03-31,490000000,3428000000.0,,6684000000,,,4441000000.0,-272000000.0,3303000000.0,43876000000.0,-0.96,22794000000.0,8057000000.0,,11527000000.0,-102000000,-9402000000.0,,,519000000.0,1543000000.0,32349000000.0,1419000000.0,3381000000.0,827080000.0,-1000000.0,9729000000.0,2813000000.0,14743000000.0,1605000000.0,1272000000.0,2223000000.0,-538000000.0,0.0,308000000.0,-185000000.0,6140000000.0,-435000000.0,-3000000.0,-112000000.0,-0.96,380000000.0,-794000000,-794000000,795000000.0,-1898000000.0,,1901000000.0,186000000.0,0.0,643000000.0,,0.0,-794000000.0,20896000000.0,,67000000.0,208000000.0,,4918000000.0,36338000000.0,44395000000.0,4508000000.0,827080000.0,90000000.0,-794000000,,-3663000000.0,,1648000000.0,0.0,4255000000.0,4441000000.0,,,,
2009-06-30,927000000,3367000000.0,,7000000000,,,4851000000.0,-132000000.0,3728000000.0,43500000000.0,-0.31,23159000000.0,8299000000.0,,11149000000.0,454000000,-9659000000.0,,,980000000.0,1490000000.0,32351000000.0,1410000000.0,3272000000.0,827000000.0,1000000.0,9737000000.0,2801000000.0,14774000000.0,1580000000.0,1223000000.0,2220000000.0,-315000000.0,0.0,324000000.0,-292000000.0,5826000000.0,-176000000.0,-11000000.0,3000000.0,-0.31,372000000.0,-257000000,-257000000,640000000.0,-2243000000.0,,1886000000.0,410000000.0,0.0,834000000.0,,4000000.0,-253000000.0,20916000000.0,,91000000.0,658000000.0,,4888000000.0,36181000000.0,44480000000.0,4942000000.0,827000000.0,41000000.0,-257000000,,-2963000000.0,,1580000000.0,0.0,4441000000.0,4851000000.0,,,,
2009-09-30,1259000000,3365000000.0,,7574000000,,,5396000000.0,-245000000.0,4125000000.0,43953000000.0,-0.19,23242000000.0,8862000000.0,,9594000000.0,525000000,-9820000000.0,,,900000000.0,1484000000.0,34359000000.0,1469000000.0,3449000000.0,828000000.0,-124000000.0,9778000000.0,2866000000.0,16655000000.0,1535000000.0,1261000000.0,2278000000.0,-1203000000.0,0.0,319000000.0,815000000.0,4552000000.0,-121000000.0,-64000000.0,-197000000.0,-0.19,356000000.0,-161000000,-161000000,691000000.0,-2584000000.0,,1861000000.0,545000000.0,0.0,-25000000.0,,-18000000.0,-179000000.0,20658000000.0,,92000000.0,-146000000.0,,4864000000.0,35991000000.0,44853000000.0,5488000000.0,828000000.0,-10000000.0,-161000000,,-2907000000.0,,1483000000.0,0.0,4851000000.0,5396000000.0,,,,
2009-12-31,945000000,3198000000.0,,6805000000,,,4607000000.0,-359000000.0,3802000000.0,43294000000.0,,23357000000.0,7741000000.0,,9797000000.0,356000000,-9845000000.0,,,245000000.0,1663000000.0,33497000000.0,1353000000.0,3003000000.0,,61000000.0,9787000000.0,2857000000.0,15665000000.0,1614000000.0,1222000000.0,1522000000.0,-835000000.0,0.0,327000000.0,-357000000.0,4746000000.0,-470000000.0,-16000000.0,-107000000.0,,327000000.0,-25000000,-25000000,749000000.0,-2924000000.0,,1667000000.0,-789000000.0,0.0,-73000000.0,,-330000000.0,-355000000.0,20433000000.0,,71000000.0,-543000000.0,,4829000000.0,35798000000.0,43539000000.0,4678000000.0,,36000000.0,-25000000,,-3563000000.0,,1249000000.0,0.0,5396000000.0,4607000000.0,,,,
2010-03-31,972000000,3128000000.0,,6848000000,,,4913000000.0,-293000000.0,3769000000.0,44267000000.0,-0.31,23728000000.0,8361000000.0,,11224000000.0,465000000,-10101000000.0,,,72000000.0,1755000000.0,33043000000.0,1533000000.0,3079000000.0,832000000.0,-43000000.0,9794000000.0,2797000000.0,15251000000.0,1602000000.0,1319000000.0,2036000000.0,-368000000.0,0.0,326000000.0,-367000000.0,5657000000.0,-328000000.0,1000000.0,-62000000.0,-0.31,319000000.0,-256000000,-256000000,898000000.0,-3247000000.0,,1731000000.0,306000000.0,0.0,966000000.0,,10000000.0,-246000000.0,20481000000.0,,0.0,638000000.0,,4805000000.0,35978000000.0,44339000000.0,4913000000.0,832000000.0,73000000.0,-256000000,,-3502000000.0,,1505000000.0,0.0,4607000000.0,4913000000.0,,,,
2010-06-30,1784000000,3014000000.0,,8168000000,,,4434000000.0,-262000000.0,4735000000.0,43610000000.0,0.56,23938000000.0,7868000000.0,,11892000000.0,1162000000,-9634000000.0,,,199000000.0,699000000.0,31718000000.0,1645000000.0,3433000000.0,834000000.0,-71000000.0,9794000000.0,2951000000.0,14228000000.0,6176000000.0,1353000000.0,2079000000.0,-1254000000.0,0.0,315000000.0,-1251000000.0,1555000000.0,-196000000.0,3000000.0,-154000000.0,0.55,285000000.0,467000000,467000000,965000000.0,-3542000000.0,,1803000000.0,-479000000.0,0.0,1034000000.0,,1000000.0,468000000.0,20396000000.0,,0.0,838000000.0,,4786000000.0,35941000000.0,43809000000.0,4434000000.0,842000000.0,0.0,467000000,,-3853000000.0,,1630000000.0,0.0,4913000000.0,4434000000.0,,,,
2010-09-30,2055000000,2916000000.0,,8950000000,,,3436000000.0,-802000000.0,5121000000.0,42438000000.0,0.43,24020000000.0,7321000000.0,,11820000000.0,997000000,-9271000000.0,,,715000000.0,608000000.0,30618000000.0,1512000000.0,3829000000.0,835000000.0,-273000000.0,9794000000.0,3066000000.0,13063000000.0,5377000000.0,1522000000.0,2258000000.0,-924000000.0,0.0,256000000.0,-710000000.0,2302000000.0,-397000000.0,-9000000.0,-594000000.0,0.43,278000000.0,363000000,363000000,1088000000.0,-3836000000.0,,1734000000.0,-998000000.0,0.0,514000000.0,,3000000.0,366000000.0,20184000000.0,,439000000.0,117000000.0,,4766000000.0,35832000000.0,43153000000.0,3875000000.0,842000000.0,,363000000,,-3716000000.0,,1661000000.0,0.0,4434000000.0,3436000000.0,,,,
2010-12-31,2048000000,2777000000.0,,7789000000,,,2892000000.0,-669000000.0,4867000000.0,42291000000.0,,24471000000.0,7307000000.0,,11385000000.0,616000000,-9252000000.0,,,897000000.0,654000000.0,30906000000.0,1456000000.0,2922000000.0,,397000000.0,9794000000.0,2819000000.0,13179000000.0,4996000000.0,1533000000.0,3659000000.0,-1176000000.0,0.0,224000000.0,-193000000.0,2073000000.0,-421000000.0,76000000.0,-1809000000.0,,318000000.0,19000000,19000000,1031000000.0,-4164000000.0,,1924000000.0,-544000000.0,0.0,318000000.0,,1000000.0,20000000.0,20307000000.0,,718000000.0,-103000000.0,,4749000000.0,35881000000.0,43188000000.0,3610000000.0,,,19000000,,-3578000000.0,,1713000000.0,0.0,3436000000.0,2892000000.0,,,,
2011-03-31,-85000000,2693000000.0,,7747000000,,,2881000000.0,-576000000.0,2816000000.0,43123000000.0,-0.38,24832000000.0,7993000000.0,,12260000000.0,208000000,-9570000000.0,,,758000000.0,613000000.0,30863000000.0,1848000000.0,4931000000.0,837000000.0,4000000.0,9794000000.0,2901000000.0,13446000000.0,6262000000.0,1386000000.0,2096000000.0,-460000000.0,0.0,221000000.0,-223000000.0,1723000000.0,-340000000.0,-8000000.0,-83000000.0,-0.38,349000000.0,-318000000,-318000000,1030000000.0,-4499000000.0,,1851000000.0,-11000000.0,0.0,788000000.0,,-71000000.0,-389000000.0,20333000000.0,,958000000.0,448000000.0,,4731000000.0,35888000000.0,43881000000.0,3839000000.0,837000000.0,0.0,-318000000,,-3403000000.0,-240000000.0,1907000000.0,0.0,2892000000.0,2881000000.0,,,,
2011-06-30,625000000,2662000000.0,,9153000000,,,2855000000.0,-298000000.0,3605000000.0,43093000000.0,0.24,25135000000.0,8063000000.0,,12802000000.0,809000000,-9372000000.0,,,785000000.0,727000000.0,30291000000.0,1885000000.0,5548000000.0,838000000.0,4000000.0,9794000000.0,2980000000.0,13026000000.0,6688000000.0,1383000000.0,2187000000.0,-1934000000.0,0.0,233000000.0,-714000000.0,1635000000.0,-313000000.0,-134000000.0,-197000000.0,0.23,403000000.0,198000000,198000000,992000000.0,-4820000000.0,,1913000000.0,-26000000.0,0.0,986000000.0,,-3000000.0,195000000.0,20315000000.0,,967000000.0,673000000.0,,4714000000.0,35815000000.0,43878000000.0,3822000000.0,844000000.0,250000000.0,198000000,,-3593000000.0,-239000000.0,1900000000.0,0.0,2881000000.0,2855000000.0,,,,
