date,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2004-03-31,5400000.0,140900000.0,1773200000.0,3231700000.0,491300000.0,552900000.0,,368200000.0,-17000000.0,140100000.0,0.34,145500000.0,,135900000.0,,135900000,411300000.0,135900000.0,,2300000.0,487200000.0,48900000.0,-33100000.0,409100000.0,48900000.0,-28000000.0,1400000.0,48900000.0,10500000.0,61000000.0,,943800000.0,179700000.0,26800000.0,953700000.0,100000.0,-22900000.0,0.0,,,,0.33,40000000.0,65900000.0,,666900000.0,74600000.0,155600000.0,473700000.0,2287900000.0,0.0,,-481700000.0,58200000.0,603000000.0,,5900000.0,,254200000,399800000.0,,49600000.0,-144700000.0,,194100000.0,2004000000.0,,1035100000,1084700000.0,1458500000.0,798300000.0,193200000,-31900000.0,-31100000.0,57900000.0,,
2004-06-30,3900000.0,127600000.0,1795300000.0,3469600000.0,547900000.0,699500000.0,,364700000.0,13700000.0,160100000.0,0.38,164000000.0,,152700000.0,,152700000,396500000.0,152700000.0,,-100000.0,517000000.0,62600000.0,-48200000.0,410800000.0,62600000.0,0.0,1800000.0,62600000.0,12000000.0,61000000.0,,1007000000.0,231700000.0,1600000.0,943100000.0,20300000.0,-30000000.0,0.0,,,,0.37,40100000.0,48900000.0,,678300000.0,72200000.0,155500000.0,458200000.0,2462600000.0,0.0,,-486400000.0,65500000.0,620500000.0,,,,281100000,400800000.0,,50500000.0,-177100000.0,,218200000.0,2156700000.0,,1043000000,1106900000.0,1674300000.0,843000000.0,220100000,14200000.0,-43100000.0,44700000.0,,
2004-09-30,3900000.0,141300000.0,1819300000.0,3579800000.0,601700000.0,693000000.0,,365100000.0,29000000.0,167600000.0,0.04,171500000.0,,14400000.0,,14400000,402300000.0,14400000.0,,-121300000.0,544200000.0,91600000.0,-171500000.0,410700000.0,91600000.0,0.0,1400000.0,91600000.0,12400000.0,62500000.0,,1076900000.0,245400000.0,138400000.0,934300000.0,-22300000.0,-24400000.0,431700000.0,,,,0.04,40200000.0,62600000.0,,663600000.0,82100000.0,150000000.0,468500000.0,2502900000.0,0.0,,-500800000.0,58000000.0,639600000.0,,,,257600000,401700000.0,,54600000.0,-39600000.0,,72400000.0,2171100000.0,,1028700000,1140400000.0,1760500000.0,905400000.0,195100000,7500000.0,-47700000.0,186100000.0,,
2004-12-31,700000.0,187000000.0,1941200000.0,4083800000.0,702700000.0,751100000.0,,412100000.0,257800000.0,217600000.0,,218300000.0,,162700000.0,,162700000,442100000.0,162700000.0,,1700000.0,552500000.0,349400000.0,-71200000.0,,349400000.0,0.0,2200000.0,349400000.0,9300000.0,66400000.0,,1331800000.0,238900000.0,238700000.0,963200000.0,57900000.0,14300000.0,0.0,,,,,40300000.0,91600000.0,,743400000.0,196000000.0,214500000.0,510600000.0,2752000000.0,0.0,,-524200000.0,69600000.0,700500000.0,,,,299200000,,,56300000.0,118200000.0,,232300000.0,2297600000.0,,1155500000,1224700000.0,2142600000.0,1113500000.0,232800000,20800000.0,-65900000.0,304600000.0,,
2005-03-31,700000.0,168400000.0,1986400000.0,4068200000.0,596900000.0,766200000.0,,429100000.0,-104700000.0,221200000.0,0.43,221900000.0,,173100000.0,,173100000,450200000.0,173100000.0,,-600000.0,557100000.0,-55800000.0,-95200000.0,411300000.0,244700000.0,-36200000.0,,244700000.0,8800000.0,73900000.0,,1172300000.0,254200000.0,-13300000.0,987600000.0,-10000000.0,-12600000.0,0.0,,,,0.42,40300000.0,48900000.0,,773400000.0,147800000.0,176300000.0,527200000.0,2895900000.0,0.0,,-539200000.0,72500000.0,709800000.0,,5900000.0,,320100000,402800000.0,,60600000.0,-223800000.0,,245600000.0,2470700000.0,,1202500000,1249000000.0,2081800000.0,950400000.0,246200000,-40300000.0,-45300000.0,32000000.0,,
2005-06-30,700000.0,116900000.0,1996400000.0,4167800000.0,645700000.0,749600000.0,212000000.0,422200000.0,-126300000.0,226600000.0,0.46,227300000.0,,184300000.0,,184300000,457500000.0,184300000.0,,-200000.0,576300000.0,118400000.0,-286800000.0,411300000.0,118400000.0,0.0,,330400000.0,8500000.0,69400000.0,,1179000000.0,303700000.0,116100000.0,954200000.0,-5500000.0,-34000000.0,0.0,,,,0.45,40400000.0,-55800000.0,,796400000.0,49200000.0,180600000.0,534800000.0,2988800000.0,-212900000.0,,-543200000.0,77100000.0,738500000.0,,,,331000000,403300000.0,,65900000.0,-73800000.0,,261400000.0,2655000000.0,,1218600000,1281700000.0,2171400000.0,951700000.0,261600000,-11200000.0,-71100000.0,187200000.0,,
2005-09-30,900000.0,172200000.0,2031600000.0,4396800000.0,683900000.0,736200000.0,332200000.0,415500000.0,82000000.0,246600000.0,0.33,247500000.0,,132100000.0,,132100000,443200000.0,132100000.0,,-600000.0,587600000.0,200400000.0,-193700000.0,412200000.0,200400000.0,0.0,,532600000.0,8100000.0,70000000.0,-461300000.0,1283100000.0,282600000.0,193600000.0,939600000.0,-2400000.0,-13000000.0,0.0,,,,0.32,40400000.0,118400000.0,,756400000.0,34200000.0,171400000.0,524000000.0,3113700000.0,0.0,,-563800000.0,99700000.0,778500000.0,,,,302400000,403700000.0,,70300000.0,54500000.0,,231800000.0,2787100000.0,,1171900000,1342300000.0,2365200000.0,1035600000.0,232400000,14300000.0,-69400000.0,263000000.0,,
2005-12-31,184200000.0,207300000.0,2074000000.0,4944100000.0,787600000.0,770300000.0,565300000.0,447100000.0,290800000.0,259300000.0,,443500000.0,,185700000.0,,185700000,463400000.0,185700000.0,,-10000000.0,563500000.0,491200000.0,-327300000.0,,491200000.0,0.0,,1056500000.0,47400000.0,76600000.0,-869200000.0,1692300000.0,277400000.0,295700000.0,922900000.0,4100000.0,19900000.0,0.0,629600000.0,,,,40500000.0,200400000.0,,831400000.0,3600000.0,206500000.0,556900000.0,3251800000.0,0.0,,-571500000.0,78800000.0,831000000.0,,12900000.0,,351100000,,,83000000.0,53700000.0,,264500000.0,2928200000.0,,1278500000,1402500000.0,2870100000.0,1248800000.0,274500000,239100000.0,-85900000.0,381600000.0,,
2006-03-31,99600000.0,239100000.0,2172800000.0,4994200000.0,654400000.0,841800000.0,675700000.0,452900000.0,-292800000.0,272600000.0,0.36,372200000.0,,147500000.0,515300000.0,147500000,505700000.0,147500000.0,,-47500000.0,595600000.0,198400000.0,-209600000.0,411300000.0,198400000.0,-44600000.0,,874100000.0,37800000.0,77800000.0,-416200000.0,1505600000.0,300700000.0,-31200000.0,402200000.0,24600000.0,-30700000.0,0.0,305800000.0,,,0.36,40600000.0,491200000.0,,868000000.0,8600000.0,202100000.0,593200000.0,3488600000.0,0.0,,,79800000.0,857600000.0,,13600000.0,,352600000,405700000.0,,77100000.0,-277100000.0,,227300000.0,2950000000.0,,1320900000,857600000.0,2821400000.0,1133400000.0,274800000,-104500000.0,-51900000.0,20700000.0,,
2006-06-30,700000.0,177400000.0,2246800000.0,5109000000.0,673800000.0,842100000.0,738000000.0,452500000.0,-68700000.0,281200000.0,0.53,281900000.0,,213900000.0,522900000.0,213900000,497000000.0,213900000.0,,4700000.0,644100000.0,129700000.0,-146400000.0,410700000.0,129700000.0,0.0,,867700000.0,13500000.0,81900000.0,-3257500000.0,1339900000.0,322700000.0,143500000.0,405900000.0,2200000.0,-37400000.0,0.0,3195200000.0,,,0.52,40600000.0,198400000.0,,875400000.0,53200000.0,193300000.0,583500000.0,3769100000.0,0.0,,-638600000.0,82700000.0,892100000.0,,5900000.0,,373800000,406400000.0,,75900000.0,-116500000.0,,296600000.0,3163900000.0,,1327900000,1530700000.0,2862200000.0,1058000000.0,291900000,-120600000.0,-52300000.0,195800000.0,,
2006-09-30,600000.0,216500000.0,2283800000.0,5399100000.0,676200000.0,844900000.0,902700000.0,441700000.0,53000000.0,296000000.0,0.46,296600000.0,,188400000.0,526800000.0,188400000,506400000.0,188400000.0,,8000000.0,675100000.0,182700000.0,-224700000.0,411600000.0,182700000.0,0.0,,1085400000.0,14600000.0,84800000.0,-2549300000.0,1408600000.0,40700000.0,231900000.0,694300000.0,-12600000.0,-27300000.0,0.0,2383800000.0,,,0.46,40700000.0,129700000.0,,852300000.0,63500000.0,204700000.0,597900000.0,3990500000.0,0.0,,-665900000.0,74000000.0,910700000.0,,7900000.0,15900000.0,339200000,406700000.0,,80400000.0,-9800000.0,,262400000.0,3352300000.0,,1294000000,1576600000.0,3115300000.0,1112000000.0,254400000,-3700000.0,-48500000.0,280400000.0,,
2006-12-31,,297900000.0,2339500000.0,5873800000.0,786600000.0,907000000.0,998200000.0,501600000.0,233900000.0,,,331300000.0,,227900000.0,531300000.0,227900000,552600000.0,227900000.0,,11600000.0,677600000.0,416600000.0,-161600000.0,,416600000.0,0.0,,1414800000.0,14800000.0,87300000.0,-2914800000.0,1682800000.0,332200000.0,305600000.0,405700000.0,5800000.0,8600000.0,0.0,2824900000.0,,,,40800000.0,182700000.0,,961200000.0,90600000.0,252200000.0,655300000.0,4191000000.0,0.0,,-699300000.0,89600000.0,951700000.0,,21200000.0,23700000.0,393200000,,,91200000.0,57800000.0,,317500000.0,3490500000.0,,1462800000,1651000000.0,3534300000.0,1351500000.0,305900000,25600000.0,-64800000.0,370400000.0,,
2007-03-31,100000.0,123300000.0,2378600000.0,6076700000.0,698800000.0,936600000.0,1171900000.0,496700000.0,-122300000.0,527200000.0,0.6,527300000.0,,243500000.0,533000000.0,243500000,571400000.0,243500000.0,,13800000.0,710200000.0,294300000.0,-218900000.0,416000000.0,294300000.0,-89700000.0,,1466200000.0,15100000.0,89000000.0,-1800200000.0,1588700000.0,342500000.0,110800000.0,400000000.0,13200000.0,-29800000.0,0.0,1628800000.0,,,0.59,40900000.0,416600000.0,,992600000.0,105900000.0,224200000.0,667300000.0,4488000000.0,0.0,,-732200000.0,95600000.0,962300000.0,,17300000.0,18400000.0,414300000,408600000.0,,84600000.0,-199000000.0,,339100000.0,3726400000.0,,1489300000,1694500000.0,3698100000.0,1061400000.0,325300000,-58800000.0,-41900000.0,152700000.0,,
2007-06-30,,69300000.0,2357600000.0,6419900000.0,722000000.0,940500000.0,1610200000.0,444300000.0,-124300000.0,,0.66,578600000.0,,509200000.0,513000000.0,240100000,581600000.0,509200000.0,,-2900000.0,733400000.0,170000000.0,-364300000.0,416900000.0,170000000.0,0.0,,1780200000.0,17400000.0,108200000.0,-3425200000.0,1618500000.0,354400000.0,172900000.0,392300000.0,5600000.0,-19600000.0,0.0,2987500000.0,,,0.65,41000000.0,294300000.0,,1019400000.0,113600000.0,231200000.0,704500000.0,4801400000.0,0.0,,-721600000.0,91700000.0,932700000.0,,20200000.0,17500000.0,423100000,409400000.0,,92100000.0,-145400000.0,,331800000.0,3995500000.0,,1463700000,1654300000.0,4062300000.0,1039900000.0,314900000,27700000.0,-38000000.0,210900000.0,,
2007-09-30,,47600000.0,2419600000.0,6858700000.0,781700000.0,954300000.0,1902500000.0,457000000.0,900000.0,,0.56,610300000.0,,228700000.0,524100000.0,228700000,582900000.0,228700000.0,,10600000.0,785100000.0,170900000.0,-314600000.0,417500000.0,170900000.0,0.0,,2073400000.0,17400000.0,73900000.0,-3103900000.0,1697400000.0,58600000.0,254400000.0,695700000.0,-300000.0,-34600000.0,0.0,2840700000.0,,,0.55,41000000.0,170000000.0,,996200000.0,214000000.0,240400000.0,307300000.0,5161300000.0,0.0,,-762300000.0,89200000.0,957400000.0,,15200000.0,36300000.0,762800000,410000000.0,,96800000.0,-44100000.0,,317900000.0,4224200000.0,,1453200000,1719700000.0,4439100000.0,1087100000.0,688900000,14300000.0,-42800000.0,297200000.0,,
2007-12-31,,194300000.0,2449100000.0,7354000000.0,856400000.0,1030700000.0,2120300000.0,524500000.0,119600000.0,,,642500000.0,,276100000.0,527400000.0,276100000,658900000.0,276100000.0,,21100000.0,796200000.0,290500000.0,-280400000.0,,290500000.0,0.0,,2410800000.0,16800000.0,95500000.0,-6522600000.0,1975500000.0,360200000.0,302500000.0,398100000.0,14500000.0,-5900000.0,0.0,6315400000.0,,,,41100000.0,170900000.0,,1133600000.0,260800000.0,265500000.0,770700000.0,5378500000.0,0.0,,-794300000.0,107900000.0,991600000.0,,16800000.0,26000000.0,458400000,,,101800000.0,114100000.0,,384000000.0,4364700000.0,,1658100000,1785900000.0,4904900000.0,1333000000.0,362900000,30400000.0,-65000000.0,367500000.0,,
2008-03-31,,137400000.0,2690200000.0,7754100000.0,716400000.0,1094600000.0,1939300000.0,500500000.0,133000000.0,,0.71,672100000.0,,290500000.0,548800000.0,290500000,654500000.0,290500000.0,,20300000.0,894600000.0,423500000.0,54600000.0,417900000.0,423500000.0,-135600000.0,,2362800000.0,17700000.0,98200000.0,-6083200000.0,1821300000.0,533500000.0,159900000.0,408800000.0,-10000000.0,-67000000.0,149900000.0,6174800000.0,,,0.7,41200000.0,290500000.0,,1133900000.0,480200000.0,277700000.0,750200000.0,5932800000.0,0.0,,-868700000.0,113500000.0,1023400000.0,,14500000.0,19400000.0,481900000,411400000.0,,85100000.0,-217600000.0,,404000000.0,4655200000.0,,1634400000,1892100000.0,5063900000.0,1149200000.0,383700000,-130300000.0,-30900000.0,190800000.0,,
2008-06-30,,33800000.0,2670400000.0,8025300000.0,798200000.0,1132000000.0,2141100000.0,533200000.0,-1900000.0,,0.74,682200000.0,,305800000.0,544300000.0,305800000,678200000.0,305800000.0,,19200000.0,953200000.0,421600000.0,-245600000.0,417900000.0,421600000.0,0.0,,2562700000.0,23800000.0,98700000.0,-3599600000.0,1806200000.0,536200000.0,199100000.0,398300000.0,-10200000.0,-63300000.0,0.0,3397500000.0,,,0.73,41200000.0,423500000.0,,1179400000.0,432000000.0,268200000.0,778500000.0,6219100000.0,0.0,,-895200000.0,114300000.0,1017800000.0,,10700000.0,18400000.0,499600000,412000000.0,,90300000.0,-183000000.0,,420100000.0,4961000000.0,,1712600000,1913000000.0,5354900000.0,1124000000.0,400900000,6800000.0,-41200000.0,240300000.0,,
2008-09-30,,16100000.0,2583400000.0,7574600000.0,843600000.0,1105100000.0,1539500000.0,541700000.0,246400000.0,,0.67,686100000.0,,273800000.0,531200000.0,273800000,644800000.0,273800000.0,,11900000.0,981200000.0,668000000.0,506100000.0,415800000.0,668000000.0,0.0,,2207500000.0,21200000.0,97600000.0,-2941400000.0,1829500000.0,506400000.0,288500000.0,378000000.0,33000000.0,-55100000.0,0.0,3486500000.0,,,0.66,40400000.0,421600000.0,,1111300000.0,259100000.0,262500000.0,747200000.0,5745100000.0,0.0,,-899500000.0,102200000.0,992800000.0,,6700000.0,20100000.0,461700000,409700000.0,,92600000.0,-67000000.0,,376000000.0,4657200000.0,,1653000000,1892300000.0,4991200000.0,1143400000.0,364100000,-557500000.0,-37000000.0,325500000.0,,
2008-12-31,,0.0,2624000000.0,7603300000.0,978700000.0,1129500000.0,1494500000.0,556000000.0,33100000.0,,,734500000.0,275200000.0,277700000.0,567500000.0,277700000,647600000.0,277700000.0,,27500000.0,952700000.0,701100000.0,-5000000.0,,701100000.0,0.0,,2195600000.0,20500000.0,93100000.0,-4208100000.0,2196600000.0,237300000.0,373200000.0,368000000.0,19900000.0,5200000.0,0.0,4244400000.0,,-404000000.0,,39600000.0,668000000.0,,1162200000.0,164800000.0,274300000.0,757000000.0,5406700000.0,0.0,,-907200000.0,102400000.0,963800000.0,,,-82600000.0,577200000,,,99800000.0,39100000.0,,380100000.0,4389500000.0,30000000.0,1718200000,1871000000.0,4979300000.0,1462100000.0,405200000,-365100000.0,-46100000.0,419300000.0,,
2009-03-31,,0.0,2585300000.0,7585200000.0,744200000.0,1054800000.0,1559300000.0,515500000.0,-15300000.0,,0.71,778300000.0,270600000.0,281100000.0,554400000.0,281100000,616600000.0,281100000.0,,7200000.0,990200000.0,,-130700000.0,398600000.0,685800000.0,-158600000.0,,2245100000.0,20500000.0,91700000.0,-1198600000.0,1960100000.0,237000000.0,241800000.0,355100000.0,22700000.0,-51800000.0,0.0,1100400000.0,53500000.0,,0.71,39700000.0,,2500000.0,1085800000.0,69300000.0,273700000.0,706600000.0,5625100000.0,0.0,-9600000.0,-904500000.0,105300000.0,944300000.0,16700000.0,,2600000.0,470900000,396700000.0,,80400000.0,-121200000.0,-2600000.0,386400000.0,4670600000.0,143400000.0,1601300000,1848800000.0,4999900000.0,1181800000.0,379200000,-133700000.0,-30600000.0,272400000.0,,
2009-06-30,,0.0,2683200000.0,7923500000.0,829600000.0,1097300000.0,1761600000.0,536300000.0,-19500000.0,,0.73,790900000.0,282100000.0,291300000.0,578000000.0,291300000,617100000.0,291300000.0,,10200000.0,991700000.0,,-192600000.0,399000000.0,666300000.0,0.0,,2427900000.0,19400000.0,92200000.0,-153300000.0,1866000000.0,790900000.0,152000000.0,364000000.0,-24800000.0,20900000.0,723400000.0,1178500000.0,-12500000.0,,0.73,39700000.0,,-65300000.0,1098000000.0,189000000.0,211700000.0,708200000.0,6057500000.0,0.0,-1800000.0,-950100000.0,108700000.0,950300000.0,15000000.0,,3500000.0,482000000,397400000.0,,82600000.0,-201100000.0,-9100000.0,400000000.0,4961900000.0,14400000.0,1634300000,1900400000.0,5240300000.0,1075100000.0,389800000,-26600000.0,-30400000.0,182400000.0,,
2009-09-30,,0.0,2697400000.0,8459200000.0,973300000.0,1113500000.0,1969100000.0,538700000.0,294000000.0,,0.58,820300000.0,286900000.0,229000000.0,594600000.0,229000000,643900000.0,229000000.0,,-64000000.0,977300000.0,960300000.0,-180300000.0,399600000.0,960300000.0,0.0,,2929400000.0,18100000.0,96600000.0,-1019700000.0,2018300000.0,788400000.0,437200000.0,360300000.0,-17100000.0,26000000.0,741600000.0,873400000.0,9400000.0,,0.57,39800000.0,666300000.0,-11000000.0,1114600000.0,326600000.0,204500000.0,736200000.0,6440900000.0,-146300000.0,-1900000.0,-995200000.0,85400000.0,954100000.0,15300000.0,0.0,3300000.0,475000000,397600000.0,,83700000.0,73200000.0,-6000000.0,314400000.0,5190900000.0,2100000.0,1653300000,1949300000.0,5761800000.0,1198000000.0,378400000,-19000000.0,-28600000.0,465800000.0,,
2009-12-31,,0.0,3220100000.0,9071300000.0,1028400000.0,1147100000.0,2296100000.0,593200000.0,-301600000.0,,,1035200000.0,285400000.0,306000000.0,956800000.0,306000000,628700000.0,306000000.0,,9100000.0,943000000.0,658700000.0,-824800000.0,,658700000.0,-39800000.0,,2954800000.0,18000000.0,104800000.0,-1052000000.0,2476200000.0,136700000.0,498400000.0,634700000.0,25400000.0,38600000.0,0.0,821400000.0,-60200000.0,0.0,,39800000.0,960300000.0,-6700000.0,1241000000.0,258000000.0,200200000.0,727000000.0,6595100000.0,0.0,-2200000.0,-1016100000.0,217100000.0,947600000.0,15300000.0,,28500000.0,618800000,,,89500000.0,189800000.0,-552500000.0,523100000.0,5397400000.0,134700000.0,1834200000,1963700000.0,5851200000.0,1441000000.0,514000000,-14000000.0,-41700000.0,540100000.0,,
2010-03-31,996200000.0,0.0,3223000000.0,10098400000.0,921000000.0,1120600000.0,2735100000.0,581400000.0,543800000.0,1026600000.0,0.81,2022800000.0,290000000.0,321700000.0,951200000.0,321700000,667800000.0,321700000.0,,-600000.0,961000000.0,1202500000.0,-605400000.0,400100000.0,1202500000.0,-59700000.0,,3937600000.0,27600000.0,99200000.0,-516900000.0,3427600000.0,680500000.0,243700000.0,666300000.0,62500000.0,-30100000.0,856200000.0,524300000.0,9200000.0,-111100000.0,0.8,39700000.0,658700000.0,33100000.0,1217700000.0,152000000.0,230700000.0,771300000.0,6670800000.0,0.0,-7100000.0,-1043000000.0,124100000.0,925000000.0,18800000.0,,2500000.0,545600000,397200000.0,,90000000.0,-146100000.0,-57400000.0,445800000.0,5553700000.0,166000000.0,1799100000,1968000000.0,6875400000.0,1404800000.0,446400000,898000000.0,-31100000.0,274800000.0,,
2010-06-30,996300000.0,0.0,3160300000.0,10060100000.0,957500000.0,1108200000.0,3243300000.0,539300000.0,-417300000.0,1023200000.0,0.8,2019500000.0,291100000.0,319000000.0,932300000.0,319000000,661800000.0,319000000.0,,-5500000.0,968200000.0,785200000.0,-696600000.0,399200000.0,785200000.0,-59500000.0,,4028500000.0,18900000.0,98600000.0,-655400000.0,3314600000.0,674700000.0,289300000.0,654600000.0,51700000.0,-30700000.0,794900000.0,918400000.0,-14900000.0,0.0,0.8,39700000.0,1202500000.0,-13400000.0,1218900000.0,-51800000.0,212800000.0,770800000.0,6745500000.0,0.0,-25700000.0,-1039200000.0,123600000.0,898700000.0,17300000.0,,22100000.0,546700000,396900000.0,,94600000.0,-90900000.0,-4000000.0,442600000.0,5813100000.0,46300000.0,1758200000,1937900000.0,6899800000.0,1295100000.0,448100000,-15100000.0,-37400000.0,326700000.0,,
2010-09-30,996400000.0,0.0,3228200000.0,10771900000.0,1019300000.0,1158600000.0,3589000000.0,540800000.0,140400000.0,1063500000.0,0.85,2059900000.0,297000000.0,337700000.0,951000000.0,337700000,643300000.0,337700000.0,,-8600000.0,1035300000.0,925600000.0,-195600000.0,398100000.0,925600000.0,-59500000.0,,4514600000.0,19100000.0,101100000.0,-190100000.0,3465900000.0,692100000.0,369800000.0,653500000.0,-63500000.0,-56900000.0,835200000.0,1540200000.0,-12900000.0,0.0,0.85,39700000.0,785200000.0,33800000.0,1226800000.0,209800000.0,247800000.0,756300000.0,7306000000.0,0.0,-19900000.0,-1077200000.0,124200000.0,931600000.0,17500000.0,,2800000.0,571600000,397000000.0,,98600000.0,-10500000.0,-800000.0,461900000.0,6091200000.0,60200000.0,1767600000,2008800000.0,7543700000.0,1406000000.0,470500000,-123800000.0,-58500000.0,428300000.0,,
2010-12-31,996500000.0,0.0,3263700000.0,10895100000.0,1170200000.0,1251900000.0,2622500000.0,624200000.0,832000000.0,1120000000.0,,2116500000.0,290500000.0,295000000.0,1072300000.0,295000000,734400000.0,295000000.0,,-130600000.0,1056800000.0,1757600000.0,702100000.0,,1757600000.0,-59600000.0,,4380100000.0,25300000.0,111300000.0,-1273700000.0,3721500000.0,151300000.0,462500000.0,703000000.0,-3100000.0,-13500000.0,0.0,2227200000.0,-102800000.0,-314400000.0,,39100000.0,925600000.0,42400000.0,1370900000.0,153500000.0,291700000.0,861000000.0,7173600000.0,0.0,-28100000.0,-1051600000.0,84300000.0,798300000.0,15200000.0,,21600000.0,621200000,,,110700000.0,55100000.0,-203200000.0,379300000.0,6016900000.0,47400000.0,1995100000,1849900000.0,7631400000.0,1605000000.0,509900000,-349000000.0,-55100000.0,517600000.0,,
2011-03-31,996600000.0,0.0,4729800000.0,11231000000.0,772300000.0,1310300000.0,2150800000.0,688900000.0,-1022500000.0,1195200000.0,0.79,2191800000.0,308000000.0,307400000.0,1853500000.0,307400000,765200000.0,307400000.0,,-11700000.0,1220500000.0,735100000.0,-878000000.0,394200000.0,735100000.0,-70400000.0,17000000.0,2885900000.0,28200000.0,114900000.0,-903200000.0,3778600000.0,719300000.0,149800000.0,1312000000.0,-70000000.0,-68900000.0,1084500000.0,1475300000.0,-27600000.0,-250100000.0,0.78,38800000.0,1757600000.0,-4900000.0,1326300000.0,416300000.0,292000000.0,902800000.0,7452400000.0,0.0,-31100000.0,-1114200000.0,104400000.0,845000000.0,19600000.0,,76500000.0,538400000,390000000.0,,110900000.0,-217800000.0,-1455400000.0,411800000.0,6014800000.0,139500000.0,2015200000,1959200000.0,6501200000.0,1586800000.0,423500000,-388900000.0,-54700000.0,204500000.0,,
2011-06-30,996700000.0,0.0,5093700000.0,11596400000.0,836500000.0,1348200000.0,2177900000.0,712800000.0,-238000000.0,1218200000.0,0.8,2214900000.0,319700000.0,309100000.0,2027500000.0,309100000,785800000.0,309100000.0,,9700000.0,1284400000.0,497100000.0,-379500000.0,392000000.0,497100000.0,-69800000.0,,2675000000.0,24400000.0,120700000.0,-2611200000.0,3818400000.0,782000000.0,105500000.0,1398200000.0,68500000.0,-71800000.0,1195100000.0,2598000000.0,-14600000.0,0.0,0.79,38800000.0,735100000.0,9400000.0,1332700000.0,484300000.0,307000000.0,932400000.0,7778000000.0,0.0,-21500000.0,-1182800000.0,100900000.0,886000000.0,19100000.0,,677900000.0,521000000,388200000.0,,114500000.0,-273600000.0,-322200000.0,410000000.0,6254100000.0,28400000.0,2045500000,2068800000.0,6502700000.0,1603500000.0,400300000,-21100000.0,-50700000.0,156200000.0,,
2011-09-30,1755000000.0,0.0,5152000000.0,12083000000.0,743000000.0,1319000000.0,2403000000.0,669000000.0,312500000.0,1209000000.0,0.85,2964000000.0,320000000.0,327000000.0,2042000000.0,327000000,765000000.0,327000000.0,,-13000000.0,1297000000.0,810000000.0,-497500000.0,388000000.0,810000000.0,-69800000.0,,3213000000.0,25000000.0,123400000.0,-1766600000.0,4526000000.0,768000000.0,389700000.0,1454000000.0,-17500000.0,-33300000.0,1102000000.0,1469700000.0,8200000.0,-288900000.0,0.84,38000000.0,497100000.0,-24500000.0,1362000000.0,272000000.0,282000000.0,918000000.0,7557000000.0,0.0,-22400000.0,-1186000000.0,104000000.0,888000000.0,19300000.0,,327500000.0,567400000,386000000.0,,122000000.0,-4600000.0,-144400000.0,431000000.0,6240000000.0,59000000.0,2031000000,2074000000.0,6931000000.0,1562000000.0,444000000,388000000.0,-56600000.0,446300000.0,,
