date,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
2007-06-30,,,12927000000.0,619000000.0,27000000.0,840000000.0,-104000000.0,-77000000.0,402000000,-306000000.0,1686000000.0,112000000.0,-41000000.0,-205000000.0,,825000000.0,3461000000.0,98000000.0,,2397000000.0,,,46000000.0,28000000.0,-1262000000.0,9549000000.0,,-265000000.0,242000000,2033000000,-3378000000.0,195000000.0,163000000.0,70000000.0,70000000,11271000000.0,52000000.0,6000000.0,1371000000.0,1208000000.0,1471000000.0,,828000000.0,,7000000.0,381000000.0,,2295000000.0,8171000000.0,-55000000.0,583000000.0,,,3000000.0,112000000.0,112000000.0,60000000.0,,1371000000.0,14878000000.0,151000000.0,,3620000000.0,3000000.0,15589000000.0,70000000.0,17275000000.0,-102000000.0,,,,,,,,,
2007-09-30,,,13046000000.0,455000000.0,13000000.0,820000000.0,-227000000.0,-67000000.0,533000000,-224000000.0,1736000000.0,54000000.0,-37000000.0,-172000000.0,,891000000.0,3385000000.0,145000000.0,,2350000000.0,,,-38000000.0,54000000.0,-1225000000.0,9629000000.0,,-187000000.0,319000000,1882000000,-3417000000.0,101000000.0,65000000.0,91000000.0,91000000,11324000000.0,-58000000.0,1000000.0,1806000000.0,991000000.0,1124000000.0,,695000000.0,,-18000000.0,548000000.0,,2295000000.0,8191000000.0,-55000000.0,572000000.0,,,3000000.0,54000000.0,54000000.0,112000000.0,,1806000000.0,14953000000.0,156000000.0,,3619000000.0,2000000.0,15567000000.0,91000000.0,17303000000.0,-122000000.0,,,,,,,,,
2007-12-31,,,13250000000.0,726000000.0,-21000000.0,701000000.0,21000000.0,-44000000.0,480000000,-367000000.0,1810000000.0,129000000.0,-104000000.0,58000000.0,,956000000.0,3791000000.0,149000000.0,,2788000000.0,,,-3000000.0,41000000.0,-1172000000.0,9740000000.0,,-263000000.0,303000000,2602000000,-3510000000.0,160000000.0,282000000.0,108000000.0,108000000,11412000000.0,75000000.0,2000000.0,1547000000.0,1646000000.0,1518000000.0,,910000000.0,,11000000.0,490000000.0,,2266000000.0,8364000000.0,-54000000.0,653000000.0,,,3000000.0,129000000.0,129000000.0,54000000.0,,1547000000.0,15084000000.0,165000000.0,,3648000000.0,-6000000.0,16062000000.0,108000000.0,17872000000.0,19000000.0,,,,,,,,,
2008-03-31,,,13332000000.0,779000000.0,27000000.0,566000000.0,236000000.0,-55000000.0,501000000,-312000000.0,1880000000.0,70000000.0,-125000000.0,327000000.0,,970000000.0,3284000000.0,197000000.0,,2351000000.0,,,4000000.0,74000000.0,-1109000000.0,9802000000.0,,-187000000.0,336000000,3363000000,-3530000000.0,-314000000.0,567000000.0,123000000.0,123000000,11547000000.0,-59000000.0,1000000.0,1110000000.0,2393000000.0,1395000000.0,,1097000000.0,,9000000.0,163000000.0,,2258000000.0,8546000000.0,-60000000.0,634000000.0,,,3000000.0,70000000.0,70000000.0,129000000.0,,1110000000.0,15184000000.0,148000000.0,,3686000000.0,0.0,15655000000.0,123000000.0,17535000000.0,380000000.0,,,,,,,,,
2008-06-30,,,13500000000.0,728000000.0,-15000000.0,751000000.0,32000000.0,-48000000.0,492000000,-388000000.0,1965000000.0,150000000.0,6000000.0,-262000000.0,,920000000.0,2813000000.0,163000000.0,,2598000000.0,,,,62000000.0,-1068000000.0,9908000000.0,,-232000000.0,297000000,2670000000,-3592000000.0,167000000.0,301000000.0,101000000.0,101000000,12464000000.0,80000000.0,25000000.0,737000000.0,1750000000.0,1348000000.0,,991000000.0,,14000000.0,425000000.0,,2255000000.0,9354000000.0,-60000000.0,623000000.0,,,3000000.0,150000000.0,150000000.0,70000000.0,,737000000.0,15478000000.0,148000000.0,,3874000000.0,-9000000.0,16111000000.0,101000000.0,18076000000.0,69000000.0,,,,,,,,,
2008-09-30,,,13766000000.0,1130000000.0,459000000.0,1008000000.0,-931000000.0,-49000000.0,537000000,-291000000.0,2059000000.0,84000000.0,-240000000.0,-317000000.0,,983000000.0,2872000000.0,213000000.0,,2837000000.0,,,,77000000.0,-994000000.0,10149000000.0,,-213000000.0,337000000,2515000000,-3617000000.0,369000000.0,-144000000.0,136000000.0,136000000,13267000000.0,-66000000.0,19000000.0,481000000.0,1532000000.0,1261000000.0,,784000000.0,,26000000.0,718000000.0,,2713000000.0,9797000000.0,-63000000.0,646000000.0,,,3000000.0,84000000.0,84000000.0,150000000.0,,481000000.0,16195000000.0,150000000.0,,4350000000.0,-1000000.0,16973000000.0,136000000.0,19032000000.0,-357000000.0,,,,,,,,,
2008-12-31,,,14006000000.0,897000000.0,16000000.0,749000000.0,-97000000.0,-131000000.0,479000000,-377000000.0,2037000000.0,167000000.0,11000000.0,143000000.0,,983000000.0,2848000000.0,152000000.0,,3035000000.0,,,-39000000.0,65000000.0,-970000000.0,10296000000.0,,-388000000.0,303000000,2774000000,-3710000000.0,333000000.0,127000000.0,87000000.0,87000000,13946000000.0,83000000.0,35000000.0,153000000.0,1791000000.0,1798000000.0,,1009000000.0,,5000000.0,569000000.0,,2633000000.0,833000000.0,-63000000.0,680000000.0,,,3000000.0,167000000.0,167000000.0,84000000.0,,153000000.0,16641000000.0,156000000.0,,4649000000.0,-15000000.0,17639000000.0,87000000.0,19676000000.0,-261000000.0,,,,,,,,,
2009-03-31,2000000.0,,14109000000.0,436000000.0,30000000.0,0.0,141000000.0,-129000000.0,443000000,-261000000.0,2069000000.0,65000000.0,-3000000.0,416000000.0,-425000000.0,977000000.0,2195000000.0,115000000.0,,2074000000.0,14546000000.0,-816000000.0,-15000000.0,48000000.0,-992000000.0,10400000000.0,303000000.0,-260000000.0,285000000,2766000000,-3709000000.0,-274000000.0,433000000.0,67000000.0,67000000,2016000000.0,-102000000.0,30000000.0,532000000.0,1789000000.0,153000000.0,1696000000.0,903000000.0,343000000.0,-8000000.0,147000000.0,,2608000000.0,9875000000.0,-66000000.0,692000000.0,,166000000.0,3000000.0,368000000.0,65000000.0,167000000.0,,559000000.0,16736000000.0,162000000.0,308000000.0,3951000000.0,-3000000.0,16741000000.0,67000000.0,18810000000.0,173000000.0,,,,,,,,,
2009-06-30,-1000000.0,,14327000000.0,363000000.0,48000000.0,0.0,305000000.0,-125000000.0,479000000,-243000000.0,2237000000.0,151000000.0,2000000.0,-84000000.0,-77000000.0,930000000.0,2094000000.0,129000000.0,,1928000000.0,14386000000.0,-304000000.0,25000000.0,43000000.0,-988000000.0,10524000000.0,322000000.0,-244000000.0,253000000,1640000000,-3803000000.0,-294000000.0,623000000.0,86000000.0,86000000,2078000000.0,86000000.0,158000000.0,617000000.0,710000000.0,191000000.0,1696000000.0,689000000.0,352000000.0,38000000.0,231000000.0,,2627000000.0,9631000000.0,-67000000.0,677000000.0,,188000000.0,4000000.0,473000000.0,151000000.0,65000000.0,,419000000.0,16789000000.0,162000000.0,333000000.0,3878000000.0,0.0,16480000000.0,86000000.0,18717000000.0,379000000.0,,,,,,,,,
2009-09-30,,,14463000000.0,351000000.0,172000000.0,0.0,-105000000.0,-122000000.0,518000000,-78000000.0,2588000000.0,61000000.0,339000000.0,-142000000.0,-25000000.0,994000000.0,2312000000.0,152000000.0,,1995000000.0,13753000000.0,-639000000.0,-4000000.0,38000000.0,-944000000.0,10548000000.0,336000000.0,-305000000.0,287000000,1576000000,-3915000000.0,-393000000.0,381000000.0,114000000.0,114000000,2109000000.0,-90000000.0,301000000.0,659000000.0,582000000.0,139000000.0,1696000000.0,609000000.0,471000000.0,23000000.0,373000000.0,,2775000000.0,8827000000.0,-69000000.0,707000000.0,,208000000.0,4000000.0,397000000.0,61000000.0,151000000.0,,600000000.0,16658000000.0,158000000.0,155000000.0,3928000000.0,-1000000.0,16065000000.0,114000000.0,18653000000.0,76000000.0,,,,,,,,,
2009-12-31,,,14770000000.0,648000000.0,19000000.0,0.0,90000000.0,-124000000.0,495000000,-314000000.0,2639000000.0,740000000.0,41000000.0,46000000.0,290000000.0,1009000000.0,3038000000.0,152000000.0,,2904000000.0,14096000000.0,-2000000.0,0.0,47000000.0,-912000000.0,10788000000.0,339000000.0,-351000000.0,299000000,2299000000,-3982000000.0,589000000.0,404000000.0,105000000.0,105000000,1282000000.0,679000000.0,15000000.0,697000000.0,1290000000.0,181000000.0,1696000000.0,790000000.0,463000000.0,15000000.0,327000000.0,,2792000000.0,9119000000.0,-74000000.0,710000000.0,,181000000.0,4000000.0,1079000000.0,740000000.0,61000000.0,-4000000.0,958000000.0,16869000000.0,162000000.0,-513000000.0,3907000000.0,0.0,17134000000.0,105000000.0,19773000000.0,53000000.0,,,,,,,,,
2010-03-31,,,15001000000.0,522000000.0,-34000000.0,2055000000.0,127000000.0,-121000000.0,581000000,-303000000.0,2709000000.0,329000000.0,-303000000.0,161000000.0,-125000000.0,1088000000.0,3202000000.0,216000000.0,,2384000000.0,13440000000.0,-496000000.0,2000000.0,102000000.0,-875000000.0,10928000000.0,398000000.0,-258000000.0,357000000,3023000000,-4073000000.0,-543000000.0,435000000.0,114000000.0,114000000,2216000000.0,-411000000.0,29000000.0,2028000000.0,1935000000.0,148000000.0,1696000000.0,933000000.0,478000000.0,17000000.0,166000000.0,,2814000000.0,8410000000.0,-77000000.0,731000000.0,,207000000.0,4000000.0,329000000.0,329000000.0,740000000.0,-20000000.0,1174000000.0,16967000000.0,158000000.0,-2000000.0,4343000000.0,-543000000.0,16642000000.0,114000000.0,19351000000.0,435000000.0,,,,,,,,,
2010-06-30,,,15382000000.0,418000000.0,-3000000.0,1769000000.0,68000000.0,-119000000.0,507000000,-416000000.0,3061000000.0,583000000.0,-416000000.0,-137000000.0,-90000000.0,978000000.0,3032000000.0,126000000.0,,2352000000.0,13428000000.0,25000000.0,6000000.0,45000000.0,-871000000.0,11217000000.0,362000000.0,-469000000.0,263000000,1756000000,-4165000000.0,287000000.0,383000000.0,81000000.0,81000000,2232000000.0,254000000.0,341000000.0,1833000000.0,778000000.0,193000000.0,1696000000.0,716000000.0,479000000.0,20000000.0,303000000.0,,2786000000.0,8410000000.0,-77000000.0,715000000.0,,224000000.0,4000000.0,583000000.0,583000000.0,329000000.0,,1199000000.0,17169000000.0,157000000.0,357000000.0,4256000000.0,287000000.0,16460000000.0,81000000.0,19521000000.0,383000000.0,,,,,,,,,
2010-09-30,,,15635000000.0,384000000.0,149000000.0,2044000000.0,-365000000.0,-116000000.0,604000000,-295000000.0,3129000000.0,99000000.0,-295000000.0,-107000000.0,-68000000.0,1100000000.0,2881000000.0,199000000.0,,2143000000.0,13389000000.0,-296000000.0,11000000.0,76000000.0,-830000000.0,11420000000.0,407000000.0,-326000000.0,327000000,1908000000,-4215000000.0,-354000000.0,165000000.0,123000000.0,123000000,2272000000.0,-484000000.0,22000000.0,1830000000.0,808000000.0,132000000.0,1696000000.0,691000000.0,480000000.0,27000000.0,404000000.0,,2850000000.0,8267000000.0,-82000000.0,773000000.0,,250000000.0,4000000.0,99000000.0,99000000.0,583000000.0,,1051000000.0,17256000000.0,155000000.0,79000000.0,4140000000.0,-354000000.0,16270000000.0,123000000.0,19399000000.0,165000000.0,,,,,,,,,
2010-12-31,,,16005000000.0,667000000.0,87000000.0,54000000.0,-11000000.0,-117000000.0,519000000,-406000000.0,3198000000.0,199000000.0,47000000.0,29000000.0,249000000.0,1045000000.0,2620000000.0,164000000.0,,2582000000.0,14293000000.0,-16000000.0,14000000.0,40000000.0,-789000000.0,11732000000.0,367000000.0,-456000000.0,302000000,2098000000,-4273000000.0,103000000.0,403000000.0,124000000.0,124000000,438000000.0,100000000.0,,670000000.0,1053000000.0,171000000.0,1696000000.0,835000000.0,468000000.0,13000000.0,375000000.0,,2943000000.0,9001000000.0,-83000000.0,743000000.0,,204000000.0,4000000.0,566000000.0,199000000.0,99000000.0,3000000.0,481000000.0,17529000000.0,151000000.0,,172000000.0,180000000.0,16913000000.0,124000000.0,20111000000.0,-53000000.0,,,,,,,,,
2011-03-31,,,16235000000.0,449000000.0,80000000.0,39000000.0,202000000.0,-115000000.0,585000000,-308000000.0,3266000000.0,95000000.0,28000000.0,181000000.0,-168000000.0,1111000000.0,2201000000.0,235000000.0,,2014000000.0,14127000000.0,-766000000.0,1000000.0,87000000.0,-725000000.0,11857000000.0,399000000.0,-333000000.0,364000000,2587000000,-4378000000.0,-423000000.0,627000000.0,148000000.0,148000000,473000000.0,-104000000.0,,605000000.0,1476000000.0,128000000.0,1696000000.0,852000000.0,474000000.0,20000000.0,194000000.0,,2998000000.0,8732000000.0,-84000000.0,747000000.0,,201000000.0,4000000.0,494000000.0,95000000.0,199000000.0,-3000000.0,421000000.0,17580000000.0,149000000.0,,157000000.0,-72000000.0,16328000000.0,148000000.0,19594000000.0,294000000.0,,,,,,,,,
2011-06-30,,,16426000000.0,394000000.0,129000000.0,39000000.0,35000000.0,-112000000.0,556000000,-264000000.0,3313000000.0,190000000.0,40000000.0,-115000000.0,-52000000.0,1059000000.0,2361000000.0,190000000.0,,2042000000.0,14003000000.0,0.0,10000000.0,71000000.0,-690000000.0,11981000000.0,417000000.0,-300000000.0,303000000,1837000000,-4445000000.0,-151000000.0,510000000.0,119000000.0,119000000,407000000.0,95000000.0,,577000000.0,778000000.0,174000000.0,1696000000.0,750000000.0,474000000.0,30000000.0,309000000.0,,3148000000.0,8510000000.0,-84000000.0,756000000.0,,223000000.0,4000000.0,607000000.0,190000000.0,95000000.0,-4000000.0,577000000.0,17635000000.0,143000000.0,,158000000.0,-108000000.0,16364000000.0,119000000.0,19677000000.0,210000000.0,,,,,,,,,
2011-09-30,,,16591000000.0,417000000.0,195000000.0,52000000.0,-182000000.0,-110000000.0,988000000,-276000000.0,4207000000.0,103000000.0,53000000.0,-116000000.0,5000000.0,1146000000.0,2319000000.0,590000000.0,,1982000000.0,14425000000.0,-143000000.0,-348000000.0,204000000.0,199000000.0,12158000000.0,337000000.0,-327000000.0,357000000,1881000000,-4433000000.0,-123000000.0,312000000.0,973000000.0,386000000,236000000.0,-87000000.0,,486000000.0,735000000.0,118000000.0,1696000000.0,722000000.0,474000000.0,378000000.0,418000000.0,,3814000000.0,8497000000.0,-84000000.0,789000000.0,,253000000.0,4000000.0,440000000.0,103000000.0,190000000.0,-2000000.0,567000000.0,18969000000.0,145000000.0,,154000000.0,58000000.0,16744000000.0,973000000.0,20951000000.0,-15000000.0,,,,,,,,,
2011-12-31,,,16868000000.0,560000000.0,39000000.0,87000000.0,67000000.0,-133000000.0,514000000,-358000000.0,4222000000.0,220000000.0,-12000000.0,61000000.0,134000000.0,1079000000.0,2593000000.0,159000000.0,,2337000000.0,14888000000.0,0.0,9000000.0,42000000.0,231000000.0,12402000000.0,386000000.0,-343000000.0,274000000,2145000000,-4466000000.0,36000000.0,439000000.0,117000000.0,117000000,305000000.0,117000000.0,,563000000.0,1066000000.0,164000000.0,1696000000.0,773000000.0,472000000.0,31000000.0,353000000.0,,3832000000.0,8641000000.0,-85000000.0,805000000.0,,209000000.0,4000000.0,606000000.0,220000000.0,103000000.0,-3000000.0,546000000.0,19366000000.0,146000000.0,,157000000.0,142000000.0,17481000000.0,117000000.0,21703000000.0,96000000.0,,,,,,,,,
2012-03-31,,,17073000000.0,366000000.0,64000000.0,84000000.0,-16000000.0,-131000000.0,590000000,-292000000.0,4286000000.0,1096000000.0,-24000000.0,94000000.0,-172000000.0,1115000000.0,2735000000.0,219000000.0,,2968000000.0,15330000000.0,-526000000.0,4000000.0,72000000.0,291000000.0,12512000000.0,432000000.0,-264000000.0,338000000,2084000000,-4561000000.0,744000000.0,424000000.0,147000000.0,147000000,239000000.0,876000000.0,,511000000.0,969000000.0,126000000.0,1696000000.0,713000000.0,474000000.0,28000000.0,255000000.0,,3944000000.0,9005000000.0,-87000000.0,777000000.0,,224000000.0,4000000.0,1528000000.0,1096000000.0,220000000.0,-4000000.0,1018000000.0,19383000000.0,147000000.0,,159000000.0,-287000000.0,18065000000.0,147000000.0,22351000000.0,160000000.0,,,,,,,,,
2012-06-30,,,17350000000.0,331000000.0,64000000.0,67000000.0,106000000.0,-128000000.0,617000000,-365000000.0,4332000000.0,1123000000.0,-16000000.0,-14000000.0,-45000000.0,1116000000.0,3206000000.0,200000000.0,,2955000000.0,14937000000.0,-78000000.0,-59000000.0,74000000.0,331000000.0,12739000000.0,445000000.0,-260000000.0,302000000,1525000000,-4611000000.0,-111000000.0,503000000.0,126000000.0,126000000,1346000000.0,27000000.0,,327000000.0,409000000.0,181000000.0,1696000000.0,643000000.0,476000000.0,40000000.0,269000000.0,,3974000000.0,8583000000.0,-86000000.0,814000000.0,,275000000.0,4000000.0,1568000000.0,1123000000.0,1096000000.0,,1639000000.0,19520000000.0,142000000.0,,4587000000.0,285000000.0,18143000000.0,126000000.0,22475000000.0,243000000.0,,,,,,,,,
2012-09-30,,,18010000000.0,371000000.0,109000000.0,2030000000.0,-38000000.0,-125000000.0,570000000,-552000000.0,4257000000.0,722000000.0,3000000.0,-83000000.0,31000000.0,1185000000.0,3364000000.0,128000000.0,-271000000.0,2752000000.0,14856000000.0,-924000000.0,65000000.0,118000000.0,255000000.0,13337000000.0,522000000.0,-294000000.0,340000000,1705000000,-4673000000.0,-301000000.0,452000000.0,10000000.0,10000000,1276000000.0,-401000000.0,,1909000000.0,520000000.0,130000000.0,1468000000.0,698000000.0,408000000.0,-71000000.0,352000000.0,,4070000000.0,8415000000.0,-86000000.0,845000000.0,,301000000.0,4000000.0,722000000.0,722000000.0,1123000000.0,,1455000000.0,19725000000.0,141000000.0,,601000000.0,-368000000.0,18220000000.0,10000000.0,22477000000.0,158000000.0,,,,,,,,,
2012-12-31,,,18377000000.0,561000000.0,91000000.0,36000000.0,1000000.0,-135000000.0,599000000,-394000000.0,4301000000.0,646000000.0,11000000.0,30000000.0,180000000.0,-711000000.0,3575000000.0,210000000.0,-5000000.0,2874000000.0,14995000000.0,-416000000.0,-179000000.0,76000000.0,302000000.0,13597000000.0,540000000.0,-394000000.0,310000000,2138000000,-4780000000.0,-163000000.0,481000000.0,134000000.0,134000000,247000000.0,-76000000.0,,662000000.0,2849000000.0,150000000.0,1468000000.0,768000000.0,405000000.0,39000000.0,322000000.0,,4153000000.0,8357000000.0,-87000000.0,-1021000000.0,,250000000.0,4000000.0,1186000000.0,646000000.0,722000000.0,,1438000000.0,19997000000.0,139000000.0,,197000000.0,354000000.0,18570000000.0,134000000.0,22871000000.0,87000000.0,,,,,,,,,
2013-03-31,,,18598000000.0,510000000.0,57000000.0,18000000.0,88000000.0,-132000000.0,606000000,-274000000.0,4371000000.0,245000000.0,-3000000.0,119000000.0,-33000000.0,680000000.0,3126000000.0,233000000.0,0.0,2363000000.0,14873000000.0,-612000000.0,20000000.0,86000000.0,360000000.0,13708000000.0,614000000.0,-271000000.0,332000000,2388000000,-4890000000.0,-660000000.0,533000000.0,147000000.0,147000000,258000000.0,-401000000.0,1000000.0,676000000.0,1708000000.0,128000000.0,1468000000.0,860000000.0,400000000.0,34000000.0,203000000.0,,4211000000.0,8130000000.0,-89000000.0,348000000.0,,240000000.0,4000000.0,859000000.0,245000000.0,646000000.0,0.0,1080000000.0,20007000000.0,133000000.0,-66000000.0,197000000.0,17000000.0,17999000000.0,147000000.0,22370000000.0,262000000.0,,,,,,,,,
2013-06-30,,,13623000000.0,404000000.0,200000000.0,27000000.0,-31000000.0,-130000000.0,516000000,-351000000.0,4191000000.0,497000000.0,-45000000.0,-131000000.0,-75000000.0,568000000.0,2675000000.0,144000000.0,0.0,2480000000.0,14792000000.0,-583000000.0,-36000000.0,244000000.0,171000000.0,9184000000.0,635000000.0,-315000000.0,223000000,1894000000,-4439000000.0,346000000.0,257000000.0,-100000000.0,-100000000,232000000.0,252000000.0,0.0,710000000.0,1326000000.0,138000000.0,840000000.0,694000000.0,4485000000.0,40000000.0,276000000.0,,4408000000.0,7919000000.0,-89000000.0,345000000.0,,253000000.0,4000000.0,1132000000.0,497000000.0,245000000.0,0.0,685000000.0,19178000000.0,119000000.0,138000000.0,187000000.0,-8000000.0,17467000000.0,-100000000.0,21658000000.0,-58000000.0,,,,,,,,,
2013-09-30,0.0,,13909000000.0,364000000.0,99000000.0,2100000000.0,-68000000.0,-127000000.0,589000000,-301000000.0,4261000000.0,219000000.0,25000000.0,-99000000.0,-43000000.0,581000000.0,2595000000.0,229000000.0,0.0,2319000000.0,14719000000.0,-260000000.0,-37000000.0,78000000.0,233000000.0,9386000000.0,689000000.0,-326000000.0,244000000,1640000000,-4523000000.0,-319000000.0,342000000.0,151000000.0,151000000,1304000000.0,-278000000.0,1000000.0,1972000000.0,1059000000.0,100000000.0,840000000.0,617000000.0,4525000000.0,103000000.0,374000000.0,,4504000000.0,7758000000.0,-89000000.0,337000000.0,,248000000.0,4000000.0,219000000.0,219000000.0,497000000.0,,623000000.0,19256000000.0,112000000.0,101000000.0,513000000.0,-4000000.0,17314000000.0,151000000.0,21575000000.0,16000000.0,,,,,,,,,
2013-12-31,0.0,,14138000000.0,689000000.0,0.0,24000000.0,137000000.0,-90000000.0,502000000,-374000000.0,4329000000.0,208000000.0,0.0,89000000.0,303000000.0,522000000.0,3019000000.0,175000000.0,0.0,2658000000.0,14522000000.0,-125000000.0,16000000.0,62000000.0,258000000.0,9593000000.0,767000000.0,-374000000.0,211000000,2184000000,-4545000000.0,-118000000.0,481000000.0,113000000.0,113000000,205000000.0,-11000000.0,2000000.0,874000000.0,1662000000.0,124000000.0,840000000.0,851000000.0,4518000000.0,78000000.0,285000000.0,,4542000000.0,7817000000.0,-88000000.0,311000000.0,,213000000.0,4000000.0,975000000.0,208000000.0,219000000.0,,540000000.0,19212000000.0,114000000.0,-429000000.0,162000000.0,2000000.0,17541000000.0,113000000.0,21870000000.0,107000000.0,,,,,,,,,
2014-03-31,,,14368000000.0,802000000.0,4000000.0,24000000.0,-5000000.0,-89000000.0,643000000,-316000000.0,4414000000.0,379000000.0,-15000000.0,113000000.0,128000000.0,641000000.0,3059000000.0,294000000.0,,2955000000.0,14791000000.0,-350000000.0,-4000000.0,109000000.0,341000000.0,9763000000.0,737000000.0,-301000000.0,295000000,3163000000,-4605000000.0,107000000.0,380000000.0,185000000.0,185000000,203000000.0,171000000.0,1000000.0,794000000.0,2522000000.0,107000000.0,840000000.0,1142000000.0,4540000000.0,113000000.0,172000000.0,,4528000000.0,8056000000.0,-102000000.0,346000000.0,,235000000.0,4000000.0,1116000000.0,379000000.0,208000000.0,,507000000.0,19309000000.0,114000000.0,-253000000.0,159000000.0,1000000.0,17850000000.0,185000000.0,22264000000.0,79000000.0,,,,,,,,,
2014-06-30,,,14674000000.0,519000000.0,9000000.0,2323000000.0,-25000000.0,-87000000.0,537000000,-343000000.0,4425000000.0,206000000.0,-18000000.0,-123000000.0,-302000000.0,535000000.0,3026000000.0,169000000.0,,2529000000.0,14469000000.0,-101000000.0,-17000000.0,62000000.0,346000000.0,9979000000.0,809000000.0,-324000000.0,186000000,1884000000,-4695000000.0,-162000000.0,332000000.0,107000000.0,107000000,981000000.0,-173000000.0,,2274000000.0,1349000000.0,135000000.0,840000000.0,834000000.0,4517000000.0,102000000.0,295000000.0,,4508000000.0,7755000000.0,-102000000.0,349000000.0,,256000000.0,4000000.0,206000000.0,206000000.0,379000000.0,,752000000.0,19391000000.0,112000000.0,464000000.0,536000000.0,0.0,17495000000.0,107000000.0,21920000000.0,8000000.0,,,,,,,,,
2014-09-30,0.0,,14975000000.0,441000000.0,81000000.0,34000000.0,-50000000.0,-85000000.0,624000000,-367000000.0,4473000000.0,230000000.0,5000000.0,-116000000.0,-63000000.0,612000000.0,3008000000.0,213000000.0,,2576000000.0,14567000000.0,-26000000.0,-40000000.0,70000000.0,387000000.0,10205000000.0,840000000.0,-373000000.0,233000000,1807000000,-4770000000.0,-21000000.0,412000000.0,143000000.0,143000000,207000000.0,24000000.0,,867000000.0,1195000000.0,110000000.0,840000000.0,712000000.0,4525000000.0,98000000.0,409000000.0,,4606000000.0,7797000000.0,-102000000.0,379000000.0,,293000000.0,4000000.0,1070000000.0,230000000.0,206000000.0,,802000000.0,19472000000.0,118000000.0,137000000.0,150000000.0,-3000000.0,17575000000.0,143000000.0,22048000000.0,39000000.0,,,,,,,,,
2014-12-31,0.0,,15358000000.0,716000000.0,186000000.0,2970000000.0,-300000000.0,-86000000.0,552000000,-358000000.0,4548000000.0,298000000.0,17000000.0,24000000.0,234000000.0,548000000.0,3475000000.0,209000000.0,,3268000000.0,15177000000.0,-61000000.0,5000000.0,33000000.0,461000000.0,10502000000.0,930000000.0,-374000000.0,221000000,2372000000,-4856000000.0,153000000.0,273000000.0,176000000.0,176000000,1205000000.0,68000000.0,,2627000000.0,1824000000.0,124000000.0,840000000.0,837000000.0,4521000000.0,108000000.0,379000000.0,,4757000000.0,8009000000.0,-102000000.0,327000000.0,,229000000.0,4000000.0,298000000.0,298000000.0,230000000.0,,848000000.0,19932000000.0,114000000.0,-309000000.0,542000000.0,0.0,18652000000.0,176000000.0,23200000000.0,-101000000.0,,,,,,,,,
