date,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalAssets,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2013-12-31,2782000000.0,-24000000.0,1.0,407000000.0,0.0,178000000.0,11000000.0,655000000.0,-3000000.0,-65000000.0,673000000.0,0.0,64800000.0,0.0,191000000.0,655000000.0,-62000000.0,100000000.0,397000000.0,1359000000.0,-42000000.0,-5594000000.0,465000000.0,2000000.0,10000000.0,124000000.0,,8883000000.0,2077000000.0,709000000.0,804000000.0,0.0,0.0,1000000.0,195000000.0,6000000.0,71000000.0,3289000000.0,1000000.0,,62000000.0,2787000000.0,231000000.0,369000000.0,601000000.0,1081000000.0,6278000000.0,65000000.0,4201000000.0,1510000000.0,354000000.0,100000000.0,65000000.0,65000000.0,95000000.0,1.005,0.0,22000000.0,19000000.0,-2000000.0,-26000000.0,-56000000.0,655000000.0,-7000000.0,685000000.0,278000000.0,65000000.0,136000000.0,6000000.0,3496000000.0,923000000.0,-17000000.0,,,,,
2014-03-31,2771000000.0,9000000.0,0.6,655000000.0,0.0,211000000.0,-14000000.0,130000000.0,-48000000.0,-100000000.0,718000000.0,0.0,65000000.0,0.0,655000000.0,130000000.0,-45000000.0,80000000.0,-73000000.0,1394000000.0,-1000000.0,-5616000000.0,-523000000.0,3000000.0,0.0,141000000.0,,8892000000.0,1659000000.0,765000000.0,825000000.0,-546000000.0,0.0,0.0,179000000.0,15000000.0,54000000.0,3276000000.0,1000000.0,,96000000.0,2840000000.0,,655000000.0,688000000.0,1103000000.0,6376000000.0,65200000.0,4717000000.0,1490000000.0,359000000.0,114000000.0,39000000.0,39000000.0,99000000.0,0.6,,25000000.0,23000000.0,1000000.0,-23000000.0,-591000000.0,130000000.0,-1000000.0,720000000.0,291000000.0,39000000.0,131000000.0,,3605000000.0,991000000.0,-18000000.0,,,,,
2014-06-30,2826000000.0,15000000.0,0.61,648000000.0,0.0,198000000.0,-4000000.0,85000000.0,-179000000.0,-64000000.0,702000000.0,0.0,65000000.0,0.0,130000000.0,85000000.0,-56000000.0,79000000.0,-96000000.0,1385000000.0,-31000000.0,-5766000000.0,-47000000.0,3000000.0,0.0,104000000.0,,9032000000.0,1625000000.0,756000000.0,841000000.0,0.0,0.0,-6000000.0,175000000.0,13000000.0,53000000.0,3266000000.0,2000000.0,,48000000.0,2757000000.0,,655000000.0,675000000.0,1108000000.0,6339000000.0,65100000.0,4714000000.0,1410000000.0,349000000.0,100000000.0,40000000.0,40000000.0,96000000.0,0.62,,26000000.0,22000000.0,3000000.0,-20000000.0,-55000000.0,85000000.0,-2000000.0,728000000.0,277000000.0,40000000.0,145000000.0,,3513000000.0,998000000.0,-18000000.0,,,,,
2014-09-30,2938000000.0,-3000000.0,4.33,613000000.0,5000000.0,178000000.0,-4000000.0,134000000.0,-45000000.0,-191000000.0,720000000.0,0.0,64800000.0,1000000.0,85000000.0,134000000.0,-56000000.0,122000000.0,-101000000.0,1405000000.0,27000000.0,-5758000000.0,51000000.0,-5000000.0,0.0,203000000.0,,8927000000.0,1655000000.0,919000000.0,1098000000.0,0.0,-19000000.0,-196000000.0,218000000.0,-186000000.0,95000000.0,3169000000.0,0.0,,147000000.0,2335000000.0,,628000000.0,663000000.0,1105000000.0,6192000000.0,64900000.0,4537000000.0,1202000000.0,343000000.0,99000000.0,281000000.0,281000000.0,96000000.0,4.34,,25000000.0,173000000.0,0.0,21000000.0,-51000000.0,134000000.0,-2000000.0,719000000.0,300000000.0,281000000.0,127000000.0,,3254000000.0,790000000.0,-24000000.0,,,,,
2014-12-31,2890000000.0,18000000.0,1.1,661000000.0,-10000000.0,184000000.0,-7000000.0,174000000.0,-21000000.0,-268000000.0,721000000.0,0.0,64300000.0,1000000.0,134000000.0,174000000.0,-79000000.0,115000000.0,-56000000.0,1379000000.0,14000000.0,-5778000000.0,41000000.0,2000000.0,27000000.0,186000000.0,26000000.0,8909000000.0,1670000000.0,926000000.0,1145000000.0,0.0,-19000000.0,1000000.0,208000000.0,-12000000.0,59000000.0,3131000000.0,1000000.0,,107000000.0,2369000000.0,243000000.0,567000000.0,628000000.0,1080000000.0,6185000000.0,64400000.0,4515000000.0,1181000000.0,378000000.0,103000000.0,71000000.0,71000000.0,93000000.0,1.1,,27000000.0,179000000.0,1000000.0,-11000000.0,-89000000.0,174000000.0,-29000000.0,714000000.0,299000000.0,71000000.0,156000000.0,10000000.0,3295000000.0,810000000.0,-24000000.0,,,,,
2015-03-31,2710000000.0,-44000000.0,0.56,612000000.0,0.0,195000000.0,-12000000.0,183000000.0,-1000000.0,-446000000.0,697000000.0,0.0,63800000.0,1000000.0,174000000.0,183000000.0,-70000000.0,91000000.0,-41000000.0,1348000000.0,-3000000.0,-5731000000.0,17000000.0,-1000000.0,0.0,127000000.0,,8726000000.0,1665000000.0,911000000.0,1155000000.0,0.0,-13000000.0,-15000000.0,181000000.0,9000000.0,45000000.0,2995000000.0,2000000.0,,57000000.0,2339000000.0,,537000000.0,660000000.0,1062000000.0,5960000000.0,63900000.0,4295000000.0,1179000000.0,370000000.0,100000000.0,36000000.0,36000000.0,90000000.0,0.56,,26000000.0,175000000.0,1000000.0,-10000000.0,-69000000.0,183000000.0,-20000000.0,704000000.0,286000000.0,36000000.0,151000000.0,,3250000000.0,790000000.0,-24000000.0,,,,,
2015-06-30,2761000000.0,44000000.0,0.6,621000000.0,9000000.0,177000000.0,-11000000.0,207000000.0,-1000000.0,-393000000.0,687000000.0,0.0,63600000.0,1000000.0,183000000.0,207000000.0,-66000000.0,81000000.0,-49000000.0,1310000000.0,4000000.0,-5858000000.0,22000000.0,19000000.0,0.0,122000000.0,,8817000000.0,1695000000.0,893000000.0,1168000000.0,0.0,-17000000.0,-17000000.0,172000000.0,-1000000.0,37000000.0,2959000000.0,1000000.0,,56000000.0,2309000000.0,,546000000.0,640000000.0,1052000000.0,5963000000.0,63700000.0,4268000000.0,1178000000.0,366000000.0,99000000.0,38000000.0,38000000.0,91000000.0,0.6,,25000000.0,170000000.0,0.0,-8000000.0,-51000000.0,207000000.0,-19000000.0,721000000.0,258000000.0,38000000.0,142000000.0,,3202000000.0,765000000.0,-26000000.0,,,,,
2015-09-30,2659000000.0,-11000000.0,0.17,616000000.0,0.0,184000000.0,-47000000.0,128000000.0,-437000000.0,-462000000.0,721000000.0,0.0,62900000.0,1000000.0,207000000.0,128000000.0,-66000000.0,82000000.0,-107000000.0,1292000000.0,-41000000.0,-5842000000.0,-78000000.0,22000000.0,0.0,67000000.0,,8714000000.0,1620000000.0,787000000.0,1154000000.0,0.0,-20000000.0,-18000000.0,171000000.0,-14000000.0,-3000000.0,2872000000.0,2000000.0,,1000000.0,2343000000.0,,546000000.0,617000000.0,1026000000.0,5789000000.0,63000000.0,4169000000.0,1245000000.0,354000000.0,95000000.0,11000000.0,11000000.0,89000000.0,0.17,,64000000.0,43000000.0,0.0,26000000.0,-38000000.0,128000000.0,-21000000.0,751000000.0,266000000.0,11000000.0,135000000.0,,3130000000.0,744000000.0,-25000000.0,,,,,
2015-12-31,2652000000.0,-11000000.0,0.91,601000000.0,0.0,192000000.0,-14000000.0,126000000.0,0.0,-501000000.0,720000000.0,0.0,62800000.0,1000000.0,128000000.0,126000000.0,-87000000.0,115000000.0,-52000000.0,1314000000.0,-23000000.0,-5815000000.0,-1000000.0,0.0,53000000.0,137000000.0,,8650000000.0,1554000000.0,788000000.0,1186000000.0,0.0,0.0,-6000000.0,204000000.0,20000000.0,77000000.0,2835000000.0,0.0,,50000000.0,2223000000.0,244000000.0,539000000.0,627000000.0,1007000000.0,5663000000.0,62900000.0,4109000000.0,1219000000.0,350000000.0,100000000.0,57000000.0,57000000.0,89000000.0,0.91,,17000000.0,41000000.0,0.0,-8000000.0,-86000000.0,126000000.0,-21000000.0,766000000.0,307000000.0,57000000.0,134000000.0,1000000.0,3011000000.0,654000000.0,-25000000.0,,,,,
2016-03-31,2736000000.0,-5000000.0,0.06,614000000.0,0.0,196000000.0,-1000000.0,97000000.0,-21000000.0,-387000000.0,709000000.0,0.0,62700000.0,1000000.0,126000000.0,97000000.0,-100000000.0,41000000.0,-29000000.0,1287000000.0,-15000000.0,,-32000000.0,22000000.0,0.0,97000000.0,21000000.0,,1571000000.0,777000000.0,1165000000.0,,-10000000.0,-3000000.0,130000000.0,-3000000.0,1000000.0,2868000000.0,1000000.0,,-3000000.0,2245000000.0,,551000000.0,642000000.0,1050000000.0,5758000000.0,62800000.0,4187000000.0,1211000000.0,357000000.0,103000000.0,4000000.0,4000000.0,89000000.0,0.06,,17000000.0,47000000.0,0.0,1000000.0,-100000000.0,97000000.0,-23000000.0,779000000.0,237000000.0,4000000.0,154000000.0,,3022000000.0,677000000.0,-25000000.0,,,,,
2016-06-30,2716000000.0,30000000.0,0.29,598000000.0,-1000000.0,191000000.0,19000000.0,111000000.0,-50000000.0,-401000000.0,693000000.0,0.0,62600000.0,1000000.0,97000000.0,111000000.0,-119000000.0,63000000.0,18000000.0,1267000000.0,14000000.0,,16000000.0,5000000.0,0.0,118000000.0,24000000.0,,1558000000.0,782000000.0,1157000000.0,,0.0,-2000000.0,150000000.0,6000000.0,24000000.0,2906000000.0,2000000.0,,-1000000.0,2270000000.0,,543000000.0,608000000.0,1013000000.0,5768000000.0,62700000.0,4210000000.0,1237000000.0,352000000.0,104000000.0,18000000.0,18000000.0,87000000.0,0.29,,15000000.0,65000000.0,99000000.0,-9000000.0,-120000000.0,111000000.0,-24000000.0,753000000.0,254000000.0,18000000.0,163000000.0,,3052000000.0,681000000.0,-25000000.0,,,,,
2016-09-30,2754000000.0,-6000000.0,0.94,600000000.0,1000000.0,194000000.0,-12000000.0,168000000.0,-9000000.0,-398000000.0,645000000.0,0.0,62600000.0,1000000.0,111000000.0,168000000.0,-83000000.0,107000000.0,43000000.0,1270000000.0,-70000000.0,,56000000.0,1000000.0,0.0,95000000.0,25000000.0,,1633000000.0,733000000.0,1190000000.0,0.0,0.0,11000000.0,194000000.0,16000000.0,75000000.0,2887000000.0,2000000.0,,12000000.0,2343000000.0,,548000000.0,616000000.0,969000000.0,5830000000.0,62700000.0,4197000000.0,1309000000.0,342000000.0,107000000.0,59000000.0,59000000.0,87000000.0,0.94,,17000000.0,63000000.0,-2000000.0,-45000000.0,-82000000.0,168000000.0,-15000000.0,770000000.0,301000000.0,59000000.0,162000000.0,,3076000000.0,692000000.0,-26000000.0,,,,,
2016-12-31,2676000000.0,-1000000.0,0.75,608000000.0,0.0,198000000.0,8000000.0,125000000.0,-30000000.0,-499000000.0,656000000.0,0.0,62600000.0,1000000.0,168000000.0,125000000.0,-45000000.0,73000000.0,-105000000.0,1274000000.0,17000000.0,-5884000000.0,-39000000.0,1000000.0,11000000.0,155000000.0,22000000.0,8709000000.0,1568000000.0,753000000.0,1211000000.0,-45000000.0,0.0,3000000.0,158000000.0,10000000.0,57000000.0,2825000000.0,2000000.0,,110000000.0,2251000000.0,238000000.0,550000000.0,613000000.0,1003000000.0,5680000000.0,62700000.0,4112000000.0,1218000000.0,358000000.0,113000000.0,47000000.0,47000000.0,85000000.0,0.75,,17000000.0,75000000.0,0.0,2000000.0,-89000000.0,125000000.0,1000000.0,759000000.0,271000000.0,47000000.0,129000000.0,,3004000000.0,675000000.0,-26000000.0,,,,,
2017-03-31,2685000000.0,-47000000.0,0.32,607000000.0,0.0,187000000.0,39000000.0,111000000.0,-35000000.0,-485000000.0,633000000.0,0.0,62600000.0,1000000.0,125000000.0,111000000.0,-34000000.0,42000000.0,-72000000.0,1304000000.0,-6000000.0,,-15000000.0,1000000.0,0.0,91000000.0,25000000.0,,1544000000.0,724000000.0,1205000000.0,,0.0,-4000000.0,122000000.0,5000000.0,25000000.0,2789000000.0,1000000.0,,57000000.0,2216000000.0,,553000000.0,662000000.0,1075000000.0,5625000000.0,62800000.0,4081000000.0,1188000000.0,356000000.0,108000000.0,20000000.0,20000000.0,80000000.0,0.32,,17000000.0,66000000.0,-35000000.0,-19000000.0,-34000000.0,111000000.0,-1000000.0,722000000.0,229000000.0,20000000.0,132000000.0,,2940000000.0,672000000.0,-26000000.0,,,,,
2017-06-30,2770000000.0,58000000.0,0.61,625000000.0,0.0,192000000.0,-29000000.0,124000000.0,-73000000.0,-414000000.0,627000000.0,0.0,62600000.0,1000000.0,111000000.0,124000000.0,-37000000.0,64000000.0,-76000000.0,1224000000.0,10000000.0,,8000000.0,2000000.0,0.0,121000000.0,28000000.0,,1555000000.0,656000000.0,1217000000.0,,0.0,-8000000.0,143000000.0,9000000.0,47000000.0,2779000000.0,2000000.0,,84000000.0,2241000000.0,,569000000.0,613000000.0,968000000.0,5667000000.0,62700000.0,4112000000.0,1203000000.0,361000000.0,111000000.0,38000000.0,38000000.0,79000000.0,0.61,,17000000.0,1000000.0,44000000.0,-16000000.0,-37000000.0,124000000.0,-1000000.0,759000000.0,256000000.0,38000000.0,139000000.0,,2897000000.0,677000000.0,-26000000.0,,,,,
2017-09-30,2886000000.0,-39000000.0,1.11,632000000.0,0.0,191000000.0,-20000000.0,143000000.0,-40000000.0,-345000000.0,687000000.0,0.0,62700000.0,1000000.0,124000000.0,143000000.0,-40000000.0,89000000.0,-64000000.0,1292000000.0,-31000000.0,,16000000.0,3000000.0,0.0,112000000.0,,,1649000000.0,720000000.0,1261000000.0,0.0,0.0,-7000000.0,169000000.0,3000000.0,73000000.0,2774000000.0,3000000.0,,72000000.0,2178000000.0,,578000000.0,659000000.0,1012000000.0,5784000000.0,62900000.0,4135000000.0,1164000000.0,333000000.0,118000000.0,70000000.0,70000000.0,80000000.0,1.12,,16000000.0,1000000.0,2000000.0,46000000.0,-32000000.0,143000000.0,6000000.0,787000000.0,280000000.0,70000000.0,151000000.0,,2898000000.0,681000000.0,-26000000.0,,,,,
2017-12-31,2529000000.0,-44000000.0,-5.42,633000000.0,0.0,193000000.0,31000000.0,139000000.0,-56000000.0,-336000000.0,716000000.0,0.0,62700000.0,1000000.0,143000000.0,139000000.0,-71000000.0,68000000.0,-62000000.0,1337000000.0,1000000.0,-6279000000.0,-5000000.0,1000000.0,7000000.0,125000000.0,24000000.0,9044000000.0,1661000000.0,741000000.0,895000000.0,-8000000.0,0.0,-188000000.0,150000000.0,-188000000.0,-528000000.0,2765000000.0,0.0,,54000000.0,1946000000.0,252000000.0,0.0,704000000.0,1076000000.0,5216000000.0,62700000.0,3555000000.0,1129000000.0,326000000.0,119000000.0,-340000000.0,-340000000.0,82000000.0,-5.42,,16000000.0,1000000.0,0.0,24000000.0,-68000000.0,139000000.0,-580000000.0,757000000.0,261000000.0,-340000000.0,157000000.0,,2687000000.0,491000000.0,-26000000.0,,,,,
2018-03-31,2493000000.0,-2000000.0,0.86,637000000.0,-4000000.0,184000000.0,-13000000.0,152000000.0,-25000000.0,-356000000.0,682000000.0,,62700000.0,1000000.0,139000000.0,152000000.0,-25000000.0,77000000.0,-51000000.0,1345000000.0,-41000000.0,,11000000.0,-1000000.0,,90000000.0,,,1665000000.0,713000000.0,876000000.0,,,-3000000.0,156000000.0,11000000.0,65000000.0,2694000000.0,3000000.0,,65000000.0,1945000000.0,,,704000000.0,1084000000.0,5151000000.0,62900000.0,3486000000.0,1103000000.0,356000000.0,110000000.0,54000000.0,54000000.0,79000000.0,0.86,,16000000.0,1000000.0,,-37000000.0,-28000000.0,152000000.0,4000000.0,766000000.0,261000000.0,54000000.0,155000000.0,,2658000000.0,486000000.0,-26000000.0,,,,,
2018-06-30,2458000000.0,29000000.0,0.68,614000000.0,-2000000.0,195000000.0,3000000.0,264000000.0,0.0,-411000000.0,722000000.0,,62900000.0,1000000.0,152000000.0,264000000.0,-37000000.0,62000000.0,-25000000.0,1353000000.0,58000000.0,,116000000.0,0.0,,177000000.0,,,1743000000.0,753000000.0,891000000.0,,,-2000000.0,141000000.0,8000000.0,51000000.0,2629000000.0,2000000.0,,140000000.0,1934000000.0,,,667000000.0,1096000000.0,5145000000.0,63200000.0,3402000000.0,1103000000.0,356000000.0,118000000.0,43000000.0,43000000.0,79000000.0,0.68,,,2000000.0,,38000000.0,-36000000.0,264000000.0,5000000.0,756000000.0,257000000.0,43000000.0,159000000.0,,2687000000.0,475000000.0,-27000000.0,,,,,
2018-09-30,2553000000.0,-34000000.0,1.57,607000000.0,0.0,194000000.0,-13000000.0,256000000.0,0.0,-390000000.0,717000000.0,,62900000.0,1000000.0,264000000.0,256000000.0,-49000000.0,114000000.0,-29000000.0,1367000000.0,-116000000.0,,-8000000.0,,,70000000.0,,,1780000000.0,750000000.0,963000000.0,,,8000000.0,189000000.0,3000000.0,103000000.0,2621000000.0,2000000.0,,21000000.0,1879000000.0,,,702000000.0,1059000000.0,5182000000.0,63200000.0,3402000000.0,1103000000.0,288000000.0,115000000.0,99000000.0,99000000.0,75000000.0,1.57,,,1000000.0,-1000000.0,-7000000.0,-49000000.0,256000000.0,4000000.0,772000000.0,308000000.0,99000000.0,174000000.0,,2629000000.0,488000000.0,-28000000.0,,,,,
2018-12-31,2538000000.0,25000000.0,1.38,597000000.0,0.0,178000000.0,-1000000.0,111000000.0,-336000000.0,-467000000.0,757000000.0,,62900000.0,1000000.0,256000000.0,111000000.0,-84000000.0,148000000.0,-277000000.0,1390000000.0,37000000.0,-6417000000.0,-143000000.0,,21000000.0,217000000.0,,9022000000.0,1589000000.0,783000000.0,1023000000.0,,,10000000.0,223000000.0,35000000.0,123000000.0,2605000000.0,1000000.0,,133000000.0,1604000000.0,253000000.0,,670000000.0,1064000000.0,4925000000.0,63000000.0,3336000000.0,853000000.0,275000000.0,100000000.0,87000000.0,87000000.0,75000000.0,1.38,,,1000000.0,1000000.0,30000000.0,-83000000.0,111000000.0,-10000000.0,762000000.0,326000000.0,87000000.0,134000000.0,6000000.0,2387000000.0,476000000.0,-27000000.0,,,,,
2019-03-31,2608000000.0,,1.27,587000000.0,,195000000.0,-49000000.0,94000000.0,-20000000.0,-450000000.0,675000000.0,,63000000.0,1000000.0,111000000.0,94000000.0,-46000000.0,129000000.0,-25000000.0,1376000000.0,-108000000.0,,-16000000.0,,25000000.0,55000000.0,,2645000000.0,1652000000.0,753000000.0,1075000000.0,,,-3000000.0,202000000.0,24000000.0,105000000.0,2645000000.0,2000000.0,,9000000.0,1661000000.0,,,699000000.0,1052000000.0,5022000000.0,63200000.0,3370000000.0,853000000.0,266000000.0,123000000.0,80000000.0,80000000.0,73000000.0,1.27,,,4000000.0,-1000000.0,,-46000000.0,94000000.0,-11000000.0,813000000.0,324000000.0,80000000.0,138000000.0,,2414000000.0,477000000.0,-27000000.0,,,,,
2019-06-30,2619000000.0,,0.28,586000000.0,,181000000.0,-5000000.0,93000000.0,-91000000.0,-424000000.0,682000000.0,,63000000.0,1000000.0,94000000.0,93000000.0,-55000000.0,57000000.0,-67000000.0,1317000000.0,7000000.0,,-2000000.0,,,119000000.0,,2634000000.0,1630000000.0,740000000.0,1065000000.0,,,2000000.0,131000000.0,5000000.0,23000000.0,2634000000.0,3000000.0,,64000000.0,1634000000.0,,,634000000.0,1079000000.0,4993000000.0,63300000.0,3363000000.0,824000000.0,264000000.0,105000000.0,18000000.0,18000000.0,74000000.0,0.29,,,4000000.0,0.0,,-54000000.0,93000000.0,-21000000.0,823000000.0,238000000.0,18000000.0,143000000.0,,2374000000.0,483000000.0,-28000000.0,,,,,
2019-09-30,2439000000.0,,0.32,568000000.0,,169000000.0,20000000.0,98000000.0,0.0,-462000000.0,646000000.0,,61500000.0,1000000.0,93000000.0,98000000.0,-56000000.0,73000000.0,-45000000.0,1283000000.0,-21000000.0,,7000000.0,,,108000000.0,,2576000000.0,1600000000.0,702000000.0,1058000000.0,,-131000000.0,2000000.0,145000000.0,-1000000.0,19000000.0,2576000000.0,2000000.0,,52000000.0,1743000000.0,,,618000000.0,1041000000.0,4884000000.0,61700000.0,3284000000.0,938000000.0,258000000.0,94000000.0,20000000.0,20000000.0,72000000.0,0.33,,,2000000.0,0.0,,-56000000.0,98000000.0,-42000000.0,798000000.0,242000000.0,20000000.0,140000000.0,,2445000000.0,479000000.0,-28000000.0,,,,,
