date,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable
2015-06-30,-11095000.0,175578000.0,3033392000.0,122888000.0,79527000.0,4747903000.0,5060068000.0,355128000.0,1712111000.0,407716000.0,61720000.0,30973000.0,47044000.0,35727000.0,,22943000.0,219909000.0,-10596000.0,-7007000.0,995000.0,51062000.0,32868000.0,191033000.0,30973000.0,30973000,3543414000.0,54866000.0,516479000.0,-3025000.0,-70777000.0,-22384000.0,0.65,1516654000.0,25955000.0,4347000.0,129901000.0,47287696.0,32868000.0,-92073000.0,,0.66,41906000.0,52200000.0,-8734000.0,507000.0,12109000.0,32868000.0,61132000,27999000.0,-74632000.0,-13172000.0,,10912000.0,270560000,,20759000.0,60558000.0,63537000.0,510022000.0,,312165000.0,3843234000.0,39184000.0,,8211000.0,302396000.0,983000.0,97854000,1085000.0,0.0,-1989000.0,,,,,,
2015-09-30,41985000.0,226024000.0,3141319000.0,117454000.0,73577000.0,4919242000.0,5235078000.0,355128000.0,1782123000.0,407700000.0,79296000.0,23798000.0,47065000.0,35693000.0,,22043000.0,217943000.0,-436000.0,8531000.0,3769000.0,58692000.0,10135000.0,199162000.0,23798000.0,23798000,3716232000.0,57397000.0,550234000.0,-7630000.0,-182256000.0,-22385000.0,0.51,1518846000.0,5434000.0,32734000.0,150701000.0,47310545.0,10135000.0,-8000.0,,0.51,48546000.0,60235000.0,-9056000.0,507000.0,32868000.0,10135000.0,48461000,45384000.0,-72154000.0,48403000.0,,7100000.0,272739000,,-22733000.0,68908000.0,114139000.0,574913000.0,,315836000.0,4004516000.0,30187000.0,,6389000.0,303809000.0,179000.0,87923000,944000.0,0.0,-1858000.0,,,,,,
2015-12-31,-45040000.0,183988000.0,3107266000.0,154410000.0,107369000.0,4991980000.0,5278640000.0,357586000.0,1782128000.0,184879000.0,75336000.0,45013000.0,48098000.0,37463000.0,0.0,24052000.0,229874000.0,42000.0,10486000.0,2154000.0,53458000.0,11980000.0,217620000.0,45013000.0,45013000,3678466000.0,57672000.0,501532000.0,5234000.0,-79371000.0,-22913000.0,0.92,1600174000.0,-36956000.0,4350000.0,145288000.0,48370000.0,11980000.0,-1000.0,,0.94,60178000.0,74511000.0,-8596000.0,518000.0,10135000.0,11980000.0,72332000,45875000.0,-80381000.0,-54658000.0,36046000.0,6867000.0,324989000,-1443585000.0,1845000.0,80990000.0,35341000.0,571200000.0,5503084000.0,286660000.0,4059499000.0,50434000.0,,5421000.0,325909000.0,165000.0,111949000,1807000.0,56651000.0,-1159000.0,,,,,,
2016-03-31,90818000.0,219872000.0,3128305000.0,134983000.0,115434000.0,5010697000.0,5261173000.0,357586000.0,1768393000.0,423166000.0,79861000.0,38054000.0,48242000.0,,,24509000.0,161913000.0,-151000.0,-11303000.0,3102000.0,46633000.0,9027000.0,217105000.0,38054000.0,38054000,3646502000.0,48578000.0,527343000.0,6825000.0,-51267000.0,-23922000.0,0.79,1614671000.0,19427000.0,51000.0,155172000.0,48340372.0,9027000.0,-67961000.0,,0.79,53002000.0,56522000.0,-8677000.0,520000.0,11980000.0,9027000.0,61933000,-93822000.0,-51318000.0,56788000.0,,4890000.0,332539000,,-2953000.0,78019000.0,142136000.0,518197000.0,,250476000.0,4069086000.0,40526000.0,,2472000.0,340041000.0,-1788000.0,104925000,2242000.0,,327000.0,,,,,,
2016-06-30,-71070000.0,181119000.0,3159295000.0,115833000.0,81693000.0,5069615000.0,5307606000.0,357586000.0,1773714000.0,418372000.0,72579000.0,35569000.0,48309000.0,,,26421000.0,256806000.0,-5198000.0,-6292000.0,1195000.0,49923000.0,8969000.0,211427000.0,35569000.0,35569000,3679971000.0,45389000.0,553824000.0,-3290000.0,-69842000.0,-23943000.0,0.73,1627635000.0,19150000.0,86000.0,147685000.0,48375443.0,8969000.0,12961000.0,,0.74,56678000.0,55470000.0,-8632000.0,520000.0,9027000.0,8969000.0,63742000,70926000.0,-69928000.0,-79534000.0,,645000.0,293120000,,-58000.0,25376000.0,-1142000.0,520676000.0,,237991000.0,4109730000.0,38516000.0,,2947000.0,351667000.0,174000.0,104835000,1119000.0,,52000.0,,,,,,
2016-09-30,34242000.0,241185000.0,3198320000.0,116821000.0,96156000.0,5155602000.0,5393941000.0,357586000.0,1794519000.0,410273000.0,68290000.0,44605000.0,48315000.0,,,21049000.0,222311000.0,-1259000.0,1027000.0,-121000.0,54311000.0,5063000.0,204842000.0,44605000.0,44605000,3745134000.0,43591000.0,575812000.0,-4388000.0,-81537000.0,-23951000.0,0.92,1648807000.0,-988000.0,1215000.0,148726000.0,48469320.0,5063000.0,-177768000.0,,0.92,55438000.0,57217000.0,-10112000.0,520000.0,8969000.0,5063000.0,56116000,-39363000.0,-82752000.0,45362000.0,,-10255000.0,300998000,,-3906000.0,24159000.0,116994000.0,546814000.0,,238339000.0,4161993000.0,34946000.0,0.0,-9659000.0,372321000.0,887000.0,95758000,1113000.0,,-2525000.0,,,,,,
2016-12-31,-52879000.0,205370000.0,3209262000.0,159556000.0,107690000.0,5219126000.0,5499321000.0,357586000.0,1793338000.0,189537000.0,82163000.0,45944000.0,,,,22991000.0,300811000.0,-1824000.0,20207000.0,1372000.0,49206000.0,5079000.0,222900000.0,45944000.0,45944000,3823094000.0,43705000.0,575582000.0,5105000.0,-83901000.0,-23949000.0,,1676227000.0,-42735000.0,2000.0,158744000.0,,5079000.0,7563000.0,,,61928000.0,79311000.0,-9714000.0,520000.0,5063000.0,5079000.0,64156000,52893000.0,-83903000.0,-53172000.0,40209000.0,-3464000.0,330590000,-1525063000.0,16000.0,26361000.0,31024000.0,613832000.0,5739955000.0,280195000.0,4214892000.0,42537000.0,0.0,-3407000.0,396919000.0,166000.0,105313000,2257000.0,,-326000.0,,,,,,
2017-03-31,105256000.0,238676000.0,3246028000.0,142552000.0,119817000.0,5255649000.0,5500301000.0,357586000.0,1793636000.0,423410000.0,80962000.0,56567000.0,48386000.0,,,23400000.0,228901000.0,-2000.0,-15806000.0,1500000.0,42277000.0,12433000.0,247495000.0,56567000.0,56567000,3791098000.0,45918000.0,604018000.0,6929000.0,-51443000.0,-25194000.0,1.17,1709203000.0,17004000.0,76000.0,162351000.0,48503396.0,12433000.0,-71910000.0,,1.17,42538000.0,56446000.0,-9570000.0,521000.0,5079000.0,12433000.0,85144000,-97978000.0,-51519000.0,50874000.0,,5410000.0,367312000,,7354000.0,19031000.0,156775000.0,545070000.0,,244652000.0,4223690000.0,63244000.0,,6677000.0,428292000.0,-872000.0,128105000,2332000.0,,217000.0,,,,,,
2017-06-30,-46575000.0,200517000.0,3269907000.0,123925000.0,84000000.0,5308915000.0,5556932000.0,357586000.0,1793797000.0,430975000.0,75188000.0,21830000.0,48451000.0,,,23408000.0,303658000.0,-140000.0,-3982000.0,2123000.0,50599000.0,16859000.0,199859000.0,21830000.0,21830000,3848335000.0,47626000.0,615510000.0,-8322000.0,-67301000.0,-25202000.0,0.44,1708597000.0,18627000.0,303000.0,156164000.0,48581411.0,16859000.0,71910000.0,,0.45,51026000.0,55530000.0,-9581000.0,521000.0,12433000.0,16859000.0,43695000,50698000.0,-67604000.0,-44262000.0,,910000.0,283859000,,4426000.0,16670000.0,21029000.0,578428000.0,,248017000.0,4261983000.0,22410000.0,,580000.0,424920000.0,,87313000,1494000.0,,-123000.0,,,,,,
2017-09-30,44885000.0,252037000.0,3300987000.0,129671000.0,97507000.0,5375242000.0,5628955000.0,357586000.0,1794083000.0,438336000.0,70244000.0,36412000.0,48486899.0,,,23149000.0,269738000.0,-14000.0,6803000.0,790000.0,56527000.0,7868000.0,212426000.0,36412000.0,36412000,3902767000.0,49740000.0,634278000.0,-5928000.0,-77862000.0,-25237000.0,0.75,1726188000.0,-5746000.0,0.0,150880000.0,48551497.0,7868000.0,-31073000.0,,0.75,52595000.0,62686000.0,-9633000.0,522000.0,16859000.0,7868000.0,61546000,-53876000.0,-77862000.0,41035000.0,,3200000.0,309933000,,-8991000.0,15226000.0,122747000.0,601780000.0,,253713000.0,4309293000.0,39187000.0,,2775000.0,436095000.0,,103861000,1172000.0,,-607000.0,,,,,,
2017-12-31,-56396000.0,210047000.0,2989764000.0,182282000.0,109025000.0,5124558000.0,5420917000.0,357586000.0,1793416000.0,190515000.0,78743000.0,47894000.0,,,,22306000.0,319556000.0,-16226000.0,16600000.0,2506000.0,52432000.0,8473000.0,235523000.0,47894000.0,47894000,3622002000.0,54391000.0,340729000.0,4095000.0,-79453000.0,-25637000.0,,1798915000.0,-52611000.0,0.0,164493000.0,,8473000.0,-218927000.0,,,49616000.0,85160000.0,-8772000.0,530000.0,7868000.0,8473000.0,71030000,57001000.0,-79453000.0,-69483000.0,45376000.0,2843000.0,344548000,-1660119000.0,605000.0,15342000.0,23057000.0,632238000.0,6018384000.0,296359000.0,4358265000.0,51230000.0,,3336000.0,458352000.0,,115192000,565000.0,49046000.0,-394000.0,,,,,,
2018-03-31,121023000.0,251849000.0,3239464000.0,170270000.0,96077000.0,5142384000.0,5400418000.0,357586000.0,2016571000.0,415174000.0,74345000.0,58499000.0,49416000.0,,,22970000.0,,-225000.0,-21605000.0,-1129000.0,43714000.0,10900000.0,245425000.0,58499000.0,58499000,3565795000.0,53612000.0,354792000.0,8718000.0,-52005000.0,-26945000.0,1.18,1834623000.0,12012000.0,,160913000.0,49484000.0,4742000.0,-674556000.0,,1.18,33150000.0,54762000.0,-10707000.0,531000.0,12029000.0,4742000.0,84512000,-122152000.0,-52005000.0,65567000.0,,2143000.0,341502000,,-1129000.0,17547000.0,173028000.0,326331000.0,,258034000.0,4364803000.0,60413000.0,,1914000.0,492049000.0,,127138000,2496000.0,,553000.0,,,,,,
2018-06-30,9648000.0,215373000.0,3241432000.0,129975000.0,32190000.0,5207054000.0,5438974000.0,357586000.0,2009827000.0,401972000.0,73834000.0,43787000.0,49869176.0,,,23197000.0,,125000.0,-2244000.0,876000.0,46698000.0,12912000.0,229627000.0,43787000.0,43787000,3541243000.0,55844000.0,365840000.0,-2984000.0,-82968000.0,-27308000.0,0.87,1897731000.0,40295000.0,,160417000.0,50044545.0,5569000.0,-238444000.0,,0.88,42335000.0,56559000.0,-10508000.0,539000.0,10900000.0,5569000.0,69210000,10881000.0,-64451000.0,-17592000.0,,2876000.0,261817000,,2012000.0,25667000.0,74099000.0,299811000.0,,231920000.0,4417662000.0,46889000.0,,3102000.0,508528000.0,,113627000,1242000.0,,249000.0,,,,,,
2018-09-30,22342000.0,263142000.0,3250485000.0,127930000.0,72247000.0,5252876000.0,5500098000.0,357586000.0,2016091000.0,391326000.0,73787000.0,28182000.0,50317813.0,,,22035000.0,,9000.0,4759000.0,2051000.0,52738000.0,14093000.0,207627000.0,28182000.0,28182000,3600198000.0,51097000.0,373872000.0,-6040000.0,-76864000.0,-27470000.0,0.56,1899900000.0,2045000.0,,159819000.0,50460543.0,6912000.0,-617556000.0,,0.56,52461000.0,62019000.0,-10463000.0,539000.0,12912000.0,6912000.0,47808000,-21246000.0,-76949000.0,25180000.0,,1268000.0,279874000,,1181000.0,22297000.0,99291000.0,349713000.0,,247222000.0,4460150000.0,27824000.0,,-358000.0,509240000.0,,93440000,1197000.0,215000.0,-51000.0,,,,,,
2018-12-31,-54994000.0,216792000.0,3354985000.0,162373000.0,72369000.0,5366691000.0,5644376000.0,357586000.0,2102345000.0,154524000.0,85153000.0,66492000.0,,,,23786000.0,,0.0,15285000.0,2168000.0,50815000.0,15311000.0,236447000.0,66492000.0,66492000,3701994000.0,50206000.0,394618000.0,1923000.0,-93062000.0,-27479000.0,,1942382000.0,-34443000.0,-1000.0,171705000.0,,7860000.0,1530556000.0,,,49186000.0,87043000.0,-9934000.0,539000.0,14093000.0,7860000.0,64742000,58713000.0,-90561000.0,-57667000.0,50089000.0,-19476000.0,308816000,-1764786000.0,1218000.0,40876000.0,35567000.0,347009000.0,6286104000.0,277685000.0,4521318000.0,43124000.0,,-23368000.0,548253000.0,,110509000,2748000.0,192000.0,-271000.0,,,,,,
2019-03-31,45847000.0,245986000.0,3363621000.0,169640000.0,115735000.0,5412524000.0,5700655000.0,357586000.0,2080462000.0,405843000.0,81092000.0,72806000.0,50381000.0,,,,,-140000.0,3954000.0,1149000.0,47555000.0,11034000.0,268485000.0,72806000.0,72806000,3710863000.0,59822000.0,415073000.0,3260000.0,-65577000.0,-28781000.0,1.44,1989792000.0,-7267000.0,,171465000.0,50729000.0,3959000.0,-22000000.0,,1.45,59902000.0,81548000.0,-9759000.0,540000.0,15311000.0,3959000.0,97020000,-50124000.0,-65577000.0,-10116000.0,,708000.0,384220000,,-4277000.0,17367000.0,111424000.0,347242000.0,,288131000.0,4537909000.0,74379000.0,,1573000.0,592278000.0,,142604000,2418000.0,,188000.0,,,,,,
2019-06-30,-48261000.0,197293000.0,3434571000.0,126025000.0,55744000.0,5467441000.0,5720435000.0,,2158991000.0,388913000.0,80826000.0,47662000.0,50441000.0,,,23511000.0,,-735000.0,-23637000.0,124000.0,51781000.0,12459000.0,214975000.0,47662000.0,47662000,3710357000.0,61059000.0,420673000.0,-4226000.0,-81450000.0,-28781000.0,0.94,2010078000.0,43615000.0,,166152000.0,50441000.0,4217000.0,22000000.0,,0.94,62729000.0,58885000.0,-9733000.0,540000.0,11034000.0,4217000.0,48823000,49686000.0,-81450000.0,-39212000.0,,-17255000.0,270719000,,1425000.0,17224000.0,33189000.0,275786000.0,,252994000.0,4588398000.0,25436000.0,,-22226000.0,611159000.0,,89963000,1179000.0,,-189000.0,,,,,,
2019-09-30,13401000.0,243093000.0,3471972000.0,126373000.0,64227000.0,5544358000.0,5810180000.0,,2176057000.0,394996000.0,76998000.0,21670000.0,50444000.0,,,23722000.0,,-199000.0,5741000.0,-409000.0,55168000.0,14101000.0,210609000.0,21670000.0,21670000,3805656000.0,64640000.0,431832000.0,-3387000.0,-95847000.0,-28781000.0,0.42,2004524000.0,-348000.0,,164253000.0,50779237.0,5046000.0,-76000000.0,,0.43,70180000.0,66550000.0,-9577000.0,540000.0,12459000.0,5046000.0,46356000,-11759000.0,-95847000.0,43669000.0,,197000.0,274836000,,1642000.0,21611000.0,109248000.0,333684000.0,,265822000.0,4650951000.0,22225000.0,0.0,555000.0,604048000.0,,89113000,1181000.0,221000.0,-635000.0,,,,,,
