date,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCommonStockIssuance,quarterlyDilutedEPS,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments
2008-03-31,-933000.0,565957000.0,11194000.0,5304000.0,5304000,48201000.0,23856000.0,13872000.0,28216000.0,255000.0,0.15,,,267174000.0,84608000.0,2957000.0,1638000.0,765000.0,-4309000.0,765000.0,,0.0,1698000.0,34478000.0,,,5378000.0,48201000.0,35808000.0,671876000.0,5304000.0,-6025000.0,915545000.0,975385000.0,1104000.0,,1109099000.0,,,0.155,-945000.0,1476000.0,31019000.0,,12041000.0,,303509000.0,0.0,23287000,,-19517000.0,765000.0,39576000.0,55070000.0,-62000.0,-2426000.0,59840000.0,103076000.0,,14827000.0,,,,9559000.0,4255000.0,121307000.0,784788000.0,68942000,7390000.0,15494000,-17219000.0,-324311000.0,34714000.0,,,,
2008-06-30,-394000.0,571247000.0,16460000.0,9283000.0,9283000,57273000.0,22711000.0,18329000.0,27671000.0,222000.0,0.265,,,267114000.0,85442000.0,-2329000.0,1683000.0,371000.0,-4312000.0,371000.0,,0.0,765000.0,34496000.0,,,5294000.0,57273000.0,38295000.0,693360000.0,9283000.0,-5143000.0,932557000.0,1002541000.0,19377000.0,,1133770000.0,,,0.27,-13006000.0,2939000.0,39307000.0,,18578000.0,,309181000.0,0.0,34161000,,-21603000.0,371000.0,35633000.0,61984000.0,-45000.0,5198000.0,69984000.0,119291000.0,,14943000.0,,,,15069000.0,5786000.0,126259000.0,801451000.0,80313000,4749000.0,26351000,-21603000.0,-332319000.0,34650000.0,,,,
2008-09-30,870000.0,571485000.0,15688000.0,4552000.0,4552000,66118000.0,31235000.0,18571000.0,35851000.0,897000.0,0.13,,,266945000.0,87116000.0,-3771000.0,1817000.0,1241000.0,-4313000.0,1241000.0,,0.0,371000.0,34536000.0,,,5428000.0,66118000.0,38554000.0,709182000.0,4552000.0,-4477000.0,943791000.0,1020183000.0,-19463000.0,,1156050000.0,,,0.13,9000000.0,-139000.0,37618000.0,,17706000.0,,311001000.0,0.0,29883000,,-20165000.0,1241000.0,44689000.0,66690000.0,-134000.0,-1780000.0,76392000.0,134971000.0,,16307000.0,,,,7978000.0,3426000.0,126481000.0,815459000.0,85261000,5347000.0,22001000,-20165000.0,-340591000.0,34808000.0,,,,
2008-12-31,2880000.0,575348000.0,19763000.0,2866000.0,2866000,326000.0,41801000.0,13107000.0,13969000.0,28626000.0,,,,260561000.0,86010000.0,-23084000.0,1543000.0,3812000.0,-266000.0,3812000.0,,0.0,1241000.0,,,,5230000.0,326000.0,25288000.0,645617000.0,2866000.0,5658000.0,907652000.0,970150000.0,-5045000.0,,1103932000.0,,,,5453000.0,420000.0,25897000.0,,25533000.0,,324533000.0,2298000.0,49207000,,-11807000.0,3812000.0,29965000.0,71095000.0,260000.0,1228000.0,62498000.0,68024000.0,,16639000.0,,,,2778000.0,-88000.0,129805000.0,777843000.0,84202000,-5076000.0,41130000,-14105000.0,-326089000.0,,,,,
2009-03-31,17610000.0,205061000.0,19789000.0,4932000.0,4932000,27348000.0,11876000.0,16381000.0,18633000.0,462000.0,0.14,4610000.0,10600000.0,306469000.0,86064000.0,-30000.0,1857000.0,24893000.0,-4328000.0,24893000.0,8361000.0,0.0,7283000.0,34624000.0,,1565000.0,5294000.0,55010000.0,17428000.0,783415000.0,4932000.0,2107000.0,988011000.0,1095272000.0,-25000.0,1067000.0,1190128000.0,,,0.14,7554000.0,-1194000.0,35974000.0,,33549000.0,383000.0,311857000.0,0.0,19951000,-2406000.0,-17682000.0,24893000.0,51810000.0,63228000.0,252000.0,358000.0,107261000.0,131275000.0,,16865000.0,-20393000.0,652140000.0,,6296000.0,1364000.0,125587000.0,836502000.0,79609000,15503000.0,11418000,-17682000.0,-353626000.0,34880000.0,,,,
2009-06-30,-15139000.0,207705000.0,19340000.0,11499000.0,11499000,26579000.0,10570000.0,23537000.0,20196000.0,34425000.0,0.32,4610000.0,-16274000.0,306346000.0,88873000.0,-7747000.0,1772000.0,9754000.0,-4332000.0,9754000.0,8387000.0,0.0,24893000.0,35722000.0,,-1837000.0,5659000.0,11494000.0,17327000.0,747100000.0,11499000.0,82000.0,1003663000.0,1101079000.0,-139000.0,598000.0,1208720000.0,,,0.32,-4838000.0,2302000.0,39622000.0,,29398000.0,442000.0,353979000.0,0.0,33279000,3677000.0,-19258000.0,9754000.0,37673000.0,70016000.0,85000.0,172000.0,97416000.0,88863000.0,,15522000.0,-46027000.0,658237000.0,,19233000.0,7734000.0,132737000.0,847849000.0,93553000,-15221000.0,32343000,-19258000.0,-360871000.0,35974000.0,,,,
2009-09-30,-2397000.0,207871000.0,11285000.0,9698000.0,9698000,28049000.0,12371000.0,28332000.0,22948000.0,467000.0,0.26,4610000.0,11526000.0,306298000.0,93385000.0,-9228000.0,1912000.0,7357000.0,-4625000.0,7357000.0,8400000.0,0.0,9754000.0,37004000.0,,-3098000.0,5861000.0,21198000.0,37066000.0,450658000.0,9698000.0,-7408000.0,1017039000.0,1116703000.0,-2053000.0,21000.0,1223922000.0,,,0.26,-12412000.0,4026000.0,37361000.0,,25968000.0,217000.0,666045000.0,0.0,31066000,-889000.0,-18693000.0,7357000.0,41448000.0,73169000.0,-140000.0,1367000.0,99664000.0,99000000.0,,17018000.0,12044000.0,351658000.0,,16805000.0,7107000.0,137794000.0,856294000.0,101501000,5011000.0,31721000,-18693000.0,-367628000.0,37290000.0,,,,
2009-12-31,-5672000.0,209571000.0,22180000.0,3402000.0,3402000,37020000.0,10616000.0,21464000.0,25035000.0,443000.0,,4437000.0,11720000.0,305866000.0,97389000.0,25671000.0,1900000.0,1685000.0,-4813000.0,1685000.0,8409000.0,0.0,7357000.0,,,429000.0,5492000.0,18095000.0,18253000.0,753863000.0,3402000.0,354000.0,1017278000.0,1113293000.0,1621000.0,72000.0,1239719000.0,,,,7403000.0,2449000.0,33903000.0,,32052000.0,291000.0,359430000.0,16000.0,19923000,-911000.0,-21810000.0,1685000.0,79279000.0,64846000.0,12000.0,352000.0,96015000.0,99706000.0,,54457000.0,-3535000.0,654157000.0,0.0,6022000.0,2620000.0,136364000.0,866418000.0,86310000,-6042000.0,-14433000,-21826000.0,-373301000.0,,,,,
2010-03-31,3395000.0,217776000.0,19861000.0,8490000.0,8490000,33400000.0,14387000.0,20018000.0,20528000.0,515000.0,0.225,4437000.0,11723000.0,305794000.0,96118000.0,-8104000.0,2090000.0,5080000.0,-4822000.0,5080000.0,8842000.0,0.0,1685000.0,37092000.0,,4060000.0,5749000.0,21699000.0,17601000.0,1132854000.0,8490000.0,3885000.0,1025477000.0,1132854000.0,217000.0,2640000.0,1254821000.0,,,0.23,2210000.0,-572000.0,33967000.0,,43444000.0,459000.0,363966000.0,0.0,29144000,-444000.0,-15959000.0,5080000.0,42520000.0,70265000.0,-190000.0,435000.0,107377000.0,106093000.0,,18863000.0,-68000.0,662795000.0,,14553000.0,6063000.0,140013000.0,873254000.0,90283000,-507000.0,27745000,-15976000.0,-381567000.0,37332000.0,,,,
2010-06-30,1948000.0,197715000.0,9680000.0,8975000.0,8870000,60643000.0,3467000.0,25836000.0,24006000.0,431000.0,0.24,1116000.0,10545000.0,299935000.0,94737000.0,-69000.0,2240000.0,6603000.0,-4829000.0,6603000.0,8848000.0,0.0,5080000.0,37152000.0,,-4266000.0,5870000.0,40568000.0,17470000.0,790096000.0,8975000.0,-12689000.0,987579000.0,1159630000.0,-338000.0,234000.0,1215883000.0,,,0.24,-9071000.0,-359000.0,41233000.0,,49498000.0,493000.0,369534000.0,0.0,30087000,5411000.0,-22300000.0,7028000.0,48490000.0,69640000.0,-155000.0,238000.0,172051000.0,154808000.0,,25202000.0,22585000.0,635288000.0,,15369000.0,6499000.0,144140000.0,846208000.0,95476000,14568000.0,21150000,-22369000.0,-369675000.0,37440000.0,,,,
2010-09-30,1903000.0,191965000.0,7593000.0,6652000.0,5669000,74828000.0,5251000.0,31632000.0,26604000.0,482000.0,0.175,1116000.0,10920000.0,299902000.0,101306000.0,-553000.0,2104000.0,7692000.0,-4834000.0,7692000.0,8211000.0,0.0,7028000.0,37190000.0,,-3096000.0,4963000.0,57572000.0,13516000.0,819323000.0,6652000.0,-11765000.0,994712000.0,1191429000.0,1017000.0,333000.0,1229361000.0,,,0.18,-22849000.0,7283000.0,43388000.0,,55403000.0,285000.0,372106000.0,0.0,24907000,3614000.0,-19326000.0,8931000.0,62771000.0,79668000.0,136000.0,-1280000.0,196717000.0,189391000.0,,38706000.0,16971000.0,629932000.0,,11547000.0,5878000.0,145937000.0,852051000.0,111300000,13636000.0,16897000,-19358000.0,-377310000.0,37468000.0,,,,
2010-12-31,-3437000.0,189681000.0,16630000.0,9080000.0,8262000,67706000.0,3256000.0,24018000.0,25315000.0,410000.0,,1116000.0,10981000.0,299839000.0,103980000.0,95000.0,2161000.0,4197000.0,-4841000.0,4197000.0,12266000.0,0.0,8931000.0,,,3417000.0,5145000.0,61276000.0,13925000.0,814494000.0,9080000.0,-4717000.0,987051000.0,1192035000.0,1211000.0,2277000.0,1233011000.0,,,,-13739000.0,337000.0,36155000.0,,71076000.0,245000.0,377541000.0,0.0,30421000,-5427000.0,-20645000.0,5494000.0,63061000.0,79682000.0,-58000.0,613000.0,204984000.0,178842000.0,,35009000.0,3311000.0,635652000.0,,12992000.0,4730000.0,150156000.0,854956000.0,103700000,578000.0,16621000,-21347000.0,-378055000.0,,,,,
2011-03-31,-1205000.0,183060000.0,20759000.0,7589000.0,6955000,72543000.0,5244000.0,21777000.0,25815000.0,455000.0,0.2,1116000.0,11001000.0,299763000.0,100850000.0,80000.0,2442000.0,2371000.0,-4849000.0,2371000.0,9718000.0,0.0,5494000.0,37296000.0,,-801000.0,5744000.0,61282000.0,16192000.0,823651000.0,7589000.0,3285000.0,1000369000.0,1204548000.0,-26000.0,4189000.0,1256336000.0,,,0.2,6254000.0,-3322000.0,42908000.0,,68524000.0,402000.0,380897000.0,0.0,27949000,89000.0,-17474000.0,4289000.0,54535000.0,72530000.0,-281000.0,-120000.0,204179000.0,195990000.0,,30603000.0,-70000.0,627661000.0,,12468000.0,5513000.0,152873000.0,867989000.0,94307000,-4490000.0,17995000,-17474000.0,-388347000.0,37556000.0,,,,
2011-06-30,8270000.0,191569000.0,12180000.0,15962000.0,12728000,40936000.0,3902000.0,38000000.0,32912000.0,498000.0,0.425,1116000.0,10868000.0,340395000.0,103667000.0,-289000.0,2487000.0,11262000.0,-5225000.0,11262000.0,9557000.0,0.0,4289000.0,37336000.0,,-6676000.0,6869000.0,12392000.0,19527000.0,805070000.0,15962000.0,-7641000.0,1025706000.0,1197879000.0,880000.0,521000.0,1281208000.0,,,0.425,-15568000.0,3106000.0,57972000.0,,64078000.0,567000.0,392809000.0,28953000.0,38568000,9494000.0,9132000.0,11262000.0,42690000.0,71829000.0,-45000.0,799000.0,172173000.0,124630000.0,,18305000.0,-71109000.0,680440000.0,,22142000.0,9414000.0,163581000.0,882993000.0,109829000,-13042000.0,29139000,-19821000.0,-398215000.0,37476000.0,,,,
2011-09-30,-6047000.0,185427000.0,29698000.0,15599000.0,15617000,51843000.0,6440000.0,31118000.0,25048000.0,1397000.0,0.415,1116000.0,11894000.0,340404000.0,107396000.0,-170000.0,2817000.0,5215000.0,-5232000.0,5215000.0,9554000.0,0.0,11262000.0,37402000.0,,-4118000.0,6194000.0,4858000.0,18269000.0,790796000.0,15599000.0,3419000.0,1035702000.0,1195848000.0,1319000.0,487000.0,1298263000.0,,,0.415,-1091000.0,4533000.0,43656000.0,,59815000.0,276000.0,405052000.0,0.0,42006000,-7508000.0,-25701000.0,5215000.0,56359000.0,88779000.0,-330000.0,628000.0,160146000.0,116400000.0,,31191000.0,-7525000.0,674396000.0,,26258000.0,10641000.0,173923000.0,891134000.0,119897000,-10044000.0,32420000,-26279000.0,-407129000.0,37704000.0,,,,
2011-12-31,-3900000.0,185643000.0,17530000.0,6709000.0,6710000,51277000.0,3938000.0,71428000.0,32580000.0,-692000.0,,1116000.0,11803000.0,340395000.0,130935000.0,183000.0,3070000.0,1315000.0,-5246000.0,1315000.0,9520000.0,233306000.0,5215000.0,,,5702000.0,4874000.0,2291000.0,13072000.0,829696000.0,6709000.0,823000.0,1072761000.0,1238362000.0,1224000.0,332000.0,1310336000.0,,,,-7732000.0,9544000.0,37873000.0,,70828000.0,275000.0,408666000.0,216000.0,25612000,-5028000.0,-16491000.0,1315000.0,8263000.0,23813000.0,-253000.0,-1220000.0,165601000.0,104370000.0,,-16881000.0,-2576000.0,725326000.0,,11218000.0,4508000.0,175360000.0,896500000.0,95241000,-4939000.0,15550000,-16707000.0,-413836000.0,,,,,
2012-03-31,5243000.0,107198000.0,26590000.0,10115000.0,10115000,50337000.0,6430000.0,41344000.0,28877000.0,1403000.0,0.265,1116000.0,11968000.0,340374000.0,130585000.0,229000.0,4797000.0,6558000.0,-5277000.0,6558000.0,10490000.0,0.0,1315000.0,37662000.0,,2900000.0,6070000.0,247000.0,12911000.0,831610000.0,10115000.0,11623000.0,1074757000.0,1246629000.0,-441000.0,1654000.0,1320855000.0,,75563000.0,0.265,4932000.0,-2000.0,38097000.0,,36213000.0,542000.0,415019000.0,0.0,34301000,2745000.0,-14967000.0,6558000.0,41937000.0,65304000.0,-1727000.0,-140000.0,171872000.0,107372000.0,,16585000.0,-2065000.0,724238000.0,,17741000.0,7626000.0,180173000.0,897835000.0,106648000,-6380000.0,23367000,-14967000.0,-423020000.0,37946000.0,,,,
2012-06-30,19357000.0,107280000.0,37347000.0,15078000.0,15078000,46051000.0,3921000.0,41571000.0,29852000.0,1345000.0,0.395,1116000.0,13471000.0,341541000.0,132802000.0,-13000.0,4958000.0,25915000.0,-5282000.0,25915000.0,10407000.0,0.0,6558000.0,37764000.0,,-1332000.0,5720000.0,177000.0,13933000.0,825846000.0,15078000.0,22867000.0,1076906000.0,1252760000.0,-674000.0,1129000.0,1333049000.0,,73797000.0,0.395,8685000.0,2363000.0,39089000.0,,31814000.0,628000.0,426914000.0,4000.0,41014000,1683000.0,-14476000.0,25915000.0,42615000.0,72740000.0,-161000.0,-117000.0,175854000.0,99615000.0,,17792000.0,-169000.0,726231000.0,,24887000.0,9809000.0,189941000.0,900009000.0,114311000,-3514000.0,30125000,-14480000.0,-433040000.0,37890000.0,,,,
2012-09-30,17151000.0,183188000.0,27642000.0,18664000.0,18664000,39127000.0,6423000.0,54010000.0,36712000.0,9686000.0,0.485,1116000.0,13636000.0,344248000.0,135555000.0,-7110000.0,6578000.0,43066000.0,-6748000.0,43066000.0,10230000.0,0.0,25915000.0,38118000.0,,-7265000.0,6018000.0,178000.0,20136000.0,840786000.0,18664000.0,8920000.0,1102548000.0,1289638000.0,520000.0,1726000.0,1354751000.0,,,0.485,-4188000.0,2374000.0,52081000.0,,25525000.0,307000.0,448852000.0,65000.0,47348000,8553000.0,-18657000.0,43066000.0,35702000.0,79511000.0,-1620000.0,-102000.0,187090000.0,109245000.0,,17362000.0,1940000.0,731541000.0,,31100000.0,12436000.0,201822000.0,912027000.0,133521000,8166000.0,43809000,-18722000.0,-442724000.0,38206000.0,,,,
2012-12-31,-19580000.0,400204000.0,9915000.0,10291000.0,10291000,14722000.0,13828000.0,26986000.0,19491000.0,-12434000.0,0.265,1116000.0,13755000.0,332463000.0,144478000.0,-4000.0,5348000.0,23486000.0,-6823000.0,23486000.0,12107000.0,0.0,43066000.0,38444000.0,,3924000.0,4957000.0,3328000.0,15587000.0,493901000.0,10291000.0,-10020000.0,1096910000.0,1280943000.0,7038000.0,511000.0,931546000.0,,0.0,0.27,-24358000.0,10352000.0,40569000.0,,32336000.0,454000.0,787042000.0,-1000.0,31580000,-8681000.0,-19936000.0,23486000.0,63433000.0,84555000.0,1230000.0,324000.0,184033000.0,93697000.0,12572000.0,18106000.0,-10009000.0,400204000.0,,16365000.0,6074000.0,205257000.0,931546000.0,111541000,-9559000.0,21122000,-19935000.0,-442316000.0,38738000.0,,,,
2013-03-31,9308000.0,187328000.0,31005000.0,13465000.0,13465000,15087000.0,17192000.0,24543000.0,17315000.0,625000.0,0.345,1116000.0,13835000.0,332446000.0,144457000.0,354000.0,7210000.0,32794000.0,-6838000.0,32794000.0,10066000.0,0.0,23486000.0,38530000.0,,1998000.0,5778000.0,3383000.0,15412000.0,827793000.0,13258000.0,31005000.0,1115642000.0,1289514000.0,2951000.0,750000.0,1390638000.0,,70580000.0,0.345,6527000.0,270000.0,46605000.0,,34376000.0,661000.0,461721000.0,-18425000.0,38558000,2229000.0,-18413000.0,32794000.0,58058000.0,86009000.0,-1862000.0,-172000.0,173872000.0,89844000.0,2702000.0,17907000.0,-22000.0,737949000.0,,22714000.0,9249000.0,211847000.0,943373000.0,110552000,-3284000.0,27951000,-18425000.0,-447265000.0,38622000.0,,,,
2013-06-30,-24269000.0,188824000.0,2615000.0,16602000.0,16602000,13585000.0,13118000.0,30189000.0,27401000.0,1207000.0,0.425,1116000.0,14005000.0,332359000.0,150477000.0,84000.0,6120000.0,8525000.0,-6846000.0,8525000.0,9986000.0,0.0,32794000.0,38612000.0,,-10337000.0,5768000.0,3383000.0,15487000.0,847601000.0,16376000.0,2615000.0,1131866000.0,1312986000.0,1746000.0,437000.0,1416837000.0,,68831000.0,0.425,-30228000.0,5519000.0,55216000.0,,35364000.0,474000.0,465385000.0,-22764000.0,43504000,3750000.0,-22964000.0,8525000.0,57212000.0,90506000.0,1090000.0,13000.0,181120000.0,102448000.0,2299000.0,18113000.0,-87000.0,745153000.0,,27750000.0,11148000.0,213758000.0,960745000.0,120695000,-3920000.0,33294000,-22764000.0,-456092000.0,38692000.0,,,,
2013-09-30,17637000.0,189338000.0,53659000.0,20839000.0,20839000,15650000.0,16862000.0,34365000.0,30303000.0,116000.0,0.53,1116000.0,15343000.0,332088000.0,156122000.0,247000.0,5186000.0,26162000.0,-7836000.0,26162000.0,9967000.0,0.0,8525000.0,38696000.0,-1223000.0,-3159000.0,5852000.0,3398000.0,15372000.0,864166000.0,20713000.0,53659000.0,1148488000.0,1351053000.0,1047000.0,795000.0,1449746000.0,,68933000.0,0.54,16983000.0,4827000.0,62898000.0,,34635000.0,576000.0,486887000.0,-27870000.0,46563000,3391000.0,-29093000.0,26162000.0,60385000.0,96549000.0,934000.0,128000.0,202565000.0,115673000.0,7815000.0,20083000.0,-256000.0,748493000.0,,30744000.0,9905000.0,234536000.0,983802000.0,130914000,-6929000.0,36164000,-27870000.0,-465944000.0,38923000.0,,,,
2013-12-31,12064000.0,190772000.0,48432000.0,11780000.0,11780000,12962000.0,14698000.0,26270000.0,23829000.0,-1948000.0,,1116000.0,15806000.0,326079000.0,161296000.0,422000.0,4558000.0,38226000.0,-7840000.0,38226000.0,10948000.0,0.0,26162000.0,,15000.0,6192000.0,5017000.0,6298000.0,14227000.0,817779000.0,11708000.0,-48947000.0,1118566000.0,1310183000.0,2723000.0,507000.0,1468948000.0,,69332000.0,,19950000.0,5496000.0,49787000.0,,27676000.0,298000.0,492404000.0,15000.0,33226000,-7555000.0,-28305000.0,38226000.0,61985000.0,83646000.0,628000.0,-407000.0,191617000.0,100906000.0,6852000.0,21188000.0,-3109000.0,716873000.0,,17261000.0,5481000.0,238443000.0,997283000.0,109916000,-8063000.0,21661000,-28320000.0,-471665000.0,,,,,
2014-03-31,36710000.0,392886000.0,40932000.0,11021000.0,11021000,13036000.0,18903000.0,23734000.0,19902000.0,201000.0,0.28,1116000.0,15828000.0,326010000.0,161614000.0,125000.0,4319000.0,74936000.0,-7846000.0,74936000.0,10802000.0,0.0,38226000.0,38747000.0,-116000.0,3628000.0,5627000.0,30291000.0,13605000.0,511962000.0,11021000.0,40932000.0,1120529000.0,1333771000.0,146000.0,655000.0,999757000.0,,69272000.0,0.28,18228000.0,-415000.0,42593000.0,,22905000.0,805000.0,821809000.0,-20531000.0,33535000,-630000.0,-20647000.0,74936000.0,55443000.0,78211000.0,239000.0,165000.0,213242000.0,119076000.0,6496000.0,20184000.0,-76000.0,392886000.0,,17378000.0,6357000.0,241582000.0,999757000.0,101945000,16425000.0,22768000,-20531000.0,-475762000.0,38944000.0,,,,
2014-06-30,2913000.0,190940000.0,49948000.0,15354000.0,15354000,13331000.0,13863000.0,29895000.0,25181000.0,18000.0,0.39,1116000.0,16118000.0,310912000.0,160894000.0,271000.0,3671000.0,77849000.0,-7853000.0,77849000.0,10750000.0,0.0,74936000.0,38781000.0,-79000.0,-5535000.0,5778000.0,21291000.0,13322000.0,831911000.0,15264000.0,49948000.0,1129242000.0,1327092000.0,372000.0,2808000.0,1490143000.0,,68394000.0,0.39,24306000.0,-1238000.0,45417000.0,,13607000.0,594000.0,495181000.0,-15089000.0,42144000,1649000.0,-15168000.0,77849000.0,54746000.0,85746000.0,648000.0,-96000.0,197850000.0,127501000.0,14553000.0,19407000.0,-98000.0,704410000.0,,25616000.0,10262000.0,240571000.0,1004786000.0,115641000,-31867000.0,31000000,-15089000.0,-485357000.0,39001000.0,,,,
2014-09-30,-19987000.0,190453000.0,29189000.0,21171000.0,21171000,17162000.0,17347000.0,35994000.0,26348000.0,151000.0,0.54,1116000.0,17509000.0,310807000.0,159077000.0,83000.0,3923000.0,57862000.0,-8232000.0,57862000.0,10750000.0,0.0,77849000.0,38704000.0,-1544000.0,-1438000.0,5519000.0,6292000.0,12033000.0,815803000.0,21049000.0,29189000.0,1139560000.0,1326115000.0,399000.0,5642000.0,1508496000.0,-6795000.0,68327000.0,0.54,-2107000.0,-1583000.0,49740000.0,,6228000.0,562000.0,510312000.0,-18094000.0,50916000,4431000.0,-19595000.0,57862000.0,62474000.0,102333000.0,-252000.0,219000.0,186555000.0,120593000.0,15699000.0,20178000.0,-15104000.0,695210000.0,,34647000.0,13476000.0,256355000.0,1012952000.0,138327000,-29581000.0,39859000,-18094000.0,-495544000.0,38930000.0,,,,
2014-12-31,18126000.0,446409000.0,43201000.0,13512000.0,13512000,22099000.0,14068000.0,27404000.0,18814000.0,,0.35,1116000.0,17536000.0,325798000.0,192908000.0,327000.0,3588000.0,75988000.0,-8180000.0,75988000.0,9449000.0,0.0,57862000.0,38404000.0,171000.0,7324000.0,4693000.0,292000.0,12105000.0,545699000.0,13512000.0,-29352000.0,1168847000.0,1378298000.0,2777000.0,638000.0,1021056000.0,-10079000.0,68328000.0,0.35,-15495000.0,35552000.0,41855000.0,,12379000.0,261000.0,832599000.0,171000.0,35627000,-7072000.0,-18649000.0,75988000.0,57111000.0,82474000.0,335000.0,-233000.0,209451000.0,99290000.0,11736000.0,18554000.0,-6009000.0,446409000.0,,21465000.0,7953000.0,253602000.0,1021056000.0,109878000,-6426000.0,25363000,-18839000.0,-500239000.0,38634000.0,,,,
2015-03-31,-1313000.0,447599000.0,38495000.0,12149000.0,12149000,23887000.0,18772000.0,25486000.0,16773000.0,292000.0,0.32,1116000.0,17505000.0,823087000.0,193035000.0,273000.0,3904000.0,74675000.0,-8155000.0,74675000.0,10771000.0,0.0,75988000.0,38205000.0,,1958000.0,5228000.0,299000.0,12059000.0,1367420000.0,12149000.0,21105000.0,1178023000.0,1367420000.0,-524000.0,799000.0,1025068000.0,-13891000.0,68298000.0,0.32,13016000.0,1255000.0,36952000.0,,12918000.0,853000.0,497365000.0,-71000.0,35823000,-2765000.0,-17461000.0,74675000.0,50557000.0,75447000.0,-316000.0,339000.0,189397000.0,96734000.0,11350000.0,19527000.0,-69000.0,1270686000.0,,20047000.0,7898000.0,246022000.0,1025068000.0,100933000,-22347000.0,24890000,-17390000.0,-509584000.0,38408000.0,,,,
2015-06-30,-30813000.0,189564000.0,24507000.0,15648000.0,15648000,23113000.0,13602000.0,31247000.0,19247000.0,220000.0,0.41,1116000.0,18728000.0,325613000.0,191775000.0,77000.0,4152000.0,43862000.0,-8016000.0,43862000.0,10687000.0,0.0,74675000.0,37702000.0,,-2732000.0,5527000.0,308000.0,9599000.0,865777000.0,15557000.0,7690000.0,1193127000.0,1343355000.0,-1321000.0,120000.0,1552956000.0,-27956000.0,66700000.0,0.41,-954000.0,-1687000.0,42336000.0,,11187000.0,468000.0,477578000.0,-1330000.0,41396000,3276000.0,-18147000.0,43862000.0,52841000.0,83371000.0,-248000.0,87000.0,150228000.0,95167000.0,9453000.0,20471000.0,-100000.0,770610000.0,,25182000.0,9534000.0,230544000.0,1034235000.0,114618000,-37173000.0,30530000,-16817000.0,-518721000.0,37909000.0,,,,
2015-09-30,-16608000.0,189968000.0,23096000.0,21079000.0,21079000,25490000.0,17966000.0,35771000.0,22112000.0,234000.0,0.56,1116000.0,18301000.0,325550000.0,193457000.0,-346000.0,5874000.0,27254000.0,-8326000.0,27254000.0,10652000.0,0.0,43862000.0,37063000.0,,-3096000.0,5484000.0,15312000.0,9509000.0,892141000.0,20959000.0,-2545000.0,1226701000.0,1362164000.0,530000.0,2858000.0,1576709000.0,-21387000.0,67104000.0,0.57,-11921000.0,1619000.0,46517000.0,,10557000.0,796000.0,470023000.0,-55000.0,51609000,3425000.0,-25696000.0,27254000.0,56019000.0,97204000.0,-1722000.0,621000.0,135463000.0,123976000.0,7504000.0,19272000.0,-59000.0,768165000.0,,35473000.0,14394000.0,225696000.0,1050420000.0,132975000,-14008000.0,41185000,-25641000.0,-526289000.0,37266000.0,,,,
