date,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2014-09-30,1024000.0,453431000,,332318000,32695000.0,624433000,1976406000,2.06,935000,-18000.0,-1294053000,34689000,,298283000.0,2255000.0,298283000.0,12983000.0,44000.0,2409054000,68898000.0,-5422000.0,103498000.0,,1876872000,327429000,18645000.0,3895165000,343768000,-122228000,-362799000,201475000,2601112000,115321000,5287000.0,1605000.0,,16271000.0,-155148000,-387499000.0,393812000,1652828000,205201000,806641000,2845942000,3070751000,624433000,756335000.0,6475176000,216997000,3404425000,2.1,194551000,48511000.0,,4498770000,32695000,106772000.0,8447000,968201000,216997000,216997000,1396488000,-119778000,61789000.0,105222000.0,298283000,982000,-55146000.0,2517927000,71451000.0,152779000.0,908671000,,,,,
2014-12-31,1016000.0,298283000,,290106000,14908000.0,609095000,2018418000,1.76,935000,-18000.0,-1334949000,48418000,,250560000.0,6896000.0,250560000.0,14079000.0,25000.0,2417167000,-35618000.0,19595000.0,101640000.0,,1764178000,207476000,,3993509000,303012000,-112830000,-143880000,189836000,2658560000,108428000,5671000.0,2314000.0,,18614000.0,-47723000,-179330000.0,354875000,1691327000,94646000,822473000,2830556000,3066978000,609095000,756384000.0,6540301000,181678000,3473323000,1.79,209548000,50690000.0,,4521883000,45030000,8113000.0,16854000,912107000,181678000,181678000,1396615000,-111319000,85164000.0,103330000.0,250560000,560000,-36862000.0,2554789000,78442000.0,143900000.0,852071000,,,,,
2015-03-31,1013000.0,250560000,,337664000,43943000.0,636586000,2143500000,2.06,935000,-19000.0,-1381502000,40928000,,473646000.0,-19867000.0,473646000.0,14402000.0,6000.0,2470749000,156070000.0,-4441000.0,101612000.0,,1901903000,406025000,78939000.0,4080350000,350373000,-91140000,-93392000,200888000,2698848000,124800000,5890000.0,1880000.0,,20252000.0,223086000,-134813000.0,407016000,1689829000,314885000,908354000,2952381000,3274121000,636586000,756384000.0,6785710000,212864000,3511589000,2.09,211758000,54950000.0,,4642210000,43943000,53582000.0,21188000,986959000,212864000,212864000,1396741000,-89547000,81330000.0,103257000.0,473646000,1113000,26807000.0,2527982000,75059000.0,162020000.0,914944000,,,,,
2015-06-30,996000.0,473646000,,372208000,43135000.0,673023000,1969985000,2.29,1046000,-6000.0,-1422741000,37710000,,260042000.0,-14332000.0,260042000.0,14319000.0,0.0,2535971000,23328000.0,-10885000.0,100547000.0,,2035518000,292428000,29130000.0,4166557000,385768000,-95391000,-412637000,229528000,2743816000,138700000,5414000.0,1765000.0,,15769000.0,-213604000,-440159000.0,437584000,1691293000,197037000,726179000,3006869000,3109033000,673023000,756852000.0,6668147000,233508000,3559114000,2.32,217146000,51057000.0,,4698162000,43135000,65222000.0,11759000,1058791000,233508000,233508000,1396868000,-93395000,77279000.0,102109000.0,260042000,182000,-32993000.0,2560975000,83547000.0,175289000.0,976727000,,,,,
2015-09-30,987000.0,260042000,,400868000,41194000.0,673994000,2002086000,2.64,1047000,0.0,-1470199000,33085000,,276916000.0,9688000.0,276916000.0,14296000.0,0.0,2626126000,63730000.0,-7454000.0,99270000.0,,2080201000,364269000,17574000.0,4275349000,415260000,-109943000,-239088000,234211000,2805150000,134600000,5352000.0,2127000.0,,17330000.0,16874000,-274230000.0,467222000,1669268000,254326000,732742000,3103912000,3157564000,673994000,757093000.0,6775266000,266268000,3617702000,2.68,200076000,52058000.0,,4773180000,41194000,90155000.0,17812000,1089254000,266268000,266268000,1396995000,-108307000,72197000.0,100770000.0,276916000,-647000,-45838000.0,2606813000,84295000.0,163889000.0,990947000,,,,,
2015-12-31,977000.0,276916000,,349626000,12402000.0,665019000,1961314000,2.19,1046000,0.0,-1510694000,29023000,,116301000.0,653000.0,116301000.0,14112000.0,0.0,2608231000,-48240000.0,130000.0,98474000.0,,1949052000,218754000,1444000.0,4372250000,362620000,-117546000,-263430000,232678000,2861556000,131050000,5243000.0,3173000.0,,11262000.0,-160615000,-287011000.0,415929000,1668972000,101208000,678840000,3046398000,3010026000,665019000,757142000.0,6676684000,218576000,3666658000,2.22,199182000,52191000.0,,4715370000,34741000,-17895000.0,12319000,1027639000,218576000,218576000,1390018000,-115939000,79772000.0,99935000.0,116301000,486000,-24202000.0,2631015000,59101000.0,161078000.0,921413000,,,,,
2016-03-31,967000.0,116301000,,405574000,35081000.0,678953000,1939841000,2.59,1047000,0.0,-1559820000,36927000,,716008000.0,-19206000.0,716008000.0,14821000.0,,2782609000,190882000.0,-3322000.0,97140000.0,,2096150000,488155000,114321000.0,4473747000,418626000,-103974000,213615000,231661000,2913927000,150200000,5178000.0,2027000.0,,16074000.0,599707000,-312656000.0,473173000,2164255000,384181000,637817000,3315677000,3701463000,678953000,757130000.0,7419773000,255374000,3718310000,2.63,201928000,52778000.0,,5479932000,35081000,174378000.0,11037000,1097579000,255374000,255374000,1885877000,-102063000,76450000.0,98537000.0,716008000,1017000,-70745000.0,2701760000,66842000.0,178282000.0,998571000,,,,,
2016-06-30,949000.0,716008000,,408794000,36137000.0,702118000,1690010000,2.65,0,0.0,-1608704000,33828000,,398259000.0,-9631000.0,398259000.0,18701000.0,,2914641000,11179000.0,-3489000.0,95967000.0,,2176689000,310238000,0.0,4587944000,425061000,-116442000,-512652000,258295000,2979240000,151000000,4675000.0,1801000.0,,16222000.0,-317749000,-544189000.0,481147000,2153955000,193796000,379620000,3366675000,3438133000,702118000,757130000.0,7210640000,257794000,3772507000,2.69,194670000,53652000.0,,5520630000,36137000,132032000.0,15315000,1127179000,257794000,257794000,1886324000,-115335000,72961000.0,97282000.0,398259000,1241000,-39270000.0,2741030000,62596000.0,186192000.0,1049510000,,,,,
2016-09-30,947000.0,398259000,,431893000,36641000.0,722217000,1900763000,2.9,0,0.0,-1661541000,32029000,,560320000.0,-6475000.0,560320000.0,18706000.0,,2999080000,34088000.0,11250000.0,94891000.0,,2220955000,369625000,,4720225000,447809000,-135818000,-72264000,253517000,3058684000,153400000,4518000.0,2157000.0,,15123000.0,162061000,-102944000.0,505616000,2156149000,233807000,560304000,3465428000,3669764000,722217000,757251000.0,7522340000,278493000,3852576000,2.93,185437000,55017000.0,,5621577000,36641000,84439000.0,15557000,1170026000,278493000,278493000,1886501000,-135300000,84211000.0,96120000.0,560320000,1563000,-48862000.0,2789892000,73160000.0,190908000.0,1050929000,,,,,
2016-12-31,929000.0,560320000,,390930000,11329000.0,706517000,1627136000,2.59,-58918000,0.0,-1708911000,53022000,,146598000.0,-3236000.0,146598000.0,18703000.0,,2936656000,-19683000.0,5955000.0,93813000.0,,2099302000,286149000,0.0,4832342000,407710000,-120110000,-523473000,249901000,3123431000,144900000,4488000.0,2900000.0,,12215000.0,-413722000,-545648000.0,466052000,2176404000,166039000,289500000,3400649000,3257975000,706517000,785399000.0,7204189000,246030000,3946214000,2.62,199219000,56419000.0,,5577053000,37384000,-68422000.0,9960000,1114227000,246030000,246030000,1887019000,-176398000,90166000.0,94963000.0,146598000,871000,39607000.0,2778976000,71717000.0,197274000.0,985075000,,,,,
2017-03-31,913000.0,146598000,,385224000,37973000.0,727990000,1422596000,2.83,-636000,-392000000.0,-1760476000,38540000,,27539000.0,219000.0,27539000.0,19404000.0,,2987996000,44267000.0,2611000.0,92001000.0,,2156259000,376700000,89640000.0,4935126000,403157000,-110632000,-384736000,232805000,3174650000,120290000,5428000.0,2452000.0,,15750000.0,-119059000,-490330000.0,461636000,2275365000,266068000,90267000,3505763000,3205533000,727990000,785568000.0,7203724000,264934000,3998191000,2.88,205216000,57008000.0,,5781128000,37973000,51230000.0,-156000,1131147000,264934000,264934000,1977539000,-111023000,92610000.0,93495000.0,27539000,765000,-93167000.0,2872646000,75762000.0,195651000.0,1025112000,,,,,
2017-06-30,880000.0,27539000,,436326000,39773000.0,742617000,869312000,3.1,-1331000,-674000000.0,-1805844000,38197000,,26528000.0,-11016000.0,26528000.0,20827000.0,,3091888000,-22257000.0,5438000.0,90030000.0,,2290829000,333807000,31803000.0,5035242000,457445000,-116874000,-217120000,242607000,3229398000,153505000,4925000.0,4929000.0,,10968000.0,-1011000,-852261000.0,515104000,2910253000,216933000,-428242000,3566133000,3289589000,742617000,786938000.0,7345698000,282821000,4056109000,3.14,208143000,57951000.0,,6476386000,39773000,103894000.0,-1827000,1200062000,282821000,282821000,2604062000,-117698000,98048000.0,91299000.0,26528000,-762000,-86699000.0,2959315000,70538000.0,203673000.0,1090767000,,,,,
2017-09-30,853000.0,26528000,,439530000,40956000.0,768331000,614179000,3.22,-105000,-1152000000.0,-1822123000,34480000,,37287000.0,-17964000.0,37287000.0,24324000.0,,3154250000,-6515000.0,33799000.0,86947000.0,,2339830000,376912000,6175000.0,5114804000,461963000,-120250000,-246952000,249325000,3292681000,155796000,4482000.0,2871000.0,,7468000.0,10759000,-550557000.0,522395000,3236649000,256662000,-654484000,3628500000,3358481000,768331000,787210000.0,7479328000,283734000,4120847000,3.26,203986000,58541000.0,,6865149000,40956000,62362000.0,-5663000,1230294000,283734000,283734000,2900816000,-119201000,131847000.0,88025000.0,37287000,1299000,-28472000.0,2987592000,80953000.0,219631000.0,1109536000,,,,,
2017-12-31,843000.0,37287000,,376724000,9392000.0,756345000,653046000,3.52,-675000,-537000000.0,-1847329000,49037000,,46348000.0,1019000.0,46348000.0,26794000.0,,3190029000,-8926000.0,-46441000.0,84830000.0,,2190808000,316268000,,5191135000,402835000,-118184000,-190906000,239187000,3343806000,74409000,4566000.0,4409000.0,,11576000.0,9061000,-279382000.0,463863000,3271473000,198084000,-612840000,3647366000,3397672000,756345000,789058000.0,7571885000,302315000,4174213000,3.56,207677000,60345000.0,,6918839000,41349000,35779000.0,-100000,1159180000,302315000,302315000,2978390000,-116301000,85406000.0,85848000.0,46348000,104000,-23464000.0,3009800000,77147000.0,216251000.0,1031628000,,,,,
2018-03-31,823000.0,46348000,,395406000,41379000.0,778412000,423828000,3.61,-375000,-541000000.0,-1902668000,52520000,,38525000.0,-10421000.0,38525000.0,28217000.0,,3222785000,44866000.0,4370000.0,83530000.0,,2282681000,432277000,66618000.0,5292431000,422846000,-114843000,-325634000,236938000,3389763000,90500000,5176000.0,3039000.0,,11972000.0,-7823000,-549450000.0,493543000,3494648000,317434000,-824361000,3748181000,3446411000,778412000,789104000.0,7666657000,304906000,4220246000,3.65,211806000,69920000.0,,7242829000,41379000,32756000.0,-2156000,1201258000,304906000,304906000,3193066000,-114466000,89776000.0,84523000.0,38525000,205000,-42643000.0,3052748000,84579000.0,224386000.0,1081423000,,,,,
2018-06-30,810000.0,38525000,,449873000,42035000.0,809488000,384990000,4.28,-49000,-1109000000.0,-1949750000,52038000,,36868000.0,-19129000.0,36868000.0,30862000.0,,3314671000,16118000.0,4654000.0,81733000.0,,2456073000,442956000,13676000.0,5384634000,479150000,-109274000,-337474000,262302000,3434884000,96800000,4976000.0,3263000.0,,19206000.0,-1657000,-416417000.0,541607000,3562832000,333682000,-863657000,3818918000,3500717000,809488000,789104000.0,7766740000,353073000,4266023000,4.32,214864000,60872000.0,,7381750000,42035000,91886000.0,-3923000,1288638000,353073000,353073000,3253538000,-107139000,94430000.0,82536000.0,36868000,988000,-38971000.0,3091719000,81245000.0,241142000.0,1167435000,,,,,
2018-09-30,803000.0,36868000,,455651000,43572000.0,830607000,498379000,4.5,-292000,-396000000.0,-2010392000,54462000,,40019000.0,-3249000.0,40019000.0,31582000.0,,3384098000,22348000.0,8210000.0,80593000.0,,2482717000,466786000,0.0,5512325000,485148000,-126344000,-337416000,272709000,3501933000,89500000,4992000.0,2559000.0,,27777000.0,3151000,-285193000.0,549759000,3491254000,340442000,-768251000,3905081000,3560031000,830607000,789178000.0,7894714000,366151000,4334683000,4.54,214287000,62526000.0,,7396335000,43572000,69427000.0,0,1315755000,366151000,366151000,3174327000,-126219000,102640000.0,81410000.0,40019000,1416000,-47600000.0,3139621000,89721000.0,242692000.0,1166962000,,,,,
2018-12-31,790000.0,40019000,,393157000,8444000.0,806275000,353667000,3.72,-34102000,-427000000.0,-2058550000,48262000,,31315000.0,50937000.0,31315000.0,31468000.0,,3376403000,7098000.0,2926000.0,79826000.0,,2314957000,385536000,11013000.0,5645552000,428040000,-153807000,-207762000,253990000,3587002000,92800000,5032000.0,4504000.0,,13191000.0,-8704000,-462953000.0,490244000,3733102000,231729000,-909186000,3894020000,3543102000,806275000,807260000.0,7980789000,300357000,4437687000,3.76,210414000,65619000.0,,7627122000,43425000,-16393000.0,0,1234315000,300357000,300357000,3417122000,-186478000,105566000.0,80636000.0,31315000,-4098000,-34153000.0,3193344000,86520000.0,192026000.0,1080642000,,,,,
2019-03-31,783000.0,31315000,,414152000,,834504000,372365000,4.05,-295000,-831000000.0,-2085019000,46896000,,56717000.0,-60914000.0,56717000.0,34291000.0,,3438679000,42607000.0,4312000.0,78484000.0,,2410608000,440622000,92816000.0,7648093000,444786000,-152914000,-263822000,261575000,5563074000,93000000,5424000.0,3163000.0,,15224000.0,25402000,-321856000.0,512407000,5362865000,287708000,-896450000,4326332000,3649646000,834504000,808717000.0,10061562000,321152000,6411916000,4.09,163153000,63964000.0,,9689197000,40125000,60918000.0,-190000,1279290000,321152000,321152000,3460921000,-151398000,109480000.0,79297000.0,56717000,3103000,-35405000.0,3228901000,94192000.0,250680000.0,1131318000,,,,,
2019-06-30,767000.0,56717000,,464971000,,870213000,144682000,4.51,1007000,-929000000.0,-2131156000,42361000,,55809000.0,-14064000.0,55809000.0,34538000.0,,3516150000,-28254000.0,4052000.0,77613000.0,,2589874000,406382000,9507000.0,7780606000,498074000,-142694000,-265340000,290931000,5649450000,111290000,5591000.0,3001000.0,,11554000.0,-908000,-598861000.0,567820000,5696869000,263688000,-1115015000,4360392000,3700573000,870213000,808391000.0,10201943000,353681000,6501370000,4.56,167879000,68311000.0,,10057261000,43529000,77604000.0,-3988000,1368287000,353681000,353681000,3783738000,-141950000,113533000.0,78412000.0,55809000,832000,-33698000.0,3262426000,87531000.0,262227000.0,1221587000,,,,,
2019-09-30,757000.0,55809000,-16271000.0,501893000,,886167000,166219000,5.08,-51000,-644000000.0,-2182599000,32914000,,42804000.0,36086000.0,42804000.0,35858000.0,,3606571000,171126000.0,4019000.0,76172000.0,,2666528000,642672000,100472000.0,7962237000,536363000,-185599000,-455970000,298380000,5779638000,110600000,5563000.0,2564000.0,,12299000.0,-13005000,-387266000.0,605858000,5625651000,457073000,-1094082000,4580854000,3724489000,886167000,808259000.0,10372724000,391293000,6648235000,5.14,162294000,68107000.0,,10206505000,60338000,90421000.0,-3000,1422530000,391293000,391293000,3703628000,-199707000,117551000.0,76969000.0,42804000,732000,-85883000.0,3348631000,104161000.0,224033000.0,1243998000,,,,,
