date,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments,quarterlyCashDividendsPaid
2007-11-30,5282000.0,,3440810000.0,-349990000.0,64855000.0,-3586000.0,-379000.0,171053000.0,134500000.0,1844940000.0,,171053000.0,0.0,277482000,,79813000.0,-59661000.0,489073000.0,726448000.0,-44094000.0,2387000.0,2319737000.0,2319270000.0,489073000.0,,2383894000.0,2.02,,209313000.0,76797000.0,,2188535000.0,1455655000,-118225000.0,237375000,-44887000.0,-1252275000.0,-6841000.0,222824000.0,171045000.0,132516000,132516000,78368000.0,326129000.0,53900000.0,65444000.0,8766000.0,729207000.0,302645000.0,2161070000.0,,0.0,2051524000.0,79813000.0,79813000.0,40107000.0,,86654000.0,-20448000.0,,28062000.0,,2.04,27020000.0,4703164000.0,132516000,,126158000.0,2554480000.0,4874217000.0,1421000.0,,,,,,
2008-02-29,8822000.0,,3492926000.0,0.0,63201000.0,-29881000.0,6216000.0,282233000.0,129426000.0,1842951000.0,,282233000.0,0.0,236155000,,93465000.0,-46364000.0,470910000.0,667795000.0,-16959000.0,3624000.0,2356644000.0,2325222000.0,470910000.0,,2330942000.0,1.67,,168297000.0,61593000.0,,2204102000.0,1339244000,-65918000.0,196885000,-50258000.0,-1288824000.0,13652000.0,235942000.0,125934000.0,106704000,106704000,72787000.0,326227000.0,65270000.0,63740000.0,2901000.0,671449000.0,302645000.0,2095000000.0,,0.0,2068483000.0,93465000.0,93465000.0,39270000.0,,79813000.0,-5063000.0,,28588000.0,,1.69,28699000.0,4656164000.0,106704000,,75676000.0,2581753000.0,4938397000.0,1246000.0,,,,,,
2008-05-31,5301000.0,,3571288000.0,0.0,63237000.0,-9418000.0,13669000.0,455829000.0,123846000.0,1873706000.0,,455829000.0,0.0,311589000,,81654000.0,-55584000.0,488972000.0,762006000.0,-37990000.0,3043000.0,2386938000.0,2383967000.0,488972000.0,,2187108000.0,2.49,,247703000.0,89065000.0,,2255741000.0,1517293000,-160715000.0,273034000,-58371000.0,-1315547000.0,-11811000.0,255108000.0,204488000.0,158638000,158638000,92155000.0,319928000.0,74965000.0,63792000.0,3155000.0,755287000.0,302645000.0,1932000000.0,,0.0,2106473000.0,81654000.0,81654000.0,38555000.0,,93465000.0,-2670000.0,,25331000.0,,2.51,34980000.0,4571075000.0,158638000,,146117000.0,2639966000.0,5026904000.0,3149000.0,,,,,,
2008-08-31,31307000.0,,3639277000.0,-499206000.0,,75313000.0,47968000.0,-4135000.0,122490000.0,2043271000.0,,229687000.0,0.0,468416000,,242461000.0,-81541000.0,694973000.0,1111812000.0,-38798000.0,1029000.0,2586301000.0,2519320000.0,694973000.0,,2508105000.0,,,382074000.0,138328000.0,206099000.0,2289656000.0,2210514000,-177824000.0,416839000,-90078000.0,-1349621000.0,160807000.0,258105000.0,419633000.0,243746000,243746000,64204000.0,259125000.0,71241000.0,,12243000.0,1098702000.0,302645000.0,2250000000.0,,0.0,2150109000.0,242461000.0,242461000.0,51577000.0,636000.0,81654000.0,-26101000.0,,38550000.0,15917000.0,,40227000.0,5027425000.0,243746000,,329555000.0,2670811000.0,5257112000.0,-3960000.0,,,,,,
2008-11-30,5270000.0,,3643834000.0,-272123000.0,58325000.0,-35798000.0,1502000.0,59997000.0,122322000.0,2002128000.0,,59997000.0,0.0,278692000,,85756000.0,-46612000.0,502652000.0,741191000.0,-53828000.0,3556000.0,2462145000.0,2527977000.0,502652000.0,,2525240000.0,2.23,,207373000.0,76002000.0,,2267198000.0,1478292000,-248320000.0,238539000,-51099000.0,-1376636000.0,-156705000.0,257040000.0,140784000.0,131371000,131371000,68142000.0,317034000.0,67440000.0,58915000.0,8062000.0,737101000.0,302645000.0,2268200000.0,,0.0,2186627000.0,85756000.0,85756000.0,40153000.0,,242461000.0,-5281000.0,,31166000.0,,2.25,39889000.0,5053217000.0,131371000,,89685000.0,2651069000.0,5113214000.0,1520000.0,,,,,,
2009-02-28,6894000.0,,3676662000.0,-375043000.0,56517000.0,-163325000.0,10222000.0,,157384000.0,1974747000.0,,-187302000.0,0.0,257747000,,107973000.0,-46965000.0,504602000.0,719298000.0,-4193000.0,1698000.0,2580867000.0,2468682000.0,504602000.0,,2953705000.0,2.03,,182789000.0,66925000.0,-187302000.0,2267404000.0,1447877000,62036000.0,214696000,-47047000.0,-1409258000.0,22217000.0,262950000.0,7510000.0,115864000,115864000,0.0,339167000.0,125312000.0,57165000.0,15604000.0,728579000.0,302645000.0,2690755000.0,,0.0,2190198000.0,107973000.0,107973000.0,43051000.0,,85756000.0,-9239000.0,,31907000.0,,2.05,38752000.0,5422387000.0,115864000,,-39537000.0,2654218000.0,5235085000.0,3067000.0,,,,,,
2009-05-31,11135000.0,58550000.0,3750240000.0,-65440000.0,54652000.0,162004000.0,8380000.0,,132432000.0,2098308000.0,,-45119000.0,-160087000.0,345301000,,94287000.0,-62385000.0,527675000.0,832907000.0,-50026000.0,2585000.0,2607984000.0,3135960000.0,527675000.0,,2205335000.0,3.13,,273750000.0,100061000.0,,2301794000.0,1658160000,-338734000.0,305232000,-61941000.0,-1448446000.0,-13686000.0,256035000.0,386726000.0,173689000,173689000,0.0,356431000.0,140754000.0,55456000.0,13129000.0,825253000.0,302645000.0,1949300000.0,,-62964000.0,2240511000.0,94287000.0,94287000.0,40069000.0,,107973000.0,-13210000.0,,,456600000.0,3.18,33847000.0,5341295000.0,173689000,,324785000.0,2688192000.0,5296176000.0,2927000.0,,,,,,
2009-08-31,23007000.0,35145000.0,3809414000.0,-587396000.0,,62755000.0,26214000.0,-92035000.0,135013000.0,2118746000.0,5643000.0,-433074000.0,0.0,478643000,,92706000.0,-107760000.0,705457000.0,1123053000.0,31710000.0,6533000.0,2561730000.0,2706752000.0,705457000.0,-304419000.0,3044727000.0,,,369834000.0,133708000.0,136935000.0,2354357000.0,2232494000,-281878000.0,417596000,-112160000.0,-1455057000.0,-1581000.0,317827000.0,388788000.0,236126000,236126000,0.0,381271000.0,126514000.0,,3060000.0,1109441000.0,302645000.0,2726900000.0,,189108000.0,2207497000.0,92706000.0,92706000.0,57160000.0,579000.0,94287000.0,-20714000.0,13514000.0,,,,40606000.0,5751479000.0,236126000,,276628000.0,2756675000.0,5318405000.0,-14123000.0,,,,,,
2009-11-30,1325000.0,84755000.0,3863498000.0,-204379000.0,50114000.0,35161000.0,4114000.0,,132794000.0,2187347000.0,4251000.0,-483965000.0,0.0,304483000,,79603000.0,-52698000.0,539496000.0,799924000.0,-54418000.0,143300000.0,2617941000.0,2804380000.0,539496000.0,-4492000.0,3065408000.0,2.82,,224088000.0,80788000.0,,2368846000.0,1589244000,-191865000.0,260428000,-53439000.0,-1494652000.0,-13103000.0,325908000.0,230881000.0,143300000,143300000,0.0,357778000.0,142721000.0,50824000.0,3821000.0,789320000.0,302645000.0,2739500000.0,,0.0,2262823000.0,79603000.0,79603000.0,44055000.0,,92706000.0,-2203000.0,-16144000.0,,,2.86,41237000.0,5869788000.0,143300000,,177442000.0,2767882000.0,5385823000.0,585000.0,,,,,,
2010-02-28,6690000.0,72774000.0,3901843000.0,-87509000.0,49436000.0,-42645000.0,-6259000.0,,134558000.0,2144995000.0,4616000.0,-421671000.0,0.0,273425000,,105161000.0,-56651000.0,523355000.0,753736000.0,1858000.0,-1860000.0,2648713000.0,2749324000.0,523355000.0,-4592000.0,3097339000.0,2.46,,194072000.0,70739000.0,,2383143000.0,1506225000,-35520000.0,230381000,-57689000.0,-1518700000.0,25558000.0,322639000.0,118027000.0,123333000,123333000,0.0,367059000.0,147466000.0,50186000.0,14905000.0,752489000.0,302645000.0,2774700000.0,,0.0,2261528000.0,105161000.0,105161000.0,43044000.0,,79603000.0,-8264000.0,-4705000.0,36309000.0,,2.49,39745000.0,5846663000.0,123333000,,60338000.0,2776279000.0,5424992000.0,6476000.0,,,,,,
2010-05-31,20240000.0,88151000.0,3950799000.0,-266381000.0,48377000.0,146158000.0,-2371000.0,-84012000.0,73497000.0,2235766000.0,4348000.0,-461950000.0,0.0,398684000,,95762000.0,-67427000.0,567256000.0,923121000.0,-26617000.0,2748000.0,2578948000.0,2872076000.0,567256000.0,-33180000.0,3042644000.0,4.12,,319032000.0,116287000.0,-514278000.0,2425043000.0,1821990000,-334163000.0,355865000,-68938000.0,-1525756000.0,-9399000.0,344144000.0,392099000.0,202745000,202745000,0.0,385250000.0,121325000.0,49212000.0,10092000.0,898869000.0,302645000.0,2698500000.0,,0.0,2288364000.0,95762000.0,95762000.0,42819000.0,498000.0,105161000.0,-20950000.0,26156000.0,,,4.19,99492000.0,5914720000.0,202745000,,323161000.0,2873822000.0,5452770000.0,3106000.0,,,,,,
2010-08-31,24365000.0,25385000.0,4067261000.0,-565386000.0,,132842000.0,-4507000.0,-106468000.0,83160000.0,2433050000.0,5905000.0,-738765000.0,0.0,537531000,,98280000.0,-130671000.0,762224000.0,1234963000.0,-16900000.0,-4189000.0,2611821000.0,3063960000.0,762224000.0,25667000.0,3246399000.0,,,423313000.0,154380000.0,-245344000.0,2519946000.0,2445159000,-321945000.0,472739000,-135334000.0,-1547315000.0,2518000.0,364099000.0,455245000.0,268933000,268933000,0.0,432368000.0,125802000.0,,24104000.0,1210196000.0,302645000.0,2882300000.0,,0.0,2304579000.0,98280000.0,98280000.0,62166000.0,501000.0,95762000.0,-24739000.0,-4525000.0,,26186000.0,,90959000.0,6310359000.0,268933000,,319911000.0,2959773000.0,5571594000.0,12084000.0,,,,,,
2010-11-30,7337000.0,105544000.0,4118898000.0,-299655000.0,44669000.0,137730000.0,5454000.0,-93309000.0,84394000.0,2519943000.0,5071000.0,-817168000.0,0.0,350412000,,98013000.0,-47871000.0,601627000.0,907748000.0,-49303000.0,-2198000.0,2660564000.0,3244887000.0,601627000.0,-541731000.0,3212770000.0,3.77,,268868000.0,96792000.0,-73269000.0,2532205000.0,1791662000,-310152000.0,306121000,-45811000.0,-1586693000.0,-267000.0,367070000.0,357353000.0,172076000,172076000,0.0,429027000.0,116645000.0,45634000.0,21952000.0,883914000.0,302645000.0,2845700000.0,,-74506000.0,2361512000.0,98013000.0,98013000.0,44291000.0,503000.0,98280000.0,-9923000.0,9622000.0,,33517000.0,3.85,95035000.0,6457657000.0,172076000,,311542000.0,2979925000.0,5640489000.0,3544000.0,,,,,,
2011-02-28,12117000.0,85356000.0,4173972000.0,-394395000.0,43399000.0,-103384000.0,-7409000.0,-92338000.0,211483000.0,2524539000.0,7048000.0,-1038412000.0,0.0,315874000,,107881000.0,-61455000.0,573863000.0,845611000.0,-55467000.0,2368000.0,2738115000.0,3225136000.0,573863000.0,331528000.0,3578879000.0,3.34,,232172000.0,84116000.0,-1172935000.0,2554864000.0,1660946000,-12662000.0,271748000,-62546000.0,-1619108000.0,9868000.0,370579000.0,83756000.0,148056000,148056000,659667000.0,414502000.0,140227000.0,44378000.0,11297000.0,815335000.0,302645000.0,3208300000.0,,0.0,2418751000.0,107881000.0,107881000.0,44126000.0,438000.0,98013000.0,-12658000.0,-23525000.0,,40930000.0,3.41,472624000.0,6804015000.0,148056000,,21210000.0,3027488000.0,5765603000.0,6853000.0,,,,,,
2011-05-31,12633000.0,115591000.0,4270644000.0,-339438000.0,41978000.0,188951000.0,-29843000.0,-82473000.0,77812000.0,2710081000.0,6363000.0,-1119541000.0,0.0,443915000,,100367000.0,-91592000.0,620605000.0,1013530000.0,-69368000.0,183000.0,2806529000.0,3461843000.0,620605000.0,-17680000.0,3542576000.0,5.29,,353009000.0,125636000.0,-945467000.0,2615024000.0,1978369000,-371873000.0,392925000,-92227000.0,-1655620000.0,-7514000.0,371476000.0,455784000.0,227373000,227373000,0.0,430541000.0,136369000.0,42955000.0,8898000.0,964839000.0,302645000.0,3171100000.0,,-79832000.0,2491981000.0,100367000.0,100367000.0,50990000.0,439000.0,107881000.0,-12139000.0,4031000.0,39916000.0,49686000.0,5.42,97994000.0,7004419000.0,227373000,,363557000.0,3078349000.0,5884878000.0,-5550000.0,,,,,,
2011-08-31,10994000.0,25185000.0,4371872000.0,-433314000.0,,-22251000.0,41520000.0,-119691000.0,88022000.0,2755853000.0,8143000.0,-1254232000.0,0.0,591831000,,97606000.0,-118076000.0,828565000.0,1352574000.0,18717000.0,301469000.0,2792425000.0,3430896000.0,828565000.0,5802000.0,3692938000.0,,,470197000.0,168728000.0,-643998000.0,2668875000.0,2641996000,-279084000.0,524009000,-121020000.0,-1702997000.0,-2761000.0,375338000.0,394645000.0,301469000,301469000,0.0,424031000.0,140690000.0,,13699000.0,1289422000.0,302645000.0,3317600000.0,,0.0,2466107000.0,97606000.0,97606000.0,65764000.0,441000.0,100367000.0,-9052000.0,-4733000.0,55870000.0,34082000.0,,94996000.0,7123834000.0,301469000,,273625000.0,3077177000.0,5869602000.0,12918000.0,,,,,,
2011-11-30,10069000.0,85222000.0,4408429000.0,-309765000.0,39865000.0,98138000.0,-4916000.0,-130644000.0,79092000.0,2843741000.0,7562000.0,-1347099000.0,0.0,391319000,,96676000.0,-61889000.0,642693000.0,983627000.0,-75122000.0,191125000.0,2842673000.0,3578966000.0,642693000.0,-6448000.0,3700713000.0,4.68,,301840000.0,110715000.0,-452873000.0,2667105000.0,1924341000,-280699000.0,340934000,-61924000.0,-1741324000.0,-930000.0,381813000.0,342294000.0,191125000,191125000,735225000.0,444538000.0,135695000.0,40864000.0,18561000.0,940714000.0,302645000.0,3318900000.0,,0.0,2531210000.0,96676000.0,96676000.0,50385000.0,442000.0,97606000.0,-11091000.0,4856000.0,39094000.0,35417000.0,4.79,100845000.0,7279679000.0,191125000,,280370000.0,3089907000.0,5932580000.0,11157000.0,,,,,,
2012-02-29,16403000.0,62150000.0,4488383000.0,-482270000.0,39281000.0,4208000.0,5956000.0,-106134000.0,82863000.0,2824873000.0,15045000.0,-1295524000.0,0.0,396821000,49095000.0,103207000.0,-129194000.0,625564000.0,926215000.0,-113450000.0,3573000.0,2908564000.0,3516789000.0,625564000.0,-16033000.0,3835199000.0,4.15,0.0,261728000.0,94798000.0,-1605514000.0,2724396000.0,1804069000,-326260000.0,300651000,-132430000.0,-1763987000.0,5601000.0,400399000.0,461214000.0,166930000,166930000,691916000.0,430588000.0,144790000.0,40237000.0,33050000.0,877854000.0,302645000.0,3434800000.0,,0.0,2577704000.0,103207000.0,103207000.0,96170000.0,395000.0,97606000.0,-18970000.0,-3796000.0,38923000.0,29560000.0,4.25,101174000.0,7351988000.0,166930000,,328784000.0,3147900000.0,6056464000.0,21793000.0,,,,,,
2012-05-31,13903000.0,80718000.0,4565947000.0,-400455000.0,38644000.0,47133000.0,-18013000.0,-116657000.0,77410000.0,2866580000.0,8827000.0,-1416829000.0,0.0,478110000,,103100000.0,-97039000.0,662549000.0,1089799000.0,-56128000.0,248586000.0,2944272000.0,3567393000.0,662549000.0,-219919000.0,3998290000.0,6.28,,387507000.0,138921000.0,-1356930000.0,2767098000.0,2111866000,-240353000.0,427250000,-95847000.0,-1798849000.0,-107000.0,399290000.0,337393000.0,248586000,248586000,0.0,443161000.0,133941000.0,39590000.0,17471000.0,1022067000.0,302645000.0,3599000000.0,,0.0,2629821000.0,103100000.0,103100000.0,50860000.0,396000.0,103207000.0,-15162000.0,10352000.0,39743000.0,7309000.0,6.43,112449000.0,7565683000.0,248586000,,241546000.0,3204582000.0,6148854000.0,4543000.0,,,,,,
2012-08-31,12079000.0,17053000.0,4659761000.0,-480144000.0,37421000.0,26491000.0,59407000.0,-152013000.0,85649000.0,2926740000.0,9491000.0,-1548025000.0,0.0,622681000,,103093000.0,-148528000.0,872339000.0,1432395000.0,1664000.0,-598575000.0,2978946000.0,3655592000.0,872339000.0,127931000.0,4158072000.0,8.46,,501911000.0,178179000.0,-1033197000.0,2855928000.0,2763586000,-276820000.0,560056000,-149777000.0,-1803833000.0,-7000.0,439770000.0,425374000.0,323732000,323732000,49992000.0,199032000.0,161375000.0,38262000.0,24822000.0,1331191000.0,302645000.0,3718302000.0,,0.0,2627983000.0,103093000.0,103093000.0,61228000.0,399000.0,103100000.0,-11533000.0,-27832000.0,59542000.0,49881000.0,8.65,94324000.0,7813664000.0,323732000,,275597000.0,3286693000.0,6265639000.0,25778000.0,,,,,,
2012-11-30,6179000.0,80532000.0,4735703000.0,-317332000.0,36845000.0,80394000.0,-26365000.0,-152462000.0,86003000.0,3021916000.0,8131000.0,-1591369000.0,0.0,415917000,,99864000.0,-85591000.0,668590000.0,1031866000.0,-74808000.0,-15779000.0,3062291000.0,3744492000.0,668590000.0,-312326000.0,4244916000.0,5.41,,322172000.0,118720000.0,-829745000.0,2890269000.0,1991040000,-235859000.0,363276000,-80430000.0,-1845434000.0,-3229000.0,442211000.0,318253000.0,203452000,203452000,0.0,455762000.0,173338000.0,37586000.0,39226000.0,959174000.0,302645000.0,3802705000.0,,0.0,2702103000.0,99864000.0,99864000.0,52641000.0,402000.0,103093000.0,-11802000.0,-12362000.0,,0.0,5.52,106287000.0,7989408000.0,203452000,,237823000.0,3335748000.0,6398039000.0,15273000.0,,,,,,
2013-02-28,16212000.0,69063000.0,4839902000.0,-502348000.0,36258000.0,54197000.0,-12911000.0,-134908000.0,87789000.0,3034017000.0,16616000.0,-1550109000.0,-115000000.0,420615000,69441000.0,115548000.0,-289781000.0,644410000.0,961981000.0,-123177000.0,3905000.0,3123368000.0,4231808000.0,644410000.0,-319611000.0,3980489000.0,4.78,-115000000.0,276248000.0,100001000.0,-2015717000.0,2944549000.0,1855198000,-209067000.0,317571000,-169613000.0,-1895353000.0,12455000.0,467216000.0,510843000.0,176247000,176247000,1197791000.0,462858000.0,160420000.0,36904000.0,53423000.0,893217000.0,385985000.0,3513273000.0,,-82646000.0,2758543000.0,115548000.0,115548000.0,103044000.0,364000.0,103093000.0,-22288000.0,4369000.0,41323000.0,484533000.0,4.86,167707000.0,8212297000.0,176247000,,341230000.0,3538820000.0,6662188000.0,25069000.0,,,,,,
2013-05-31,4078000.0,63161000.0,4934713000.0,-325000000.0,35922000.0,78769000.0,-3385000.0,-115482000.0,91074000.0,3116557000.0,9016000.0,-1532342000.0,6442000.0,508918000,86764000.0,133685000.0,-84326000.0,686683000.0,1142713000.0,-31882000.0,1952000.0,3178323000.0,3836049000.0,686683000.0,-267458000.0,4479334000.0,7.27,-1084000.0,413939000.0,148356000.0,-1750135000.0,3002823000.0,2205878000,-283745000.0,456030000,-89242000.0,-1931890000.0,18137000.0,478234000.0,385021000.0,265583000,265583000,719492000.0,469942000.0,155550000.0,36529000.0,29394000.0,1063165000.0,386085000.0,4001100000.0,,0.0,2796782000.0,133685000.0,133685000.0,52888000.0,366000.0,115548000.0,-4520000.0,4782000.0,42091000.0,0.0,7.39,111218000.0,8315383000.0,265583000,57157000.0,295779000.0,3604718000.0,6783041000.0,13719000.0,,,,,,
2013-08-31,17654000.0,17129000.0,5058525000.0,-559967000.0,35047000.0,39816000.0,36000000.0,-120788000.0,101443000.0,3307535000.0,11675000.0,-1687319000.0,2415000.0,709145000,200730000.0,142191000.0,-153188000.0,968155000.0,1604375000.0,-77787000.0,2382000.0,3278013000.0,4169150000.0,968155000.0,54576000.0,4410258000.0,10.42,0.0,575324000.0,204125000.0,-1378936000.0,3071361000.0,3095414000,-354210000.0,636220000,-155596000.0,-1987164000.0,8506000.0,396991000.0,519147000.0,371199000,371199000,54570000.0,207476000.0,171638000.0,35625000.0,14337000.0,1491039000.0,367829000.0,4013267000.0,,0.0,2861014000.0,142191000.0,142191000.0,71319000.0,368000.0,133685000.0,-17661000.0,-17347000.0,,173733000.0,10.59,170817000.0,8579408000.0,371199000,,363551000.0,3614076000.0,6892089000.0,13244000.0,,,,,,
2013-11-30,6044000.0,95466000.0,5148489000.0,-291538000.0,34111000.0,76787000.0,1978000.0,-112087000.0,121843000.0,3407286000.0,9252000.0,-1721220000.0,-695000.0,439498000,91253000.0,125852000.0,-83570000.0,701971000.0,1085697000.0,-83629000.0,1711000.0,3370235000.0,4332825000.0,701971000.0,-21703000.0,4411818000.0,6.29,,341295000.0,123208000.0,-1160848000.0,3108770000.0,2093578000,-290787000.0,383726000,-83302000.0,-2039719000.0,-16339000.0,398574000.0,357343000.0,218087000,218087000,925539000.0,462263000.0,173114000.0,34676000.0,16210000.0,1007881000.0,367829000.0,4013244000.0,,-84862000.0,2947556000.0,125852000.0,125852000.0,55772000.0,369000.0,142191000.0,-6312000.0,-1241000.0,,160256000.0,6.39,119000000.0,8744643000.0,218087000,51770000.0,274041000.0,3653188000.0,7023423000.0,6244000.0,,,,,,
2014-02-28,13196000.0,104628000.0,5225310000.0,-200000000.0,33647000.0,-85875000.0,-22817000.0,-120346000.0,112452000.0,3477697000.0,11464000.0,-1710262000.0,-176000.0,395726000,43841000.0,139755000.0,-90225000.0,699691000.0,1037035000.0,-145035000.0,1547000.0,3538498000.0,4399310000.0,699691000.0,-494624000.0,4573844000.0,5.63,,297854000.0,105024000.0,-2187950000.0,3135255000.0,1990494000,-45941000.0,337344000,-88642000.0,-2090055000.0,13903000.0,410600000.0,150629000.0,192830000,192830000,910629000.0,459227000.0,191115000.0,34261000.0,11391000.0,953459000.0,367829000.0,4163244000.0,,0.0,3089245000.0,139755000.0,139755000.0,58382000.0,338000.0,125852000.0,-14779000.0,-17192000.0,,158440000.0,5.73,126150000.0,8973154000.0,192830000,79509000.0,61987000.0,3724394000.0,7262892000.0,2608000.0,,,,,,
2014-05-31,5773000.0,141801000.0,5322299000.0,-419999000.0,33073000.0,117496000.0,-395000.0,-105677000.0,112047000.0,3574921000.0,8269000.0,-1808230000.0,2342000.0,537084000,105062000.0,145349000.0,-101173000.0,738006000.0,1216958000.0,-39137000.0,1637000.0,3587844000.0,4603952000.0,738006000.0,-7921000.0,4576080000.0,8.46,0.0,442790000.0,157633000.0,-1902793000.0,3193289000.0,2341545000,-357243000.0,478952000,-100892000.0,-2129010000.0,5594000.0,412836000.0,463146000.0,285157000,285157000,0.0,470719000.0,190848000.0,33716000.0,6811000.0,1124587000.0,367829000.0,4163244000.0,,0.0,3133350000.0,145349000.0,145349000.0,58132000.0,338000.0,139755000.0,-7525000.0,676000.0,,215156000.0,8.62,128037000.0,9180032000.0,285157000,77521000.0,362254000.0,3783958000.0,7371802000.0,7150000.0,,,,,,
2014-08-31,21783000.0,41200000.0,5500674000.0,-187675000.0,32495000.0,-95962000.0,6536000.0,-128903000.0,110420000.0,3609199000.0,10405000.0,-1621857000.0,2729000.0,711032000,44935000.0,124485000.0,-173000000.0,965016000.0,1595217000.0,-9033000.0,1961000.0,3580612000.0,4541094000.0,965016000.0,-8408000.0,4598621000.0,11.28,0.0,580775000.0,207105000.0,-1529123000.0,3310475000.0,3049696000,-217586000.0,630201000,-176392000.0,-2190199000.0,-20864000.0,435731000.0,370116000.0,373670000,373670000,53645000.0,208742000.0,200899000.0,33129000.0,7622000.0,1454479000.0,367829000.0,4162890000.0,,0.0,3140100000.0,124485000.0,124485000.0,78981000.0,339000.0,145349000.0,-21120000.0,-10206000.0,,180910000.0,11.5,213805000.0,9139715000.0,373670000,74868000.0,193724000.0,3937246000.0,7517858000.0,5475000.0,,,,,,
2014-11-30,3860000.0,114550000.0,5598394000.0,-299606000.0,32132000.0,76233000.0,-954000.0,-146151000.0,107548000.0,3690754000.0,8804000.0,-1662810000.0,-34000.0,469607000,68687000.0,117192000.0,-180807000.0,768099000.0,1176661000.0,-84498000.0,1521000.0,3707581000.0,5090964000.0,768099000.0,-9192000.0,4288947000.0,7.27,-75744000.0,371502000.0,133192000.0,-1290812000.0,3358064000.0,2260264000,-201164000.0,408562000,-102449000.0,-2240330000.0,-7293000.0,426082000.0,375228000.0,238310000,238310000,1400210000.0,496799000.0,195521000.0,32761000.0,19603000.0,1083603000.0,383917000.0,3862865000.0,,0.0,3280228000.0,117192000.0,117192000.0,61045000.0,340000.0,124485000.0,-6474000.0,23508000.0,,559235000.0,7.42,140701000.0,9379911000.0,238310000,81115000.0,272779000.0,4009520000.0,7717101000.0,9731000.0,,,,,,
2015-02-28,15735000.0,92330000.0,5648630000.0,-26061000.0,31903000.0,-156108000.0,-8077000.0,-185586000.0,102064000.0,3716519000.0,11396000.0,-1468679000.0,2584000.0,421136000,35235000.0,151539000.0,-90645000.0,758764000.0,1120033000.0,-193356000.0,1397000.0,3913863000.0,4623323000.0,758764000.0,-508977000.0,4795321000.0,6.51,0.0,326733000.0,115010000.0,-2128946000.0,3376480000.0,2143651000,26470000.0,361269000,-93725000.0,-2272150000.0,34347000.0,434177000.0,101310000.0,211723000,211723000,906804000.0,500904000.0,196650000.0,32540000.0,18507000.0,1023618000.0,384013000.0,4361144000.0,,-69072000.0,3456812000.0,151539000.0,151539000.0,59867000.0,319000.0,117192000.0,-15205000.0,-2131000.0,,87156000.0,6.64,146564000.0,9418644000.0,211723000,79029000.0,7585000.0,4036102000.0,7949965000.0,16801000.0,,,,,,
