date,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyCashAndCashEquivalents,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment
2006-06-30,,143000000.0,5239600000.0,6423700000.0,-47000000.0,,,-1178300000.0,,2715100000,-258800000.0,19193500000.0,133200000,-0.13,25617200000.0,-76000000.0,-25700000.0,19297000000.0,-63900000,-76000000.0,3970700000.0,6764800000.0,5882300000.0,-14200000.0,980400000.0,,,-790500000.0,4097600000.0,1164900000.0,,-29800000.0,2715100000.0,2752900000.0,307700000.0,-10400000.0,,,7292600000.0,980400000.0,2581900000.0,,1014500000.0,-0.13,900000.0,,13004000000.0,-63000000.0,980400000.0,1115000000.0,601200000.0,-534300000.0,170700000.0,177500000.0,595561000.0,,5175000000.0,217600000.0,147300000.0,-5162600000.0,22300000.0,-134600000.0,508600000.0,,,18166600000.0,-27000000.0,201400000.0,,971300000.0,-60300000.0,4800000.0,170700000.0,,343700000,595561000.0,
2006-09-30,177500000.0,128000000.0,4751500000.0,5690000000.0,-53600000.0,,,-1125600000.0,,3300000000,-57600000.0,19131500000.0,346200000,0.18,24821500000.0,106200000.0,-125900000.0,18311900000.0,110100000,106200000.0,3122300000.0,6285200000.0,6071200000.0,48200000.0,1074600000.0,,,-482000000.0,3554200000.0,1232900000.0,,47500000.0,3300000000.0,2897700000.0,260200000.0,34300000.0,,,7275200000.0,1074600000.0,2953800000.0,,1011400000.0,0.18,100400000.0,,13651800000.0,210500000.0,1074600000.0,980400000.0,601800000.0,-766900000.0,142300000.0,157900000.0,596199000.0,,4468300000.0,-244000000.0,-64800000.0,-5162600000.0,298000000.0,94200000.0,641000000.0,,,18814400000.0,81400000.0,197500000.0,,1055000000.0,68600000.0,231800000.0,142300000.0,,599100000,609062000.0,
2006-12-31,-177400000.0,273000000.0,4693600000.0,6322000000.0,-54800000.0,,,-1034000000.0,,2770300000,,19080400000.0,186200000,,25402400000.0,146400000.0,-164400000.0,18248400000.0,155500000,146400000.0,2507500000.0,5932800000.0,6073200000.0,112000000.0,2268600000.0,,,-557800000.0,3153000000.0,1212900000.0,,18800000.0,2770300000.0,2879900000.0,241400000.0,67700000.0,,,7622000000.0,2360200000.0,2584100000.0,,1011400000.0,,16700000.0,,14180700000.0,172200000.0,2360200000.0,1074600000.0,602800000.0,-739700000.0,392100000.0,163700000.0,,,3888300000.0,-33500000.0,1176500000.0,-5811200000.0,,1194000000.0,575300000.0,,,19991900000.0,40200000.0,273000000.0,,1148500000.0,-60100000.0,650900000.0,392100000.0,,435200000,,
2007-03-31,3600000.0,156900000.0,5032500000.0,6420700000.0,-54100000.0,,,-970900000.0,,2852100000,-194400000.0,19515300000.0,332500000,0.22,25936000000.0,134000000.0,-209300000.0,18666900000.0,131800000,134000000.0,3014500000.0,6126900000.0,6191700000.0,-200000.0,1811200000.0,,,-641100000.0,3480700000.0,1271800000.0,,-24800000.0,2852100000.0,2961400000.0,266100000.0,20100000.0,,,7507500000.0,1868300000.0,2519600000.0,,1011400000.0,0.22,82100000.0,,14451000000.0,213900000.0,1868300000.0,2268600000.0,604200000.0,-509100000.0,387700000.0,168400000.0,598031000.0,,4052900000.0,42100000.0,-116100000.0,-5811200000.0,62400000.0,-457400000.0,299800000.0,,,20262200000.0,72400000.0,-186300000.0,,1164100000.0,-42200000.0,14500000.0,387700000.0,,597500000,611470000.0,
2007-06-30,-267600000.0,143200000.0,5663400000.0,7208000000.0,-60200000.0,,,-598000000.0,,2823400000,-79400000.0,18838100000.0,500000000,0.71,26046100000.0,433100000.0,-42800000.0,18537100000.0,243900000,433100000.0,4120100000.0,5430500000.0,6423300000.0,5900000.0,1739000000.0,,,-665700000.0,4156700000.0,1030600000.0,,35200000.0,2823400000.0,3083800000.0,223500000.0,86800000.0,,,7443200000.0,1833800000.0,2323400000.0,,1011400000.0,0.72,152100000.0,,14928100000.0,396000000.0,1833800000.0,1811200000.0,605400000.0,-727200000.0,468100000.0,165400000.0,599518000.0,,2898600000.0,-51300000.0,-90900000.0,-51811200000.0,88800000.0,-72200000.0,684400000.0,,,66739300000.0,258300000.0,-2100000.0,,1038600000.0,-222000000.0,14300000.0,468100000.0,,752000000,613172000.0,
2007-09-30,-29100000.0,148000000.0,5302700000.0,6286200000.0,-59600000.0,,,-459600000.0,,2860100000,-30500000.0,19550500000.0,490800000,0.33,25836700000.0,198000000.0,-170000000.0,18287700000.0,227900000,198000000.0,3565100000.0,5560400000.0,6455600000.0,28700000.0,1455400000.0,,,-676000000.0,3816600000.0,955100000.0,,12500000.0,2860100000.0,3177200000.0,214500000.0,87200000.0,,,7424600000.0,1551500000.0,2369300000.0,,1011400000.0,0.33,160200000.0,,15599900000.0,388100000.0,1551500000.0,1739000000.0,606100000.0,-863600000.0,465600000.0,161600000.0,596836000.0,,2939200000.0,4700000.0,-301200000.0,-51811200000.0,201300000.0,-283600000.0,693600000.0,,,67411100000.0,114000000.0,51700000.0,,1020500000.0,-133000000.0,8600000.0,465600000.0,,824100000,610651000.0,
2007-12-31,662100000.0,198900000.0,4431000000.0,5538000000.0,-59100000.0,,14255000000.0,-293000000.0,0.0,2506200000,-59700000.0,19523000000.0,473100000,,25061000000.0,224900000.0,-156900000.0,18686000000.0,205500000,224900000.0,318000000.0,1430000000.0,6375000000.0,-78400000.0,1699000000.0,1011000000.0,,-313200000.0,730000000.0,1192000000.0,,6100000.0,-5572800000.0,2996000000.0,209000000.0,-69300000.0,901000000.0,,7757000000.0,1699000000.0,-6045900000.0,,1011000000.0,,107100000.0,,15981000000.0,312600000.0,1699000000.0,1455400000.0,608000000.0,-716100000.0,143000000.0,158900000.0,,,0.0,-39500000.0,-2800000.0,-6806000000.0,92500000.0,243200000.0,559200000.0,-292000000.0,75000000.0,22787000000.0,-74700000.0,-275300000.0,933000000.0,1131000000.0,-121000000.0,351600000.0,1999000000.0,,881800000,,
2008-03-31,38000000.0,153000000.0,5664000000.0,7152000000.0,-59000000.0,,,148000000.0,,3224000000,,20020000000.0,698000000,0.84,27172000000.0,500000000.0,214000000.0,18788000000.0,416000000,500000000.0,3289000000.0,5325000000.0,7801000000.0,44000000.0,2240000000.0,,,-414000000.0,4294000000.0,1334000000.0,,-80000000.0,3224000000.0,3039000000.0,289000000.0,177000000.0,,,7799000000.0,2240000000.0,2526000000.0,,1011000000.0,0.85,263000000.0,,16257000000.0,679000000.0,2240000000.0,1699000000.0,609000000.0,-579000000.0,85000000.0,157000000.0,585518000.0,,2752000000.0,323000000.0,162000000.0,-6806000000.0,,541000000.0,793000000.0,-93000000.0,,23063000000.0,153000000.0,-104000000.0,,1285000000.0,-262000000.0,6000000.0,85000000.0,,985000000,598627000.0,
2008-06-30,-34000000.0,173000000.0,9084000000.0,9936000000.0,-64000000.0,,,521000000.0,,3729000000,,21280000000.0,809000000,0.73,31216000000.0,437000000.0,-9000000.0,22957000000.0,419000000,437000000.0,6016000000.0,6004000000.0,7652000000.0,-29000000.0,1937000000.0,,,-979000000.0,7528000000.0,1642000000.0,,-49000000.0,3729000000.0,3026000000.0,341000000.0,90000000.0,,,7869000000.0,1937000000.0,2920000000.0,,1011000000.0,0.75,268000000.0,,16933000000.0,687000000.0,1937000000.0,2240000000.0,611000000.0,-982000000.0,83000000.0,149000000.0,583400000.0,,3336000000.0,-54000000.0,-297000000.0,-6806000000.0,,-303000000.0,973000000.0,-266000000.0,,23739000000.0,176000000.0,-2000000.0,,1473000000.0,-590000000.0,17000000.0,83000000.0,,1176000000,596187000.0,
2008-09-30,15000000.0,167000000.0,4281000000.0,5481000000.0,-63000000.0,,,823000000.0,,3267000000,-38000000.0,21412000000.0,714000000,0.62,26893000000.0,366000000.0,-192000000.0,17680000000.0,369000000,366000000.0,2544000000.0,5572000000.0,8574000000.0,8000000.0,1524000000.0,,,-1072000000.0,3125000000.0,1089000000.0,,18000000.0,3267000000.0,3525000000.0,324000000.0,67000000.0,,,7827000000.0,1524000000.0,2553000000.0,,1011000000.0,0.63,207000000.0,,17649000000.0,576000000.0,1524000000.0,1937000000.0,613000000.0,-1032000000.0,84000000.0,150000000.0,577448000.0,,2752000000.0,-359000000.0,-181000000.0,-7686000000.0,2000000.0,-413000000.0,840000000.0,-115000000.0,,25335000000.0,168000000.0,-65000000.0,,1072000000.0,102000000.0,371000000.0,84000000.0,,1046000000,589138000.0,
2008-12-31,26000000.0,160000000.0,3519000000.0,4411000000.0,-64000000.0,,14047000000.0,874000000.0,0.0,2132000000,-37000000.0,21595000000.0,322000000,,26006000000.0,115000000.0,-133000000.0,17566000000.0,130000000,115000000.0,301000000.0,614000000.0,8440000000.0,67000000.0,1439000000.0,1011000000.0,,-718000000.0,614000000.0,941000000.0,,63000000.0,-7024000000.0,3390000000.0,260000000.0,-236000000.0,971000000.0,,7683000000.0,1439000000.0,-7346000000.0,,1011000000.0,,-25000000.0,,18065000000.0,105000000.0,1439000000.0,1524000000.0,613000000.0,-882000000.0,196000000.0,138000000.0,,,0.0,-21000000.0,-116000000.0,-7871000000.0,30000000.0,-85000000.0,749000000.0,0.0,165000000.0,25936000000.0,114000000.0,128000000.0,1485000000.0,1059000000.0,-80000000.0,0.0,1094000000.0,,744000000,,
2009-03-31,351000000.0,163000000.0,2617000000.0,4059000000.0,-97000000.0,,13895000000.0,639000000.0,,2128000000,,21309000000.0,-23000000,-0.3,25368000000.0,-172000000.0,28000000.0,16512000000.0,-217000000,-172000000.0,1077000000.0,0.0,8326000000.0,-137000000.0,1786000000.0,1011000000.0,1668000000.0,-621000000.0,1058000000.0,,-60000000.0,13000000.0,460000000.0,3374000000.0,242000000.0,-63000000.0,902000000.0,,8278000000.0,1786000000.0,483000000.0,,,-0.3,-15000000.0,-72000000.0,17994000000.0,-232000000.0,1786000000.0,1439000000.0,615000000.0,-484000000.0,164000000.0,146000000.0,579495000.0,,0.0,30000000.0,456000000.0,-7932000000.0,,347000000.0,512000000.0,0.0,,25926000000.0,,18000000.0,1497000000.0,828000000.0,37000000.0,0.0,567000000.0,,281000000,579495000.0,
2009-06-30,-300000000.0,167000000.0,2315000000.0,3899000000.0,-96000000.0,,13858000000.0,716000000.0,,1909000000,,21127000000.0,351000000,0.24,25026000000.0,142000000.0,29000000.0,16173000000.0,151000000,142000000.0,1120000000.0,0.0,8324000000.0,280000000.0,1853000000.0,1011000000.0,1392000000.0,-442000000.0,1006000000.0,,5000000.0,-7000000.0,517000000.0,3378000000.0,249000000.0,1000000.0,894000000.0,,8265000000.0,1853000000.0,166000000.0,,,0.24,80000000.0,-20000000.0,17966000000.0,231000000.0,1853000000.0,1786000000.0,617000000.0,-593000000.0,13000000.0,167000000.0,580726000.0,,0.0,3000000.0,-113000000.0,-8289000000.0,,67000000.0,622000000.0,0.0,,26255000000.0,,46000000.0,1505000000.0,772000000.0,-84000000.0,0.0,524000000.0,,757000000,588780000.0,
2009-09-30,435000000.0,166000000.0,2217000000.0,3490000000.0,-96000000.0,,13880000000.0,795000000.0,,2098000000,-3000000.0,21462000000.0,394000000,0.24,24952000000.0,143000000.0,-128000000.0,16097000000.0,192000000,143000000.0,913000000.0,0.0,8307000000.0,0.0,1640000000.0,1011000000.0,1537000000.0,-755000000.0,833000000.0,,-21000000.0,17000000.0,561000000.0,3466000000.0,232000000.0,38000000.0,894000000.0,,8258000000.0,1640000000.0,167000000.0,,,0.24,87000000.0,14000000.0,18464000000.0,279000000.0,1640000000.0,1853000000.0,618000000.0,-752000000.0,19000000.0,168000000.0,583103000.0,,0.0,0.0,-82000000.0,-8631000000.0,,-213000000.0,624000000.0,0.0,,27095000000.0,,-50000000.0,1550000000.0,799000000.0,-194000000.0,0.0,566000000.0,,808000000,590059000.0,
2009-12-31,198000000.0,14000000.0,2477000000.0,3793000000.0,-96000000.0,,13784000000.0,903000000.0,,2326000000,-10000000.0,21487000000.0,456000000,,25280000000.0,172000000.0,256000000.0,16261000000.0,222000000,172000000.0,875000000.0,0.0,8447000000.0,1000000.0,1867000000.0,1011000000.0,1708000000.0,-492000000.0,948000000.0,851000000.0,81000000.0,10000000.0,618000000.0,3656000000.0,222000000.0,-10000000.0,886000000.0,,8259000000.0,1867000000.0,162000000.0,,,,136000000.0,-6000000.0,18644000000.0,358000000.0,1867000000.0,1640000000.0,618000000.0,-558000000.0,17000000.0,88000000.0,,,0.0,1000000.0,-95000000.0,-8981000000.0,,227000000.0,814000000.0,0.0,,27625000000.0,,45000000.0,1441000000.0,934000000.0,-168000000.0,6000000.0,578000000.0,,828000000,,
2010-03-31,611000000.0,196000000.0,2097000000.0,3589000000.0,-96000000.0,,14070000000.0,646000000.0,,2596000000,,21540000000.0,478000000,-0.330479,25129000000.0,-193000000.0,189000000.0,16167000000.0,-148000000,-193000000.0,893000000.0,0.0,7573000000.0,-7000000.0,1644000000.0,1011000000.0,1922000000.0,-435000000.0,760000000.0,,-13000000.0,0.0,674000000.0,3708000000.0,221000000.0,-613000000.0,888000000.0,,8615000000.0,1644000000.0,196000000.0,,,-0.330479,-95000000.0,-3410000000.0,18714000000.0,-243000000.0,1644000000.0,1867000000.0,619000000.0,-428000000.0,10000000.0,147000000.0,584000000.0,,0.0,-648000000.0,-405000000.0,-9316000000.0,,-223000000.0,617000000.0,,,28030000000.0,29000000.0,-238000000.0,1443000000.0,907000000.0,3000000.0,,420000000.0,,-96000000,584000000.0,
2010-06-30,48000000.0,167000000.0,2119000000.0,3359000000.0,-107000000.0,,13802000000.0,758000000.0,,2292000000,,21588000000.0,415000000,0.31,24947000000.0,185000000.0,168000000.0,15921000000.0,224000000,185000000.0,546000000.0,0.0,7633000000.0,34000000.0,1601000000.0,1011000000.0,1723000000.0,-498000000.0,838000000.0,,-76000000.0,-57000000.0,569000000.0,3724000000.0,279000000.0,54000000.0,881000000.0,,8358000000.0,1601000000.0,154000000.0,,,0.32,104000000.0,-118000000.0,18831000000.0,328000000.0,1601000000.0,1644000000.0,619000000.0,-512000000.0,160000000.0,141000000.0,584414000.0,,0.0,0.0,-225000000.0,-9666000000.0,,-43000000.0,680000000.0,,,28497000000.0,,47000000.0,1469000000.0,806000000.0,-63000000.0,,315000000.0,,835000000,592498000.0,
2010-09-30,-1209000000.0,166000000.0,2549000000.0,2803000000.0,-106000000.0,,13123000000.0,-578000000.0,0.0,2304000000,-439000000.0,21045000000.0,390000000,-2.16,23848000000.0,-1263000000.0,-527000000.0,15672000000.0,-1221000000,-1263000000.0,202000000.0,0.0,7025000000.0,71000000.0,1015000000.0,8000000.0,1752000000.0,-1539000000.0,929000000.0,,17000000.0,8000000.0,552000000.0,3496000000.0,270000000.0,-1617000000.0,1317000000.0,,8002000000.0,1015000000.0,162000000.0,,,-2.16,-151000000.0,-999000000.0,18909000000.0,-1372000000.0,1015000000.0,1601000000.0,619000000.0,-1171000000.0,508000000.0,158000000.0,584744000.0,,0.0,984000000.0,309000000.0,-9790000000.0,,-586000000.0,644000000.0,,,28699000000.0,,14000000.0,1460000000.0,869000000.0,34000000.0,,243000000.0,,-840000000,584744000.0,
2010-12-31,2686000000.0,190000000.0,2574000000.0,2530000000.0,-120000000.0,,13779000000.0,-478000000.0,0.0,2424000000,-29000000.0,22442000000.0,453000000,,24972000000.0,174000000.0,33000000.0,16353000000.0,229000000,174000000.0,400000000.0,0.0,7288000000.0,-19000000.0,795000000.0,8000000.0,1788000000.0,-1824000000.0,1002000000.0,859000000.0,58000000.0,-32000000.0,636000000.0,3448000000.0,303000000.0,36000000.0,1344000000.0,,8600000000.0,795000000.0,183000000.0,,,,112000000.0,-352000000.0,20272000000.0,341000000.0,795000000.0,1015000000.0,620000000.0,-677000000.0,508000000.0,156000000.0,,,0.0,-404000000.0,894000000.0,-10163000000.0,,-220000000.0,710000000.0,,,30435000000.0,,59000000.0,1588000000.0,918000000.0,-82000000.0,,146000000.0,,903000000,,
2011-03-31,-40000000.0,188000000.0,2458000000.0,2505000000.0,-73000000.0,,13746000000.0,-230000000.0,0.0,2575000000,-42000000.0,22578000000.0,479000000,0.54,25083000000.0,321000000.0,285000000.0,16204000000.0,392000000,321000000.0,301000000.0,1563000000.0,7537000000.0,-11000000.0,923000000.0,,1908000000.0,-579000000.0,872000000.0,,46000000.0,38000000.0,667000000.0,3448000000.0,264000000.0,56000000.0,1381000000.0,,8577000000.0,923000000.0,188000000.0,,,0.55,-6000000.0,-75000000.0,20341000000.0,386000000.0,923000000.0,795000000.0,622000000.0,-526000000.0,532000000.0,158000000.0,586977000.0,,0.0,-31000000.0,-104000000.0,-10475000000.0,,128000000.0,811000000.0,,,30816000000.0,-10000000.0,51000000.0,,913000000.0,-116000000.0,,141000000.0,,925000000,596567000.0,
2011-06-30,18000000.0,181000000.0,2390000000.0,2830000000.0,-118000000.0,,14270000000.0,-122000000.0,0.0,2669000000,-90000000.0,22875000000.0,550000000,0.38,25705000000.0,227000000.0,305000000.0,16660000000.0,300000000,227000000.0,263000000.0,1659000000.0,7716000000.0,38000000.0,1166000000.0,,1938000000.0,-620000000.0,915000000.0,913000000.0,63000000.0,-18000000.0,731000000.0,3572000000.0,282000000.0,42000000.0,1463000000.0,,8927000000.0,1166000000.0,181000000.0,,,0.39,145000000.0,-150000000.0,20600000000.0,445000000.0,1166000000.0,923000000.0,623000000.0,-568000000.0,383000000.0,156000000.0,588310000.0,,0.0,-92000000.0,-10000000.0,-10842000000.0,,243000000.0,873000000.0,,,31442000000.0,97000000.0,27000000.0,,988000000.0,-95000000.0,,104000000.0,,1004000000,597633000.0,
2011-09-30,0.0,184000000.0,2439000000.0,2889000000.0,-118000000.0,,14454000000.0,33000000.0,0.0,2703000000,,23257000000.0,494000000,0.46,26146000000.0,272000000.0,-71000000.0,16893000000.0,347000000,272000000.0,381000000.0,1748000000.0,7909000000.0,-182000000.0,996000000.0,,2025000000.0,-789000000.0,801000000.0,1039000000.0,56000000.0,-5000000.0,678000000.0,3609000000.0,287000000.0,49000000.0,1492000000.0,,9024000000.0,996000000.0,184000000.0,,,0.46,55000000.0,-599000000.0,20973000000.0,402000000.0,996000000.0,1166000000.0,623000000.0,-739000000.0,361000000.0,152000000.0,588950000.0,,0.0,-7000000.0,-49000000.0,-11186000000.0,,-170000000.0,668000000.0,,,32159000000.0,-10000000.0,-172000000.0,,1174000000.0,-74000000.0,,103000000.0,,972000000,597550000.0,
2011-12-31,28000000.0,-41000000.0,1675000000.0,1894000000.0,-148000000.0,,11744000000.0,-5820000000.0,,-17000000,,14608000000.0,345000000,,16502000000.0,-444000000.0,124000000.0,13419000000.0,39000000,-444000000.0,199000000.0,1715000000.0,1793000000.0,-11000000.0,889000000.0,,-321000000.0,-1015000000.0,414000000.0,637000000.0,85000000.0,45000000.0,304000000.0,1660000000.0,169000000.0,-240000000.0,1391000000.0,,8369000000.0,889000000.0,-41000000.0,,,,-70000000.0,-1485000000.0,12580000000.0,-31000000.0,889000000.0,996000000.0,626000000.0,-963000000.0,353000000.0,132000000.0,,,637000000.0,-618000000.0,-179000000.0,-6502000000.0,,-107000000.0,1087000000.0,,24000000.0,19082000000.0,-256000000.0,225000000.0,,691000000.0,-389000000.0,,66000000.0,,513000000,,
2012-03-31,-17000000.0,96000000.0,1534000000.0,2119000000.0,-154000000.0,177000000.0,12532000000.0,-5551000000.0,,2019000000,-48000000.0,15671000000.0,607000000,0.7,17790000000.0,423000000.0,105000000.0,14066000000.0,359000000,423000000.0,192000000.0,1731000000.0,1940000000.0,133000000.0,1100000000.0,,1348000000.0,-491000000.0,529000000.0,641000000.0,-68000000.0,-17000000.0,671000000.0,2435000000.0,186000000.0,96000000.0,1418000000.0,,8366000000.0,1100000000.0,64000000.0,-325000000.0,668000000.0,0.710924,133000000.0,-25000000.0,12964000000.0,492000000.0,1100000000.0,889000000.0,630000000.0,-329000000.0,329000000.0,141000000.0,595000000.0,,0.0,-69000000.0,268000000.0,-6637000000.0,78000000.0,211000000.0,434000000.0,,,19601000000.0,86000000.0,-106000000.0,,676000000.0,-367000000.0,516000000.0,0.0,,633000000,600520000.0,
2012-06-30,-12000000.0,155000000.0,1298000000.0,1682000000.0,-188000000.0,190000000.0,13342000000.0,-5607000000.0,,1846000000,-136000000.0,18585000000.0,350000000,0.21,20267000000.0,132000000.0,-169000000.0,14640000000.0,166000000,132000000.0,208000000.0,1754000000.0,2961000000.0,54000000.0,679000000.0,724000000.0,1350000000.0,-2399000000.0,599000000.0,636000000.0,-106000000.0,27000000.0,496000000.0,2555000000.0,159000000.0,33000000.0,1533000000.0,,9033000000.0,679000000.0,146000000.0,-1724000000.0,1662000000.0,0.210705,71000000.0,-155000000.0,14056000000.0,237000000.0,679000000.0,1100000000.0,661000000.0,-593000000.0,4000000.0,140000000.0,626467362.0,,610000000.0,-86000000.0,1554000000.0,-6779000000.0,0.0,-421000000.0,424000000.0,,,20835000000.0,31000000.0,54000000.0,,695000000.0,-357000000.0,1483000000.0,0.0,,377000000,626620000.0,
2012-09-30,-12000000.0,139000000.0,1379000000.0,1961000000.0,-196000000.0,205000000.0,13893000000.0,-5648000000.0,,1752000000,-98000000.0,19302000000.0,387000000,0.25,21263000000.0,155000000.0,-299000000.0,15272000000.0,200000000,155000000.0,180000000.0,1733000000.0,3092000000.0,37000000.0,996000000.0,650000000.0,1226000000.0,-790000000.0,609000000.0,624000000.0,9000000.0,9000000.0,526000000.0,2648000000.0,161000000.0,19000000.0,1626000000.0,,9512000000.0,996000000.0,139000000.0,0.0,1726000000.0,0.25,77000000.0,-1133000000.0,14684000000.0,277000000.0,996000000.0,679000000.0,662000000.0,-730000000.0,2000000.0,129000000.0,626809000.0,,0.0,-99000000.0,676000000.0,-6916000000.0,1000000.0,317000000.0,431000000.0,,,21600000000.0,0.0,30000000.0,,768000000.0,-330000000.0,495000000.0,0.0,,611000000,632019000.0,
2012-12-31,-103000000.0,156000000.0,1549000000.0,1924000000.0,-204000000.0,184000000.0,15351000000.0,-5695000000.0,,1900000000,-2369000000.0,22403000000.0,380000000,0.218796,24327000000.0,149000000.0,-331000000.0,16900000000.0,204000000,149000000.0,105000000.0,1775000000.0,4752000000.0,5000000.0,839000000.0,649000000.0,1110000000.0,-3241000000.0,560000000.0,688000000.0,55000000.0,-14000000.0,790000000.0,2841000000.0,175000000.0,24000000.0,3987000000.0,,10735000000.0,839000000.0,410000000.0,-2651000000.0,1704000000.0,0.218796,79000000.0,-155000000.0,15467000000.0,283000000.0,839000000.0,996000000.0,716000000.0,-877000000.0,1000000.0,121000000.0,681000000.0,,596000000.0,-95000000.0,2538000000.0,-7079000000.0,0.0,-157000000.0,546000000.0,,,22546000000.0,89000000.0,-10000000.0,,920000000.0,-362000000.0,1615000000.0,0.0,,404000000,681000000.0,
2013-03-31,,132000000.0,1560000000.0,1864000000.0,-231000000.0,210000000.0,15386000000.0,-5765000000.0,,1810000000,-93000000.0,22952000000.0,426000000,0.23,24816000000.0,161000000.0,-218000000.0,16946000000.0,231000000,161000000.0,95000000.0,1761000000.0,4795000000.0,-2000000.0,702000000.0,646000000.0,1000000000.0,-808000000.0,624000000.0,760000000.0,6000000.0,-13000000.0,810000000.0,3015000000.0,190000000.0,29000000.0,4039000000.0,,10610000000.0,702000000.0,384000000.0,-93000000.0,1689000000.0,0.23607,96000000.0,-895000000.0,15995000000.0,327000000.0,702000000.0,839000000.0,717000000.0,-713000000.0,1000000.0,128000000.0,682000000.0,-72000000.0,583000000.0,-92000000.0,176000000.0,-7202000000.0,0.0,-137000000.0,495000000.0,,,23197000000.0,103000000.0,-55000000.0,,935000000.0,-374000000.0,624000000.0,0.0,9000000.0,455000000,687143000.0,
2013-06-30,,123000000.0,2371000000.0,1946000000.0,-241000000.0,189000000.0,15315000000.0,-5863000000.0,,1767000000,-95000000.0,23711000000.0,350000000,0.207906,25657000000.0,142000000.0,-149000000.0,17686000000.0,200000000,142000000.0,128000000.0,1774000000.0,4694000000.0,-6000000.0,824000000.0,646000000.0,999000000.0,-918000000.0,691000000.0,698000000.0,-28000000.0,15000000.0,768000000.0,3182000000.0,174000000.0,79000000.0,4135000000.0,,10359000000.0,824000000.0,418000000.0,-95000000.0,1674000000.0,0.207906,102000000.0,-1186000000.0,16599000000.0,302000000.0,824000000.0,702000000.0,718000000.0,-817000000.0,711000000.0,127000000.0,683000000.0,62000000.0,657000000.0,152000000.0,372000000.0,-7338000000.0,0.0,122000000.0,668000000.0,,,23937000000.0,158000000.0,117000000.0,,969000000.0,-394000000.0,2000000.0,0.0,11000000.0,429000000,686924000.0,
2013-09-30,,130000000.0,2086000000.0,1782000000.0,-250000000.0,207000000.0,15423000000.0,-5973000000.0,,1623000000,-162000000.0,24673000000.0,336000000,0.2,26455000000.0,197000000.0,-473000000.0,17509000000.0,198000000,197000000.0,113000000.0,1650000000.0,4948000000.0,-3000000.0,732000000.0,646000000.0,917000000.0,-1177000000.0,700000000.0,590000000.0,-25000000.0,-55000000.0,706000000.0,3414000000.0,230000000.0,48000000.0,4278000000.0,,10359000000.0,732000000.0,370000000.0,-162000000.0,1659000000.0,0.21,62000000.0,0.0,17467000000.0,260000000.0,732000000.0,824000000.0,718000000.0,-1012000000.0,372000000.0,124000000.0,683274000.0,95000000.0,623000000.0,-71000000.0,546000000.0,-7467000000.0,0.0,-92000000.0,539000000.0,,,24934000000.0,40000000.0,85000000.0,,1014000000.0,-338000000.0,1207000000.0,0.0,8000000.0,591000000,687306000.0,
