date,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,quarterlyGoodwill
2008-03-31,1000000.0,,-2000000.0,44600000.0,50600000.0,,,,5724000.0,71900000,7800000,469300000.0,0.57,418700000.0,3300000.0,367200000.0,3400000.0,,5719000.0,3300000,3300000.0,15200000.0,102100000.0,51900000.0,0.0,11600000.0,28900000.0,-4500000.0,-100000.0,20000000.0,2500000.0,4000000.0,,,12200000.0,31900000.0,159600000.0,4000000.0,4000000.0,,0.57,,1800000.0,5100000.0,249400000.0,4600000.0,2100000.0,-4500000.0,2600000.0,-4000000.0,17400000.0,,-100000.0,5000000.0,-123200000.0,7900000.0,-600000.0,,372600000.0,100000000.0,-200000.0,15600000.0,,-1800000.0,,17400000.0,200000.0,13000000,,,,,,,,,
2008-06-30,,900000.0,-2000000.0,40200000.0,46500000.0,,,,5741000.0,59400000,4900000,463600000.0,0.28,417100000.0,1600000.0,361600000.0,6200000.0,,5736000.0,1700000,1700000.0,15800000.0,102000000.0,40700000.0,0.0,8600000.0,22500000.0,-5700000.0,-200000.0,18700000.0,3900000.0,4300000.0,,,13800000.0,34200000.0,159400000.0,4300000.0,4300000.0,,0.28,,700000.0,2400000.0,251100000.0,4000000.0,2000000.0,-5700000.0,2300000.0,-5900000.0,13400000.0,,-100000.0,9800000.0,-126000000.0,11900000.0,300000.0,,377100000.0,100000000.0,1400000.0,18200000.0,,4100000.0,,13400000.0,300000.0,9400000,,,,,,,,,
2008-09-30,,600000.0,-2100000.0,50300000.0,49500000.0,,,,5748000.0,69100000,4400000,467500000.0,0.27,418000000.0,1500000.0,365600000.0,-3100000.0,,5745000.0,1500000,1500000.0,16200000.0,101900000.0,51100000.0,0.0,26600000.0,23200000.0,-10400000.0,0.0,18000000.0,5100000.0,5000000.0,,,13600000.0,34400000.0,159400000.0,5000000.0,5000000.0,,0.27,,500000.0,2000000.0,256000000.0,4300000.0,2000000.0,-10400000.0,2400000.0,3800000.0,21900000.0,,-3200000.0,11700000.0,-129000000.0,7300000.0,700000.0,,385000000.0,99900000.0,1200000.0,1800000.0,,-1100000.0,,21900000.0,200000.0,9000000,,,,,,,,,
2008-12-31,9100000.0,700000.0,-2000000.0,219700000.0,150300000.0,36800000.0,,,,87800000,3400000,735200000.0,,584900000.0,3200000.0,593700000.0,12500000.0,,,3200000,3200000.0,58900000.0,141500000.0,63700000.0,-209900000.0,,39700000.0,-217600000.0,600000.0,24100000.0,34300000.0,11500000.0,,,20700000.0,,249300000.0,11500000.0,11500000.0,,,,1400000.0,4600000.0,422800000.0,5000000.0,104700000.0,-7700000.0,3200000.0,203900000.0,74500000.0,,27000000.0,15900000.0,-218600000.0,20200000.0,6500000.0,,641400000.0,,5000000.0,36300000.0,,-1900000.0,,77800000.0,36700000.0,12300000,,,,,,,,,
2009-03-31,-1900000.0,1100000.0,-2800000.0,176000000.0,131100000.0,,6300000.0,399700000.0,8018000.0,135600000,13900000,726200000.0,1.14,595100000.0,9100000.0,575700000.0,-13000000.0,51700000.0,8018000.0,9100000,9100000.0,50000000.0,150500000.0,95600000.0,0.0,,51900000.0,-18000000.0,,40000000.0,11800000.0,14500000.0,-6400000.0,,26100000.0,29100000.0,249200000.0,14500000.0,14500000.0,,1.14,,,,428500000.0,11500000.0,150500000.0,-18000000.0,4800000.0,16000000.0,88100000.0,-12200000.0,-200000.0,23000000.0,-218600000.0,5000000.0,3000000.0,,647100000.0,,-1800000.0,29900000.0,,-6700000.0,,58000000.0,5400000.0,20200000,,,,,,,,,
2009-06-30,,1400000.0,-2800000.0,101100000.0,87800000.0,,6400000.0,395500000.0,9014000.0,71500000,4200000,694500000.0,0.03,606700000.0,200000.0,496600000.0,5600000.0,45500000.0,9014000.0,300000,300000.0,31000000.0,197900000.0,45200000.0,0.0,,30900000.0,-8100000.0,200000.0,26300000.0,11500000.0,10300000.0,-10800000.0,,22100000.0,29800000.0,249100000.0,10300000.0,10300000.0,,0.03,,,,426800000.0,14500000.0,197900000.0,-8100000.0,3700000.0,-9800000.0,31000000.0,21000000.0,-700000.0,26900000.0,-223000000.0,13700000.0,-4200000.0,,649800000.0,,-800000.0,19100000.0,,5900000.0,,51000000.0,50800000.0,10600000,,,,,,,,,
2009-09-30,,1200000.0,-3800000.0,119400000.0,95200000.0,,6600000.0,398200000.0,10767000.0,70400000,3400000,711200000.0,-0.06,616000000.0,-600000.0,517600000.0,-14400000.0,6600000.0,10767000.0,-600000,-600000.0,0.0,193600000.0,45800000.0,-6800000.0,21400000.0,27200000.0,-23700000.0,0.0,24600000.0,16700000.0,9000000.0,-500000.0,,21200000.0,38200000.0,249000000.0,9000000.0,9000000.0,23400000.0,-0.06,,,,437900000.0,10300000.0,193600000.0,-16900000.0,5100000.0,19900000.0,54400000.0,3700000.0,300000.0,27500000.0,-227400000.0,2500000.0,-1300000.0,,665300000.0,,7700000.0,18600000.0,,-11200000.0,,25000000.0,0.0,10000000,,,,,,,,,
2009-12-31,,1300000.0,-3800000.0,129700000.0,106800000.0,33600000.0,8100000.0,400400000.0,,89500000,4600000,725200000.0,,618400000.0,1200000.0,530100000.0,14000000.0,10200000.0,,1200000,1200000.0,44000000.0,195100000.0,61400000.0,0.0,23100000.0,33500000.0,-15800000.0,100000.0,28100000.0,16900000.0,7700000.0,14300000.0,,23500000.0,39800000.0,248900000.0,7700000.0,7700000.0,-11700000.0,,-100000.0,,,449700000.0,9000000.0,2000000.0,-15700000.0,300000.0,-15200000.0,64900000.0,-6300000.0,100000.0,24200000.0,-233000000.0,29700000.0,-1300000.0,,682700000.0,,2000000.0,25100000.0,,18400000.0,,16600000.0,200000.0,12700000,,,,,,,,,
2010-03-31,-1100000.0,1700000.0,-3800000.0,87700000.0,89800000.0,,7100000.0,435600000.0,10803000.0,113000000,10900000,717900000.0,0.61,628100000.0,6500000.0,523300000.0,14000000.0,44400000.0,10801000.0,6500000,6500000.0,0.0,194600000.0,74100000.0,0.0,,40300000.0,-10300000.0,0.0,38900000.0,9500000.0,8800000.0,-7300000.0,7700000.0,28000000.0,34300000.0,288700000.0,8800000.0,8800000.0,,0.61,,,6500000.0,455100000.0,7700000.0,2000000.0,-10300000.0,5200000.0,-12900000.0,19700000.0,-6800000.0,-4100000.0,25600000.0,-237900000.0,24300000.0,1100000.0,,693000000.0,,-5200000.0,17800000.0,,17000000.0,,50200000.0,,18800000,,,,,,,,,
2010-06-30,-7600000.0,2500000.0,-3800000.0,85400000.0,75700000.0,,7100000.0,431200000.0,10820000.0,71400000,2700000,705600000.0,-0.19,629900000.0,-2100000.0,516600000.0,-6200000.0,41700000.0,10820000.0,-2000000,-2000000.0,22500000.0,189000000.0,46000000.0,0.0,,27900000.0,-8900000.0,-200000.0,25400000.0,14500000.0,6300000.0,-1100000.0,-4500000.0,22700000.0,33600000.0,288600000.0,6300000.0,6300000.0,,-0.19,,,-2000000.0,456600000.0,8800000.0,189000000.0,-8900000.0,5500000.0,3700000.0,25000000.0,12400000.0,3800000.0,26600000.0,-243000000.0,2700000.0,-2500000.0,,699600000.0,,-100000.0,16700000.0,,5300000.0,,43700000.0,,10600000,,,,,,,,,
2010-09-30,1200000.0,1600000.0,-3700000.0,110000000.0,93100000.0,,6200000.0,429500000.0,10830000.0,76100000,4600000,725000000.0,-0.01,631900000.0,-100000.0,539500000.0,-20100000.0,8800000.0,10830000.0,-100000,-100000.0,0.0,185500000.0,48500000.0,0.0,23000000.0,27200000.0,-14600000.0,0.0,27600000.0,19200000.0,8000000.0,-700000.0,-4800000.0,23000000.0,37200000.0,288500000.0,8000000.0,8000000.0,23300000.0,-0.01,0.0,,,463600000.0,6300000.0,185500000.0,-14600000.0,5500000.0,21800000.0,46800000.0,700000.0,-300000.0,26300000.0,-247700000.0,-5500000.0,1700000.0,,711300000.0,,4400000.0,16000000.0,,-17200000.0,,24200000.0,,10800000,,,,,,,,,
2010-12-31,-3500000.0,3000000.0,-3700000.0,126900000.0,117100000.0,,8500000.0,441700000.0,,97900000,9800000,759600000.0,,642500000.0,5200000.0,568600000.0,-11400000.0,8500000.0,,5200000,5200000.0,0.0,191000000.0,59600000.0,0.0,17000000.0,36900000.0,-15800000.0,0.0,38300000.0,13500000.0,8900000.0,10500000.0,5300000.0,28500000.0,43800000.0,288300000.0,8900000.0,8900000.0,16000000.0,,0.0,,,476500000.0,8000000.0,162800000.0,-15800000.0,5800000.0,12300000.0,67300000.0,-9700000.0,0.0,23000000.0,-251900000.0,4400000.0,900000.0,,728400000.0,,11400000.0,26500000.0,,-17200000.0,,16100000.0,200000.0,18300000,,,,,,,,,
2011-03-31,-5800000.0,1500000.0,-3800000.0,103900000.0,94700000.0,,7900000.0,440300000.0,10861000.0,115400000,13400000,736700000.0,0.81,642000000.0,8700000.0,544200000.0,25600000.0,33100000.0,10860000.0,8700000,8700000.0,33900000.0,192500000.0,71700000.0,0.0,,45700000.0,-10800000.0,-100000.0,43700000.0,4100000.0,6600000.0,-4000000.0,9900000.0,30300000.0,48700000.0,288200000.0,6600000.0,6600000.0,-16200000.0,0.81,,,8700000.0,476000000.0,8900000.0,192500000.0,-10800000.0,5600000.0,-27900000.0,60200000.0,-8800000.0,-8100000.0,26400000.0,-256000000.0,36400000.0,-2300000.0,,732000000.0,,4500000.0,22500000.0,,21100000.0,,21100000.0,300000.0,22200000,,,,,,,,,
2011-06-30,1900000.0,1600000.0,-3800000.0,100800000.0,82200000.0,,7700000.0,438500000.0,10877000.0,69500000,4200000,727600000.0,-0.08,645400000.0,-800000.0,539300000.0,-4100000.0,30200000.0,10877000.0,-700000,-700000.0,26000000.0,188300000.0,40800000.0,0.0,,32900000.0,-14300000.0,-100000.0,28700000.0,12200000.0,5800000.0,-6700000.0,-7600000.0,24500000.0,48100000.0,288100000.0,5800000.0,5800000.0,-700000.0,-0.08,,,-700000.0,484200000.0,6600000.0,188300000.0,-14300000.0,5500000.0,3300000.0,51800000.0,12800000.0,7500000.0,25100000.0,-260600000.0,10200000.0,-800000.0,,744800000.0,,0.0,15800000.0,,1300000.0,,32800000.0,200000.0,12500000,,,,,,,,,
2011-09-30,13800000.0,2200000.0,-3800000.0,126800000.0,97400000.0,,6900000.0,438700000.0,10887000.0,73200000,5200000,748700000.0,-0.15,651300000.0,-1600000.0,565500000.0,-14400000.0,15500000.0,10887000.0,-1600000,-1600000.0,0.0,183200000.0,43500000.0,0.0,,30400000.0,-17600000.0,-200000.0,29700000.0,19400000.0,7900000.0,200000.0,-7300000.0,24500000.0,46700000.0,288000000.0,7900000.0,7900000.0,15500000.0,-0.15,,,,499800000.0,5800000.0,183200000.0,-17600000.0,6800000.0,16500000.0,65900000.0,2500000.0,4900000.0,20600000.0,-262500000.0,3200000.0,2100000.0,,762300000.0,,-2000000.0,16000000.0,,-7500000.0,,44300000.0,200000.0,12100000,,,,,,,,,
2011-12-31,11700000.0,3200000.0,-3800000.0,154400000.0,131200000.0,,6800000.0,452100000.0,,94700000,14400000,800200000.0,,669000000.0,10000000.0,606500000.0,-18300000.0,12300000.0,,10000000,10000000.0,0.0,193700000.0,47300000.0,0.0,,44200000.0,-14400000.0,800000.0,47400000.0,18400000.0,7500000.0,10400000.0,800000.0,33000000.0,46300000.0,287800000.0,7500000.0,7500000.0,,,,,,510700000.0,7900000.0,193700000.0,-14400000.0,3800000.0,17900000.0,88400000.0,-13800000.0,-5500000.0,18500000.0,-263000000.0,-3900000.0,-400000.0,,773700000.0,,6200000.0,26400000.0,,-28600000.0,,38600000.0,300000.0,21200000,,,,,,,,,
2012-03-31,-5700000.0,1900000.0,-3800000.0,132200000.0,109200000.0,,8300000.0,455400000.0,10921000.0,114200000,14000000,783200000.0,0.83,674000000.0,9000000.0,587600000.0,21300000.0,26100000.0,10917000.0,9000000,9000000.0,37400000.0,195600000.0,67600000.0,0.0,,47900000.0,-9100000.0,-100000.0,46600000.0,10700000.0,8200000.0,-7700000.0,8000000.0,32600000.0,52100000.0,287700000.0,8200000.0,8200000.0,-16900000.0,0.83,,,9000000.0,512200000.0,7500000.0,195600000.0,-9100000.0,5600000.0,-20600000.0,90700000.0,-3700000.0,-200000.0,20400000.0,-268300000.0,30400000.0,700000.0,,780500000.0,,5300000.0,18700000.0,,13500000.0,,22400000.0,300000.0,22900000,,,,,,,,,
2012-06-30,-1900000.0,2300000.0,-3800000.0,54400000.0,88400000.0,,8700000.0,457200000.0,12331000.0,68800000,4300000,768300000.0,-0.03,679900000.0,-400000.0,511600000.0,7700000.0,26700000.0,12331000.0,-300000,-300000.0,30700000.0,256700000.0,35100000.0,0.0,,31700000.0,-14800000.0,0.0,33700000.0,13200000.0,6800000.0,-3700000.0,-2300000.0,29400000.0,51800000.0,287600000.0,6800000.0,6800000.0,-66000000.0,-0.03,,,-300000.0,520000000.0,8200000.0,256700000.0,-14800000.0,5600000.0,-9100000.0,5500000.0,16200000.0,-4800000.0,20100000.0,-273000000.0,22500000.0,-1400000.0,,793000000.0,,0.0,15900000.0,,16000000.0,,32900000.0,,14000000,,,,,,,,,
2012-09-30,12300000.0,2600000.0,-4800000.0,77000000.0,95000000.0,,8900000.0,454100000.0,13709000.0,71300000,5000000,784000000.0,0.03,689000000.0,500000.0,531100000.0,-14500000.0,7900000.0,13707000.0,500000,500000.0,0.0,252900000.0,36900000.0,0.0,13400000.0,30700000.0,-23500000.0,-100000.0,34400000.0,15900000.0,9500000.0,2100000.0,-3200000.0,29400000.0,51700000.0,287500000.0,9500000.0,9500000.0,17000000.0,0.03,,,,535100000.0,6800000.0,252900000.0,-23500000.0,4400000.0,17200000.0,24600000.0,1000000.0,4300000.0,17000000.0,-277900000.0,9000000.0,2700000.0,,813000000.0,,-400000.0,17100000.0,,-3100000.0,,21400000.0,,13900000,,,,,,,,,
2012-12-31,-4500000.0,2400000.0,-4800000.0,125400000.0,132600000.0,,9200000.0,500600000.0,,98800000,13200000,886600000.0,,754000000.0,9000000.0,626000000.0,-16300000.0,57100000.0,,9000000,9000000.0,0.0,260600000.0,107700000.0,0.0,13800000.0,45900000.0,-21100000.0,0.0,-8900000.0,14600000.0,9800000.0,13800000.0,1800000.0,-22100000.0,38700000.0,287300000.0,9800000.0,9800000.0,65400000.0,,,,,601200000.0,9500000.0,260600000.0,-21100000.0,8400000.0,16600000.0,49900000.0,-15200000.0,-4000000.0,16800000.0,-230400000.0,4800000.0,300000.0,,831600000.0,,5900000.0,30900000.0,,-24000000.0,,30500000.0,300000.0,26400000,,,,,,,,,
2013-03-31,6300000.0,1800000.0,-4800000.0,94300000.0,118000000.0,,9400000.0,519100000.0,13750000.0,118200000,15500000,875900000.0,0.79,757900000.0,10800000.0,613400000.0,26400000.0,58400000.0,13748000.0,10800000,10800000.0,37700000.0,262500000.0,81300000.0,0.0,5400000.0,60700000.0,-14400000.0,-100000.0,36900000.0,5100000.0,7500000.0,-5100000.0,,21400000.0,52500000.0,287200000.0,7500000.0,7500000.0,-16900000.0,0.79,,0.0,10800000.0,608300000.0,9800000.0,262500000.0,-14400000.0,5400000.0,-28700000.0,33100000.0,-14800000.0,-7300000.0,18200000.0,-234900000.0,40800000.0,-2300000.0,,843200000.0,,5400000.0,25800000.0,,8900000.0,1800000.0,20300000.0,300000.0,25600000,,,,,,,,,
2013-06-30,6100000.0,2200000.0,-4700000.0,90600000.0,105600000.0,,9200000.0,525600000.0,13768000.0,66400000,4600000,874200000.0,-0.01,768600000.0,-100000.0,616200000.0,6900000.0,59800000.0,13768000.0,-100000,-100000.0,38300000.0,258000000.0,46900000.0,0.0,3100000.0,40800000.0,-22600000.0,-100000.0,19500000.0,6200000.0,7100000.0,-5900000.0,,14900000.0,54400000.0,287000000.0,7100000.0,7100000.0,-8200000.0,-0.01,,,-100000.0,625400000.0,7500000.0,258000000.0,-22600000.0,5400000.0,-7300000.0,25100000.0,21700000.0,5300000.0,17300000.0,-237200000.0,29500000.0,-400000.0,,862600000.0,,400000.0,21700000.0,,13900000.0,2200000.0,32800000.0,300000.0,14500000,,,,,,,,,
2013-09-30,2200000.0,2600000.0,-4800000.0,115500000.0,111500000.0,,9600000.0,525600000.0,13780000.0,72500000,5500000,895200000.0,0.04,783700000.0,600000.0,641100000.0,-13800000.0,61600000.0,13777000.0,600000,600000.0,0.0,254100000.0,50900000.0,0.0,5400000.0,35200000.0,-27600000.0,-100000.0,21600000.0,6500000.0,12300000.0,-200000.0,,16100000.0,55400000.0,286900000.0,12300000.0,12300000.0,19000000.0,0.04,,,600000.0,647000000.0,7100000.0,254100000.0,-27600000.0,5600000.0,19000000.0,44200000.0,5600000.0,4500000.0,15800000.0,-241300000.0,13800000.0,5200000.0,,888300000.0,,200000.0,21500000.0,,1200000.0,2600000.0,37300000.0,300000.0,15800000,,,,,,,,,
2013-12-31,4300000.0,,-4800000.0,144700000.0,140000000.0,32900000.0,9500000.0,510700000.0,,109800000,27900000,920600000.0,,780600000.0,10300000.0,655400000.0,-12700000.0,61600000.0,,10300000,10300000.0,0.0,265200000.0,81600000.0,0.0,3100000.0,52200000.0,-24900000.0,-100000.0,28200000.0,6200000.0,9400000.0,16600000.0,,300000.0,73200000.0,284800000.0,9400000.0,9400000.0,5600000.0,,,,23000000.0,665600000.0,12300000.0,232300000.0,-24900000.0,5500000.0,9800000.0,62700000.0,-17000000.0,-2000000.0,14900000.0,-243500000.0,12200000.0,-2900000.0,,909100000.0,,6300000.0,38100000.0,,-18200000.0,,34100000.0,200000.0,38000000,,,,,,,,,
2014-03-31,-500000.0,,-4800000.0,131700000.0,145600000.0,40700000.0,10200000.0,522300000.0,13800000.0,156100000,25400000,928000000.0,0.91,782400000.0,12600000.0,654000000.0,19500000.0,63200000.0,13800000.0,12600000,12600000.0,49600000.0,274000000.0,115900000.0,0.0,5400000.0,69500000.0,-9200000.0,-100000.0,40200000.0,5700000.0,14300000.0,-6300000.0,,14800000.0,82500000.0,284700000.0,14300000.0,14300000.0,-1100000.0,0.91,,7500000.0,20100000.0,666800000.0,9400000.0,233300000.0,-9200000.0,5500000.0,-14600000.0,61700000.0,-17300000.0,-9000000.0,19100000.0,-246400000.0,28700000.0,4900000.0,,913200000.0,,7000000.0,31800000.0,,-600000.0,,28000000.0,300000.0,35800000,,,,,,,,,
2014-06-30,100000.0,,-4800000.0,102600000.0,113900000.0,37000000.0,10200000.0,527200000.0,13800000.0,73300000,7100000,900600000.0,0.08,786700000.0,1100000.0,629800000.0,15000000.0,66400000.0,13800000.0,1100000,1100000.0,33400000.0,270800000.0,52000000.0,0.0,3100000.0,44900000.0,-19900000.0,-100000.0,21300000.0,6900000.0,12000000.0,-11300000.0,,14200000.0,87800000.0,284600000.0,12000000.0,12000000.0,-24300000.0,0.08,,600000.0,1700000.0,681700000.0,14300000.0,233800000.0,-19900000.0,5500000.0,-17300000.0,37500000.0,24600000.0,6800000.0,16900000.0,-247900000.0,34900000.0,-2300000.0,,929600000.0,,700000.0,20500000.0,,22800000.0,,35100000.0,300000.0,17400000,,,,,,,,,
2014-09-30,4700000.0,,-4800000.0,76000000.0,112400000.0,33800000.0,10800000.0,572600000.0,13800000.0,76600000,7400000,916500000.0,0.11,804100000.0,1600000.0,648600000.0,-12600000.0,67300000.0,13800000.0,1600000,1600000.0,0.0,267900000.0,54200000.0,0.0,5400000.0,41600000.0,-31600000.0,-100000.0,22400000.0,7600000.0,10100000.0,-1200000.0,,15000000.0,88300000.0,326700000.0,10100000.0,10100000.0,8500000.0,0.11,,700000.0,2300000.0,706000000.0,12000000.0,234100000.0,-31600000.0,5400000.0,10700000.0,3900000.0,3300000.0,5800000.0,12800000.0,-252400000.0,19000000.0,-1900000.0,,958400000.0,,500000.0,19300000.0,,1400000.0,,42100000.0,300000.0,18500000,,,,,,,,,
2014-12-31,-8500000.0,,-4800000.0,129400000.0,145200000.0,38400000.0,10900000.0,597500000.0,,119800000,20100000,1000200000.0,,855000000.0,9400000.0,726900000.0,-30500000.0,67600000.0,,9400000,9400000.0,37800000.0,273300000.0,84400000.0,0.0,3500000.0,60700000.0,-31900000.0,-100000.0,35400000.0,7400000.0,8400000.0,24900000.0,,15300000.0,72900000.0,328900000.0,8400000.0,8400000.0,12500000.0,,,5200000.0,14600000.0,733700000.0,10100000.0,234900000.0,-31900000.0,5800000.0,28800000.0,33300000.0,-19100000.0,800000.0,13700000.0,-255100000.0,1400000.0,-1700000.0,,988800000.0,,6200000.0,44200000.0,,-16600000.0,,41800000.0,300000.0,31300000,,,,,,,,,
2015-03-31,1600000.0,,-4900000.0,140400000.0,180100000.0,47100000.0,11400000.0,617100000.0,13900000.0,172200000,28400000,1040800000.0,0.98,860700000.0,13600000.0,757500000.0,14700000.0,69500000.0,13900000.0,13600000,13600000.0,64200000.0,283300000.0,127500000.0,0.0,6300000.0,85900000.0,-13100000.0,-100000.0,44700000.0,6300000.0,11200000.0,-9400000.0,,16300000.0,87300000.0,328700000.0,11200000.0,11200000.0,-200000.0,0.98,,8900000.0,22500000.0,738200000.0,8400000.0,236200000.0,-13100000.0,5900000.0,-11900000.0,36000000.0,-25200000.0,-10500000.0,16300000.0,-259200000.0,27800000.0,2800000.0,,997400000.0,,8800000.0,34800000.0,,-7600000.0,,59900000.0,300000.0,39800000,,,,,,,,,
2015-06-30,12500000.0,,-4900000.0,94500000.0,133900000.0,43900000.0,11300000.0,636400000.0,13900000.0,77500000,8900000,1011400000.0,0.12,877500000.0,1700000.0,730900000.0,37300000.0,71600000.0,13900000.0,1700000,1700000.0,28600000.0,280500000.0,53700000.0,0.0,3500000.0,52300000.0,-25400000.0,-100000.0,23800000.0,7200000.0,16100000.0,-15800000.0,,14900000.0,90200000.0,328600000.0,16100000.0,16100000.0,-29300000.0,0.12,,1100000.0,2800000.0,757000000.0,11200000.0,236600000.0,-25400000.0,6000000.0,-32400000.0,4100000.0,33600000.0,3000000.0,16200000.0,-263900000.0,62700000.0,4900000.0,,1020900000.0,,-9500000.0,19000000.0,,46700000.0,,55400000.0,300000.0,20100000,,,,,,,,,
2015-09-30,-1400000.0,,-4900000.0,101200000.0,119000000.0,40700000.0,11400000.0,639100000.0,13900000.0,74700000,7300000,1018000000.0,0.12,899000000.0,1700000.0,740300000.0,-12000000.0,73400000.0,13900000.0,1700000,1700000.0,0.0,277700000.0,51500000.0,0.0,6300000.0,45400000.0,-32400000.0,0.0,23200000.0,7400000.0,8900000.0,2200000.0,,15900000.0,91700000.0,328400000.0,8900000.0,8900000.0,3900000.0,0.12,,100000.0,1800000.0,782400000.0,16100000.0,237000000.0,-32400000.0,5800000.0,4800000.0,8200000.0,6900000.0,3200000.0,13800000.0,-269200000.0,20400000.0,-7200000.0,,1051600000.0,,4300000.0,21200000.0,,4400000.0,,55600000.0,400000.0,19000000,,,,,,,,,
2015-12-31,700000.0,,-4900000.0,144600000.0,125900000.0,45100000.0,11600000.0,619000000.0,,102400000,18500000,1046400000.0,,920500000.0,9300000.0,763600000.0,-28800000.0,73700000.0,,9300000,9300000.0,0.0,282800000.0,67600000.0,0.0,,49800000.0,-33000000.0,700000.0,34800000.0,800000.0,8700000.0,12100000.0,,16300000.0,92200000.0,308100000.0,8700000.0,8700000.0,18200000.0,,,5300000.0,14600000.0,808900000.0,8900000.0,237700000.0,-33000000.0,5900000.0,28600000.0,59400000.0,-4400000.0,300000.0,12000000.0,-271700000.0,4200000.0,-200000.0,,1080600000.0,,8300000.0,33300000.0,,-25700000.0,,45100000.0,300000.0,32100000,,,,,,,,,
2016-03-31,-5700000.0,,-5000000.0,146000000.0,128100000.0,51000000.0,11800000.0,616800000.0,14000000.0,125800000,23400000,1052900000.0,0.78,924800000.0,10900000.0,762800000.0,2900000.0,75800000.0,14000000.0,10900000,10900000.0,0.0,290100000.0,85600000.0,0.0,6100000.0,58000000.0,-11300000.0,0.0,40200000.0,400000.0,8100000.0,-6300000.0,,16800000.0,93100000.0,305400000.0,8100000.0,8100000.0,-200000.0,0.78,,7000000.0,17900000.0,813100000.0,8700000.0,239100000.0,-11300000.0,5800000.0,-3500000.0,65000000.0,-8200000.0,-3900000.0,13500000.0,-276300000.0,14200000.0,-600000.0,,1089400000.0,,5700000.0,27000000.0,,-8500000.0,,44100000.0,300000.0,35500000,,,,,,,,,
2016-06-30,1000000.0,,-5000000.0,139000000.0,105700000.0,48500000.0,11700000.0,624600000.0,14000000.0,74500000,9500000,1051700000.0,0.18,946000000.0,2500000.0,763600000.0,-2300000.0,79400000.0,14000000.0,2500000,2500000.0,0.0,288100000.0,48500000.0,0.0,3500000.0,42900000.0,-28300000.0,-100000.0,26000000.0,400000.0,7900000.0,-5600000.0,,16500000.0,95600000.0,305200000.0,7900000.0,7900000.0,-100000.0,0.18,,1200000.0,3700000.0,834600000.0,8100000.0,239600000.0,-28300000.0,5900000.0,2100000.0,71400000.0,15100000.0,1200000.0,13300000.0,-280900000.0,26000000.0,-200000.0,,1115500000.0,,3200000.0,21400000.0,,7600000.0,,38900000.0,400000.0,21300000,,,,,,,,,
