date,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue
2016-09-30,6000000000.0,8531000000,,966000000.0,1157000000,3815000000,10173000000,240000000,192000000,139000000.0,63000000,409000000,205000000,4433000000,542000000,406000000,-72000000,7000000,-2000000.0,37000000.0,-22000000,452000000.0,5479000000,155000000,,190000000,20000000.0,4000000,82000000,728000000,1.34,406000000,-57000000.0,-67000000.0,0.0,142000000.0,4663000000,972000000,,283000000,2000000.0,-2000000.0,406000000,406000000,,9000000.0,-61000000.0,385000000,16000000.0,1.37,-61000000,1885000000,,-106000000,1046000000,,289000000,,-4000000.0,1642000000,-24000000.0,123000000,301000000,-50000000.0,322000000,0.0,-57000000,,23000000,952000000,95000000,6520000000,,,,,
2016-12-31,6000000000.0,8569000000,647000000.0,926000000.0,1160000000,3728000000,10100000000,176000000,155000000,138000000.0,63000000,400000000,167000000,4459000000,654000000,359000000,-107000000,6000000,,36000000.0,-47000000,443000000.0,5440000000,148000000,,155000000,13000000.0,2000000,82000000,701000000,1.09,425000000,-55000000.0,-27000000.0,0.0,141000000.0,4628000000,949000000,,406000000,2000000.0,-2000000.0,359000000,359000000,261000000.0,9000000.0,-72000000.0,339000000,17000000.0,1.11,-128000000,1861000000,-2400000000.0,-244000000,981000000,3429000000.0,242000000,3000000.0,0.0,1531000000,9000000.0,-47000000,304000000,-150000000.0,276000000,0.0,-36000000,,18000000,1029000000,84000000,6613000000,,,,,
2017-03-31,6001000000.0,8551000000,,960000000.0,1165000000,3725000000,10109000000,154000000,164000000,137000000.0,62000000,437000000,175000000,4461000000,658000000,367000000,-22000000,6000000,-4000000.0,37000000.0,2000000,443000000.0,5446000000,147000000,,163000000,-95000000.0,3000000,77000000,734000000,1.16,455000000,-62000000.0,-117000000.0,0.0,141000000.0,4630000000,933000000,,359000000,2000000.0,-2000000.0,367000000,367000000,,0.0,-68000000.0,341000000,17000000.0,1.19,-42000000,1899000000,,-166000000,985000000,,246000000,,-1000000.0,1558000000,1000000.0,8000000,196000000,-150000000.0,279000000,0.0,-154000000,,11000000,1027000000,78000000,6715000000,,,,,
2017-06-30,6080000000.0,8671000000,,947000000.0,1170000000,3732000000,10171000000,229000000,193000000,137000000.0,66000000,437000000,207000000,4521000000,709000000,314000000,-170000000,5000000,,38000000.0,-15000000,451000000.0,5438000000,146000000,,193000000,2000000.0,11000000,83000000,773000000,1.37,454000000,-62000000.0,-68000000.0,0.0,140000000.0,4697000000,949000000,,367000000,2000000.0,-1000000.0,314000000,314000000,,0.0,-60000000.0,396000000,20000000.0,1.4,-65000000,1943000000,,-177000000,917000000,,292000000,,-111000000.0,1500000000,-9000000.0,-53000000,294000000,-150000000.0,319000000,0.0,-139000000,,68000000,1045000000,94000000,6847000000,,,,,
2017-09-30,6164000000.0,8895000000,,960000000.0,1190000000,3759000000,10439000000,299000000,161000000,137000000.0,69000000,423000000,175000000,4559000000,722000000,350000000,-247000000,5000000,,39000000.0,7000000,459000000.0,5611000000,146000000,,160000000,90000000.0,-2000000,100000000,741000000,1.15,443000000,-62000000.0,-80000000.0,0.0,140000000.0,4794000000,1029000000,3000000.0,314000000,2000000.0,-2000000.0,350000000,350000000,,0.0,-48000000.0,317000000,17000000.0,1.18,-63000000,1931000000,,-79000000,1052000000,,258000000,,-187000000.0,1544000000,3000000.0,36000000,362000000,-50000000.0,298000000,0.0,11000000,,11000000,1097000000,92000000,6946000000,,,,,
2017-12-31,6335000000.0,9197000000,649000000.0,924000000.0,1194000000,3748000000,10503000000,241000000,254000000,136000000.0,73000000,453000000,267000000,4491000000,663000000,137000000,-366000000,36000000,,39000000.0,-27000000,462000000.0,5548000000,136000000,,253000000,-5000000.0,4000000,95000000,742000000,1.82,473000000,-61000000.0,-33000000.0,0.0,139000000.0,4921000000,1119000000,-2000000.0,350000000,2000000.0,-177000000.0,137000000,137000000,224000000.0,0.0,-48000000.0,342000000,25000000.0,1.86,-82000000,1936000000,-2526000000.0,-170000000,1057000000,3671000000.0,234000000,9000000.0,-282000000.0,1306000000,-1000000.0,-213000000,323000000,-115000000.0,269000000,0.0,-34000000,,-81000000,1145000000,-23000000,7138000000,,,,,
2018-03-31,6392000000.0,9324000000,,1026000000.0,1226000000,3718000000,10695000000,107000000,177000000,136000000.0,74000000,363000000,189000000,4512000000,717000000,124000000,-204000000,141000000,-1000000.0,41000000.0,-15000000,474000000.0,5629000000,128000000,,176000000,-68000000.0,-2000000,94000000,658000000,1.27,386000000,-61000000.0,-97000000.0,,139000000.0,5030000000,1174000000,,137000000,2000000.0,-832000000.0,124000000,124000000,,,-41000000.0,346000000,19000000.0,1.3,-73000000,1884000000,,11000000,1117000000,,229000000,,-130000000.0,1371000000,-1000000.0,-13000000,180000000,-50000000.0,272000000,,-128000000,,24000000,1156000000,52000000,7249000000,,,,,
2018-06-30,6414000000.0,9332000000,,1055000000.0,1243000000,3408000000,10747000000,245000000,219000000,136000000.0,77000000,351000000,233000000,4222000000,738000000,132000000,-126000000,305000000,-13000000.0,43000000.0,-22000000,456000000.0,5484000000,128000000,,219000000,4000000.0,1000000,91000000,676000000,1.57,371000000,-68000000.0,-30000000.0,,139000000.0,5223000000,1166000000,,124000000,2000000.0,-721000000.0,132000000,132000000,,,-57000000.0,382000000,15000000.0,1.6,-78000000,1919000000,,-189000000,1262000000,,264000000,,-35000000.0,1415000000,19000000.0,8000000,323000000,0.0,305000000,,-33000000,,15000000,1168000000,42000000,7401000000,,,,,
2018-09-30,6447000000.0,9383000000,,1097000000.0,1222000000,3394000000,10986000000,321000000,213000000,136000000.0,77000000,354000000,227000000,4232000000,761000000,263000000,-125000000,304000000,10000000.0,42000000.0,1000000,456000000.0,5621000000,118000000,,212000000,115000000.0,3000000,95000000,667000000,1.53,363000000,-69000000.0,-39000000.0,,139000000.0,5317000000,1168000000,,132000000,2000000.0,-112000000.0,263000000,263000000,,,-58000000.0,381000000,19000000.0,1.56,-81000000,1889000000,,-146000000,1389000000,,266000000,,-54000000.0,1603000000,-11000000.0,131000000,402000000,-100000000.0,304000000,,75000000,,13000000,1194000000,48000000,7546000000,,,,,
2018-12-31,6563000000.0,9613000000,599000000.0,1012000000.0,1235000000,3429000000,11003000000,144000000,127000000,136000000.0,81000000,356000000,139000000,4251000000,745000000,135000000,-346000000,464000000,,43000000.0,0,436000000.0,5736000000,119000000,,126000000,-70000000.0,-14000000,99000000,604000000,0.92,380000000,-68000000.0,101000000.0,,137000000.0,5216000000,1207000000,,263000000,2000000.0,-301000000.0,135000000,135000000,222000000.0,,-59000000.0,305000000,8000000.0,0.93,-151000000,1839000000,-2682000000.0,-77000000,1485000000,3970000000.0,167000000,17000000.0,-202000000.0,1390000000,1000000.0,-128000000,295000000,-172000000.0,224000000,,37000000,,21000000,1288000000,40000000,7602000000,,,,,
2019-03-31,6605000000.0,10159000000,,1079000000.0,1244000000,3131000000,11937000000,228000000,164000000,134000000.0,84000000,384000000,176000000,4314000000,713000000,464000000,-110000000,1108000000,-7000000.0,45000000.0,-68000000,454000000.0,6596000000,126000000,,163000000,32000000.0,9000000,98000000,647000000,1.2,399000000,-72000000.0,-71000000.0,,136000000.0,5290000000,1200000000,,135000000,2000000.0,-802000000.0,464000000,464000000,,,-55000000.0,332000000,17000000.0,1.22,-47000000,1891000000,,164000000,2282000000,1774000000.0,213000000,,-56000000.0,1778000000,-18000000.0,329000000,275000000,-53000000.0,248000000,145000000.0,9000000,,3000000,1774000000,50000000,7694000000,,,,,
2019-06-30,6605000000.0,10194000000,,1088000000.0,1265000000,3169000000,11760000000,236000000,226000000,135000000.0,81000000,362000000,219000000,4347000000,689000000,273000000,-92000000,807000000,-7000000.0,46000000.0,-44000000,458000000.0,6251000000,141000000,,226000000,-5000000.0,3000000,105000000,688000000,1.66,381000000,-71000000.0,-10000000.0,,136000000.0,5459000000,1172000000,,464000000,2000000.0,-646000000.0,273000000,273000000,,,-58000000.0,388000000,15000000.0,1.67,-85000000,1953000000,,-420000000,1904000000,1818000000.0,265000000,,0.0,1566000000,-15000000.0,-191000000,321000000,-50000000.0,307000000,,-10000000,,10000000,1818000000,63000000,7849000000,,,,,
2019-09-30,6617000000.0,10240000000,,1117000000.0,1264000000,3188000000,12019000000,203000000,215000000,135000000.0,82000000,362000000,226000000,4354000000,685000000,434000000,-109000000,805000000,-13000000.0,45000000.0,61000000,474000000.0,6365000000,152000000,,215000000,53000000.0,1000000,112000000,692000000,1.56,379000000,-72000000.0,-32000000.0,,137000000.0,5605000000,1138000000,,273000000,2000000.0,0.0,434000000,434000000,,,-55000000.0,395000000,12000000.0,1.59,-96000000,1956000000,,-29000000,2011000000,1859000000.0,270000000,,0.0,1779000000,-11000000.0,161000000,299000000,-50000000.0,313000000,,-16000000,,2000000,1859000000,62000000,7992000000,,,,,
2019-12-31,6619000000.0,10353000000,,1063000000.0,1264000000,3966000000,12843000000,176000000,253000000,134000000.0,82000000,349000000,265000000,5166000000,711000000,1192000000,-100000000,804000000,-17000000.0,,-36000000,482000000.0,7156000000,160000000,,253000000,-7000000.0,7000000,123000000,662000000,1.86,299000000,-71000000.0,50000000.0,,136000000.0,5641000000,1121000000,,434000000,2000000.0,-1000000.0,1192000000,1192000000,,,-39000000.0,445000000,12000000.0,1.88,-172000000,1926000000,,510000000,1990000000,1971000000.0,328000000,,-2000000.0,2490000000,5000000.0,758000000,348000000,-200000000.0,363000000,,52000000,,0,1971000000,72000000,8174000000,,,,,
