date,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2007-12-31,-35081000.0,263332000.0,,,293959000.0,400652000.0,,1454754000.0,13934000.0,1054102000.0,,,,543182000.0,,34557000.0,-1434000.0,916607000.0,285542000.0,,14118000.0,14118000,780000.0,342694000.0,628000.0,122574000.0,-60284000.0,97214000.0,39824000.0,44145000.0,-8915000.0,54565000.0,,166380000.0,704000.0,,164749000.0,,18926000.0,,261360000.0,10565000.0,,538147000.0,-506744000.0,,55000000.0,,,98004000.0,39824000.0,39824000.0,6036000.0,24182000,,141390000.0,1181000.0,-2157000.0,1660000.0,329687000,,1360768000.0,70245000.0,27471000.0,-62552000.0,98004000.0,4808000.0,854024000.0,,37606000,0.0,1794000.0,100000.0,39120000.0,,,
2008-03-31,-50302000.0,262484000.0,,,297187000.0,386246000.0,,1458893000.0,8046000.0,1072647000.0,29818079.0,,,,,33916000.0,-19000.0,920764000.0,261347000.0,,8230000.0,8230000,962000.0,342490000.0,-18230000.0,125072000.0,-56662000.0,115256000.0,9447000.0,38890000.0,-9077000.0,48461000.0,0.27,157955000.0,39824000.0,30061865.0,165101000.0,119459000.0,11348000.0,,244250000.0,994000.0,,538129000.0,-51791000.0,,56489000.0,,,125548000.0,9447000.0,9447000.0,6711000.0,17097000,0.27,123178000.0,831000.0,-18468000.0,3722000.0,300237000,,927136000.0,18707000.0,7354000.0,-57656000.0,125548000.0,3118000.0,875345000.0,,32010000,-2000.0,-1295000.0,454000.0,-30377000.0,,,
2008-06-30,-32543000.0,256867000.0,,,392050000.0,405943000.0,,1557154000.0,3333000.0,1151211000.0,29993484.0,,,544109000.0,,34339000.0,3636000.0,1017388000.0,298636000.0,,3517000.0,3517000,626000.0,341630000.0,8148000.0,126889000.0,-99656000.0,112233000.0,0.0,24964000.0,-9135000.0,53757000.0,0.11,242561000.0,9447000.0,30300207.0,166124000.0,,3886000.0,,288333000.0,2523000.0,,539766000.0,-528725000.0,,51149000.0,,,189976000.0,,,7043000.0,10303000,0.11,148317000.0,2106000.0,6554000.0,2237000.0,323600000,,1455205000.0,62691000.0,27586000.0,-60129000.0,189976000.0,369000.0,926480000.0,,26427000,-89000.0,1717000.0,4722000.0,-9447000.0,,,
2008-09-30,-49148000.0,257327000.0,,,295930000.0,428901000.0,,1614074000.0,9447000.0,1185173000.0,30513578.0,,,545580000.0,,32228000.0,-9753000.0,923103000.0,323731000.0,,9631000.0,9631000,274000.0,341922000.0,1028000.0,128783000.0,-50540000.0,111042000.0,17862000.0,29188000.0,-9170000.0,52039000.0,0.31,194317000.0,0.0,30817013.0,192422000.0,,13634000.0,,303102000.0,-3910000.0,,690971000.0,-538693000.0,,45064000.0,,,115344000.0,17862000.0,17862000.0,7269000.0,20629000,0.31,128547000.0,226000.0,-23812000.0,3164000.0,352919000,,1501075000.0,62831000.0,5304000.0,-54452000.0,115344000.0,4003000.0,962382000.0,,37192000,0.0,-3133000.0,157785000.0,17862000.0,,,
2008-12-31,-22574000.0,260364000.0,,,304744000.0,393011000.0,,1692587000.0,13563000.0,1299576000.0,,,,597353000.0,,30157000.0,-1534000.0,1001069000.0,299224000.0,,13747000.0,13747000,3678000.0,339726000.0,8311000.0,157374000.0,-92526000.0,101955000.0,7565000.0,35217000.0,-10711000.0,52661000.0,,136609000.0,17862000.0,,192423000.0,,21294000.0,,275673000.0,8571000.0,,691518000.0,-548070000.0,,81276000.0,,,138661000.0,7565000.0,7565000.0,5935000.0,23551000,,113422000.0,-3000000.0,8416000.0,31542000.0,334441000,,1585639000.0,10410000.0,71077000.0,-93651000.0,138661000.0,7547000.0,1037569000.0,,41011000,0.0,194000.0,17000.0,-10297000.0,,,
2009-03-31,-4875000.0,254034000.0,701038000.0,106778000.0,283683000.0,364669000.0,,1670943000.0,4204000.0,1306274000.0,35324736.0,,17817000.0,20207000.0,9511000.0,23395000.0,0.0,984721000.0,57612000.0,,4388000.0,4388000,-1099000.0,338797000.0,4072000.0,162121000.0,-28750000.0,97690000.0,3112000.0,219627000.0,-10718000.0,29225000.0,0.12,131653000.0,7565000.0,35488640.0,192546000.0,35002000.0,3006000.0,,47237000.0,-1994000.0,,686222000.0,-562266000.0,-1053000.0,35734000.0,,,152750000.0,3112000.0,3112000.0,6270000.0,10375000,0.12,92665000.0,-3464000.0,-7890000.0,4949000.0,277239000,,1606449000.0,2209000.0,21881000.0,-26756000.0,0.0,-1382000.0,1044183000.0,837000.0,27093000,-177000.0,104000.0,7000.0,-4453000.0,,,
2009-06-30,37250000.0,246025000.0,780639000.0,106778000.0,247915000.0,321331000.0,,1710738000.0,2547000.0,1389407000.0,35388754.0,,18103000.0,20522000.0,8634000.0,88249000.0,0.0,1028554000.0,55497000.0,,2731000.0,2731000,1351000.0,411835000.0,6058000.0,166135000.0,-91300000.0,92140000.0,9056000.0,191360000.0,-10739000.0,32677000.0,0.07,116996000.0,3112000.0,35643707.0,193292000.0,34637000.0,879000.0,,49317000.0,-60126000.0,,682184000.0,-575448000.0,-22560000.0,32177000.0,,,121156000.0,9056000.0,9056000.0,6652000.0,6180000,0.07,85927000.0,-2286000.0,43100000.0,3590000.0,246857000,,1635623000.0,29380000.0,68424000.0,-31174000.0,0.0,-1852000.0,1060175000.0,917000.0,25634000,-69000.0,-968000.0,1894000.0,5944000.0,,,
2009-09-30,-41934000.0,245836000.0,779493000.0,106778000.0,271615000.0,302944000.0,,1738003000.0,10408000.0,1435059000.0,35528190.0,,18345000.0,22470000.0,9019000.0,42979000.0,0.0,1051108000.0,91838000.0,,10592000.0,10592000,1609000.0,411309000.0,8591000.0,165002000.0,-46163000.0,84000000.0,6066000.0,165602000.0,-10782000.0,37606000.0,0.29,120468000.0,9056000.0,35788293.0,193917000.0,34279000.0,11747000.0,,74342000.0,46045000.0,,686895000.0,-588527000.0,1523000.0,30658000.0,,,123775000.0,6066000.0,6066000.0,7358000.0,17496000,0.29,100142000.0,-1026000.0,27280000.0,-1962000.0,257440000,,1722230000.0,-6528000.0,50274000.0,-92208000.0,0.0,1155000.0,1133703000.0,910000.0,37450000,-6000.0,-1340000.0,2736000.0,-2990000.0,,,
2009-12-31,-4816000.0,243352000.0,860640000.0,106778000.0,207042000.0,350023000.0,,1754678000.0,8136000.0,1404655000.0,,,19343000.0,23259000.0,9889000.0,36774000.0,0.0,1067682000.0,60872000.0,,8320000.0,8320000,2689000.0,436170000.0,-2377000.0,202966000.0,18473000.0,86515000.0,4432000.0,197104000.0,-10804000.0,45376000.0,,106630000.0,6066000.0,,194561000.0,33887000.0,5794000.0,0.0,49533000.0,45460000.0,,686996000.0,-599839000.0,-134121000.0,92940000.0,,,66638000.0,4432000.0,4432000.0,8234000.0,11339000,,83724000.0,-1315000.0,-44638000.0,35884000.0,257976000,,1698466000.0,-42147000.0,22171000.0,-26987000.0,0.0,-2526000.0,1098627000.0,899000.0,33371000,0.0,5439000.0,2783000.0,-1634000.0,,,
2010-03-31,-40416000.0,237223000.0,885589000.0,106778000.0,265265000.0,405499000.0,0.0,1815961000.0,4533000.0,1410462000.0,35720571.0,-1001000.0,19751000.0,23800000.0,10274000.0,26865000.0,3251000.0,1150854000.0,97309000.0,,4717000.0,4717000,136000.0,436078000.0,-10038000.0,209930000.0,-18058000.0,96839000.0,0.0,164877000.0,-10938000.0,28813000.0,0.13,127199000.0,4432000.0,35939759.0,179192000.0,33530000.0,7097000.0,,81318000.0,619000.0,,665107000.0,-617000000.0,-58437000.0,108045000.0,,,111415000.0,0.0,0.0,9030000.0,15991000,0.13,93954000.0,-683000.0,-54529000.0,6012000.0,262186000,,1715270000.0,36599000.0,-22740000.0,-17676000.0,21573000.0,2380000.0,1098270000.0,610000.0,35878000,-341000.0,699000.0,55000.0,-4432000.0,,,
2010-06-30,50270000.0,212036000.0,886808000.0,94306000.0,218065000.0,353076000.0,0.0,1745239000.0,-14497000.0,1392163000.0,35799231.0,193000.0,19883000.0,24219000.0,9738000.0,26611000.0,3977000.0,1104873000.0,93157000.0,,-14218000.0,-14218000,-17952000.0,435898000.0,2267000.0,209321000.0,-20316000.0,94089000.0,0.0,177038000.0,-10874000.0,28198000.0,-0.4,127917000.0,0.0,35799231.0,179662000.0,27757000.0,-20760000.0,,86560000.0,1380000.0,,640366000.0,-633163000.0,-1854000.0,98294000.0,,,68321000.0,0.0,0.0,9405000.0,6597000,-0.4,94710000.0,-1263000.0,43747000.0,72000.0,270195000,,1732944000.0,-52212000.0,72159000.0,-21889000.0,18083000.0,-6542000.0,1099781000.0,710000.0,8528000,-1196000.0,2225000.0,647000.0,0.0,,,
2010-09-30,-11846000.0,207261000.0,877780000.0,94306000.0,246174000.0,361341000.0,0.0,1760702000.0,5914000.0,1399361000.0,35806453.0,-861000.0,20357000.0,23846000.0,9825000.0,33476000.0,-2444000.0,1123954000.0,99748000.0,,6101000.0,6101000,1205000.0,435572000.0,6043000.0,219301000.0,-23453000.0,88404000.0,0.0,180919000.0,-11012000.0,33391000.0,0.16,155627000.0,0.0,36076421.0,179662000.0,27444000.0,6719000.0,,84940000.0,710000.0,,636748000.0,-648260000.0,-574000.0,74334000.0,,,94588000.0,0.0,0.0,9294000.0,14808000,0.17,88543000.0,-620000.0,-5937000.0,9179000.0,280667000,,1751884000.0,12338000.0,11456000.0,-23302000.0,19111000.0,618000.0,1103624000.0,653000.0,36370000,-23000.0,1103000.0,5000.0,0.0,,,
2010-12-31,21420000.0,198443000.0,858602000.0,94066000.0,264590000.0,369432000.0,0.0,1770555000.0,1873000.0,1401123000.0,,,20705000.0,21599000.0,9708000.0,33800000.0,-5643000.0,1123192000.0,67513000.0,,2056000.0,2056000,1997000.0,435446000.0,-6294000.0,218706000.0,-23340000.0,95016000.0,0.0,238523000.0,-10874000.0,31236000.0,,155365000.0,0.0,,195514000.0,27132000.0,9551000.0,,50656000.0,356000.0,,647363000.0,-661836000.0,-165000.0,105541000.0,,,80094000.0,0.0,0.0,9303000.0,16857000,,123095000.0,1487000.0,21742000.0,-9377000.0,306036000,,1770487000.0,-20441000.0,44142000.0,-22722000.0,17991000.0,7495000.0,1108651000.0,950000.0,39559000,5000.0,8066000.0,-158000.0,0.0,,,
2011-03-31,-17020000.0,193244000.0,850416000.0,69742000.0,305250000.0,461413000.0,,1796981000.0,5512000.0,1335568000.0,35876853.0,-598000.0,19113000.0,21182000.0,9794000.0,28233000.0,-686000.0,1155666000.0,63392000.0,,5696000.0,3934000,675000.0,436064000.0,-1787000.0,207517000.0,-23458000.0,81141000.0,186000.0,223289000.0,-11041000.0,11142000.0,0.15,168444000.0,0.0,36081426.0,195514000.0,16056000.0,4348000.0,,50230000.0,984000.0,,641315000.0,-653173000.0,-10200000.0,25503000.0,,,117659000.0,186000.0,186000.0,9489000.0,13162000,0.15,109834000.0,1052000.0,-28834000.0,3440000.0,286681000,,1740775000.0,17059000.0,6961000.0,-23981000.0,38594000.0,414000.0,1087602000.0,452000.0,32950000,0.0,6061000.0,0.0,186000.0,,,
2011-06-30,9646000.0,200839000.0,849347000.0,69742000.0,213549000.0,368197000.0,,1708147000.0,18322000.0,1339950000.0,35926124.0,,19698000.0,20526000.0,12872000.0,28581000.0,-5939000.0,1062896000.0,65406000.0,,18828000.0,5998000,1107000.0,433715000.0,-5179000.0,207686000.0,56711000.0,86235000.0,0.0,251569000.0,-10911000.0,8464000.0,0.51,162806000.0,186000.0,36163805.0,180306000.0,15932000.0,6535000.0,,50829000.0,1245000.0,,645251000.0,-666570000.0,9832000.0,21017000.0,,,33702000.0,0.0,0.0,9149000.0,14577000,0.51,121020000.0,-2924000.0,5442000.0,890000.0,316975000,504000.0,1758612000.0,-93277000.0,33776000.0,-24130000.0,21220000.0,537000.0,1092042000.0,469000.0,35409000,-152000.0,26851000.0,0.0,-186000.0,,,
2011-09-30,16409000.0,196295000.0,870161000.0,69742000.0,215878000.0,371704000.0,,1711984000.0,6184000.0,1340280000.0,35933003.0,,19937000.0,20310000.0,11564000.0,27109000.0,-4983000.0,1086039000.0,104226000.0,,6368000.0,6874000,489000.0,433454000.0,-4879000.0,211881000.0,-23036000.0,91114000.0,6604000.0,211532000.0,-11059000.0,11368000.0,0.17,152761000.0,0.0,36171555.0,180310000.0,15712000.0,8983000.0,,87024000.0,826000.0,,625945000.0,-681057000.0,-315000.0,23627000.0,,,42361000.0,6604000.0,6604000.0,8708000.0,17202000,0.17,113966000.0,-2879000.0,1561000.0,3980000.0,315758000,,1778993000.0,-7644000.0,39635000.0,-23226000.0,16467000.0,2109000.0,1097936000.0,839000.0,37628000,0.0,10512000.0,0.0,6604000.0,,,
2011-12-31,21671000.0,141248000.0,941570000.0,39406000.0,187504000.0,399596000.0,,1700522000.0,-44319000.0,1300926000.0,35952639.0,,11252000.0,19522000.0,11093000.0,26997000.0,1479000.0,1129074000.0,78100000.0,,-44135000.0,-554000,-2421000.0,471915000.0,5871000.0,210446000.0,-4794000.0,77983000.0,14652000.0,184931000.0,-10912000.0,5540000.0,-1.23,116522000.0,6604000.0,35952639.0,180509000.0,15286000.0,-2002000.0,,69173000.0,-430000.0,,571448000.0,-659744000.0,-100275000.0,59312000.0,,,3033000.0,14652000.0,14652000.0,8508000.0,8927000,-1.23,115514000.0,-3432000.0,-12871000.0,2596000.0,263031000,,1737293000.0,-9814000.0,24011000.0,-2340000.0,32533000.0,-1448000.0,1077549000.0,417000.0,24244000,-1030000.0,-46085000.0,0.0,8048000.0,,,
2012-03-31,-28470000.0,137566000.0,924232000.0,39406000.0,186822000.0,375583000.0,,1679118000.0,7059000.0,1303535000.0,35995179.0,,17053000.0,27210000.0,11337000.0,27812000.0,10536000.0,1111054000.0,85017000.0,,7243000.0,9491000,561000.0,471878000.0,-4976000.0,193909000.0,-23161000.0,82959000.0,0.0,192572000.0,-11037000.0,7842000.0,0.2,139350000.0,14652000.0,36129192.0,180539000.0,15038000.0,9788000.0,,67174000.0,1824000.0,,568064000.0,-670349000.0,-70000.0,74016000.0,,,6311000.0,0.0,0.0,8616000.0,17843000,0.2,121518000.0,-3308000.0,-20201000.0,-8239000.0,277589000,,1751685000.0,2740000.0,7851000.0,-36321000.0,24723000.0,297000.0,1081336000.0,287000.0,35457000,,17611000.0,,-14652000.0,,,
2012-06-30,4544000.0,109267000.0,861007000.0,39119000.0,233435000.0,369539000.0,,1634400000.0,-17540000.0,1264861000.0,36031447.0,,17118000.0,538000.0,9056000.0,27309000.0,-10742000.0,1094442000.0,91314000.0,,-17356000.0,-16886000,-44832000.0,421829000.0,5591000.0,184943000.0,-28417000.0,77368000.0,0.0,192395000.0,-10943000.0,5540000.0,-0.49,150837000.0,0.0,36031447.0,180822000.0,14793000.0,-31379000.0,,69384000.0,3736000.0,,539958000.0,-630465000.0,-2879000.0,41873000.0,,,61444000.0,0.0,0.0,8477000.0,21930000,-0.49,118954000.0,-3244000.0,-5253000.0,-2438000.0,283709000,,1680594000.0,-9249000.0,37666000.0,-33122000.0,20343000.0,-14493000.0,1050129000.0,325000.0,-5784000,,-733000.0,,0.0,,,
2012-09-30,76760000.0,100198000.0,862448000.0,39119000.0,176373000.0,299426000.0,,1569926000.0,1690000.0,1270500000.0,36061022.0,,15951000.0,449000.0,9920000.0,26628000.0,-8197000.0,1038821000.0,89680000.0,,1873000.0,1878000,-12417000.0,421725000.0,3937000.0,184162000.0,-28304000.0,73430000.0,0.0,187463000.0,-11053000.0,6923000.0,0.05,139162000.0,0.0,36252765.0,180823000.0,14549000.0,1020000.0,,68339000.0,-82000.0,,531105000.0,-642402000.0,-50102000.0,38850000.0,,,12590000.0,0.0,0.0,7904000.0,21341000,0.05,103108000.0,-3141000.0,59878000.0,5596000.0,277143000,,1700283000.0,-75561000.0,103865000.0,-27105000.0,19033000.0,-858000.0,1057881000.0,318000.0,24875000,,12059000.0,,0.0,,,
2012-12-31,64951000.0,92221000.0,891735000.0,38971000.0,173128000.0,323632000.0,,1602337000.0,2782000.0,1278705000.0,36062110.0,,9642000.0,22244000.0,9471000.0,26222000.0,7136000.0,1064863000.0,52493000.0,,2967000.0,17091000,1806000.0,421680000.0,-5239000.0,203086000.0,-3695000.0,69336000.0,52362000.0,160139000.0,-10943000.0,26905000.0,0.08,91170000.0,0.0,36256350.0,196342000.0,14305000.0,19024000.0,,28340000.0,-589000.0,16204000.0,537474000.0,-637835000.0,-9673000.0,33660000.0,,,176000.0,52362000.0,52362000.0,6935000.0,24153000,0.08,88406000.0,-4385000.0,18169000.0,14449000.0,212632000,,1687287000.0,-26008000.0,84165000.0,-19214000.0,29390000.0,1933000.0,1049452000.0,381000.0,40983000,180000.0,-25605000.0,,51020000.0,,,
2013-03-31,-15514000.0,96310000.0,895140000.0,38971000.0,158959000.0,300933000.0,,1581744000.0,14850000.0,1280811000.0,36075131.0,-923000.0,14920000.0,23464000.0,9417000.0,26783000.0,-7000.0,1054099000.0,55937000.0,-3440000.0,15363000.0,15234000,861000.0,437399000.0,-4062000.0,197277000.0,-13264000.0,73398000.0,37532000.0,162017000.0,-11307000.0,18787000.0,0.41,102259000.0,52362000.0,36259115.0,181063000.0,14060000.0,21120000.0,,28698000.0,729000.0,19132000.0,527645000.0,-648150000.0,-25178000.0,35411000.0,-13423000.0,,1514000.0,37532000.0,37532000.0,6980000.0,27239000,0.41,87240000.0,-4317000.0,-16099000.0,5656000.0,217954000,,1706043000.0,-8601000.0,7813000.0,-23327000.0,19560000.0,5886000.0,1057893000.0,392000.0,43020000,-15500000.0,-268000.0,1156000.0,-14830000.0,,,
2013-06-30,11213000.0,93221000.0,901463000.0,38971000.0,164780000.0,293428000.0,,1591469000.0,7701000.0,1298041000.0,36170353.0,898000.0,14835000.0,24537000.0,9342000.0,27135000.0,-45000.0,1066243000.0,42790000.0,2078000.0,7701000.0,7504000,696000.0,437353000.0,-13000.0,200578000.0,-23276000.0,73411000.0,42275000.0,169599000.0,-10790000.0,22170000.0,0.21,99370000.0,37532000.0,36373606.0,181340000.0,13816000.0,9598000.0,,27011000.0,874000.0,16158000.0,525226000.0,-659539000.0,-44000.0,32322000.0,3297000.0,,1299000.0,42275000.0,42275000.0,6877000.0,15779000,0.21,97837000.0,-4282000.0,11930000.0,3271000.0,212389000,,1732295000.0,-11014000.0,39039000.0,-27826000.0,18626000.0,2094000.0,1072756000.0,394000.0,31310000,-223000.0,568000.0,306000.0,4743000.0,,,
2013-09-30,-12039000.0,97569000.0,908796000.0,38971000.0,219578000.0,310365000.0,,1658274000.0,15138000.0,1347909000.0,36179507.0,-655000.0,15039000.0,25746000.0,9325000.0,27696000.0,-74000.0,1128374000.0,53028000.0,5532000.0,15138000.0,14826000,1401000.0,437306000.0,752000.0,206039000.0,-57868000.0,72658000.0,59117000.0,176740000.0,-10930000.0,25856000.0,0.42,98164000.0,42275000.0,36381900.0,181347000.0,13572000.0,19959000.0,,27896000.0,1012000.0,16202000.0,529900000.0,-670298000.0,-44000.0,27921000.0,351000.0,,40520000.0,59117000.0,59117000.0,6574000.0,25132000,0.42,109604000.0,-4183000.0,13280000.0,4866000.0,229768000,,1792381000.0,28204000.0,46498000.0,-58537000.0,16787000.0,5133000.0,1122083000.0,330000.0,41572000,0.0,-949000.0,34000.0,16842000.0,,,
2013-12-31,-43000.0,99441000.0,807266000.0,38971000.0,232892000.0,229559000.0,,1574988000.0,12663000.0,1345429000.0,36180465.0,-1165000.0,15091000.0,25209000.0,9362000.0,28834000.0,-399000.0,1040158000.0,56911000.0,7151000.0,12663000.0,12610000,-9114000.0,389589000.0,-22000.0,202860000.0,-54789000.0,72681000.0,1150000.0,176291000.0,-10791000.0,26435000.0,0.35,83572000.0,59117000.0,36384203.0,181358000.0,13328000.0,13040000.0,,28210000.0,1149000.0,13707000.0,534830000.0,-676201000.0,-57604000.0,25687000.0,18110000.0,,51383000.0,1150000.0,1150000.0,6547000.0,28701000,0.35,113457000.0,-1728000.0,16965000.0,483000.0,233202000,,1843217000.0,-57908000.0,54730000.0,-54773000.0,15419000.0,430000.0,1167016000.0,340000.0,34678000,0.0,-533000.0,26000.0,-57967000.0,,,
2014-03-31,-56747000.0,109878000.0,932297000.0,38808000.0,174232000.0,291449000.0,,1656203000.0,21430000.0,1364754000.0,36240350.0,-989000.0,14780000.0,21367000.0,8753000.0,29605000.0,-502000.0,1106529000.0,62763000.0,-16363000.0,21430000.0,21362000,1823000.0,498640000.0,-9234000.0,240516000.0,-37167000.0,81875000.0,6613000.0,177709000.0,-10993000.0,21828000.0,0.59,99892000.0,1150000.0,36431915.0,182062000.0,13084000.0,29650000.0,,28341000.0,1505000.0,10077000.0,549674000.0,-686460000.0,-40946000.0,31535000.0,-17884000.0,,12090000.0,6613000.0,6613000.0,6595000.0,34422000,0.59,104486000.0,-1720000.0,-47363000.0,12418000.0,240472000,,1877627000.0,61687000.0,-19057000.0,-37690000.0,11694000.0,8288000.0,1191167000.0,358000.0,51025000,-242000.0,-595000.0,3666000.0,5463000.0,,,
2014-06-30,-19831000.0,108834000.0,942849000.0,38808000.0,186292000.0,292347000.0,,1682474000.0,9993000.0,1390127000.0,36409753.0,-650000.0,14969000.0,22248000.0,8875000.0,30056000.0,2461000.0,1129141000.0,48312000.0,-4106000.0,9993000.0,9984000,858000.0,498591000.0,-823000.0,246362000.0,-42030000.0,82698000.0,0.0,186299000.0,-11036000.0,26131000.0,0.27,101088000.0,6613000.0,36652684.0,183117000.0,12839000.0,11470000.0,,30073000.0,1679000.0,4717000.0,553333000.0,-695276000.0,-47000.0,31951000.0,-264000.0,,28337000.0,0.0,0.0,7627000.0,18239000,0.27,108589000.0,-1666000.0,-2127000.0,1525000.0,234611000,,1913327000.0,12192000.0,23228000.0,-43059000.0,8866000.0,1486000.0,1218051000.0,378000.0,34066000,-217000.0,-1428000.0,4786000.0,-6613000.0,,,
2014-09-30,-1558000.0,113569000.0,951247000.0,38808000.0,199796000.0,297784000.0,,1714285000.0,15825000.0,1416501000.0,36596396.0,-509000.0,15122000.0,21890000.0,8706000.0,29856000.0,-2887000.0,1151043000.0,56865000.0,5375000.0,15825000.0,15653000,494000.0,498540000.0,3759000.0,256075000.0,-44569000.0,78939000.0,0.0,185506000.0,-11090000.0,29965000.0,0.43,105119000.0,0.0,36838990.0,183987000.0,12595000.0,21129000.0,,28543000.0,78000.0,2508000.0,563242000.0,-705393000.0,-46000.0,30726000.0,-5503000.0,,39198000.0,0.0,0.0,7687000.0,28322000,0.43,107307000.0,-1660000.0,6669000.0,5520000.0,242371000,,1954057000.0,1712000.0,42857000.0,-44415000.0,9820000.0,5476000.0,1248664000.0,390000.0,43938000,0.0,-460000.0,4879000.0,0.0,,,
2014-12-31,27028000.0,112903000.0,1016814000.0,31488000.0,201699000.0,307149000.0,,1791279000.0,10475000.0,1484130000.0,36811088.0,-637000.0,13203000.0,26794000.0,8582000.0,30111000.0,635000.0,1218513000.0,53235000.0,25390000.0,10475000.0,14046000,684000.0,498489000.0,-6279000.0,257194000.0,-40730000.0,85203000.0,0.0,140172000.0,-11142000.0,28049000.0,0.28,60172000.0,0.0,37049336.0,186090000.0,11251000.0,17801000.0,,28379000.0,-795000.0,,572766000.0,-700418000.0,-49000.0,32460000.0,19004000.0,,11055000.0,0.0,0.0,7739000.0,24856000,0.28,107013000.0,-4663000.0,45973000.0,6837000.0,193407000,,1968948000.0,-25905000.0,65446000.0,-38418000.0,41789000.0,3755000.0,1268530000.0,657000.0,40318000,-131000.0,1541000.0,12928000.0,-857000.0,,,
2015-03-31,-44088000.0,119340000.0,1014817000.0,31488000.0,214089000.0,300871000.0,12463000.0,1815180000.0,17935000.0,1514309000.0,37243118.0,-3492000.0,14535000.0,24485000.0,10405000.0,30900000.0,-1240000.0,1228906000.0,52023000.0,-20185000.0,17935000.0,13781000,572000.0,498437000.0,688000.0,265913000.0,-18354000.0,84515000.0,157000.0,150818000.0,-11498000.0,21716000.0,0.48,74071000.0,0.0,37497881.0,187115000.0,11113000.0,17854000.0,,26998000.0,1292000.0,,586274000.0,-709842000.0,-49000.0,27287000.0,-11288000.0,,48856000.0,157000.0,157000.0,7743000.0,25025000,0.48,95876000.0,-4522000.0,-27485000.0,6568000.0,202841000,,2008747000.0,28469000.0,-8350000.0,-35738000.0,32299000.0,4073000.0,1298905000.0,623000.0,40132000,-1239000.0,-50000.0,4697000.0,157000.0,,,
2015-06-30,2425000.0,119239000.0,1023580000.0,31488000.0,198088000.0,262673000.0,8823000.0,1811379000.0,11436000.0,1548706000.0,37433318.0,-2271000.0,14661000.0,24319000.0,10679000.0,30827000.0,41000.0,1221668000.0,48284000.0,-1109000.0,11436000.0,13657000,567000.0,498384000.0,2712000.0,274026000.0,-37204000.0,81803000.0,0.0,139869000.0,-11537000.0,26176000.0,0.3,67315000.0,157000.0,37653103.0,187828000.0,10863000.0,17665000.0,,23484000.0,1336000.0,,589711000.0,-699113000.0,-50000.0,26324000.0,5370000.0,,43247000.0,0.0,0.0,7702000.0,24800000,0.31,101020000.0,-4422000.0,21177000.0,5200000.0,188153000,,2032538000.0,-14941000.0,50105000.0,-47680000.0,17648000.0,4008000.0,1333425000.0,503000.0,40028000,-182000.0,-326000.0,2399000.0,-157000.0,,,
