date,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2004-05-31,285592000.0,,-26395000.0,0.0,473685000.0,121404000.0,178030000.0,428258000.0,,2810297000.0,1776054000.0,36064000.0,72728000,72728000.0,189515000.0,596642000.0,87357000.0,0.0,-108958000.0,185585000.0,-47762000.0,10523000.0,5795000.0,122957000.0,,,-1154000.0,189515000.0,72728000.0,,,922328000.0,185303000.0,,2587000.0,20431000.0,805441000.0,309896000.0,2853000.0,15904000.0,94569000.0,254321000.0,1887969000.0,87357000.0,,113752000.0,,53451000.0,301350000.0,785310000.0,42729000.0,156445000,-505495000.0,-27869000.0,,,,1034243000.0,1790547000.0,325686000.0,1290805000.0,149273000.0,,-66710000.0,,-492000.0,166964000.0,120381000,738154000,36640000.0,,45526000.0,-5045000.0,115457000.0,,,
2004-08-31,291277000.0,,-5408000.0,0.0,474266000.0,17499000.0,108562000.0,427118000.0,173014286.0,2847014000.0,1787563000.0,36428000.0,72666000,72666000.0,198809000.0,600685000.0,81949000.0,0.0,-63791000.0,187239000.0,-24304000.0,10472000.0,5833000.0,126419000.0,,,4216000.0,198809000.0,72666000.0,,0.42,880649000.0,180823000.0,,1183000.0,-1548000.0,815936000.0,318838000.0,7016000.0,9240000.0,96136000.0,263977000.0,1966365000.0,81949000.0,173014286.0,87357000.0,,55326000.0,304917000.0,790804000.0,42652000.0,156457000,-505495000.0,-35336000.0,,0.42,,1059451000.0,1863213000.0,279964000.0,1296299000.0,52835000.0,,5548000.0,,1514000.0,182028000.0,120029000,745956000,40209000.0,,-78074000.0,21815000.0,115318000.0,,,
2004-11-30,308996000.0,,31446000.0,0.0,465178000.0,105262000.0,133836000.0,440885000.0,171069767.0,2994095000.0,1808585000.0,36636000.0,73560000,73560000.0,194431000.0,594891000.0,113395000.0,0.0,-121061000.0,202115000.0,-70072000.0,10155000.0,6218000.0,129713000.0,,,14056000.0,194431000.0,73560000.0,,0.43,938974000.0,178220000.0,,-2675000.0,-11531000.0,830492000.0,315955000.0,19495000.0,9331000.0,98853000.0,356164000.0,2055121000.0,113395000.0,171069767.0,81949000.0,,65750000.0,309216000.0,799873000.0,43260000.0,158160000,-505495000.0,-38527000.0,,0.43,,1185510000.0,1936773000.0,344083000.0,1305368000.0,143789000.0,,8718000.0,,1140000.0,242769000.0,121524000,756840000,73804000.0,,35156000.0,-1563000.0,116820000.0,,,
2005-02-28,300819000.0,,-41535000.0,0.0,462202000.0,64508000.0,215712000.0,433787000.0,169838095.0,3055523000.0,1863270000.0,37121000.0,71332000,71332000.0,203912000.0,589261000.0,71860000.0,0.0,-129133000.0,216363000.0,-69689000.0,10162000.0,6499000.0,127059000.0,,,-4589000.0,203912000.0,71332000.0,,0.41,974619000.0,184954000.0,,-385000.0,-14064000.0,871094000.0,321454000.0,14410000.0,16528000.0,113357000.0,367789000.0,2080904000.0,71860000.0,173980488.0,113395000.0,,57064000.0,298499000.0,807222000.0,41860000.0,154663000,-505495000.0,-27093000.0,,0.42,,1192253000.0,1953137000.0,385358000.0,1312717000.0,91601000.0,,-4003000.0,,1190000.0,295929000.0,117542000,755241000,52624000.0,,-3456000.0,-13396000.0,113192000.0,,,
2005-05-31,326896000.0,,-28664000.0,0.0,465291000.0,86217000.0,205138000.0,460734000.0,,3059744000.0,1893200000.0,37990000.0,82960000,82960000.0,213080000.0,599128000.0,43196000.0,0.0,-36749000.0,216412000.0,-38200000.0,7300000.0,5898000.0,133837000.0,,,-2197000.0,213080000.0,82960000.0,,,955609000.0,186464000.0,,214000.0,822000.0,889538000.0,348512000.0,12176000.0,67898000.0,114171000.0,309428000.0,2104135000.0,43196000.0,,71860000.0,,69296000.0,305450000.0,817198000.0,48703000.0,173422000,-553677000.0,-39771000.0,,,,1166544000.0,2035992000.0,356481000.0,1370875000.0,125988000.0,,-117903000.0,,777000.0,266232000.0,135432000,809246000,32864000.0,,7703000.0,-2665000.0,131663000.0,,,
2005-08-31,337930000.0,,241000.0,0.0,510572000.0,10886000.0,134924000.0,467987000.0,169223404.0,3042726000.0,1906219000.0,38353000.0,79535000,79535000.0,223437000.0,644307000.0,43437000.0,0.0,-1703000.0,222030000.0,-2125000.0,7258000.0,7336000.0,133735000.0,,,8412000.0,223437000.0,79535000.0,,0.47,949905000.0,179185000.0,,3487000.0,-5610000.0,903356000.0,355488000.0,20399000.0,54047000.0,117356000.0,257747000.0,2092821000.0,43437000.0,169223404.0,43196000.0,,65781000.0,308768000.0,823678000.0,46882000.0,170404000,-553677000.0,-36144000.0,,0.47,,1136507000.0,2115527000.0,305598000.0,1377355000.0,47030000.0,-102257000.0,-45086000.0,,2996000.0,214310000.0,132051000,823475000,38265000.0,,-88243000.0,17385000.0,126417000.0,,,
2005-11-30,359696000.0,,9159000.0,0.0,461890000.0,125097000.0,168839000.0,485324000.0,169502174.0,3120967000.0,1968392000.0,39307000.0,77971000,77971000.0,219912000.0,594822000.0,52596000.0,0.0,-89551000.0,213807000.0,-8152000.0,4252000.0,7484000.0,132932000.0,,,2822000.0,219912000.0,77971000.0,,0.46,958433000.0,36901000.0,,-376000.0,8706000.0,1102233000.0,350461000.0,23109000.0,19124000.0,118301000.0,255934000.0,2162534000.0,52596000.0,169502174.0,43437000.0,,58557000.0,315477000.0,829258000.0,46426000.0,169856000,-553677000.0,-34037000.0,,0.46,,1152575000.0,2193498000.0,363611000.0,1382935000.0,159134000.0,-11913000.0,-60424000.0,,833000.0,203338000.0,130549000,835785000,82497000.0,,52563000.0,-10707000.0,124397000.0,,,
2006-02-28,358033000.0,,-4553000.0,0.0,634193000.0,73256000.0,256703000.0,483451000.0,165414894.0,3362364000.0,2214404000.0,40484000.0,77745000,77745000.0,223269000.0,768535000.0,48043000.0,0.0,-289165000.0,207921000.0,-1069000.0,4284000.0,7239000.0,134342000.0,,,4776000.0,223269000.0,77745000.0,,0.46,1177833000.0,241710000.0,,-16941000.0,8888000.0,1123795000.0,352970000.0,23434000.0,1649000.0,121052000.0,250801000.0,2184531000.0,48043000.0,169010870.0,52596000.0,,62031000.0,322044000.0,848899000.0,46642000.0,170185000,-553677000.0,-31899000.0,,0.47,,1147960000.0,2212419000.0,409298000.0,1402576000.0,105155000.0,0.0,179457000.0,,2346000.0,202758000.0,129701000,836421000,37105000.0,,-14193000.0,1119000.0,124387000.0,,,
2006-05-31,389905000.0,1136175000.0,-9129000.0,0.0,794454000.0,96015000.0,240542000.0,512054000.0,,3425237000.0,2247229000.0,42509000.0,91927000,91927000.0,241336000.0,925446000.0,38914000.0,0.0,-59627000.0,198000000.0,-14267000.0,4288000.0,9723000.0,130992000.0,,,6223000.0,241336000.0,91927000.0,,,1337274000.0,36989000.0,,14915000.0,10049000.0,210282000.0,395873000.0,42384000.0,12657000.0,0.0,241453000.0,2087963000.0,38914000.0,,48043000.0,,71635000.0,337487000.0,863783000.0,54687000.0,197046000,-500342000.0,-54552000.0,,,,1178008000.0,2304280000.0,411828000.0,1364125000.0,150567000.0,-209239000.0,-100069000.0,,1505000.0,202539000.0,154537000,907927000,43694000.0,,23671000.0,-7540000.0,146614000.0,,,
2006-08-31,391411000.0,1153867000.0,-3949000.0,0.0,627393000.0,19348000.0,177220000.0,523680000.0,160305660.0,3384221000.0,2257208000.0,42768000.0,84962000,84962000.0,244128000.0,750159000.0,34965000.0,0.0,-864000.0,210381000.0,-3044000.0,229526000.0,12432000.0,122766000.0,,,-6091000.0,244128000.0,84962000.0,,0.53,1333162000.0,60690000.0,,-2437000.0,-12381000.0,175020000.0,390481000.0,31771000.0,66214000.0,0.0,174894000.0,2051059000.0,34965000.0,160305660.0,38914000.0,,59865000.0,339798000.0,867631000.0,50484000.0,189121000,-500342000.0,-36496000.0,,0.53,,1127013000.0,2345879000.0,583003000.0,1367973000.0,55844000.0,-114418000.0,-58929000.0,-598000.0,3403000.0,139929000.0,146353000,914161000,50218000.0,,-82060000.0,10772000.0,135447000.0,,,
2006-11-30,405042000.0,1170480000.0,3974000.0,0.0,561796000.0,126665000.0,212965000.0,532193000.0,161817647.0,3435064000.0,2279611000.0,42985000.0,82527000,82527000.0,248628000.0,678687000.0,38939000.0,0.0,-66712000.0,217575000.0,-7174000.0,229477000.0,12483000.0,116891000.0,,,-9994000.0,248628000.0,82527000.0,,0.51,1338652000.0,56785000.0,,-303000.0,-6873000.0,171391000.0,391073000.0,19242000.0,14271000.0,0.0,172221000.0,2096412000.0,38939000.0,161817647.0,34965000.0,,79144000.0,347021000.0,880955000.0,49058000.0,185430000,-500342000.0,-44825000.0,,0.51,,1155453000.0,2428406000.0,659965000.0,1381297000.0,171490000.0,-27542000.0,-100804000.0,1848000.0,2378000.0,133282000.0,142445000,923266000,81886000.0,,53903000.0,-9773000.0,131585000.0,,,
2007-02-28,393155000.0,1226176000.0,-7381000.0,0.0,654376000.0,47428000.0,291854000.0,519571000.0,159847917.0,3507489000.0,2375750000.0,44298000.0,76727000,76727000.0,253128000.0,770234000.0,31558000.0,0.0,-134404000.0,227083000.0,-14683000.0,229139000.0,11584000.0,115858000.0,,,-6721000.0,253128000.0,76727000.0,,0.48,1451330000.0,41249000.0,,-13563000.0,-8922000.0,207553000.0,385827000.0,18254000.0,22386000.0,0.0,157493000.0,2056159000.0,31558000.0,159847917.0,38939000.0,,69540000.0,339082000.0,900772000.0,45727000.0,176997000,-500342000.0,-47315000.0,,0.48,,1131739000.0,2443139000.0,681096000.0,1401114000.0,94743000.0,-56989000.0,32280000.0,1496000.0,3748000.0,125935000.0,132699000,905398000,51057000.0,,-7717000.0,-20061000.0,122454000.0,,,
2007-05-31,408870000.0,1245877000.0,3802000.0,0.0,877074000.0,75126000.0,263512000.0,550101000.0,,3570480000.0,2413744000.0,45875000.0,90322000,90322000.0,258074000.0,999704000.0,35360000.0,0.0,-71728000.0,231741000.0,-23614000.0,4141000.0,13825000.0,122630000.0,,,11178000.0,258074000.0,90322000.0,,,1402742000.0,76263000.0,,14467000.0,-3914000.0,171361000.0,413974000.0,37121000.0,15303000.0,0.0,155413000.0,2167738000.0,35360000.0,,31558000.0,,64622000.0,344931000.0,920243000.0,53745000.0,201775000,-594949000.0,-52188000.0,,,,1156736000.0,2533459000.0,403038000.0,1515192000.0,127314000.0,0.0,-51784000.0,1754000.0,1334000.0,120053000.0,155900000,964075000,18584000.0,,-29367000.0,18730000.0,144067000.0,,,
2007-08-31,409441000.0,1270780000.0,5481000.0,116552000.0,876522000.0,11782000.0,158691000.0,551756000.0,158947059.0,3620830000.0,2446928000.0,46222000.0,81063000,81063000.0,276710000.0,1115958000.0,40841000.0,0.0,-54878000.0,236102000.0,-6237000.0,4161000.0,12837000.0,122884000.0,,,-3465000.0,276710000.0,81063000.0,,0.51,1376869000.0,76692000.0,,177000.0,-4293000.0,166223000.0,417372000.0,40148000.0,29156000.0,0.0,138272000.0,2243961000.0,40841000.0,158947059.0,35360000.0,,70093000.0,352279000.0,933233000.0,48224000.0,186884000,-594949000.0,-45344000.0,,0.51,,1173902000.0,2600792000.0,260911000.0,1528182000.0,57126000.0,,3233000.0,2132000.0,7230000.0,97431000.0,140662000,969128000,27966000.0,,-89709000.0,17418000.0,129287000.0,,,
2007-11-30,420667000.0,1277929000.0,15799000.0,120332000.0,947473000.0,165673000.0,215553000.0,563297000.0,156326415.0,3699582000.0,2471919000.0,47390000.0,82853000,82853000.0,275125000.0,1188766000.0,56640000.0,0.0,-74559000.0,238944000.0,-16624000.0,1324000.0,12993000.0,120961000.0,,,-335000.0,275125000.0,82853000.0,,0.53,1551954000.0,83825000.0,,555000.0,-2426000.0,160769000.0,420568000.0,49489000.0,12774000.0,0.0,154267000.0,2147628000.0,56640000.0,156326415.0,40841000.0,,73837000.0,363802000.0,949396000.0,51393000.0,192833000,-594949000.0,-47863000.0,,0.53,,1227663000.0,2683644000.0,363188000.0,1544345000.0,213536000.0,,-123178000.0,2677000.0,522000.0,97627000.0,145443000,983865000,72474000.0,,94408000.0,-13792000.0,134246000.0,,,
2008-02-29,413781000.0,1311089000.0,-965000.0,117349000.0,964065000.0,46918000.0,304920000.0,564727000.0,153882000.0,3762278000.0,2523460000.0,48835000.0,81828000,81828000.0,273194000.0,1204140000.0,55675000.0,0.0,-108757000.0,241326000.0,-9573000.0,1342000.0,13622000.0,122726000.0,,,-7655000.0,273194000.0,81828000.0,,0.53,1596815000.0,85272000.0,,-1934000.0,-2206000.0,158515000.0,411225000.0,53562000.0,463000.0,0.0,163646000.0,2165463000.0,55675000.0,153882000.0,56640000.0,,64472000.0,365396000.0,968584000.0,44091000.0,186866000,-594949000.0,-51641000.0,,0.53,,1238818000.0,2694630000.0,392675000.0,1563533000.0,98559000.0,0.0,9233000.0,2597000.0,278000.0,107971000.0,138031000,975952000,21941000.0,,-30619000.0,-4082000.0,125919000.0,,,
2008-05-31,430078000.0,1315569000.0,10549000.0,120308000.0,942736000.0,129837000.0,258530000.0,576520000.0,,3808601000.0,2526265000.0,49456000.0,89661000,89661000.0,279116000.0,1187228000.0,66224000.0,0.0,-72781000.0,238669000.0,-22064000.0,1070000.0,13371000.0,124184000.0,,,99000.0,279116000.0,89661000.0,,,1554470000.0,83364000.0,,802000.0,2825000.0,152757000.0,432435000.0,52280000.0,3398000.0,129182000.0,191695000.0,2254131000.0,66224000.0,,55675000.0,,94755000.0,370416000.0,974575000.0,51591000.0,202775000,-733215000.0,-45485000.0,,,,1282336000.0,2784302000.0,367242000.0,1707790000.0,175322000.0,0.0,-91992000.0,50000.0,341000.0,125471000.0,153319000,1008955000,12887000.0,,34036000.0,2119000.0,141252000.0,,,
2008-08-31,431681000.0,1320501000.0,-7981000.0,118872000.0,949588000.0,33877000.0,209831000.0,577096000.0,153394000.0,3826599000.0,2539651000.0,49885000.0,78636000,78636000.0,287295000.0,1191885000.0,58243000.0,0.0,-76148000.0,242094000.0,-10379000.0,957000.0,13031000.0,123425000.0,,,287000.0,287295000.0,78636000.0,,0.51,1535748000.0,85371000.0,,627000.0,-3795000.0,146197000.0,425083000.0,32676000.0,171000.0,129182000.0,180895000.0,2290851000.0,58243000.0,153621000.0,66224000.0,,87418000.0,373241000.0,987582000.0,47186000.0,187673000,-733215000.0,-54461000.0,,0.51,,1286948000.0,2862938000.0,343863000.0,1720797000.0,88338000.0,-25847000.0,-18821000.0,3535000.0,,122652000.0,137788000,1002179000,45657000.0,,-42236000.0,-1482000.0,125822000.0,,,
2008-11-30,433831000.0,1320248000.0,4170000.0,121447000.0,869721000.0,45307000.0,230964000.0,570184000.0,152788000.0,3766791000.0,2521510000.0,28487000.0,71838000,71838000.0,284608000.0,1117447000.0,62413000.0,0.0,653000.0,251864000.0,-12843000.0,836000.0,12768000.0,126279000.0,,,126000.0,284608000.0,71838000.0,,0.47,1442045000.0,80788000.0,,-274000.0,-11374000.0,138143000.0,415000000.0,-8642000.0,61491000.0,129182000.0,127346000.0,2324746000.0,62413000.0,153045000.0,58243000.0,,101060000.0,371743000.0,982331000.0,46616000.0,158879000,-733215000.0,-41496000.0,,0.47,,1245281000.0,2934775000.0,324598000.0,1715546000.0,86803000.0,0.0,-79862000.0,24898000.0,,64933000.0,130392000,985184000,-8262000.0,,-38062000.0,-358000.0,118454000.0,,,
2009-02-28,384912000.0,1325377000.0,-8162000.0,103962000.0,786204000.0,127752000.0,297045000.0,532202000.0,152993000.0,3719444000.0,2517522000.0,39747000.0,71811000,71811000.0,257129000.0,1025249000.0,54251000.0,0.0,-90021000.0,252483000.0,-71763000.0,592000.0,12407000.0,135083000.0,,,323000.0,257129000.0,71811000.0,,0.47,1399458000.0,80211000.0,,-781000.0,-1258000.0,131288000.0,376437000.0,-15007000.0,30399000.0,129215000.0,151904000.0,2319986000.0,54251000.0,153281000.0,62413000.0,,75677000.0,352032000.0,980646000.0,35630000.0,159055000,-733215000.0,-36826000.0,,0.47,,1201922000.0,2934354000.0,374209000.0,1713861000.0,164578000.0,0.0,-83438000.0,12494000.0,,97653000.0,119308000,908639000,895000.0,,29634000.0,10892000.0,107441000.0,,,
2009-05-31,357678000.0,1331388000.0,75494000.0,0.0,786058000.0,156494000.0,246902000.0,544332000.0,,3720951000.0,2450678000.0,81987000.0,4072000,4072000.0,253677000.0,1036077000.0,129745000.0,0.0,-37705000.0,202351000.0,-33417000.0,598000.0,12030000.0,149032000.0,,,119000.0,253677000.0,4072000.0,,,1353542000.0,80333000.0,,177000.0,51563000.0,124330000.0,334351000.0,25299000.0,24372000.0,0.0,250138000.0,2367409000.0,129745000.0,,54251000.0,,69965000.0,15744000.0,914627000.0,5804000.0,106328000,-805178000.0,-27309000.0,,,,1270273000.0,2938419000.0,317465000.0,1719805000.0,183803000.0,0.0,-72227000.0,19914000.0,,120393000.0,80674000,878683000,0.0,0.0,88056000.0,-10226000.0,9876000.0,,,
2009-08-31,359142000.0,1333319000.0,97566000.0,0.0,785899000.0,120075000.0,233932000.0,508774000.0,152828000.0,3779070000.0,2438816000.0,38549000.0,53984000,53984000.0,283904000.0,1039416000.0,227311000.0,0.0,-46736000.0,185349000.0,-19259000.0,578000.0,12038000.0,153057000.0,,,-2194000.0,283904000.0,53984000.0,3481000.0,0.35,1354029000.0,86874000.0,-1425000.0,-25000.0,16976000.0,117337000.0,382795000.0,26276000.0,0.0,0.0,357879000.0,2425041000.0,227311000.0,152828000.0,129745000.0,-179000.0,73362000.0,15744000.0,901286000.0,33228000.0,137799000,,-24819000.0,3630000.0,0.35,-2633000.0,1340254000.0,2992403000.0,314613000.0,,144894000.0,-959000.0,-622000.0,13986000.0,,130568000.0,98891000,891569000,0.0,6741000.0,38787000.0,-412000.0,87212000.0,,,
2009-11-30,377151000.0,1334773000.0,114703000.0,0.0,785748000.0,126008000.0,271398000.0,514662000.0,152866000.0,3886348000.0,2421178000.0,37350000.0,57176000,57176000.0,263458000.0,1044703000.0,342014000.0,0.0,-34112000.0,166373000.0,-33801000.0,588000.0,12579000.0,157143000.0,,,-1342000.0,263458000.0,57176000.0,3433000.0,0.37,1390263000.0,88296000.0,-11418000.0,1078000.0,17898000.0,110104000.0,369847000.0,36203000.0,25852000.0,0.0,480240000.0,2496085000.0,342014000.0,152867000.0,227311000.0,-142000.0,73574000.0,15744000.0,888005000.0,36948000.0,144053000,,-23273000.0,3941000.0,0.37,-3968000.0,1465170000.0,3049579000.0,345560000.0,,149281000.0,0.0,-1375000.0,14153000.0,,138226000.0,106389000,884509000,0.0,,35413000.0,5189000.0,94124000.0,,,
2010-02-28,356453000.0,1352096000.0,64489000.0,0.0,785595000.0,104178000.0,358245000.0,502205000.0,152869000.0,3959909000.0,2444164000.0,37935000.0,48982000,48982000.0,275596000.0,1045472000.0,406503000.0,0.0,-71459000.0,167814000.0,-16759000.0,598000.0,11575000.0,162989000.0,,,299000.0,275596000.0,48982000.0,8253000.0,0.32,1484721000.0,88088000.0,23628000.0,2751000.0,-2974000.0,109402000.0,359607000.0,36399000.0,8159000.0,0.0,552096000.0,2475188000.0,406503000.0,152869000.0,342014000.0,-143000.0,80406000.0,15744000.0,894578000.0,23876000.0,122368000,,-30836000.0,3752000.0,0.32,-34774000.0,1515745000.0,3024601000.0,439249000.0,,135014000.0,-1000.0,179000.0,13790000.0,,145593000.0,84011000,861812000,0.0,,27139000.0,7168000.0,72858000.0,,,
2010-05-31,366301000.0,1356925000.0,4778000.0,0.0,785444000.0,100233000.0,311326000.0,523881000.0,,3969736000.0,2444792000.0,38225000.0,55478000,55478000.0,286930000.0,1052025000.0,411281000.0,0.0,-51193000.0,169484000.0,-11450000.0,609000.0,12420000.0,150560000.0,,,-583000.0,286930000.0,55478000.0,-6228000.0,,1435707000.0,89900000.0,-9645000.0,775000.0,-1607000.0,103445000.0,385568000.0,36133000.0,701000.0,0.0,566087000.0,2534029000.0,411281000.0,,406503000.0,-139000.0,71747000.0,341543000.0,894522000.0,34220000.0,140343000,-962570000.0,-32150000.0,4026000.0,,-9069000.0,1524944000.0,3080079000.0,383682000.0,1857092000.0,132383000.0,-9000.0,-74691000.0,4026000.0,,154806000.0,98638000,909449000,0.0,,22828000.0,1350000.0,89698000.0,,,
2010-08-31,383943000.0,1400797000.0,-120635000.0,0.0,785682000.0,-12902000.0,265579000.0,530233000.0,152164000.0,3890904000.0,2518751000.0,37362000.0,61277000,61277000.0,293425000.0,1061447000.0,290646000.0,0.0,-27549000.0,184363000.0,-6416000.0,1765000.0,12274000.0,148180000.0,,,2181000.0,293425000.0,61277000.0,8420000.0,0.4,1420926000.0,99935000.0,-13747000.0,-2762000.0,-14799000.0,102661000.0,393671000.0,39095000.0,77653000.0,0.0,369449000.0,2469978000.0,290646000.0,152164000.0,411281000.0,-148000.0,81307000.0,347588000.0,915358000.0,27273000.0,138186000,,-48200000.0,3046000.0,0.4,-47824000.0,1372153000.0,3141356000.0,359479000.0,,35298000.0,-131336000.0,-127761000.0,13475000.0,,78803000.0,100246000,923904000,0.0,10828000.0,-74278000.0,-2538000.0,88550000.0,,,
2010-11-30,402369000.0,1435352000.0,-27747000.0,0.0,785222000.0,33997000.0,374772000.0,545918000.0,145511000.0,3928295000.0,2573449000.0,37201000.0,55866000,55866000.0,288304000.0,1064387000.0,260953000.0,0.0,-29541000.0,208380000.0,-6056000.0,1817000.0,12161000.0,145079000.0,,,-482000.0,288304000.0,55866000.0,11345000.0,0.38,1533182000.0,109811000.0,-14027000.0,-206000.0,-24039000.0,104751000.0,390648000.0,49293000.0,57630000.0,0.0,284577000.0,2395113000.0,260953000.0,145511000.0,290646000.0,-646000.0,92206000.0,0.0,923535000.0,34711000.0,139939000,,-39934000.0,2753000.0,0.38,-40975000.0,1354846000.0,3125411000.0,468795000.0,,73931000.0,-71871000.0,-72760000.0,13506000.0,,23624000.0,102344000,936566000,0.0,,-28903000.0,-3739000.0,90577000.0,,,
2011-02-28,416295000.0,1491116000.0,-76222000.0,0.0,806447000.0,44562000.0,288070000.0,545906000.0,145303000.0,3972070000.0,2649132000.0,37563000.0,59070000,59070000.0,283045000.0,1107492000.0,184731000.0,0.0,-127975000.0,232294000.0,-10702000.0,1631000.0,12520000.0,165271000.0,,,-769000.0,283045000.0,59070000.0,7209000.0,0.41,1499128000.0,108783000.0,-5070000.0,4013000.0,-22782000.0,107460000.0,391921000.0,64517000.0,2596000.0,0.0,216705000.0,2472942000.0,184731000.0,145303000.0,260953000.0,-281961000.0,101935000.0,0.0,941773000.0,37566000.0,146719000,,-54164000.0,4014000.0,0.41,-69718000.0,1322938000.0,3184480000.0,391636000.0,,98726000.0,-7000.0,-51549000.0,14998000.0,,31974000.0,108876000,937827000,0.0,,-41706000.0,28801000.0,96636000.0,,,
2011-05-31,429131000.0,1487882000.0,253375000.0,0.0,1284790000.0,92637000.0,242691000.0,579040000.0,,4351940000.0,2651163000.0,38760000.0,70776000,70776000.0,304170000.0,1615152000.0,438106000.0,0.0,-109638000.0,249658000.0,-55133000.0,1335000.0,12749000.0,196321000.0,,0.0,-5539000.0,304170000.0,70776000.0,2241000.0,,2049291000.0,114751000.0,-16142000.0,-2353000.0,-17204000.0,102312000.0,433047000.0,57888000.0,1177000.0,0.0,525326000.0,2302649000.0,438106000.0,,184731000.0,-219453000.0,110279000.0,0.0,946218000.0,46130000.0,168415000,-1096178000.0,-40294000.0,5390000.0,,-13035000.0,1700777000.0,3255256000.0,434139000.0,2042396000.0,132931000.0,-240476000.0,232032000.0,15805000.0,,87220000.0,128877000,1012087000,0.0,,-17794000.0,25384000.0,116906000.0,,,
2011-08-31,439090000.0,1488152000.0,-287794000.0,0.0,1059648000.0,12141000.0,225377000.0,578140000.0,131309000.0,4127892000.0,2645277000.0,38277000.0,68638000,68638000.0,310466000.0,1394761000.0,150312000.0,0.0,-82336000.0,280214000.0,-107145000.0,226033000.0,17334000.0,194610000.0,,,926000.0,310466000.0,68638000.0,-9329000.0,0.52,2013407000.0,116228000.0,-10142000.0,6539000.0,-30770000.0,94431000.0,439040000.0,58636000.0,63561000.0,0.0,277040000.0,2114485000.0,150312000.0,131338000.0,438106000.0,-444000.0,100745000.0,0.0,946466000.0,42967000.0,167216000,,-44421000.0,4522000.0,0.52,-870000.0,1482615000.0,3323894000.0,618646000.0,,56562000.0,-262639000.0,-262157000.0,68638000.0,,126728000.0,128574000,1017180000,0.0,14261000.0,-57300000.0,-7808000.0,111605000.0,,,
2011-11-30,447350000.0,1483635000.0,57460000.0,0.0,1059490000.0,83985000.0,318961000.0,589329000.0,129727000.0,4215312000.0,2623444000.0,38645000.0,74350000,74350000.0,297112000.0,1392492000.0,207772000.0,0.0,-59640000.0,287950000.0,-86382000.0,225732000.0,17728000.0,194432000.0,,,606000.0,297112000.0,74350000.0,11172000.0,0.57,2112693000.0,114484000.0,-10708000.0,-767000.0,-8498000.0,86661000.0,429797000.0,38277000.0,76601000.0,0.0,337605000.0,2102619000.0,207772000.0,129740000.0,150312000.0,-459000.0,111136000.0,0.0,938664000.0,41010000.0,171733000,,-35411000.0,5234000.0,0.57,-13681000.0,1591868000.0,3327111000.0,720201000.0,,119396000.0,-43000.0,104000.0,74350000.0,,129833000.0,132685000,1019126000,0.0,,-4745000.0,-3959000.0,115360000.0,,,
