date,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBasicEPS,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyOperatingExpense,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
1996-08-31,,-182400000.0,17700000.0,229200000.0,0.25,184400000.0,76900000.0,25800000.0,0.0,25800000.0,105500000.0,1900000.0,7600000.0,513600000.0,43000000.0,0.0,71000000.0,200000.0,19600000.0,-6300000.0,41700000.0,,1280200000.0,111500000.0,104347826.0,,5900000.0,,785800000.0,,80400000.0,12100000.0,,19900000.0,,24000000.0,-11200000.0,,61400000,,0.0,-84600000.0,-9300000.0,,,246600000.0,13300000.0,,818700000.0,329200000,494400000.0,49300000,0.23,411600000.0,193800000.0,42900000.0,,19600000.0,528400000.0,174400000.0,,,,154800000.0,96000000.0,624900000.0,24000000,461500000.0,24000000.0,93400000.0,-78300000.0,,,,,,
1996-11-30,,-187800000.0,13700000.0,230000000.0,0.19,190300000.0,76200000.0,27800000.0,-100000.0,27800000.0,105100000.0,1700000.0,7800000.0,507800000.0,43100000.0,0.0,-9800000.0,400000.0,18500000.0,-6800000.0,32200000.0,,1273600000.0,97300000.0,102777778.0,,2000000.0,,780900000.0,,80900000.0,11100000.0,,0.0,,18500000.0,-9800000.0,,51200000,,0.0,-6700000.0,-10100000.0,,,255000000.0,11700000.0,,804600000.0,316100000,492700000.0,40100000,0.18,417800000.0,179900000.0,44400000.0,,19900000.0,528600000.0,170900000.0,,,,145200000.0,97368421.0,624700000.0,18500000,469000000.0,18500000.0,94000000.0,100000.0,,,,,,
1997-02-28,,-224700000.0,5600000.0,291700000.0,0.08,233000000.0,85700000.0,33600000.0,0.0,33600000.0,116400000.0,1400000.0,8800000.0,681300000.0,50700000.0,0.0,246200000.0,300000.0,8400000.0,-7400000.0,13100000.0,,1587700000.0,112900000.0,93750000.0,,5800000.0,,1023700000.0,,90700000.0,12500000.0,,0.0,,7500000.0,-6400000.0,,34400000,,0.0,-248900000.0,-10200000.0,,,252300000.0,1000000.0,,1111500000.0,297200000,564000000.0,21900000,0.08,516400000.0,205000000.0,45900000.0,,35300000.0,785500000.0,158900000.0,,,,138300000.0,93750000.0,906500000.0,7500000,476200000.0,7500000.0,103900000.0,-241500000.0,,,,,,
1997-05-31,,-189800000.0,20400000.0,270300000.0,,215300000.0,70200000.0,37400000.0,0.0,37400000.0,153900000.0,4000000.0,8300000.0,594700000.0,47900000.0,-300000.0,-17500000.0,400000.0,22500000.0,-15300000.0,48700000.0,,1633200000.0,128400000.0,,,3900000.0,,912900000.0,,109400000.0,15400000.0,,0.0,,28300000.0,24800000.0,,72400000,,0.0,-1000000.0,-10100000.0,,,270500000.0,7200000.0,,1139900000.0,408000000,720300000.0,57000000,,460100000.0,241800000.0,175700000.0,,43500000.0,784400000.0,197100000.0,,,,210900000.0,,898100000.0,28300000,493300000.0,28300000.0,138500000.0,12700000.0,,,,,,
1997-08-31,,-195700000.0,20800000.0,270500000.0,0.29,216800000.0,69100000.0,43700000.0,-100000.0,43700000.0,138300000.0,3900000.0,9800000.0,588100000.0,53400000.0,0.0,-147400000.0,300000.0,52700000.0,-6500000.0,49000000.0,,1523000000.0,141000000.0,104444444.0,,6300000.0,,912000000.0,,103100000.0,13100000.0,,37400000.0,,28200000.0,14300000.0,,72000000,,0.0,101000000.0,-10200000.0,,,288500000.0,46200000.0,,1015600000.0,415100000,611000000.0,58900000,0.27,466200000.0,248000000.0,47500000.0,,51500000.0,647000000.0,217900000.0,,,,197200000.0,97241379.0,767600000.0,28200000,507400000.0,28200000.0,125200000.0,107500000.0,,,,,,
1997-11-30,,-203100000.0,15900000.0,274100000.0,0.22,230000000.0,67400000.0,43900000.0,-100000.0,43900000.0,141000000.0,4000000.0,9600000.0,583300000.0,55200000.0,0.0,-16200000.0,400000.0,14100000.0,-11900000.0,37300000.0,,1521200000.0,126800000.0,101904762.0,,100000.0,,912600000.0,,108500000.0,13600000.0,,0.0,,21400000.0,-20300000.0,,60600000,,0.0,2300000.0,-11000000.0,,,298900000.0,2200000.0,,1000800000.0,397800000,608600000.0,47000000,0.21,477200000.0,239300000.0,47500000.0,,52800000.0,641300000.0,209800000.0,,,,188000000.0,97272727.0,761500000.0,21400000,520400000.0,21400000.0,127400000.0,23400000.0,,,,,,
1998-02-28,,-209200000.0,4100000.0,282100000.0,0.06,240400000.0,66600000.0,43600000.0,-100000.0,43600000.0,140900000.0,3800000.0,9500000.0,593500000.0,55500000.0,0.0,16300000.0,400000.0,6700000.0,-25500000.0,9600000.0,,1530200000.0,124000000.0,91666667.0,,-200000.0,,931100000.0,,101100000.0,13700000.0,,0.0,,5500000.0,1400000.0,,32900000,2000000.0,0.0,-23300000.0,-11000000.0,,,293400000.0,-18800000.0,,1017000000.0,350500000,599100000.0,19200000,0.06,491300000.0,228900000.0,48000000.0,,53100000.0,668400000.0,190400000.0,,,,160100000.0,91666667.0,788100000.0,5500000,513200000.0,5500000.0,127200000.0,-130900000.0,,,,,,
1998-05-31,,-210000000.0,20900000.0,305900000.0,,243200000.0,58100000.0,40800000.0,0.0,40800000.0,174000000.0,6300000.0,7700000.0,655900000.0,49000000.0,0.0,28400000.0,1100000.0,37500000.0,-64200000.0,53500000.0,,1683300000.0,159600000.0,,,-2900000.0,,1010800000.0,,119900000.0,16600000.0,,0.0,,32600000.0,200000.0,,77800000,-20000000.0,0.0,-68800000.0,-11300000.0,,,314900000.0,-26700000.0,,1116200000.0,452000000,672500000.0,61200000,,515900000.0,285800000.0,55600000.0,,56600000.0,715700000.0,216800000.0,,,,235200000.0,,830400000.0,32600000,567100000.0,32600000.0,157400000.0,-2100000.0,,,,,,
1998-08-31,,-214900000.0,22200000.0,310200000.0,0.3,240300000.0,58400000.0,48500000.0,0.0,48500000.0,155600000.0,4600000.0,9700000.0,663700000.0,45700000.0,-100000.0,3300000.0,1300000.0,33000000.0,-28600000.0,53400000.0,,1705600000.0,161000000.0,107586207.0,,7700000.0,,1019600000.0,,109200000.0,14300000.0,,40800000.0,,31200000.0,-10300000.0,,77400000,,0.0,-28600000.0,-11600000.0,,,334500000.0,4400000.0,,962600000.0,448100000,686000000.0,63100000,0.29,525100000.0,274800000.0,61900000.0,,57700000.0,571700000.0,229400000.0,,,,218700000.0,104000000.0,687800000.0,31200000,743000000.0,31200000.0,141300000.0,0.0,,,,,,
1998-11-30,,-223600000.0,14500000.0,319900000.0,0.2,239500000.0,56500000.0,68700000.0,0.0,68700000.0,157600000.0,3400000.0,8700000.0,655400000.0,51900000.0,200000.0,-9400000.0,800000.0,53300000.0,-23600000.0,36200000.0,,1706400000.0,136900000.0,108500000.0,,20200000.0,,1027200000.0,,117400000.0,14600000.0,,0.0,,21700000.0,12400000.0,,59500000,,0.0,-23600000.0,-13000000.0,,,343200000.0,29700000.0,,951400000.0,415700000,679200000.0,44900000,0.2,543500000.0,257700000.0,64100000.0,,61900000.0,575300000.0,213200000.0,,,,202500000.0,108500000.0,693700000.0,21700000,755000000.0,21700000.0,143000000.0,0.0,,,,,,
1999-02-28,,-236800000.0,4300000.0,335100000.0,0.06,246500000.0,55100000.0,32100000.0,100000.0,32100000.0,162100000.0,4700000.0,8400000.0,662100000.0,33400000.0,-200000.0,-3000000.0,200000.0,3700000.0,-37400000.0,10400000.0,,1672000000.0,130800000.0,101666667.0,,-36600000.0,,1030600000.0,,103200000.0,16200000.0,,0.0,,6100000.0,-16300000.0,,34900000,,0.0,-37400000.0,-13000000.0,,,336400000.0,-33700000.0,,931900000.0,373000000,641400000.0,18700000,0.06,571900000.0,238700000.0,65300000.0,,53500000.0,584600000.0,192200000.0,,,,180800000.0,101666667.0,693200000.0,6100000,740100000.0,6100000.0,145900000.0,0.0,,,,,,
1999-05-31,,-233000000.0,24200000.0,339700000.0,,242400000.0,53900000.0,19700000.0,100000.0,19700000.0,179600000.0,3800000.0,6000000.0,658500000.0,33600000.0,0.0,-31100000.0,-100000.0,27700000.0,-8400000.0,59700000.0,,1737200000.0,167600000.0,,,-12400000.0,-16400000.0,1031800000.0,,131100000.0,17000000.0,-23900000.0,0.0,1600000.0,35500000.0,6900000.0,,82600000,,19700000.0,-8500000.0,-12800000.0,,,359000000.0,19300000.0,,994300000.0,475300000,705400000.0,65600000,,572700000.0,302500000.0,80700000.0,,55800000.0,582100000.0,230100000.0,,,,245200000.0,,691800000.0,35500000,742900000.0,35500000.0,162600000.0,-700000.0,,,,,,
1999-08-31,,-243900000.0,5000000.0,391900000.0,0.07,256400000.0,97200000.0,34500000.0,-45000000.0,34500000.0,176700000.0,6500000.0,9900000.0,916800000.0,35000000.0,-100000.0,272500000.0,400000.0,48200000.0,-13400000.0,12300000.0,,2116100000.0,204300000.0,109849000.0,,14800000.0,-100000.0,1343700000.0,,139500000.0,17900000.0,-24200000.0,19700000.0,1600000.0,7300000.0,,,85000000,,34500000.0,-305900000.0,-12800000.0,,25800000.0,353400000.0,34800000.0,,1378800000.0,495500000,772400000.0,67100000,0.07,635800000.0,350300000.0,88800000.0,,65500000.0,865800000.0,251700000.0,,,,243800000.0,109465000.0,1028500000.0,7300000,737300000.0,7300000.0,158800000.0,0.0,,,,,,
1999-11-30,,-252000000.0,14400000.0,395200000.0,0.19,242500000.0,99300000.0,29200000.0,-100000.0,29200000.0,185400000.0,7400000.0,13600000.0,907100000.0,37600000.0,100000.0,-35800000.0,100000.0,34800000.0,-16300000.0,35100000.0,,2057800000.0,177500000.0,108947368.0,,-5400000.0,-25000000.0,1339900000.0,,124800000.0,19900000.0,-27700000.0,34500000.0,1600000.0,20700000.0,,,68700000,,29200000.0,-4400000.0,-13200000.0,,-1500000.0,360600000.0,18500000.0,,1341700000.0,500400000,717900000.0,48800000,0.19,647200000.0,309700000.0,85900000.0,,65600000.0,867100000.0,266200000.0,,,,234200000.0,108947368.0,1032000000.0,20700000,716100000.0,20700000.0,165500000.0,-100000.0,,,,,,
2000-02-29,,-253878000.0,2593000.0,391763000.0,0.04,255074000.0,99334000.0,15923000.0,0.0,15923000.0,175840000.0,3362000.0,12451000.0,913641000.0,37359000.0,0.0,-35999000.0,366000.0,40982000.0,-12455000.0,6324000.0,,2003056000.0,153751000.0,93275000.0,,-13206000.0,-23279000.0,1342763000.0,,125018000.0,20332000.0,-30872000.0,29200000.0,1615000.0,3731000.0,,,39107000,,15923000.0,-18189000.0,-13050000.0,,30164000.0,351320000.0,28527000.0,,1322348000.0,411398000,660293000.0,18775000,0.04,645641000.0,282131000.0,83000000.0,,63472000.0,877411000.0,216783000.0,,,,194615000.0,93275000.0,1040217000.0,3731000,680708000.0,3731000.0,155508000.0,100000.0,,,,,,
2000-05-31,,-233451000.0,8976000.0,366228000.0,,244559000.0,60566000.0,31340000.0,-6970000.0,31340000.0,219576000.0,4987000.0,15835000.0,915737000.0,32146000.0,0.0,47269000.0,10000.0,-21404000.0,-21030000.0,18609000.0,,2099203000.0,216959000.0,,,15417000.0,-23093000.0,1314111000.0,,154256000.0,21018000.0,-39555000.0,15923000.0,1616000.0,9633000.0,,,62432000,,31340000.0,-9613000.0,-12851000.0,,-47452000.0,348102000.0,-42434000.0,,1453479000.0,546774000,785092000.0,41414000,,599679000.0,376202000.0,109510000.0,,57381000.0,959330000.0,285784000.0,,,,260990000.0,,1077277000.0,9633000,645724000.0,9633000.0,198558000.0,-7174000.0,,,,,,
2000-08-31,,-241874000.0,17683000.0,373249000.0,0.28,248133000.0,54157000.0,24398000.0,0.0,24398000.0,184036000.0,4037000.0,16576000.0,907200000.0,35455000.0,0.0,-12244000.0,284000.0,21719000.0,-16417000.0,46533000.0,,2108942000.0,211506000.0,103035714.0,,-6942000.0,-11101000.0,1315904000.0,,150178000.0,19282000.0,-35673000.0,31340000.0,1617000.0,28850000.0,,,82391000,,24398000.0,-16417000.0,-12459000.0,,-24419000.0,364493000.0,5302000.0,,1453762000.0,552816000,793038000.0,63109000,0.28,615123000.0,365721000.0,117465000.0,,62572000.0,971312000.0,305671000.0,,403042000.0,,247145000.0,103035714.0,1088041000.0,28850000,655180000.0,28850000.0,184036000.0,0.0,,,,,,
2000-11-30,,-252986000.0,10338000.0,376524000.0,0.17,263712000.0,60056000.0,30737000.0,0.0,30737000.0,172943000.0,13687000.0,17127000.0,895431000.0,35132000.0,0.0,-3084000.0,314000.0,23731000.0,-12667000.0,27206000.0,,2081200000.0,205796000.0,99223529.0,,6339000.0,0.0,1307087000.0,,131562000.0,19399000.0,-50805000.0,24398000.0,1617000.0,16868000.0,,,63732000,,30737000.0,-14308000.0,-12715000.0,,1217000.0,368646000.0,11064000.0,,1436685000.0,498078000,774113000.0,44333000,0.17,629510000.0,351045000.0,104557000.0,,54570000.0,971014000.0,280802000.0,,375107000.0,,217276000.0,99223529.0,1085640000.0,16868000,644515000.0,16868000.0,172943000.0,-1641000.0,,,,,,
