date,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyDilutedEPS,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyInventory,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2008-12-31,-47000000,2184000000,903000000.0,-1133000000.0,,,,-1447000000.0,684000000,1382000000.0,-287000000.0,31137000000.0,-136000000.0,59000000.0,-8000000.0,28908000000.0,,5182000000.0,7326000000.0,3475000000,6943000000.0,16863000000.0,8000000.0,1117000000.0,2233000000.0,2912000000.0,,901000000.0,,25955000000.0,-8888000000.0,,1421000000.0,-1064000000.0,-238000000.0,-66000000,-47000000,3669000000.0,84000000.0,-7515000000.0,,2285000000.0,903000000.0,1132000000.0,49000000.0,,574000000.0,-9572000000.0,21393000000.0,500000000.0,1228000000.0,482000000.0,-200000000.0,2332000000.0,,744000000.0,-143000000.0,,-877000000.0,590000000.0,0.0,,34806000000.0,,27480000000.0,,1029000000.0,-789000000.0,1707000000.0,7000000.0,1042000000.0,-3018000000.0,,,,,
2009-03-31,218000000,1305000000,1267000000.0,77000000.0,-12000000.0,41000000.0,245000000.0,-716000000.0,798000000,1134000000.0,-198000000.0,27141000000.0,-25000000.0,-286000000.0,210000000.0,29390000000.0,0.33,4525000000.0,7213000000.0,3378000000,3470000000.0,17014000000.0,47000000.0,1152000000.0,2180000000.0,2495000000.0,2495000000.0,949000000.0,,22616000000.0,883000000.0,665000000.0,1417000000.0,368000000.0,164000000.0,501000000,218000000,3915000000.0,85000000.0,-7685000000.0,-322000000.0,2401000000.0,1267000000.0,1135000000.0,175000000.0,0.33,502000000.0,85000000.0,21705000000.0,484000000.0,943000000.0,391000000.0,-87000000.0,2146000000.0,,669000000.0,3000000.0,0.0,-574000000.0,376000000.0,0.0,666000000.0,34838000000.0,,27625000000.0,80000000.0,999000000.0,364000000.0,903000000.0,7000000.0,1087000000.0,-3009000000.0,,,,,
2009-06-30,303000000,1222000000,1735000000.0,-461000000.0,-322000000.0,-94000000.0,253000000.0,-1111000000.0,759000000,1152000000.0,-124000000.0,29187000000.0,-86000000.0,-106000000.0,513000000.0,31422000000.0,0.45,5397000000.0,8022000000.0,3495000000,3547000000.0,17836000000.0,-58000000.0,1249000000.0,2293000000.0,2975000000.0,2648000000.0,1043000000.0,,23790000000.0,847000000.0,667000000.0,1430000000.0,-3000000.0,120000000.0,531000000,303000000,4392000000.0,88000000.0,-8368000000.0,-354000000.0,2887000000.0,1735000000.0,1237000000.0,105000000.0,0.45,577000000.0,88000000.0,23054000000.0,486000000.0,1384000000.0,383000000.0,418000000.0,2358000000.0,,586000000.0,19000000.0,0.0,-619000000.0,495000000.0,0.0,684000000.0,37418000000.0,,29396000000.0,-83000000.0,1270000000.0,468000000.0,1267000000.0,7000000.0,1038000000.0,-2847000000.0,,,,,
2009-09-30,185000000,1317000000,2020000000.0,-660000000.0,-227000000.0,69000000.0,269000000.0,-1084000000.0,926000000,1357000000.0,456000000.0,30696000000.0,87000000.0,175000000.0,698000000.0,33025000000.0,0.28,6238000000.0,8728000000.0,3838000000,3835000000.0,18089000000.0,1000000.0,1416000000.0,2387000000.0,3444000000.0,2830000000.0,1109000000.0,,24458000000.0,1008000000.0,667000000.0,1423000000.0,-12000000.0,29000000.0,440000000,185000000,4583000000.0,82000000.0,-8799000000.0,-196000000.0,3377000000.0,2020000000.0,1316000000.0,205000000.0,0.28,578000000.0,82000000.0,24226000000.0,487000000.0,1571000000.0,421000000.0,-88000000.0,2223000000.0,,627000000.0,-38000000.0,0.0,-572000000.0,1028000000.0,0.0,671000000.0,39261000000.0,,30533000000.0,-79000000.0,1008000000.0,285000000.0,1735000000.0,7000000.0,1223000000.0,-2855000000.0,,,,,
2009-12-31,-48000000,1063000000,1809000000.0,-873000000.0,-285000000.0,-93000000.0,282000000.0,-1518000000.0,667000000,1648000000.0,-441000000.0,30655000000.0,39000000.0,-369000000.0,650000000.0,33217000000.0,,6621000000.0,8787000000.0,3408000000,3619000000.0,17943000000.0,-24000000.0,1798000000.0,2152000000.0,3288000000.0,2651000000.0,1157000000.0,,24034000000.0,757000000.0,,1299000000.0,151000000.0,35000000.0,364000000,-48000000,4675000000.0,90000000.0,-8920000000.0,-399000000.0,3457000000.0,1809000000.0,1090000000.0,114000000.0,,569000000.0,90000000.0,24297000000.0,510000000.0,1973000000.0,320000000.0,367000000.0,2497000000.0,,461000000.0,232000000.0,0.0,-755000000.0,314000000.0,143000000.0,,39535000000.0,0.0,30748000000.0,144000000.0,1249000000.0,-189000000.0,2020000000.0,7000000.0,1217000000.0,-2724000000.0,,,,,
2010-03-31,187000000,1266000000,3392000000.0,-595000000.0,-72000000.0,26000000.0,293000000.0,-1125000000.0,918000000,1731000000.0,191000000.0,31346000000.0,29000000.0,-83000000.0,791000000.0,34032000000.0,0.27,6894000000.0,10460000000.0,4112000000,3671000000.0,18306000000.0,3000000.0,1482000000.0,2244000000.0,351000000.0,3112000000.0,1175000000.0,,24452000000.0,1000000000.0,695000000.0,1297000000.0,-48000000.0,-54000000.0,398000000,187000000,6247000000.0,82000000.0,-9205000000.0,-225000000.0,5123000000.0,3392000000.0,1130000000.0,196000000.0,0.27,575000000.0,82000000.0,24827000000.0,508000000.0,2336000000.0,393000000.0,1515000000.0,2587000000.0,1570000000.0,580000000.0,0.0,-34000000.0,-493000000.0,684000000.0,150000000.0,701000000.0,41882000000.0,,31422000000.0,-64000000.0,1006000000.0,1583000000.0,1809000000.0,8000000.0,4057000000.0,-2881000000.0,,,,,
2010-06-30,144000000,926000000,2891000000.0,-360000000.0,,-68000000.0,291000000.0,-2157000000.0,881000000,1716000000.0,223000000.0,30047000000.0,88000000.0,7000000.0,942000000.0,33185000000.0,0.18,6364000000.0,9564000000.0,4021000000,3385000000.0,17768000000.0,-4000000.0,1205000000.0,2184000000.0,259000000.0,3039000000.0,1227000000.0,,23683000000.0,982000000.0,695000000.0,1293000000.0,140000000.0,-56000000.0,411000000,144000000,6687000000.0,101000000.0,-9099000000.0,-1524000000.0,4607000000.0,2891000000.0,1208000000.0,255000000.0,0.181019,551000000.0,101000000.0,24086000000.0,574000000.0,1904000000.0,394000000.0,-823000000.0,2979000000.0,-1000000.0,532000000.0,-487000000.0,-66000000.0,-509000000.0,732000000.0,134000000.0,800000000.0,40701000000.0,,31137000000.0,-5000000.0,2133000000.0,-474000000.0,3392000000.0,8000000.0,4067000000.0,-2602000000.0,,,,,
2010-09-30,114000000,1060000000,2848000000.0,-392000000.0,-409000000.0,-27000000.0,292000000.0,-1335000000.0,887000000,1645000000.0,470000000.0,30997000000.0,-86000000.0,220000000.0,1056000000.0,34126000000.0,0.14,7029000000.0,9768000000.0,4151000000,3433000000.0,17920000000.0,10000000.0,1240000000.0,2349000000.0,375000000.0,3166000000.0,1313000000.0,95000000.0,23968000000.0,985000000.0,814285714.0,1276000000.0,-9000000.0,-216000000.0,296000000,114000000,6890000000.0,98000000.0,-9151000000.0,-357000000.0,4493000000.0,2848000000.0,1249000000.0,111000000.0,0.14,611000000.0,98000000.0,24975000000.0,610000000.0,2055000000.0,387000000.0,-670000000.0,2767000000.0,-3000000.0,381000000.0,-26000000.0,-137000000.0,-526000000.0,996000000.0,76000000.0,814285714.0,41780000000.0,,32012000000.0,-67000000.0,1444000000.0,-43000000.0,2891000000.0,8000000.0,4523000000.0,-2504000000.0,,,,,
2010-12-31,-436000000,218000000,2554000000.0,-693000000.0,,-88000000.0,302000000.0,-1275000000.0,898000000,1730000000.0,316000000.0,30098000000.0,-449000000.0,509000000.0,620000000.0,33794000000.0,,8065000000.0,9446000000.0,4404000000,2863000000.0,16693000000.0,1000000.0,1059000000.0,2362000000.0,2965000000.0,3393000000.0,1320000000.0,,22033000000.0,1011000000.0,,1271000000.0,-48000000.0,-1086000000.0,-179000000,-436000000,6473000000.0,113000000.0,-9173000000.0,-812000000.0,4284000000.0,2554000000.0,895000000.0,-255000000.0,,600000000.0,113000000.0,24621000000.0,516000000.0,3040000000.0,359000000.0,-728000000.0,2315000000.0,1000000.0,-443000000.0,-280000000.0,-17000000.0,-782000000.0,1098000000.0,0.0,,40511000000.0,-84000000.0,31065000000.0,38000000.0,1203000000.0,-294000000.0,2848000000.0,8000000.0,2060000000.0,-2383000000.0,,,,,
2011-03-31,224000000,1359000000,2008000000.0,-601000000.0,,-84000000.0,305000000.0,-1221000000.0,921000000,1713000000.0,26000000.0,29398000000.0,17000000.0,-241000000.0,844000000.0,34389000000.0,0.28,7551000000.0,8746000000.0,4264000000,2713000000.0,16642000000.0,-69000000.0,741000000.0,2489000000.0,2656000000.0,3248000000.0,1544000000.0,-41000000.0,21847000000.0,1016000000.0,787000000.0,1269000000.0,-12000000.0,38000000.0,495000000,224000000,6852000000.0,95000000.0,-9366000000.0,-491000000.0,3721000000.0,2008000000.0,907000000.0,218000000.0,0.28,634000000.0,95000000.0,25023000000.0,515000000.0,2810000000.0,351000000.0,-463000000.0,2405000000.0,0.0,703000000.0,-48000000.0,-138000000.0,-479000000.0,505000000.0,212000000.0,792000000.0,40500000000.0,-63000000.0,31754000000.0,-112000000.0,1241000000.0,-544000000.0,2552000000.0,8000000.0,1873000000.0,-2248000000.0,,,,,
2011-06-30,174000000,1338000000,3624000000.0,-156000000.0,,-5000000.0,317000000.0,-1332000000.0,922000000,1231000000.0,135000000.0,31798000000.0,11000000.0,-148000000.0,1018000000.0,35274000000.0,0.22,7193000000.0,10173000000.0,4544000000,2938000000.0,19104000000.0,-19000000.0,855000000.0,2614000000.0,2738000000.0,3525000000.0,1542000000.0,-213000000.0,24605000000.0,1019000000.0,782000000.0,1267000000.0,-89000000.0,2000000.0,444000000,174000000,6911000000.0,97000000.0,-9727000000.0,-828000000.0,4855000000.0,3624000000.0,891000000.0,178000000.0,0.22,654000000.0,97000000.0,25547000000.0,527000000.0,2331000000.0,396000000.0,1083000000.0,2918000000.0,0.0,625000000.0,-664000000.0,-19000000.0,-540000000.0,675000000.0,232000000.0,787000000.0,42635000000.0,-35000000.0,32462000000.0,-70000000.0,1824000000.0,1616000000.0,2008000000.0,8000000.0,1892000000.0,-2278000000.0,,,,,
2011-09-30,-131000000,985000000,3392000000.0,-977000000.0,,154000000.0,325000000.0,-1170000000.0,929000000,1053000000.0,315000000.0,31026000000.0,-95000000.0,257000000.0,887000000.0,33070000000.0,-0.17,7241000000.0,10067000000.0,4381000000,2978000000.0,18704000000.0,-30000000.0,1128000000.0,2364000000.0,3014000000.0,3361000000.0,1401000000.0,,23785000000.0,1020000000.0,778000000.0,1246000000.0,-158000000.0,-372000000.0,150000000,-131000000,6233000000.0,91000000.0,-9257000000.0,-810000000.0,4445000000.0,3392000000.0,621000000.0,84000000.0,-0.17,668000000.0,91000000.0,23813000000.0,493000000.0,2174000000.0,432000000.0,-273000000.0,3278000000.0,0.0,228000000.0,-279000000.0,-1000000.0,-813000000.0,1128000000.0,261000000.0,778000000.0,40883000000.0,-127000000.0,30816000000.0,-3000000.0,1126000000.0,-230000000.0,3624000000.0,8000000.0,1792000000.0,-2727000000.0,,,,,
2011-12-31,-209000000,1400000000,1710000000.0,-3172000000.0,,84000000.0,315000000.0,-2292000000.0,1007000000,1356000000.0,-22000000.0,35604000000.0,,184000000.0,678000000.0,34876000000.0,,8446000000.0,9228000000.0,4157000000,3119000000.0,20116000000.0,-23000000.0,1576000000.0,2547000000.0,3750000000.0,3042000000.0,1422000000.0,,27158000000.0,1115000000.0,,3733000000.0,358000000.0,-29000000.0,479000000,-209000000,5946000000.0,108000000.0,-9145000000.0,-797000000.0,3066000000.0,1710000000.0,1328000000.0,167000000.0,,789000000.0,108000000.0,25731000000.0,566000000.0,2457000000.0,425000000.0,1065000000.0,3938000000.0,0.0,660000000.0,-97000000.0,-3404000000.0,-598000000.0,576000000.0,219000000.0,,45333000000.0,-54000000.0,36105000000.0,-51000000.0,1884000000.0,-1657000000.0,3392000000.0,8000000.0,2020000000.0,-2758000000.0,,,,,
2012-03-31,341000000,1549000000,1688000000.0,-725000000.0,,-40000000.0,360000000.0,-1855000000.0,991000000,1740000000.0,68000000.0,34960000000.0,101000000.0,-327000000.0,1019000000.0,34879000000.0,0.44,7978000000.0,9559000000.0,4740000000,3132000000.0,20020000000.0,-11000000.0,1394000000.0,2735000000.0,3547000000.0,3662000000.0,1430000000.0,266000000.0,26982000000.0,1078000000.0,766000000.0,3732000000.0,141000000.0,107000000.0,519000000,341000000,6489000000.0,87000000.0,-9290000000.0,-453000000.0,3428000000.0,1688000000.0,1445000000.0,267000000.0,0.45,799000000.0,87000000.0,25589000000.0,550000000.0,2215000000.0,416000000.0,37000000.0,3835000000.0,,773000000.0,-13000000.0,0.0,-579000000.0,647000000.0,202000000.0,785000000.0,45431000000.0,0.0,35872000000.0,-189000000.0,1505000000.0,-16000000.0,1704000000.0,8000000.0,2014000000.0,-2575000000.0,,,,,
2012-06-30,140000000,932000000,1727000000.0,373000000.0,,90000000.0,346000000.0,-1405000000.0,618000000,883000000.0,95000000.0,33248000000.0,-29000000.0,58000000.0,1159000000.0,34371000000.0,0.18,7039000000.0,8317000000.0,4192000000,3756000000.0,19428000000.0,-32000000.0,1087000000.0,2628000000.0,2570000000.0,3500000000.0,1392000000.0,-38000000.0,26209000000.0,692000000.0,764000000.0,3801000000.0,-86000000.0,-115000000.0,136000000,140000000,6123000000.0,74000000.0,-9274000000.0,-219000000.0,2610000000.0,1727000000.0,1354000000.0,76000000.0,0.18,826000000.0,74000000.0,25097000000.0,507000000.0,2298000000.0,385000000.0,-899000000.0,2977000000.0,,201000000.0,-525000000.0,-13000000.0,-492000000.0,587000000.0,0.0,768000000.0,42749000000.0,-231000000.0,34432000000.0,14000000.0,2100000000.0,39000000.0,1688000000.0,8000000.0,2171000000.0,-2865000000.0,,,,,
2012-09-30,-1568000000,-518000000,1943000000.0,-324000000.0,,-40000000.0,332000000.0,-1504000000.0,940000000,873000000.0,505000000.0,33520000000.0,29000000.0,206000000.0,-439000000.0,35046000000.0,-2.1,7526000000.0,8684000000.0,4587000000,3719000000.0,19225000000.0,33000000.0,1009000000.0,2671000000.0,2864000000.0,3583000000.0,1334000000.0,75000000.0,25994000000.0,1004000000.0,747000000.0,1967000000.0,83000000.0,-1879000000.0,-1403000000,-1568000000,4424000000.0,64000000.0,-9562000000.0,-447000000.0,2816000000.0,1943000000.0,1417000000.0,176000000.0,-2.1,796000000.0,64000000.0,25484000000.0,462000000.0,2335000000.0,401000000.0,-481000000.0,2754000000.0,,-1251000000.0,-207000000.0,-5000000.0,-510000000.0,1015000000.0,0.0,747000000.0,41356000000.0,-70000000.0,32672000000.0,-16000000.0,1512000000.0,216000000.0,1727000000.0,8000000.0,2327000000.0,-2905000000.0,,,,,
2012-12-31,175000000,1317000000,1970000000.0,-347000000.0,,24000000.0,356000000.0,-1143000000.0,864000000,696000000.0,-3000000.0,34316000000.0,61000000.0,-5000000.0,-264000000.0,35636000000.0,,8319000000.0,8465000000.0,4622000000,3706000000.0,18519000000.0,34000000.0,1114000000.0,2712000000.0,2827000000.0,3682000000.0,1196000000.0,27000000.0,25997000000.0,940000000.0,,1999000000.0,15000000.0,11000000.0,388000000,175000000,4569000000.0,76000000.0,-9723000000.0,-762000000.0,2666000000.0,1970000000.0,1238000000.0,189000000.0,,769000000.0,76000000.0,25913000000.0,429000000.0,2854000000.0,370000000.0,-396000000.0,2832000000.0,,591000000.0,-173000000.0,-91000000.0,-655000000.0,652000000.0,0.0,,41830000000.0,0.0,33365000000.0,-50000000.0,1320000000.0,36000000.0,1943000000.0,8000000.0,2638000000.0,-2920000000.0,,,,,
2013-03-31,82000000,1005000000,2301000000.0,-726000000.0,-30000000.0,56000000.0,329000000.0,-1492000000.0,694000000,851000000.0,72000000.0,34977000000.0,13000000.0,-149000000.0,-182000000.0,35757000000.0,0.11,9286000000.0,9258000000.0,4265000000,3713000000.0,18269000000.0,-4000000.0,1403000000.0,2633000000.0,2666000000.0,3510000000.0,1195000000.0,174000000.0,25691000000.0,755000000.0,745000000.0,1999000000.0,-24000000.0,-84000000.0,221000000,82000000,4633000000.0,61000000.0,-9745000000.0,-1009000000.0,3152000000.0,2301000000.0,1239000000.0,82000000.0,0.11,755000000.0,61000000.0,26012000000.0,417000000.0,3615000000.0,377000000.0,455000000.0,2851000000.0,,299000000.0,-12000000.0,,-546000000.0,618000000.0,54000000.0,749000000.0,42718000000.0,,33460000000.0,42000000.0,1335000000.0,335000000.0,1966000000.0,8000000.0,2951000000.0,-2952000000.0,,,,,
2013-06-30,167000000,1087000000,1611000000.0,20000000.0,-30000000.0,-33000000.0,332000000.0,-889000000.0,859000000,703000000.0,247000000.0,33029000000.0,-59000000.0,-161000000.0,-15000000.0,35615000000.0,0.22,8273000000.0,7810000000.0,4068000000,3251000000.0,18029000000.0,-8000000.0,1157000000.0,2417000000.0,2610000000.0,3150000000.0,1177000000.0,-426000000.0,24756000000.0,918000000.0,747000000.0,1999000000.0,122000000.0,-167000000.0,330000000,167000000,4749000000.0,59000000.0,-9747000000.0,-2366000000.0,2314000000.0,1611000000.0,1195000000.0,81000000.0,0.22,763000000.0,59000000.0,25868000000.0,408000000.0,3041000000.0,346000000.0,-1254000000.0,2678000000.0,,409000000.0,-500000000.0,,-320000000.0,567000000.0,0.0,751000000.0,40836000000.0,,33026000000.0,149000000.0,976000000.0,-690000000.0,2301000000.0,8000000.0,2622000000.0,-2939000000.0,,,,,
2013-09-30,71000000,1064000000,2031000000.0,-561000000.0,-29000000.0,-49000000.0,321000000.0,-1257000000.0,874000000,898000000.0,391000000.0,33284000000.0,-36000000.0,55000000.0,56000000.0,34613000000.0,0.09,8009000000.0,8251000000.0,4003000000,3042000000.0,18533000000.0,6000000.0,836000000.0,2326000000.0,2512000000.0,3066000000.0,1025000000.0,-326000000.0,25275000000.0,937000000.0,742000000.0,1941000000.0,64000000.0,-216000000.0,275000000,71000000,4813000000.0,63000000.0,-9531000000.0,-143000000.0,2929000000.0,2031000000.0,1116000000.0,126000000.0,0.09,711000000.0,63000000.0,25082000000.0,325000000.0,2503000000.0,357000000.0,164000000.0,3805000000.0,,386000000.0,-285000000.0,0.0,-464000000.0,855000000.0,838000000.0,747000000.0,41250000000.0,-45000000.0,32999000000.0,-56000000.0,1064000000.0,477000000.0,1611000000.0,8000000.0,2156000000.0,-2918000000.0,,,,,
2013-12-31,-206000000,672000000,1642000000.0,-507000000.0,-30000000.0,19000000.0,312000000.0,-805000000.0,607000000,668000000.0,17000000.0,32760000000.0,-76000000.0,179000000.0,-150000000.0,34716000000.0,,7653000000.0,7739000000.0,3783000000,3299000000.0,18869000000.0,22000000.0,976000000.0,2363000000.0,2377000000.0,3139000000.0,1010000000.0,-147000000.0,25107000000.0,644000000.0,,1622000000.0,-22000000.0,-309000000.0,-111000000,-206000000,4330000000.0,37000000.0,-9604000000.0,-1104000000.0,2310000000.0,1642000000.0,1119000000.0,58000000.0,,684000000.0,37000000.0,25112000000.0,297000000.0,2180000000.0,417000000.0,-501000000.0,3965000000.0,,-57000000.0,-303000000.0,-11000000.0,-658000000.0,675000000.0,837000000.0,,40411000000.0,-259000000.0,32672000000.0,11000000.0,986000000.0,-380000000.0,2031000000.0,8000000.0,2259000000.0,-2882000000.0,,,,,
2014-03-31,-58000000,797000000,1413000000.0,-326000000.0,-36000000.0,35000000.0,306000000.0,-993000000.0,743000000,621000000.0,-178000000.0,33332000000.0,56000000.0,-602000000.0,-208000000.0,35296000000.0,-0.08,7840000000.0,7989000000.0,4262000000,3191000000.0,19410000000.0,-12000000.0,1252000000.0,2586000000.0,2321000000.0,3468000000.0,1030000000.0,415000000.0,25492000000.0,794000000.0,724000000.0,1468000000.0,-12000000.0,-315000000.0,89000000,-58000000,4193000000.0,51000000.0,-9943000000.0,-1215000000.0,2034000000.0,1413000000.0,1145000000.0,54000000.0,-0.08,687000000.0,51000000.0,25353000000.0,293000000.0,2075000000.0,373000000.0,-132000000.0,4160000000.0,,118000000.0,-250000000.0,,-399000000.0,221000000.0,812000000.0,724000000.0,40973000000.0,,32984000000.0,-219000000.0,1049000000.0,-229000000.0,1642000000.0,8000000.0,2632000000.0,-2967000000.0,,,,,
2014-06-30,133000000,1060000000,1515000000.0,-65000000.0,-36000000.0,11000000.0,319000000.0,-932000000.0,767000000,424000000.0,-277000000.0,31925000000.0,-4000000.0,-441000000.0,-75000000.0,35723000000.0,0.18,6667000000.0,7407000000.0,4311000000,3106000000.0,19628000000.0,-27000000.0,1220000000.0,2689000000.0,2442000000.0,3492000000.0,1000000000.0,-609000000.0,25258000000.0,819000000.0,725000000.0,1468000000.0,94000000.0,-99000000.0,281000000,133000000,4211000000.0,52000000.0,-10095000000.0,-1797000000.0,1939000000.0,1515000000.0,1114000000.0,157000000.0,0.18,710000000.0,52000000.0,25628000000.0,299000000.0,2095000000.0,323000000.0,-118000000.0,2975000000.0,,418000000.0,-249000000.0,,-509000000.0,232000000.0,0.0,728000000.0,39433000000.0,,32026000000.0,-93000000.0,1149000000.0,102000000.0,1413000000.0,8000000.0,2130000000.0,-3023000000.0,,,,,
2014-09-30,488000000,1308000000,1670000000.0,27000000.0,-36000000.0,89000000.0,312000000.0,-1461000000.0,722000000,686000000.0,282000000.0,31417000000.0,31000000.0,89000000.0,413000000.0,35048000000.0,0.67,7073000000.0,7887000000.0,4441000000,3158000000.0,18719000000.0,-36000000.0,1192000000.0,2755000000.0,2523000000.0,3674000000.0,704000000.0,180000000.0,24344000000.0,767000000.0,721000000.0,1468000000.0,54000000.0,205000000.0,508000000,488000000,4397000000.0,45000000.0,-9981000000.0,-646000000.0,2356000000.0,1670000000.0,1165000000.0,92000000.0,0.68,741000000.0,45000000.0,25067000000.0,283000000.0,2347000000.0,390000000.0,-594000000.0,2881000000.0,,606000000.0,-231000000.0,0.0,-481000000.0,763000000.0,0.0,740000000.0,38983000000.0,-108000000.0,31096000000.0,-182000000.0,1137000000.0,155000000.0,1515000000.0,8000000.0,2203000000.0,-3176000000.0,,,,,
2014-12-31,206000000,1127000000,1539000000.0,-292000000.0,-36000000.0,-43000000.0,308000000.0,-1237000000.0,706000000,709000000.0,-52000000.0,31641000000.0,-36000000.0,-68000000.0,512000000.0,35113000000.0,0.29,6997000000.0,7826000000.0,4132000000,3222000000.0,18725000000.0,27000000.0,1434000000.0,2709000000.0,2586000000.0,3424000000.0,537000000.0,-71000000.0,24644000000.0,708000000.0,710344828.0,1458000000.0,269000000.0,-47000000.0,298000000,206000000,4272000000.0,39000000.0,-9962000000.0,-2029000000.0,2248000000.0,1539000000.0,1277000000.0,116000000.0,0.29,702000000.0,2000000.0,25151000000.0,281000000.0,2133000000.0,385000000.0,-418000000.0,3051000000.0,,434000000.0,-188000000.0,-4000000.0,-627000000.0,575000000.0,1982000000.0,710344828.0,38966000000.0,-168000000.0,31140000000.0,-26000000.0,1168000000.0,-131000000.0,1670000000.0,8000000.0,2278000000.0,-3286000000.0,,,,,
2015-03-31,142000000,996000000,1337000000.0,-720000000.0,-70000000.0,54000000.0,298000000.0,-1054000000.0,662000000,582000000.0,-182000000.0,30962000000.0,-12000000.0,-212000000.0,423000000.0,32500000000.0,0.2,6582000000.0,7642000000.0,3984000000,3060000000.0,18570000000.0,-35000000.0,1562000000.0,2807000000.0,2691000000.0,3263000000.0,586000000.0,273000000.0,24380000000.0,721000000.0,704000000.0,1465000000.0,-106000000.0,-54000000.0,254000000,142000000,4022000000.0,55000000.0,-9652000000.0,-667000000.0,1919000000.0,1337000000.0,1223000000.0,96000000.0,0.2,707000000.0,59000000.0,22848000000.0,261000000.0,1831000000.0,363000000.0,113000000.0,4598000000.0,,335000000.0,210000000.0,-17000000.0,-619000000.0,437000000.0,9000000.0,706000000.0,37997000000.0,-35000000.0,30355000000.0,-337000000.0,1076000000.0,-202000000.0,1539000000.0,8000000.0,2051000000.0,-3549000000.0,,,,,
2015-06-30,69000000,993000000,1022000000.0,-350000000.0,-71000000.0,16000000.0,299000000.0,-1216000000.0,704000000,439000000.0,-396000000.0,31500000000.0,29000000.0,-468000000.0,258000000.0,33436000000.0,0.1,6563000000.0,7515000000.0,3858000000,3110000000.0,18764000000.0,-19000000.0,1799000000.0,2877000000.0,2561000000.0,3104000000.0,562000000.0,-94000000.0,24937000000.0,754000000.0,693000000.0,1473000000.0,30000000.0,-143000000.0,264000000,69000000,3864000000.0,50000000.0,-9996000000.0,-2064000000.0,1461000000.0,1022000000.0,1281000000.0,120000000.0,0.1,734000000.0,50000000.0,23440000000.0,241000000.0,1999000000.0,310000000.0,-124000000.0,4782000000.0,,384000000.0,82000000.0,-1000000.0,-549000000.0,153000000.0,9000000.0,695000000.0,38584000000.0,-272000000.0,31069000000.0,-107000000.0,1384000000.0,-315000000.0,1337000000.0,8000000.0,1994000000.0,-3445000000.0,,,,,
