date,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicEPS,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyCashDividendsPaid
2017-03-31,352941000,380618000,455623000,455623000,9.11,128564000.0,0.0,39945000.0,,2402306000.0,934254000.0,986681000.0,85169000.0,-5127000.0,49192000.0,7308623000.0,10140630000.0,497847000.0,,1777773000,1951999000.0,83430000,2082007000,486000.0,5370178000,2434020000,974538000.0,55717000.0,-1498723000.0,-78428000.0,15006370000,455623000,21994252000,0.0,130238000,310059000,11183233000,676474000.0,,,-226275000,-24441000.0,247055000.0,0.0,407575000,-209797000.0,50025000.0,10811019000,666757000,0.0,2434948000,-892814000,9.26,305758000.0,2334235000.0,19692000.0,1654398000,527610000.0,-4000.0,-6000.0,6987882000,3248199000,7935034000.0,71987000.0,12072792000,381197000,59059000.0,2936158000.0,-70559000,2419404000,556462000,843400000,,,,,
2017-06-30,200425000,1221216000,720209000,720209000,14.39,134537000.0,0.0,44831000.0,,2418630000.0,1230602000.0,1073632000.0,72742000.0,-6021000.0,49131000.0,7579713000.0,10263659000.0,397449000.0,,2058555000,1914767000.0,85872000,2434948000,486000.0,6356089000,2634264000,899484000.0,60942000.0,-1371180000.0,-255117000.0,15185753000,720209000,23458323000,0.0,163597000,1144506000,11868654000,803762000.0,,,330818000,-16498000.0,573915000.0,0.0,598200000,-345453000.0,50056000.0,11589669000,1009931000,0.0,2635373000,-644612000,14.66,567947000.0,2951814000.0,20203000.0,1927852000,863117000.0,-83469000.0,-484000.0,8272570000,3756955000,8111699000.0,142908000.0,12793001000,425100000,66988000.0,3721825000.0,-76710000,3024556000,893259000,-423012000,,,,,
2017-09-30,212498000,1886591000,1720391000,1720391000,34.43,143827000.0,0.0,47901000.0,,2727897000.0,1437762000.0,1091372000.0,59476000.0,-10101000.0,48981000.0,8736080000.0,11114314000.0,407935000.0,,2272752000,2218152000.0,95910000,2635373000,486000.0,7253328000,2846300000,899802000.0,66338000.0,-2468541000.0,-145639000.0,16664516000,1720391000,25789111000,0.0,146605000,1810168000,12912117000,991647000.0,,,-47850000,15284000.0,653666000.0,0.0,805740000,-567852000.0,49972000.0,12876994000,2229093000,0.0,2847871000,-2105632000,35.12,-232745000.0,4374553000.0,19841000.0,2128941000,2066845000.0,-21220000.0,-552315000.0,9124595000,3624275000,9287842000.0,346454000.0,14513392000,457548000,66501000.0,4407028000.0,-76423000,4434029000,2101801000,401072000,,,,,
2017-12-31,-284530000,1173611000,-555458000,-555458000,,148061000.0,0.0,56667000.0,,2737671000.0,1217801000.0,1138980000.0,33150000.0,-21639000.0,,8812751000.0,10421600000.0,1731985000.0,,1783473000,2176823000.0,97562000,2847871000,487000.0,7401477000,2541604000,710910000.0,70979000.0,-1152712000.0,209452000.0,16416458000,-555458000,25451263000,0.0,600283000,1109498000,14190665000,1108118000.0,1023498000.0,,1521674000,-6810000.0,236982000.0,0.0,667523000,-704817000.0,,11260598000,1109291000,0.0,2563341000,-558977000,,46486000.0,2769943000.0,19306000.0,1629244000,940750000.0,-196143000.0,-450270000.0,9034805000,3497868000,10692797000.0,1496208000.0,13938869000,480081000,68726000.0,4859873000.0,-64113000,2803093000,986470000,-900123000,-543417000.0,,,,
2018-03-31,81253000,640375000,607210000,607210000,12.34,161340000.0,,60441000.0,,2754747000.0,1530321000.0,1238815000.0,,46458000.0,48349000.0,8041816000.0,9432763000.0,1732066000.0,,2197966000,2140098000.0,103090000,2563341000,488000.0,6862790000,2622086000,941657000.0,70235000.0,-713748000.0,-96034000.0,15514096000,607210000,25018960000,,613448000,508388000,14382617000,2481251000.0,,,-141136000,8654000.0,56406000.0,,841274000,-718941000.0,49205000.0,10636343000,926662000,,2644594000,1635516000,12.56,631496000.0,2928201000.0,17240000.0,2034435000,753337000.0,-1487457000.0,0.0,9504864000,4447395000,9935222000.0,146127000.0,14975706000,573040000,71500000.0,4240704000.0,-131987000,2928201000,730235000,-2205237000,,,,,
2018-06-30,563287000,1649844000,977372000,977372000,20.13,143651000.0,,58950000.0,,2850396000.0,1715055000.0,1418603000.0,,6803000.0,48055000.0,7810223000.0,9444908000.0,1647263000.0,,2315839000,2162766000.0,106666000,2644594000,489000.0,7332418000,3186665000,948190000.0,64837000.0,-645857000.0,-295768000.0,15262879000,977372000,25296253000,,191347000,1546796000,14823621000,1015928000.0,,,492010000,-29982000.0,-76283000.0,,1053509000,-1186339000.0,48550000.0,10472632000,1380414000,,3207881000,127637000,20.34,697120000.0,3537094000.0,13924000.0,2150223000,1208911000.0,0.0,-139386000.0,10033374000,5222484000,9601137000.0,231539000.0,15953078000,613462000,78001000.0,4145753000.0,-103048000,3537094000,1221255000,-1183138000,,,,,
2018-09-30,-213409000,1963969000,1767578000,1767578000,37.02,148699000.0,,57742000.0,,2845129000.0,1719059000.0,1654370000.0,,13786000.0,47268000.0,8703901000.0,9114218000.0,1635842000.0,,2602501000,2117275000.0,107641000,3207881000,489000.0,7131172000,2973096000,,68170000.0,-835191000.0,-58269000.0,14902629000,1767578000,24370476000,,183146000,1842993000,14418666000,998815000.0,,,-20140000,-4627000.0,-233806000.0,,1174599000,-2205024000.0,47751000.0,9951810000,2416657000,,2994472000,42648000,37.39,,,21945000.0,2437118000,2240846000.0,-78000.0,0.0,9467847000,3930224000,10488442000.0,473268000.0,17720656000,642861000,76382000.0,4158076000.0,-120976000,4849090000,2246589000,-2203923000,,,,,
2018-12-31,-349131000,1083812000,646000000,646000000,13.86,162000000.0,,56000000.0,,2910000000.0,1523000000.0,1399000000.0,,-491000000.0,46136000.0,8649000000.0,8408000000.0,1536000000.0,,2070000000,2125000000.0,108603000,2994472000,0.0,6284000000,2624000000,,66000000.0,-491204000.0,131071000.0,14280000000,646000000,22687000000,,181000000,997823000,13902000000,1120006000.0,1349000000.0,,-205734000,-124045000.0,-316000000.0,,1134000000,-1860696000.0,46589000.0,8785000000,807000000,,2645000000,409199000,14.0,,,24891000.0,1905000000,632000000.0,535000.0,-133614000.0,8407000000,3555000000,10347000000.0,-14000000.0,18367000000,656000000,105117000.0,3660000000.0,-85989000,3213000000,1143000000,-1838702000,-693000000.0,,,,
2019-03-31,-291000000,150000000,765000000,765000000,16.85,89000000.0,,65000000.0,,2907000000.0,1491000000.0,1877000000.0,,443000000.0,45007000.0,7619000000.0,8445000000.0,1679000000.0,,2281000000,2078000000.0,158000000,2645000000,0.0,4315000000,2334000000,968000000.0,66000000.0,-445000000.0,-24000000.0,15289000000,765000000,22366000000,,529000000,39000000,15451000000,2665000000.0,1330000000.0,,-550000000,89000000.0,-169000000.0,,934000000,-2773000000.0,45436000.0,6915000000,1192000000,,2354000000,2109000000,17.01,,,21000000.0,2100000000,968000000.0,-25000000.0,,7077000000,5576000000,9875000000.0,203000000.0,19132000000,1330000000,78000000.0,1981000000.0,-111000000,2837000000,556000000,-2548000000,,,,,
2019-06-30,2922000000,1787000000,979000000,979000000,22.44,90000000.0,,70000000.0,,2915000000.0,1973000000.0,1740000000.0,,-6000000.0,43251000.0,7686000000.0,4618000000.0,1567000000.0,,2603000000,2041000000.0,162000000,2354000000,0.0,6809000000,5256000000,975000000.0,68000000.0,-135000000.0,-499000000.0,11474000000,979000000,21494000000,,545000000,1699000000,16187000000,4312000000.0,1355000000.0,,558000000,-29000000.0,-230000000.0,,1291000000,-2718000000.0,43601000.0,5307000000,1394000000,,5276000000,4080000000,22.62,,,16000000.0,2414000000,1207000000.0,-400000000.0,,10020000000,6349000000,9838000000.0,228000000.0,20111000000,1355000000,84000000.0,1553000000.0,-88000000,3850000000,1247000000,-2939000000,,,,,
2019-09-30,1209000000,1851000000,1950000000,1950000000,45.54,94000000.0,,71000000.0,,2885000000.0,1788000000.0,1704000000.0,,19000000.0,42389000.0,7512000000.0,4319000000.0,1895000000.0,,2670000000,1985000000.0,159000000,5276000000,0.0,7439000000,6466000000,982000000.0,70000000.0,-116000000.0,81000000.0,11390000000,1950000000,21446000000,-3000000.0,885000000,1769000000,15495000000,963000000.0,1316000000.0,,-364000000,-21000000.0,-265000000.0,,1275000000,-1349000000.0,42831000.0,5951000000,2592000000,,6485000000,765000000,46.01,,,15000000.0,2482000000,2363000000.0,0.0,0.0,10056000000,5528000000,9967000000.0,413000000.0,22061000000,1316000000,83000000.0,973000000.0,-82000000,5040000000,2370000000,-1389000000,,,,,
