date,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyEbitda,quarterlyNetPPE,quarterlyTotalRevenue,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyPurchaseOfInvestment,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyGoodwill
2008-06-30,,-7695000.0,-119993000.0,,60503000.0,,,-0.09,25892000.0,,25892000.0,657745000.0,657745000.0,9292000.0,53086000.0,447413000.0,,4606000,1002305000.0,1000439000,3157000.0,-28162000.0,75882000.0,-374391000.0,83898000.0,0.0,1376696000.0,-10260000.0,1035638000.0,1193461000.0,,-23425000.0,16600000.0,12493000.0,-5693000,144937000.0,11145000.0,-2663000.0,,,-34715000.0,1474566000.0,339269000.0,945629000.0,825865000.0,,481613000.0,-51587000.0,-0.09,2668027000.0,-7597000.0,-7597000,,905140000.0,,,370535000.0,,615000.0,5182000.0,144937000.0,177660000.0,109000.0,,-7597000.0,54810000.0,-35857000.0,,25892000.0,-11717000.0,2010282000.0,190241000.0,83898000.0,,,,
2008-09-30,,-13900000.0,-113124000.0,,68421000.0,-2714000.0,,,42626000.0,,42626000.0,726958000.0,108599000.0,25892000.0,61735000.0,351412000.0,,142269000,1017286000.0,827088000,10441000.0,-15311000.0,57872000.0,-378759000.0,,1000.0,1396045000.0,127647000.0,893969000.0,1109666000.0,449636000.0,-11927000.0,16734000.0,-92353000.0,132271000,238319000.0,8882000.0,48860000.0,,,-31473000.0,1515726000.0,222552000.0,626396000.0,582139000.0,,455117000.0,-27238000.0,,2625392000.0,78787000.0,78787000,,933854000.0,,,483659000.0,,1503000.0,6127000.0,238319000.0,246895000.0,-7532000.0,,78787000.0,200692000.0,-29211000.0,,42626000.0,-11750000.0,1898434000.0,157770000.0,,,,,
2008-12-31,,2738000.0,108055000.0,,80963000.0,736496000.0,,0.14,25963000.0,,25963000.0,736496000.0,,42626000.0,43375000.0,342245000.0,,29777000,1028386000.0,801304000,6196000.0,-18352000.0,56911000.0,-385879000.0,84340000.0,-1126000.0,1414265000.0,17021000.0,918490000.0,1072507000.0,,-36960000.0,-16663000.0,1010000.0,22196000,296394000.0,-4794000.0,5245000.0,,,-52019000.0,1614880000.0,253687000.0,698145000.0,565622000.0,,460708000.0,-55312000.0,0.14,2687387000.0,11776000.0,11776000,,963469000.0,,,375604000.0,-21000000.0,1372000.0,6547000.0,296394000.0,239150000.0,7240000.0,,11776000.0,103159000.0,-36614000.0,,25963000.0,-11776000.0,1950891000.0,179480000.0,84990000.0,,,,
2009-03-31,,-2121000.0,307027000.0,,76854000.0,,,0.415,83297000.0,,83297000.0,757291000.0,,25963000.0,48009000.0,377530000.0,,66568000,1038527000.0,937516000,763000.0,-19690000.0,-296160000.0,-393912000.0,84610000.0,-2165000.0,1432439000.0,54627000.0,669693000.0,783222000.0,,382830000.0,57334000.0,47799000.0,78532000,427519000.0,-17634000.0,19897000.0,8729000.0,,321090000.0,1633369000.0,208827000.0,782130000.0,,,458998000.0,363140000.0,0.42,2416591000.0,35517000.0,35517000,,198306000.0,,989607000.0,68577000.0,-7525000.0,-19686000.0,4219000.0,15934000.0,209891000.0,21000.0,148739000.0,35517000.0,155386000.0,-29336000.0,,83297000.0,-12608000.0,1659300000.0,-1037000.0,85386000.0,,,,
2009-06-30,,-431000.0,-135389000.0,,58055000.0,,,-0.17,77022000.0,,77022000.0,721239000.0,,83297000.0,49229000.0,249659000.0,37334000.0,-14773000,1049478000.0,441052000,6368000.0,-13483000.0,15643000.0,-399005000.0,84098000.0,-14466000.0,1448483000.0,-28074000.0,579652000.0,713501000.0,,4814000.0,-6275000.0,2771000.0,-17786000,222491000.0,26744000.0,-12262000.0,7828000.0,,-19960000.0,1590587000.0,126128000.0,400783000.0,,,457671000.0,-8669000.0,-0.17,2304088000.0,-14335000.0,-14335000,8114000.0,191847000.0,,1003197000.0,203966000.0,-12818000.0,-5101000.0,5187000.0,54595000.0,231422000.0,0.0,156311000.0,-14335000.0,40269000.0,-26732000.0,,77022000.0,-13593000.0,1582849000.0,2577000.0,84098000.0,,,,
2009-09-30,,-2125000.0,-46339000.0,,96910000.0,-10052000.0,,,36186000.0,,36186000.0,689726000.0,109386000.0,77022000.0,44448000.0,181329000.0,93298000.0,1191000,1064439000.0,412588000,3114000.0,-23970000.0,71202000.0,-404701000.0,,-12913000.0,1469140000.0,-11595000.0,556165000.0,684189000.0,425771000.0,-83443000.0,-40836000.0,21113000.0,-48433000,215194000.0,-35751000.0,-4392000.0,8203000.0,,-43893000.0,1636841000.0,101945000.0,364111000.0,,,455492000.0,-107413000.0,,2321030000.0,-5716000.0,-5716000,7725000.0,209246000.0,,1075139000.0,303490000.0,-2500000.0,41899000.0,5061000.0,149910000.0,250463000.0,-5575000.0,160508000.0,-5716000.0,48477000.0,-28595000.0,,36186000.0,-12990000.0,1631304000.0,20869000.0,,,,,
2009-12-31,,-1097000.0,-56447000.0,,74768000.0,,,0.62,10316000.0,,126355000.0,722851000.0,,36186000.0,34794000.0,34716000.0,-1346000.0,94607000,1071015000.0,609546000,3109000.0,-10343000.0,42069000.0,-411295000.0,83230000.0,-8994000.0,1482310000.0,81087000.0,636435000.0,788155000.0,,-52199000.0,-25870000.0,9304000.0,85385000,124797000.0,28656000.0,30929000.0,7467000.0,,-136542000.0,1643474000.0,260608000.0,449393000.0,,116039000.0,438412000.0,-62542000.0,0.625,2431629000.0,51902000.0,51902000,8103000.0,213502000.0,,1072343000.0,337586000.0,-4300000.0,1119000.0,5417000.0,227969000.0,269222000.0,224000.0,166375000.0,51902000.0,160153000.0,-15740000.0,-11159000.0,10316000.0,-13249000.0,1708778000.0,5895000.0,84002000.0,,,,
2010-03-31,,-3335000.0,130270000.0,,92957000.0,,,0.89,156116000.0,,163105000.0,768918000.0,,10316000.0,35427000.0,239465000.0,-46558000.0,131204000,1083443000.0,918346000,3262000.0,-17488000.0,-130571000.0,-414192000.0,82836000.0,-15735000.0,1497635000.0,117749000.0,645410000.0,816099000.0,,297194000.0,145800000.0,-8785000.0,122012000,241032000.0,20323000.0,45258000.0,7287000.0,,219025000.0,1680884000.0,202802000.0,703377000.0,,6989000.0,436474000.0,279706000.0,0.895,2496983000.0,74217000.0,74217000,8164000.0,208776000.0,,1082655000.0,180030000.0,0.0,1028000.0,5291000.0,125949000.0,278778000.0,6000.0,168450000.0,74217000.0,214969000.0,-20823000.0,2005000.0,156116000.0,-14146000.0,1728065000.0,4760000.0,83452000.0,,,,
2010-06-30,,-1820000.0,-55601000.0,,57889000.0,,,-0.125,91653000.0,,91653000.0,741160000.0,,156116000.0,45768000.0,150852000.0,43221000.0,-9114000,1101271000.0,479894000,43000.0,-22325000.0,48733000.0,-417714000.0,82478000.0,-3340000.0,1518985000.0,-22713000.0,611464000.0,768083000.0,,-89051000.0,-64463000.0,12783000.0,-18786000,137101000.0,20350000.0,-11368000.0,7342000.0,,-136688000.0,1677391000.0,179251000.0,440791000.0,,,434927000.0,-111376000.0,-0.125,2445474000.0,-10177000.0,-10177000,8361000.0,197787000.0,6160000.0,1092850000.0,285268000.0,0.0,1311000.0,5238000.0,191620000.0,298750000.0,4599000.0,168682000.0,-10177000.0,39103000.0,-24145000.0,9484000.0,91653000.0,-11765000.0,1704314000.0,19185000.0,82478000.0,,,,
2010-09-30,,-673000.0,-129653000.0,,58007000.0,-12007000.0,,,943000.0,,943000.0,725483000.0,109713000.0,91653000.0,47297000.0,218573000.0,-2066000.0,9878000,1135719000.0,631518000,73000.0,-40022000.0,-33486000.0,-423126000.0,,-1581000.0,1558845000.0,-3991000.0,705798000.0,785008000.0,487015000.0,-16529000.0,-90710000.0,-40361000.0,-486000,211507000.0,-871000.0,-127000.0,7656000.0,,24124000.0,1778125000.0,162961000.0,573997000.0,,,428925000.0,-56551000.0,,2563133000.0,1515000.0,1515000,8564000.0,253141000.0,4949000.0,1131852000.0,342233000.0,0.0,1800000.0,5305000.0,178857000.0,285100000.0,-4160000.0,169234000.0,1515000.0,57521000.0,-40695000.0,-39000.0,943000.0,-13977000.0,1837650000.0,10614000.0,,,,,
2010-12-31,,-1496000.0,-29360000.0,,83193000.0,,,0.295,6667000.0,,6667000.0,737514000.0,737514000.0,943000.0,45260000.0,202062000.0,-21573000.0,49162000,1153149000.0,713152000,3014000.0,-27837000.0,166912000.0,-427911000.0,82560000.0,0.0,1581060000.0,35445000.0,841629000.0,917611000.0,,-131855000.0,5724000.0,55457000.0,40263000,150075000.0,357000.0,13853000.0,7126000.0,,-214425000.0,1793081000.0,249095000.0,589696000.0,,,432450000.0,-159692000.0,0.295,2710692000.0,24509000.0,24509000,8454000.0,256509000.0,16698000.0,1131549000.0,371593000.0,0.0,445000.0,5263000.0,353185000.0,286699000.0,5969000.0,169499000.0,24509000.0,123456000.0,-29333000.0,-3271000.0,6667000.0,-14023000.0,1973178000.0,5985000.0,83020000.0,,,,
2011-03-31,,-2071000.0,170606000.0,,100166000.0,,,0.77,76391000.0,,76391000.0,785074000.0,,6667000.0,44451000.0,55934000.0,-2346000.0,102922000,1166700000.0,976987000,4283000.0,-27644000.0,-213425000.0,-402935000.0,82704000.0,-7222000.0,1569635000.0,88929000.0,585230000.0,709555000.0,,312864000.0,69724000.0,-61683000.0,93202000,91449000.0,-6731000.0,28612000.0,6927000.0,,250145000.0,1792136000.0,226145000.0,783619000.0,,0.0,429990000.0,285220000.0,0.775,2501691000.0,63927000.0,63927000,,220849000.0,24304000.0,1131387000.0,200987000.0,0.0,805000.0,5078000.0,159768000.0,289496000.0,-5622000.0,171967000.0,63927000.0,193368000.0,-29715000.0,-143000.0,76391000.0,-14894000.0,1716617000.0,10043000.0,83106000.0,,,,
2011-06-30,,-4441000.0,-54036000.0,,63867000.0,,,0.245,60814000.0,,60814000.0,796280000.0,,76391000.0,59526000.0,55880000.0,-1771000.0,36872000,1205554000.0,648169000,3210000.0,-34365000.0,-22983000.0,-407156000.0,82762000.0,0.0,1612710000.0,23614000.0,631083000.0,741667000.0,,46212000.0,-15577000.0,134485000.0,27182000,135479000.0,28484000.0,6197000.0,9051000.0,,-30409000.0,1832289000.0,254270000.0,557120000.0,,0.0,428200000.0,11847000.0,0.245,2573956000.0,20374000.0,20374000,,215072000.0,6518000.0,1146593000.0,255023000.0,0.0,1176000.0,4744000.0,150224000.0,310558000.0,8000.0,172977000.0,20374000.0,91049000.0,-38806000.0,15271000.0,60814000.0,-14830000.0,1777676000.0,9948000.0,83194000.0,,,,
2011-09-30,,2093000.0,-46847000.0,,68411000.0,-10604000.0,,,7440000.0,,7440000.0,776257000.0,110258000.0,60814000.0,65960000.0,54923000.0,-104401000.0,-6570000,1295927000.0,670901000,3197000.0,-79316000.0,969000.0,-410237000.0,,-2971000.0,1706164000.0,-20863000.0,703384000.0,732367000.0,528762000.0,22880000.0,-53374000.0,-24350000.0,-17646000,202118000.0,12924000.0,-10997000.0,7633000.0,,38437000.0,1917077000.0,204654000.0,620136000.0,,0.0,426797000.0,-56436000.0,,2649444000.0,-7511000.0,-7511000,,193855000.0,3726000.0,1169803000.0,301870000.0,0.0,1321000.0,4538000.0,166925000.0,334009000.0,110447000.0,159063000.0,-7511000.0,50765000.0,-77223000.0,-7388000.0,7440000.0,-14903000.0,1873187000.0,21387000.0,,,,,
2011-12-31,-74161000.0,-2295000.0,1808000.0,,75146000.0,,,0.69,7806000.0,,7806000.0,820512000.0,,7440000.0,70900000.0,97886000.0,-1198000.0,85345000,1371180000.0,642411000,3248000.0,-67095000.0,147221000.0,-414639000.0,82868000.0,-3717000.0,1785819000.0,70740000.0,841538000.0,870818000.0,,-77465000.0,366000.0,27742000.0,75218000,198644000.0,37724000.0,16037000.0,6165000.0,,-134329000.0,1981816000.0,251847000.0,492047000.0,,0.0,431550000.0,-144560000.0,0.69,2852634000.0,57357000.0,57357000,,192168000.0,12543000.0,1190584000.0,300062000.0,,527000.0,5005000.0,324782000.0,370235000.0,62000.0,157277000.0,57357000.0,150364000.0,-69390000.0,-6740000.0,7806000.0,-14946000.0,2032122000.0,22779000.0,83302000.0,,,,
2012-03-31,93934000.0,-4334000.0,117112000.0,,84876000.0,,,0.655,7802000.0,31455000.0,7802000.0,862242000.0,,7806000.0,63268000.0,99472000.0,-2173000.0,78477000,1396775000.0,612921000,3916000.0,-37530000.0,-140229000.0,-417563000.0,83018000.0,-1083000.0,1814338000.0,62611000.0,634186000.0,674676000.0,,182089000.0,-4000.0,100755000.0,67689000,135221000.0,-16804000.0,11094000.0,5966000.0,,102762000.0,1995063000.0,174200000.0,460356000.0,,0.0,429450000.0,144559000.0,0.655,2669739000.0,54535000.0,54535000,,5837000.0,18443000.0,1173311000.0,182950000.0,,349000.0,5427000.0,199417000.0,359303000.0,160000.0,157049000.0,54535000.0,152565000.0,-41864000.0,2167000.0,7802000.0,-15749000.0,1807497000.0,27005000.0,83422000.0,,,,
2012-06-30,16825000.0,-3879000.0,-40319000.0,,65714000.0,,,-0.125,7062000.0,38458000.0,7062000.0,836086000.0,,7802000.0,71961000.0,68520000.0,-1485000.0,-8673000,1432447000.0,425121000,3472000.0,-43102000.0,90948000.0,-418253000.0,83120000.0,-3968000.0,1850700000.0,-24194000.0,649850000.0,644805000.0,,-44707000.0,-740000.0,-18216000.0,-19911000,58683000.0,9668000.0,-11230000.0,5734000.0,,-78547000.0,2031102000.0,166705000.0,379318000.0,,0.0,428064000.0,-87809000.0,-0.125,2675907000.0,-10320000.0,-10320000,,5956000.0,5835000.0,1189971000.0,223269000.0,,551000.0,4834000.0,308034000.0,375092000.0,0.0,157671000.0,-10320000.0,45803000.0,-46981000.0,14327000.0,7062000.0,-15771000.0,1839821000.0,26363000.0,83120000.0,,,,
2012-09-30,72000.0,-1670000.0,-61473000.0,,-138306000.0,-10771000.0,,,4509000.0,48452000.0,4509000.0,813865000.0,110956000.0,7062000.0,249179000.0,65963000.0,-3169000.0,-2688000,1484877000.0,568470000,3198000.0,-46276000.0,65165000.0,-421659000.0,,0.0,1906536000.0,-19183000.0,653139000.0,647344000.0,557665000.0,-8836000.0,-2553000.0,-145954000.0,-14306000,49228000.0,-35911000.0,-8172000.0,5502000.0,,21149000.0,2122661000.0,170543000.0,721082000.0,,,525169000.0,-55112000.0,,2770005000.0,-8693000.0,-8693000,,6730000.0,3529000.0,1303001000.0,273056000.0,,701000.0,5578000.0,287560000.0,361211000.0,558000.0,164595000.0,-8693000.0,-152612000.0,-58882000.0,-13172000.0,4509000.0,-15222000.0,1956140000.0,29598000.0,,,,,
2012-12-31,-142852000.0,-1276000.0,-54622000.0,,28028000.0,,5000.0,0.72,3258000.0,37555000.0,3258000.0,863094000.0,,4509000.0,315039000.0,49462000.0,-1384000.0,98759000,1526328000.0,736019000,5838000.0,-48189000.0,92872000.0,-422271000.0,83390000.0,0.0,1948599000.0,81631000.0,796899000.0,771436000.0,,-44967000.0,-1251000.0,-23171000.0,87191000,36254000.0,22233000.0,23980000.0,5304000.0,,-99464000.0,2177224000.0,266424000.0,620800000.0,,,530000000.0,-93156000.0,0.72,2948660000.0,60206000.0,60206000,11303000.0,7099000.0,13982000.0,1288667000.0,328049000.0,,265000.0,5825000.0,403046000.0,362892000.0,62000.0,163337000.0,60206000.0,115219000.0,-49156000.0,11298000.0,3258000.0,-33320000.0,2085566000.0,29156000.0,83516000.0,,,,
2013-03-31,-102389000.0,-13047000.0,146902000.0,,36468000.0,,-5000.0,0.54,5996000.0,17873000.0,5996000.0,897771000.0,,3258000.0,323549000.0,47195000.0,-2449000.0,71471000,1542082000.0,960885000,1084000.0,-28052000.0,-109552000.0,-430271000.0,83578000.0,-1311000.0,1972353000.0,54004000.0,736477000.0,762561000.0,,153348000.0,2738000.0,-4655000.0,56969000,64794000.0,-7594000.0,12065000.0,5124000.0,,68691000.0,2179097000.0,361924000.0,867448000.0,,,527688000.0,125296000.0,0.545,2941658000.0,45469000.0,45469000,11721000.0,6993000.0,23774000.0,1307410000.0,180234000.0,,2781000.0,5746000.0,296701000.0,372154000.0,17000.0,163914000.0,45469000.0,93437000.0,-41058000.0,-16368000.0,5996000.0,-593000.0,2043887000.0,30112000.0,83944000.0,,,,
2013-06-30,124522000.0,-6863000.0,-112078000.0,,21339000.0,,482000.0,0.35,1860000.0,17553000.0,1860000.0,892356000.0,,5996000.0,319741000.0,38765000.0,-1975000.0,60180000,1585307000.0,767469000,3659000.0,-37169000.0,21431000.0,-408746000.0,83216000.0,-22378000.0,1994053000.0,42230000.0,795506000.0,750271000.0,,16758000.0,-4136000.0,-4890000.0,47000000,60536000.0,8767000.0,15297000.0,4943000.0,,18330000.0,2240924000.0,290364000.0,699130000.0,,,516173000.0,-20411000.0,0.35,2991195000.0,29155000.0,29155000,11942000.0,8288000.0,6258000.0,1303333000.0,297848000.0,,1238000.0,6008000.0,365392000.0,375792000.0,31000.0,163430000.0,29155000.0,68339000.0,-42325000.0,-1315000.0,1860000.0,-16706000.0,2098839000.0,30235000.0,83464000.0,,,,
2013-09-30,48475000.0,-5415000.0,-29857000.0,,18889000.0,-1621000.0,56000.0,-0.24,2969000.0,24393000.0,2969000.0,887384000.0,112563000.0,1860000.0,315155000.0,55325000.0,-3145000.0,-19086000,1643116000.0,733695000,27258000.0,-56197000.0,73348000.0,-412039000.0,83082000.0,-2917000.0,2055155000.0,-37830000.0,851833000.0,745898000.0,604884000.0,-11145000.0,1109000.0,-3212000.0,-31929000,56378000.0,17669000.0,-15767000.0,4763000.0,,-37338000.0,2258885000.0,240281000.0,746735000.0,,,512886000.0,-67342000.0,-0.24,3004783000.0,-20021000.0,-20021000,12344000.0,7247000.0,4403000.0,1265566000.0,328811000.0,,499000.0,6400000.0,434243000.0,378357000.0,63000.0,161591000.0,-20021000.0,-13040000.0,-61094000.0,7111000.0,2969000.0,-16611000.0,2117399000.0,42928000.0,83394000.0,,,,
2013-12-31,-180484000.0,876000.0,37791000.0,,29594000.0,-1804000.0,85000.0,0.09,10049000.0,28381000.0,10049000.0,881920000.0,112640000.0,2969000.0,319836000.0,50288000.0,-1576000.0,25917000,1692930000.0,878405000,3557000.0,-55194000.0,129940000.0,-421554000.0,84042000.0,,2114484000.0,7056000.0,1052522000.0,898321000.0,594928000.0,-68817000.0,7080000.0,-2951000.0,12224000,109215000.0,-16506000.0,1505000.0,4583000.0,,-137208000.0,2298497000.0,371164000.0,836587000.0,,,518049000.0,-124011000.0,0.09,3196818000.0,7693000.0,7693000,12566000.0,7634000.0,19832000.0,1262376000.0,296533000.0,,1127000.0,6295000.0,573127000.0,367929000.0,0.0,160437000.0,7693000.0,41818000.0,-54043000.0,-10052000.0,10049000.0,-17617000.0,2314898000.0,45983000.0,84478000.0,,,,
2014-03-31,-114455000.0,-5790000.0,148030000.0,,37257000.0,-1780000.0,0.0,2.035,9554000.0,15574000.0,9554000.0,1039182000.0,112706000.0,10049000.0,458120000.0,44573000.0,-365841000.0,260552000,1738445000.0,1579569000,4200000.0,-50180000.0,-396581000.0,-429185000.0,84158000.0,,2167630000.0,241418000.0,711134000.0,836059000.0,750234000.0,452259000.0,-495000.0,-2009000.0,247012000,108135000.0,39476000.0,71680000.0,4402000.0,,241357000.0,2325151000.0,487941000.0,1295300000.0,,,628490000.0,402079000.0,2.055,3161210000.0,172971000.0,172971000,12828000.0,7365000.0,38211000.0,1410894000.0,149856000.0,,712000.0,6306000.0,84726000.0,406960000.0,94000.0,160228000.0,172971000.0,284269000.0,-56173000.0,14044000.0,9554000.0,-17647000.0,2122028000.0,49763000.0,84914000.0,,,,
2014-06-30,257364000.0,-7766000.0,-91525000.0,,23057000.0,-946000.0,15000.0,-0.17,3320000.0,19655000.0,3320000.0,1013085000.0,112777000.0,9554000.0,340509000.0,57962000.0,97353000.0,-4636000,1817699000.0,688257000,4404000.0,-76576000.0,84353000.0,-438451000.0,84234000.0,0.0,2256150000.0,-24763000.0,682124000.0,695455000.0,718250000.0,-6981000.0,-6234000.0,-3460000.0,-29208000,107966000.0,-1744000.0,-7808000.0,4222000.0,,5243000.0,2410452000.0,276409000.0,694408000.0,,,626796000.0,-83557000.0,-0.17,3105907000.0,-14274000.0,-14274000,13620000.0,7339000.0,9337000.0,1410698000.0,228790000.0,,10952000.0,6507000.0,183955000.0,415472000.0,254000.0,160403000.0,-14274000.0,-6151000.0,-83606000.0,4447000.0,3320000.0,-17658000.0,2092822000.0,53958000.0,84234000.0,,,,
2014-09-30,85607000.0,-5622000.0,-38151000.0,,20178000.0,-5594000.0,-12000.0,,2151000.0,22335000.0,2151000.0,966166000.0,112777000.0,3320000.0,311304000.0,52773000.0,122878000.0,-20350000,1884110000.0,591914000,3212000.0,-81847000.0,107279000.0,-449433000.0,,-1135000.0,2333543000.0,-40433000.0,791086000.0,682731000.0,674829000.0,-19675000.0,-1169000.0,-3644000.0,-28838000,100220000.0,-2805000.0,-13537000.0,4042000.0,,6347000.0,2476073000.0,189970000.0,600574000.0,,,598209000.0,-101522000.0,,3158804000.0,-24420000.0,-24420000,13728000.0,8641000.0,4784000.0,1401552000.0,285681000.0,,-5240000.0,6355000.0,335505000.0,428475000.0,66000.0,153010000.0,-24420000.0,-8660000.0,-88773000.0,26277000.0,2151000.0,-17742000.0,2192638000.0,55724000.0,,,,,
2014-12-31,-166229000.0,-2634000.0,10400000.0,,28707000.0,-4719000.0,0.0,1.44,11734000.0,36680000.0,11734000.0,1103646000.0,114035000.0,2151000.0,321208000.0,69632000.0,-48527000.0,182973000,1957203000.0,824124000,24373000.0,-89459000.0,60940000.0,-459797000.0,84552000.0,-3945000.0,2417000000.0,161392000.0,815933000.0,900062000.0,779126000.0,40849000.0,9583000.0,-2435000.0,168697000,143563000.0,35897000.0,40867000.0,5438000.0,-547000.0,-44756000.0,2544230000.0,314139000.0,626720000.0,,,702884000.0,-48610000.0,1.46,3444292000.0,123320000.0,123320000,14386000.0,8186000.0,21463000.0,1524713000.0,277296000.0,-25000.0,-110000.0,7195000.0,289577000.0,441343000.0,816000.0,151886000.0,123320000.0,197404000.0,-92206000.0,-53852000.0,11734000.0,-18993000.0,2340646000.0,59158000.0,85574000.0,,,,
2015-03-31,-12418000.0,-8700000.0,211326000.0,,39836000.0,-4912000.0,0.0,0.71,103344000.0,16514000.0,103344000.0,1151123000.0,220830000.0,11734000.0,310229000.0,68942000.0,-110983000.0,99147000,2017258000.0,1013090000,3937000.0,-57568000.0,-126040000.0,-470780000.0,85328000.0,0.0,2488038000.0,77460000.0,655052000.0,745639000.0,820804000.0,285657000.0,91610000.0,-4505000.0,82806000,103233000.0,-4321000.0,20144000.0,5140000.0,-717000.0,147226000.0,2587742000.0,331378000.0,890448000.0,,,699199000.0,228089000.0,0.71,3333381000.0,60903000.0,60903000,15204000.0,8413000.0,42692000.0,1527206000.0,79689000.0,-1459000.0,1137000.0,6483000.0,182279000.0,443884000.0,23000.0,151136000.0,60903000.0,122642000.0,-68007000.0,18396000.0,103344000.0,-19017000.0,2182258000.0,62989000.0,86370000.0,,,,
2015-06-30,170081000.0,-7780000.0,-42808000.0,,23893000.0,-5230000.0,0.0,-0.09,70180000.0,16551000.0,70180000.0,1123312000.0,220830000.0,103344000.0,249505000.0,57097000.0,-148717000.0,7756000,2068297000.0,458467000,5349000.0,-61187000.0,-17685000.0,-482984000.0,85449000.0,-5100000.0,2551281000.0,-15145000.0,402665000.0,561802000.0,794075000.0,53254000.0,-33164000.0,-4109000.0,-9309000,79958000.0,5188000.0,-4318000.0,4936000.0,-1049000.0,42606000.0,2647122000.0,197086000.0,443883000.0,,,847521000.0,-7933000.0,-0.09,3208924000.0,-7460000.0,-7460000,15574000.0,8720000.0,8516000.0,1682947000.0,124872000.0,0.0,1491000.0,7327000.0,36032000.0,455892000.0,-1000.0,151923000.0,-7460000.0,14584000.0,-68733000.0,8627000.0,70180000.0,-19216000.0,2085612000.0,67162000.0,85449000.0,,,,
2015-09-30,41095000.0,-8964000.0,-45301000.0,,22223000.0,-9394000.0,3016000.0,,4928000.0,20790000.0,4928000.0,1106956000.0,220838000.0,70180000.0,252627000.0,65245000.0,36538000.0,26519000,2128261000.0,438306000,3640000.0,-83585000.0,19371000.0,-494024000.0,,-1544000.0,2622285000.0,3568000.0,436100000.0,544511000.0,777745000.0,8160000.0,-65252000.0,-6393000.0,6257000,63341000.0,9170000.0,3031000.0,29334000.0,-3467000.0,1152000.0,2794527000.0,155273000.0,409826000.0,,,843595000.0,-75425000.0,,3339038000.0,4197000.0,4197000,16235000.0,8476000.0,3108000.0,1795982000.0,171043000.0,-15000.0,4027000.0,6716000.0,77488000.0,504556000.0,43000.0,191477000.0,4197000.0,28480000.0,-92783000.0,12115000.0,4928000.0,-19306000.0,2232082000.0,60300000.0,,,,,
2015-12-31,-27784000.0,-4271000.0,-38654000.0,,26119000.0,-5470000.0,,0.56,1683000.0,30846000.0,1683000.0,1143944000.0,221555000.0,4928000.0,215062000.0,60607000.0,-2676000.0,77857000,2196099000.0,444258000,3807000.0,-87471000.0,131356000.0,-508346000.0,85675000.0,-1008000.0,2704445000.0,54598000.0,574982000.0,588939000.0,805798000.0,-39216000.0,-3245000.0,-32912000.0,59451000,85184000.0,46166000.0,8357000.0,29130000.0,-2846000.0,-117937000.0,2888299000.0,168729000.0,358688000.0,,,848206000.0,-126687000.0,0.57,3477238000.0,48647000.0,48647000,16482000.0,8886000.0,9628000.0,1758312000.0,197815000.0,-3643000.0,1924000.0,6777000.0,221958000.0,496381000.0,7107000.0,200070000.0,48647000.0,85570000.0,-95385000.0,-22489000.0,1683000.0,-20524000.0,2333294000.0,65057000.0,86676000.0,,,,
