date,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyResearchAndDevelopment,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyGoodwill,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGrossPPE,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable
2014-03-31,15716000,15716000,58400000.0,232558000.0,34684000.0,0.0,-4579000.0,-27313000.0,36529000.0,14195000.0,43938000.0,-316000.0,1896000.0,708974000.0,61360000.0,,89997000.0,33779000.0,8748000.0,27192000.0,185286000.0,166287000.0,89666000.0,154808000.0,20685000.0,,119545000.0,146737000.0,236734000.0,1174962000.0,0.26,-14161000.0,,53821000.0,,125000.0,14591000.0,23205000.0,1654147000.0,15716000,59896000.0,-26480000.0,138908000.0,,451825000.0,17100000,228574000,20044000.0,23688000.0,-5738000.0,,43938000.0,146737000.0,0.0,37785000,7688000.0,-728000.0,-2236000.0,-9706000.0,-4133000.0,,17612000.0,479185000.0,0.26,121808000.0,,-368000.0,179193000.0,78840000.0,1202322000.0,,63658000.0,388167000.0,0.0,,29879000.0,
2014-06-30,10392000,10392000,25947000.0,249788000.0,39898000.0,0.0,-4952000.0,-29012000.0,37035000.0,15396000.0,43886000.0,-3060000.0,2279000.0,711429000.0,61210000.0,,86565000.0,30105000.0,3082000.0,-21106000.0,189839000.0,174339000.0,94066000.0,141628000.0,19395000.0,,146737000.0,125631000.0,212196000.0,1186629000.0,0.17,-72323000.0,,20995000.0,,163000.0,58897000.0,-7120000.0,1647003000.0,10392000,59676000.0,-22699000.0,144942000.0,,454566000.0,15257000,239008000,-6324000.0,23704000.0,-4824000.0,,43886000.0,125631000.0,0.0,34652000,7216000.0,-1231000.0,-11000.0,-9558000.0,-18374000.0,,12671000.0,460374000.0,0.17,129685000.0,,-264000.0,178562000.0,87250000.0,1192437000.0,,62461000.0,392105000.0,0.0,,32356000.0,
2014-09-30,26892000,26892000,33762000.0,243489000.0,36837000.0,0.0,-4023000.0,-37765000.0,36929000.0,14082000.0,42650000.0,-2176000.0,-1128000.0,700975000.0,60475000.0,,86760000.0,26018000.0,3676000.0,-6694000.0,182963000.0,170565000.0,96082000.0,126791000.0,17123000.0,,125631000.0,118937000.0,205697000.0,1150742000.0,0.46,-19663000.0,,29739000.0,,395000.0,23879000.0,1407000.0,1594241000.0,26892000,58939000.0,-32399000.0,153859000.0,,422280000.0,27117000,249941000,-14809000.0,18199000.0,-3346000.0,,42650000.0,118937000.0,0.0,44240000,7691000.0,1051000.0,-5340000.0,-9437000.0,209000.0,,25764000.0,443499000.0,0.44,126742000.0,,7000.0,165092000.0,85269000.0,1171961000.0,,56026000.0,366254000.0,0.0,,30008000.0,
2014-12-31,50075000,50075000,64160000.0,252230000.0,38541000.0,0.0,-4113000.0,-7588000.0,38068000.0,13375000.0,41875000.0,-1237000.0,8903000.0,694778000.0,,,65744000.0,23882000.0,14020000.0,68560000.0,157297000.0,181605000.0,95769000.0,113740000.0,16146000.0,17615000.0,118937000.0,187497000.0,253241000.0,1135655000.0,,-37541000.0,,60047000.0,,522000.0,55774000.0,-12685000.0,1642091000.0,50075000,,-12689000.0,198348000.0,-10546000.0,428635000.0,57903000,294117000,3812000.0,11910000.0,-13877000.0,,162283000.0,187497000.0,0.0,71770000,7219000.0,581000.0,-6194000.0,-9441000.0,13215000.0,0.0,58978000.0,506436000.0,,140445000.0,411600000.0,287000.0,145250000.0,98451000.0,1213456000.0,,50389000.0,378246000.0,0.0,-120408000.0,2373000.0,
2015-03-31,29237000,29237000,104134000.0,298616000.0,38127000.0,0.0,-3219000.0,-6483000.0,36931000.0,14895000.0,40740000.0,1699000.0,6827000.0,686150000.0,61203000.0,,70097000.0,21209000.0,9015000.0,34994000.0,194812000.0,142235000.0,87064000.0,100663000.0,15076000.0,,187497000.0,222491000.0,292588000.0,1164296000.0,0.49,-85983000.0,,100915000.0,,376000.0,30982000.0,36320000.0,1678199000.0,29237000,59371000.0,-6288000.0,158925000.0,,445908000.0,34365000,245989000,56084000.0,12858000.0,-3520000.0,,40740000.0,222491000.0,0.0,49441000,7212000.0,-1828000.0,1140000.0,-9586000.0,-58220000.0,0.0,36064000.0,513903000.0,0.48,124560000.0,,37000.0,191397000.0,83895000.0,1232291000.0,,46841000.0,399067000.0,0.0,,25632000.0,
2015-06-30,29257000,28762000,57016000.0,322145000.0,31191000.0,34157000.0,-4953000.0,-12130000.0,33197000.0,11614000.0,40345000.0,674000.0,7200000.0,689385000.0,61408000.0,,70319000.0,18579000.0,8118000.0,13801000.0,194047000.0,143964000.0,80983000.0,90701000.0,15255000.0,,222491000.0,236292000.0,306611000.0,1173767000.0,0.49,-38164000.0,,52063000.0,,1376000.0,11560000.0,-17872000.0,1741126000.0,29257000,59510000.0,-12096000.0,153748000.0,,471042000.0,35288000,234731000,7576000.0,16609000.0,-2888000.0,,40345000.0,236292000.0,0.0,50543000,6063000.0,116000.0,6651000.0,-9528000.0,-33057000.0,-1500000.0,35962000.0,567359000.0,0.48,118460000.0,,2562000.0,185842000.0,81560000.0,1270084000.0,,40387000.0,430655000.0,41398000.0,,21808000.0,
2015-09-30,142944000,29452000,49502000.0,376789000.0,30588000.0,38326000.0,-3501000.0,-31684000.0,32361000.0,7633000.0,38189000.0,1505000.0,9855000.0,654281000.0,61418000.0,,98734000.0,18208000.0,5878000.0,96438000.0,204633000.0,136789000.0,74579000.0,78304000.0,14339000.0,,236292000.0,332730000.0,431464000.0,1178151000.0,2.4,-103697000.0,,46001000.0,,2004000.0,20612000.0,-33465000.0,1825329000.0,142944000,59671000.0,-30000000.0,146506000.0,,446690000.0,37802000,221085000,32181000.0,11732000.0,2380000.0,,38189000.0,332730000.0,167501000.0,52141000,7402000.0,4239000.0,3853000.0,-9566000.0,80919000.0,0.0,39307000.0,647178000.0,2.33,108704000.0,,-18000.0,150042000.0,73252000.0,1378639000.0,,41957000.0,404733000.0,11419000.0,,18009000.0,
2015-12-31,57393000,56884000,34081000.0,403249000.0,17175000.0,12744000.0,-6303000.0,-21496000.0,35566000.0,6198000.0,39213000.0,0.0,8034000.0,651112000.0,61092000.0,,99195000.0,15040000.0,4521000.0,-6799000.0,171953000.0,177323000.0,82041000.0,69582000.0,13294000.0,17977000.0,332730000.0,325931000.0,425126000.0,1194461000.0,0.96,-59749000.0,,27778000.0,,3542000.0,29388000.0,-41346000.0,1849613000.0,57393000,59651000.0,-20000000.0,191517000.0,-24205000.0,434464000.0,63730000,273558000,-55710000.0,11719000.0,14604000.0,,155969000.0,325931000.0,-1038000.0,82394000,7774000.0,1581000.0,-9478000.0,-9559000.0,-18035000.0,0.0,64918000.0,655152000.0,0.94,127787000.0,632192000.0,-2208000.0,151345000.0,89661000.0,1415149000.0,,35401000.0,399063000.0,9142000.0,-116756000.0,18166000.0,
2016-03-31,35140000,35257000,112819000.0,414713000.0,17119000.0,13072000.0,-8138000.0,-22995000.0,32521000.0,,44997000.0,0.0,6003000.0,734434000.0,60851000.0,,80722000.0,25437000.0,7514000.0,-56218000.0,219087000.0,149035000.0,74469000.0,142730000.0,12916000.0,,325931000.0,269713000.0,350435000.0,1368643000.0,0.59,-27952000.0,,104681000.0,,1681000.0,39118000.0,39568000.0,1928375000.0,35140000,59433000.0,-22673000.0,151498000.0,,491048000.0,37495000,225967000,62439000.0,14976000.0,-3586000.0,,44997000.0,269713000.0,0.0,50411000,6431000.0,,861000.0,-9517000.0,-147407000.0,-150453000.0,41260000.0,559732000.0,0.58,114003000.0,,191000.0,196426000.0,78975000.0,1437327000.0,,47487000.0,443561000.0,8714000.0,,19641000.0,
2016-06-30,25380000,25380000,30253000.0,386115000.0,16843000.0,6444000.0,-5781000.0,-13817000.0,34519000.0,,44515000.0,0.0,1090000.0,734074000.0,60817000.0,,88521000.0,14889000.0,5655000.0,31294000.0,200824000.0,136813000.0,82438000.0,119295000.0,20484000.0,,269713000.0,301007000.0,389528000.0,1317332000.0,0.43,-19269000.0,,24472000.0,,-533000.0,41360000.0,14801000.0,1904622000.0,25380000,59490000.0,-9420000.0,146090000.0,,453556000.0,23537000,228528000,-16596000.0,19337000.0,-9111000.0,,44515000.0,301007000.0,0.0,44021000,9826000.0,,4428000.0,-9519000.0,15438000.0,-872000.0,26470000.0,587290000.0,0.42,122553000.0,,-935000.0,191535000.0,83284000.0,1451066000.0,,35416000.0,418140000.0,2073000.0,,18118000.0,
2016-09-30,30299000,32442000,41421000.0,110280000.0,17440000.0,3242000.0,-8973000.0,-4915000.0,33606000.0,,53283000.0,0.0,8554000.0,730736000.0,,,22253000.0,12913000.0,8092000.0,365118000.0,222773000.0,149200000.0,78064000.0,102034000.0,16932000.0,18239000.0,301007000.0,666125000.0,688378000.0,1032967000.0,,0.0,,32448000.0,,2024000.0,340487000.0,-13691000.0,1935317000.0,30299000,,-2924000.0,159123000.0,-36092000.0,454823000.0,36028000,237187000,-10000000.0,18928000.0,-4815000.0,,53283000.0,666125000.0,0.0,52960000,9457000.0,,-372000.0,-9568000.0,329524000.0,0.0,40996000.0,902350000.0,,123095000.0,694407000.0,-339000.0,176858000.0,86334000.0,1480494000.0,-515000.0,33022000.0,421801000.0,2672000.0,,2409000.0,
2016-12-31,26101000,29991000,37695000.0,99726000.0,18701000.0,3077000.0,-12909000.0,453198000.0,40882000.0,4716000.0,87678000.0,0.0,5765000.0,1284710000.0,61349000.0,444016000.0,30287000.0,146952000.0,2264000.0,-509099000.0,204835000.0,260220000.0,102762000.0,618735000.0,27469000.0,18280000.0,666125000.0,157026000.0,187313000.0,2122643000.0,0.44,-1500000.0,,24786000.0,21164000.0,4696000.0,28915000.0,-72462000.0,2631876000.0,26101000,59977000.0,-8613000.0,221098000.0,-46824000.0,1120544000.0,37116000,323860000,-26043000.0,25634000.0,-8393000.0,22710000.0,254175000.0,157026000.0,-7158000.0,77089000,14833000.0,,-525000.0,-9598000.0,-997573000.0,-1004921000.0,35756000.0,509233000.0,0.43,183982000.0,710910000.0,1202000.0,149801000.0,136325000.0,1511332000.0,-392000.0,647734000.0,472810000.0,3734000.0,-166497000.0,17171000.0,
2017-03-31,17289000,17289000,132745000.0,79571000.0,20338000.0,574000.0,-17352000.0,-13491000.0,42954000.0,,97309000.0,0.0,1662000.0,1284760000.0,61751000.0,441504000.0,42394000.0,126346000.0,,109725000.0,246645000.0,205683000.0,115734000.0,587749000.0,39143000.0,,157026000.0,266751000.0,309145000.0,2084459000.0,0.29,-24999000.0,,115393000.0,0.0,0.0,32016000.0,56299000.0,2670433000.0,17289000,60127000.0,-8429000.0,189888000.0,,1099275000.0,27941000,305622000,68018000.0,25548000.0,-11671000.0,29117000.0,97309000.0,266751000.0,0.0,67084000,12562000.0,,-112000.0,-9637000.0,-10335000.0,0.0,18951000.0,585974000.0,0.28,161947000.0,,7214000.0,194813000.0,108428000.0,1571158000.0,-260000000.0,631695000.0,467580000.0,2182000.0,,34728000.0,
2017-06-30,20441000,20441000,68661000.0,79741000.0,20710000.0,647000.0,-19488000.0,1024000.0,42886000.0,,108325000.0,0.0,2005000.0,1288718000.0,61962000.0,443516000.0,55556000.0,116331000.0,,37871000.0,243813000.0,200963000.0,113604000.0,559619000.0,37013000.0,,266751000.0,304622000.0,360178000.0,2071954000.0,0.34,-17227000.0,,49173000.0,0.0,0.0,4000000.0,5581000.0,2707781000.0,20441000,60277000.0,-7618000.0,197936000.0,,1095416000.0,25834000,311540000,5215000.0,18750000.0,-9871000.0,35645000.0,108325000.0,304622000.0,0.0,62847000,14322000.0,,-6857000.0,0.0,-32715000.0,0.0,22446000.0,635827000.0,0.33,172102000.0,,1580000.0,202608000.0,119028000.0,1612365000.0,0.0,629598000.0,465818000.0,2569000.0,,34106000.0,
2017-09-30,26173000,26173000,105824000.0,119472000.0,18845000.0,176000.0,-15629000.0,145000.0,45135000.0,,114654000.0,0.0,2612000.0,1302756000.0,62220000.0,445574000.0,53675000.0,98403000.0,,16307000.0,275921000.0,195346000.0,115374000.0,557387000.0,39153000.0,,304622000.0,320929000.0,374604000.0,2128820000.0,0.43,-53791000.0,,90195000.0,0.0,0.0,15610000.0,10930000.0,2775952000.0,26173000,60502000.0,-4267000.0,207381000.0,,1120608000.0,33120000,322755000,37177000.0,27163000.0,-12646000.0,42855000.0,114654000.0,320929000.0,0.0,72273000,14016000.0,,7605000.0,0.0,-91690000.0,-37880000.0,28785000.0,647132000.0,0.42,174261000.0,,1678000.0,201898000.0,118560000.0,1655344000.0,0.0,615450000.0,505158000.0,2009000.0,,28618000.0,
2017-12-31,79388000,79388000,87432000.0,133820000.0,19496000.0,189000.0,-15357000.0,-2505000.0,50132000.0,9013000.0,118275000.0,0.0,-19910000.0,1318242000.0,62534000.0,447642000.0,63951000.0,57796000.0,,7373000.0,223264000.0,230729000.0,123961000.0,551347000.0,40992000.0,18595000.0,320929000.0,328302000.0,392253000.0,2152030000.0,1.3,-37406000.0,,72075000.0,0.0,0.0,12669000.0,-35075000.0,2845086000.0,79388000,60861000.0,-4114000.0,268274000.0,-32914000.0,1095525000.0,63176000,392235000,-14853000.0,29438000.0,-36617000.0,37550000.0,315693000.0,328302000.0,0.0,99615000,16080000.0,,2029000.0,0.0,-78241000.0,-38147000.0,59478000.0,693056000.0,1.27,205098000.0,850772000.0,2220000.0,184564000.0,144383000.0,1749561000.0,-137000.0,572173000.0,523352000.0,0.0,-197418000.0,11935000.0,
2018-03-31,23526000,23526000,136857000.0,178149000.0,69829000.0,,-13120000.0,-1008000.0,45867000.0,,120311000.0,,6683000.0,1321845000.0,62776000.0,449724000.0,134079000.0,88942000.0,,6159000.0,307597000.0,232495000.0,118515000.0,524639000.0,37937000.0,,328302000.0,334461000.0,468540000.0,2246497000.0,0.39,-135645000.0,,123737000.0,,,19017000.0,-16154000.0,3026506000.0,23526000,61054000.0,-4252000.0,216927000.0,,1173282000.0,34177000,335442000,67240000.0,23964000.0,-9667000.0,39919000.0,120311000.0,334461000.0,,72114000,16139000.0,,-5501000.0,0.0,-129748000.0,,30209000.0,780009000.0,0.37,182750000.0,,1980000.0,235297000.0,126298000.0,1853224000.0,0.0,606424000.0,566858000.0,,,27839000.0,
2018-06-30,34235000,34235000,63813000.0,177939000.0,64289000.0,,-15920000.0,-2162000.0,43455000.0,,124516000.0,,9207000.0,1315892000.0,63031000.0,451736000.0,145793000.0,58302000.0,,30355000.0,302011000.0,209667000.0,118686000.0,498999000.0,36920000.0,,334461000.0,364816000.0,510609000.0,2194590000.0,0.56,-52278000.0,,47893000.0,,,40692000.0,18842000.0,3004850000.0,34235000,61212000.0,-6361000.0,223356000.0,,1121596000.0,46379000,342042000,-14593000.0,31729000.0,-10245000.0,38168000.0,124516000.0,364816000.0,,83299000,15355000.0,,7833000.0,0.0,-27506000.0,,43442000.0,810260000.0,0.54,176977000.0,,2150000.0,212848000.0,122936000.0,1883254000.0,0.0,575008000.0,546588000.0,,,26802000.0,
2018-09-30,39283000,39283000,87036000.0,207234000.0,68461000.0,,-15407000.0,2097000.0,47701000.0,,132310000.0,,5175000.0,1368756000.0,63660000.0,453887000.0,172942000.0,48489000.0,,-88646000.0,347852000.0,219818000.0,123459000.0,536974000.0,39426000.0,,364816000.0,276170000.0,449112000.0,2329033000.0,0.64,-96544000.0,,71629000.0,,,40093000.0,-5771000.0,3094708000.0,39283000,61448000.0,0.0,232747000.0,,1143801000.0,46653000,356206000,993000.0,23698000.0,-13142000.0,39179000.0,132310000.0,276170000.0,,86079000,17258000.0,,-8940000.0,0.0,-176904000.0,-105046000.0,44458000.0,765675000.0,0.62,186094000.0,,3081000.0,198210000.0,128052000.0,1950907000.0,-8436000.0,574041000.0,569760000.0,,,32486000.0,
2018-12-31,62294000,62294000,108903000.0,244998000.0,74042000.0,,-19220000.0,-15195000.0,46807000.0,3434000.0,140338000.0,,6312000.0,1366206000.0,63760000.0,455985000.0,243729000.0,44140000.0,,-34071000.0,262753000.0,287963000.0,136155000.0,508232000.0,42859000.0,18849000.0,276170000.0,242099000.0,485828000.0,2346125000.0,1.01,-145033000.0,,89683000.0,,,37378000.0,-69500000.0,3207366000.0,62294000,61824000.0,-15391000.0,274674000.0,-46616000.0,1190753000.0,70407000,410829000,-19762000.0,29617000.0,2882000.0,35112000.0,393291000.0,242099000.0,,120424000,18471000.0,,3082000.0,0.0,-126605000.0,270000.0,68606000.0,861241000.0,0.98,204267000.0,1071811000.0,2587000.0,221387000.0,146696000.0,2016613000.0,-876000.0,565841000.0,624912000.0,,-252953000.0,14618000.0,
2019-03-31,37064000,37064000,182412000.0,319988000.0,81090000.0,17078000.0,-16910000.0,-8736000.0,46566000.0,,256357000.0,,11447000.0,1368733000.0,63759000.0,458211000.0,286205000.0,34759000.0,,42597000.0,396009000.0,258888000.0,131050000.0,480286000.0,41808000.0,,242099000.0,284696000.0,570901000.0,2516965000.0,0.6,-191308000.0,,165502000.0,,,76950000.0,30723000.0,3448911000.0,37064000,61842000.0,-10100000.0,245977000.0,,1376393000.0,51929000,377027000,93896000.0,25901000.0,-7858000.0,38012000.0,256357000.0,284696000.0,,93737000,17004000.0,,-825000.0,,-131268000.0,,48511000.0,931946000.0,0.58,194048000.0,,839000.0,273572000.0,136781000.0,2072518000.0,-253000.0,663833000.0,712560000.0,,,16114000.0,
2019-06-30,42058000,42058000,17976000.0,358151000.0,114317000.0,,-15463000.0,-3401000.0,46456000.0,,257987000.0,,10709000.0,1380751000.0,64650000.0,460291000.0,272968000.0,29057000.0,,-48385000.0,374171000.0,268993000.0,130765000.0,467495000.0,43012000.0,,284696000.0,236311000.0,509279000.0,2591233000.0,0.68,-114834000.0,,2513000.0,,,93558000.0,-10611000.0,3491124000.0,42058000,62116000.0,-4615000.0,249649000.0,,1360615000.0,53491000,380414000,-76055000.0,30862000.0,-10764000.0,35762000.0,257987000.0,236311000.0,,96503000,18312000.0,,4543000.0,,-62527000.0,-25788000.0,52767000.0,899891000.0,0.65,196158000.0,,1646000.0,280601000.0,138907000.0,2130509000.0,-187000.0,657633000.0,702982000.0,,,15974000.0,
2019-09-30,45039000,45039000,82321000.0,480669000.0,117294000.0,,-15094000.0,-6395000.0,48531000.0,,253246000.0,,10918000.0,1371925000.0,65066000.0,462588000.0,225975000.0,16712000.0,,-15472000.0,414466000.0,259985000.0,132671000.0,438266000.0,43924000.0,,236311000.0,220839000.0,446814000.0,2676003000.0,0.72,-187752000.0,,67227000.0,,,113121000.0,6788000.0,3517768000.0,45039000,62160000.0,-7897000.0,253592000.0,,1331458000.0,55705000,386263000,-17524000.0,22569000.0,-12485000.0,26140000.0,253246000.0,220839000.0,,99629000,21273000.0,,-8791000.0,,-89909000.0,-184000.0,55957000.0,841765000.0,0.69,197887000.0,,1707000.0,242184000.0,138576000.0,2186310000.0,-191000.0,633217000.0,698241000.0,,,16538000.0,
