date,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
2011-09-30,226549000.0,,0.0,-402929000.0,139413000.0,-85617000.0,161438000.0,-1994544000.0,,-2187000.0,50045000.0,654455000.0,-497958000.0,-29463000.0,0.0,0.0,101380000.0,298075000.0,1512780000.0,-323799000.0,,113803000.0,-115080000.0,2316491000.0,4130506000.0,0.86,,292339000.0,292339000.0,54769000.0,359901000.0,790297000.0,-292260000.0,430251000.0,4642000.0,1624249000,323303000,323303000,,3175829000.0,30410000.0,196695000.0,292339000.0,-65566000.0,680181000.0,,3507324000.0,204892000.0,1814015000.0,-75702000.0,1181427000.0,229849000.0,-164701000.0,-280042000.0,1068000.0,4633156000.0,596680000.0,620745000.0,944068000.0,954677000.0,5610000.0,517157000.0,1498862000.0,-7331000.0,356878000.0,0.87,495540000.0,356878000.0,196695000,196695000.0,-251584000.0,1994402000.0,0.0,,,,
2011-12-31,225655000.0,,21314000.0,159628000.0,139673000.0,-81971000.0,138722000.0,-2028841000.0,,-5041000.0,4436000.0,648953000.0,401347000.0,323638000.0,0.0,0.0,65562000.0,207695000.0,1559717000.0,221246000.0,,111913000.0,241667000.0,2365641000.0,4412199000.0,0.62,,693686000.0,693686000.0,58202000.0,359901000.0,292339000.0,-442331000.0,420017000.0,8510000.0,1567145000,234050000,229009000,,3539551000.0,-44022000.0,142133000.0,693686000.0,-81919000.0,631206000.0,1899000.0,3588558000.0,4074000.0,2046558000.0,-75692000.0,1173775000.0,229117000.0,-26865000.0,77262000.0,29454000.0,4699597000.0,612186000.0,399499000.0,935939000.0,872648000.0,0.0,516745000.0,1748500000.0,10202000.0,397156000.0,0.63,617276000.0,397156000.0,142133000,142133000.0,-1433000.0,2365776000.0,0.0,,,,
2012-03-31,225234000.0,,24024000.0,-137566000.0,244455000.0,-91727000.0,147912000.0,-2072683000.0,26839000.0,-3304000.0,12036000.0,649454000.0,-126347000.0,275802000.0,0.0,-172856000.0,111855000.0,310506000.0,1585887000.0,-91631000.0,,225919000.0,184075000.0,2587012000.0,4599457000.0,0.87,,567339000.0,567339000.0,54868000.0,359901000.0,693686000.0,-396303000.0,380404000.0,7371000.0,1732064000,337834000,334530000,,3713864000.0,-16673000.0,198651000.0,567339000.0,-264583000.0,743396000.0,100740000.0,3658570000.0,198651000.0,2012445000.0,-83533000.0,1323809000.0,228655000.0,-218345000.0,-318000.0,11991000.0,4814715000.0,598210000.0,502455000.0,988668000.0,885593000.0,0.0,594741000.0,1748630000.0,-21364000.0,405562000.0,1.73,614586000.0,405562000.0,198651000,198651000.0,-10513000.0,2390055000.0,0.0,,,,
2012-06-30,225651000.0,,24344000.0,56091000.0,486668000.0,-56080000.0,154531000.0,-1980724000.0,27696000.0,-4845000.0,13283000.0,791805000.0,22443000.0,38356000.0,0.0,0.0,62242000.0,197927000.0,1583304000.0,149118000.0,,219028000.0,-17724000.0,2574399000.0,4667972000.0,0.59,,589782000.0,589782000.0,54767000.0,359901000.0,567339000.0,-395527000.0,388472000.0,8739000.0,1414444000,227116000,222271000,,3582001000.0,8068000.0,135685000.0,589782000.0,-72004000.0,618521000.0,1930000.0,3564028000.0,135685000.0,2093573000.0,-83561000.0,1446972000.0,228853000.0,0.0,-149012000.0,-9992000.0,4866839000.0,569902000.0,353337000.0,795923000.0,1085971000.0,-16000000.0,589464000.0,1498669000.0,-148851000.0,391405000.0,0.6,608664000.0,391405000.0,135685000,135685000.0,8379000.0,2135029000.0,0.0,,,,
2012-09-30,225316000.0,,24535000.0,-349441000.0,460081000.0,-66171000.0,154845000.0,-1969390000.0,35770000.0,-20055000.0,-10057000.0,726492000.0,-123547000.0,291749000.0,0.0,0.0,100479000.0,277195000.0,1618178000.0,-295902000.0,,220223000.0,225578000.0,2601827000.0,4737782000.0,0.77,,466235000.0,466235000.0,53213000.0,359901000.0,589782000.0,-335239000.0,435283000.0,8139000.0,1746709000,321785000,301730000,,3740820000.0,46811000.0,176716000.0,466235000.0,-65855000.0,742757000.0,12631000.0,3587568000.0,176716000.0,2135955000.0,-82733000.0,1552954000.0,228608000.0,-279215000.0,34167000.0,10190000.0,4960822000.0,644959000.0,649328000.0,1003952000.0,996962000.0,0.0,594854000.0,1515757000.0,85913000.0,420972000.0,0.78,636339000.0,420972000.0,176716000,176716000.0,-96264000.0,2187866000.0,0.0,,,,
2012-12-31,223979000.0,,23671000.0,-155956000.0,375898000.0,-63988000.0,152119000.0,-1886555000.0,35657000.0,-16734000.0,5763000.0,633262000.0,262037000.0,488920000.0,0.0,0.0,80072000.0,229951000.0,1674071000.0,187945000.0,,214713000.0,424932000.0,2641354000.0,4754839000.0,0.66,,728272000.0,728272000.0,47189000.0,359901000.0,466235000.0,-385076000.0,441977000.0,26233000.0,1751035000,269351000,269351000,,3706466000.0,-16467000.0,149879000.0,728272000.0,-70927000.0,755208000.0,2329000.0,3560626000.0,-472908000.0,2113485000.0,-91379000.0,1471110000.0,227264000.0,-13070000.0,314695000.0,1596000.0,5027617000.0,650906000.0,461383000.0,995827000.0,1048373000.0,-7000000.0,588003000.0,1530967000.0,110900000.0,485857000.0,0.69,668732000.0,485857000.0,149879000,149879000.0,-983000.0,2235356000.0,0.0,,,,
2013-03-31,224405000.0,,24341000.0,-198065000.0,353406000.0,-93711000.0,147623000.0,-1919488000.0,35024000.0,-6851000.0,29558000.0,626643000.0,1824000.0,293180000.0,0.0,0.0,126278000.0,368184000.0,1705387000.0,-55210000.0,,210071000.0,199469000.0,2665609000.0,4845630000.0,1.06,,730096000.0,730096000.0,48748000.0,359901000.0,728272000.0,-376339000.0,412319000.0,12454000.0,1827426000,398668000,398668000,0.0,3733066000.0,-6497000.0,241906000.0,730096000.0,-93291000.0,849337000.0,105922000.0,3624875000.0,-6114000.0,2180021000.0,-91604000.0,1492067000.0,227706000.0,-204044000.0,32067000.0,-7793000.0,5177919000.0,620420000.0,516593000.0,978089000.0,1112564000.0,0.0,585735000.0,1539800000.0,-2181000.0,450669000.0,1.11,666175000.0,450669000.0,241906000,241906000.0,-41000.0,2240999000.0,0.0,,,,
2013-06-30,223924000.0,,21799000.0,-151811000.0,102397000.0,-64878000.0,176309000.0,-1941431000.0,32923000.0,-3587000.0,8850000.0,778988000.0,-161736000.0,56266000.0,0.0,0.0,88319000.0,247823000.0,1709346000.0,150305000.0,,202495000.0,-8612000.0,2697981000.0,4696868000.0,0.7,,568360000.0,568360000.0,50127000.0,359901000.0,730096000.0,-380658000.0,413144000.0,13534000.0,1508514000,272504000,272504000,,3575141000.0,825000.0,159504000.0,568360000.0,-66191000.0,718574000.0,4585000.0,3650777000.0,-7135000.0,1998887000.0,-91291000.0,1084206000.0,226840000.0,-101520000.0,-144158000.0,-6756000.0,5246132000.0,564080000.0,366288000.0,789940000.0,1121727000.0,-16000000.0,578906000.0,1794493000.0,-148145000.0,446070000.0,0.73,663519000.0,446070000.0,159504000,159504000.0,-250102000.0,2490935000.0,0.0,,,,
2013-09-30,223993000.0,,22455000.0,-71611000.0,110124000.0,-69731000.0,182217000.0,-1945872000.0,33271000.0,-2929000.0,7431000.0,762635000.0,132968000.0,274268000.0,0.0,0.0,115892000.0,348877000.0,1719820000.0,-293452000.0,,200938000.0,204537000.0,2702225000.0,5077919000.0,1.03,,701328000.0,701328000.0,51682000.0,359901000.0,568360000.0,-318787000.0,481593000.0,13594000.0,1853886000,373565000,373565000,,3727344000.0,68449000.0,232985000.0,701328000.0,-69689000.0,855551000.0,38629000.0,3665692000.0,-34901000.0,2375694000.0,-105374000.0,1260768000.0,226887000.0,0.0,15327000.0,1542000.0,5373743000.0,630422000.0,659740000.0,998335000.0,1350575000.0,0.0,580335000.0,1796263000.0,17553000.0,481986000.0,1.07,637042000.0,481986000.0,232985000,232985000.0,-279000.0,2466576000.0,0.0,,,,
2013-12-31,224362000.0,,22919000.0,-25102000.0,166875000.0,-122591000.0,293004000.0,-1974049000.0,104204000.0,-5298000.0,5497000.0,659541000.0,417180000.0,564691000.0,0.0,0.0,100360000.0,286435000.0,1805345000.0,181828000.0,,195244000.0,442100000.0,2870154000.0,5357488000.0,0.82,,1118508000.0,1118508000.0,50476000.0,359901000.0,701328000.0,-166567000.0,461514000.0,14385000.0,1956253000,313603000,313603000,,3741436000.0,-49360000.0,186075000.0,1118508000.0,-122409000.0,857386000.0,79911000.0,3779394000.0,-9063000.0,2487334000.0,-105532000.0,1408022000.0,227357000.0,0.0,307851000.0,20464000.0,5454286000.0,699722000.0,477912000.0,1098867000.0,1616052000.0,0.0,576561000.0,1795142000.0,106494000.0,543783000.0,0.85,434068000.0,543783000.0,186075000,186075000.0,-339000.0,2333414000.0,0.0,,,,
2014-03-31,224213000.0,,22231000.0,-247133000.0,182982000.0,-79507000.0,212724000.0,-2041077000.0,97024000.0,-2925000.0,41902000.0,678755000.0,-112412000.0,203757000.0,0.0,,129826000.0,382321000.0,1909323000.0,-140912000.0,,189537000.0,124250000.0,2883872000.0,5428846000.0,1.11,,1006096000.0,1006096000.0,49303000.0,359901000.0,1118508000.0,-152275000.0,465162000.0,12955000.0,1871813000,406531000,406531000,,3759783000.0,35104000.0,252495000.0,1006096000.0,-69036000.0,871490000.0,172460000.0,3950400000.0,-6691000.0,2544974000.0,-105310000.0,1444445000.0,227046000.0,-271533000.0,-57426000.0,-7917000.0,5601471000.0,623841000.0,620493000.0,1000323000.0,1669063000.0,-73521000.0,572288000.0,1793500000.0,31614000.0,464959000.0,1.16,424814000.0,464959000.0,252495000,252495000.0,-393000.0,2315338000.0,0.0,,,,
2014-06-30,222788000.0,,21872000.0,-244904000.0,198033000.0,-69583000.0,212568000.0,-2080470000.0,106207000.0,-1247000.0,4003000.0,855182000.0,-443495000.0,-31825000.0,0.0,,88562000.0,256730000.0,1943387000.0,196845000.0,97216000.0,190381000.0,-101408000.0,2923160000.0,5184969000.0,0.75,,562601000.0,659817000.0,50830000.0,359901000.0,1006096000.0,-146343000.0,464938000.0,14742000.0,1578350000,278711000,278711000,,3576409000.0,-175939000.0,168168000.0,562601000.0,-166766000.0,717474000.0,75409000.0,4023857000.0,-5954000.0,2261809000.0,-104596000.0,1261565000.0,224981000.0,-164723000.0,-261523000.0,5915000.0,5665043000.0,523185000.0,423648000.0,860876000.0,1608560000.0,-23695000.0,576824000.0,1794830000.0,-177527000.0,438763000.0,0.78,413807000.0,438763000.0,168168000,168168000.0,-396000.0,2314844000.0,0.0,,,,
2014-09-30,221874000.0,,21898000.0,155551000.0,900076000.0,-83176000.0,195247000.0,-2154663000.0,145847000.0,-16372000.0,3257000.0,900743000.0,-85513000.0,215501000.0,0.0,,121682000.0,345423000.0,2078713000.0,-273047000.0,98309000.0,331647000.0,132325000.0,3383981000.0,5916553000.0,1.0,,477088000.0,575397000.0,52873000.0,359901000.0,562601000.0,-176516000.0,522787000.0,14062000.0,1961578000,382568000,382568000,-1093000.0,4308693000.0,117782000.0,223741000.0,477088000.0,-456565000.0,860137000.0,31568000.0,4233376000.0,-28801000.0,2532572000.0,-115250000.0,2192219000.0,223877000.0,-106387000.0,-48428000.0,-8029000.0,5773534000.0,737788000.0,786366000.0,1101441000.0,1607860000.0,0.0,778374000.0,1559770000.0,-19292000.0,477569000.0,1.03,410857000.0,477569000.0,223741000,223741000.0,-286000.0,2116474000.0,0.0,,,,
2014-12-31,221445000.0,,21597000.0,-382816000.0,635501000.0,-138523000.0,142772000.0,-2176706000.0,99373000.0,-25077000.0,7275000.0,801036000.0,-102234000.0,450788000.0,0.0,-33818000.0,119061000.0,321569000.0,2151901000.0,149650000.0,97131000.0,294841000.0,312265000.0,3382469000.0,5629516000.0,0.85,,374854000.0,471985000.0,58526000.0,359901000.0,477088000.0,-358573000.0,482017000.0,12309000.0,2010027000,367386000,367386000,1178000.0,4109986000.0,9206000.0,202508000.0,374854000.0,-170206000.0,887065000.0,4616000.0,4328607000.0,28324000.0,2247047000.0,-115258000.0,1935647000.0,223547000.0,-34112000.0,140909000.0,28827000.0,5860784000.0,813513000.0,596940000.0,1122962000.0,1519530000.0,0.0,792955000.0,1548963000.0,76708000.0,519679000.0,0.94,526003000.0,519679000.0,202508000,202508000.0,-367000.0,2174339000.0,0.0,,,,
2015-03-31,220644000.0,,20007000.0,-76501000.0,899887000.0,-62735000.0,158621000.0,-2206030000.0,136493000.0,-2667000.0,17066000.0,745761000.0,-69164000.0,256402000.0,0.0,-218952000.0,130067000.0,374804000.0,2149215000.0,-5965000.0,99483000.0,407756000.0,193667000.0,3649363000.0,5757462000.0,1.1,,305690000.0,405173000.0,58338000.0,359901000.0,374854000.0,-403812000.0,449149000.0,13889000.0,1937800000,396673000,396673000,,4441564000.0,-124585000.0,244737000.0,305690000.0,-249065000.0,900843000.0,121811000.0,4355245000.0,4934000.0,2108099000.0,-114381000.0,2175130000.0,222719000.0,-306673000.0,-31546000.0,-11577000.0,5991140000.0,704283000.0,606687000.0,1036957000.0,1315898000.0,0.0,933771000.0,1560265000.0,79220000.0,504170000.0,1.14,569676000.0,504170000.0,244737000,244737000.0,-328000.0,2266434000.0,0.0,,,,
2015-06-30,219613000.0,,20033000.0,-139053000.0,866427000.0,-89618000.0,147655000.0,-2242679000.0,130124000.0,-277122000.0,4045000.0,873996000.0,-3031000.0,224546000.0,0.0,298000.0,83805000.0,-16136000.0,2180326000.0,139347000.0,99310000.0,402567000.0,134928000.0,3441883000.0,5449330000.0,-0.47,,302659000.0,401969000.0,60463000.0,359901000.0,305690000.0,-316325000.0,423379000.0,12726000.0,1578825000,279863000,64360000,,4248445000.0,-1161000.0,-99941000.0,302659000.0,-88524000.0,735408000.0,21101000.0,4423005000.0,252120000.0,2007447000.0,-114581000.0,2018272000.0,219613000.0,-8991000.0,17047000.0,-8467000.0,5776618000.0,707365000.0,443452000.0,843417000.0,1150259000.0,0.0,711335000.0,1547399000.0,-138993000.0,455545000.0,-0.47,552650000.0,455545000.0,-99941000,-99941000.0,-332000.0,2230173000.0,0.0,,,,
2015-09-30,218731000.0,,19519000.0,-71837000.0,938402000.0,-85540000.0,155123000.0,-2271543000.0,123095000.0,-98153000.0,-36415000.0,813583000.0,41254000.0,106916000.0,0.0,-3775000.0,91867000.0,246638000.0,2187736000.0,-319538000.0,0.0,388747000.0,21376000.0,3421290000.0,5630620000.0,0.7,,343913000.0,343913000.0,64054000.0,359901000.0,302659000.0,-383935000.0,448599000.0,13374000.0,1960779000,391758000,391758000,,4693494000.0,69856000.0,154771000.0,343913000.0,6175000.0,892064000.0,40619000.0,4459279000.0,26415000.0,2209330000.0,-124108000.0,2235241000.0,220075000.0,-251816000.0,-167200000.0,9659000.0,5807281000.0,807621000.0,760789000.0,1068715000.0,937126000.0,0.0,689684000.0,1830186000.0,57709000.0,500306000.0,0.73,504972000.0,500306000.0,154771000,154771000.0,-350382000.0,2458253000.0,0.0,,,,
2015-12-31,217237000.0,,21423000.0,-467771000.0,863436000.0,-118917000.0,155366000.0,-2276843000.0,53188000.0,-37645000.0,-8127000.0,750970000.0,2616000.0,626592000.0,0.0,-26945000.0,83157000.0,296541000.0,2240460000.0,161716000.0,0.0,379305000.0,507675000.0,3495773000.0,5344371000.0,0.98,0.0,346529000.0,346529000.0,62073000.0,359901000.0,343913000.0,-371025000.0,474266000.0,11544000.0,1909222000,354912000,354912000,,4296909000.0,54873000.0,213384000.0,346529000.0,-145841000.0,854360000.0,23243000.0,4517303000.0,0.0,1848598000.0,-123062000.0,2217912000.0,218542000.0,-15143000.0,352108000.0,-28152000.0,5897603000.0,856967000.0,599073000.0,1054862000.0,1047462000.0,0.0,684252000.0,1557091000.0,54113000.0,499448000.0,1.01,468718000.0,499448000.0,213384000,213384000.0,-4404000.0,2078997000.0,0.0,,,,
2016-03-31,216295000.0,,21350000.0,-271235000.0,1020580000.0,-41439000.0,185104000.0,-2315655000.0,52604000.0,15092000.0,-29671000.0,770382000.0,-60571000.0,257115000.0,0.0,-9672000.0,109897000.0,339729000.0,2230071000.0,55046000.0,,375309000.0,215676000.0,3532922000.0,5305840000.0,1.06,,285958000.0,285958000.0,59913000.0,359901000.0,346529000.0,-379738000.0,436343000.0,11678000.0,1828812000,345642000,345642000,,4426487000.0,-106279000.0,229832000.0,285958000.0,-49177000.0,817376000.0,110256000.0,4545726000.0,-35489000.0,1772918000.0,-122367000.0,2336972000.0,217487000.0,-303950000.0,-4912000.0,-3409000.0,6005068000.0,769793000.0,544027000.0,1011436000.0,879353000.0,0.0,690654000.0,1571388000.0,-19412000.0,471734000.0,1.09,465523000.0,471734000.0,229832000,229832000.0,0.0,2089515000.0,0.0,,,,
2016-06-30,213394000.0,,21611000.0,230634000.0,1497198000.0,-62670000.0,73032000.0,-2369001000.0,53988000.0,-30233000.0,8722000.0,871285000.0,-35773000.0,89983000.0,0.0,-292465000.0,87340000.0,233296000.0,2198615000.0,63886000.0,,603934000.0,27313000.0,3759785000.0,5567384000.0,0.68,,250185000.0,250185000.0,96866000.0,359901000.0,285958000.0,-396681000.0,455225000.0,14530000.0,1637671000,284867000,351773000,,4792723000.0,-14656000.0,145956000.0,250185000.0,-355412000.0,747398000.0,102000.0,4567616000.0,-7705000.0,1807599000.0,-120772000.0,2671446000.0,214504000.0,-148630000.0,-158204000.0,-2206000.0,6030252000.0,718921000.0,483545000.0,890273000.0,727950000.0,0.0,818380000.0,1571179000.0,-91575000.0,462531000.0,0.7,113266000.0,462531000.0,145956000,145956000.0,0.0,2121277000.0,0.0,,,,
2016-09-30,213879000.0,,24741000.0,90363000.0,862407000.0,-64116000.0,82933000.0,-2420592000.0,45133000.0,-24130000.0,6165000.0,843519000.0,83148000.0,75441000.0,0.0,-18632000.0,100434000.0,327837000.0,2159589000.0,-276074000.0,,595643000.0,11325000.0,3714896000.0,5845413000.0,1.06,,333333000.0,333333000.0,85122000.0,359901000.0,250185000.0,-396822000.0,458028000.0,14491000.0,2003454000,376354000,437700000,,4903341000.0,-38936000.0,227403000.0,333333000.0,-81373000.0,850848000.0,13588000.0,4580181000.0,-26022000.0,2130517000.0,-128567000.0,2017035000.0,215161000.0,0.0,-233101000.0,-7088000.0,6129088000.0,683012000.0,759619000.0,1152606000.0,895445000.0,0.0,816133000.0,2362466000.0,27766000.0,474494000.0,1.09,116203000.0,474494000.0,227403000,227403000.0,-250000000.0,2886306000.0,0.0,,,,
2016-12-31,212855000.0,,24246000.0,-484205000.0,632714000.0,-101251000.0,168365000.0,-2397790000.0,39587000.0,-13618000.0,1084000.0,745678000.0,-36366000.0,560936000.0,0.0,-8860000.0,81766000.0,198619000.0,2177248000.0,178238000.0,,492737000.0,459685000.0,3707555000.0,5524333000.0,0.55,0.0,296967000.0,296967000.0,59936000.0,359901000.0,333333000.0,-375888000.0,522536000.0,14086000.0,1970244000,235650000,235650000,,4696646000.0,87576000.0,116853000.0,296967000.0,-109492000.0,742269000.0,3207000.0,4575038000.0,93941000.0,1816778000.0,-127769000.0,1909443000.0,213934000.0,-139970000.0,290774000.0,-25394000.0,6115961000.0,750986000.0,581381000.0,1227975000.0,827687000.0,0.0,812344000.0,2347455000.0,97186000.0,506619000.0,0.56,400161000.0,506619000.0,116853000,116853000.0,-250000000.0,2787203000.0,0.0,,,,
2017-03-31,212933000.0,,23970000.0,-256874000.0,487645000.0,-33297000.0,163661000.0,-2389550000.0,35499000.0,-252558000.0,0.0,795404000.0,-61936000.0,234462000.0,0.0,-7948000.0,70113000.0,168361000.0,2050439000.0,-14398000.0,,381716000.0,201165000.0,3468524000.0,5342385000.0,0.58,,235031000.0,235031000.0,64952000.0,359901000.0,296967000.0,-357410000.0,499149000.0,12122000.0,1879678000,444660000,444660000,,4496932000.0,-124664000.0,125044000.0,235031000.0,-40684000.0,906560000.0,77244000.0,4439989000.0,11512000.0,1873861000.0,-128017000.0,1710917000.0,214522000.0,0.0,-146304000.0,-14780000.0,6112471000.0,646879000.0,595779000.0,973118000.0,845453000.0,0.0,814882000.0,2350941000.0,-49726000.0,461900000.0,0.6,399575000.0,461900000.0,98248000,125044000.0,-94000.0,2786015000.0,0.0,,,,
2017-06-30,213086000.0,,24424000.0,-58266000.0,622054000.0,-51390000.0,182980000.0,-2336655000.0,21081000.0,-12079000.0,0.0,936437000.0,-20969000.0,101272000.0,0.0,-14467000.0,78390000.0,281117000.0,2033790000.0,178322000.0,,378271000.0,49882000.0,3468699000.0,5380228000.0,0.95,,214062000.0,214062000.0,67127000.0,359901000.0,235031000.0,-355964000.0,471545000.0,12435000.0,1662991000,317322000,317322000,,4510246000.0,-49340000.0,203501000.0,214062000.0,-65553000.0,763210000.0,6863000.0,4370445000.0,14906000.0,1911529000.0,-128111000.0,1742205000.0,214640000.0,-99992000.0,-176482000.0,-29704000.0,6187409000.0,641743000.0,417457000.0,899781000.0,869982000.0,0.0,818068000.0,2349756000.0,-141033000.0,445888000.0,0.98,397204000.0,445888000.0,202727000,203501000.0,-56000.0,2768041000.0,0.0,,,,
2017-09-30,212038000.0,,24922000.0,-150579000.0,1115684000.0,-64236000.0,174611000.0,-2360964000.0,22303000.0,-17650000.0,0.0,938187000.0,60994000.0,290165000.0,0.0,-17562000.0,126788000.0,400801000.0,2050124000.0,-325375000.0,,375455000.0,225929000.0,3441023000.0,5655477000.0,1.28,,275056000.0,275056000.0,62234000.0,359901000.0,214062000.0,-337027000.0,529442000.0,13409000.0,2033121000,443040000,443040000,-17562000.0,4816501000.0,158624000.0,273303000.0,275056000.0,-80905000.0,940222000.0,19109000.0,4411088000.0,33711000.0,2214454000.0,-135717000.0,2337670000.0,213392000.0,-200320000.0,-136563000.0,29625000.0,6325011000.0,673435000.0,742832000.0,1092899000.0,838976000.0,0.0,822348000.0,2054132000.0,-1750000.0,497182000.0,1.32,402396000.0,497182000.0,274013000,273303000.0,-54000.0,2478831000.0,0.0,,,,
2017-12-31,211107000.0,,26750000.0,-378049000.0,859457000.0,-108752000.0,146998000.0,-2354026000.0,45656000.0,-39879000.0,0.0,752836000.0,105123000.0,623616000.0,0.0,-38621000.0,78840000.0,260389000.0,2106697000.0,154570000.0,,474037000.0,514864000.0,3551816000.0,5553726000.0,0.85,,380179000.0,380179000.0,67540000.0,359901000.0,275056000.0,-313746000.0,523229000.0,13095000.0,1939636000,326094000,326094000,-38621000.0,4622161000.0,-37580000.0,181133000.0,380179000.0,-141522000.0,834527000.0,17723000.0,4460723000.0,17162000.0,2001910000.0,-134427000.0,2076543000.0,212596000.0,0.0,268619000.0,33441000.0,6371082000.0,676134000.0,588262000.0,1105109000.0,915338000.0,0.0,821061000.0,2061023000.0,121105000.0,508433000.0,0.88,184209000.0,508433000.0,181549000,181133000.0,204000.0,2545618000.0,0.0,,,,
2018-03-31,210734000.0,,31554000.0,725905000.0,2549547000.0,-60133000.0,262095000.0,-2405274000.0,142516000.0,-10166000.0,-42500000.0,782460000.0,96255000.0,352057000.0,28918000.0,-921738000.0,98512000.0,449231000.0,2119016000.0,-9882000.0,,1032848000.0,291924000.0,5062302000.0,7332798000.0,1.65,,476434000.0,476434000.0,74416000.0,359901000.0,380179000.0,-354475000.0,519988000.0,10458000.0,1971959000,488736000,488736000,,6343143000.0,-146623000.0,350203000.0,476434000.0,-981759000.0,974060000.0,12263000.0,4524290000.0,9055000.0,2270496000.0,-134300000.0,3705507000.0,211955000.0,-178073000.0,-95546000.0,2521000.0,6634316000.0,623709000.0,614295000.0,997899000.0,973428000.0,,1645274000.0,2059934000.0,-11266000.0,485324000.0,1.71,435186000.0,485324000.0,350719000,350203000.0,-607922000.0,2637636000.0,133155000.0,,,,
2018-06-30,209568000.0,,36764000.0,-172746000.0,1351328000.0,-75786000.0,262704000.0,-2451270000.0,141199000.0,-48914000.0,-29500000.0,916440000.0,-9082000.0,250825000.0,38021000.0,-22746000.0,36687000.0,260006000.0,2083840000.0,110746000.0,,1016312000.0,175039000.0,5040548000.0,7405653000.0,1.08,,467352000.0,467352000.0,76580000.0,359901000.0,476434000.0,-367818000.0,496865000.0,13088000.0,1751615000,343872000,343872000,,6341836000.0,-15431000.0,226855000.0,467352000.0,-82521000.0,793420000.0,30336000.0,4535110000.0,5157000.0,2365105000.0,-133579000.0,2514257000.0,210378000.0,-21592000.0,-112376000.0,-1441000.0,6727127000.0,635728000.0,501863000.0,958195000.0,1047590000.0,,1674966000.0,3249689000.0,-135824000.0,449548000.0,1.11,436691000.0,449548000.0,223319000,226855000.0,1382000.0,3827579000.0,162009000.0,,,,
2018-09-30,209775000.0,,38735000.0,-24143000.0,1452341000.0,-105295000.0,261248000.0,-2491023000.0,144980000.0,-15802000.0,0.0,880673000.0,356435000.0,289979000.0,,-5143000.0,91441000.0,356854000.0,2092899000.0,-313057000.0,,1008051000.0,184684000.0,5042143000.0,7836189000.0,1.25,,823787000.0,823787000.0,74807000.0,359901000.0,467352000.0,-335954000.0,581481000.0,12122000.0,2079593000,409572000,409572000,,6586917000.0,160389000.0,263713000.0,823787000.0,92041000.0,863493000.0,61030000.0,4583922000.0,8221000.0,2794046000.0,-147299000.0,2758826000.0,210681000.0,0.0,-75799000.0,263000.0,6843057000.0,663974000.0,814923000.0,1216100000.0,1233045000.0,,1677101000.0,3253879000.0,35189000.0,453921000.0,1.29,429232000.0,453921000.0,265413000,263713000.0,-304311000.0,3828091000.0,185693000.0,,,,
