date,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyBasicAverageShares,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue
2003-12-31,340711000.0,-184000.0,130317000.0,-63386000.0,-48490000.0,67436000.0,67436000,604441000.0,,736797000.0,700000.0,569452000.0,36256000.0,309959000.0,,626002000.0,7090000.0,469823000.0,,18664000.0,310284000.0,66962000.0,1001070000.0,66931000.0,3228918000.0,67436000.0,2078578000.0,,,,85626000.0,85626000.0,,10839000.0,70203000.0,56149000.0,1933492000.0,-34234000.0,,212287000.0,40401000.0,,3688000.0,486643000.0,956466000,,1831377000.0,114303000,-64201000.0,85626000.0,5779000.0,,,-18770000.0,-28198000.0,170452000,1081550000.0,,,103692000.0,372340000.0,1359879000.0,851942000.0,,,1150340000.0,372812000.0,1295426000.0,5912000.0,,,-1094580000.0,52933000.0,477109000.0,,,
2004-03-31,354058000.0,-37000.0,90543000.0,-68454000.0,53372000.0,66006000.0,66006000,620642000.0,,773271000.0,-3805000.0,580967000.0,38960000.0,326950000.0,,666105000.0,11662000.0,474094000.0,,-39304000.0,311072000.0,85626000.0,1138567000.0,22089000.0,3451174000.0,66006000.0,2265896000.0,,,,46322000.0,46322000.0,0.26,11173000.0,170246000.0,61286000.0,2105518000.0,-42460000.0,257025000.0,223880000.0,1822000.0,,28043000.0,505277000.0,979371000,,1867851000.0,116139000,-183676000.0,46322000.0,-5170000.0,,,-20596000.0,-34876000.0,177425000,1130425000.0,0.25,,104966000.0,389138000.0,1405297000.0,975093000.0,260227000.0,,1185278000.0,385333000.0,1345656000.0,-701000.0,,,-1094580000.0,69224000.0,509783000.0,,,
2004-06-30,341062000.0,243000.0,142587000.0,-60711000.0,-80111000.0,78293000.0,78293000,611385000.0,,771963000.0,254000.0,582290000.0,46359000.0,322453000.0,,676158000.0,11419000.0,504609000.0,,-5076000.0,311805000.0,46322000.0,1119201000.0,81876000.0,3412832000.0,78293000.0,2232226000.0,,,,41246000.0,41246000.0,0.3,11217000.0,100976000.0,61403000.0,2018110000.0,4731000.0,257135000.0,226164000.0,-1892000.0,,10380000.0,538102000.0,1042711000,,1866543000.0,135869000,-67049000.0,41246000.0,759000.0,,,-20588000.0,-6460000.0,197272000,1108680000.0,0.3,,124652000.0,402233000.0,1463000000.0,909430000.0,260905000.0,,1180606000.0,402487000.0,1394722000.0,-1410000.0,,,-1094580000.0,64390000.0,497295000.0,,,
2004-09-30,343111000.0,-770000.0,183647000.0,-59414000.0,-96436000.0,94947000.0,94947000,611378000.0,,783210000.0,-1345000.0,632755000.0,52429000.0,325951000.0,,739057000.0,4901000.0,519669000.0,,30851000.0,313940000.0,41246000.0,1156546000.0,124233000.0,3549412000.0,94947000.0,2282867000.0,,,,72097000.0,72097000.0,0.37,11566000.0,83312000.0,62510000.0,2078886000.0,25338000.0,258368000.0,251921000.0,-70000.0,,11383000.0,570647000.0,1090316000,,1877790000.0,158942000,-56396000.0,72097000.0,-4693000.0,,,-20591000.0,-62955000.0,221452000,1110898000.0,0.36,,147376000.0,411705000.0,1537303000.0,967988000.0,262252000.0,,1266545000.0,410360000.0,1470526000.0,-1390000.0,,,-1094580000.0,53456000.0,499520000.0,,,
2004-12-31,381472000.0,-236000.0,165687000.0,-87292000.0,-82250000.0,71242000.0,71242000,645445000.0,,834730000.0,429000.0,613854000.0,40542000.0,338603000.0,,738266000.0,32007000.0,532908000.0,,-866000.0,315743000.0,72097000.0,1220906000.0,78395000.0,3716174000.0,71242000.0,2437108000.0,,,,71231000.0,71231000.0,,11388000.0,56132000.0,62183000.0,2153655000.0,9892000.0,,269561000.0,24449000.0,,71746000.0,539627000.0,1072535000,,2049034000.0,123172000,-86470000.0,71231000.0,3623000.0,,,-20644000.0,-61123000.0,185355000,1214108000.0,,,111784000.0,416455000.0,1585957000.0,939547000.0,,,1279066000.0,416884000.0,1562519000.0,-6187000.0,,,-1214304000.0,54928000.0,568663000.0,,,
2005-03-31,380073000.0,0.0,65593000.0,-58156000.0,27394000.0,74648000.0,74648000,566636000.0,,838759000.0,0.0,580687000.0,40531000.0,345921000.0,,767857000.0,23804000.0,526556000.0,,12216000.0,317126000.0,71231000.0,1232494000.0,7437000.0,3798334000.0,74648000.0,2451326000.0,,,,83447000.0,83447000.0,0.29,11190000.0,276282000.0,65041000.0,2266753000.0,-72543000.0,256272000.0,257933000.0,-1590000.0,,75587000.0,543324000.0,1069880000,,2053063000.0,126369000,-80808000.0,83447000.0,-7715000.0,,,-22590000.0,-118569000.0,191410000,1151851000.0,0.29,,115179000.0,416955000.0,1638165000.0,1114902000.0,260044000.0,,1347008000.0,416955000.0,1531581000.0,-2706000.0,,,-1214304000.0,73962000.0,585215000.0,,,
2005-06-30,364977000.0,0.0,167729000.0,-70998000.0,-63438000.0,86577000.0,86577000,537912000.0,,833025000.0,0.0,588418000.0,47618000.0,334816000.0,,767612000.0,4478000.0,570659000.0,,26576000.0,317399000.0,83447000.0,1176894000.0,96731000.0,3730483000.0,86577000.0,2374896000.0,,,,110023000.0,110023000.0,0.34,12184000.0,230530000.0,65282000.0,2177556000.0,14673000.0,255474000.0,249437000.0,709000.0,,26639000.0,588005000.0,1158664000,,2047329000.0,146379000,-76492000.0,110023000.0,2355000.0,,,-22440000.0,-438000.0,211661000,1109171000.0,0.33,,134195000.0,441626000.0,1702377000.0,1068385000.0,258872000.0,,1355587000.0,441626000.0,1552927000.0,-1680000.0,,,-1214304000.0,69174000.0,571259000.0,,,
2005-09-30,364644000.0,0.0,197548000.0,-64330000.0,-81266000.0,103742000.0,103742000,539019000.0,,837850000.0,0.0,632327000.0,56305000.0,337518000.0,,801981000.0,9935000.0,572406000.0,,55285000.0,317966000.0,110023000.0,1178523000.0,133218000.0,3828582000.0,103742000.0,2381017000.0,,,,165308000.0,165308000.0,0.41,11529000.0,169529000.0,64588000.0,2184252000.0,24521000.0,255817000.0,264196000.0,4320000.0,,30666000.0,592367000.0,1164773000,,2052154000.0,171576000,-60903000.0,165308000.0,207000.0,,,-22381000.0,-7626000.0,236164000,1118200000.0,0.4,,160047000.0,420791000.0,1783722000.0,1066052000.0,259086000.0,,1447565000.0,420791000.0,1644330000.0,-1046000.0,,,-1214304000.0,68914000.0,579181000.0,,,
2005-12-31,399504000.0,0.0,159266000.0,-75299000.0,-28718000.0,54514000.0,54514000,519374000.0,,835503000.0,0.0,614795000.0,34247000.0,325574000.0,,743520000.0,23191000.0,579210000.0,125063000.0,-60930000.0,318603000.0,165308000.0,1139955000.0,83967000.0,3796628000.0,54514000.0,2374962000.0,,,,229441000.0,104378000.0,,9335000.0,226927000.0,62024000.0,2147418000.0,33567000.0,,277635000.0,-16460000.0,,9764000.0,562305000.0,1141515000,,2038338000.0,98096000,-190909000.0,104378000.0,7706000.0,,,-22396000.0,-86633000.0,160120000,1028061000.0,,,88761000.0,464209000.0,1719201000.0,1119357000.0,,,1421666000.0,464209000.0,1649210000.0,-5517000.0,,,-1202835000.0,57251000.0,508687000.0,,,
2006-03-31,453378000.0,5891000.0,-760000.0,-62841000.0,-109491000.0,77886000.0,77886000,522382000.0,,841977000.0,0.0,568948000.0,43243000.0,341556000.0,,769695000.0,28936000.0,552491000.0,,-41444000.0,320028000.0,104378000.0,198743000.0,-63601000.0,3748315000.0,77886000.0,2438900000.0,,125063000.0,,62934000.0,62934000.0,0.31,10328000.0,191621000.0,65357000.0,2059955000.0,-142404000.0,253540000.0,266644000.0,-2679000.0,,25842000.0,567584000.0,1120075000,,2044812000.0,131457000,68403000.0,62934000.0,-13577000.0,,,-25527000.0,-81101000.0,196814000,1032742000.0,0.3,,121129000.0,436127000.0,1771736000.0,1027213000.0,258055000.0,,1309415000.0,436127000.0,1688360000.0,0.0,944802000.0,,-1202835000.0,70156000.0,510360000.0,,,
2006-06-30,450235000.0,3651000.0,176895000.0,-87361000.0,-52333000.0,93179000.0,93179000,544846000.0,,864894000.0,0.0,603751000.0,48934000.0,348117000.0,,831762000.0,16837000.0,608003000.0,,42951000.0,320831000.0,62934000.0,200401000.0,89534000.0,3911283000.0,93179000.0,2492914000.0,,0.0,,105885000.0,105885000.0,0.37,11014000.0,262605000.0,67970000.0,2213297000.0,4832000.0,252152000.0,274803000.0,5311000.0,,47167000.0,617881000.0,1225884000,,2067729000.0,153127000,-82433000.0,105885000.0,2727000.0,,,-25351000.0,-109129000.0,221097000,1072138000.0,0.36,,142113000.0,464754000.0,1839768000.0,1141159000.0,256692000.0,,1418369000.0,464754000.0,1697986000.0,0.0,977384000.0,,-1202835000.0,69883000.0,527292000.0,,,
2006-09-30,480924000.0,4923000.0,228042000.0,-84570000.0,-140743000.0,110359000.0,110359000,542948000.0,,874793000.0,0.0,645366000.0,59786000.0,354225000.0,,866214000.0,22896000.0,625554000.0,,-51693000.0,321860000.0,105885000.0,222749000.0,143472000.0,4006876000.0,110359000.0,2600585000.0,,0.0,,54192000.0,54192000.0,0.44,11219000.0,190008000.0,68553000.0,2243757000.0,48940000.0,251573000.0,310597000.0,-2127000.0,,50512000.0,653301000.0,1278855000,,2077628000.0,181364000,-138953000.0,54192000.0,-3970000.0,,1911000.0,-25148000.0,-60582000.0,249917000,1097786000.0,0.43,,170145000.0,471937000.0,1924982000.0,1145971000.0,256657000.0,,1406291000.0,471937000.0,1763119000.0,0.0,1022119000.0,,-1202835000.0,66563000.0,554838000.0,,,
2006-12-31,178339000.0,3015000.0,223387000.0,-86167000.0,286206000.0,87191000.0,87191000,557058000.0,92478000.0,951569000.0,0.0,662894000.0,46646000.0,364886000.0,,867541000.0,19277000.0,630010000.0,,429837000.0,322578000.0,54192000.0,223787000.0,137220000.0,4419365000.0,87191000.0,2565808000.0,,0.0,,484029000.0,484029000.0,,11857000.0,508978000.0,66689000.0,2739135000.0,79586000.0,,330858000.0,-19311000.0,,-96512000.0,640990000.0,1271000000,,2318206000.0,145694000,-81001000.0,484029000.0,-3167000.0,,7962000.0,-25148000.0,-31952000.0,212383000,1236405000.0,,,133837000.0,495296000.0,1983272000.0,1502730000.0,,,1853557000.0,495296000.0,1680230000.0,0.0,1035929000.0,,-1366637000.0,50231000.0,586869000.0,,,
2007-03-31,314900000.0,4000000.0,86000000.0,-69500000.0,-438800000.0,89500000.0,89500000,557300000.0,,955800000.0,0.0,588300000.0,47200000.0,368900000.0,,882300000.0,26400000.0,615700000.0,,-429800000.0,323600000.0,484000000.0,228700000.0,16500000.0,3993400000.0,89500000.0,2536200000.0,,,,54200000.0,54200000.0,0.36,15200000.0,234400000.0,70200000.0,2392000000.0,-81100000.0,249700000.0,327100000.0,3700000.0,,-88800000.0,638500000.0,1254200000,,2322437000.0,148400000,-77100000.0,54200000.0,-2700000.0,,3500000.0,-28900000.0,-172900000.0,218600000,1242200000.0,0.35,,136700000.0,490100000.0,2049300000.0,1149800000.0,254500000.0,,1457200000.0,490100000.0,1601400000.0,0.0,1036800000.0,,-1366637000.0,74200000.0,684900000.0,,,
2007-06-30,319900000.0,4600000.0,221300000.0,-79500000.0,-114100000.0,110300000.0,110300000,563900000.0,,987500000.0,0.0,654200000.0,49300000.0,387900000.0,,930800000.0,15900000.0,669500000.0,,18000000.0,324400000.0,54200000.0,229400000.0,141800000.0,4140400000.0,110300000.0,2600800000.0,,,,72200000.0,72200000.0,0.45,14300000.0,295200000.0,72300000.0,2550700000.0,41900000.0,246000000.0,338100000.0,-7500000.0,,-58600000.0,692900000.0,1362400000,,2354137000.0,173000000,-89900000.0,72200000.0,-21400000.0,,5100000.0,-28700000.0,-163400000.0,245300000,1263200000.0,0.44,,159600000.0,519900000.0,2131300000.0,1287500000.0,250700000.0,,1539600000.0,519900000.0,1589700000.0,0.0,1064000000.0,,-1366637000.0,68700000.0,699300000.0,,,
2007-09-30,322400000.0,4200000.0,236400000.0,-109900000.0,-65500000.0,114000000.0,114000000,569900000.0,,1019800000.0,-27800000.0,740700000.0,44800000.0,396000000.0,,969400000.0,20700000.0,690100000.0,,34600000.0,325200000.0,72200000.0,229700000.0,126500000.0,4263200000.0,114000000.0,2658200000.0,,,,106800000.0,106800000.0,0.46,14200000.0,265300000.0,73200000.0,2561800000.0,45500000.0,245200000.0,316000000.0,-1700000.0,,-42300000.0,723100000.0,1413200000,,2386437000.0,171600000,-136300000.0,106800000.0,3300000.0,,3100000.0,-28200000.0,-28200000.0,244800000,1239800000.0,0.46,,158800000.0,551500000.0,2217100000.0,1322000000.0,249700000.0,,1605000000.0,523700000.0,1701400000.0,0.0,1086300000.0,,-1366637000.0,61800000.0,669900000.0,,,
2007-12-31,314000000.0,7800000.0,253900000.0,-102600000.0,136000000.0,113400000.0,113400000,599900000.0,86100000.0,1083400000.0,8100000.0,771100000.0,47800000.0,450800000.0,,974000000.0,33700000.0,716400000.0,,30600000.0,326500000.0,106800000.0,328900000.0,151300000.0,4722800000.0,113400000.0,3005500000.0,,,,137400000.0,137400000.0,,7300000.0,403500000.0,76200000.0,2787100000.0,56500000.0,,343700000.0,8000000.0,,63100000.0,723400000.0,1439800000,,2618400000.0,174300000,-360400000.0,137400000.0,1500000.0,,5600000.0,-28200000.0,-6900000.0,250500000,1268800000.0,,,161200000.0,549100000.0,2298400000.0,1518300000.0,,,1717300000.0,557200000.0,1935700000.0,0.0,1279200000.0,,-1535000000.0,65700000.0,582800000.0,,,
2008-03-31,403900000.0,3200000.0,137000000.0,-92200000.0,252500000.0,102900000.0,102900000,864900000.0,,1131800000.0,-1900000.0,772800000.0,42800000.0,475700000.0,,1026200000.0,15800000.0,738300000.0,,82100000.0,327100000.0,137400000.0,385200000.0,44800000.0,5234300000.0,102900000.0,3343300000.0,,,,219500000.0,219500000.0,0.42,17300000.0,444000000.0,84900000.0,3174900000.0,-51000000.0,247000000.0,387400000.0,-5500000.0,,107800000.0,719600000.0,1457900000,,2666800000.0,160500000,-309600000.0,219500000.0,-15400000.0,,4100000.0,-32000000.0,-18600000.0,245400000,1570700000.0,0.41,,145700000.0,559100000.0,2369200000.0,1604200000.0,251500000.0,,1891000000.0,557200000.0,2059400000.0,-21000000.0,1422400000.0,,-1535000000.0,88800000.0,705800000.0,,,
2008-06-30,251600000.0,900000.0,173700000.0,-108000000.0,-98100000.0,139000000.0,139000000,876000000.0,89100000.0,1157300000.0,19300000.0,786500000.0,56200000.0,499100000.0,,1082100000.0,6000000.0,798800000.0,,2500000.0,327400000.0,219500000.0,374800000.0,65700000.0,5355500000.0,139000000.0,3363000000.0,,,,222000000.0,222000000.0,0.56,17800000.0,376100000.0,85100000.0,3156800000.0,-38200000.0,247100000.0,399100000.0,700000.0,,126900000.0,771200000.0,1570000000,,2805300000.0,210500000,-77400000.0,222000000.0,-15400000.0,,6400000.0,-32200000.0,-1600000.0,295600000,1595100000.0,0.55,,195200000.0,560700000.0,2476100000.0,1561700000.0,251400000.0,,1992500000.0,580000000.0,2198700000.0,0.0,1439600000.0,,-1648000000.0,93100000.0,630000000.0,,,
2008-09-30,310600000.0,3400000.0,185500000.0,-99600000.0,-203500000.0,126200000.0,126200000,859400000.0,,1161300000.0,-11800000.0,764100000.0,59500000.0,500200000.0,,1100800000.0,13800000.0,834300000.0,,-119900000.0,327900000.0,222000000.0,355900000.0,85900000.0,5113900000.0,126200000.0,3219700000.0,,,,102100000.0,102100000.0,0.51,17900000.0,179000000.0,85200000.0,2880600000.0,-95700000.0,247500000.0,394900000.0,75200000.0,,45600000.0,792000000.0,1626300000,,2805700000.0,201700000,-99600000.0,102100000.0,-17700000.0,,3800000.0,-32100000.0,-700000.0,286900000,1542600000.0,0.5,,185700000.0,590300000.0,2570100000.0,1338000000.0,251800000.0,,1894200000.0,578500000.0,2233300000.0,0.0,1391900000.0,,-1644400000.0,99700000.0,683200000.0,,,
2008-12-31,336200000.0,200000.0,257000000.0,-94700000.0,-186500000.0,80000000.0,80000000,799300000.0,74200000.0,1135200000.0,-31500000.0,743400000.0,44300000.0,467200000.0,,971000000.0,800000.0,770200000.0,,-35400000.0,328000000.0,102100000.0,326700000.0,162300000.0,4756900000.0,80000000.0,3065800000.0,,,,66700000.0,66700000.0,,17800000.0,338900000.0,79500000.0,3185300000.0,49400000.0,,359600000.0,10200000.0,,-359100000.0,713100000.0,1483300000,,2652300000.0,139800000,-94100000.0,66700000.0,-9000000.0,,30200000.0,-32200000.0,-316300000.0,219300000,1743400000.0,,,124300000.0,573300000.0,2617000000.0,1441900000.0,,,1691100000.0,541800000.0,1571600000.0,0.0,1267700000.0,,-1517100000.0,91500000.0,869900000.0,,,
2009-03-31,161400000.0,200000.0,27400000.0,-59200000.0,48700000.0,57400000.0,57700000,797800000.0,73000000.0,1114000000.0,-26500000.0,445700000.0,24000000.0,467600000.0,213900000.0,913300000.0,,707900000.0,,12800000.0,328000000.0,66700000.0,317600000.0,-31800000.0,4703800000.0,57400000.0,3020700000.0,,,45000000.0,79500000.0,79500000.0,0.24,17800000.0,420600000.0,80400000.0,3111700000.0,-115300000.0,236100000.0,308900000.0,5800000.0,-48200000.0,-379900000.0,640300000.0,1348200000,32300000.0,2652000000.0,124000000,-63000000.0,79500000.0,-5800000.0,7900000.0,2300000.0,-33000000.0,-100000.0,179900000,1690300000.0,0.24,-4500000.0,81700000.0,516300000.0,2641400000.0,1421400000.0,238100000.0,,1683100000.0,516300000.0,1584900000.0,0.0,1260800000.0,-2000000.0,-1538000000.0,130100000.0,183200000.0,,,
2009-06-30,359800000.0,1000000.0,272000000.0,-65800000.0,-205200000.0,99500000.0,99900000,842800000.0,80100000.0,1142900000.0,-25000000.0,481900000.0,50300000.0,476700000.0,235300000.0,970600000.0,,725100000.0,,3200000.0,328400000.0,79500000.0,319300000.0,206200000.0,4928300000.0,99100000.0,3178400000.0,,,8600000.0,82700000.0,82700000.0,0.42,15200000.0,241800000.0,84600000.0,3116200000.0,57500000.0,236500000.0,343700000.0,-2000000.0,15700000.0,-244300000.0,716400000.0,1441500000,37200000.0,2795200000.0,190000000,-65900000.0,82700000.0,22100000.0,7000000.0,3400000.0,-33400000.0,-300000.0,165000000,1776300000.0,0.41,-700000.0,149800000.0,526400000.0,2707400000.0,1339900000.0,239500000.0,,1749900000.0,526400000.0,1804100000.0,0.0,1356400000.0,-101000000.0,-1652300000.0,122200000.0,268300000.0,,,
2009-09-30,341700000.0,4700000.0,232100000.0,-73700000.0,-136300000.0,145000000.0,145200000,850000000.0,80200000.0,1149100000.0,-5400000.0,501800000.0,62700000.0,474800000.0,271800000.0,1013000000.0,,763900000.0,,24800000.0,329500000.0,82700000.0,312200000.0,158400000.0,4988800000.0,145000000.0,3172800000.0,,,-30500000.0,107500000.0,107500000.0,0.61,15100000.0,121000000.0,83600000.0,3018800000.0,48100000.0,237000000.0,367300000.0,16400000.0,19800000.0,-224600000.0,782500000.0,1546400000,31000000.0,2854900000.0,228400000,-73000000.0,107500000.0,5400000.0,8000000.0,1700000.0,-33100000.0,-11100000.0,223000000,1725900000.0,0.6,-1900000.0,207900000.0,554100000.0,2819200000.0,1292900000.0,240600000.0,,1816000000.0,554100000.0,1961800000.0,0.0,1369800000.0,-121800000.0,-1705800000.0,126900000.0,274200000.0,,,
2009-12-31,303900000.0,1800000.0,163500000.0,-98600000.0,-105000000.0,115800000.0,116300000,868800000.0,86700000.0,1176200000.0,-10200000.0,466900000.0,64400000.0,493400000.0,302100000.0,1016100000.0,,781100000.0,,-33900000.0,329800000.0,107500000.0,312500000.0,64900000.0,5020900000.0,115800000.0,3206700000.0,,,22000000.0,73600000.0,73600000.0,,16400000.0,98500000.0,85700000.0,3011300000.0,-22000000.0,,360900000.0,67900000.0,-12400000.0,-232900000.0,783400000.0,1564500000,21800000.0,2866500000.0,206000000,-97400000.0,73600000.0,-8700000.0,14400000.0,30300000.0,-33200000.0,-57300000.0,282800000,1761100000.0,,-7300000.0,180700000.0,577400000.0,2898100000.0,1250200000.0,,,1814200000.0,577400000.0,2000900000.0,0.0,1414100000.0,-25600000.0,-1690300000.0,147200000.0,201900000.0,,,
2010-03-31,271300000.0,2600000.0,135400000.0,-59600000.0,-53900000.0,95500000.0,95700000,677900000.0,80200000.0,1141800000.0,-3500000.0,430100000.0,43100000.0,468900000.0,231900000.0,950200000.0,,716700000.0,,11700000.0,330300000.0,73600000.0,295600000.0,75800000.0,4769200000.0,95500000.0,3050900000.0,,,19200000.0,85300000.0,85300000.0,0.41,15000000.0,361100000.0,86200000.0,2900700000.0,-70700000.0,235400000.0,316000000.0,2200000.0,-31300000.0,-307700000.0,715400000.0,1432100000,30900000.0,2820000000.0,157300000,-57500000.0,85300000.0,5000000.0,4400000.0,4000000.0,-36800000.0,-144700000.0,153800000,1530700000.0,0.4,,138800000.0,558100000.0,2957100000.0,1370000000.0,239000000.0,,1718300000.0,558100000.0,1860700000.0,0.0,1342200000.0,-1400000.0,-1678200000.0,127700000.0,271600000.0,,,
2010-06-30,254600000.0,4300000.0,229600000.0,-86900000.0,-109900000.0,129300000.0,129500000,637000000.0,70500000.0,1124000000.0,-600000.0,438000000.0,59800000.0,441300000.0,228700000.0,950100000.0,,750000000.0,,36000000.0,331200000.0,85300000.0,277800000.0,142700000.0,4663800000.0,129300000.0,2928500000.0,,,-46000000.0,121300000.0,121300000.0,0.55,15000000.0,326700000.0,91800000.0,2802200000.0,-13500000.0,233400000.0,324000000.0,-3000000.0,21900000.0,-380600000.0,770200000.0,1520200000,22500000.0,2772400000.0,204900000,-77400000.0,121300000.0,7300000.0,9800000.0,3500000.0,-36600000.0,-57300000.0,204300000,1462300000.0,0.54,,189300000.0,565300000.0,3050100000.0,1339900000.0,237400000.0,,1735300000.0,565300000.0,1858300000.0,900000.0,1272100000.0,-1900000.0,-1648400000.0,138100000.0,259300000.0,,,
2010-09-30,264700000.0,6400000.0,273200000.0,-70000000.0,-121700000.0,174200000.0,174300000,647300000.0,72200000.0,1137300000.0,5100000.0,455400000.0,55900000.0,456500000.0,267700000.0,1019800000.0,,763400000.0,,47100000.0,332500000.0,121300000.0,291200000.0,203200000.0,4861500000.0,174200000.0,3007000000.0,,,-47700000.0,168400000.0,168400000.0,0.75,14900000.0,343600000.0,81500000.0,2893700000.0,1600000.0,232800000.0,346900000.0,3700000.0,18400000.0,-320200000.0,798500000.0,1561900000,25000000.0,2844300000.0,240000000,-104900000.0,168400000.0,-10600000.0,6800000.0,-4400000.0,-36200000.0,-143100000.0,245100000,1455100000.0,0.74,-38900000.0,230200000.0,558500000.0,3188400000.0,1438600000.0,237000000.0,,1854500000.0,558500000.0,1964200000.0,-2100000.0,1313800000.0,-2600000.0,-1707000000.0,131200000.0,230300000.0,,,
2010-12-31,128700000.0,3600000.0,312200000.0,-81200000.0,-176700000.0,131300000.0,131600000,656400000.0,65300000.0,1148300000.0,-8500000.0,342300000.0,57800000.0,447600000.0,317400000.0,999600000.0,,783700000.0,,73900000.0,333100000.0,168400000.0,282500000.0,231000000.0,4872200000.0,131300000.0,3002300000.0,,,35200000.0,242300000.0,242300000.0,,16900000.0,189200000.0,88400000.0,2739200000.0,126800000.0,,349300000.0,-34000000.0,-2200000.0,-271900000.0,791800000.0,1575500000,36700000.0,2872600000.0,212100000,-63800000.0,242300000.0,16900000.0,8200000.0,-1300000.0,-35900000.0,-3700000.0,294700000,1414400000.0,,-3800000.0,189400000.0,579700000.0,3279100000.0,1324800000.0,,,1869900000.0,579700000.0,2129200000.0,20100000.0,1329300000.0,-68100000.0,-1724300000.0,101500000.0,126900000.0,,,
2011-03-31,276100000.0,2200000.0,56100000.0,-72600000.0,219100000.0,93600000.0,93800000,683700000.0,68400000.0,1192500000.0,-14600000.0,467600000.0,44400000.0,480200000.0,257700000.0,1042600000.0,,770400000.0,,-90900000.0,333700000.0,242300000.0,439700000.0,-16500000.0,5262300000.0,93600000.0,3373400000.0,,,10200000.0,151400000.0,151400000.0,0.4,15000000.0,506400000.0,91200000.0,3047600000.0,-60900000.0,232000000.0,359700000.0,100000.0,600000.0,-205200000.0,747900000.0,1518300000,58800000.0,2988100000.0,166300000,-377800000.0,151400000.0,-9600000.0,11200000.0,95700000.0,-40600000.0,-70200000.0,166300000,1397400000.0,0.4,-277500000.0,138200000.0,581600000.0,3332100000.0,1650200000.0,235900000.0,,1888900000.0,581600000.0,2210600000.0,-28100000.0,1465100000.0,313900000.0,-1795600000.0,132500000.0,225400000.0,,,
2011-06-30,267400000.0,5500000.0,246000000.0,-85100000.0,-155600000.0,125900000.0,126200000,703300000.0,71500000.0,1212700000.0,-30100000.0,527400000.0,59000000.0,495500000.0,14600000.0,1106700000.0,,860800000.0,,11800000.0,334900000.0,151400000.0,429800000.0,160900000.0,5407400000.0,125900000.0,3413200000.0,,,-44500000.0,163200000.0,163200000.0,0.54,14800000.0,403500000.0,96700000.0,3065000000.0,-22800000.0,231600000.0,400500000.0,7200000.0,33800000.0,-159500000.0,838000000.0,1698800000,36900000.0,3080100000.0,228400000,-86600000.0,163200000.0,-7200000.0,9800000.0,-91700000.0,-40600000.0,-52000000.0,228400000,1425400000.0,0.53,-3600000.0,185200000.0,609600000.0,3417500000.0,1639600000.0,236100000.0,,1994200000.0,609600000.0,2338200000.0,0.0,1503300000.0,-105400000.0,-1867400000.0,136000000.0,227700000.0,,,
