date,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInventory,quarterlyGoodwill,quarterlyOtherIncomeExpense,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment
2007-12-31,-7000000.0,1027000000.0,-68000000.0,,351000000.0,5556000000.0,,221000000.0,723000000.0,430000000.0,,1221000000.0,-117000000.0,,,2882000000.0,315000000.0,,3448000000.0,82000000.0,12605000000.0,1052000000,29000000.0,,-801000000.0,,-668000000.0,395000000,1621000000,,67000000.0,-175000000.0,3168000000.0,20377000000.0,677000000.0,-723000000.0,-7772000000.0,,770000000.0,19972000000.0,661000000.0,11214000000.0,-74000000.0,,,400000000.0,1271000000.0,316000000.0,,72000000.0,233000000,6890000000.0,436000000.0,633000000.0,633000000.0,2192000000.0,,,813000000.0,826000000.0,418000000.0,,-31000000.0,,-124000000.0,4000000.0,770000000.0,103000000.0,-124000000.0,,-10000000.0,16804000000.0,2873000000.0,14397000000.0,,,
2008-03-31,28000000.0,1813000000.0,-160000000.0,-38000000.0,25000000.0,5584000000.0,0.7,427000000.0,659000000.0,495000000.0,,1228000000.0,-107000000.0,,,3556000000.0,375000000.0,,3583000000.0,129000000.0,12658000000.0,686000000,-63000000.0,,-330000000.0,,4000000.0,480000000,1526000000,376811594.0,-38000000.0,20000000.0,3989000000.0,20508000000.0,424000000.0,108000000.0,-7850000000.0,0.69,838000000.0,21055000000.0,588000000.0,,68000000.0,,,298000000.0,1929000000.0,305000000.0,,-2000000.0,246000000,7067000000.0,260000000.0,773000000.0,773000000.0,2113000000.0,,371428571.0,-113000000.0,748000000.0,260000000.0,1313000000.0,-462000000.0,,-50000000.0,4000000.0,838000000.0,113000000.0,94000000.0,,-3000000.0,17066000000.0,3095000000.0,15452000000.0,,,
2008-06-30,-31000000.0,3095000000.0,-648000000.0,0.0,11000000.0,5183000000.0,0.51,495000000.0,828000000.0,466000000.0,,1130000000.0,-185000000.0,,,5462000000.0,286000000.0,,3647000000.0,97000000.0,12839000000.0,595000000,-20000000.0,,-582000000.0,,13000000.0,393000000,1024000000,376507000.0,0.0,138000000.0,5686000000.0,20651000000.0,509000000.0,215000000.0,-7812000000.0,0.5,671000000.0,23901000000.0,606000000.0,12936000000.0,-30000000.0,,,106000000.0,3833000000.0,325000000.0,,4000000.0,189000000,7019000000.0,189000000.0,955000000.0,955000000.0,1735000000.0,,373158000.0,-126000000.0,737000000.0,185000000.0,,-754000000.0,,0.0,4000000.0,671000000.0,110000000.0,-73000000.0,,4000000.0,18215000000.0,3861000000.0,18699000000.0,,,
2008-09-30,-12000000.0,1592000000.0,-330000000.0,0.0,149000000.0,5584000000.0,0.54,466000000.0,656000000.0,349000000.0,,1156000000.0,227000000.0,,,3505000000.0,272000000.0,,3725000000.0,59000000.0,12702000000.0,512000000,296000000.0,,-350000000.0,,2000000.0,395000000,2981000000,376685000.0,-18000000.0,-212000000.0,3350000000.0,20573000000.0,225000000.0,-207000000.0,-7871000000.0,0.54,200000000.0,20506000000.0,535000000.0,11097000000.0,-119000000.0,,,1825000000.0,2519000000.0,321000000.0,,-10000000.0,213000000,6714000000.0,208000000.0,349000000.0,349000000.0,2006000000.0,,374291000.0,-126000000.0,761000000.0,203000000.0,,-134000000.0,,-169000000.0,4000000.0,200000000.0,120000000.0,-125000000.0,,-10000000.0,17156000000.0,1439000000.0,14903000000.0,,,
2008-12-31,-20000000.0,1494000000.0,-985000000.0,0.0,,5077000000.0,,349000000.0,766000000.0,1100000000.0,,1259000000.0,-134000000.0,,,4293000000.0,438000000.0,,3875000000.0,155000000.0,12416000000.0,1049000000,-402000000.0,,-488000000.0,,0.0,552000000,2513000000,,99000000.0,15000000.0,4383000000.0,20299000000.0,431000000.0,605000000.0,-7883000000.0,,1366000000.0,21405000000.0,533000000.0,11716000000.0,751000000.0,,,1254000000.0,2030000000.0,337000000.0,,32000000.0,283000000,7151000000.0,281000000.0,1420000000.0,1420000000.0,1764000000.0,,,-126000000.0,707000000.0,277000000.0,,-277000000.0,,,4000000.0,1366000000.0,121000000.0,-57000000.0,,-15000000.0,17022000000.0,3247000000.0,16310000000.0,,,
2009-03-31,-12000000.0,1866000000.0,-968000000.0,0.0,87000000.0,5237000000.0,0.64,1100000000.0,663000000.0,631000000.0,-99000000.0,973000000.0,153000000.0,,-511000000.0,4610000000.0,347000000.0,,3973000000.0,101000000.0,12282000000.0,546000000,-87000000.0,,-300000000.0,150000000.0,16000000.0,417000000,2359000000,375409000.0,-12000000.0,-62000000.0,4451000000.0,20220000000.0,310000000.0,-629000000.0,-7938000000.0,0.64,2481000000.0,21790000000.0,538000000.0,1049000000.0,-469000000.0,498000000.0,11624000000.0,1386000000.0,129000000.0,349000000.0,715000000.0,19000000.0,246000000,6781000000.0,241000000.0,781000000.0,631000000.0,1744000000.0,,375112000.0,-126000000.0,556000000.0,241000000.0,606000000.0,-150000000.0,110000000.0,-94000000.0,4000000.0,1076000000.0,89000000.0,10000000.0,-9000000.0,-8000000.0,17339000000.0,1252000000.0,16234000000.0,,,
2009-06-30,-33000000.0,2183000000.0,-568000000.0,0.0,63000000.0,5519000000.0,-0.02,631000000.0,585000000.0,973000000.0,-85000000.0,383000000.0,21000000.0,,4000000.0,4516000000.0,-2000000.0,,3837000000.0,-31000000.0,12682000000.0,212000000,91000000.0,,-272000000.0,0.0,14000000.0,104000000,1673000000,376206000.0,-74000000.0,-72000000.0,4795000000.0,20673000000.0,258000000.0,174000000.0,-7991000000.0,-0.02,2521000000.0,22410000000.0,450000000.0,947000000.0,342000000.0,522000000.0,12056000000.0,1290000000.0,116000000.0,382000000.0,796000000.0,-5000000.0,29000000,7224000000.0,-7000000.0,973000000.0,973000000.0,1940000000.0,,375881000.0,-130000000.0,279000000.0,-7000000.0,617000000.0,-90000000.0,115000000.0,94000000.0,4000000.0,1097000000.0,99000000.0,-14000000.0,80000000.0,-12000000.0,17615000000.0,1012000000.0,16572000000.0,,,
2009-09-30,,3603000000.0,-376000000.0,0.0,0.0,5618000000.0,0.05,973000000.0,567000000.0,696000000.0,-17000000.0,480000000.0,-36000000.0,109000000.0,-479000000.0,3793000000.0,84000000.0,,3726000000.0,34000000.0,20988000000.0,310000000,14000000.0,,-316000000.0,0.0,15000000.0,181000000,1805000000,376716000.0,106000000.0,100000000.0,4299000000.0,29099000000.0,679000000.0,-605000000.0,-8111000000.0,0.05,3173000000.0,21944000000.0,597000000.0,1922000000.0,-277000000.0,582000000.0,12214000000.0,1325000000.0,140000000.0,361000000.0,805000000.0,9000000.0,44000000,7250000000.0,20000000.0,696000000.0,696000000.0,2203000000.0,,376384000.0,-130000000.0,299000000.0,20000000.0,622000000.0,-351000000.0,120000000.0,0.0,2268000000.0,620000000.0,106000000.0,363000000.0,-140000000.0,-11000000.0,17645000000.0,-5352000000.0,16007000000.0,,,
2009-12-31,,2319000000.0,-537000000.0,0.0,4000000.0,5496000000.0,,696000000.0,619000000.0,801000000.0,51000000.0,559000000.0,44000000.0,,-82000000.0,4182000000.0,173000000.0,,3749000000.0,29000000.0,13174000000.0,401000000,37000000.0,,-425000000.0,0.0,15000000.0,264000000,1727000000,,84000000.0,140000000.0,4752000000.0,21385000000.0,605000000.0,-211000000.0,-8211000000.0,,2584000000.0,22165000000.0,468000000.0,1007000000.0,105000000.0,613000000.0,12168000000.0,1168000000.0,113000000.0,357000000.0,806000000.0,-25000000.0,144000000,7143000000.0,153000000.0,801000000.0,801000000.0,2153000000.0,,,-131000000.0,295000000.0,153000000.0,615000000.0,-289000000.0,126000000.0,0.0,4000000.0,639000000.0,102000000.0,180000000.0,145000000.0,-13000000.0,17413000000.0,931000000.0,16350000000.0,,,
2010-03-31,,5497000000.0,-288000000.0,,44000000.0,5892000000.0,0.66,801000000.0,796000000.0,1724000000.0,178000000.0,1137000000.0,-129000000.0,,-36000000.0,5792000000.0,386000000.0,,3866000000.0,131000000.0,13058000000.0,628000000,75000000.0,,-305000000.0,,14000000.0,492000000,3033000000,377986000.0,-5000000.0,299000000.0,7221000000.0,21314000000.0,798000000.0,430000000.0,-8256000000.0,0.66,5203000000.0,24935000000.0,559000000.0,1863000000.0,923000000.0,638000000.0,12932000000.0,1896000000.0,129000000.0,339000000.0,754000000.0,8000000.0,255000000,7652000000.0,250000000.0,1724000000.0,1724000000.0,2313000000.0,,377717000.0,-131000000.0,645000000.0,250000000.0,608000000.0,-310000000.0,128000000.0,,2314000000.0,589000000.0,114000000.0,493000000.0,-101000000.0,-14000000.0,17714000000.0,2656000000.0,18724000000.0,,,
2010-06-30,,2224000000.0,-439000000.0,,24000000.0,7937000000.0,0.22,1724000000.0,730000000.0,4505000000.0,-99000000.0,845000000.0,264000000.0,,-123000000.0,4195000000.0,104000000.0,,3818000000.0,12000000.0,13048000000.0,490000000,74000000.0,,-361000000.0,,2396000000.0,238000000,1503000000,382075000.0,-58000000.0,-575000000.0,8599000000.0,21293000000.0,-226000000.0,3165000000.0,-8245000000.0,0.22,2678000000.0,25913000000.0,500000000.0,427000000.0,2781000000.0,597000000.0,13513000000.0,658000000.0,108000000.0,378000000.0,721000000.0,-3000000.0,92000000,8711000000.0,85000000.0,4505000000.0,4505000000.0,2320000000.0,,381896000.0,-132000000.0,607000000.0,85000000.0,602000000.0,-148000000.0,254000000.0,,5000000.0,466000000.0,132000000.0,-587000000.0,56000000.0,-72000000.0,17314000000.0,989000000.0,17708000000.0,,,
2010-09-30,,4339000000.0,-160000000.0,0.0,15000000.0,8324000000.0,0.51,4505000000.0,733000000.0,4853000000.0,-5000000.0,1071000000.0,-1000000.0,,-285000000.0,4345000000.0,325000000.0,,3897000000.0,19000000.0,12911000000.0,623000000,-56000000.0,,-378000000.0,,15000000.0,522000000,2179000000,482762000.0,-116000000.0,423000000.0,9192000000.0,21221000000.0,1124000000.0,-409000000.0,-8310000000.0,0.51,4164000000.0,26728000000.0,551000000.0,1704000000.0,348000000.0,624000000.0,13791000000.0,1108000000.0,168000000.0,338000000.0,756000000.0,26000000.0,306000000,8839000000.0,248000000.0,4853000000.0,4853000000.0,2468000000.0,,482552000.0,-134000000.0,549000000.0,248000000.0,601000000.0,-382000000.0,216000000.0,-18000000.0,4587000000.0,181000000.0,171000000.0,746000000.0,-48000000.0,-8000000.0,17536000000.0,2644000000.0,18136000000.0,,,
2010-12-31,,2463000000.0,-479000000.0,0.0,31000000.0,8210000000.0,,4853000000.0,1028000000.0,925000000.0,142000000.0,1406000000.0,34000000.0,,424000000.0,5214000000.0,449000000.0,,4082000000.0,111000000.0,20858000000.0,811000000,61000000.0,,-645000000.0,163000000.0,16000000.0,642000000,1863000000,,420000000.0,-560000000.0,6188000000.0,29300000000.0,337000000.0,3121000000.0,-8442000000.0,,2516000000.0,32837000000.0,742000000.0,1936000000.0,-3928000000.0,693000000.0,19145000000.0,457000000.0,166000000.0,643000000.0,1761000000.0,-13000000.0,338000000,12161000000.0,355000000.0,1088000000.0,925000000.0,2800000000.0,,,-169000000.0,764000000.0,355000000.0,966000000.0,-7389000000.0,182000000.0,-35000000.0,5000000.0,1196000000.0,180000000.0,-308000000.0,-7000000.0,-112000000.0,26649000000.0,2371000000.0,24359000000.0,,,
2011-03-31,,4502000000.0,-424000000.0,,238000000.0,8530000000.0,0.82,925000000.0,941000000.0,1245000000.0,-112000000.0,1669000000.0,367000000.0,,,4902000000.0,625000000.0,,4312000000.0,223000000.0,21182000000.0,1054000000,422000000.0,,-428000000.0,0.0,16000000.0,805000000,2910000000,484345000.0,204000000.0,-190000000.0,5747000000.0,29837000000.0,196000000.0,13000000.0,-8655000000.0,0.82,4021000000.0,32741000000.0,802000000.0,2610000000.0,320000000.0,720000000.0,19041000000.0,1241000000.0,224000000.0,621000000.0,1792000000.0,-6000000.0,402000000,12247000000.0,401000000.0,1245000000.0,1245000000.0,3090000000.0,,484138000.0,-170000000.0,864000000.0,401000000.0,963000000.0,98000000.0,255000000.0,-79000000.0,0.0,881000000.0,174000000.0,-232000000.0,-57000000.0,-20000000.0,26994000000.0,2337000000.0,23943000000.0,,,
2011-06-30,,102000000.0,-435000000.0,,25000000.0,10651000000.0,0.35,1245000000.0,1246000000.0,1269000000.0,52000000.0,1750000000.0,-56000000.0,,,4593000000.0,297000000.0,,4306000000.0,96000000.0,26608000000.0,878000000,8000000.0,,-575000000.0,0.0,2250000000.0,715000000,2489000000,562019000.0,133000000.0,105000000.0,5364000000.0,35433000000.0,618000000.0,5834000000.0,-8825000000.0,0.35,1922000000.0,40537000000.0,784000000.0,223000000.0,24000000.0,726000000.0,25025000000.0,739000000.0,175000000.0,647000000.0,4190000000.0,-154000000.0,201000000,17532000000.0,196000000.0,1269000000.0,1269000000.0,3696000000.0,,561652000.0,-170000000.0,1035000000.0,196000000.0,1078000000.0,-6397000000.0,317000000.0,-28000000.0,6000000.0,933000000.0,264000000.0,43000000.0,21000000.0,-88000000.0,35173000000.0,706000000.0,29618000000.0,,,
2011-09-30,,3885000000.0,-500000000.0,,34000000.0,10848000000.0,0.76,1269000000.0,1120000000.0,1511000000.0,-104000000.0,1844000000.0,-55000000.0,,,4540000000.0,559000000.0,0.0,4547000000.0,110000000.0,26922000000.0,1051000000,-28000000.0,,-682000000.0,16000000.0,15000000.0,767000000,3120000000,578054000.0,66000000.0,170000000.0,5412000000.0,35950000000.0,1032000000.0,-43000000.0,-9028000000.0,0.76,4112000000.0,40956000000.0,875000000.0,2874000000.0,242000000.0,671000000.0,25300000000.0,1276000000.0,294000000.0,633000000.0,4196000000.0,32000000.0,449000000,17675000000.0,444000000.0,1527000000.0,1511000000.0,3724000000.0,,577595000.0,-203000000.0,1077000000.0,444000000.0,1074000000.0,-740000000.0,305000000.0,-37000000.0,6801000000.0,428000000.0,240000000.0,350000000.0,-98000000.0,-41000000.0,35544000000.0,2681000000.0,29840000000.0,,,
2011-12-31,,37000000.0,-788000000.0,,22000000.0,10828000000.0,,1511000000.0,1214000000.0,1202000000.0,128000000.0,2027000000.0,-108000000.0,,-502000000.0,5255000000.0,720000000.0,0.0,4797000000.0,262000000.0,27266000000.0,1278000000,-119000000.0,,-802000000.0,16000000.0,16000000.0,1050000000,4218000000,,179000000.0,75000000.0,6426000000.0,36476000000.0,661000000.0,-37000000.0,-9210000000.0,,2904000000.0,42648000000.0,827000000.0,216000000.0,-309000000.0,718000000.0,26297000000.0,2191000000.0,287000000.0,654000000.0,4114000000.0,-110000000.0,458000000,17993000000.0,454000000.0,1218000000.0,1202000000.0,3611000000.0,,,-203000000.0,977000000.0,454000000.0,1065000000.0,-913000000.0,338000000.0,-25000000.0,6000000.0,578000000.0,220000000.0,-141000000.0,45000000.0,-45000000.0,36222000000.0,790000000.0,31552000000.0,,,
2012-03-31,,5959000000.0,-730000000.0,,50000000.0,11267000000.0,0.93,1202000000.0,1027000000.0,1103000000.0,-99000000.0,2112000000.0,-41000000.0,,,5888000000.0,804000000.0,,5129000000.0,259000000.0,27706000000.0,1353000000,-7000000.0,,-682000000.0,0.0,16000000.0,1051000000,4112000000,579527000.0,257000000.0,15000000.0,7062000000.0,37165000000.0,728000000.0,-124000000.0,-9459000000.0,0.93,5214000000.0,44082000000.0,807000000.0,3594000000.0,-99000000.0,768000000.0,26659000000.0,2000000000.0,326000000.0,669000000.0,4161000000.0,-17000000.0,545000000,18076000000.0,541000000.0,1103000000.0,1103000000.0,3884000000.0,,579041000.0,-203000000.0,1061000000.0,541000000.0,1064000000.0,-711000000.0,319000000.0,-38000000.0,0.0,674000000.0,230000000.0,46000000.0,32000000.0,-30000000.0,37020000000.0,3321000000.0,32547000000.0,,,
2012-06-30,,48000000.0,-1120000000.0,,50000000.0,10962000000.0,0.46,1103000000.0,1037000000.0,981000000.0,-27000000.0,1793000000.0,66000000.0,,,5318000000.0,365000000.0,,5190000000.0,88000000.0,28269000000.0,905000000,-29000000.0,,-627000000.0,0.0,19000000.0,696000000,2549000000,580593000.0,107000000.0,-217000000.0,6151000000.0,37844000000.0,219000000.0,315000000.0,-9575000000.0,0.46,2875000000.0,43508000000.0,813000000.0,479000000.0,-122000000.0,749000000.0,27210000000.0,756000000.0,201000000.0,719000000.0,4036000000.0,-95000000.0,277000000,18698000000.0,271000000.0,981000000.0,981000000.0,3943000000.0,,579881000.0,-210000000.0,1097000000.0,271000000.0,909000000.0,-642000000.0,304000000.0,-47000000.0,6000000.0,901000000.0,236000000.0,-408000000.0,-11000000.0,-37000000.0,37357000000.0,947000000.0,32528000000.0,,,
2012-09-30,,70000000.0,-1039000000.0,0.0,22000000.0,11214000000.0,0.61,981000000.0,1071000000.0,946000000.0,-49000000.0,1819000000.0,11000000.0,,,4887000000.0,372000000.0,,5335000000.0,17000000.0,29047000000.0,954000000,32000000.0,,-769000000.0,0.0,19000000.0,801000000,2403000000,582636000.0,-66000000.0,256000000.0,5227000000.0,38933000000.0,1147000000.0,-431000000.0,-9886000000.0,0.61,2337000000.0,43240000000.0,814000000.0,482000000.0,-35000000.0,778000000.0,27121000000.0,584000000.0,335000000.0,663000000.0,4130000000.0,-181000000.0,355000000,18711000000.0,355000000.0,946000000.0,946000000.0,4020000000.0,,580585000.0,-210000000.0,1018000000.0,355000000.0,913000000.0,-763000000.0,334000000.0,-27000000.0,6000000.0,839000000.0,248000000.0,378000000.0,-2000000.0,-22000000.0,38013000000.0,962000000.0,32008000000.0,,,
2012-12-31,,2642000000.0,-1940000000.0,0.0,37000000.0,10480000000.0,0.61,946000000.0,1252000000.0,901000000.0,146000000.0,1207000000.0,25000000.0,,-3000000.0,5625000000.0,541000000.0,,5478000000.0,181000000.0,30032000000.0,1075000000,-551000000.0,,-1027000000.0,759000000.0,18000000.0,822000000,3222000000,583644000.0,126000000.0,-197000000.0,5068000000.0,40138000000.0,670000000.0,288000000.0,-10106000000.0,0.6,2970000000.0,43634000000.0,745000000.0,1356000000.0,-45000000.0,759000000.0,27511000000.0,2015000000.0,325000000.0,673000000.0,4158000000.0,-34000000.0,360000000,18725000000.0,359000000.0,901000000.0,901000000.0,3715000000.0,,581492000.0,-210000000.0,385000000.0,359000000.0,932000000.0,-1007000000.0,329000000.0,-42000000.0,6942000000.0,1403000000.0,247000000.0,-357000000.0,-12000000.0,-41000000.0,38566000000.0,637000000.0,33136000000.0,,,
2013-03-31,,2852000000.0,-2146000000.0,,24000000.0,10524000000.0,0.7,901000000.0,1071000000.0,853000000.0,-138000000.0,1073000000.0,-67000000.0,,-8000000.0,5650000000.0,564000000.0,,5676000000.0,151000000.0,29975000000.0,1163000000,-425000000.0,,-828000000.0,812000000.0,20000000.0,693000000,2457000000,657020000.0,80000000.0,-321000000.0,4989000000.0,40272000000.0,244000000.0,621000000.0,-10297000000.0,0.65,2767000000.0,43341000000.0,936000000.0,1206000000.0,-48000000.0,812000000.0,27149000000.0,1384000000.0,352000000.0,616000000.0,3995000000.0,122000000.0,413000000,18881000000.0,413000000.0,853000000.0,853000000.0,3917000000.0,,582640000.0,-210000000.0,380000000.0,413000000.0,910000000.0,-899000000.0,348000000.0,-28000000.0,6994000000.0,1812000000.0,251000000.0,-584000000.0,-187000000.0,-47000000.0,38352000000.0,598000000.0,32799000000.0,,,
2013-06-30,,2730000000.0,-2128000000.0,,35000000.0,10936000000.0,0.68,853000000.0,1114000000.0,711000000.0,63000000.0,1130000000.0,37000000.0,,,5542000000.0,513000000.0,,5863000000.0,109000000.0,30600000000.0,1106000000,-53000000.0,,-969000000.0,818000000.0,239000000.0,758000000,3450000000,664615000.0,211000000.0,-126000000.0,4775000000.0,41087000000.0,703000000.0,89000000.0,-10487000000.0,0.63,2471000000.0,43746000000.0,879000000.0,1204000000.0,-142000000.0,818000000.0,27250000000.0,2320000000.0,197000000.0,642000000.0,3991000000.0,13000000.0,404000000,18875000000.0,405000000.0,711000000.0,711000000.0,4054000000.0,,589834000.0,-216000000.0,372000000.0,405000000.0,907000000.0,-935000000.0,335000000.0,-38000000.0,7201000000.0,1957000000.0,258000000.0,-266000000.0,-2000000.0,-61000000.0,38971000000.0,613000000.0,32792000000.0,,,
2013-09-30,,2635000000.0,-2007000000.0,-46000000.0,33000000.0,12344000000.0,0.65,711000000.0,1079000000.0,1291000000.0,-65000000.0,1236000000.0,20000000.0,151000000.0,,4948000000.0,494000000.0,,6040000000.0,84000000.0,31588000000.0,1080000000,117000000.0,,-971000000.0,851000000.0,1150000000.0,857000000,3105000000,664343000.0,10000000.0,217000000.0,4971000000.0,42397000000.0,1276000000.0,256000000.0,-10809000000.0,0.62,2619000000.0,44988000000.0,857000000.0,1343000000.0,580000000.0,851000000.0,27678000000.0,1869000000.0,325000000.0,686000000.0,4050000000.0,-117000000.0,410000000,19092000000.0,410000000.0,1291000000.0,1291000000.0,4122000000.0,,631046000.0,-219000000.0,379000000.0,410000000.0,932000000.0,-954000000.0,340000000.0,-36000000.0,8311000000.0,1250000000.0,246000000.0,305000000.0,110000000.0,-21000000.0,40017000000.0,623000000.0,32626000000.0,,,
2013-12-31,,552000000.0,-1565000000.0,0.0,52000000.0,12466000000.0,-0.16,1291000000.0,1308000000.0,1102000000.0,165000000.0,1122000000.0,37000000.0,697000000.0,-438000000.0,4912000000.0,-262000000.0,,5709000000.0,-164000000.0,33087000000.0,349000000,505000000.0,,-1539000000.0,907000000.0,2000000.0,728000000,2848000000,630192000.0,-229000000.0,-120000000.0,5153000000.0,44132000000.0,634000000.0,665000000.0,-11045000000.0,-0.16,2588000000.0,46259000000.0,1020000000.0,1270000000.0,-189000000.0,907000000.0,28881000000.0,1726000000.0,325000000.0,702000000.0,4225000000.0,-739000000.0,-98000000,20592000000.0,-98000000.0,1102000000.0,1102000000.0,4270000000.0,,630192000.0,-233000000.0,394000000.0,-98000000.0,951000000.0,-1507000000.0,360000000.0,-57000000.0,8322000000.0,1016000000.0,251000000.0,-905000000.0,-86000000.0,-39000000.0,41106000000.0,357000000.0,33793000000.0,,,
2014-03-31,96000000.0,1059000000.0,-1429000000.0,,27000000.0,12717000000.0,0.5,1102000000.0,1345000000.0,1256000000.0,93000000.0,1124000000.0,-286000000.0,,-239000000.0,6376000000.0,428000000.0,,5788000000.0,112000000.0,33774000000.0,1057000000,36000000.0,,-892000000.0,,,715000000,1223000000,663939000.0,-26000000.0,-22000000.0,6094000000.0,45165000000.0,931000000.0,392000000.0,-11391000000.0,0.49,3148000000.0,47973000000.0,1211000000.0,642000000.0,154000000.0,918000000.0,28880000000.0,99000000.0,358000000.0,607000000.0,4298000000.0,-23000000.0,316000000,20514000000.0,316000000.0,1256000000.0,1256000000.0,4377000000.0,,630749000.0,-234000000.0,409000000.0,316000000.0,943000000.0,-1183000000.0,365000000.0,-32000000.0,8358000000.0,1883000000.0,264000000.0,39000000.0,-185000000.0,-13000000.0,41879000000.0,357000000.0,35256000000.0,,,
2014-06-30,-44000000.0,887000000.0,-1398000000.0,,38000000.0,13735000000.0,0.35,1256000000.0,1178000000.0,1269000000.0,-192000000.0,1123000000.0,93000000.0,,0.0,5156000000.0,378000000.0,,5768000000.0,149000000.0,34431000000.0,1000000000,-73000000.0,,-1010000000.0,,,718000000,2874000000,665792000.0,159000000.0,-125000000.0,5537000000.0,46016000000.0,652000000.0,279000000.0,-11585000000.0,0.34,2866000000.0,48193000000.0,1096000000.0,628000000.0,13000000.0,950000000.0,29302000000.0,1751000000.0,223000000.0,651000000.0,4301000000.0,-82000000.0,229000000,20819000000.0,229000000.0,1269000000.0,1269000000.0,4539000000.0,,653132000.0,-236000000.0,405000000.0,229000000.0,952000000.0,-920000000.0,364000000.0,-41000000.0,9365000000.0,1112000000.0,258000000.0,-358000000.0,112000000.0,-27000000.0,42656000000.0,357000000.0,34458000000.0,,,
2014-09-30,-112000000.0,704000000.0,-1438000000.0,,47000000.0,13974000000.0,0.74,1269000000.0,1208000000.0,1188000000.0,-27000000.0,1268000000.0,183000000.0,,-306000000.0,5412000000.0,755000000.0,,6017000000.0,265000000.0,34397000000.0,1382000000,-115000000.0,,-1050000000.0,947000000.0,20000000.0,869000000,3449000000,666402000.0,133000000.0,281000000.0,5760000000.0,46035000000.0,1045000000.0,-252000000.0,-11638000000.0,0.74,2870000000.0,48189000000.0,1050000000.0,601000000.0,-81000000.0,947000000.0,28803000000.0,2181000000.0,354000000.0,763000000.0,4187000000.0,144000000.0,490000000,20522000000.0,497000000.0,1188000000.0,1188000000.0,4584000000.0,,664432000.0,-248000000.0,399000000.0,497000000.0,936000000.0,-871000000.0,369000000.0,-51000000.0,9395000000.0,1334000000.0,258000000.0,-5000000.0,44000000.0,-9000000.0,42429000000.0,343000000.0,34215000000.0,,,
2014-12-31,-74000000.0,465000000.0,-2274000000.0,,42000000.0,13628000000.0,1.04,1188000000.0,1356000000.0,1751000000.0,122000000.0,1381000000.0,102000000.0,,-1000000.0,7443000000.0,812000000.0,,6462000000.0,261000000.0,34597000000.0,1428000000,-110000000.0,12000000.0,-1233000000.0,120000000.0,37000000.0,983000000,4023000000,667263000.0,374000000.0,-44000000.0,6159000000.0,46362000000.0,775000000.0,164000000.0,-11765000000.0,1.04,3086000000.0,48864000000.0,1094000000.0,589000000.0,563000000.0,985000000.0,27793000000.0,2642000000.0,314000000.0,836000000.0,4005000000.0,78000000.0,551000000,18856000000.0,695000000.0,1871000000.0,1751000000.0,4609000000.0,,665205000.0,-249000000.0,398000000.0,695000000.0,932000000.0,-355000000.0,367000000.0,-166000000.0,9440000000.0,3001000000.0,249000000.0,-458000000.0,-54000000.0,-2000000.0,42705000000.0,312000000.0,35236000000.0,,,
