date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyBasicAverageShares,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
2012-12-31,326155000,,52625000,52625000,-4835000.0,92521000.0,27273000.0,35277000.0,,81656000.0,126592000.0,752000.0,429055000.0,,304478000.0,-146930000.0,81242000.0,618000.0,9794000.0,1113211000.0,0.0,752000.0,,1.29,471155000.0,89840000.0,-57000.0,90927000.0,33715000.0,244499000.0,20186000.0,,29031000.0,35277000.0,35277000,,45350000.0,0.0,45350000.0,,-4925000.0,,293000.0,100544000.0,217000.0,-146713000.0,-240680000.0,104894000.0,14404000.0,29031000.0,27243000.0,51393000.0,52879000.0,,17602000.0,188375000.0,-100155000.0,0.0,,,293269000.0,597747000.0,46468000.0,,6795000.0,,47527000.0,-11954000.0,192676000.0,0.0,92521000.0,1.28,92521000.0,,,,
2013-03-31,279511000,,32307000,32307000,-8244000.0,100611000.0,27287000.0,21833000.0,-4272000.0,58824000.0,120923000.0,588000.0,436920000.0,,307636000.0,-10379000.0,75999000.0,196000.0,-957000.0,1124665000.0,-609000.0,588000.0,,0.8,482702000.0,89840000.0,-429000.0,91705000.0,35828000.0,220687000.0,9036000.0,,26517000.0,21833000.0,21833000,,44924000.0,0.0,44924000.0,,-8766000.0,,0.0,91508000.0,165000.0,-10823000.0,-244954000.0,104023000.0,14458000.0,26517000.0,27259000.0,27157000.0,32244000.0,,10411000.0,191966000.0,8090000.0,0.0,,-1310000.0,295989000.0,603625000.0,18391000.0,,6559000.0,5153000.0,40171000.0,-11850000.0,92521000.0,0.0,100611000.0,0.8,100611000.0,,,,
2013-06-30,269267000,,36402000,36402000,-3564000.0,123386000.0,27316000.0,25477000.0,,60912000.0,118742000.0,690000.0,433257000.0,,326058000.0,-10929000.0,77177000.0,1930000.0,3268000.0,1139213000.0,0.0,690000.0,,0.93,501222000.0,89840000.0,-279000.0,70398000.0,35287000.0,208355000.0,-19517000.0,,24510000.0,25477000.0,25477000,,41565000.0,23123000.0,41565000.0,,-5022000.0,,0.0,109151000.0,170000.0,-10435000.0,-243562000.0,104211000.0,19186000.0,24510000.0,27277000.0,36774000.0,36274000.0,,10797000.0,189695000.0,22775000.0,0.0,,20985000.0,293906000.0,619964000.0,31752000.0,,6322000.0,4990000.0,41890000.0,-8391000.0,100611000.0,0.0,123386000.0,0.93,123386000.0,,,,
2013-09-30,285856000,,37600000,37600000,-2642000.0,133075000.0,27312000.0,24801000.0,,61638000.0,125614000.0,647000.0,435051000.0,,347372000.0,-10927000.0,83561000.0,-932000.0,-3191000.0,1153087000.0,-2957000.0,647000.0,,0.91,512866000.0,89840000.0,-528000.0,82890000.0,41789000.0,224218000.0,-3896000.0,,24038000.0,24801000.0,24801000,-324000.0,42053000.0,0.0,42053000.0,,-2120000.0,,0.0,113047000.0,8000.0,-14200000.0,-248054000.0,104111000.0,18558000.0,24038000.0,27268000.0,26531000.0,37552000.0,,12751000.0,186997000.0,9689000.0,0.0,,-12626000.0,291108000.0,638480000.0,24411000.0,,6086000.0,5273000.0,41772000.0,-8324000.0,123386000.0,0.0,133075000.0,0.91,133075000.0,,,,
2013-12-31,335550000,,59371000,59371000,-2378000.0,176263000.0,27299000.0,39234000.0,,88308000.0,119982000.0,553000.0,434972000.0,,372873000.0,-12006000.0,78052000.0,1604000.0,10835000.0,1180315000.0,0.0,553000.0,,1.44,540706000.0,89840000.0,-128000.0,86862000.0,35498000.0,247242000.0,20507000.0,,28937000.0,39234000.0,39234000,0.0,41930000.0,0.0,41930000.0,,-2250000.0,,91000.0,92540000.0,31000.0,-11975000.0,-250767000.0,103610000.0,18755000.0,28937000.0,27244000.0,57541000.0,59343000.0,,20109000.0,184205000.0,43188000.0,0.0,,-4040000.0,287815000.0,660688000.0,55291000.0,,5849000.0,5376000.0,42554000.0,-8256000.0,133075000.0,0.0,176263000.0,1.44,176263000.0,,,,
2014-03-31,241849000,,28835000,28835000,21645000.0,201328000.0,27297000.0,-10376000.0,,51908000.0,111756000.0,577000.0,337440000.0,,364133000.0,-12027000.0,70713000.0,4472000.0,-28864000.0,1157912000.0,-163000.0,577000.0,,-0.38,518509000.0,89840000.0,-198000.0,61756000.0,30452000.0,189941000.0,-8710000.0,,23073000.0,-10376000.0,18900000,0.0,41043000.0,0.0,41043000.0,,-3773000.0,,0.0,67737000.0,888000.0,-11302000.0,-173454000.0,102146000.0,18589000.0,23073000.0,27261000.0,14723000.0,28631000.0,,9731000.0,163986000.0,25066000.0,0.0,,5853000.0,266132000.0,630265000.0,10950000.0,,5613000.0,4947000.0,40261000.0,-8188000.0,176263000.0,0.0,201328000.0,-0.38,201328000.0,,,,
2014-06-30,258808000,,32316000,32316000,-8150000.0,211539000.0,27322000.0,21327000.0,,57866000.0,110033000.0,695000.0,346481000.0,,367291000.0,-12028000.0,69072000.0,-2424000.0,5942000.0,1167211000.0,0.0,695000.0,,0.78,528597000.0,89840000.0,-326000.0,57808000.0,31165000.0,200942000.0,-6779000.0,,25550000.0,21327000.0,20901000,0.0,40961000.0,0.0,40961000.0,,-7818000.0,,0.0,74516000.0,93000.0,-11935000.0,-177807000.0,102665000.0,19716000.0,25550000.0,27282000.0,30296000.0,32156000.0,,11255000.0,168674000.0,10211000.0,0.0,,3932000.0,271339000.0,638630000.0,22478000.0,,5376000.0,4811000.0,37907000.0,-8061000.0,201328000.0,0.0,211539000.0,0.78,211539000.0,,,,
2014-09-30,259987000,,34604000,34604000,-8033000.0,227561000.0,27316000.0,22761000.0,,57424000.0,118787000.0,644000.0,352729000.0,,386114000.0,-12030000.0,78757000.0,-1218000.0,9113000.0,1177942000.0,0.0,811000.0,,0.83,540131000.0,89840000.0,-93000.0,63031000.0,36809000.0,202563000.0,-4095000.0,,22820000.0,22761000.0,22761000,,40030000.0,0.0,40030000.0,,-7940000.0,,0.0,78611000.0,167000.0,-11863000.0,-182171000.0,102246000.0,18233000.0,22820000.0,27286000.0,35918000.0,34612000.0,,11851000.0,170558000.0,16022000.0,0.0,,-5336000.0,272804000.0,658918000.0,27978000.0,,5140000.0,4766000.0,41948000.0,-7998000.0,211539000.0,0.0,227561000.0,0.83,227561000.0,,,,
2014-12-31,303411000,,50216000,50216000,-5981000.0,256148000.0,27323000.0,32954000.0,,78653000.0,113210000.0,633000.0,357452000.0,,400776000.0,-12581000.0,72523000.0,2348000.0,6388000.0,1198315000.0,0.0,708000.0,,1.21,561267000.0,89840000.0,-852000.0,58910000.0,31036000.0,224758000.0,9730000.0,,28437000.0,32954000.0,32954000,,40687000.0,0.0,40687000.0,,-5129000.0,,0.0,68881000.0,75000.0,-12506000.0,-186356000.0,102605000.0,19626000.0,28437000.0,27294000.0,47074000.0,50169000.0,,17215000.0,171096000.0,28587000.0,0.0,,4109000.0,273701000.0,674477000.0,41945000.0,,4904000.0,4899000.0,41487000.0,-7936000.0,227561000.0,0.0,256148000.0,1.2,256148000.0,,,,
2015-03-31,263400000,,31208000,31208000,-95365000.0,161417000.0,27330000.0,20403000.0,,56625000.0,121859000.0,478000.0,366373000.0,,329189000.0,-12582000.0,77022000.0,1397000.0,-13831000.0,1206136000.0,-569000.0,692000.0,,0.75,569371000.0,126723000.0,-465000.0,69374000.0,33226000.0,206775000.0,361000.0,,25417000.0,20403000.0,20403000,,44837000.0,0.0,44837000.0,,-2683000.0,,0.0,72270000.0,214000.0,-12937000.0,-190878000.0,186546000.0,23969000.0,25417000.0,27303000.0,13571000.0,31070000.0,,10667000.0,175495000.0,-94731000.0,0.0,,-7754000.0,362041000.0,691230000.0,10888000.0,,51696000.0,5272000.0,43796000.0,-7874000.0,256148000.0,0.0,161417000.0,0.75,161417000.0,,,,
2015-06-30,277716000,,38833000,38833000,-2946000.0,182202000.0,27340000.0,25568000.0,,64990000.0,134026000.0,722000.0,366987000.0,,342998000.0,-12585000.0,74644000.0,-2221000.0,6113000.0,1219119000.0,0.0,829000.0,,0.93,580918000.0,143788000.0,-400000.0,62437000.0,35821000.0,212726000.0,-5630000.0,,26157000.0,25568000.0,25568000,,59382000.0,0.0,59382000.0,,-2546000.0,,0.0,77899000.0,107000.0,-12478000.0,-194676000.0,199635000.0,37215000.0,26157000.0,27316000.0,36209000.0,38701000.0,0.0,13133000.0,172311000.0,20785000.0,0.0,,7081000.0,371946000.0,714944000.0,33663000.0,,47771000.0,6174000.0,38823000.0,-10057000.0,161417000.0,0.0,182202000.0,0.93,182202000.0,,,,
2015-09-30,294085000,,41888000,41888000,-3703000.0,199410000.0,27344000.0,27628000.0,,67967000.0,155305000.0,599000.0,370727000.0,,381979000.0,-12586000.0,96492000.0,-791000.0,-90000.0,1234161000.0,,785000.0,,1.01,596722000.0,143788000.0,-331000.0,74141000.0,47694000.0,226118000.0,-12256000.0,,26079000.0,27628000.0,27628000,,58813000.0,0.0,58813000.0,,-3360000.0,,0.0,90155000.0,186000.0,-12400000.0,-199640000.0,198961000.0,35119000.0,26079000.0,27319000.0,33311000.0,42010000.0,-12000.0,14382000.0,171087000.0,17208000.0,0.0,,-11633000.0,370048000.0,752027000.0,29951000.0,,47025000.0,6039000.0,48798000.0,-9976000.0,182202000.0,0.0,199410000.0,1.01,199410000.0,,,,
2015-12-31,324769000,,52115000,52115000,-4050000.0,87141000.0,27374000.0,34511000.0,,83594000.0,121291000.0,343000.0,373810000.0,,236396000.0,-150553000.0,76199000.0,1060000.0,-815000.0,1118119000.0,,568000.0,,1.26,482606000.0,143788000.0,-48000.0,60752000.0,32693000.0,241175000.0,9684000.0,,31479000.0,34511000.0,34511000,,45092000.0,8032000.0,45092000.0,,-4002000.0,,-205000.0,80471000.0,225000.0,-149354000.0,-203919000.0,197610000.0,23258000.0,31479000.0,27328000.0,41135000.0,51910000.0,0.0,17399000.0,169891000.0,-112269000.0,0.0,,13364000.0,367501000.0,603897000.0,37133000.0,,46248000.0,6110000.0,43506000.0,-8631000.0,199410000.0,0.0,87141000.0,1.25,87141000.0,,,,
2016-03-31,287765000,,43944000,43944000,-4338000.0,94427000.0,27376000.0,29011000.0,,72924000.0,116893000.0,461000.0,374487000.0,,250044000.0,-13698000.0,71765000.0,657000.0,-9899000.0,1133432000.0,,787000.0,,1.06,498491000.0,143788000.0,-93000.0,70227000.0,32591000.0,214841000.0,4621000.0,,28980000.0,29011000.0,29011000,,45128000.0,9540000.0,45128000.0,,-4245000.0,,125000.0,75850000.0,326000.0,-14501000.0,-205677000.0,196530000.0,24265000.0,28980000.0,27338000.0,26125000.0,44069000.0,0.0,15058000.0,168810000.0,7286000.0,0.0,,-9480000.0,365340000.0,615384000.0,21880000.0,,45557000.0,5969000.0,39174000.0,-8582000.0,87141000.0,0.0,94427000.0,1.06,94427000.0,,,,
2016-06-30,284490000,,46623000,46623000,-5332000.0,118080000.0,27399000.0,30614000.0,,75144000.0,121134000.0,506000.0,380194000.0,,267827000.0,-13709000.0,73003000.0,-1451000.0,6390000.0,1150337000.0,0.0,1186000.0,,1.12,513598000.0,143788000.0,-268000.0,66006000.0,33072000.0,209346000.0,-247000.0,,28521000.0,30614000.0,30614000,,48131000.0,7644000.0,48131000.0,,-5064000.0,,21000.0,76097000.0,680000.0,-13029000.0,-210599000.0,197310000.0,23032000.0,28521000.0,27357000.0,42014000.0,46644000.0,0.0,16030000.0,169595000.0,23653000.0,0.0,,4202000.0,366905000.0,634732000.0,36950000.0,,44866000.0,6029000.0,39931000.0,-11350000.0,94427000.0,0.0,118080000.0,1.12,118080000.0,,,,
2016-09-30,291361000,,50754000,50754000,-4052000.0,145747000.0,27430000.0,33400000.0,,80634000.0,139863000.0,1081000.0,383337000.0,,310274000.0,-13710000.0,92782000.0,-746000.0,5713000.0,1170027000.0,-8000.0,1145000.0,,1.22,534505000.0,143788000.0,92000.0,70691000.0,51242000.0,210727000.0,-13668000.0,,29880000.0,33400000.0,33400000,,47081000.0,4071000.0,47081000.0,,-4144000.0,,87000.0,89765000.0,64000.0,-13654000.0,-215458000.0,196215000.0,20287000.0,29880000.0,27363000.0,45373000.0,50841000.0,0.0,17441000.0,167879000.0,27667000.0,0.0,,-4679000.0,364094000.0,674368000.0,41229000.0,,44175000.0,5986000.0,41540000.0,-11272000.0,118080000.0,0.0,145747000.0,1.22,145747000.0,,,,
2016-12-31,326773000,,59358000,59358000,-42689000.0,118507000.0,27441000.0,38956000.0,,93739000.0,131975000.0,920000.0,395771000.0,,276959000.0,-15084000.0,69845000.0,817000.0,-16146000.0,1193899000.0,0.0,1010000.0,,1.42,559483000.0,164908000.0,2000.0,71438000.0,30425000.0,233034000.0,10079000.0,,34381000.0,38956000.0,38956000,,62130000.0,6899000.0,62130000.0,,-7694000.0,,206000.0,80115000.0,90000.0,-14994000.0,-218846000.0,237574000.0,20838000.0,34381000.0,27366000.0,30443000.0,59564000.0,-34997000.0,20608000.0,176925000.0,-27240000.0,0.0,,748000.0,414499000.0,691458000.0,22749000.0,,64820000.0,5957000.0,39420000.0,-11194000.0,145747000.0,0.0,118507000.0,1.42,118507000.0,,,,
2017-03-31,293834000,,22013000,22013000,-8227000.0,124751000.0,27442000.0,14471000.0,,71905000.0,152829000.0,152000.0,394692000.0,,295322000.0,-15092000.0,92310000.0,-3647000.0,11614000.0,1193278000.0,-858000.0,955000.0,,0.53,559180000.0,164908000.0,-6000.0,75056000.0,50470000.0,221929000.0,482000.0,,49892000.0,14471000.0,14471000,,60519000.0,15881000.0,60519000.0,,-8221000.0,,144000.0,79634000.0,803000.0,-15147000.0,-214253000.0,236248000.0,17174000.0,49892000.0,27379000.0,29618000.0,22157000.0,0.0,7686000.0,180439000.0,6244000.0,0.0,,-3003000.0,416687000.0,712009000.0,21397000.0,,63819000.0,6407000.0,41840000.0,-11116000.0,118507000.0,0.0,124751000.0,0.53,124751000.0,,,,
2017-06-30,289874000,,42623000,42623000,-5640000.0,143104000.0,27446000.0,28487000.0,,72486000.0,140428000.0,474000.0,397255000.0,,301146000.0,-15094000.0,76623000.0,5923000.0,-2801000.0,1206671000.0,0.0,1138000.0,,1.04,575977000.0,168030000.0,3000.0,69922000.0,35270000.0,217388000.0,3257000.0,,29863000.0,28487000.0,28487000,,63805000.0,11744000.0,63805000.0,,-6946000.0,,331000.0,76376000.0,166000.0,-14928000.0,-216584000.0,234588000.0,26448000.0,29863000.0,27396000.0,38921000.0,42954000.0,-172000.0,14467000.0,180671000.0,18353000.0,0.0,,4336000.0,415259000.0,716405000.0,31975000.0,,60162000.0,6556000.0,41353000.0,-8936000.0,124751000.0,0.0,143104000.0,1.04,143104000.0,,,,
2017-09-30,298916000,,44326000,44326000,-8804000.0,157178000.0,27451000.0,29386000.0,,75477000.0,158617000.0,488000.0,404291000.0,,331092000.0,-15092000.0,95616000.0,-1622000.0,3217000.0,1220965000.0,-849000.0,1163000.0,,1.07,590546000.0,168030000.0,8000.0,82944000.0,47820000.0,223439000.0,-8890000.0,,31151000.0,29386000.0,29386000,,63001000.0,5704000.0,63001000.0,,-8494000.0,,358000.0,85266000.0,-95000.0,-16036000.0,-220494000.0,234274000.0,23179000.0,31151000.0,27396000.0,38914000.0,44684000.0,-318000.0,15298000.0,183797000.0,14074000.0,0.0,,-13026000.0,418071000.0,749163000.0,30420000.0,,59195000.0,6416000.0,47796000.0,-8880000.0,143104000.0,0.0,157178000.0,1.07,157178000.0,,,,
2017-12-31,319665000,,47265000,47265000,-6790000.0,178767000.0,27460000.0,45920000.0,,83941000.0,143467000.0,505000.0,409713000.0,,343097000.0,-16469000.0,85069000.0,-8110000.0,-924000.0,1250416000.0,-4000.0,1150000.0,,1.67,621009000.0,168030000.0,3000.0,68360000.0,32490000.0,235724000.0,7607000.0,,36676000.0,45920000.0,45920000,,58398000.0,18311000.0,58398000.0,,-6793000.0,,412000.0,77659000.0,-189000.0,-16662000.0,-224695000.0,236361000.0,14867000.0,36676000.0,27396000.0,45041000.0,47677000.0,0.0,1757000.0,185018000.0,21589000.0,0.0,,14587000.0,421379000.0,764476000.0,38248000.0,,58189000.0,6614000.0,52579000.0,-8825000.0,157178000.0,0.0,178767000.0,1.67,178767000.0,,,,
2018-03-31,296174000,,37665000,37665000,-7321000.0,187330000.0,27458000.0,27621000.0,,67913000.0,153702000.0,521000.0,416729000.0,,364015000.0,-16483000.0,94516000.0,1099000.0,-4283000.0,1263443000.0,-249000.0,1171000.0,,1.01,632863000.0,168030000.0,-47000.0,76731000.0,36329000.0,228261000.0,-10455000.0,,30248000.0,27621000.0,27621000,,59186000.0,11840000.0,59186000.0,,-7274000.0,,375000.0,88114000.0,-268000.0,-17000000.0,-229316000.0,235137000.0,15740000.0,30248000.0,27405000.0,32884000.0,38040000.0,0.0,10419000.0,187413000.0,8563000.0,,,-8389000.0,422550000.0,786565000.0,25610000.0,,57182000.0,6869000.0,58187000.0,-10652000.0,178767000.0,0.0,187330000.0,1.0,187330000.0,,,,
2018-06-30,308170000,,42851000,42851000,-8537000.0,205752000.0,,32387000.0,,76182000.0,152209000.0,538000.0,425727000.0,,378877000.0,-16487000.0,93767000.0,131000.0,2349000.0,1279343000.0,0.0,1555000.0,,,652282000.0,168030000.0,-111000.0,72960000.0,35789000.0,231988000.0,-2747000.0,,33331000.0,32387000.0,32387000,,58442000.0,9304000.0,58442000.0,,-8464000.0,,951000.0,90861000.0,-429000.0,-16916000.0,-234914000.0,234801000.0,18102000.0,33331000.0,,43875000.0,43802000.0,0.0,11415000.0,190813000.0,18422000.0,,,3788000.0,425614000.0,804491000.0,35411000.0,,56176000.0,6997000.0,57978000.0,-8259000.0,187330000.0,0.0,205752000.0,,205752000.0,,,,
2018-09-30,316654000,,49120000,49120000,-9811000.0,217935000.0,27514000.0,39028000.0,,81199000.0,166164000.0,,436320000.0,,410470000.0,-16495000.0,107501000.0,879000.0,-7213000.0,1301876000.0,-1593000.0,1531000.0,,1.42,674019000.0,168030000.0,-71000.0,83398000.0,40018000.0,235455000.0,-11961000.0,,32079000.0,39028000.0,39028000,,58663000.0,6315000.0,58663000.0,,-9740000.0,,1314000.0,102822000.0,-778000.0,-18866000.0,-240548000.0,233941000.0,17365000.0,32079000.0,27424000.0,40860000.0,50434000.0,0.0,11406000.0,195772000.0,12183000.0,,,-10325000.0,429713000.0,840183000.0,31120000.0,,55211000.0,6944000.0,67483000.0,-8215000.0,205752000.0,0.0,217935000.0,1.42,217935000.0,,,,
2018-12-31,349581000,,51550000,51550000,-76642000.0,194531000.0,27566000.0,47907000.0,,91392000.0,170687000.0,,461015000.0,,365513000.0,-17875000.0,109856000.0,2006000.0,22848000.0,1331908000.0,-166000.0,1831000.0,,1.74,704771000.0,211347000.0,-253000.0,72069000.0,35965000.0,258189000.0,11988000.0,,39842000.0,47907000.0,47907000,,60831000.0,6586000.0,60831000.0,,-18198000.0,,10644000.0,92327000.0,-1076000.0,-19117000.0,-245980000.0,294910000.0,19282000.0,39842000.0,27435000.0,72355000.0,62194000.0,-58191000.0,14287000.0,215035000.0,-23404000.0,,,13310000.0,509945000.0,875458000.0,54157000.0,,72824000.0,7514000.0,73891000.0,-8172000.0,217935000.0,0.0,194531000.0,1.73,194531000.0,,,,
2019-03-31,317882000,,37416000,37416000,-15645000.0,187389000.0,27549000.0,30604000.0,,75397000.0,171277000.0,88000.0,473558000.0,,367305000.0,-17874000.0,108797000.0,1025000.0,-10761000.0,1344638000.0,-3273000.0,1180000.0,,1.11,715008000.0,210429000.0,-268000.0,81156000.0,38407000.0,242485000.0,-793000.0,,37981000.0,30604000.0,30604000,,62480000.0,5640000.0,62480000.0,,-16028000.0,,1241000.0,93120000.0,-558000.0,-21705000.0,-249060000.0,294482000.0,20016000.0,37981000.0,27448000.0,30208000.0,38657000.0,651000.0,8053000.0,224498000.0,-7142000.0,,,-9205000.0,518980000.0,886285000.0,14180000.0,,71551000.0,8219000.0,70390000.0,-8129000.0,194531000.0,0.0,187389000.0,1.11,187389000.0,,,,
2019-06-30,323670000,,38301000,38301000,-24763000.0,196288000.0,,33010000.0,,78210000.0,178526000.0,-5020000.0,503326000.0,,368569000.0,-17866000.0,119706000.0,3426000.0,12318000.0,1359782000.0,-2379000.0,1430000.0,,,726873000.0,208371000.0,-194000.0,75691000.0,43036000.0,245460000.0,7048000.0,,39909000.0,33010000.0,33010000,,58820000.0,10518000.0,58820000.0,,-26914000.0,,5956000.0,86072000.0,-268000.0,-20513000.0,-256282000.0,289786000.0,23824000.0,39909000.0,,54175000.0,44257000.0,2176000.0,11247000.0,247044000.0,8899000.0,,,5472000.0,536830000.0,905399000.0,27261000.0,,70277000.0,9171000.0,76670000.0,-10308000.0,187389000.0,0.0,196288000.0,,196288000.0,,,,
2019-09-30,337054000,,61403000,52653000,-43345000.0,173461000.0,27517000.0,40678000.0,,92108000.0,212676000.0,-205000.0,564766000.0,,368651000.0,-17869000.0,136573000.0,833000.0,-11249000.0,1382658000.0,-1465000.0,1436000.0,,1.48,749665000.0,208371000.0,-156000.0,91554000.0,52076000.0,244946000.0,-8353000.0,,39455000.0,40745000.0,40745000,,76103000.0,9211000.0,32806000.0,,-43189000.0,,478000.0,94425000.0,-243000.0,-19577000.0,-259323000.0,10873000.0,23659000.0,39455000.0,27442000.0,40095000.0,53131000.0,,12386000.0,305443000.0,-22827000.0,,,,593690000.0,962341000.0,-3094000.0,,69003000.0,8750000.0,84497000.0,-10238000.0,196288000.0,0.0,173461000.0,1.48,173461000.0,,,,
