date,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2014-03-31,1478083000.0,1268162000.0,168573000.0,148162000.0,130029000.0,-9000.0,-319841000.0,132873000.0,55210000.0,22200000.0,0.19,1580329000.0,3792000.0,-17865000.0,26732000.0,,213000.0,0.0,91396000.0,-383716000.0,461046000.0,,-312167000.0,0.0,,205810000.0,22200000.0,8351411000.0,383991000.0,-50105000.0,-755000.0,205234000.0,144887000.0,1668898000.0,-19065000.0,74302000.0,-19847000.0,1599570000.0,5670000.0,8522000.0,135912000,-9000.0,3256000.0,209921000.0,73531000.0,133796000,1118894000,168573000.0,0.19,2690907000.0,52086000.0,-60403000.0,5660504000.0,3687348000.0,-68812000.0,0.0,0.0,4664063000.0,836936000.0,2018450000.0,1257854000.0,,-83943000.0,1268162000.0,281958000.0,-8381000.0,4034294000.0,-4665000.0,,40120000.0,74819000,1849877000.0,74819000.0,387806000.0,,,
2014-06-30,1392541000.0,1170934000.0,206991000.0,233042000.0,67681000.0,0.0,32550000.0,129598000.0,25801000.0,27294000.0,0.11,1268162000.0,3764000.0,-15156000.0,,,203000.0,0.0,-17114000.0,-39649000.0,496990000.0,,-97228000.0,0.0,,193146000.0,27294000.0,8467336000.0,376072000.0,-53606000.0,-734000.0,253915000.0,229767000.0,1748247000.0,-19087000.0,41591000.0,-40465000.0,1568999000.0,13234000.0,8275000.0,81118000,0.0,3393000.0,221607000.0,-32270000.0,71507000,1286187000,206991000.0,0.11,2695739000.0,32942000.0,-115551000.0,5771597000.0,3829292000.0,-181049000.0,0.0,0.0,4638044000.0,981638000.0,2081045000.0,1301186000.0,,122482000.0,1170934000.0,304549000.0,-26576000.0,4197121000.0,-4738000.0,,40131000.0,41880000,1874054000.0,41880000.0,379664000.0,,,
2014-09-30,1458189000.0,1221817000.0,192551000.0,150394000.0,224928000.0,-77469000.0,2590000.0,126340000.0,84383000.0,16817000.0,0.37,1170934000.0,3738000.0,-8867000.0,,,210000.0,0.0,127553000.0,-67386000.0,500744000.0,,50883000.0,0.0,,196214000.0,16817000.0,8614645000.0,373531000.0,-51429000.0,-713000.0,299004000.0,147136000.0,1823037000.0,-18792000.0,139601000.0,-9284000.0,1639341000.0,9960000.0,4493000.0,235098000,0.0,1562000.0,236372000.0,118686000.0,222800000,1594725000,192551000.0,0.37,2606490000.0,79432000.0,-108205000.0,6008155000.0,3904236000.0,-134710000.0,0.0,0.0,4710409000.0,1221531000.0,2081199000.0,1327819000.0,,35563000.0,1221817000.0,373194000.0,77020000.0,4431801000.0,1133000.0,,40295000.0,140545000,1888648000.0,140545000.0,377292000.0,,,
2014-12-31,1632393000.0,1292862000.0,142642000.0,146024000.0,267120000.0,-4950000.0,34070000.0,123115000.0,50025000.0,30186000.0,0.58,1221817000.0,3695000.0,-6902000.0,80477000.0,,224000.0,0.0,107414000.0,-38341000.0,513032000.0,-192200000.0,71045000.0,0.0,,48722000.0,30186000.0,8569410000.0,369533000.0,-97879000.0,-690000.0,270516000.0,146024000.0,1663012000.0,-18702000.0,217095000.0,1972000.0,1728953000.0,11000000.0,8002000.0,267344000,0.0,1356000.0,339531000.0,100512000.0,278403000,1822557000,142642000.0,0.58,2427369000.0,59309000.0,-199698000.0,6142041000.0,3764456000.0,37975000.0,0.0,30186000.0,4804954000.0,1398130000.0,2101444000.0,1343774000.0,60598000.0,-97773000.0,1292862000.0,424427000.0,13261000.0,4392100000.0,-12259000.0,,40368000.0,217095000,1958802000.0,217095000.0,373267000.0,,,
2015-03-31,1280219000.0,1053927000.0,177763000.0,164537000.0,95805000.0,0.0,-72678000.0,119890000.0,40834000.0,62261000.0,0.15,1292862000.0,3654000.0,-14517000.0,,,187000.0,0.0,-25397000.0,-203653000.0,511665000.0,,-238935000.0,0.0,,47346000.0,62261000.0,8433285000.0,366748000.0,-107955000.0,-669000.0,271165000.0,161312000.0,1625898000.0,-29616000.0,54617000.0,-9885000.0,1646570000.0,11062000.0,8280000.0,107054000,0.0,5917000.0,226292000.0,-39914000.0,91697000,1133298000,177763000.0,0.15,2415153000.0,40805000.0,-145325000.0,6018132000.0,3691291000.0,-230993000.0,0.0,0.0,4741994000.0,877064000.0,2065393000.0,1307387000.0,,-27416000.0,1053927000.0,256234000.0,4627000.0,4633050000.0,3196000.0,,41474000.0,54971000,1887630000.0,54971000.0,370110000.0,,,
2015-06-30,729905000.0,460361000.0,217315000.0,133344000.0,167627000.0,0.0,-186286000.0,116665000.0,64303000.0,98264000.0,0.28,1053927000.0,3548000.0,-8598000.0,,,208000.0,0.0,-165706000.0,-429280000.0,561034000.0,,-593566000.0,0.0,,48774000.0,98264000.0,8157956000.0,361009000.0,-214111000.0,-648000.0,290436000.0,130119000.0,1631531000.0,-29509000.0,102664000.0,1420000.0,1507104000.0,10791000.0,6374000.0,178626000,0.0,4173000.0,269544000.0,-174304000.0,167588000,1280291000,217315000.0,0.28,2433804000.0,62254000.0,-352958000.0,5724152000.0,3551697000.0,-254683000.0,0.0,0.0,4606259000.0,979359000.0,1920166000.0,1292321000.0,,6214000.0,460361000.0,300932000.0,8717000.0,4888560000.0,-609000.0,,40232000.0,103324000,1702851000.0,103324000.0,364241000.0,,,
2015-09-30,1004811000.0,734153000.0,241047000.0,162586000.0,179276000.0,0.0,-137289000.0,113440000.0,71507000.0,102548000.0,0.3,460361000.0,3492000.0,-10934000.0,,,203000.0,0.0,-55709000.0,341416000.0,637962000.0,,273792000.0,0.0,,50906000.0,102548000.0,8801578000.0,350147000.0,-120672000.0,-627000.0,372498000.0,159361000.0,1797314000.0,-28772000.0,107072000.0,-11915000.0,1466189000.0,11866000.0,5485000.0,191345000,,3080000.0,270658000.0,-66643000.0,197384000,1506747000,241047000.0,0.31,2444763000.0,68305000.0,-251113000.0,6356815000.0,4229973000.0,-349600000.0,0.0,0.0,4571605000.0,1146777000.0,2432659000.0,1373910000.0,,182005000.0,734153000.0,359970000.0,325000.0,5240932000.0,-18409000.0,,41509000.0,107769000,2191612000.0,107769000.0,353372000.0,,,
2015-12-31,1196876000.0,754161000.0,186141000.0,138990000.0,373315000.0,0.0,32060000.0,110215000.0,145288000.0,86312000.0,0.64,734153000.0,3491000.0,-11391000.0,81717000.0,,190000.0,0.0,-101317000.0,131799000.0,671099000.0,-185800000.0,20008000.0,0.0,,57050000.0,272112000.0,8967160000.0,348699000.0,0.0,-609000.0,327725000.0,138990000.0,1669048000.0,-28061000.0,228027000.0,-10474000.0,1662641000.0,12503000.0,4613000.0,367039000,,-7565000.0,442715000.0,-112708000.0,367039000,2061628000,186141000.0,0.65,2217460000.0,140335000.0,-492568000.0,6749700000.0,4207835000.0,-92492000.0,0.0,0.0,4759325000.0,1555599000.0,2538787000.0,1284273000.0,130170000.0,-184701000.0,754161000.0,506029000.0,917000.0,5450058000.0,6276000.0,,41267000.0,228027000,2352646000.0,228027000.0,351746000.0,,,
2016-03-31,1286274000.0,995696000.0,223692000.0,194465000.0,118213000.0,-430011000.0,-369965000.0,163185000.0,34913000.0,85017000.0,0.24,754161000.0,3463000.0,-9460000.0,,,174000.0,0.0,-64062000.0,757349000.0,686163000.0,,241535000.0,0.0,,33460000.0,85017000.0,9843480000.0,347815000.0,-52745000.0,-588000.0,331932000.0,191015000.0,1660284000.0,-31568000.0,82611000.0,-451752000.0,1661769000.0,13113000.0,9355000.0,131500000,,4447000.0,290578000.0,-73522000.0,120637000,1432578000,223692000.0,0.24,2247291000.0,50026000.0,-224303000.0,7596189000.0,5069953000.0,-381910000.0,0.0,0.0,4773527000.0,1117476000.0,3409669000.0,1294892000.0,,31999000.0,995696000.0,315102000.0,-12281000.0,6202479000.0,-3173000.0,,53090000.0,83300000,3185977000.0,83300000.0,350477000.0,,,
2016-06-30,593191000.0,229187000.0,252259000.0,195783000.0,189580000.0,-14000.0,-551329000.0,161372000.0,71820000.0,85781000.0,0.34,995696000.0,3438000.0,-11584000.0,,,186000.0,0.0,-261254000.0,-497642000.0,681168000.0,,-766509000.0,0.0,,33980000.0,85781000.0,9507056000.0,345240000.0,-48061000.0,-568000.0,340847000.0,192333000.0,1644090000.0,-31451000.0,116686000.0,-7613000.0,1700206000.0,13592000.0,7551000.0,203358000,,5343000.0,364004000.0,-272838000.0,199039000,1799914000,252259000.0,0.34,2172136000.0,67757000.0,-473257000.0,7334920000.0,4688939000.0,-428507000.0,0.0,0.0,4818117000.0,1405092000.0,3044849000.0,1269263000.0,,23114000.0,229187000.0,394822000.0,3985000.0,6629464000.0,-10122000.0,,52500000.0,117760000,2792590000.0,117760000.0,347999000.0,,,
2016-09-30,783217000.0,434205000.0,248302000.0,186458000.0,212335000.0,-433000.0,-792523000.0,158242000.0,83865000.0,57468000.0,0.37,229187000.0,3324000.0,-9507000.0,,,165000.0,0.0,13100000.0,202138000.0,647706000.0,,205018000.0,0.0,,33562000.0,57468000.0,9871532000.0,340171000.0,-250040000.0,-548000.0,378423000.0,183008000.0,1682338000.0,-31279000.0,127331000.0,-10220000.0,1548375000.0,13513000.0,2907000.0,226013000,,7888000.0,349012000.0,3593000.0,232502000,1942905000,248302000.0,0.37,2053621000.0,81191000.0,-220869000.0,7817911000.0,5199500000.0,-289756000.0,0.0,0.0,4672032000.0,1523945000.0,3517162000.0,1270353000.0,,28190000.0,434205000.0,418960000.0,-280000.0,6950242000.0,-20889000.0,,51768000.0,128470000,3268860000.0,128470000.0,342421000.0,,,
2016-12-31,1238378000.0,698882000.0,187891000.0,207647000.0,413721000.0,-14539000.0,107898000.0,114392000.0,140549000.0,77444000.0,0.83,434205000.0,3191000.0,-8744000.0,54396000.0,,160000.0,0.0,380486000.0,-111110000.0,857426000.0,-192900000.0,267769000.0,0.0,,34860000.0,270344000.0,10178200000.0,325975000.0,-252360000.0,-526000.0,405455000.0,207647000.0,1889309000.0,-30368000.0,273172000.0,-1607000.0,1540208000.0,13789000.0,2415000.0,420133000,,-16064000.0,539496000.0,371742000.0,420133000,2493078000,187891000.0,0.83,2113073000.0,135813000.0,-48654000.0,8065127000.0,5518837000.0,203081000.0,0.0,0.0,4659363000.0,1865298000.0,3629528000.0,1448994000.0,307344000.0,-8046000.0,723248000.0,627780000.0,21676000.0,6770655000.0,-6412000.0,40400000.0,51447000.0,273172000,3441637000.0,273172000.0,327809000.0,,,
2017-03-31,743137000.0,397758000.0,240745000.0,239718000.0,139265000.0,-14802000.0,-192307000.0,151342000.0,47747000.0,48563000.0,0.28,723248000.0,3161000.0,-9996000.0,,,137000.0,0.0,39803000.0,-315813000.0,829625000.0,,-299385000.0,0.0,,41941000.0,48563000.0,9920814000.0,317756000.0,-105522000.0,-505000.0,367180000.0,236268000.0,1769539000.0,-29102000.0,90595000.0,-23375000.0,1516059000.0,13209000.0,14161000.0,152611000,,4090000.0,345379000.0,29807000.0,139837000,1628828000,240745000.0,0.29,2074674000.0,39226000.0,-122401000.0,7846140000.0,5260669000.0,-267014000.0,0.0,0.0,4660145000.0,1249273000.0,3491130000.0,1360418000.0,,-71362000.0,423863000.0,379555000.0,1423000.0,7028335000.0,-1268000.0,,65293000.0,91518000,3250385000.0,91518000.0,320085000.0,,,
2017-06-30,573142000.0,208203000.0,290890000.0,216211000.0,122547000.0,-3030000.0,-97764000.0,147892000.0,21798000.0,104652000.0,0.32,423863000.0,3037000.0,-6896000.0,,,134000.0,0.0,136523000.0,-312325000.0,818972000.0,,-184008000.0,0.0,,,104652000.0,9812878000.0,312315000.0,-300297000.0,-485000.0,407691000.0,216211000.0,1814289000.0,-29112000.0,100749000.0,-8206000.0,1288537000.0,12814000.0,6710000.0,138621000,,-5626000.0,364939000.0,129627000.0,138621000,2020846000,290890000.0,0.32,2013268000.0,41615000.0,-148848000.0,7799610000.0,5368876000.0,-219379000.0,0.0,0.0,4444002000.0,1666014000.0,3554587000.0,1406598000.0,,98254000.0,239855000.0,354832000.0,1720000.0,7090164000.0,-16074000.0,,59617000.0,100749000,3263697000.0,100749000.0,313880000.0,,,
2017-09-30,522971000.0,158237000.0,306641000.0,240945000.0,268249000.0,-4175000.0,-690727000.0,144442000.0,90710000.0,96149000.0,0.58,239855000.0,2940000.0,-6656000.0,,,101000.0,0.0,76153000.0,-110725000.0,797439000.0,,-42758000.0,0.0,,,96149000.0,9971269000.0,298538000.0,-259993000.0,-465000.0,441481000.0,237495000.0,1880735000.0,-27804000.0,175600000.0,-8186000.0,1179442000.0,12666000.0,5634000.0,281016000,,98000.0,364734000.0,69497000.0,270042000,2130019000,306641000.0,0.59,1943137000.0,47015000.0,-168945000.0,8028132000.0,5626184000.0,-271613000.0,0.0,0.0,4345085000.0,1619032000.0,3745449000.0,1439254000.0,,95652000.0,197097000.0,510987000.0,2645000.0,7370152000.0,-2177000.0,,61497000.0,177539000,3438808000.0,177539000.0,300228000.0,,,
2017-12-31,843283000.0,272683000.0,250779000.0,201607000.0,408767000.0,-1030000.0,-1873949000.0,100592000.0,331352000.0,70706000.0,0.26,197097000.0,2868000.0,-8503000.0,3006967000.0,,132000.0,0.0,410598000.0,-291052000.0,745123000.0,-206500000.0,109071000.0,0.0,,86925000.0,277206000.0,9686649000.0,292174000.0,-250511000.0,-445000.0,393815000.0,201607000.0,1837073000.0,-26730000.0,77415000.0,-10475000.0,980061000.0,12309000.0,7178000.0,411380000,,-351000.0,570600000.0,402095000.0,411380000,2793557000,250779000.0,0.26,1594367000.0,294451000.0,-41062000.0,8092282000.0,5532623000.0,188976000.0,0.0,0.0,4154026000.0,2180570000.0,3695550000.0,1356333000.0,213407000.0,-56860000.0,306168000.0,612987000.0,-942000.0,7147130000.0,-2613000.0,40400000.0,62957000.0,77415000,3444771000.0,77415000.0,293492000.0,,,
2018-03-31,536274000.0,150821000.0,,240893000.0,224191000.0,-1000000.0,-959303000.0,,53440000.0,,0.59,306168000.0,2859000.0,-15428000.0,,,143000.0,,169013000.0,-274418000.0,784355000.0,,-121381000.0,,,115667000.0,,9706395000.0,286683000.0,-59491000.0,-424000.0,446304000.0,240893000.0,1788204000.0,-26347000.0,170751000.0,-15976000.0,1087701000.0,11890000.0,8451000.0,237389000,,-793000.0,385453000.0,153585000.0,225499000,1970093000,308864000.0,0.59,1601605000.0,23479000.0,-48184000.0,8104790000.0,5431738000.0,-237169000.0,,,4274657000.0,1503701000.0,3643534000.0,1226233000.0,,13084000.0,184787000.0,466392000.0,452000.0,7465028000.0,-1308000.0,,64810000.0,170751000,3334670000.0,170751000.0,288026000.0,,,
2018-06-30,736725000.0,367091000.0,,229506000.0,409170000.0,0.0,-862890000.0,,85081000.0,,1.12,184787000.0,2843000.0,-17631000.0,,,165000.0,,378569000.0,-150273000.0,759230000.0,,217128000.0,,,22484000.0,,9815576000.0,285276000.0,-53000000.0,-395000.0,399330000.0,226056000.0,1664163000.0,-26037000.0,320505000.0,-11168000.0,1333177000.0,12271000.0,7711000.0,421606000,,-2010000.0,369634000.0,360938000.0,407676000,2569722000,354968000.0,1.12,1466421000.0,103512000.0,-69427000.0,8349155000.0,5288864000.0,-44193000.0,,,4526712000.0,1932540000.0,3624701000.0,1242349000.0,,-64778000.0,401915000.0,637182000.0,6463000.0,7499665000.0,824000.0,,61718000.0,324089000,3269733000.0,324089000.0,286654000.0,,,
2018-09-30,1078415000.0,728631000.0,,256207000.0,384688000.0,0.0,173538000.0,,95153000.0,,1.01,401915000.0,2821000.0,-13470000.0,,,152000.0,-75000.0,467398000.0,-105461000.0,797976000.0,,357097000.0,,,10324000.0,,10055080000.0,283489000.0,-66948000.0,-370000.0,465833000.0,252757000.0,1727675000.0,-25900000.0,286385000.0,-4840000.0,1530080000.0,12556000.0,5359000.0,397396000,,-663000.0,349784000.0,453928000.0,384726000,2649366000,342376000.0,1.01,1390925000.0,103344000.0,49136000.0,8664155000.0,5326202000.0,17628000.0,,,4728878000.0,2008433000.0,3598527000.0,1251518000.0,,50170000.0,759012000.0,640933000.0,8630000.0,7489454000.0,-1728000.0,,54278000.0,289535000,3256151000.0,289535000.0,284672000.0,,,
2018-12-31,1571442000.0,1110088000.0,,292318000.0,329491000.0,0.0,-8284000.0,86792000.0,91842000.0,92935000.0,0.84,759012000.0,2771000.0,-12510000.0,,,158000.0,,434764000.0,-50118000.0,830359000.0,-209300000.0,374688000.0,,,11580000.0,302235000.0,10172976000.0,278964000.0,-123034000.0,-345000.0,352029000.0,292318000.0,1724092000.0,-25736000.0,237649000.0,-9958000.0,1613929000.0,12712000.0,6769000.0,336587000,,-146000.0,461354000.0,422254000.0,336587000,2999150000,254624000.0,0.84,1287720000.0,132442000.0,-40134000.0,8885256000.0,5355194000.0,213372000.0,,,4817782000.0,2370245000.0,3631102000.0,1360483000.0,152987000.0,-99879000.0,1133700000.0,628905000.0,2552000.0,7253353000.0,-7096000.0,40400000.0,54590000.0,237649000,3376478000.0,237649000.0,280212000.0,,,
2019-03-31,1382452000.0,1055457000.0,,252727000.0,216703000.0,-1289000.0,-129878000.0,,49946000.0,,0.59,1133700000.0,2771000.0,-16070000.0,,,144000.0,,158909000.0,-194588000.0,823066000.0,,-52747000.0,,,18108000.0,,10207336000.0,277637000.0,-35353000.0,-320000.0,444322000.0,252727000.0,1732797000.0,-30802000.0,166757000.0,-17068000.0,1714515000.0,13210000.0,9019000.0,230886000,,-39000.0,326995000.0,142839000.0,217676000,1996693000,294548000.0,0.59,1253414000.0,24690000.0,-57707000.0,8953922000.0,5273897000.0,-259865000.0,,,4933439000.0,1526290000.0,3541100000.0,1270367000.0,,3408000.0,1080953000.0,470403000.0,291000.0,7506543000.0,-973000.0,,55725000.0,166757000,3246552000.0,166757000.0,278640000.0,,,
2019-06-30,975041000.0,631309000.0,,262990000.0,320776000.0,-167099000.0,-281651000.0,,79735000.0,,0.86,1080953000.0,2750000.0,-13505000.0,,,146000.0,,146801000.0,-392177000.0,837279000.0,,-421679000.0,,,27913000.0,,10095537000.0,276652000.0,-83471000.0,-295000.0,380363000.0,259440000.0,1716735000.0,-30818000.0,238647000.0,-176303000.0,1841478000.0,13287000.0,8285000.0,334209000,,2703000.0,343732000.0,133296000.0,320725000,2488985000,334484000.0,0.86,1251821000.0,26768000.0,-149114000.0,8843716000.0,5025730000.0,-139655000.0,,,5069807000.0,1905270000.0,3308995000.0,1308459000.0,,,659274000.0,583715000.0,4301000.0,7802492000.0,-4274000.0,,58246000.0,241041000,2974511000.0,241041000.0,277584000.0,,,
2019-09-30,1120879000.0,736986000.0,,274225000.0,366146000.0,-3851000.0,15066000.0,,93042000.0,,0.99,659274000.0,2710000.0,-13587000.0,,,147000.0,,277070000.0,-150679000.0,864846000.0,,109370000.0,,,38624000.0,,10264513000.0,272992000.0,-125564000.0,-270000.0,389843000.0,270625000.0,1755708000.0,-30615000.0,270395000.0,-17021000.0,1948202000.0,13805000.0,4085000.0,380098000,,-97000.0,383893000.0,263483000.0,367654000,2710365000,333672000.0,0.99,1247422000.0,32294000.0,-56860000.0,9017091000.0,5082921000.0,-27663000.0,,,5181592000.0,2068486000.0,3327213000.0,1327241000.0,,,768644000.0,641879000.0,417000.0,7830059000.0,-4915000.0,,62182000.0,273104000,2993541000.0,273104000.0,273632000.0,,,
2019-12-31,1726880000.0,1217913000.0,,261545000.0,435951000.0,-1000000.0,64637000.0,84592000.0,100153000.0,181742000.0,1.22,768644000.0,2702000.0,-14957000.0,,,147000.0,-724000.0,494765000.0,3884000.0,895686000.0,-218900000.0,482812000.0,,,36093000.0,400642000.0,10715597000.0,270843000.0,-29945000.0,-245000.0,435916000.0,261545000.0,1871377000.0,-30115000.0,335798000.0,-15837000.0,2220574000.0,13697000.0,6979000.0,439847000,,-1412000.0,508967000.0,479808000.0,439847000,3016913000,294427000.0,1.23,1250551000.0,21686000.0,103538000.0,9465046000.0,5257417000.0,189442000.0,,,5458180000.0,2315521000.0,3386040000.0,1399368000.0,118366000.0,,1251456000.0,701392000.0,120000.0,7680614000.0,-3896000.0,40400000.0,59766000.0,335798000,3091613000.0,335798000.0,271475000.0,,,
