date,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyBasicAverageShares,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid
2011-12-31,-8205000.0,0.4,,2353269000.0,,-26091000.0,284023000.0,,60673000,63908000.0,57359000.0,0.0,269769000.0,-550376000.0,327057000.0,259293329.0,1032139000,-21011000,2492000.0,200393000,-123729000,,144759000,,56886000.0,,1004155000.0,1360092000.0,-77669000.0,148714000,138841000,-3314000,267356000.0,,6549000.0,2492000.0,13934000.0,6520000.0,-17765000.0,1117521000.0,38216000,,250072000.0,3218724000.0,140073000.0,517245000.0,893298000.0,2501162000.0,127703000,917813000.0,4578816000.0,0.41,,106543000,106543000,,122683000.0,1221392000.0,407170000.0,57359000,10747000,-26075000,40695000.0,5286000.0,,155059000.0,162692000.0,2225547000.0,,106543000,0.0,138841000,0.0,0.0,168456000.0,268913505.0,
2012-03-31,-72000.0,0.4,,2437884000.0,,-34008000.0,271179000.0,787000.0,57359000,70213000.0,64324000.0,0.0,268176000.0,-78425000.0,330788000.0,257415349.0,1065791000,-29918000,1902000.0,207290000,-96854000,,147457000,,53233000.0,,991067000.0,1369306000.0,-29997000.0,104217000,155872000,6965000,265399000.0,,5889000.0,1902000.0,11568000.0,-1487000.0,-51077000.0,1201094000.0,41731000,,249601000.0,3181088000.0,158839000.0,498552000.0,909919000.0,2479944000.0,74299000,836327000.0,4550394000.0,0.41,50353000.0,105726000,105726000,,109866000.0,1121443000.0,425859000.0,64324000,518000,-2745000,44888000.0,9480000.0,,151682000.0,128107000.0,2112510000.0,,105726000,,155872000,0.0,0.0,165672000.0,266933964.0,
2012-06-30,-13892000.0,0.33,,2538015000.0,,-27184000.0,267307000.0,5309000.0,64324000,82290000.0,77418000.0,0.0,228466000.0,-181266000.0,358396000.0,257604856.0,1064863000,-47132000,1899000.0,182358000,-183227000,,120772000,,65911000.0,,1017726000.0,1335816000.0,-9431000.0,250985000,136595000,13094000,225194000.0,,4872000.0,1899000.0,7470000.0,-6050000.0,114746000.0,1281194000.0,33544000,,268444000.0,3214568000.0,159520000.0,459721000.0,0.0,2502497000.0,203853000,681106000.0,4550384000.0,0.34,52154000.0,87228000,87228000,928268000.0,153429000.0,994643000.0,443826000.0,77418000,-6995000,-54623000,47644000.0,9432000.0,-2577000.0,139710000.0,149160000.0,2012369000.0,,87228000,0.0,1064863000,928268000.0,0.0,159993000.0,267418867.0,
2012-09-30,30592000.0,,,3422334000.0,,-275000.0,1026634000.0,-39982000.0,77418000,127562000.0,113103000.0,2201694000.0,202407000.0,-302722000.0,1156737000.0,,1609661000,-41859000,6227000.0,-54019000,2689290000,-305395000.0,-150062000,,177030000.0,806390000.0,2728100000.0,2790055000.0,0.0,109346000,114287000,35685000,197986000.0,,14459000.0,6227000.0,1015442000.0,-21289000.0,130054000.0,1113225000.0,17906000,349507000.0,500995000.0,7663387000.0,539779000.0,1272325000.0,3969135000.0,5819817000.0,67487000,3196061000.0,10453442000.0,,78543000.0,-167968000,-167968000,-2139111000.0,143303000.0,4303008000.0,744482000.0,113103000,-250158000,-2765591000,52347000.0,17500000.0,-3602000.0,171130000.0,443596000.0,7031108000.0,,-167968000,15533000.0,-2359474000,-2473761000.0,50171000.0,4891000.0,,
2012-12-31,-1322000.0,0.07,,3494212000.0,,48744000.0,998301000.0,574000.0,113103000,161578000.0,147024000.0,2203111000.0,303723000.0,-130112000.0,1296441000.0,306637866.0,2532929000,-58931000,6960000.0,326015000,-131293000,,30536000,,164556000.0,,3020245000.0,2956279000.0,-7775000.0,224530000,212007000,33921000,299572000.0,,14554000.0,6960000.0,6594000.0,-17682000.0,98092000.0,1135593000.0,8091000,,489945000.0,7761392000.0,490577000.0,1589031000.0,2320922000.0,5933441000.0,165599000,3085441000.0,10717671000.0,0.07,114008000.0,22445000,22445000,2320922000.0,589146000.0,4203214000.0,615536000.0,147024000,-155935000,-59679000,55855000.0,27197000.0,,177763000.0,469401000.0,7223459000.0,,22445000,,212007000,0.0,0.0,96373000.0,315061479.0,
2013-03-31,4424000.0,0.36,,3682826000.0,,96462000.0,917785000.0,1759000.0,147024000,167708000.0,154433000.0,2220525000.0,220759000.0,-97306000.0,1256358000.0,307382435.0,2526225000,-93360000,7795000.0,360438000,-65256000,,149933000,,135224000.0,,3074902000.0,2904990000.0,0.0,147177000,260226000,7409000,216283000.0,,13275000.0,7795000.0,13000000.0,-7141000.0,-80633000.0,1249781000.0,35745000,,488322000.0,7883757000.0,560887000.0,1454866000.0,2265999000.0,6070506000.0,53817000,3028170000.0,10788747000.0,0.37,100212000.0,114188000,114188000,2265999000.0,592926000.0,4031019000.0,782231000.0,154433000,-80002000,-87746000,69662000.0,31660000.0,-569000.0,157706000.0,562595000.0,7105921000.0,,114188000,,260226000,0.0,0.0,99120000.0,315760249.0,
2013-06-30,1038000.0,0.56,,3939881000.0,,164207000.0,898504000.0,1052000.0,154433000,165314000.0,139940000.0,2231396000.0,237254000.0,-116004000.0,1318474000.0,308529071.0,2567263000,-38397000,8250000.0,395912000,-93733000,,211553000,-5140000.0,150206000.0,,3602508000.0,2893269000.0,-10579000.0,133200000,291480000,-14493000,235379000.0,,25374000.0,8250000.0,11040000.0,872000.0,-170827000.0,1419881000.0,33388000,,476583000.0,8239515000.0,584009000.0,1434446000.0,2275783000.0,6374589000.0,94803000,2511016000.0,11132784000.0,0.58,104432000.0,178165000,178165000,2275783000.0,700462000.0,3590395000.0,804423000.0,139940000,-53793000,-59368000,546918000.0,26890000.0,-17921000.0,137901000.0,532925000.0,7192903000.0,,178165000,,291480000,0.0,0.0,116469000.0,317653145.0,
2013-09-30,4037000.0,,,4055697000.0,,121855000.0,848637000.0,12635000.0,139940000,106268000.0,106199000.0,2240494000.0,222469000.0,-191662000.0,1125916000.0,,2458207000,-53931000,8268000.0,90108000,-155689000,-406861000.0,235600000,0.0,156358000.0,882004000.0,3482000000.0,2683164000.0,-12178000.0,166350000,308601000,-33741000,220279000.0,,69000.0,8268000.0,8678000.0,58665000.0,-128188000.0,1551956000.0,94578000,225482000.0,475143000.0,8196108000.0,713933000.0,1018990000.0,1677535000.0,6393790000.0,112419000,2332377000.0,10879272000.0,,117292000.0,141022000,141022000,-5551381000.0,98060000.0,3341575000.0,911848000.0,106199000,-45393000,-27062000,534173000.0,18755000.0,10197000.0,155329000.0,508267000.0,6823575000.0,,141022000,20333000.0,780672000,472071000.0,0.0,14582000.0,,
2013-12-31,1842000.0,0.6,-217288000.0,4298927000.0,-56540000.0,263782000.0,839094000.0,-295000.0,106199000,206508000.0,206144000.0,2191593000.0,416204000.0,-15848000.0,1210654000.0,308482085.0,2644710000,-78469000,10012000.0,413860000,124633000,,252955000,,191606000.0,,3859726000.0,3340125000.0,-123016000.0,66304000,303396000,99945000,413933000.0,,364000.0,10012000.0,21492000.0,-527000.0,-244538000.0,1695071000.0,63165000,,486512000.0,8460847000.0,705543000.0,1464963000.0,2341314000.0,6624164000.0,-12165000,2567367000.0,11800972000.0,0.62,110464000.0,189790000,189790000,2341314000.0,661520000.0,3642319000.0,1011134000.0,206144000,-23083000,-85229000,558879000.0,28438000.0,-8602000.0,154538000.0,601334000.0,7502045000.0,38976000.0,189790000,,303396000,2341314000.0,0.0,129428000.0,318679293.0,
2014-03-31,1792000.0,0.73,250309000.0,4688552000.0,73898000.0,425579000.0,847381000.0,3288000.0,206144000,133752000.0,133436000.0,2196518000.0,244677000.0,-337927000.0,1118102000.0,307600215.0,2704266000,-85599000,6906000.0,458947000,-332802000,,290483000,,180660000.0,,3509500000.0,2848913000.0,-11468000.0,350655000,341492000,-72708000,241140000.0,,316000.0,6906000.0,7307000.0,-7094000.0,381000.0,1917206000.0,59632000,,491678000.0,8711504000.0,642190000.0,1261560000.0,2362774000.0,6849314000.0,265056000,2283929000.0,11560417000.0,0.75,117455000.0,230851000,230851000,2362774000.0,677096000.0,3362365000.0,973751000.0,133436000,-25992000,-83802000,558534000.0,25810000.0,-3283000.0,142313000.0,623704000.0,6871865000.0,-137628000.0,230851000,,341492000,2362774000.0,0.0,143512000.0,316695250.0,
2014-06-30,1507000.0,0.71,3637000.0,4787802000.0,31424000.0,266403000.0,814279000.0,2269000.0,133436000,131315000.0,131292000.0,2227312000.0,267492000.0,-504140000.0,1178172000.0,308542827.0,2667047000,-96718000,5114000.0,455120000,-253033000,,303634000,0.0,162381000.0,,3468874000.0,2732547000.0,0.0,345876000,346684000,-2144000,262275000.0,,23000.0,5114000.0,21272000.0,43260000.0,-41769000.0,2142300000.0,78540000,,474305000.0,8429629000.0,636798000.0,1216372000.0,2320363000.0,6645368000.0,249158000,1981196000.0,11162176000.0,0.73,108436000.0,225094000,225094000,2320363000.0,526794000.0,2905500000.0,897114000.0,131292000,-18944000,-85683000,568583000.0,24545000.0,-1934000.0,144034000.0,548703000.0,6374374000.0,58560000.0,225094000,,346684000,2320363000.0,0.0,162069000.0,318519083.0,
2014-09-30,1236000.0,,169287000.0,4988725000.0,112488000.0,228624000.0,786614000.0,1691000.0,131292000,535715000.0,535715000.0,2246197000.0,295754000.0,-795337000.0,1060380000.0,,2483669000,-72311000,9684000.0,344991000,47138000,-544784000.0,283178000,0.0,156283000.0,1031664000.0,2778219000.0,2867584000.0,0.0,412000000,378329000,404423000,296845000.0,,295754000.0,9684000.0,16457000.0,18721000.0,53259000.0,2356008000.0,69470000,151989000.0,486880000.0,8366468000.0,583979000.0,873466000.0,1637415000.0,6611323000.0,339689000,2599336000.0,11234052000.0,,107877000.0,213708000,213708000,-5763496000.0,57596000.0,3467108000.0,807989000.0,535715000,-72364000,-66439000,80367000.0,19643000.0,-1535000.0,155972000.0,457056000.0,6245327000.0,-73445000.0,213708000,30689000.0,846254000,-6556526000.0,-37716000.0,26759000.0,,
2014-12-31,1126000.0,0.74,-70012000.0,5217066000.0,36237000.0,192967000.0,751814000.0,955000.0,535715000,489577000.0,489577000.0,2265596000.0,316573000.0,-317835000.0,1127423000.0,311130412.0,2541255000,-76153000,10915000.0,451761000,-323459000,,320469000,,187112000.0,,2800286000.0,2859048000.0,-11099000.0,339205000,345870000,-46138000,317882000.0,,316573000.0,10915000.0,21528000.0,17232000.0,-29652000.0,2592264000.0,84213000,,479896000.0,8312803000.0,513934000.0,1103663000.0,2195385000.0,6604992000.0,263052000,2357676000.0,11171851000.0,0.76,105891000.0,236256000,236256000,2195385000.0,294104000.0,3154499000.0,777001000.0,489577000,-1821000,-63066000,91439000.0,24500000.0,-4249000.0,165616000.0,443578000.0,5954785000.0,72632000.0,236256000,96828000.0,345870000,2195385000.0,-42972000.0,74157000.0,320079669.0,
2015-03-31,901000.0,0.78,128243000.0,5518447000.0,-43203000.0,212559000.0,743529000.0,2764000.0,489577000,223506000.0,223506000.0,2296577000.0,266207000.0,-481266000.0,1060059000.0,312711663.0,2601208000,-58059000,6211000.0,477982000,-508426000,,338645000,,176468000.0,,2692166000.0,2554990000.0,0.0,284705000,369772000,-266071000,265648000.0,,266207000.0,6211000.0,20465000.0,-6083000.0,-75369000.0,2843438000.0,87471000,,479926000.0,8430796000.0,559241000.0,992220000.0,2231436000.0,6724701000.0,226646000,2041592000.0,10985786000.0,0.8,108210000.0,251174000,251174000,2231436000.0,279628000.0,2775173000.0,847421000.0,223506000,-6656000,-55655000,88563000.0,24804000.0,-1261000.0,146542000.0,459806000.0,5467339000.0,-90379000.0,251174000,119879000.0,369772000,2231436000.0,-55350000.0,73607000.0,322915371.0,
2015-06-30,1329000.0,0.8,-55196000.0,5790803000.0,-57785000.0,317211000.0,732536000.0,0.0,223506000,264695000.0,264695000.0,2286289000.0,292551000.0,-21299000.0,1079637000.0,312771723.0,2559358000,-57671000,4701000.0,472274000,-105686000,,350357000,,156388000.0,,2964768000.0,2762585000.0,-94028000.0,214090000,369896000,41189000,320341000.0,,292551000.0,4701000.0,4679000.0,41328000.0,-189329000.0,3021951000.0,93120000,,456194000.0,8427828000.0,592022000.0,1062974000.0,2189462000.0,6789527000.0,156419000,1759231000.0,11190413000.0,0.82,102378000.0,257237000,257237000,2189462000.0,260204000.0,2434842000.0,911048000.0,264695000,1283000,-59067000,335860000.0,,-2725000.0,162708000.0,414656000.0,5399610000.0,9556000.0,257237000,116897000.0,369896000,2189462000.0,0.0,68918000.0,322661908.0,
2015-09-30,1662000.0,,20300000.0,6082169000.0,88304000.0,598226000.0,758046000.0,6540000.0,264695000,305262000.0,305262000.0,2254245000.0,496397000.0,-143672000.0,1113636000.0,,2585275000,-80781000,8587000.0,443384000,-366092000,-646497000.0,319077000,,159562000.0,1119606000.0,3107785000.0,2965528000.0,-229041000.0,451310000,387792000,40567000,521071000.0,,496397000.0,8587000.0,7014000.0,9241000.0,92609000.0,3057578000.0,86188000,167576000.0,473109000.0,8821742000.0,571883000.0,889192000.0,1754630000.0,7136983000.0,370529000,1896181000.0,11787270000.0,,107565000.0,232889000,232889000,-5395289000.0,12542000.0,2597316000.0,873099000.0,305262000,-44731000,-79339000,230906000.0,,-6760000.0,170987000.0,416329000.0,5705101000.0,-28529000.0,232889000,42202000.0,830645000,-6173430000.0,-23293000.0,22999000.0,,
2015-12-31,164000.0,0.75,-55030000.0,6438626000.0,-23388000.0,683391000.0,749591000.0,1999000.0,305262000,552354000.0,552354000.0,2304191000.0,389689000.0,-21014000.0,1165183000.0,307714593.0,2683677000,-71954000,13387000.0,487509000,-1540000,,334911000,-4000000.0,180520000.0,,3173631000.0,3229027000.0,-40393000.0,328209000,385650000,247092000,415983000.0,,389689000.0,13387000.0,41865000.0,35396000.0,-61290000.0,3287733000.0,97198000,,467395000.0,8901224000.0,532492000.0,1176980000.0,2298027000.0,7242304000.0,256255000,1820452000.0,12130251000.0,0.77,101859000.0,237713000,237713000,2298027000.0,289043000.0,2517994000.0,914022000.0,552354000,-30626000,-83731000,357000000.0,,-9940000.0,177183000.0,435598000.0,5691625000.0,46307000.0,237713000,132632000.0,385650000,2298027000.0,0.0,81783000.0,316244857.0,
2016-03-31,-25586000.0,0.9,31301000.0,5985156000.0,-74021000.0,432778000.0,720303000.0,25544000.0,552354000,168919000.0,168919000.0,2150943000.0,362638000.0,-157282000.0,1074046000.0,306358432.0,2750049000,-100663000,4343000.0,493184000,-524525000,,367985000,-34442000.0,147480000.0,,2850797000.0,2786228000.0,-508688000.0,251381000,392222000,-383435000,366814000.0,,362638000.0,4343000.0,11157000.0,-10188000.0,-125601000.0,3230580000.0,85250000,,462609000.0,8631644000.0,529272000.0,1097418000.0,2357827000.0,7010298000.0,150718000,1872515000.0,11417872000.0,0.92,100962000.0,282735000,282735000,2357827000.0,265372000.0,2581919000.0,941080000.0,168919000,-1606000,-107773000,193744000.0,,0.0,152333000.0,487144000.0,5432716000.0,-64084000.0,282735000,132796000.0,392222000,2357827000.0,-24057000.0,81807000.0,313610579.0,
2016-06-30,-29840000.0,0.89,-77536000.0,6102266000.0,-11326000.0,254693000.0,720261000.0,2086000.0,168919000,283681000.0,283681000.0,2175637000.0,385704000.0,-172116000.0,1130249000.0,301941641.0,2667109000,-97311000,6876000.0,487981000,-138766000,,372433000,0.0,143341000.0,,2897294000.0,2981656000.0,0.0,351678000,389127000,114762000,387703000.0,,385704000.0,6876000.0,21218000.0,41216000.0,-68072000.0,3504413000.0,98600000,,446191000.0,8452382000.0,583656000.0,1153633000.0,2277982000.0,6847204000.0,254367000,1716401000.0,11434038000.0,0.91,98854000.0,273833000,273833000,2277982000.0,244089000.0,2434478000.0,932965000.0,283681000,1365000,-89927000,193633000.0,18059000.0,-2188000.0,186734000.0,416347000.0,5331772000.0,62491000.0,273833000,154730000.0,389127000,2277982000.0,0.0,81814000.0,308985991.0,
2016-09-30,0.0,,65436000.0,6464608000.0,6381000.0,304128000.0,720799000.0,0.0,283681000,596529000.0,596529000.0,2194731000.0,369530000.0,-22747000.0,1107863000.0,,2582429000,-99707000,13693000.0,460665000,-1473000,-653025000.0,377456000,0.0,159410000.0,1092318000.0,2778664000.0,3203656000.0,0.0,401806000,395336000,312848000,370511000.0,,369530000.0,13693000.0,15245000.0,30066000.0,-12910000.0,3778848000.0,103021000,151292000.0,439293000.0,8489676000.0,523553000.0,816885000.0,1759253000.0,6933333000.0,302099000,1718939000.0,11693332000.0,,98385000.0,274435000,274435000,-5690693000.0,6053000.0,2450060000.0,935496000.0,596529000,-257000,-101300000,192036000.0,15691000.0,-2573000.0,183579000.0,390367000.0,5228724000.0,-27950000.0,274435000,27246000.0,823176000,-6505996000.0,0.0,40963000.0,,
2016-12-31,-26166000.0,0.89,-132126000.0,6358200000.0,32419000.0,199162000.0,739041000.0,0.0,596529000,313909000.0,313909000.0,2211299000.0,397919000.0,-126663000.0,1141285000.0,303179061.0,2675719000,-80351000,9632000.0,488334000,-393780000,,375036000,-150897000.0,186112000.0,,2780977000.0,3021707000.0,-302610000.0,349654000,399015000,-282620000,398555000.0,,397919000.0,9632000.0,29242000.0,32476000.0,-58796000.0,3781156000.0,99385000,,436749000.0,8514173000.0,524602000.0,1224525000.0,2276704000.0,6950734000.0,269303000,1722162000.0,11535880000.0,0.91,89319000.0,275651000,275651000,2276704000.0,191320000.0,2396703000.0,900438000.0,313909000,-5459000,-235222000,78452000.0,,-3974000.0,201789000.0,419219000.0,5177680000.0,17375000.0,275651000,154473000.0,399015000,2276704000.0,0.0,82023000.0,309283481.0,
2017-03-31,-21062000.0,0.9,44512000.0,6407930000.0,-23345000.0,234554000.0,731254000.0,0.0,313909000,282038000.0,282038000.0,2187868000.0,408288000.0,-45739000.0,1064284000.0,298489002.0,2724431000,-83149000,8714000.0,488463000,-315004000,,375942000,0.0,176400000.0,,2744134000.0,3007978000.0,-285686000.0,366219000,395479000,-31871000,407463000.0,,408288000.0,8714000.0,11193000.0,-2088000.0,-7995000.0,3814184000.0,101504000,,424911000.0,8518026000.0,524472000.0,1183866000.0,2328952000.0,6974239000.0,283070000,1699438000.0,11526004000.0,0.92,92984000.0,274438000,274438000,2328952000.0,195936000.0,2373940000.0,923698000.0,282038000,-1692000,-82905000,64891000.0,,-3073000.0,193493000.0,478672000.0,5118074000.0,-46196000.0,274438000,161933000.0,395479000,2328952000.0,0.0,86537000.0,303619463.0,
2017-06-30,-25939000.0,0.92,-49545000.0,6641946000.0,-81927000.0,263332000.0,747509000.0,0.0,282038000,302937000.0,302937000.0,2187391000.0,422559000.0,-16641000.0,1053583000.0,295692501.0,2836817000,-76413000,8320000.0,494666000,-100306000,,379269000,-99365000.0,180829000.0,,2813294000.0,3202935000.0,-94794000.0,290602000,399975000,20899000,425544000.0,,422559000.0,8320000.0,9211000.0,23199000.0,-109789000.0,4009427000.0,102625000,,413178000.0,8629711000.0,627549000.0,1261781000.0,2436842000.0,7120430000.0,214189000,1661422000.0,11832646000.0,0.94,94691000.0,276644000,276644000,2436842000.0,204610000.0,2377406000.0,1006488000.0,302937000,-3854000,-176008000,67933000.0,,-230000.0,203227000.0,432903000.0,5190700000.0,-17839000.0,276644000,129035000.0,399975000,2436842000.0,0.0,83235000.0,300832642.0,
2017-09-30,-22509000.0,,-27293000.0,6202626000.0,64797000.0,159391000.0,733482000.0,7248000.0,302937000,165872000.0,165872000.0,2054725000.0,313552000.0,-19917000.0,1004307000.0,,2608099000,-74697000,7777000.0,391238000,-373896000,-688732000.0,287650000,-32799000.0,174102000.0,1085345000.0,2701550000.0,2863019000.0,-563574000.0,352077000,392938000,-137065000,326302000.0,,313552000.0,7777000.0,4071000.0,7310000.0,30495000.0,3794439000.0,79188000,112244000.0,396613000.0,8533193000.0,578886000.0,931530000.0,1808208000.0,7060030000.0,277380000,1739536000.0,11396212000.0,,100210000.0,208462000,208462000,-5768554000.0,13259000.0,2492036000.0,922620000.0,165872000,-88713000,-98121000,122467000.0,,2127000.0,213515000.0,409332000.0,5193586000.0,-46213000.0,208462000,23047000.0,799891000,-6635545000.0,0.0,35456000.0,,
2017-12-31,-17440000.0,0.98,-87783000.0,6553080000.0,126000.0,215312000.0,748469000.0,1287000.0,165872000,238942000.0,238942000.0,2067545000.0,395499000.0,-77005000.0,1105795000.0,286799266.0,2816895000,-70866000,12202000.0,499553000,-63753000,,340679000,-198997000.0,218835000.0,,3215021000.0,3192977000.0,-24789000.0,410090000,406263000,73070000,427705000.0,,395499000.0,12202000.0,24742000.0,-51033000.0,67049000.0,4079704000.0,55414000,,391507000.0,8764527000.0,616007000.0,1435822000.0,2410632000.0,7301662000.0,339224000,1518825000.0,11957504000.0,0.99,93290000.0,285265000,285265000,2410632000.0,202722000.0,2189403000.0,946106000.0,238942000,-48450000,-274898000,304067000.0,,-6322000.0,160963000.0,446271000.0,5404424000.0,78753000.0,285265000,101132000.0,406263000,2410632000.0,0.0,87201000.0,303179061.0,
2018-03-31,-24404000.0,0.94,138038000.0,,-46292000.0,,,0.0,238942000,,,,,-89761000.0,,286459356.0,2950258000,-91290000,10993000.0,521470000,-292054000,,368387000,-5405000.0,,,,,-231443000.0,425652000,424366000,48604000,,,,,29150000.0,-14704000.0,58434000.0,,94015000,,,,,,2525892000.0,,334362000,,,0.96,97104000.0,274372000,274372000,2525892000.0,,,,287546000,-38666000,-98198000,,,-1503000.0,,,,34889000.0,274372000,,424366000,2525892000.0,,,290997492.0,
2018-06-30,-28830000.0,1.0,-102056000.0,6729486000.0,11252000.0,357220000.0,751567000.0,1359000.0,287546000,171096000.0,171096000.0,2025252000.0,374542000.0,-19128000.0,1184956000.0,282885089.0,2940712000,-84532000,7977000.0,537814000,-297117000,,388135000,-43121000.0,205921000.0,,3244674000.0,3196477000.0,-347017000.0,317303000,437004000,-116450000,397758000.0,,374542000.0,,13161000.0,3094000.0,-83844000.0,4138504000.0,99855000,,386019000.0,8958547000.0,,1444134000.0,2503708000.0,7471573000.0,232771000,1543765000.0,12155024000.0,1.02,100810000.0,288280000,288280000,2503708000.0,198020000.0,2180864000.0,1005341000.0,171096000,-30213000,-127496000,298861000.0,,-1202000.0,146319000.0,415751000.0,5425538000.0,14700000.0,288280000,120610000.0,437004000,2503708000.0,,95859000.0,287540464.0,
2018-09-30,-16746000.0,,-54271000.0,6684807000.0,43204000.0,201596000.0,722473000.0,6932000.0,171096000,509643000.0,325242000.0,2018592000.0,325552000.0,-18505000.0,1134802000.0,,2798960000,-79433000,7285000.0,392447000,-226120000,-726383000.0,392779000,-614000.0,194681000.0,1114476000.0,3119667000.0,3104432000.0,-215616000.0,340363000,437401000,12995000,367742000.0,,184401000.0,,10672000.0,21405000.0,-79876000.0,4251424000.0,99294000,86272000.0,388093000.0,8814634000.0,,1126772000.0,1912924000.0,7341720000.0,260930000,1452313000.0,11919066000.0,,101471000.0,293485000,293485000,-6070812000.0,13852000.0,2114592000.0,942826000.0,184091000,-23840000,-76826000,348580000.0,,-7211000.0,173009000.0,399549000.0,5234259000.0,-20453000.0,293485000,30054000.0,886036000,-6991597000.0,,38379000.0,,
2018-12-31,-19790000.0,1.11,38471000.0,6931983000.0,-48857000.0,508299000.0,726317000.0,745000.0,184091000,406132000.0,406132000.0,1978201000.0,604416000.0,-395437000.0,1220666000.0,276971263.0,2963946000,-80957000,9464000.0,532857000,-86533000,,420124000,-23508000.0,230886000.0,,3266068000.0,3733463000.0,-379066000.0,391529000,437157000,222041000,614286000.0,,604416000.0,,15381000.0,6837000.0,-45280000.0,4234022000.0,108650000,,400465000.0,9138989000.0,,1523885000.0,2526789000.0,7637294000.0,310572000,2013365000.0,12872452000.0,1.12,95700000.0,311474000,311474000,2526789000.0,203853000.0,2674401000.0,1035500000.0,406132000,-2423000,-107063000,172940000.0,,-3343000.0,181143000.0,330715000.0,5940469000.0,25902000.0,311474000,146800000.0,437157000,2526789000.0,-1934000.0,110485000.0,281568097.0,
2019-03-31,-14279000.0,1.14,21901000.0,6982222000.0,-56014000.0,346613000.0,695839000.0,5025000.0,406132000,543958000.0,543958000.0,1984958000.0,384232000.0,-13751000.0,1233941000.0,273390984.0,3068263000,-82624000,11250000.0,555350000,-154460000,,426786000,-62470000.0,211096000.0,,3136494000.0,3651598000.0,-159254000.0,462005000,457384000,137826000,389980000.0,,384232000.0,,15340000.0,-13195000.0,53056000.0,4426951000.0,108505000,,399614000.0,9057819000.0,,1462066000.0,2610879000.0,7448730000.0,379381000,1970263000.0,12709417000.0,1.16,97966000.0,318281000,318281000,2610879000.0,204186000.0,2590701000.0,1067694000.0,543958000,-11817000,-145549000,167712000.0,,-5480000.0,155857000.0,467871000.0,5727195000.0,-3780000.0,318281000,297580000.0,457384000,2610879000.0,,102641000.0,278079000.0,
2019-06-30,-13443000.0,1.12,69991000.0,6670794000.0,-13913000.0,217282000.0,758359000.0,6225000.0,543958000,225151000.0,225151000.0,1892303000.0,,-14254000.0,1175713000.0,272390289.0,3119797000,-83955000,8424000.0,576915000,-80281000,,417696000,-519160000.0,218496000.0,,3110019000.0,3390412000.0,-516532000.0,375171000,475435000,-318807000,402252000.0,,394641000.0,,16621000.0,2472000.0,-41026000.0,4331508000.0,108333000,,403560000.0,9423512000.0,,1478819000.0,2644362000.0,7877424000.0,291216000,2366446000.0,12813924000.0,1.14,101480000.0,309363000,309363000,2644362000.0,207301000.0,3033111000.0,1061492000.0,225151000,-38324000,-603467000,165874000.0,,-6577000.0,179228000.0,346845000.0,6143130000.0,-44026000.0,309363000,165851000.0,475435000,2644362000.0,,114624000.0,277341191.0,
