date,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyGrossPPE,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyBasicAverageShares,quarterlyDilutedEPS,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyGoodwill
2010-06-30,47365000.0,34418000.0,32845000.0,1002839000.0,113176000.0,5775000.0,2587398000.0,19510000,2474222000.0,12147000.0,-8779000.0,32845000.0,-850000.0,1035684000.0,4612000.0,54412000.0,,21206000,20991000,31933000.0,-165000.0,49534000.0,,42166000.0,,-12799000.0,51832000.0,-32834000.0,11421000.0,7464000.0,,92835000.0,31243000.0,,,21063000.0,17736000.0,-860000.0,1549203000.0,-203006000.0,25766000.0,-280000.0,,569000.0,9067000.0,51832000.0,51832000.0,16034000.0,965186000.0,36676000,27471000.0,30189000.0,268000.0,2568588000.0,65833000,,63877000.0,-16512000.0,-30489000.0,0.0,231000.0,2365582000.0,49244000,,3475000.0,265000.0,,20589000.0,,,,,,,,,
2010-09-30,-31954000.0,22343000.0,0.0,1067029000.0,103730000.0,8912000.0,2609755000.0,19514000,2506025000.0,12035000.0,-419000.0,0.0,878000.0,1067029000.0,4553000.0,57302000.0,,21210000,20261000,31995000.0,0.0,0.0,,-42555000.0,,-79954000.0,4009000.0,-34146000.0,8579000.0,18400000.0,,92836000.0,51832000.0,,,20324000.0,20809000.0,-2080000.0,1541446000.0,-212955000.0,40807000.0,-26657000.0,,1198000.0,4668000.0,4009000.0,4009000.0,16501000.0,1008422000.0,36493000,15681000.0,,96000.0,2650113000.0,65881000,,51568000.0,-83522000.0,-19437000.0,40207000.0,170000.0,2437158000.0,48860000,,2388000.0,0.0,,-47823000.0,,,,,,,,,
2010-12-31,-98380000.0,3234000.0,43774000.0,1141027000.0,63062000.0,9369000.0,2713575000.0,12519000,2650513000.0,12857000.0,-421000.0,43774000.0,15000.0,1184801000.0,4515000.0,59746000.0,,14215000,13857000,32076000.0,-7605000.0,70436000.0,,41981000.0,,-121707000.0,2048000.0,-33325000.0,13093000.0,7342000.0,,92838000.0,4009000.0,,,13794000.0,22035000.0,116000.0,1527483000.0,-222921000.0,0.0,-117238000.0,,1661000.0,-208000.0,2048000.0,2048000.0,16655000.0,948416000.0,37711000,-11703000.0,185269000.0,-2819000.0,2742871000.0,72839000,,26023000.0,-124403000.0,93723000.0,0.0,-22000.0,2519950000.0,43306000,,3472000.0,8490000.0,,-1961000.0,,,,,,,,,
2011-03-31,-10393000.0,-9319000.0,63541000.0,1153285000.0,62100000.0,6657000.0,2753697000.0,19124000,2691597000.0,13670000.0,-1383000.0,39544000.0,8000.0,1216826000.0,4466000.0,58228000.0,,20820000,20725000,,-129000.0,88821000.0,23997000.0,966000.0,,-57944000.0,2557000.0,-33374000.0,12574000.0,19015000.0,4648000.0,92847000.0,2048000.0,,,20597000.0,20182000.0,463000.0,1535539000.0,-234461000.0,31230000.0,-106572000.0,,3322000.0,1462000.0,2557000.0,2557000.0,17662000.0,1134270000.0,38046000,10956000.0,,,2794674000.0,70802000,,48866000.0,-59259000.0,9587000.0,0.0,-19000.0,2560213000.0,51929000,,20025000.0,1739000.0,,509000.0,0.0,,,,,,,,
2011-06-30,-23421000.0,-21922000.0,40395000.0,1201964000.0,62748000.0,6568000.0,2798807000.0,19607000,2736059000.0,14008000.0,-2707000.0,40395000.0,-5312000.0,1242359000.0,4423000.0,59180000.0,,21303000,21139000,31350000.0,-267000.0,85738000.0,,-695000.0,,-56922000.0,3588000.0,-33905000.0,15786000.0,7285000.0,,92862000.0,2557000.0,,,21245000.0,20439000.0,-2480000.0,1555161000.0,-246348000.0,0.0,-167489000.0,,-3069000.0,645000.0,3588000.0,3588000.0,17512000.0,951751000.0,38741000,-9864000.0,242928000.0,,2850175000.0,74966000,,28993000.0,-52414000.0,28960000.0,0.0,210000.0,2603827000.0,52765000,,36366000.0,43763000.0,,1031000.0,0.0,,,,,,,,
2011-09-30,-261573000.0,-34014000.0,72502000.0,1295003000.0,78517000.0,11495000.0,3146361000.0,20936000,3067844000.0,15124000.0,-1616000.0,72502000.0,-5464000.0,1367505000.0,4376000.0,68299000.0,,22632000,22269000,31928000.0,0.0,101446000.0,,-859000.0,,-317096000.0,19678000.0,-34725000.0,11563000.0,22371000.0,,92955000.0,3588000.0,,,22228000.0,26442000.0,-2783000.0,1777593000.0,-256452000.0,0.0,-392555000.0,,-3039000.0,2831000.0,19678000.0,19678000.0,20086000.0,1249179000.0,41857000,19414000.0,23453000.0,,3176394000.0,79862000,,61286000.0,-322859000.0,271900000.0,0.0,68000.0,2919942000.0,57438000,,243137000.0,-40179000.0,,16090000.0,0.0,,,,,,,,
2011-12-31,-280047000.0,-44946000.0,76336000.0,1354217000.0,66619000.0,-3502000.0,3434429000.0,25874000,3367810000.0,16015000.0,-5721000.0,91444000.0,10764000.0,1430553000.0,4358000.0,58213000.0,,27570000,27390000,,1100000.0,95199000.0,,1556000.0,,-320106000.0,2082000.0,-38501000.0,27808000.0,15108000.0,,93049000.0,19678000.0,,,27758000.0,12398000.0,5006000.0,2002498000.0,-270094000.0,37201000.0,-245982000.0,,-3830000.0,1899000.0,2082000.0,2082000.0,19585000.0,1339109000.0,45815000,-6697000.0,,,3494117000.0,86021000,,43801000.0,-323848000.0,258709000.0,0.0,521000.0,3224023000.0,63358000,-9104000.0,241032000.0,2960000.0,,-17596000.0,0.0,,,,,,,,
2012-03-31,-141145000.0,-60623000.0,96762000.0,1299604000.0,73280000.0,7603000.0,3612538000.0,24755000,3539258000.0,18263000.0,-3935000.0,73879000.0,0.0,1396366000.0,4312000.0,74208000.0,,29832000,29282000,,-1462000.0,94699000.0,22883000.0,,,-190678000.0,3033000.0,-42411000.0,15674000.0,21885000.0,3406000.0,288567000.0,2082000.0,,,29229000.0,25720000.0,-754000.0,2214802000.0,-285560000.0,42997000.0,-282088000.0,,-3775000.0,563000.0,3033000.0,3033000.0,19645000.0,1277719000.0,48488000,-711000.0,,,3679466000.0,89882000,,50600000.0,-191745000.0,141029000.0,0.0,97000.0,3393906000.0,67137000,-101922000.0,37550000.0,2229000.0,,951000.0,,,,,,,,,
2012-06-30,-47011000.0,-74123000.0,131264000.0,1345316000.0,44714000.0,7024000.0,3703990000.0,27579000,3659276000.0,19120000.0,-5080000.0,101923000.0,0.0,1476580000.0,4283000.0,79029000.0,,33505000,31237000,40351000.0,-2718000.0,82150000.0,29341000.0,,,-90594000.0,2907000.0,-47005000.0,11506000.0,14440000.0,,288576000.0,3033000.0,,,31222000.0,26056000.0,1311000.0,2226070000.0,-302435000.0,40351000.0,-305992000.0,,-3504000.0,2522000.0,2907000.0,2907000.0,19394000.0,1345316000.0,52973000,-6790000.0,171941000.0,,3788254000.0,90535000,,49167000.0,-96178000.0,41301000.0,0.0,140000.0,3510773000.0,69648000,-471000.0,22769000.0,1660000.0,,-126000.0,,,,,,,,,
2012-09-30,-55113000.0,-83497000.0,99145000.0,1556975000.0,221833000.0,8652000.0,3934198000.0,33253000,3712365000.0,17543000.0,247000.0,99145000.0,0.0,1656120000.0,0.0,81135000.0,,38015000,37280000,,-7261000.0,81044000.0,,-805000.0,,-99976000.0,141446000.0,-47390000.0,3878000.0,22112000.0,2277000.0,288596000.0,2907000.0,,,26085000.0,26117000.0,-2453000.0,2276763000.0,-317858000.0,53361000.0,-235546000.0,,-3448000.0,8803000.0,141446000.0,141446000.0,22866000.0,1534863000.0,55018000,-517000.0,,,3883640000.0,85013000,,71807000.0,-126920000.0,166708000.0,0.0,-7426000.0,3565782000.0,66494000,-807000.0,58940000.0,2923000.0,,138539000.0,,,,,,,,,
2012-12-31,471399000.0,-90952000.0,1690441000.0,17527000.0,113285000.0,8903000.0,3988026000.0,35901000,3874741000.0,20408000.0,-2594000.0,103477000.0,0.0,1690441000.0,0.0,84267000.0,,40663000,33491000,,-1209000.0,81707000.0,1586964000.0,-2011000.0,,-220511000.0,2076000.0,-48117000.0,4632000.0,17527000.0,3112000.0,288617000.0,141446000.0,,44568000.0,33595000.0,29184000.0,2440000.0,2296285000.0,-333238000.0,41773000.0,-486713000.0,,-2382000.0,2136000.0,15172000.0,2076000.0,20597000.0,1576362000.0,55083000,3003000.0,,,4103055000.0,88899000,,56556000.0,-270082000.0,24585000.0,0.0,104000.0,3793034000.0,74473000,11200000.0,65964000.0,719000.0,13096000.0,-139370000.0,,,,,,,,,
2013-03-31,68823000.0,-105969000.0,1530900000.0,28130000.0,96958000.0,8264000.0,4001790000.0,29202000,3904832000.0,23805000.0,-994000.0,73191000.0,-2264000.0,1559030000.0,13719000.0,88611000.0,,34066000,34067000,,-1812000.0,25442000.0,1457709000.0,-1029000.0,,-46552000.0,3442000.0,-49083000.0,3954000.0,28130000.0,3260000.0,288671000.0,2076000.0,,43182000.0,33287000.0,32019000.0,252000.0,2441623000.0,-350868000.0,23492000.0,-322125000.0,-148000.0,-1567000.0,1339000.0,17161000.0,3442000.0,21827000.0,1225297000.0,56592000,6289000.0,,,4152385000.0,92565000,,68823000.0,-51431000.0,-20905000.0,0.0,-780000.0,3801517000.0,78919000,0.0,166067000.0,110000.0,13719000.0,1366000.0,2310000.0,,,,,,,,
2013-06-30,55366000.0,-119866000.0,1834504000.0,17277000.0,352652000.0,9412000.0,4649352000.0,32724000,4296700000.0,22613000.0,,87925000.0,-17476000.0,1851781000.0,14173000.0,91820000.0,,37486000,36247000,,-160000.0,101161000.0,1746579000.0,0.0,,-420200000.0,236916000.0,-51383000.0,4301000.0,17277000.0,3443000.0,576194000.0,3442000.0,,75964000.0,36679000.0,31964000.0,996000.0,2796314000.0,-370278000.0,0.0,-173757000.0,-183000.0,-3088000.0,,251089000.0,236916000.0,23394000.0,1746579000.0,59856000,-8108000.0,,,4529221000.0,96121000,,55366000.0,-433799000.0,598308000.0,87925000.0,432000.0,4158943000.0,82625000,0.0,92018000.0,2120000.0,14173000.0,233474000.0,2533000.0,,,,,,,,
2013-09-30,90890000.0,-134003000.0,1621017000.0,27913000.0,82917000.0,7534000.0,4436860000.0,34675000,4353943000.0,26005000.0,,97369000.0,-121000.0,1648930000.0,14755000.0,96201000.0,,44352000,43163000,,-16000.0,25392000.0,1523648000.0,0.0,,-41537000.0,6530000.0,-58489000.0,4420000.0,27913000.0,2736000.0,576220000.0,236916000.0,,71601000.0,43528000.0,33390000.0,8141000.0,2786683000.0,-393339000.0,16792000.0,-370910000.0,1764000.0,-2548000.0,-142000.0,21285000.0,6530000.0,19989000.0,0.0,62811000,19004000.0,,,4615231000.0,100621000,,90890000.0,-84540000.0,-279739000.0,0.0,365000.0,4221892000.0,89522000,0.0,5281000.0,936000.0,14755000.0,-230386000.0,1688000.0,,,,,,,,
2013-12-31,59342000.0,-147837000.0,1659096000.0,17142000.0,74573000.0,7367000.0,4454523000.0,35382000,4379950000.0,27194000.0,-771000.0,89037000.0,3067000.0,1676238000.0,11721000.0,98129000.0,,44241000,42326000,,-996000.0,95367000.0,1570059000.0,0.0,,-59751000.0,1485000.0,-58075000.0,5519000.0,17142000.0,4107000.0,576221000.0,6530000.0,,70259000.0,42580000.0,34539000.0,-638000.0,2777045000.0,-416477000.0,37674000.0,-110675000.0,-1371000.0,-4505000.0,0.0,13206000.0,1485000.0,20074000.0,46400000.0,63590000,-12038000.0,,,4669841000.0,103648000,,59342000.0,-67647000.0,-4636000.0,0.0,254000.0,4271706000.0,89826000,0.0,4247000.0,-2196000.0,11721000.0,-5045000.0,1987000.0,,,,,,,,
2014-03-31,78604000.0,-162636000.0,1706988000.0,27996000.0,73573000.0,8915000.0,4518462000.0,34311000,4444889000.0,28012000.0,,91821000.0,-304000.0,1734984000.0,12034000.0,99724000.0,,43333000,42121000,,-554000.0,27061000.0,1615167000.0,0.0,,-81692000.0,5926000.0,-58132000.0,4340000.0,27996000.0,3690000.0,576231000.0,1485000.0,,70604000.0,42028000.0,36927000.0,-4131000.0,2782938000.0,-440247000.0,31566000.0,-206179000.0,417000.0,-6944000.0,,17960000.0,5926000.0,20278000.0,91500000.0,62797000,8697000.0,,,4757236000.0,104064000,,78604000.0,-89862000.0,7529000.0,0.0,-93000.0,4316989000.0,90318000,,21144000.0,-1865000.0,12034000.0,4441000.0,2338000.0,,,,,,,,
2014-06-30,58415000.0,-175608000.0,1807872000.0,18532000.0,153135000.0,8074000.0,4650854000.0,36515000,4497719000.0,28007000.0,,84889000.0,-4184000.0,1826404000.0,12087000.0,100867000.0,,45571000,42512000,,-166000.0,28162000.0,1722983000.0,,,-78728000.0,85358000.0,-58543000.0,4746000.0,18532000.0,2017000.0,576247000.0,5926000.0,,68582000.0,42953000.0,36081000.0,591000.0,2823922000.0,-462249000.0,25763000.0,-309775000.0,616000.0,-9450000.0,,97445000.0,85358000.0,21761000.0,0.0,64786000,-9533000.0,,,4830724000.0,105613000,,58415000.0,-96528000.0,99745000.0,0.0,441000.0,4368475000.0,92721000,,54954000.0,-5317000.0,12087000.0,79432000.0,2374000.0,,,,,,,,
2014-09-30,94734000.0,-188843000.0,1952711000.0,30537000.0,70425000.0,9007000.0,4866577000.0,38876000,4796152000.0,29771000.0,,91852000.0,-2199000.0,1983248000.0,12075000.0,105273000.0,,47940000,44474000,,-98000.0,25312000.0,1860859000.0,,,-317323000.0,4904000.0,-61175000.0,4583000.0,30537000.0,2135000.0,576266000.0,85358000.0,,76625000.0,44846000.0,38775000.0,6420000.0,2882769000.0,-484955000.0,25972000.0,-103371000.0,-139000.0,-9491000.0,,16979000.0,4904000.0,21641000.0,134900000.0,66498000,15258000.0,,,5147730000.0,109856000,,94734000.0,-338981000.0,142135000.0,0.0,372000.0,4662775000.0,96258000,,70880000.0,1003000.0,12075000.0,-80454000.0,2622000.0,,,,,,,,
2014-12-31,64980000.0,-196827000.0,1826226000.0,17396000.0,67372000.0,7712000.0,4926714000.0,44898000,4859342000.0,30375000.0,,85172000.0,-11592000.0,1843622000.0,11626000.0,110079000.0,,53757000,50671000,,-400000.0,108235000.0,1741054000.0,,,-63815000.0,10604000.0,-61741000.0,5236000.0,17396000.0,3013000.0,576322000.0,4904000.0,,77521000.0,49874000.0,38088000.0,-511000.0,3082515000.0,-511703000.0,0.0,-256726000.0,-878000.0,-8658000.0,,22230000.0,10604000.0,21830000.0,0.0,71991000,-20196000.0,,,5229383000.0,115315000,,64980000.0,-77409000.0,4535000.0,0.0,-797000.0,4734654000.0,102080000,,213094000.0,986000.0,11626000.0,5700000.0,2507000.0,,,,,,,,
2015-03-31,97138000.0,-207022000.0,1867702000.0,29303000.0,59100000.0,8605000.0,5020836000.0,44956000,4961736000.0,32141000.0,,84892000.0,-1055000.0,1897005000.0,11132000.0,111428000.0,,53978000,46838000,,-1627000.0,26453000.0,1782810000.0,,,-128919000.0,4456000.0,-64173000.0,4759000.0,29303000.0,1969000.0,576336000.0,10604000.0,,80055000.0,47280000.0,40746000.0,-297000.0,3123258000.0,-538435000.0,30323000.0,-185609000.0,1044000.0,-8517000.0,,15588000.0,4456000.0,21786000.0,41900000.0,70682000,13874000.0,,,5361590000.0,116187000,,97138000.0,-151319000.0,25633000.0,0.0,442000.0,4823155000.0,101207000,,49370000.0,298000.0,11132000.0,-6148000.0,2575000.0,,,,,,,,
2015-06-30,70691000.0,-225777000.0,1968363000.0,17448000.0,54798000.0,7830000.0,5131965000.0,37154000,5077167000.0,34202000.0,,100400000.0,-935000.0,1985811000.0,10832000.0,112550000.0,,46188000,46160000,,-3210000.0,32866000.0,1867963000.0,,,-131027000.0,2448000.0,-64944000.0,4658000.0,17448000.0,1778000.0,576346000.0,4456000.0,,77737000.0,45665000.0,42032000.0,59000.0,3145807000.0,-565335000.0,3753000.0,-367817000.0,191000.0,-8284000.0,,13280000.0,2448000.0,21678000.0,127500000.0,70518000,-16581000.0,,,5500807000.0,117208000,,70691000.0,-133293000.0,58328000.0,0.0,-495000.0,4935472000.0,101545000,,39324000.0,984000.0,10832000.0,-2008000.0,2393000.0,,,,,,,,
2015-09-30,110153000.0,-237712000.0,2154536000.0,29513000.0,54716000.0,8643000.0,5349235000.0,46156000,5294519000.0,33607000.0,,131930000.0,-583000.0,2184049000.0,10974000.0,118361000.0,,55198000,53341000,,-249000.0,26825000.0,2022606000.0,,,-235430000.0,2615000.0,-67133000.0,4782000.0,29513000.0,2020000.0,576357000.0,2448000.0,,75335000.0,53886000.0,42250000.0,-384000.0,3164782000.0,-593705000.0,3593000.0,-360331000.0,-242000.0,-18015000.0,,13589000.0,2615000.0,21996000.0,282400000.0,76111000,19239000.0,,,5756828000.0,123143000,,110153000.0,-243206000.0,125444000.0,0.0,545000.0,5163123000.0,109489000,,38791000.0,992000.0,10974000.0,167000.0,2556000.0,,,,,,,,
2015-12-31,63113000.0,-263124000.0,2097538000.0,20113000.0,95602000.0,9657000.0,5460044000.0,33612000,5364442000.0,34848000.0,0.0,121594000.0,-5307000.0,2117651000.0,11115000.0,120802000.0,,42471000,41172000,,-792000.0,89647000.0,1975944000.0,,,-149168000.0,14260000.0,-67883000.0,5575000.0,20113000.0,3344000.0,576412000.0,2615000.0,,72242000.0,50999000.0,44505000.0,819000.0,3342134000.0,-620188000.0,0.0,-500678000.0,-1328000.0,-20352000.0,1288000.0,25375000.0,14260000.0,24548000.0,,76297000,-15173000.0,,,5876462000.0,126377000,,63113000.0,-155425000.0,97700000.0,0.0,9827000.0,5270792000.0,110395000,,204632000.0,-12305000.0,11115000.0,11645000.0,2950000.0,,,,,,,,
2016-03-31,102423000.0,-262451000.0,2085104000.0,33637000.0,102136000.0,9249000.0,5552903000.0,61673000,5450767000.0,34655000.0,,115315000.0,-1380000.0,2118741000.0,10801000.0,122193000.0,,70683000,53801000,,-921000.0,18345000.0,1969789000.0,,,-118767000.0,8203000.0,-70010000.0,4787000.0,33637000.0,5236000.0,576434000.0,13659000.0,,71149000.0,53801000.0,43904000.0,-43092000.0,3433910000.0,-650377000.0,26202000.0,-70357000.0,471000.0,-19658000.0,,19004000.0,8203000.0,23586000.0,,78289000,9138000.0,,,5993810000.0,126980000,,102423000.0,-126577000.0,10888000.0,0.0,0.0,5343433000.0,112042000,,89135000.0,462000.0,10801000.0,-5456000.0,2880000.0,,,,,,,,
2016-06-30,85225000.0,-281818000.0,2218656000.0,19138000.0,48952000.0,8735000.0,5785290000.0,42907000,5736338000.0,36489000.0,,100977000.0,-2158000.0,2237794000.0,10580000.0,126359000.0,,51942000,50755000,,-6371000.0,19157000.0,2117679000.0,,,-295070000.0,2371000.0,-71309000.0,4567000.0,19138000.0,2205000.0,576462000.0,8203000.0,,69842000.0,50755000.0,45224000.0,41762000.0,3547253000.0,-678789000.0,28617000.0,-387833000.0,668000.0,-17978000.0,,12951000.0,2371000.0,24081000.0,147300000.0,81135000,-12805000.0,,,6325794000.0,130926000,,85225000.0,-358996000.0,204013000.0,0.0,0.0,5647005000.0,111325000,,130313000.0,1064000.0,10580000.0,-5832000.0,2924000.0,,,,,,,,
2016-09-30,126558000.0,-306568000.0,2244491000.0,32792000.0,67652000.0,9116000.0,5856363000.0,41741000,5788711000.0,38970000.0,,89315000.0,-887000.0,2277283000.0,189000.0,129599000.0,,50784000,46267000,,-11006000.0,25673000.0,2155176000.0,,,-140985000.0,5916000.0,-75534000.0,4942000.0,32792000.0,2473000.0,576473000.0,2371000.0,,68638000.0,46267000.0,48086000.0,389000.0,3578849000.0,-705812000.0,27970000.0,-454935000.0,-268000.0,-21071000.0,,6105000.0,5916000.0,24257000.0,184200000.0,81513000,25722000.0,,,6383693000.0,134541000,,126558000.0,-152030000.0,17972000.0,0.0,0.0,5677881000.0,109494000,,57628000.0,1073000.0,189000.0,3545000.0,2910000.0,,,,,,,,
2016-12-31,101131000.0,-319254000.0,2397558000.0,19665000.0,348197000.0,9408000.0,6334151000.0,53859000,5985954000.0,38987000.0,,85869000.0,-14277000.0,2417223000.0,36000.0,134644000.0,,66091000,61501000,,-381000.0,25848000.0,2311689000.0,,,-225121000.0,294540000.0,-78777000.0,6555000.0,19665000.0,3418000.0,921473000.0,5916000.0,,64881000.0,61501000.0,48395000.0,2847000.0,3916799000.0,-739505000.0,27816000.0,-427037000.0,-945000.0,-8191000.0,,294576000.0,294540000.0,24429000.0,0.0,86249000,-17567000.0,,,6620785000.0,141199000,,101131000.0,-248363000.0,412013000.0,0.0,0.0,5892510000.0,124917000,,964000.0,1153000.0,36000.0,288023000.0,2687000.0,,,,,,,,
2017-03-31,117192000.0,-334413000.0,2403462000.0,36379000.0,70341000.0,8919000.0,6114772000.0,51492000,6044431000.0,40143000.0,,90973000.0,-890000.0,2439841000.0,10303000.0,135769000.0,,73657000,59024000,,-1206000.0,26829000.0,2312489000.0,,,-58847000.0,34418000.0,-78961000.0,5663000.0,36379000.0,3111000.0,633987000.0,294540000.0,,60685000.0,59024000.0,49062000.0,-40000.0,3674811000.0,-773659000.0,27943000.0,-103827000.0,307000.0,-8224000.0,,34418000.0,34418000.0,26614000.0,0.0,86707000,13204000.0,,,6717879000.0,141432000,,117192000.0,-98058000.0,-318467000.0,0.0,,5954523000.0,125781000,-287500000.0,49011000.0,413000.0,,-260122000.0,2755000.0,,,,,,,,
2017-06-30,97879000.0,-352626000.0,2628521000.0,19921000.0,34687000.0,8820000.0,6337128000.0,49310000,6302441000.0,41326000.0,,99720000.0,-520000.0,2648442000.0,,140126000.0,,58028000,55354000,,-7389000.0,29634000.0,2528801000.0,,,-291952000.0,4450000.0,-76241000.0,5424000.0,19921000.0,2208000.0,633993000.0,34418000.0,,62246000.0,55354000.0,50146000.0,-391000.0,3688185000.0,-810460000.0,27812000.0,-386126000.0,903000.0,-8989000.0,,4450000.0,4450000.0,27274000.0,,89980000,-7955000.0,,,7008806000.0,145550000,,97879000.0,-300905000.0,164105000.0,0.0,,6198346000.0,123954000,0.0,25492000.0,1288000.0,,-29968000.0,7449000.0,,,,,,,,
2017-09-30,115144000.0,-370758000.0,2823402000.0,37055000.0,286067000.0,7354000.0,6626220000.0,52406000,6340153000.0,48409000.0,,114541000.0,-4445000.0,2860457000.0,,142152000.0,,61120000,57944000,,-305000.0,32449000.0,2708861000.0,,,-64376000.0,254263000.0,-79252000.0,5553000.0,37055000.0,3495000.0,634018000.0,4450000.0,,54389000.0,57944000.0,55763000.0,373000.0,3765253000.0,-847227000.0,27661000.0,-467126000.0,-1287000.0,-14367000.0,,254263000.0,254263000.0,28204000.0,,86389000,12701000.0,,,7091317000.0,147705000,,115144000.0,-72433000.0,199045000.0,0.0,,6244090000.0,134557000,0.0,99996000.0,1313000.0,,249813000.0,1896000.0,,,,,,,,
2017-12-31,91342000.0,-379181000.0,2699313000.0,20311000.0,35680000.0,8712000.0,6560534000.0,63455000,6524854000.0,43842000.0,,119106000.0,-5902000.0,2719624000.0,,143782000.0,,72168000,56394000,4083000.0,-7900000.0,30024000.0,2580207000.0,,,-210382000.0,1364000.0,-80591000.0,6465000.0,20311000.0,4317000.0,634037000.0,254263000.0,,50872000.0,56394000.0,52554000.0,-851000.0,3840593000.0,-880235000.0,31296000.0,-674631000.0,-98000.0,-13738000.0,,1364000.0,1364000.0,27017000.0,,91228000,-16592000.0,,,7318813000.0,150247000,,91342000.0,-250497000.0,-133859000.0,0.0,,6438578000.0,127253000,0.0,82265000.0,1329000.0,,-252899000.0,2123000.0,,,,,,,,
2018-03-31,129997000.0,-357216000.0,2759771000.0,36379000.0,38017000.0,8697000.0,6660656000.0,94551000,6622639000.0,44498000.0,,122829000.0,-212000.0,2796150000.0,,146974000.0,,103280000,64693000,,-2509000.0,28045000.0,2636942000.0,,,-103152000.0,4002000.0,-81315000.0,5862000.0,36379000.0,3863000.0,634040000.0,1364000.0,,50200000.0,64693000.0,53195000.0,207000.0,3864180000.0,,,-435234000.0,125000.0,-15509000.0,,4002000.0,4002000.0,26602000.0,,93779000,14865000.0,,,,152836000,,129997000.0,,-24207000.0,,,,135793000,0.0,1554000.0,893000.0,,2638000.0,2275000.0,,,,,,,,
2018-06-30,98234000.0,-368074000.0,2736429000.0,19401000.0,41014000.0,8741000.0,6744941000.0,61851000,6703927000.0,43304000.0,,108339000.0,-1640000.0,2755830000.0,,149690000.0,,70573000,66477000,,-4095000.0,32641000.0,2628090000.0,,,-138084000.0,1885000.0,-81432000.0,5828000.0,19401000.0,2548000.0,634071000.0,4002000.0,,47949000.0,66477000.0,52045000.0,-85000.0,3988775000.0,,,-686332000.0,1104000.0,-11535000.0,,1885000.0,1885000.0,27110000.0,,97645000,-19817000.0,,,,155518000,,98234000.0,,37733000.0,,,,136891000,,130637000.0,1335000.0,,-2117000.0,2568000.0,,,,,,,,
2018-09-30,137277000.0,-372877000.0,3246205000.0,35298000.0,638839000.0,8543000.0,7358723000.0,73303000,6719884000.0,42478000.0,,98045000.0,-6562000.0,3281503000.0,,149572000.0,,82032000,67694000,,-3857000.0,32174000.0,3148160000.0,,,-52505000.0,607672000.0,-86835000.0,5759000.0,35298000.0,2171000.0,634091000.0,1885000.0,,50431000.0,67694000.0,51022000.0,-555000.0,4076874000.0,,,-598834000.0,325000.0,-8012000.0,,607672000.0,607672000.0,27194000.0,,98550000,15105000.0,,,,155331000,,137277000.0,,521015000.0,,,,137367000,,88333000.0,1372000.0,,605787000.0,2388000.0,,,,,,,,
