date,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOperatingIncome,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyEbitda,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyInventory,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment
2004-12-31,54572000.0,851060000.0,401776000.0,,1216995000.0,759386000.0,136019000.0,32530000.0,0.28,989432000.0,2206427000.0,,11460000.0,289635000.0,-7598000.0,1161162000.0,,188738000.0,,32530000,32530000.0,-805000.0,114140351.0,289248000.0,112141000.0,,168731000.0,-8308000.0,964113000.0,,1094562000.0,372744000.0,56751000.0,100075000.0,547642000.0,,136019000.0,0.285,-1597000.0,,1039374000.0,0.0,,,-45297000.0,322000.0,168731000.0,168731000.0,1895000.0,1532000.0,52719000,237283000.0,-2292000.0,20017000.0,377899000.0,,1283300000,62049000.0,-225357000.0,19807000.0,-7477000.0,147827000.0,18299000.0,64179000,50829000.0,,152542000.0,311000.0,501000.0,68656000.0,116178571.0,,,,,,
2005-03-31,-45460000.0,880480000.0,390549000.0,,1261968000.0,764176000.0,143837000.0,35660000.0,0.305,989492000.0,2251460000.0,,7605000.0,281237000.0,6829000.0,1154725000.0,,201476000.0,,35660000,35660000.0,-1248000.0,113206349.0,285454000.0,109312000.0,,155143000.0,-18042000.0,1020525000.0,,1181719000.0,400159000.0,57339000.0,168731000.0,547825000.0,,143837000.0,0.315,-2397000.0,,1090528000.0,0.0,,,-46093000.0,,155143000.0,155143000.0,1647000.0,11982000.0,57639000,226105000.0,,-80158000.0,378411000.0,,1383195000,-30054000.0,-222198000.0,32490000.0,-15406000.0,125930000.0,20061000.0,65244000,55721000.0,,156213000.0,416000.0,15123000.0,-13588000.0,116918033.0,,,,,,
2005-06-30,39194000.0,920039000.0,373477000.0,,1332384000.0,789604000.0,145104000.0,40050000.0,0.34,977243000.0,2309627000.0,,15852000.0,270277000.0,-1700000.0,1163081000.0,,208877000.0,,40050000,40050000.0,-825000.0,114428571.0,274139000.0,103200000.0,,201740000.0,-8790000.0,1044257000.0,,1240170000.0,394448000.0,57674000.0,155143000.0,547886000.0,,145104000.0,0.35,274000.0,,1140112000.0,0.0,,,-52078000.0,,201740000.0,201740000.0,1486000.0,11373000.0,63773000,253698000.0,,-2022000.0,372058000.0,,1449047000,49801000.0,-216840000.0,8568000.0,-10607000.0,130085000.0,22526000.0,79625000,62576000.0,,155218000.0,-194000.0,11228000.0,46597000.0,117794118.0,,,,,,
2005-09-30,69121000.0,947519000.0,421429000.0,,1337431000.0,785095000.0,139870000.0,42780000.0,,1016290000.0,2353721000.0,,12618000.0,312514000.0,-2227000.0,1206524000.0,,207213000.0,,42780000,42780000.0,-415000.0,,170283000.0,89632000.0,19283000.0,239849000.0,-33190000.0,1029923000.0,,1312246000.0,407771000.0,58130000.0,201740000.0,589189000.0,,139870000.0,,-23626000.0,,1140642000.0,0.0,,,-104183000.0,399000.0,239849000.0,239849000.0,1443000.0,6351000.0,67343000,257013000.0,,27992000.0,385946000.0,,1519459000,79533000.0,-230975000.0,-11203000.0,-10412000.0,113960000.0,24153000.0,79961000,66933000.0,,154971000.0,177000.0,10207000.0,38109000.0,,,,,,,
2005-12-31,19439000.0,891643000.0,420279000.0,,1461183000.0,852145000.0,144524000.0,43025000.0,0.36,1037618000.0,2498801000.0,,11551000.0,327209000.0,-199000.0,1272424000.0,,211937000.0,,43025000,43025000.0,-1027000.0,116283784.0,332766000.0,93070000.0,,271162000.0,-14413000.0,1120979000.0,,1471521000.0,393265000.0,58267000.0,239849000.0,549835000.0,,144524000.0,0.37,-1315000.0,,1219682000.0,0.0,,,-104145000.0,77000.0,271162000.0,271162000.0,1619000.0,9074000.0,67413000,312005000.0,,-26690000.0,385992000.0,,1683458000,30279000.0,-230975000.0,14395000.0,-10840000.0,137801000.0,24202000.0,78964000,67227000.0,,155017000.0,,6993000.0,31313000.0,119513889.0,,,,,,
2006-03-31,78433000.0,928089000.0,429699000.0,553272000.0,1626280000.0,953394000.0,156897000.0,44500000.0,0.37,1045211000.0,2671491000.0,,12094000.0,329264000.0,12153000.0,1383093000.0,,226337000.0,,44500000,44500000.0,-776000.0,117105263.0,332319000.0,100435000.0,,367446000.0,-21908000.0,1187453000.0,,1606113000.0,457440000.0,58582000.0,271162000.0,,,156897000.0,0.38,960000.0,,1281646000.0,0.0,,,-102181000.0,,367446000.0,367446000.0,1768000.0,11732000.0,69440000,481051000.0,,32167000.0,390595000.0,,1832450000,92030000.0,-230975000.0,26488000.0,-13597000.0,3171000.0,25050000.0,81534000,69550000.0,,159620000.0,,5611000.0,96284000.0,120270270.0,,,,,,
2006-06-30,-40481000.0,967097000.0,445438000.0,554865000.0,1766707000.0,1031406000.0,163694000.0,50632000.0,0.42,1047892000.0,2814599000.0,764000.0,12069000.0,348129000.0,20483000.0,1476844000.0,,243265000.0,,50632000,50632000.0,-1538000.0,116395402.0,325734000.0,97309000.0,,339551000.0,-14223000.0,1349834000.0,,1682806000.0,475419000.0,58832000.0,367446000.0,,,163694000.0,0.435,1067000.0,,1330837000.0,0.0,,,-98516000.0,,339551000.0,339551000.0,1951000.0,11204000.0,79571000,534946000.0,-8609000.0,-80175000.0,426582000.0,,1926071000,-25202000.0,-259289000.0,20477000.0,-15279000.0,9837000.0,28462000.0,91640000,79094000.0,,167293000.0,921000.0,9094000.0,-27895000.0,120552381.0,,,,,,
2006-09-30,112160000.0,1023968000.0,382204000.0,554986000.0,1817961000.0,1041195000.0,167577000.0,58726000.0,,1035923000.0,2853884000.0,-1787000.0,12548000.0,304531000.0,-3384000.0,1423399000.0,,252709000.0,,58726000,58726000.0,-641000.0,,175239000.0,77673000.0,,434067000.0,-17024000.0,1304262000.0,,1726582000.0,495700000.0,58996000.0,339551000.0,21631000.0,,167577000.0,,-933000.0,,1423214000.0,0.0,,,-77655000.0,,434067000.0,434067000.0,2158000.0,14474000.0,85132000,509267000.0,4269000.0,47366000.0,439390000.0,,1979291000,126424000.0,-268114000.0,-13041000.0,-14264000.0,21754000.0,30690000.0,97680000,89416000.0,,171276000.0,4327000.0,7690000.0,94516000.0,,,,,,,
2006-12-31,59602000.0,1084856000.0,409125000.0,575448000.0,1911898000.0,1056424000.0,177076000.0,61262000.0,0.505,1060532000.0,2972430000.0,,12907000.0,313764000.0,4710000.0,1465549000.0,,361449000.0,,61262000,61262000.0,-1305000.0,117811538.0,306703000.0,95361000.0,,484513000.0,-36534000.0,1347953000.0,,1747058000.0,495793000.0,59143000.0,434067000.0,,,267075000.0,0.52,-1288000.0,,1498860000.0,0.0,,,-78116000.0,3359000.0,484513000.0,484513000.0,1594000.0,,94374000,519959000.0,-320000.0,-4751000.0,457616000.0,,2108507000,74592000.0,-279235000.0,13623000.0,-14990000.0,40672000.0,34461000.0,107281000,95723000.0,,178381000.0,4515000.0,6782000.0,50446000.0,121310891.0,,,,,,
2007-03-31,27106000.0,1133828000.0,378230000.0,583348000.0,1948525000.0,1069641000.0,188335000.0,67226000.0,0.55,1078753000.0,3027278000.0,,13839000.0,308580000.0,9322000.0,1447871000.0,,290824000.0,,67226000,67226000.0,-779000.0,117940351.0,310160000.0,69650000.0,,480877000.0,-41295000.0,1381937000.0,,1800880000.0,568575000.0,118997000.0,484513000.0,,,188335000.0,0.57,-4547000.0,,1579264000.0,0.0,,,-76370000.0,,480877000.0,480877000.0,1954000.0,,102489000,498577000.0,269000.0,-27662000.0,474281000.0,,2091704000,46660000.0,-289036000.0,-8175000.0,-19554000.0,2489000.0,37815000.0,116328000,105041000.0,,185245000.0,-6094000.0,8174000.0,-3636000.0,122229091.0,,,,,,
2007-06-30,45273000.0,1191540000.0,390681000.0,619534000.0,2028738000.0,1109147000.0,200912000.0,74750000.0,0.61,1145815000.0,3174553000.0,,14573000.0,325079000.0,-8948000.0,1499828000.0,,316616000.0,,74750000,74750000.0,-1256000.0,118650794.0,336741000.0,65602000.0,,473114000.0,-60384000.0,1457255000.0,,1767073000.0,573632000.0,119911000.0,480877000.0,,,200912000.0,0.63,-875000.0,,1674579000.0,0.0,,,-68181000.0,,473114000.0,473114000.0,2175000.0,,115704000,515109000.0,-3236000.0,-31448000.0,491735000.0,,2083689000,58795000.0,-302195000.0,-6019000.0,-13522000.0,20406000.0,42113000.0,130277000,116863000.0,,189540000.0,3988000.0,10428000.0,-7763000.0,122540984.0,,,,,,
2007-09-30,164260000.0,1272352000.0,269274000.0,626686000.0,2278078000.0,1276434000.0,203070000.0,83892000.0,,1111343000.0,3389421000.0,-2752000.0,14351000.0,207848000.0,-3739000.0,1545708000.0,,332459000.0,,83892000,83892000.0,-1719000.0,,185583000.0,40450000.0,20976000.0,613352000.0,-27583000.0,1532602000.0,,1947610000.0,626091000.0,120222000.0,473114000.0,24742000.0,,203070000.0,,-4382000.0,,1843662000.0,0.0,,,-9380000.0,,613352000.0,613352000.0,2296000.0,529000.0,129389000,621969000.0,1837000.0,89898000.0,516761000.0,,2280069000,180814000.0,-324272000.0,-19724000.0,-16554000.0,27845000.0,47123000.0,143740000,131015000.0,,192489000.0,-10230000.0,9307000.0,140238000.0,,,,,,,
2007-12-31,-40913000.0,1340418000.0,310398000.0,803282000.0,2287360000.0,1366182000.0,246714000.0,98370000.0,0.79,1380058000.0,3667418000.0,,16665000.0,273875000.0,10916000.0,1676580000.0,,387970000.0,,98370000,98370000.0,9170000.0,119963415.0,364313000.0,36523000.0,,398780000.0,-202464000.0,1747257000.0,,2083847000.0,673889000.0,121232000.0,613352000.0,,,246714000.0,0.82,15667000.0,,1990780000.0,0.0,,,-4652000.0,,398780000.0,398780000.0,1301000.0,465000.0,141256000,641585000.0,1112000.0,-117518000.0,562198000.0,,2471817000,-22567000.0,-349735000.0,9993000.0,-18346000.0,50243000.0,55335000.0,157921000,153705000.0,,212463000.0,-10793000.0,9528000.0,-214572000.0,124518987.0,,,,,,
2008-03-31,3491000.0,1418062000.0,313464000.0,838141000.0,2445276000.0,1449780000.0,280442000.0,99312000.0,0.8,1431694000.0,3876970000.0,,17440000.0,280838000.0,11505000.0,1763244000.0,,434594000.0,,99312000,99312000.0,-1707000.0,121112195.0,369628000.0,32626000.0,,392512000.0,-61778000.0,1884436000.0,,2230200000.0,758596000.0,121788000.0,398780000.0,,,280442000.0,0.82,-5965000.0,,2109047000.0,0.0,,,-1104000.0,,392512000.0,392512000.0,569000.0,431000.0,154152000,669690000.0,1031000.0,-79407000.0,587775000.0,,2664794000,29008000.0,-363850000.0,20784000.0,-25517000.0,21063000.0,55862000.0,171592000,155174000.0,,223925000.0,-9455000.0,13245000.0,-6268000.0,124140000.0,,,,,,
2008-06-30,123810000.0,1506483000.0,304352000.0,864231000.0,2575402000.0,1478628000.0,282773000.0,108677000.0,0.87,1446276000.0,4021678000.0,,19420000.0,265965000.0,13315000.0,1782980000.0,,451644000.0,,108677000,108677000.0,-1436000.0,122108989.0,331440000.0,38387000.0,,536223000.0,-56332000.0,1881164000.0,,2467283000.0,765459000.0,122401000.0,392512000.0,,,282773000.0,0.89,-25030000.0,,2232811000.0,0.0,,,-3055000.0,,536223000.0,536223000.0,987000.0,1031000.0,168871000,659378000.0,3300000.0,45832000.0,623266000.0,,2918927000,166978000.0,-372661000.0,30809000.0,-43168000.0,52760000.0,61130000.0,188291000,169807000.0,,250605000.0,-10417000.0,11668000.0,143711000.0,124916092.0,,,,,,
2008-09-30,112237000.0,1620673000.0,449916000.0,924060000.0,2750234000.0,1576997000.0,281498000.0,114383000.0,,1528004000.0,4278238000.0,,19601000.0,315663000.0,5277000.0,2026913000.0,,460278000.0,,114383000,114383000.0,-2708000.0,,180304000.0,55675000.0,78578000.0,604420000.0,-89336000.0,1957773000.0,,2736343000.0,825587000.0,122701000.0,536223000.0,59903000.0,,281498000.0,,-23543000.0,,2245147000.0,0.0,,,-129270000.0,-10286000.0,604420000.0,604420000.0,1557000.0,966000.0,178780000,702091000.0,-5057000.0,4726000.0,631040000.0,,3196621000,139992000.0,-374900000.0,37203000.0,-27755000.0,48353000.0,64342000.0,198381000,178725000.0,,256140000.0,5697000.0,11921000.0,68197000.0,,,,,,,
2008-12-31,183035000.0,1736085000.0,385233000.0,921678000.0,2803448000.0,1554923000.0,256351000.0,116350000.0,0.94,1496884000.0,4300332000.0,,18799000.0,345207000.0,-18000.0,1940156000.0,,437419000.0,,116350000,116350000.0,-2626000.0,122473684.0,327455000.0,40026000.0,,787866000.0,-15315000.0,1832911000.0,,2795234000.0,760025000.0,123047000.0,604420000.0,,,256351000.0,0.95,4248000.0,,2354234000.0,0.0,,,-153699000.0,,787866000.0,787866000.0,1229000.0,2337000.0,181068000,712598000.0,4838000.0,59578000.0,615959000.0,,3232653000,203033000.0,-368208000.0,7150000.0,-19998000.0,79963000.0,65465000.0,199867000,181815000.0,,247751000.0,4810000.0,10289000.0,183446000.0,123776596.0,,,,,,
2009-03-31,-18214000.0,1844551000.0,364839000.0,921260000.0,2691008000.0,1333996000.0,232936000.0,109287000.0,0.88,1490847000.0,4181855000.0,,18605000.0,0.0,-3709000.0,1698835000.0,,403624000.0,,109287000,109287000.0,-1736000.0,122605000.0,325378000.0,24975000.0,,772652000.0,-1831000.0,,,2571828000.0,708662000.0,123443000.0,787866000.0,,,232936000.0,0.89,19266000.0,,2477197000.0,0.0,,,-158008000.0,,772652000.0,772652000.0,797000.0,1667000.0,170688000,363326000.0,-8785000.0,-125959000.0,620899000.0,21399000.0,2975452000,-1903000.0,-376690000.0,-7471000.0,-16311000.0,0.0,61457000.0,190146000,170744000.0,,244209000.0,4763000.0,11867000.0,-15214000.0,124358000.0,,,,,,
2009-06-30,269552000.0,1938226000.0,384555000.0,922197000.0,2893060000.0,1426331000.0,225189000.0,94900000.0,0.76,1532476000.0,4425536000.0,-24879000.0,19239000.0,5639000.0,1265000.0,1810886000.0,,371863000.0,,94900000,94900000.0,-456000.0,122953000.0,366848000.0,13275000.0,,1059470000.0,-37203000.0,,,2334861000.0,726511000.0,123904000.0,772652000.0,,0.0,225189000.0,0.77,-2061000.0,,2614650000.0,0.0,-14894000.0,,-132642000.0,,1059470000.0,1059470000.0,402000.0,34530000.0,146674000,350350000.0,2498000.0,158100000.0,643777000.0,49157000.0,2706724000,280021000.0,-400346000.0,27541000.0,-10469000.0,0.0,53381000.0,167922000,148281000.0,,243431000.0,5361000.0,10295000.0,286818000.0,124748000.0,6302000.0,,,,,
2009-09-30,43566000.0,2009338000.0,501238000.0,929842000.0,2818449000.0,1295901000.0,225834000.0,79317000.0,,1610165000.0,4428614000.0,-4202000.0,29699000.0,0.0,-49872000.0,1797139000.0,,347977000.0,,79317000,79317000.0,-1211000.0,,439973000.0,737000.0,,1033619000.0,-40565000.0,,,2204570000.0,679109000.0,124230000.0,1059470000.0,,-22296000.0,225834000.0,,-5740000.0,,2625913000.0,0.0,-14114000.0,,-211515000.0,,1033619000.0,1033619000.0,488000.0,17495000.0,122143000,340651000.0,1791000.0,-64359000.0,658083000.0,6497000.0,2552547000,52316000.0,-417733000.0,-66223000.0,-8750000.0,252149000.0,44616000.0,154120000,123933000.0,,240350000.0,102000.0,10910000.0,-25851000.0,,6162000.0,,,,,
2009-12-31,232628000.0,2081354000.0,506810000.0,1133309000.0,2772872000.0,1450312000.0,235728000.0,72437000.0,0.58,1907664000.0,4680536000.0,-112846000.0,22779000.0,0.0,2057000.0,1957122000.0,,349209000.0,,72401000,72437000.0,-559000.0,123622000.0,552780000.0,628000.0,,1055038000.0,-327208000.0,,,2128576000.0,684559000.0,124511000.0,1033619000.0,,-220131000.0,235728000.0,0.59,1848000.0,,2717888000.0,0.0,-120000.0,,-206207000.0,,1055038000.0,1055038000.0,612000.0,113459000.0,113481000,338269000.0,-426000.0,139871000.0,645527000.0,37193000.0,2477785000,240369000.0,-423952000.0,107411000.0,-7741000.0,0.0,40747000.0,136539000,113148000.0,,221575000.0,144000.0,7938000.0,21419000.0,125302000.0,6216000.0,,,,,
2010-03-31,-138833000.0,2156895000.0,485829000.0,1125591000.0,2710330000.0,1352706000.0,241177000.0,77500000.0,0.62,1940492000.0,4650822000.0,-8874000.0,22062000.0,0.0,-6427000.0,1838535000.0,,363181000.0,,77567000,77500000.0,-935000.0,123911000.0,591125000.0,561000.0,,839057000.0,-78851000.0,,,2223793000.0,695803000.0,124905000.0,1055038000.0,,-41719000.0,241177000.0,0.63,-13144000.0,,2806694000.0,0.0,-30000.0,,-210308000.0,,839057000.0,839057000.0,705000.0,95579000.0,122004000,316308000.0,1443000.0,-229009000.0,670348000.0,7331000.0,2586974000,-123202000.0,-446572000.0,-14651000.0,-15631000.0,0.0,43593000.0,143927000,121160000.0,,223776000.0,247000.0,10124000.0,-215981000.0,125565000.0,5369000.0,,,,,
2010-06-30,101161000.0,2174378000.0,476286000.0,1118195000.0,2773201000.0,1366698000.0,227105000.0,19043000.0,0.15,1887575000.0,4660776000.0,17570000.0,20873000.0,0.0,1370000.0,1842984000.0,,272188000.0,-27324000.0,19240000,19043000.0,-1644000.0,124328000.0,549227000.0,517000.0,,941680000.0,10453000.0,,,2235537000.0,784213000.0,125623000.0,839057000.0,,3052000.0,227105000.0,0.15,6093000.0,,2812000000.0,0.0,-32000.0,,-240613000.0,,941680000.0,941680000.0,8174000.0,93610000.0,45083000,284999000.0,2466000.0,71760000.0,667749000.0,,2507725000,119018000.0,-447596000.0,8954000.0,-17857000.0,0.0,17999000.0,66286000,37239000.0,,220153000.0,362000.0,9580000.0,102623000.0,125967000.0,6062000.0,,,,,
2010-09-30,-47061000.0,2251366000.0,579536000.0,1118889000.0,2767042000.0,1239453000.0,228512000.0,76994000.0,,1916875000.0,4683917000.0,-4342000.0,22781000.0,0.0,4548000.0,1818989000.0,,348027000.0,13615000.0,77079000,76994000.0,72000.0,,582954000.0,509000.0,,938842000.0,21255000.0,,,1995006000.0,661278000.0,125909000.0,941680000.0,,-694000.0,228512000.0,,33532000.0,,2859048000.0,0.0,-35000.0,,-285741000.0,,938842000.0,938842000.0,383000.0,79399000.0,119515000,303877000.0,-2932000.0,-143530000.0,682111000.0,,2343033000,-39215000.0,-467079000.0,-6084000.0,-7846000.0,194899000.0,43308000.0,143551000,120387000.0,,215032000.0,275000.0,8567000.0,-2838000.0,,6714000.0,,,,,
2010-12-31,133609000.0,2317182000.0,696800000.0,1161262000.0,2837209000.0,1254925000.0,227419000.0,65823000.0,0.52,2069427000.0,4906636000.0,,20233000.0,0.0,3343000.0,1951725000.0,,331038000.0,-27539000.0,66697000,65823000.0,7000.0,124988000.0,701073000.0,11837000.0,,1039683000.0,-58328000.0,,,2025137000.0,660300000.0,126265000.0,938842000.0,,-58033000.0,227419000.0,0.53,2336000.0,,2947359000.0,0.0,-36000.0,,-281271000.0,,1039683000.0,1039683000.0,827000.0,70587000.0,103619000,283083000.0,-503000.0,48726000.0,689909000.0,30687000.0,2356175000,140273000.0,-482817000.0,17944000.0,-6664000.0,0.0,37026000.0,124783000,103723000.0,,207092000.0,-188000.0,11074000.0,100841000.0,126640000.0,6643000.0,,,,,
2011-03-31,-73960000.0,2386861000.0,1101835000.0,1731661000.0,2933514000.0,1486324000.0,261166000.0,80250000.0,0.63,2704099000.0,5637613000.0,,23734000.0,0.0,-8088000.0,2588159000.0,,389181000.0,-27619000.0,81341000,80250000.0,37000.0,125402000.0,737890000.0,379696000.0,,747911000.0,-574175000.0,,,2168835000.0,815287000.0,126754000.0,1039683000.0,,-559787000.0,261166000.0,0.64,-3957000.0,,3040809000.0,0.0,-238700000.0,,-284571000.0,,747911000.0,747911000.0,2720000.0,54538000.0,128015000,306026000.0,3697000.0,-175179000.0,756066000.0,19678000.0,2558016000,-63246000.0,-521518000.0,346526000.0,-10714000.0,290795000.0,45140000.0,152935000,126481000.0,,234548000.0,147342000.0,11078000.0,-291772000.0,127363000.0,6482000.0,,,,,
2011-06-30,16723000.0,2470018000.0,756324000.0,1744255000.0,3124726000.0,2129815000.0,273332000.0,90676000.0,0.71,2914591000.0,6039317000.0,0.0,25176000.0,0.0,-17258000.0,2886139000.0,,412712000.0,11927000.0,91936000,90676000.0,3172000.0,125903000.0,877466000.0,2455000.0,,773819000.0,-157494000.0,,,2331466000.0,934185000.0,127472000.0,747911000.0,,-93017000.0,273332000.0,0.72,2973000.0,,3141843000.0,0.0,-138489000.0,,-296276000.0,,773819000.0,773819000.0,2568000.0,548743000.0,139380000,330335000.0,963000.0,-30528000.0,775156000.0,35488000.0,2744178000,82916000.0,-482286000.0,108058000.0,-66193000.0,281064000.0,49365000.0,169045000,141301000.0,,292870000.0,-154390000.0,14014000.0,25908000.0,127578000.0,7718000.0,,,,,
2011-09-30,61369000.0,2564281000.0,667998000.0,1745708000.0,3157353000.0,2058045000.0,278658000.0,94280000.0,0.74,2892075000.0,6049428000.0,-193000.0,26227000.0,0.0,28840000.0,2726043000.0,185590000.0,426562000.0,27234000.0,95247000,94280000.0,-1591000.0,126463000.0,107778000.0,2042000.0,,905633000.0,-11839000.0,,,2296733000.0,281565000.0,127785000.0,773819000.0,259006000.0,-584000.0,278658000.0,0.75,-1352000.0,,3312988000.0,63546000.0,-21358000.0,,-237538000.0,,905633000.0,905633000.0,2684000.0,566031000.0,147904000,351299000.0,11696000.0,-26424000.0,761280000.0,26759000.0,2723295000,76547000.0,-476647000.0,84405000.0,-15178000.0,276739000.0,49909000.0,174067000,145156000.0,,284633000.0,-28634000.0,9777000.0,131814000.0,127537000.0,8241000.0,,,,,
2011-12-31,126080000.0,2648454000.0,650187000.0,1780745000.0,3158521000.0,2023345000.0,279090000.0,89710000.0,0.7,2967754000.0,6126275000.0,-56000.0,25236000.0,0.0,699000.0,2673532000.0,,421042000.0,-48882000.0,91436000,89710000.0,-131000.0,126921000.0,895580000.0,0.0,,959237000.0,-85841000.0,,,2210726000.0,821785000.0,128384000.0,905633000.0,,-65819000.0,279090000.0,0.71,0.0,,3439179000.0,0.0,-22732000.0,,-223756000.0,13000.0,959237000.0,959237000.0,3662000.0,535724000.0,141952000,307055000.0,-8553000.0,66359000.0,784982000.0,62350000.0,2631768000,146182000.0,-493553000.0,-12380000.0,-20102000.0,296431000.0,48118000.0,168452000,139554000.0,,291429000.0,-31743000.0,9653000.0,53604000.0,128087000.0,7911000.0,,,,,
2012-03-31,-41795000.0,2718508000.0,940384000.0,1877585000.0,3265222000.0,1828971000.0,293066000.0,83933000.0,0.65,3066548000.0,6331770000.0,-640000.0,25272000.0,0.0,4219000.0,2769355000.0,,426204000.0,30265000.0,87446000,83933000.0,110000.0,127412000.0,891560000.0,285385000.0,,921507000.0,-21694000.0,,,2276647000.0,965434000.0,128911000.0,959237000.0,,-3463000.0,293066000.0,0.66,0.0,,3545414000.0,0.0,-298381000.0,,-217505000.0,0.0,921507000.0,921507000.0,2496000.0,255778000.0,133138000,345656000.0,4915000.0,-125871000.0,807623000.0,7162000.0,2702851000,-24146000.0,-510220000.0,3084000.0,-17649000.0,254941000.0,44869000.0,160083000,132315000.0,,297403000.0,-17164000.0,11066000.0,-37730000.0,128726000.0,7625000.0,,,,,
2012-06-30,-12895000.0,2812306000.0,1212512000.0,1993090000.0,3305469000.0,1571176000.0,279715000.0,97900000.0,0.76,3177098000.0,6482567000.0,-87000.0,24673000.0,8470000.0,-2673000.0,2783688000.0,,433081000.0,5893000.0,100990000,97900000.0,-1330000.0,127922000.0,872697000.0,510645000.0,,898588000.0,-36723000.0,,,2339793000.0,954762000.0,129655000.0,921507000.0,,-4146000.0,279715000.0,0.77,0.0,,3656686000.0,0.0,-256988000.0,,-220423000.0,2000.0,898588000.0,898588000.0,2990000.0,1800000.0,153366000,345340000.0,-863000.0,-112623000.0,822485000.0,33600000.0,2772874000,19659000.0,-511174000.0,-1844000.0,-32554000.0,235674000.0,50381000.0,179034000,151371000.0,,311311000.0,-2611000.0,12738000.0,-22919000.0,128820000.0,8003000.0,,,,,
2012-09-30,125841000.0,2920441000.0,1333492000.0,2010340000.0,3612077000.0,1747052000.0,279045000.0,107411000.0,0.83,3227356000.0,6839433000.0,745000.0,25643000.0,8894000.0,203000.0,3080544000.0,273750000.0,446662000.0,23397000.0,111082000,107411000.0,4251000.0,128338000.0,28162000.0,528260000.0,,1032457000.0,-36869000.0,1193500000.0,,2339623000.0,978676000.0,129936000.0,898588000.0,243762000.0,-18147000.0,279045000.0,0.84,12726000.0,263275000.0,3722473000.0,88359000.0,-1898000.0,,-281887000.0,0.0,1032457000.0,1032457000.0,2538000.0,0.0,167617000,376694000.0,3465000.0,-22210000.0,856058000.0,45114000.0,2786285000,158110000.0,-524927000.0,8416000.0,-32269000.0,263275000.0,59014000.0,198277000,170096000.0,,331131000.0,40902000.0,10111000.0,133869000.0,129252000.0,8903000.0,,,,,
2012-12-31,221513000.0,3017617000.0,1317557000.0,2011523000.0,3695372000.0,1750800000.0,275454000.0,99010000.0,0.76,3241306000.0,6936678000.0,-408000.0,24475000.0,8611000.0,-3919000.0,3068357000.0,,435723000.0,-33288000.0,104523000,99010000.0,-1354000.0,128644000.0,888827000.0,513113000.0,,1241745000.0,-25353000.0,1119114000.0,,2323918000.0,1038153000.0,130240000.0,1032457000.0,,0.0,275454000.0,0.77,0.0,296165000.0,3829076000.0,0.0,-21138000.0,108310000.0,-291605000.0,11000.0,1241745000.0,1241745000.0,3694000.0,5124000.0,160269000,343569000.0,-2993000.0,110213000.0,873882000.0,67789000.0,2759641000,246687000.0,-532926000.0,-10512000.0,-25174000.0,296165000.0,51788000.0,184480000,156311000.0,,340956000.0,4121000.0,9461000.0,209288000.0,129669000.0,9059000.0,,,,,
