date,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyOtherNonCashItems,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetIncomeContinuousOperations,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyGoodwill
2016-03-31,272253000.0,-440000.0,14929050000.0,1055014000.0,-65188000.0,414686000.0,168322000.0,-17222000.0,0.23,281910000,7573037000,-57060000.0,316205000.0,338857000.0,,305942000.0,-15572000.0,100960870.0,24032000,18730000.0,-6603000.0,1899312000.0,2886641000.0,-1121991000.0,9279465000.0,1620669000,12828941000.0,43915000.0,455444000,-62500000.0,102602000,-392141000.0,-2100109000.0,18730000,60806000.0,29607000,114090000.0,314951000.0,1612001000.0,0.0,0.23,149502000.0,36941000.0,55441000.0,18732000.0,2568616000.0,8613817000,,203340000,-78103000.0,187240000.0,316205000.0,255399000.0,316205000.0,527803000.0,775000000.0,-4103000.0,95537000.0,16699074000.0,100960870.0,7829000.0,19585715000,23221000,1055014000.0,-17255000.0,114090000.0,11178777000,,,,,,,,,,
2016-06-30,151298000.0,-2409000.0,14954135000.0,979474000.0,-7590000.0,384145000.0,189690000.0,-16558000.0,1.33,447375000,7620750000,-93916000.0,276226000.0,1787890000.0,,471859000.0,-95662000.0,100343609.0,24484000,149095000.0,-18786000.0,308866000.0,997364000.0,-2205921000.0,8699326000.0,1655320000,12788076000.0,39339000.0,617614000,-94618000.0,22333000,-2087157000.0,-2166059000.0,149095000,-39979000.0,140074000,259288000.0,311210000.0,7000.0,0.0,1.33,145755000.0,36378000.0,57551000.0,223284000.0,2523006000.0,8063741000,,449526000,-78131000.0,432475000.0,276226000.0,316205000.0,276226000.0,525395000.0,285000000.0,785000.0,90135000.0,16546859000.0,100343609.0,-3009000.0,17544223000,133457000,979474000.0,-6493000.0,259288000.0,9008192000,,,,,,,,,,
2016-09-30,258800000.0,-150000.0,12608861000.0,117159000.0,-28538000.0,237548000.0,178946000.0,-14074000.0,0.34,239327000,7595865000,-317844000.0,405896000.0,278426000.0,,264785000.0,-4268000.0,100233000.0,25458000,43343000.0,-44033000.0,359011000.0,1124708000.0,-727726000.0,6916533000.0,1612707000,10418719000.0,60352000.0,416681000,-112064000.0,126662000,-284170000.0,-2190142000.0,43343000,129670000.0,40844000,135414000.0,286113000.0,65520000.0,,0.34,151896000.0,30734000.0,55976000.0,-5939000.0,3374498000.0,6438512000,,138123000,-78567000.0,117480000.0,405896000.0,276226000.0,405896000.0,525255000.0,,-19744000.0,72631000.0,14666234000.0,100646000.0,-2106000.0,15790942000,34252000,620838000.0,-34343000.0,135414000.0,7275544000,,,,,,,,,,
2016-12-31,236835000.0,-300000.0,12743332000.0,0.0,-5097000.0,217955000.0,190583000.0,22137000.0,0.44,201102000,7626485000,-416219000.0,279443000.0,-282603000.0,,226887000.0,-8695000.0,100321000.0,25785000,53970000.0,-15034000.0,316489000.0,881774000.0,-101269000.0,7014495000.0,1578893000,10478638000.0,85110000.0,374242000,-142768000.0,97076000,30228000.0,-2264694000.0,53970000,-126453000.0,50606000,125922000.0,278997000.0,212493000.0,,0.44,147355000.0,36052000.0,53772000.0,26151000.0,3615708000.0,6557669000,,129811000,-79278000.0,108410000.0,279443000.0,405896000.0,279443000.0,524959000.0,,-20279000.0,65693000.0,14976013000.0,100695000.0,2066000.0,15857787000,44016000,614067000.0,-8716000.0,125922000.0,7330984000,,,,,,,,,,
2017-03-31,488053000.0,-102000.0,12759291000.0,54694000.0,-41904000.0,235208000.0,169244000.0,16511000.0,0.11,153084000,7565271000,-389970000.0,468035000.0,29804000.0,,233499000.0,8994000.0,103190909.0,24143000,924000.0,-8000000.0,293510000.0,1118955000.0,-958372000.0,7086769000.0,1496759000,10387209000.0,29260000.0,377381000,-101090000.0,58950000,42629000.0,-2372082000.0,924000,188592000.0,17939000,116159000.0,235340000.0,43000.0,,0.11,143882000.0,33859000.0,52197000.0,12357000.0,3518173000.0,6656904000,,174549000,-84179000.0,98895000.0,468035000.0,279443000.0,468035000.0,524961000.0,,-402453000.0,66143000.0,14758316000.0,103190909.0,1272000.0,15877271000,11351000,584986000.0,20229000.0,116159000.0,7380279000,,,,,,,,,,
2017-06-30,232464000.0,-211622000.0,11902019000.0,119224000.0,36436000.0,229692000.0,134294000.0,14354000.0,0.08,204725000,7237597000,-452627000.0,270965000.0,-293577000.0,,258045000.0,-14680000.0,102775000.0,24256000,16015000.0,-85182000.0,259870000.0,959859000.0,-610568000.0,6912652000.0,1431442000,9504720000.0,29524000.0,398150000,-64172000.0,71671000,-101056000.0,-2397299000.0,16015000,-197070000.0,14810000,197563000.0,265547000.0,106000.0,,0.08,140105000.0,36478000.0,50946000.0,12632000.0,4235308000.0,6431753000,,186374000,-84499000.0,136486000.0,270965000.0,468035000.0,270965000.0,524812000.0,,-452124000.0,65249000.0,14349848000.0,102775000.0,175000.0,15309707000,8222000,360096000.0,-3462000.0,197563000.0,7172522000,,,,,,,,,,
2017-09-30,89243000.0,-138392000.0,11878572000.0,127663000.0,-31331000.0,252779000.0,144767000.0,14185000.0,0.4,202243000,7119770000,-75696000.0,241489000.0,162732000.0,,226206000.0,-9414000.0,97783000.0,23963000,45795000.0,-19515000.0,268357000.0,949439000.0,-407920000.0,6884678000.0,1410332000,9421501000.0,28802000.0,374600000,-85896000.0,110515000,-295107000.0,-2457071000.0,45795000,-29476000.0,45457000,102899000.0,165283000.0,1141000.0,,0.4,148394000.0,34367000.0,54663000.0,4922000.0,4095337000.0,6476623000,,115691000,-83023000.0,95736000.0,241489000.0,270965000.0,241489000.0,524802000.0,,0.0,65990000.0,14160431000.0,98027000.0,-3765000.0,15109870000,38869000,395612000.0,-48286000.0,102899000.0,7153035000,,,,,,,,,,
2017-12-31,83613000.0,-456461000.0,10206122000.0,338354000.0,830000.0,208119000.0,137142000.0,18604000.0,0.29,101485000,6526828000,-215176000.0,127888000.0,82190000.0,,222805000.0,-5713000.0,96489655.0,28136000,38335000.0,-276552000.0,267735000.0,1034400000.0,-1202382000.0,6362026000.0,1365970000,7906006000.0,28579000.0,361342000,-84095000.0,17081000,-327543000.0,-2300116000.0,38335000,-113601000.0,34569000,131752000.0,257158000.0,4074000.0,,0.29,138537000.0,38142000.0,57644000.0,86484000.0,4505609000.0,5910596000,,205724000,-81842000.0,88701000.0,127888000.0,241489000.0,127888000.0,524606000.0,,0.0,61248000.0,12948504000.0,96489655.0,-3399000.0,13982904000,27982000,310688000.0,-26018000.0,131752000.0,6629761000,,,,,,,,,,
2018-03-31,261641000.0,-382829000.0,,,-38337000.0,177896000.0,131797000.0,28573000.0,1.12,164416000,6789370000,-232448000.0,378265000.0,456002000.0,,187944000.0,-40258000.0,90862500.0,23528000,113823000.0,-51158000.0,254387000.0,847488000.0,-504406000.0,5811462000.0,1583833000,,28252000.0,301695000,-51631000.0,95028000,-422309000.0,,113823000,128239000.0,108353000,94546000.0,178103000.0,42000.0,,1.12,113751000.0,36808000.0,49552000.0,70248000.0,5148719000.0,5460586000,,92916000,-81729000.0,72925000.0,288808000.0,250026000.0,288808000.0,524419000.0,,-21687000.0,48232000.0,12533382000.0,90862500.0,-1847000.0,13380870000,101766000,360556000.0,-8231000.0,94546000.0,6065849000,,,,,,,,,,
2018-06-30,55696000.0,-342217000.0,,,39014000.0,95756000.0,140739000.0,32622000.0,1.19,168232000,6492201000,-372647000.0,379980000.0,-187938000.0,,190711000.0,-15149000.0,87176000.0,22479000,115899000.0,-203147000.0,515466000.0,1371967000.0,-673458000.0,6168411000.0,1457835000,,28570000.0,301116000,-44946000.0,100318000,37987000.0,,115899000,1715000.0,110140000,151666000.0,172023000.0,265538000.0,,1.19,110405000.0,26104000.0,47482000.0,72738000.0,5257070000.0,5902899000,,90393000,-78970000.0,71460000.0,287240000.0,378265000.0,287240000.0,524185000.0,,-1103000.0,53959000.0,12341961000.0,87377000.0,1450000.0,13713928000,103556000,290729000.0,-3755000.0,151666000.0,6683877000,,,,,,,,,,
2018-09-30,236995000.0,-35377000.0,,,-37952000.0,110283000.0,141082000.0,36299000.0,1.03,171787000,6515943000,-47214000.0,258592000.0,232168000.0,,192381000.0,-4399000.0,90209000.0,20594000,99454000.0,-44531000.0,562238000.0,1350025000.0,-1173216000.0,5856561000.0,1476959000,,28538000.0,307545000,-67173000.0,101040000,-424889000.0,,99454000,-121388000.0,94793000,71333000.0,162066000.0,311049000.0,,1.03,115164000.0,27211000.0,44614000.0,56212000.0,5076420000.0,5588016000,,91341000,-76308000.0,73377000.0,160248000.0,379980000.0,160248000.0,524084000.0,,,55574000.0,12104977000.0,90428000.0,3583000.0,13455002000,88209000,301128000.0,-4687000.0,71333000.0,6418799000,,,,,,,,,,
2018-12-31,109799000.0,-254298000.0,,,7489000.0,94453000.0,147061000.0,15108000.0,-0.73,181663000,6201948000,-78907000.0,279113000.0,181430000.0,,207693000.0,-12863000.0,88187000.0,26030000,-58320000.0,-101593000.0,254248000.0,684720000.0,-1091680000.0,5861023000.0,1278998000,,28638000.0,317036000,,110205000,-284901000.0,,-58320000,20521000.0,-54640000,123992000.0,181254000.0,,,-0.73,109343000.0,23154000.0,41589000.0,-113856000.0,5147051000.0,5591918000,,97488000,-76223000.0,74153000.0,129475000.0,258592000.0,129475000.0,523206000.0,,,52861000.0,12066638000.0,88376000.0,3782000.0,12751358000,-61219000,295679000.0,-20183000.0,123992000.0,6115271000,,,,,,,,,,
2019-03-31,217823000.0,-65082000.0,,,-61552000.0,102598000.0,111899000.0,-4005000.0,0.52,165592000,6083084000,-434944000.0,295711000.0,-291843000.0,,191571000.0,10469000.0,87646000.0,25979000,52769000.0,-73351000.0,220876000.0,710097000.0,-231127000.0,6622929000.0,1210497000,,29406000.0,304255000,,97249000,246128000.0,,52769000,16598000.0,50254000,62313000.0,196587000.0,,,0.52,112684000.0,28930000.0,47829000.0,8787000.0,5357015000.0,5940440000,,94322000,-77399000.0,71085000.0,144323000.0,279113000.0,144323000.0,508060000.0,,,51105000.0,12675677000.0,87810000.0,-4759000.0,13385774000,43792000,324629000.0,-10183000.0,62313000.0,6843805000,,,,,,,,,,
2019-06-30,108513000.0,-75224000.0,,,37318000.0,122941000.0,133473000.0,-28395000.0,1.94,174235000,6096207000,-88760000.0,241147000.0,-174561000.0,,199715000.0,-76302000.0,87231000.0,25480000,173741000.0,-24096000.0,238309000.0,644762000.0,-582503000.0,6824022000.0,1288390000,,29978000.0,313024000,,104774000,-35605000.0,,173741000,-54564000.0,167569000,155602000.0,186656000.0,,,1.94,113309000.0,25564000.0,38270000.0,118839000.0,5196043000.0,6140212000,,94941000,-77061000.0,72173000.0,148978000.0,295711000.0,148978000.0,509052000.0,,,49534000.0,12985179000.0,87398000.0,3650000.0,13629941000,161103000,235355000.0,-38513000.0,155602000.0,7062331000,,,,,,,,,,
2019-09-30,316298000.0,-65759000.0,,,-23098000.0,126321000.0,143361000.0,-40132000.0,0.4,164978000,5978433000,-32475000.0,216544000.0,225504000.0,,195866000.0,-23134000.0,86550000.0,23841000,40722000.0,-16603000.0,249470000.0,991443000.0,-603394000.0,6594066000.0,1225904000,,,313634000,,94514000,-331625000.0,,40722000,-24603000.0,39627000,81518000.0,203065000.0,,,0.4,117768000.0,27568000.0,44950000.0,-2568000.0,4908359000.0,5892756000,,101352000,-76344000.0,73576000.0,121751000.0,241147000.0,121751000.0,509043000.0,,,48720000.0,12303541000.0,86714000.0,-6455000.0,13294984000,33157000,271467000.0,-7887000.0,81518000.0,6843536000,,,,,,,,,,
2019-12-31,,,,,,114052000.0,166905000.0,-28485000.0,0.21,167640000,5724600000,,,,,193215000.0,,83767000.0,25575000,24255000.0,,268335000.0,981194000.0,,6287640000.0,1084719000,,,308082000,,103550000,,,24255000,,23895000,,239332000.0,,,0.21,114867000.0,22148000.0,43968000.0,-31484000.0,4523035000.0,5554720000,,89665000,,,166070000.0,,166070000.0,506020000.0,,,,11785126000.0,84320000.0,,12766320000,17432000,332801000.0,,,6555975000,,,,,,,,,,
