date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2007-03-31,10190099170.0,2393199954.0,,0.325145,322099861.0,391200415.0,2874800507.0,280299815.0,2257600323.0,18400000000.0,227000692.0,193398293.0,-599631.0,15525199493.0,147099862.0,12447699493.0,,3188699262.0,-5698800.0,703600000.0,826399908.0,228700415,228700415.0,,85600784.0,1031600554.0,302900138.0,,8965100323.0,2531800046.0,427399677.0,237799815.0,-486500231.0,-114599862.0,,2334100554.0,125000000.0,139700185.0,338399446.0,5273700415.0,,-42101015.0,,0.0,-3899499539.0,237799815.0,237799815.0,,0.320145,396900369.0,140599631.0,237500000.0,349000231.0,1774300046.0,65699954.0,-181299585.0,-258499769.0,567500000.0,3358199954,765899446.0,-443799585.0,15446699724.0,399000231,98099631.0,11547200185.0,-1.0,109700185.0,703600000.0,86399908.0,546100093,,,,,,,
2007-06-30,10204399575.0,2430099894.0,,0.2052,-42500499.0,385800213.0,2862700319.0,274600425.0,2390800213.0,18483299681.0,146499469.0,234199788.0,-14799944.0,15620599362.0,151900138.0,12595199787.0,,3178699256.0,-7000456.0,735993016.0,681700319.0,148199787,148199787.0,,103399575.0,1039299681.0,547000000.0,,8930900106.0,2047000000.0,426500531.0,256500531.0,-426799450.0,-114599925.0,,2059199787.0,125000000.0,237799815.0,206000000.0,5225099894.0,,45801334.0,,1.0,-3899500531.0,256500531.0,256500531.0,,0.2052,421800213.0,133199787.0,225099893.0,109799982.0,1877900106.0,5599727.0,30199691.0,-364099894.0,18699787.0,2728700319,415300341.0,-457800840.0,15555500531.0,255199788,18700582.0,11656000000.0,13499469.0,57800213.0,735993016.0,91099894.0,407099926,,,,,,,
2007-09-30,10124899136.0,2398700189.0,,0.109995,-751999243.0,381700288.0,3084600020.0,290000000.0,3201100070.0,19090799960.0,78099970.0,278298719.0,-4300316.0,16006199940.0,151000000.0,13325999205.0,,3161900029.0,799226.0,731356259.0,629399781.0,79800258,79800258.0,,56300308.0,1030000000.0,866999901.0,,8816600417.0,2004600020.0,440999702.0,170900328.0,-619700418.0,-114800014.0,,2046699791.0,125000497.0,256500531.0,99399781.0,5112700984.0,,57199016.0,,0.0,-3899500149.0,170900328.0,170900328.0,,0.109995,1080300109.0,135599722.0,215399980.0,-292300163.0,2022000397.0,-36800029.0,613499775.0,-453999801.0,7000054.0,2633999801,-79400125.0,-672599118.0,15936500050.0,188400079,-85599776.0,12036999901.0,10500333.0,19599523.0,731356259.0,98799564.0,339400079,,,,,,,
2007-12-31,10466900387.0,2537299633.0,,,-448099672.0,387999801.0,3264799881.0,318800338.0,3514799881.0,19907399940.0,248599702.0,253900089.0,-600039.0,16642600060.0,146900387.0,13981700268.0,,3258300725.0,-6300387.0,,772398947.0,250400219,250400219.0,,117600378.0,975600358.0,709400139.0,,9237399940.0,2426100864.0,465698738.0,166699772.0,-722900189.0,-115199722.0,,2388699970.0,125000497.0,170900328.0,272499473.0,5275200119.0,,2699830.0,,0.0,-4732000199.0,166699772.0,166699772.0,,,1211899891.0,140600219.0,212000199.0,-145799881.0,2213799782.0,6300825.0,441800139.0,-439300824.0,7500328.0,3198499811,276900308.0,-724999980.0,17329599762.0,306700209,-4200735.0,12597599563.0,8299335.0,22099255.0,,89100208.0,453600596,,,,,,,
2008-03-31,11079107088.0,2670507149.0,,0.3491,144018105.0,389877585.0,3288756301.0,291122313.0,3338133937.0,20635737064.0,251002983.0,243802078.0,-5143504.0,17346980763.0,154305113.0,14417241025.0,,3425573500.0,-4114803.0,703600000.0,902170558.0,253060385,253060385.0,,113157083.0,1044131262.0,356959161.0,,9791173748.0,3065528238.0,445427425.0,238658574.0,-612076947.0,-123444090.0,,2693138566.0,125501492.0,166649522.0,419709906.0,5546754449.0,,5143504.0,,0.0,-4732023454.0,238658574.0,238658574.0,,0.3491,778726468.0,133731098.0,213969756.0,283921407.0,2455508693.0,118300586.0,-70980352.0,-360045263.0,48348935.0,3967698796,756095052.0,-612076947.0,17905565271.0,456743133,73037753.0,13173541817.0,-33947125.0,166649522.0,703600000.0,103898776.0,611048246,,,,,,,
2008-06-30,10071800325.0,3209699776.0,,0.915,-326517597.0,389799512.0,3715499695.0,309799512.0,3994200081.0,20798400163.0,657699980.0,274200081.0,-1656822.0,17082900468.0,157694683.0,14066000407.0,,2693401180.0,-8985136.0,703600000.0,658599634.0,659399552,659399552.0,,767300020.0,1100700183.0,640499695.0,,8696900061.0,3212900468.0,467599227.0,307799715.0,674977415.0,-50455768.0,,2767200285.0,125000000.0,238658574.0,818000204.0,6075700183.0,,-39642791.0,,0.0,-4731999796.0,307799715.0,307799715.0,,0.905,1010899654.0,131000407.0,210000000.0,92478959.0,2896299613.0,61699414.0,-933119994.0,-421199878.0,-24049118.0,3871500102,326204968.0,-652722565.0,18376999796.0,191000407,68062389.0,13645000000.0,55347492.0,158599634.0,703600000.0,87000814.0,348800122,,,,,,,
2008-09-30,10829901001.0,3239299553.0,,0.205,-951599934.0,392300405.0,3931299766.0,327400468.0,4192899723.0,21907000213.0,148400043.0,244901001.0,-700206.0,17975700447.0,171300183.0,15022800724.0,,2750500320.0,2699683.0,724200000.0,777799659.0,150100064,150100064.0,,73400043.0,1108500106.0,1129899936.0,,9476499894.0,3590700447.0,498699170.0,266700021.0,-824200234.0,-92399908.0,,2534699808.0,125000000.0,307799715.0,205300192.0,6176499894.0,,-3700628.0,,1.0,-4732000213.0,266700021.0,266700021.0,833.0,0.205,1337899723.0,133299979.0,211599957.0,-315599855.0,2757000213.0,-42000213.0,914900857.0,-386499894.0,1000375.0,4368500106,-131799701.0,-819800233.0,19172899723.0,279100489,-41100142.0,14440899510.0,-97901325.0,55200128.0,718600000.0,97999787.0,450400672,,,,,,,
2008-12-31,13178700000.0,3383400000.0,,,-1113900574.0,389200000.0,3708900000.0,384300277.0,4106500000.0,24701400000.0,263399532.0,259000000.0,-651799468.0,20992500000.0,175200021.0,17285200000.0,2491800000.0,0.0,1248700256.0,,1000600831.0,320899468,265199468.0,,119199872.0,1290800000.0,844700000.0,,11628900000.0,2922899510.0,559401363.0,541700000.0,-2091600234.0,-109700234.0,101900000.0,2322500000.0,3319000000.0,266700021.0,392999830.0,6618800000.0,,144799915.0,,0.0,-5338200000.0,541700000.0,541700000.0,13499574.0,,1593100000.0,152199830.0,225300000.0,-71100511.0,2411500000.0,120100213.0,1929399489.0,32800000.0,4099808.0,3923500341,437199681.0,-1551100255.0,21727800000.0,441199468,275000000.0,16389600000.0,125200958.0,127800362.0,,0.0,1635099489,,,,,,,
2009-03-31,14628900000.0,3807600000.0,,0.77,44900000.0,391400000.0,3350500000.0,368600000.0,4116500000.0,26650000000.0,558100000.0,1199400000.0,-900000.0,23299500000.0,180600000.0,18745400000.0,2345500000.0,0.0,161600000.0,729200000.0,947500000.0,569200000,559800000.0,,395400000.0,2092900000.0,480800000.0,,11336600000.0,2835100000.0,549200000.0,335100000.0,-363300000.0,-110800000.0,125200000.0,2534600000.0,3363400000.0,541700000.0,637000000.0,7087800000.0,,-36900000.0,-776300000.0,0.0,,335100000.0,335100000.0,511800000.0,0.765,1396700000.0,147300000.0,483600000.0,407900000.0,2594600000.0,-24300000.0,-725500000.0,21900000.0,,3782600000,882200000.0,-837300000.0,,398300000,-206600000.0,17588600000.0,10800000.0,77200000.0,724600000.0,0.0,964900000,,,,,,,
2009-06-30,14901900000.0,4066100000.0,,0.54,146300000.0,385400000.0,2716700000.0,339600000.0,3109900000.0,25965500000.0,393000000.0,1205800000.0,-800000.0,23248800000.0,190200000.0,18011800000.0,2171500000.0,0.0,3800000.0,731000000.0,810500000.0,407000000,394700000.0,,368600000.0,2106200000.0,601000000.0,,11589900000.0,2057100000.0,529800000.0,354400000.0,-487900000.0,-102900000.0,95300000.0,1761300000.0,3403900000.0,335100000.0,515500000.0,7188300000.0,,-45700000.0,-551800000.0,0.0,,354400000.0,354400000.0,22600000.0,0.54,727300000.0,133800000.0,472500000.0,308100000.0,2287300000.0,63700000.0,-190300000.0,-179000000.0,,2867600000,697500000.0,-551200000.0,,280700000,19300000.0,17598100000.0,-41500000.0,108500000.0,727000000.0,0.0,839500000,,,,,,,
2009-09-30,15563000000.0,4235200000.0,,0.415,-714500000.0,380000000.0,2760300000.0,333900000.0,3351700000.0,26706800000.0,303800000.0,1285500000.0,-222700000.0,23946500000.0,190900000.0,18914700000.0,2205800000.0,0.0,-10000000.0,734600000.0,800100000.0,407300000,305500000.0,,281700000.0,2096500000.0,796600000.0,,12181000000.0,1828600000.0,524800000.0,404600000.0,-1292700000.0,-103000000.0,121900000.0,1559100000.0,3447800000.0,354400000.0,400100000.0,7070000000.0,,52900000.0,343900000.0,0.0,,404600000.0,404600000.0,0.0,0.415,1092500000.0,149700000.0,467600000.0,-118100000.0,2137300000.0,71900000.0,1112600000.0,-512100000.0,6000000.0,2628700000,230300000.0,-944800000.0,,275300000,50200000.0,18086400000.0,-58900000.0,94600000.0,729600000.0,0.0,740700000,,,,,,,
2009-12-31,16392000000.0,4400000000.0,,,-779700000.0,372000000.0,3595000000.0,387900000.0,3789000000.0,28169000000.0,300100000.0,1207000000.0,-134600000.0,24574000000.0,202300000.0,20181000000.0,2312000000.0,0.0,187600000.0,,896900000.0,29800000,302000000.0,,195300000.0,2211000000.0,784000000.0,,12974000000.0,2290200000.0,590200000.0,327000000.0,-1162100000.0,-137300000.0,104000000.0,2484000000.0,125000000.0,404600000.0,364700000.0,7261000000.0,33100000.0,-74300000.0,-69800000.0,0.0,-4767000000.0,327000000.0,327000000.0,600000.0,,1222000000.0,166200000.0,488000000.0,-354900000.0,2463000000.0,106700000.0,912200000.0,-543000000.0,17400000.0,3187100000,207000000.0,-986700000.0,23617000000.0,306700000,-77900000.0,18850000000.0,-219400000.0,25700000.0,,0.0,733200000,,,,,,,
2010-03-31,16849000000.0,4586000000.0,,0.465,262000000.0,370000000.0,3006000000.0,324000000.0,3134000000.0,28093000000.0,342000000.0,1272000000.0,-86000000.0,25087000000.0,200000000.0,19983000000.0,2378000000.0,0.0,51000000.0,742000000.0,908000000.0,356000000,344000000.0,,225000000.0,2286000000.0,377000000.0,,13291000000.0,3069000000.0,524000000.0,421000000.0,-629000000.0,-114000000.0,125000000.0,2208000000.0,125000000.0,327000000.0,459000000.0,7382000000.0,-66000000.0,-93000000.0,-716000000.0,0.0,,421000000.0,421000000.0,0.0,0.46,1002000000.0,150000000.0,482000000.0,120000000.0,2007000000.0,85000000.0,84000000.0,-685000000.0,14000000.0,3977000000,646000000.0,-384000000.0,,384000000,94000000.0,18926000000.0,-11000000.0,103000000.0,736000000.0,0.0,809000000,,,,,,,
2010-06-30,17297000000.0,4567000000.0,,0.185,13000000.0,390000000.0,3136000000.0,359000000.0,3187000000.0,28756000000.0,138000000.0,1327000000.0,-7000000.0,25620000000.0,198000000.0,20484000000.0,2482000000.0,0.0,-16000000.0,746000000.0,949000000.0,154000000,140000000.0,,-16000000.0,2320000000.0,605000000.0,,13650000000.0,2556000000.0,557000000.0,409000000.0,-558000000.0,-106000000.0,111000000.0,2122000000.0,3647000000.0,421000000.0,189000000.0,7533000000.0,-60000000.0,7000000.0,-616000000.0,0.0,,409000000.0,409000000.0,,0.185,917000000.0,173000000.0,481000000.0,50000000.0,2159000000.0,28000000.0,23000000.0,-586000000.0,10000000.0,3505000000,511000000.0,-498000000.0,,392000000,-12000000.0,19479000000.0,45000000.0,49000000.0,738000000.0,0.0,560000000,,,,,,,
2010-09-30,17885000000.0,4566000000.0,,0.21,-400000000.0,387000000.0,3292000000.0,366000000.0,3111000000.0,29094000000.0,157000000.0,1426000000.0,-11000000.0,25802000000.0,214000000.0,20996000000.0,2213000000.0,0.0,-12000000.0,750000000.0,906000000.0,130000000,158000000.0,,-10000000.0,2264000000.0,798000000.0,,14195000000.0,2596000000.0,580000000.0,470000000.0,-741000000.0,-108000000.0,144000000.0,,125000000.0,409000000.0,131000000.0,7392000000.0,-19000000.0,8000000.0,-4000000.0,0.0,,470000000.0,470000000.0,0.0,0.21,831000000.0,185000000.0,481000000.0,-189000000.0,2136000000.0,8000000.0,490000000.0,-816000000.0,29000000.0,3502000000,319000000.0,-719000000.0,,326000000,61000000.0,19919000000.0,-102000000.0,1000000.0,742000000.0,0.0,530000000,,,,,,,
2010-12-31,18542000000.0,4734000000.0,,,-431000000.0,385000000.0,3761000000.0,417000000.0,3355000000.0,30120000000.0,326000000.0,1473000000.0,-17000000.0,26359000000.0,252000000.0,21897000000.0,2198000000.0,0.0,-3000000.0,,1073000000.0,591000000,328000000.0,,213000000.0,2447000000.0,813000000.0,,14622000000.0,3070000000.0,669000000.0,242000000.0,-746000000.0,-112000000.0,117000000.0,2706000000.0,125000000.0,470000000.0,428000000.0,7565000000.0,-51000000.0,105000000.0,-209000000.0,0.0,-5549000000.0,242000000.0,242000000.0,23000000.0,,550000000.0,179000000.0,478000000.0,-244000000.0,2688000000.0,117000000.0,152000000.0,-882000000.0,13000000.0,4143000000,375000000.0,-806000000.0,25881000000.0,404000000,-228000000.0,20332000000.0,-22000000.0,98000000.0,,0.0,859000000,,,,,,,
2011-03-31,18533000000.0,4944000000.0,,0.525,541000000.0,384000000.0,3270000000.0,346000000.0,2652000000.0,29663000000.0,393000000.0,1483000000.0,-6000000.0,26393000000.0,230000000.0,21185000000.0,2158000000.0,0.0,-24000000.0,758000000.0,1113000000.0,403000000,395000000.0,,157000000.0,2550000000.0,545000000.0,,14500000000.0,3600000000.0,576000000.0,351000000.0,-465000000.0,-126000000.0,144000000.0,,125000000.0,242000000.0,517000000.0,7826000000.0,,-40000000.0,-253000000.0,0.0,,351000000.0,351000000.0,,0.52,333000000.0,177000000.0,460000000.0,290000000.0,2175000000.0,90000000.0,-378000000.0,-921000000.0,16000000.0,4713000000,957000000.0,-416000000.0,,537000000,109000000.0,20441000000.0,-41000000.0,114000000.0,750000000.0,0.0,924000000,,,,,,,
2011-06-30,18841000000.0,5020000000.0,,0.35,159000000.0,383000000.0,3309000000.0,378000000.0,2764000000.0,30123000000.0,259000000.0,1630000000.0,-161000000.0,26814000000.0,226000000.0,21605000000.0,2275000000.0,0.0,-20000000.0,760000000.0,1067000000.0,272000000,261000000.0,,116000000.0,2573000000.0,672000000.0,,14638000000.0,3914000000.0,604000000.0,303000000.0,-622000000.0,-138000000.0,113000000.0,,125000000.0,351000000.0,394000000.0,7889000000.0,-28000000.0,-19000000.0,-191000000.0,0.0,,303000000.0,303000000.0,,0.34,312000000.0,185000000.0,454000000.0,-32000000.0,2339000000.0,53000000.0,0.0,-961000000.0,6000000.0,4981000000,575000000.0,-416000000.0,,463000000,-48000000.0,20609000000.0,22000000.0,122000000.0,750000000.0,0.0,805000000,,,,,,,
2011-09-30,19153000000.0,4840000000.0,,0.01,-15000000.0,388000000.0,3781000000.0,417000000.0,3266000000.0,31330000000.0,4000000.0,2034000000.0,-7000000.0,27549000000.0,236000000.0,22419000000.0,2487000000.0,0.0,-15000000.0,761000000.0,855000000.0,10000000,5000000.0,,-46000000.0,2553000000.0,762000000.0,,14566000000.0,3417000000.0,653000000.0,584000000.0,-751000000.0,-128000000.0,140000000.0,,613000000.0,303000000.0,-14000000.0,8242000000.0,1000000.0,-21000000.0,-422000000.0,0.0,,584000000.0,584000000.0,,0.01,526000000.0,170000000.0,478000000.0,74000000.0,2600000000.0,48000000.0,289000000.0,-1039000000.0,7000000.0,4272000000,719000000.0,-734000000.0,,202000000,281000000.0,21218000000.0,10000000.0,-24000000.0,750000000.0,0.0,392000000,,,,,,,
2011-12-31,19796000000.0,4991000000.0,,0.44,-663000000.0,1024000000.0,4295000000.0,579000000.0,4860000000.0,34343000000.0,335000000.0,1892000000.0,-43000000.0,30048000000.0,245000000.0,24656000000.0,2540000000.0,0.0,211000000.0,765000000.0,1513000000.0,375000000,343000000.0,,100000000.0,2696000000.0,739000000.0,,15208000000.0,3923000000.0,824000000.0,420000000.0,-2179000000.0,-145000000.0,114000000.0,3136000000.0,1056000000.0,584000000.0,731000000.0,8841000000.0,-1180000000.0,169000000.0,330000000.0,0.0,-6253000000.0,420000000.0,420000000.0,,0.44,1024000000.0,179000000.0,600000000.0,-3000000.0,3722000000.0,224000000.0,1469000000.0,-1094000000.0,17000000.0,5436000000,452000000.0,-1115000000.0,28876000000.0,689000000,-264000000.0,22623000000.0,1124000000.0,356000000.0,753000000.0,994000000.0,1155000000,,,,,,,
2012-03-31,23886000000.0,3922000000.0,,0.35,-277000000.0,437000000.0,5348000000.0,632000000.0,5597000000.0,42001000000.0,264000000.0,2100000000.0,-63000000.0,36653000000.0,290000000.0,29483000000.0,3410000000.0,0.0,-117000000.0,769000000.0,1407000000.0,359000000,279000000.0,,121000000.0,2597000000.0,554000000.0,,19189000000.0,5220000000.0,922000000.0,1094000000.0,-928000000.0,-171000000.0,214000000.0,,1888000000.0,723000000.0,389000000.0,8750000000.0,-7000000.0,67000000.0,,0.0,,1094000000.0,1094000000.0,,0.34,1030000000.0,217000000.0,741000000.0,-257000000.0,4224000000.0,-23000000.0,663000000.0,-1451000000.0,17000000.0,6627000000,648000000.0,-925000000.0,,485000000,371000000.0,29550000000.0,20000000.0,30000000.0,757000000.0,129000000.0,896000000,,,,,,,
2012-06-30,23588000000.0,3689000000.0,,0.01,-234000000.0,445000000.0,5085000000.0,681000000.0,6043000000.0,42812000000.0,11000000.0,2697000000.0,-82000000.0,37727000000.0,300000000.0,29631000000.0,3220000000.0,0.0,-127000000.0,783000000.0,1275000000.0,79000000,34000000.0,,-20000000.0,2463000000.0,712000000.0,,18428000000.0,4443000000.0,981000000.0,667000000.0,-1475000000.0,-168000000.0,190000000.0,,2484000000.0,1094000000.0,61000000.0,9425000000.0,-214000000.0,38000000.0,0.0,0.0,,667000000.0,667000000.0,,0.01,1302000000.0,213000000.0,788000000.0,-37000000.0,4426000000.0,-61000000.0,58000000.0,-1621000000.0,392000000.0,5718000000,984000000.0,-1218000000.0,,294000000,-427000000.0,30665000000.0,27000000.0,-18000000.0,770000000.0,125000000.0,574000000,,,,,,,
2012-09-30,24241000000.0,3612000000.0,,0.24,-714000000.0,430000000.0,6288000000.0,724000000.0,6637000000.0,45008000000.0,189000000.0,2963000000.0,-168000000.0,38720000000.0,301000000.0,30878000000.0,3272000000.0,0.0,326000000.0,792000000.0,1236000000.0,328000000,220000000.0,,311000000.0,2500000000.0,877000000.0,,18778000000.0,4552000000.0,1017000000.0,1726000000.0,-1619000000.0,-179000000.0,221000000.0,,3316000000.0,667000000.0,330000000.0,10079000000.0,0.0,3000000.0,-156000000.0,0.0,,1726000000.0,1726000000.0,,0.24,1683000000.0,200000000.0,825000000.0,-147000000.0,4628000000.0,25000000.0,1949000000.0,-1829000000.0,10000000.0,5788000000,740000000.0,-1454000000.0,,219000000,1059000000.0,31339000000.0,-5000000.0,2000000.0,780000000.0,105000000.0,831000000,,,,,,,
2012-12-31,26345000000.0,3464000000.0,,0.19,-1463000000.0,419000000.0,6600000000.0,853000000.0,7069000000.0,47172000000.0,146000000.0,2541000000.0,-200000000.0,40572000000.0,323000000.0,33414000000.0,3386000000.0,1602000000.0,90000000.0,795000000.0,1279000000.0,177000000,182000000.0,,94000000.0,2601000000.0,779000000.0,,20203000000.0,5894000000.0,871000000.0,1776000000.0,-2182000000.0,-172000000.0,196000000.0,4026000000.0,3707000000.0,1726000000.0,291000000.0,10500000000.0,-119000000.0,84000000.0,-353000000.0,0.0,-8501000000.0,1776000000.0,1776000000.0,18000000.0,0.18,1714000000.0,211000000.0,817000000.0,-206000000.0,5052000000.0,19000000.0,1725000000.0,-1799000000.0,46000000.0,7173000000,502000000.0,-1965000000.0,41819000000.0,408000000,50000000.0,33318000000.0,67000000.0,114000000.0,783000000.0,107000000.0,825000000,,,,,,,
2013-03-31,26927000000.0,3093000000.0,,0.32,-715000000.0,427000000.0,6632000000.0,664000000.0,7459000000.0,48707000000.0,250000000.0,2669000000.0,-128000000.0,42075000000.0,322000000.0,34386000000.0,3395000000.0,0.0,234000000.0,801000000.0,1297000000.0,186000000,289000000.0,,53000000.0,2562000000.0,698000000.0,,20549000000.0,6720000000.0,847000000.0,1346000000.0,-1643000000.0,-202000000.0,228000000.0,4560000000.0,4109000000.0,1776000000.0,248000000.0,10903000000.0,0.0,-7000000.0,-200000000.0,0.0,,1346000000.0,1346000000.0,,0.31,1506000000.0,255000000.0,867000000.0,2000000.0,5471000000.0,1000000.0,420000000.0,-1558000000.0,22000000.0,8017000000,793000000.0,-1508000000.0,,450000000,-430000000.0,34955000000.0,65000000.0,62000000.0,789000000.0,254000000.0,825000000,,,,,,,
2013-06-30,26960000000.0,2924000000.0,,0.05,-722000000.0,440000000.0,6433000000.0,796000000.0,7671000000.0,51068000000.0,42000000.0,2925000000.0,-295000000.0,44635000000.0,334000000.0,34631000000.0,3812000000.0,0.0,-127000000.0,817000000.0,1328000000.0,126000000,85000000.0,,-105000000.0,2807000000.0,906000000.0,,20145000000.0,6519000000.0,852000000.0,1077000000.0,-1949000000.0,-214000000.0,203000000.0,4426000000.0,4699000000.0,1346000000.0,167000000.0,12854000000.0,0.0,5000000.0,-460000000.0,0.0,,1077000000.0,1077000000.0,,0.05,2082000000.0,204000000.0,917000000.0,-193000000.0,5041000000.0,70000000.0,731000000.0,-968000000.0,592000000.0,7847000000,937000000.0,-1659000000.0,,476000000,-269000000.0,36807000000.0,358000000.0,41000000.0,806000000.0,345000000.0,705000000,,,,,,,
2013-09-30,26628000000.0,3095000000.0,,0.52,-1425000000.0,432000000.0,6271000000.0,766000000.0,9712000000.0,53118000000.0,421000000.0,2806000000.0,-303000000.0,46847000000.0,352000000.0,36340000000.0,3845000000.0,0.0,105000000.0,824000000.0,1448000000.0,425000000,470000000.0,,243000000.0,2971000000.0,1239000000.0,,19799000000.0,7550000000.0,807000000.0,516000000.0,-2562000000.0,-216000000.0,233000000.0,4486000000.0,4896000000.0,1077000000.0,661000000.0,13193000000.0,0.0,-4000000.0,0.0,0.0,,516000000.0,516000000.0,,0.51,3344000000.0,223000000.0,915000000.0,44000000.0,5841000000.0,294000000.0,1175000000.0,-1098000000.0,2000000.0,8998000000,830000000.0,-2255000000.0,,641000000,-561000000.0,38889000000.0,-58000000.0,236000000.0,814000000.0,294000000.0,1236000000,,,,,,,
2013-12-31,29330000000.0,2550000000.0,,,-2244000000.0,445000000.0,6950000000.0,788000000.0,10728000000.0,57568000000.0,-267000000.0,350000000.0,-292000000.0,50618000000.0,362000000.0,40058000000.0,4212000000.0,1573000000.0,262000000.0,,668000000.0,-247000000,-215000000.0,,-24000000.0,2925000000.0,1115000000.0,,22357000000.0,7625000000.0,869000000.0,776000000.0,-3277000000.0,-220000000.0,3805000000.0,1280000000.0,5141000000.0,516000000.0,-463000000.0,13496000000.0,0.0,-1000000.0,-250000000.0,54000000.0,-9727000000.0,756000000.0,756000000.0,,,3523000000.0,225000000.0,1004000000.0,-125000000.0,346000000.0,-234000000.0,2744000000.0,-599000000.0,12000000.0,8293000000,781000000.0,-3025000000.0,52006000000.0,-201000000,260000000.0,42279000000.0,-16000000.0,-216000000.0,,1104000000.0,124000000,,,,,,,
2014-03-31,32441000000.0,2505000000.0,,0.48,-2128000000.0,462000000.0,8278000000.0,745000000.0,12076000000.0,62535000000.0,390000000.0,3418000000.0,-313000000.0,54257000000.0,366000000.0,44517000000.0,4650000000.0,0.0,-107000000.0,830000000.0,1576000000.0,447000000,445000000.0,,-24000000.0,3129000000.0,1050000000.0,,24714000000.0,8945000000.0,750000000.0,849000000.0,-2743000000.0,-239000000.0,267000000.0,6350000000.0,5411000000.0,776000000.0,564000000.0,13952000000.0,,27000000.0,-200000000.0,0.0,,849000000.0,849000000.0,,0.47,4084000000.0,238000000.0,1043000000.0,-870000000.0,7501000000.0,69000000.0,2465000000.0,-497000000.0,16000000.0,10521000000,333000000.0,-2461000000.0,,826000000,73000000.0,45323000000.0,46000000.0,117000000.0,820000000.0,224000000.0,1168000000,,,,,,,
2014-06-30,34260000000.0,2891000000.0,,0.92,-1881000000.0,447000000.0,7334000000.0,814000000.0,9991000000.0,63007000000.0,756000000.0,2973000000.0,-212000000.0,55673000000.0,393000000.0,44251000000.0,4691000000.0,0.0,-109000000.0,834000000.0,1910000000.0,833000000,815000000.0,,280000000.0,3334000000.0,1250000000.0,,26710000000.0,8116000000.0,850000000.0,1248000000.0,-2886000000.0,-244000000.0,239000000.0,4823000000.0,5903000000.0,849000000.0,1109000000.0,14949000000.0,,19000000.0,-425000000.0,0.0,,1248000000.0,1248000000.0,,0.91,3666000000.0,231000000.0,1069000000.0,-127000000.0,5884000000.0,277000000.0,2490000000.0,-886000000.0,390000000.0,10026000000,812000000.0,-2693000000.0,,1060000000,399000000.0,46433000000.0,6000000.0,276000000.0,824000000.0,202000000.0,1733000000,,,,,,,
