date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyResearchAndDevelopment
2003-12-31,1932000000.0,101000000.0,,,-109000000.0,35000000.0,7443000000.0,1865000000.0,2034000000.0,1865000000.0,789000000.0,,206000000.0,-383000000.0,20000000.0,11000000.0,122000000.0,-3107000000.0,1000000.0,-76000000.0,290000000.0,,-169000000.0,,10550000000.0,,45000000.0,6000000.0,405000000.0,168000000.0,122000000.0,462000000.0,32000000.0,,,-1186000000,33000000.0,,2313000000.0,757000000.0,0.0,99000000.0,1723000000.0,3883000000.0,3103000000.0,,1517000000,,-1285000000,7565000000.0,66000000,9878000000.0,4826000000.0,-93000000.0,66000000,66000000,,164000000.0,0.0,5052000000.0,0.0,1865000000.0,,-383000000.0,,870000000.0,650000000.0,149000000.0,647000000.0,1420000000.0,93000000.0,-446000000.0,,,1332000000.0,,
2004-03-31,1586000000.0,41000000.0,,,-7000000.0,15000000.0,7683000000.0,1824000000.0,1865000000.0,1824000000.0,790000000.0,0.03,307000000.0,-360000000.0,19000000.0,-47000000.0,188000000.0,-3150000000.0,-1000000.0,-98000000.0,417000000.0,,-41000000.0,-125000000.0,10833000000.0,,299000000.0,16000000.0,443000000.0,164000000.0,184000000.0,700000000.0,13000000.0,785000000.0,,-891000000,-27000000.0,0.03,2400000000.0,737000000.0,-7000000.0,103000000.0,2181000000.0,3896000000.0,3065000000.0,,1484000000,,-994000000,7871000000.0,26000000,10271000000.0,5246000000.0,57000000.0,26000000,26000000,817000000.0,231000000.0,0.0,5025000000.0,0.0,1824000000.0,,-360000000.0,,892000000.0,731000000.0,123000000.0,592000000.0,1476000000.0,105000000.0,10000000.0,,,1270000000.0,,
2004-06-30,1662000000.0,179000000.0,,,-14000000.0,66000000.0,8072000000.0,1768000000.0,1824000000.0,1768000000.0,790000000.0,0.14,317000000.0,-510000000.0,22000000.0,-3000000.0,270000000.0,-3198000000.0,-3000000.0,24000000.0,430000000.0,,-56000000.0,-11000000.0,11270000000.0,,119000000.0,65000000.0,464000000.0,160000000.0,287000000.0,658000000.0,27000000.0,784000000.0,,-772000000,,0.14,2471000000.0,765000000.0,-4000000.0,106000000.0,2309000000.0,3979000000.0,3250000000.0,,1716000000,,-879000000,8342000000.0,113000000,10813000000.0,5559000000.0,-80000000.0,113000000,113000000,817000000.0,315000000.0,0.0,5254000000.0,0.0,1768000000.0,,-510000000.0,,933000000.0,870000000.0,159000000.0,783000000.0,1649000000.0,108000000.0,-1000000.0,,,1239000000.0,,
2004-09-30,1632000000.0,181000000.0,,,-1000000.0,62000000.0,8444000000.0,1876000000.0,1768000000.0,1876000000.0,790000000.0,0.15,317000000.0,-496000000.0,21000000.0,-24000000.0,415000000.0,-3242000000.0,-3000000.0,245000000.0,359000000.0,,108000000.0,-110000000.0,11686000000.0,,50000000.0,60000000.0,418000000.0,156000000.0,520000000.0,644000000.0,12000000.0,781000000.0,,-761000000,,0.15,2872000000.0,761000000.0,-3000000.0,109000000.0,2405000000.0,4084000000.0,3822000000.0,,1674000000,,-870000000,8859000000.0,119000000,11731000000.0,6227000000.0,-137000000.0,119000000,119000000,812000000.0,558000000.0,0.0,5504000000.0,0.0,1876000000.0,,-496000000.0,,912000000.0,1026000000.0,111000000.0,762000000.0,1860000000.0,112000000.0,6000000.0,,,1606000000.0,,
2004-12-31,1683000000.0,88000000.0,,,-185000000.0,33000000.0,8723000000.0,1305000000.0,1876000000.0,1305000000.0,790000000.0,,146000000.0,-409000000.0,26000000.0,-1000000.0,442000000.0,-3198000000.0,-1000000.0,-38000000.0,-49000000.0,,-571000000.0,0.0,11921000000.0,,-288000000.0,43000000.0,420000000.0,152000000.0,417000000.0,529000000.0,36000000.0,,,-865000000,-7000000.0,,2172000000.0,769000000.0,0.0,113000000.0,2142000000.0,4089000000.0,3671000000.0,,1655000000,,-978000000,9165000000.0,55000000,11337000000.0,5813000000.0,-458000000.0,55000000,55000000,,428000000.0,0.0,5524000000.0,-75000000.0,1305000000.0,,-484000000.0,,950000000.0,1047000000.0,-162000000.0,705000000.0,1610000000.0,137000000.0,118000000.0,,,1700000000.0,,
2005-03-31,1713000000.0,114000000.0,,-6000000.0,-108000000.0,38000000.0,9010000000.0,1908000000.0,1048000000.0,1908000000.0,790000000.0,0.09,74000000.0,-423000000.0,27000000.0,-86000000.0,1009000000.0,-3210000000.0,-3000000.0,146000000.0,886000000.0,257000000.0,860000000.0,-55000000.0,12220000000.0,,690000000.0,38000000.0,471000000.0,148000000.0,972000000.0,724000000.0,19000000.0,784000000.0,,-899000000,-30000000.0,0.1,3235000000.0,796000000.0,-7000000.0,112000000.0,2880000000.0,4138000000.0,4259000000.0,0.0,1663000000,,-1011000000,10019000000.0,76000000,13254000000.0,7139000000.0,463000000.0,76000000,76000000,812000000.0,790000000.0,0.0,6115000000.0,-6000000.0,1908000000.0,,-172000000.0,,961000000.0,1611000000.0,593000000.0,702000000.0,1975000000.0,128000000.0,12000000.0,,,1926000000.0,,
2005-06-30,1823000000.0,256000000.0,,,-27000000.0,97000000.0,9178000000.0,2269000000.0,1908000000.0,2269000000.0,790000000.0,0.2,145000000.0,-302000000.0,29000000.0,43000000.0,1119000000.0,-3262000000.0,2000000.0,-11000000.0,668000000.0,0.0,361000000.0,0.0,12440000000.0,,267000000.0,94000000.0,462000000.0,144000000.0,1000000000.0,748000000.0,18000000.0,786000000.0,,-803000000,33000000.0,0.2,3482000000.0,823000000.0,-4000000.0,115000000.0,3142000000.0,4274000000.0,4320000000.0,0.0,1944000000,,-919000000,10297000000.0,159000000,13779000000.0,7462000000.0,366000000.0,159000000,159000000,811000000.0,717000000.0,0.0,6317000000.0,6000000.0,2269000000.0,,-296000000.0,,1040000000.0,1787000000.0,198000000.0,904000000.0,2118000000.0,140000000.0,40000000.0,,,1863000000.0,,
2005-09-30,1870000000.0,368000000.0,,,-1000000.0,141000000.0,9345000000.0,2613000000.0,2269000000.0,2428000000.0,790000000.0,0.28,149000000.0,-268000000.0,32000000.0,-42000000.0,1292000000.0,-3364000000.0,-1000000.0,16000000.0,602000000.0,-185000000.0,159000000.0,0.0,12709000000.0,,117000000.0,-72000000.0,495000000.0,140000000.0,1194000000.0,776000000.0,21000000.0,789000000.0,,-816000000,209000000.0,0.29,4109000000.0,847000000.0,-3000000.0,121000000.0,3458000000.0,4474000000.0,4533000000.0,185000000.0,1989000000,,-937000000,10637000000.0,227000000,14746000000.0,7991000000.0,334000000.0,227000000,227000000,810000000.0,944000000.0,0.0,6755000000.0,-6000000.0,2428000000.0,,-459000000.0,,1056000000.0,2038000000.0,215000000.0,933000000.0,2311000000.0,153000000.0,-76000000.0,,,1861000000.0,,
2005-12-31,1975000000.0,136000000.0,,0.0,-13000000.0,50000000.0,9427000000.0,2531000000.0,2428000000.0,2280000000.0,802000000.0,,601000000.0,-217000000.0,33000000.0,76000000.0,1171000000.0,-3488000000.0,1000000.0,62000000.0,73000000.0,-66000000.0,-148000000.0,0.0,12915000000.0,,-167000000.0,197000000.0,524000000.0,136000000.0,892000000.0,649000000.0,74000000.0,,,-1018000000,-229000000.0,,3620000000.0,853000000.0,0.0,121000000.0,3848000000.0,4557000000.0,3695000000.0,251000000.0,1988000000,,-1139000000,10598000000.0,86000000,14218000000.0,7543000000.0,-144000000.0,86000000,86000000,,641000000.0,0.0,6675000000.0,0.0,2280000000.0,,-283000000.0,,1152000000.0,2074000000.0,-151000000.0,836000000.0,1896000000.0,150000000.0,45000000.0,,,1394000000.0,,
2006-03-31,2081000000.0,96000000.0,,,-37000000.0,35000000.0,9351000000.0,2920000000.0,2280000000.0,2600000000.0,808000000.0,0.07,574000000.0,-262000000.0,34000000.0,-13000000.0,1280000000.0,-3403000000.0,29000000.0,-122000000.0,751000000.0,,320000000.0,-214000000.0,12754000000.0,,598000000.0,35000000.0,585000000.0,132000000.0,1009000000.0,929000000.0,107000000.0,803000000.0,,-1179000000,-57000000.0,0.08,4092000000.0,876000000.0,-7000000.0,124000000.0,4449000000.0,4016000000.0,3509000000.0,320000000.0,2019000000,-68000000.0,-1303000000,10631000000.0,61000000,14723000000.0,7958000000.0,489000000.0,61000000,61000000,836000000.0,705000000.0,0.0,6765000000.0,21000000.0,2600000000.0,,-309000000.0,,1241000000.0,2361000000.0,317000000.0,778000000.0,1752000000.0,158000000.0,18000000.0,,,1368000000.0,,
2006-06-30,2212000000.0,515000000.0,,,-99000000.0,182000000.0,9624000000.0,2988000000.0,2600000000.0,2592000000.0,808000000.0,0.4,483000000.0,-403000000.0,34000000.0,-18000000.0,1362000000.0,-3517000000.0,3000000.0,-360000000.0,832000000.0,,-8000000.0,-289000000.0,13141000000.0,,-656000000.0,179000000.0,609000000.0,128000000.0,1104000000.0,958000000.0,29000000.0,798000000.0,,-935000000,840000000.0,0.42,4358000000.0,951000000.0,-4000000.0,126000000.0,4685000000.0,4325000000.0,3706000000.0,396000000.0,2449000000,-77000000.0,-1062000000,10986000000.0,333000000,15344000000.0,8391000000.0,429000000.0,333000000,333000000,825000000.0,853000000.0,0.0,6953000000.0,0.0,2592000000.0,,-480000000.0,,1299000000.0,2635000000.0,254000000.0,1150000000.0,1942000000.0,189000000.0,-100000000.0,,,1350000000.0,,
2006-09-30,2248000000.0,78000000.0,,,-1000000.0,30000000.0,9875000000.0,2301000000.0,2592000000.0,1947000000.0,808000000.0,0.06,585000000.0,-381000000.0,32000000.0,2000000.0,911000000.0,-3640000000.0,25000000.0,14000000.0,-320000000.0,,-645000000.0,-97000000.0,13515000000.0,,261000000.0,24000000.0,568000000.0,124000000.0,719000000.0,968000000.0,90000000.0,789000000.0,,-1121000000,-784000000.0,0.06,3301000000.0,938000000.0,-3000000.0,131000000.0,3944000000.0,4369000000.0,3519000000.0,354000000.0,2342000000,42000000.0,-1252000000,10786000000.0,48000000,14087000000.0,7463000000.0,-701000000.0,48000000,48000000,821000000.0,500000000.0,0.0,6624000000.0,-20000000.0,1947000000.0,,-339000000.0,,1346000000.0,1823000000.0,-744000000.0,996000000.0,1834000000.0,181000000.0,192000000.0,,,1275000000.0,,
2006-12-31,2262000000.0,101000000.0,,-20000000.0,-470000000.0,44000000.0,10094000000.0,1759000000.0,1947000000.0,1390000000.0,808000000.0,,122000000.0,-353000000.0,28000000.0,24000000.0,765000000.0,-3765000000.0,3000000.0,-333000000.0,143000000.0,,-557000000.0,-200000000.0,13859000000.0,,-194000000.0,39000000.0,643000000.0,120000000.0,582000000.0,799000000.0,34000000.0,,,-1201000000,5000000.0,,2601000000.0,939000000.0,0.0,134000000.0,2887000000.0,4307000000.0,4124000000.0,369000000.0,2276000000,-4406000000.0,-1335000000,10859000000.0,57000000,13460000000.0,7011000000.0,-210000000.0,57000000,57000000,,369000000.0,0.0,6449000000.0,40000000.0,1390000000.0,,-367000000.0,,1349000000.0,1323000000.0,-50000000.0,927000000.0,2104000000.0,181000000.0,79000000.0,,,1567000000.0,,
2007-03-31,2289000000.0,149000000.0,,,-9000000.0,56000000.0,10285000000.0,1933000000.0,1390000000.0,1618000000.0,808000000.0,0.12,123000000.0,-325000000.0,29000000.0,-37000000.0,954000000.0,-3897000000.0,29000000.0,-118000000.0,617000000.0,968000000.0,228000000.0,-209000000.0,14182000000.0,,500000000.0,42000000.0,643000000.0,117000000.0,716000000.0,1010000000.0,78000000.0,786000000.0,,-1343000000,-20000000.0,0.12,2999000000.0,942000000.0,-7000000.0,135000000.0,3524000000.0,4264000000.0,4160000000.0,315000000.0,2198000000,-914000000.0,-1478000000,11239000000.0,93000000,14238000000.0,7684000000.0,292000000.0,93000000,93000000,800000000.0,558000000.0,0.0,6554000000.0,0.0,1618000000.0,,-271000000.0,,1387000000.0,1748000000.0,383000000.0,811000000.0,2183000000.0,174000000.0,-49000000.0,,,1556000000.0,,
2007-06-30,2435000000.0,447000000.0,,,-6000000.0,169000000.0,10487000000.0,2114000000.0,1618000000.0,1605000000.0,808000000.0,0.36,123000000.0,-338000000.0,29000000.0,-43000000.0,1060000000.0,-4007000000.0,1000000.0,-460000000.0,980000000.0,963000000.0,-13000000.0,-465000000.0,14494000000.0,,424000000.0,125000000.0,746000000.0,113000000.0,752000000.0,1122000000.0,14000000.0,769000000.0,,-1199000000,-117000000.0,0.36,3306000000.0,994000000.0,-4000000.0,137000000.0,4085000000.0,4534000000.0,4341000000.0,509000000.0,2583000000,-1158000000.0,-1336000000,11547000000.0,278000000,14853000000.0,8426000000.0,642000000.0,278000000,278000000,780000000.0,633000000.0,0.0,6427000000.0,0.0,1605000000.0,,-533000000.0,,1484000000.0,2094000000.0,447000000.0,1099000000.0,2328000000.0,182000000.0,-104000000.0,,,1518000000.0,,
2007-09-30,2520000000.0,277000000.0,,,-101000000.0,115000000.0,10667000000.0,1557000000.0,1605000000.0,1050000000.0,808000000.0,0.22,24000000.0,-318000000.0,28000000.0,-5000000.0,987000000.0,-4144000000.0,1000000.0,-394000000.0,154000000.0,1538000000.0,-555000000.0,-327000000.0,14811000000.0,,-245000000.0,105000000.0,735000000.0,110000000.0,723000000.0,1095000000.0,36000000.0,739000000.0,,-1340000000,126000000.0,0.22,2870000000.0,1015000000.0,-3000000.0,139000000.0,3826000000.0,4685000000.0,4429000000.0,507000000.0,2588000000,-1535000000.0,-1480000000,11654000000.0,162000000,14524000000.0,8255000000.0,-164000000.0,162000000,162000000,752000000.0,697000000.0,0.0,6269000000.0,0.0,1050000000.0,,-315000000.0,,1548000000.0,1972000000.0,-144000000.0,1040000000.0,2404000000.0,204000000.0,-7000000.0,,,1555000000.0,,
2007-12-31,2543000000.0,184000000.0,,,-6000000.0,72000000.0,10874000000.0,2779000000.0,1050000000.0,2213000000.0,808000000.0,,41000000.0,-350000000.0,33000000.0,47000000.0,1455000000.0,-4286000000.0,-26000000.0,479000000.0,1094000000.0,1419000000.0,1163000000.0,0.0,15160000000.0,,794000000.0,56000000.0,759000000.0,106000000.0,1241000000.0,931000000.0,11000000.0,,,-1506000000,6000000.0,,4443000000.0,978000000.0,0.0,144000000.0,4838000000.0,4788000000.0,4993000000.0,566000000.0,2492000000,-1479000000.0,-1650000000,12329000000.0,112000000,16772000000.0,9831000000.0,744000000.0,112000000,112000000,,1069000000.0,0.0,6941000000.0,0.0,2213000000.0,,-410000000.0,,1599000000.0,3107000000.0,923000000.0,893000000.0,2535000000.0,259000000.0,-32000000.0,,,2050000000.0,,
2008-03-31,2651000000.0,37000000.0,,,-19000000.0,3000000.0,11091000000.0,3122000000.0,2213000000.0,2982000000.0,808000000.0,0.05,40000000.0,-364000000.0,28000000.0,-70000000.0,1890000000.0,-4413000000.0,-19000000.0,-69000000.0,964000000.0,1459000000.0,769000000.0,-54000000.0,15504000000.0,,839000000.0,-5000000.0,787000000.0,103000000.0,1492000000.0,1198000000.0,11000000.0,733000000.0,,-1682000000,2000000.0,0.05,5050000000.0,1009000000.0,-7000000.0,145000000.0,5781000000.0,4811000000.0,5065000000.0,140000000.0,2530000000,-1221000000.0,-1827000000,12981000000.0,34000000,18031000000.0,10846000000.0,600000000.0,34000000,34000000,734000000.0,1248000000.0,0.0,7185000000.0,0.0,2982000000.0,,-126000000.0,,1706000000.0,3756000000.0,616000000.0,824000000.0,2611000000.0,265000000.0,72000000.0,,,2079000000.0,,
2008-06-30,1382000000.0,529000000.0,,,-6000000.0,208000000.0,11170000000.0,5838000000.0,2982000000.0,4653000000.0,808000000.0,0.44,71000000.0,-223000000.0,32000000.0,,3163000000.0,-4551000000.0,612000000.0,598000000.0,2336000000.0,1186000000.0,1671000000.0,0.0,15721000000.0,,1926000000.0,134000000.0,903000000.0,100000000.0,2699000000.0,1303000000.0,,732000000.0,,709000000,-250000000.0,0.44,8929000000.0,839000000.0,-3000000.0,148000000.0,8374000000.0,5123000000.0,6158000000.0,1185000000.0,2869000000,-2226000000.0,599000000,14333000000.0,321000000,23262000000.0,14532000000.0,2113000000.0,321000000,321000000,737000000.0,2278000000.0,275000000.0,8730000000.0,0.0,4653000000.0,,-1263000000.0,447000000.0,888000000.0,6097000000.0,,1981000000.0,3193000000.0,301000000.0,345000000.0,,,2590000000.0,,
2008-09-30,1410000000.0,-205000000.0,,,-16000000.0,-85000000.0,11198000000.0,3431000000.0,4653000000.0,2390000000.0,808000000.0,-0.16,72000000.0,-178000000.0,35000000.0,,1676000000.0,-4692000000.0,-34000000.0,60000000.0,-2276000000.0,925000000.0,-2263000000.0,0.0,15890000000.0,,-2185000000.0,-48000000.0,701000000.0,97000000.0,1066000000.0,1275000000.0,,736000000.0,16000000.0,-18000000,-84000000.0,-0.16,5301000000.0,856000000.0,-3000000.0,152000000.0,5588000000.0,4980000000.0,5523000000.0,1041000000.0,2891000000,-794000000.0,496000000,12874000000.0,-120000000,18175000000.0,11111000000.0,-2454000000.0,-120000000,-120000000,736000000.0,1122000000.0,0.0,7064000000.0,0.0,2390000000.0,,-47000000.0,385000000.0,985000000.0,3540000000.0,,1906000000.0,2568000000.0,286000000.0,-269000000.0,,,2580000000.0,,
2008-12-31,1196000000.0,-83000000.0,,,-14000000.0,-27000000.0,11040000000.0,1803000000.0,2390000000.0,1368000000.0,808000000.0,,163000000.0,-158000000.0,35000000.0,,375000000.0,-4831000000.0,701000000.0,1065000000.0,-2545000000.0,2261000000.0,-1022000000.0,0.0,15871000000.0,,-2714000000.0,-25000000.0,668000000.0,105000000.0,-984000000.0,963000000.0,,,-7000000.0,106000000,106000000.0,,2893000000.0,846000000.0,0.0,154000000.0,2806000000.0,4919000000.0,6549000000.0,435000000.0,2734000000,-1645000000.0,477000000,11415000000.0,-56000000,14308000000.0,9355000000.0,-2703000000.0,-56000000,-56000000,,0.0,1042000000.0,4953000000.0,0.0,1368000000.0,,458000000.0,209000000.0,1061000000.0,1012000000.0,,1673000000.0,1904000000.0,203000000.0,-130000000.0,,,3498000000.0,,
2009-03-31,1314000000.0,-107000000.0,,,-35000000.0,-16000000.0,10813000000.0,2134000000.0,1368000000.0,1145000000.0,808000000.0,-0.12,163000000.0,-85000000.0,44000000.0,,370000000.0,-4968000000.0,171000000.0,129000000.0,286000000.0,1144000000.0,-223000000.0,,15781000000.0,,267000000.0,-16000000.0,693000000.0,111000000.0,-922000000.0,1251000000.0,0.0,740000000.0,3000000.0,87000000,-24000000.0,-0.12,2996000000.0,836000000.0,-7000000.0,150000000.0,3123000000.0,4819000000.0,6128000000.0,989000000.0,2357000000,-1697000000.0,372000000,11183000000.0,-91000000,14179000000.0,9251000000.0,201000000.0,-91000000,-91000000,740000000.0,0.0,0.0,4928000000.0,0.0,1145000000.0,,-638000000.0,231000000.0,671000000.0,1016000000.0,,1686000000.0,1895000000.0,171000000.0,-23000000.0,,,3447000000.0,,
2009-06-30,1351000000.0,50000000.0,,,-498000000.0,-4000000.0,10661000000.0,2198000000.0,1145000000.0,946000000.0,808000000.0,0.07,105000000.0,-187000000.0,42000000.0,,272000000.0,-5082000000.0,212000000.0,43000000.0,135000000.0,1203000000.0,-199000000.0,,15743000000.0,,-113000000.0,-4000000.0,732000000.0,128000000.0,-762000000.0,1207000000.0,0.0,741000000.0,3000000.0,242000000,54000000.0,0.07,3094000000.0,863000000.0,-3000000.0,150000000.0,3073000000.0,4863000000.0,5808000000.0,1252000000.0,2616000000,-1394000000.0,575000000,10933000000.0,54000000,14027000000.0,8881000000.0,-52000000.0,54000000,54000000,741000000.0,0.0,0.0,5146000000.0,1000000.0,946000000.0,,-377000000.0,237000000.0,690000000.0,1029000000.0,,1926000000.0,1921000000.0,200000000.0,-34000000.0,,,3278000000.0,,
2009-09-30,1395000000.0,-20000000.0,,,-22000000.0,-4000000.0,10698000000.0,2254000000.0,946000000.0,902000000.0,808000000.0,-0.02,198000000.0,-198000000.0,43000000.0,,275000000.0,-5166000000.0,-1000000.0,181000000.0,72000000.0,1608000000.0,-44000000.0,,15864000000.0,,-85000000.0,4000000.0,694000000.0,125000000.0,-715000000.0,1214000000.0,0.0,742000000.0,3000000.0,185000000,-96000000.0,-0.02,3127000000.0,909000000.0,-3000000.0,162000000.0,3024000000.0,4876000000.0,5859000000.0,1352000000.0,2666000000,-1707000000.0,500000000,10973000000.0,-16000000,14100000000.0,8883000000.0,-126000000.0,-16000000,-16000000,742000000.0,0.0,409000000.0,5217000000.0,0.0,902000000.0,,-297000000.0,225000000.0,771000000.0,918000000.0,,1895000000.0,1947000000.0,196000000.0,-2000000.0,,,3378000000.0,,
2009-12-31,1362000000.0,184000000.0,,,-28000000.0,69000000.0,10634000000.0,2593000000.0,902000000.0,1114000000.0,808000000.0,,190000000.0,-114000000.0,41000000.0,,277000000.0,-5254000000.0,-14000000.0,-23000000.0,492000000.0,1165000000.0,212000000.0,0.0,15888000000.0,,62000000.0,69000000.0,746000000.0,102000000.0,-578000000.0,1044000000.0,,,9000000.0,379000000,150000000.0,,3358000000.0,861000000.0,0.0,154000000.0,2676000000.0,4983000000.0,6127000000.0,1479000000.0,2712000000,-1309000000.0,621000000,10911000000.0,115000000,14269000000.0,8803000000.0,378000000.0,115000000,115000000,,0.0,493000000.0,5466000000.0,1000000.0,1114000000.0,,-257000000.0,169000000.0,729000000.0,696000000.0,,1983000000.0,2207000000.0,221000000.0,56000000.0,,,3325000000.0,,
2010-03-31,1352000000.0,17000000.0,,,-60000000.0,6000000.0,10621000000.0,2773000000.0,1114000000.0,1110000000.0,808000000.0,0.01,170000000.0,-139000000.0,36000000.0,,288000000.0,-5402000000.0,0.0,-55000000.0,373000000.0,1197000000.0,-4000000.0,,16023000000.0,,186000000.0,12000000.0,690000000.0,98000000.0,-518000000.0,1400000000.0,,743000000.0,5000000.0,207000000,-13000000.0,0.01,3621000000.0,864000000.0,-7000000.0,154000000.0,2917000000.0,4973000000.0,6076000000.0,1663000000.0,2630000000,-1380000000.0,528000000,10909000000.0,11000000,14530000000.0,8993000000.0,234000000.0,11000000,11000000,744000000.0,0.0,423000000.0,5537000000.0,0.0,1110000000.0,,-322000000.0,235000000.0,750000000.0,657000000.0,,1880000000.0,2250000000.0,227000000.0,-4000000.0,,,3305000000.0,,
2010-06-30,1427000000.0,184000000.0,,0.0,-69000000.0,72000000.0,10627000000.0,3124000000.0,1110000000.0,989000000.0,808000000.0,0.15,123000000.0,-159000000.0,42000000.0,,389000000.0,-5555000000.0,-2000000.0,-51000000.0,540000000.0,1349000000.0,-121000000.0,,16182000000.0,,48000000.0,63000000.0,787000000.0,95000000.0,-641000000.0,1486000000.0,23000000.0,745000000.0,,380000000,166000000.0,0.15,3971000000.0,946000000.0,-3000000.0,154000000.0,3338000000.0,5075000000.0,6101000000.0,2135000000.0,3168000000,-1800000000.0,865000000,11016000000.0,112000000,14987000000.0,9439000000.0,381000000.0,112000000,112000000,746000000.0,0.0,490000000.0,5548000000.0,0.0,989000000.0,,-610000000.0,277000000.0,876000000.0,942000000.0,,2292000000.0,2192000000.0,226000000.0,-146000000.0,,,3324000000.0,,
2010-09-30,1462000000.0,332000000.0,,,-39000000.0,127000000.0,10566000000.0,3379000000.0,989000000.0,1031000000.0,808000000.0,0.27,113000000.0,-100000000.0,38000000.0,42000000.0,535000000.0,-5682000000.0,1000000.0,-31000000.0,385000000.0,939000000.0,42000000.0,,16248000000.0,,19000000.0,20000000.0,707000000.0,92000000.0,-453000000.0,1423000000.0,,746000000.0,,531000000,-17000000.0,0.27,4042000000.0,938000000.0,-3000000.0,161000000.0,3187000000.0,5273000000.0,6006000000.0,2348000000.0,3192000000,-1151000000.0,861000000,11101000000.0,205000000,15143000000.0,9193000000.0,285000000.0,205000000,205000000,747000000.0,0.0,424000000.0,5950000000.0,0.0,1031000000.0,,-312000000.0,289000000.0,869000000.0,944000000.0,,2323000000.0,2140000000.0,231000000.0,13000000.0,,,3350000000.0,,
2010-12-31,1518000000.0,213000000.0,,,-32000000.0,82000000.0,10578000000.0,3538000000.0,1031000000.0,1261000000.0,808000000.0,,505000000.0,-95000000.0,38000000.0,40000000.0,606000000.0,-5765000000.0,58000000.0,-19000000.0,269000000.0,1368000000.0,230000000.0,,16343000000.0,,-184000000.0,37000000.0,739000000.0,88000000.0,-262000000.0,1198000000.0,,,,410000000,141000000.0,,4279000000.0,956000000.0,0.0,159000000.0,3305000000.0,5399000000.0,5921000000.0,2277000000.0,3114000000,-1293000000.0,-1266000000,11184000000.0,131000000,15463000000.0,9226000000.0,174000000.0,131000000,131000000,,0.0,465000000.0,6237000000.0,0.0,1261000000.0,,-20000000.0,195000000.0,2862000000.0,863000000.0,,252000000.0,2493000000.0,243000000.0,32000000.0,,,2875000000.0,,
2011-03-31,1505000000.0,18000000.0,,,-30000000.0,13000000.0,10496000000.0,4465000000.0,1261000000.0,2039000000.0,808000000.0,0.01,905000000.0,-57000000.0,40000000.0,-87000000.0,589000000.0,-5919000000.0,77000000.0,44000000.0,965000000.0,1310000000.0,778000000.0,,16415000000.0,,571000000.0,28000000.0,916000000.0,85000000.0,79000000.0,1710000000.0,4000000.0,748000000.0,,213000000,199000000.0,0.01,5329000000.0,954000000.0,-7000000.0,155000000.0,4358000000.0,5399000000.0,5469000000.0,2426000000.0,3103000000,-1484000000.0,114000000,11085000000.0,5000000,16414000000.0,9827000000.0,908000000.0,5000000,5000000,749000000.0,0.0,460000000.0,6587000000.0,0.0,2039000000.0,,-231000000.0,282000000.0,1484000000.0,827000000.0,,1619000000.0,2496000000.0,320000000.0,-59000000.0,,1710000000.0,2428000000.0,,
