date,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2016-03-31,246425000.0,-227000.0,3117927000.0,50352000.0,-1745718000.0,-15516000.0,21001000.0,-61665000.0,286287000.0,89767900.0,195700000.0,-6911000.0,456730000.0,,69978000.0,69706000.0,17970000.0,20077000.0,-0.26,-9638000.0,-40004000.0,54462000.0,4396657000.0,3476618000.0,-39770000.0,,52979000.0,275011000.0,275011000.0,254934000.0,510519000.0,,275011000.0,11764000.0,-0.26,434853000,2883000.0,33976000.0,,-23398000,31102000.0,920039000.0,,1187512000.0,-24705000.0,499887000.0,4863645000.0,2500122000.0,15478000.0,-21877000,18698000.0,-9638000.0,89718730.0,27280000.0,384594000.0,403751000.0,1468843000.0,,-30366000,-23398000,245105000.0,1660624000.0,403751000.0,0.0,-22066000.0,2000235000.0,,,,,,,,,,,
2016-06-30,253706000.0,34814000.0,3192790000.0,52599000.0,-1803129000.0,-45857000.0,21858000.0,-22542000.0,289140000.0,89876849.0,195016000.0,-6575000.0,488565000.0,,33797000.0,78363000.0,9036000.0,-36041000.0,-0.03,-582000.0,-7829000.0,-12060000.0,4484718000.0,3566410000.0,-26014000.0,,58494000.0,238970000.0,238970000.0,275011000.0,510519000.0,,238970000.0,-47296000.0,-0.08,467893000,-3535000.0,72523000.0,,-2877000,37822000.0,918308000.0,0.0,1159941000.0,-24694000.0,505887000.0,4995919000.0,2611329000.0,11846000.0,-20672000,-24506000.0,-582000.0,89796238.0,-1439000.0,405855000.0,430071000.0,1501477000.0,,-7247000,-2877000,314825000.0,1646994000.0,430071000.0,0.0,-918000.0,2105442000.0,,,,,,,,,,,
2016-09-30,247068000.0,8268000.0,3163376000.0,53977000.0,-1853950000.0,-28331000.0,23389000.0,-42525000.0,286286000.0,89800458.0,197133000.0,-6844000.0,521618000.0,,73930000.0,79884000.0,17606000.0,-5293000.0,-0.12,-9544000.0,-25038000.0,45599000.0,4482777000.0,3568915000.0,-43764000.0,,61177000.0,233677000.0,233677000.0,238970000.0,510923000.0,,233677000.0,-36698000.0,-0.12,510094000,13265000.0,59528000.0,,-11112000,49653000.0,913862000.0,0.0,1124171000.0,-24658000.0,539943000.0,5017326000.0,2673720000.0,22155000.0,-11524000,2033000.0,-9544000.0,89800458.0,-8367000.0,412663000.0,460441000.0,1503658000.0,,-15494000,-11112000,343833000.0,1593906000.0,460441000.0,0.0,-24788000.0,2133777000.0,,,,,,,,,,,
2016-12-31,281328000.0,9575000.0,3117469000.0,53997000.0,-1911485000.0,-10243000.0,23812000.0,-66033000.0,290980000.0,89858370.0,201904000.0,-6675000.0,-956590000.0,,72225000.0,45014000.0,29720000.0,-9787000.0,0.28,10485000.0,35367000.0,61982000.0,4556663000.0,3530996000.0,-41302000.0,,55404000.0,223890000.0,223890000.0,233677000.0,511465000.0,,223890000.0,-15979000.0,0.28,585589000,20880000.0,114583000.0,,24842000,105423000.0,1025667000.0,0.0,1124104000.0,-24740000.0,606933000.0,5028954000.0,2751313000.0,18635000.0,50019000,-52498000.0,10485000.0,89818986.0,-5736000.0,335606000.0,480166000.0,1502209000.0,,24882000,24842000,351191000.0,1596835000.0,-1089501000.0,0.0,-3432000.0,2144380000.0,,,,,,,,,,,
2017-03-31,351363000.0,16989000.0,3079107000.0,55534000.0,-1969381000.0,-19577000.0,23317000.0,-102735000.0,288430000.0,89856092.0,189864000.0,-3967000.0,615286000.0,,220654000.0,78581000.0,35212000.0,91243000.0,1.47,37710000.0,188738000.0,201077000.0,4679755000.0,3476241000.0,-54715000.0,,55972000.0,315133000.0,315133000.0,223890000.0,509362000.0,,315133000.0,-26676000.0,1.46,810349000,12510000.0,268027000.0,,131569000,251035000.0,1203514000.0,-33742000.0,1201367000.0,-24721000.0,665633000.0,5048488000.0,2799878000.0,18768000.0,195063000,-58291000.0,37710000.0,89786855.0,-7099000.0,513576000.0,559314000.0,1476944000.0,,151028000,131569000,368871000.0,1658226000.0,559314000.0,0.0,-26358000.0,2134245000.0,,,,,,,,,,,
2017-06-30,282937000.0,21766000.0,3056821000.0,55534000.0,-2027645000.0,-29479000.0,23312000.0,-177994000.0,288434000.0,88057502.0,191435000.0,-6638000.0,563405000.0,,249762000.0,82383000.0,31521000.0,46200000.0,0.96,9048000.0,109838000.0,220283000.0,4638221000.0,3465171000.0,-54378000.0,,61009000.0,361333000.0,361333000.0,315133000.0,494553000.0,,361333000.0,-25568000.0,0.89,669164000,-7880000.0,194159000.0,,84146000,166768000.0,1173050000.0,-114957000.0,1159349000.0,-26062000.0,676984000.0,5084466000.0,2804634000.0,23485000.0,105759000,72098000.0,9048000.0,87692627.0,3911000.0,498301000.0,502396000.0,1475618000.0,,100790000,84146000,363598000.0,1601855000.0,502396000.0,0.0,-3595000.0,2127650000.0,,,,,,,,,,,
2017-09-30,300976000.0,18889000.0,3033393000.0,57072000.0,-2083469000.0,-32646000.0,24866000.0,-157485000.0,280935000.0,85819984.0,183190000.0,-6883000.0,682434000.0,,131100000.0,77388000.0,45745000.0,-53873000.0,0.38,-3283000.0,35099000.0,98454000.0,4590962000.0,3437426000.0,-57966000.0,,57929000.0,307460000.0,307460000.0,361333000.0,485621000.0,,307460000.0,-27488000.0,0.38,719696000,25870000.0,117894000.0,,32381000,95191000.0,1153536000.0,-83133000.0,1092984000.0,-25583000.0,727467000.0,5116862000.0,2840381000.0,30000000.0,37262000,-19690000.0,-3283000.0,85769423.0,5158000.0,515725000.0,624505000.0,1449542000.0,,38382000,32381000,382437000.0,1522838000.0,624505000.0,0.0,-27060000.0,2112914000.0,,,,,,,,,,,
2017-12-31,304464000.0,18351000.0,2998326000.0,55905000.0,-2141864000.0,-21468000.0,23460000.0,-92422000.0,266432000.0,83989044.0,193424000.0,21328000.0,-1288753000.0,,186226000.0,41418000.0,65226000.0,68019000.0,0.81,52313000.0,137210000.0,164758000.0,4610742000.0,3367615000.0,-69841000.0,,57315000.0,375479000.0,375479000.0,307460000.0,480331000.0,,375479000.0,-25785000.0,0.81,861433000,48321000.0,217985000.0,,68039000,195699000.0,1243127000.0,-54288000.0,1088150000.0,-25131000.0,747948000.0,5140190000.0,2865631000.0,10258000.0,138384000,-43485000.0,52313000.0,83933916.0,-4317000.0,429582000.0,665734000.0,1446366000.0,,84897000,68039000,404885000.0,1500764000.0,665734000.0,0.0,-6864000.0,2117683000.0,,,,,,,,,,,
2018-03-31,356926000.0,20462000.0,3025522000.0,43383000.0,-2190767000.0,-55821000.0,24180000.0,-109681000.0,265171000.0,84139075.0,190452000.0,-25267000.0,719737000.0,,244328000.0,119328000.0,78490000.0,-4440000.0,2.02,44712000.0,242019000.0,188507000.0,4784140000.0,3424532000.0,-68941000.0,,59172000.0,371039000.0,371039000.0,375479000.0,477219000.0,,371039000.0,-139087000.0,2.0,961825000,5865000.0,325371000.0,,168683000,,1359608000.0,-37956000.0,1195542000.0,-27611000.0,777929000.0,5216289000.0,2912513000.0,8110000.0,242088000,-55986000.0,44712000.0,83698173.0,-83266000.0,563529000.0,,1457268000.0,,197307000,168683000,412145000.0,1605878000.0,660565000.0,41460000.0,-90739000.0,2134584000.0,,,,,,,,,,,
2018-06-30,349842000.0,18836000.0,3046100000.0,43383000.0,-2219846000.0,-78874000.0,23771000.0,-275473000.0,269908000.0,81737585.0,193513000.0,-1614000.0,774416000.0,,289649000.0,97740000.0,87877000.0,-50785000.0,1.36,32861000.0,168356000.0,210775000.0,4694243000.0,3418235000.0,-78596000.0,,62748000.0,320254000.0,320254000.0,371039000.0,459928000.0,,320254000.0,-64961000.0,1.36,949946000,42718000.0,254875000.0,,111366000,,1276008000.0,-214688000.0,1084004000.0,-26584000.0,786772000.0,5265946000.0,2946199000.0,1284000.0,175530000,62120000.0,32861000.0,81663627.0,13913000.0,536458000.0,,1456085000.0,,135495000,111366000,433434000.0,1467281000.0,,44960000.0,-4080000.0,2159427000.0,,,,,,,,,,,
2018-09-30,322461000.0,14844000.0,3023436000.0,33610000.0,-2282319000.0,-38152000.0,23087000.0,-253289000.0,271594000.0,79341597.0,179962000.0,-55665000.0,845096000.0,,228037000.0,85243000.0,103793000.0,-59567000.0,1.62,43464000.0,191330000.0,189885000.0,4647046000.0,3357552000.0,-81902000.0,,61353000.0,260687000.0,260687000.0,320254000.0,453083000.0,,260687000.0,-34315000.0,1.61,1043525000,31210000.0,275770000.0,,128057000,,1289494000.0,-113056000.0,1081937000.0,-25984000.0,759418000.0,5305755000.0,2898466000.0,11754000.0,198429000,-65717000.0,43464000.0,79263939.0,3837000.0,599081000.0,,1425323000.0,,147866000,128057000,442131000.0,1454712000.0,,70066000.0,-123503000.0,2139048000.0,,,,,,,,,,,
2018-12-31,387959000.0,17859000.0,3025095000.0,383793000.0,-2263334000.0,-71629000.0,23378000.0,-154424000.0,281214000.0,78010566.0,197821000.0,-17518000.0,-1827834000.0,,217802000.0,74475000.0,46146000.0,-4610000.0,2.07,32454000.0,209770000.0,146173000.0,4608999000.0,3356923000.0,-82404000.0,,62030000.0,256077000.0,256077000.0,260687000.0,446544000.0,,256077000.0,-67988000.0,1.68,976551000,-86082000.0,295178000.0,,160876000,,1252076000.0,-78714000.0,1145476000.0,-25497000.0,1047353000.0,5288429000.0,2801158000.0,17115000.0,213577000,65581000.0,32454000.0,77689813.0,3641000.0,412662000.0,,1074493000.0,,177316000,160876000,398098000.0,1511213000.0,,60931000.0,-3593000.0,1753805000.0,,,,,,,,,,,
2019-03-31,336272000.0,18054000.0,3469695000.0,386121000.0,-2317213000.0,-88647000.0,28420000.0,-110891000.0,273144000.0,77287094.0,179283000.0,-21400000.0,666577000.0,,213237000.0,73560000.0,37293000.0,29031000.0,0.5,9321000.0,55672000.0,124590000.0,4969684000.0,3789194000.0,-77568000.0,,85319000.0,285108000.0,285108000.0,256077000.0,446079000.0,,285108000.0,-73315000.0,0.5,732697000,27802000.0,169411000.0,,38464000,,1180490000.0,-5756000.0,1117209000.0,-25498000.0,1093174000.0,5786908000.0,3186628000.0,7829000.0,66120000,44825000.0,9321000.0,77254680.0,15332000.0,476123000.0,,1057767000.0,,46351000,38464000,210084000.0,1487361000.0,,54861000.0,-40071000.0,2093454000.0,,,,,,,,,,,
2019-06-30,361850000.0,11109000.0,3453247000.0,387770000.0,-2379033000.0,-66408000.0,29579000.0,-131818000.0,270128000.0,76883889.0,183038000.0,1460000.0,661939000.0,,116747000.0,69483000.0,24143000.0,-57139000.0,0.65,5967000.0,55355000.0,50339000.0,4902105000.0,3777445000.0,-92115000.0,,85637000.0,227969000.0,227969000.0,285108000.0,440472000.0,,227969000.0,-42068000.0,0.51,734365000,-23942000.0,170571000.0,,50235000,,1124660000.0,-47049000.0,1098485000.0,-27517000.0,1076923000.0,5832280000.0,3163257000.0,20829000.0,72426000,-4080000.0,5967000.0,76746080.0,24340000.0,468818000.0,,1055662000.0,,49388000,50235000,215675000.0,1448530000.0,,33424000.0,-22923000.0,2086334000.0,,,,,,,,,,,
2019-09-30,300333000.0,14772000.0,3503550000.0,389042000.0,-2462207000.0,-69905000.0,30510000.0,588315000.0,275005000.0,76219226.0,185190000.0,-12321000.0,666230000.0,,71305000.0,70460000.0,21105000.0,629456000.0,-0.13,-16572000.0,-29606000.0,1400000.0,5487370000.0,3849397000.0,-112080000.0,,85237000.0,857425000.0,857425000.0,227969000.0,440472000.0,,857425000.0,-30164000.0,-0.21,649692000,-10408000.0,86141000.0,,-9911000,,1637973000.0,0.0,1061144000.0,-27430000.0,998011000.0,5965757000.0,3815284000.0,23657000.0,-16538000,8913000.0,-16572000.0,76196080.0,39741000.0,423676000.0,,1732396000.0,,-13034000,-9911000,232638000.0,1391271000.0,,16401000.0,-43988000.0,2817273000.0,,,,,,,,,,,
2019-12-31,281052000.0,58283000.0,3576195000.0,38420000.0,-2521703000.0,-98900000.0,35917000.0,-449659000.0,272820000.0,76200259.0,193474000.0,-1419000.0,641236000.0,,114142000.0,82811000.0,26252000.0,-440662000.0,0.12,5758000.0,39419000.0,15242000.0,5196615000.0,3964094000.0,-150389000.0,,87934000.0,416763000.0,416763000.0,857425000.0,442255000.0,,416763000.0,-105145000.0,0.12,658678000,2598000.0,163270000.0,,8979000,,1232521000.0,0.0,1039819000.0,-27431000.0,648246000.0,6097898000.0,3566255000.0,32641000.0,17442000,-40232000.0,5758000.0,76196080.0,-6245000.0,488721000.0,,1730433000.0,,33661000,8979000,286071000.0,1331685000.0,,8180000.0,-383046000.0,2918009000.0,,,,,,,,,,,
