date,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInInventory
2004-04-30,,34861000,196602000,28127000,112626000.0,16673000.0,33003000.0,-2374000.0,72950000.0,436932000.0,796000.0,-5451000.0,181371000.0,315885000.0,,297627000.0,532949000.0,-38000.0,,5252000.0,,0.235,361004000.0,83976000.0,,295000.0,155341000.0,,84499000.0,172735000.0,,84499000.0,82826000.0,16673000,16673000.0,,0.0,255561000.0,23865000.0,-2369000.0,11555000.0,0.23,-10665000.0,3858000.0,166000.0,85833000.0,0.0,-185354000.0,25847000.0,,29455000.0,16101000.0,8212000.0,,24885000.0,112273000.0,70744000.0,111428000.0,322000.0,797936000.0,343931000.0,482051000.0,27086000.0,33325000.0,33003000.0,,6734000.0,-18247000.0,46078000.0,16902000.0,12253000.0,,,,,,
2004-07-31,0.0,35211000,197949000,28853000,112114000.0,17274000.0,30942000.0,-6199000.0,74098000.0,419973000.0,1831000.0,-5539000.0,178464000.0,325716000.0,,296522000.0,544683000.0,-1368000.0,,-15829000.0,,0.24,387147000.0,85835000.0,,0.0,161255000.0,,83261000.0,159808000.0,,83261000.0,81701000.0,17274000,17274000.0,,0.0,241509000.0,24168000.0,-2186000.0,14666000.0,0.235,-5720000.0,3677000.0,363000.0,91706000.0,0.0,-185354000.0,23709000.0,,9634000.0,-2061000.0,8508000.0,,25782000.0,111168000.0,71722000.0,103226000.0,322000.0,807120000.0,346527000.0,481404000.0,7448000.0,31264000.0,30942000.0,,6358000.0,-17502000.0,51070000.0,33003000.0,12253000.0,,,,,,
2004-10-31,-6000.0,42202000,228353000,35478000,121618000.0,19723000.0,60251000.0,-4256000.0,,436054000.0,,-5787000.0,195749000.0,363111000.0,,315630000.0,558620000.0,-875000.0,,5574000.0,,,403333000.0,106735000.0,,0.0,173852000.0,91244000.0,86140000.0,148033000.0,,86140000.0,87160000.0,19723000,19723000.0,,0.0,240305000.0,27591000.0,-4378000.0,669000.0,,-13195000.0,3908000.0,-3316000.0,85330000.0,3605000.0,-204023000.0,15679000.0,666000.0,46515000.0,29309000.0,9014000.0,,28737000.0,111607000.0,,18174000.0,328000.0,839387000.0,348990000.0,476276000.0,42137000.0,60579000.0,60251000.0,,6724000.0,-18449000.0,58740000.0,30942000.0,12253000.0,,,,,,
2005-01-31,-45476000.0,30137000,190166000,23750000,106541000.0,14366000.0,27018000.0,10663000.0,74400000.0,420132000.0,8037000.0,-5800000.0,170029000.0,368134000.0,,316547000.0,567185000.0,-710000.0,,-21145000.0,,0.2,425729000.0,83625000.0,,0.0,171221000.0,,82791000.0,147612000.0,,82791000.0,102491000.0,14366000,14366000.0,,0.0,250103000.0,30621000.0,-3136000.0,2294000.0,0.195,-3311000.0,3296000.0,483000.0,88409000.0,0.0,-204023000.0,15758000.0,,7645000.0,15842000.0,6917000.0,,21283000.0,112524000.0,72452000.0,92001000.0,35604000.0,845861000.0,349445000.0,477727000.0,4509000.0,62622000.0,27018000.0,59275000.0,6387000.0,-8050000.0,47407000.0,11176000.0,12253000.0,,,,,,
2005-04-30,-14201000.0,34573000,207623000,28178000,115555000.0,17478000.0,94857000.0,29489000.0,74292000.0,436822000.0,455000.0,-5814000.0,186523000.0,391295000.0,,317146000.0,578850000.0,-1302000.0,,24693000.0,,0.24,432100000.0,92068000.0,,-605000.0,163698000.0,,87377000.0,147468000.0,,87377000.0,102831000.0,17478000,17478000.0,,0.0,250299000.0,27834000.0,-5195000.0,939000.0,0.235,-9998000.0,3479000.0,747000.0,87289000.0,0.0,-204023000.0,15915000.0,,49021000.0,67839000.0,8415000.0,,25893000.0,113123000.0,72640000.0,109318000.0,315000.0,868922000.0,348589000.0,477627000.0,43826000.0,95172000.0,94857000.0,49490000.0,6395000.0,-12991000.0,49371000.0,27018000.0,12253000.0,,,,,,
2005-07-31,-45400000.0,34363000,201570000,28028000,113822000.0,18591000.0,63957000.0,-37739000.0,73686000.0,436998000.0,-2383000.0,-5795000.0,232430000.0,392630000.0,,313452000.0,591645000.0,-5406000.0,,1575000.0,,0.255,432225000.0,87748000.0,,0.0,156509000.0,,85794000.0,101420000.0,,85794000.0,103148000.0,18591000,18591000.0,,0.0,204568000.0,68233000.0,-2387000.0,136000.0,0.25,-16896000.0,3409000.0,-130000.0,90530000.0,84000.0,-204023000.0,19563000.0,,24118000.0,-30900000.0,6520000.0,,25111000.0,109429000.0,72416000.0,118359000.0,35715000.0,869223000.0,347601000.0,476593000.0,21731000.0,99672000.0,63957000.0,10000000.0,6335000.0,-20512000.0,45838000.0,94857000.0,12253000.0,,,,,,
2005-10-31,1000.0,48277000,239803000,41711000,131946000.0,27903000.0,11269000.0,31152000.0,,457614000.0,,-5969000.0,250074000.0,311716000.0,,327670000.0,613580000.0,-124741000.0,,-701000.0,,,330912000.0,107857000.0,,0.0,181660000.0,102777000.0,90235000.0,101420000.0,,89360000.0,101189000.0,27903000,27903000.0,,0.0,207540000.0,76548000.0,-4671000.0,6206000.0,,-121835000.0,3641000.0,-405000.0,81868000.0,-84000.0,-217139000.0,18184000.0,,38047000.0,-52688000.0,11086000.0,,38989000.0,110531000.0,,21140000.0,215000.0,788526000.0,346813000.0,476810000.0,33376000.0,11484000.0,11269000.0,35500000.0,6566000.0,-28688000.0,49609000.0,63957000.0,12253000.0,,,,,,
2006-01-31,,34259000,197452000,28197000,113798000.0,16067000.0,17766000.0,-4531000.0,67694000.0,415753000.0,-676000.0,-5455000.0,212294000.0,300321000.0,,328402000.0,623403000.0,-1914000.0,,-1397000.0,,0.245,361228000.0,83654000.0,,0.0,151539000.0,,85601000.0,101420000.0,,85601000.0,102039000.0,16067000,16067000.0,,0.0,203459000.0,59891000.0,-4531000.0,15901000.0,0.235,-5919000.0,3491000.0,-707000.0,92936000.0,0.0,-217139000.0,18951000.0,,16507000.0,6497000.0,8144000.0,,24211000.0,111263000.0,66004000.0,115325000.0,215000.0,776981000.0,346446000.0,476660000.0,11976000.0,17981000.0,17766000.0,,6062000.0,-24788000.0,37078000.0,11269000.0,12253000.0,,,,,,
2006-04-30,,43215000,231830000,36983000,129625000.0,21931000.0,43897000.0,-2223000.0,68716000.0,430918000.0,,-5508000.0,224324000.0,348962000.0,,327197000.0,639827000.0,-2018000.0,,-6444000.0,,0.33,393558000.0,102205000.0,331781000.0,200000.0,180482000.0,,92642000.0,101420000.0,,92642000.0,105174000.0,21931000,21931000.0,,0.0,206594000.0,62767000.0,-2423000.0,3735000.0,0.32,3337000.0,3313000.0,-927000.0,87780000.0,6189000.0,-217139000.0,19073000.0,,23191000.0,26131000.0,11119000.0,,33050000.0,110058000.0,66874000.0,125014000.0,15000.0,824476000.0,14602000.0,475514000.0,20768000.0,43912000.0,43897000.0,,6232000.0,-18759000.0,36543000.0,17766000.0,12253000.0,,,,,,
2006-07-31,,40230000,225965000,34018000,127627000.0,24814000.0,20078000.0,-2855000.0,68920000.0,389227000.0,,-5720000.0,179104000.0,324881000.0,,325521000.0,658921000.0,-7064000.0,,-3802000.0,,0.37,409999000.0,98338000.0,331948000.0,0.0,179615000.0,,93609000.0,97130000.0,,93053000.0,112993000.0,24814000,24814000.0,,0.0,210123000.0,23204000.0,-2861000.0,1580000.0,0.36,-56854000.0,2794000.0,-276000.0,88591000.0,-131000.0,-217139000.0,19797000.0,,37180000.0,-23819000.0,7721000.0,,32535000.0,108382000.0,67194000.0,117802000.0,8000.0,799226000.0,14218000.0,474345000.0,34319000.0,20086000.0,20078000.0,6000.0,6212000.0,-17469000.0,38098000.0,43897000.0,0.0,,,,,,
2006-10-31,,56790000,236974000,51986000,141371000.0,27786000.0,48859000.0,2414000.0,,392362000.0,4382000.0,-5689000.0,241325000.0,347304000.0,,329896000.0,681018000.0,-11525000.0,,12611000.0,,,430528000.0,95603000.0,331915000.0,5411000.0,190459000.0,106842000.0,89385000.0,47130000.0,,92116000.0,98836000.0,34855000,27786000.0,,0.0,151037000.0,74837000.0,-3795000.0,319000.0,,-18532000.0,2419000.0,-515000.0,83688000.0,3016000.0,-224481000.0,19489000.0,,44398000.0,28732000.0,11783000.0,,46638000.0,105415000.0,,20966000.0,9000.0,822890000.0,8806000.0,475586000.0,40603000.0,48868000.0,48859000.0,0.0,4804000.0,-12518000.0,38680000.0,20078000.0,0.0,,,,,,
2007-01-31,,34359000,203875000,28266000,117661000.0,15557000.0,29778000.0,-234885000.0,68234000.0,592328000.0,-2974000.0,-5839000.0,420559000.0,352794000.0,,338255000.0,690736000.0,-2112000.0,,-15951000.0,,0.235,450713000.0,86214000.0,505988000.0,0.0,181129000.0,,89395000.0,47130000.0,,89395000.0,117921000.0,15557000,15557000.0,,0.0,171769000.0,269499000.0,-8654000.0,5389000.0,0.23,198295000.0,4181000.0,-1069000.0,114096000.0,2974000.0,-224481000.0,19748000.0,6718000.0,17816000.0,-19081000.0,7826000.0,,23383000.0,113774000.0,66766000.0,111757000.0,9000.0,1043041000.0,50737000.0,690247000.0,9162000.0,29787000.0,29778000.0,,6093000.0,-10584000.0,39303000.0,48859000.0,0.0,,,,,,
2007-04-30,,41068000,241293000,34432000,131874000.0,20980000.0,28057000.0,-65669000.0,68292000.0,651096000.0,-138000.0,-5878000.0,477899000.0,375892000.0,,341905000.0,705838000.0,-1349000.0,,5576000.0,,0.31,475930000.0,109419000.0,562318000.0,0.0,206389000.0,,97442000.0,47130000.0,,97442000.0,119684000.0,20980000,20980000.0,,0.0,173197000.0,311019000.0,-10565000.0,440000.0,0.305,33134000.0,5222000.0,2724000.0,112723000.0,138000.0,-224481000.0,20180000.0,6383000.0,29774000.0,-1721000.0,11173000.0,,32153000.0,117424000.0,67144000.0,126803000.0,10000.0,1127026000.0,51212000.0,751134000.0,19209000.0,28067000.0,28057000.0,,6636000.0,-1601000.0,40077000.0,29778000.0,0.0,,,,,,
2007-07-31,,48789000,257713000,41192000,144708000.0,24521000.0,30920000.0,1183000.0,68430000.0,637664000.0,-856000.0,-5876000.0,481637000.0,376791000.0,,343833000.0,724483000.0,-966000.0,,4240000.0,,0.365,501999000.0,113005000.0,543026000.0,0.0,198028000.0,,103516000.0,22840000.0,,103516000.0,119029000.0,24521000,24521000.0,,0.0,156027000.0,309730000.0,-6470000.0,2466000.0,0.36,-30856000.0,6032000.0,318000.0,116404000.0,856000.0,-224481000.0,26523000.0,14158000.0,31331000.0,2863000.0,11410000.0,,35931000.0,119352000.0,67222000.0,129721000.0,10000.0,1139663000.0,73971000.0,762872000.0,24861000.0,30930000.0,30920000.0,,7597000.0,1376000.0,42186000.0,28057000.0,0.0,,,,,,
2007-10-31,,56268000,290768000,48661000,159602000.0,29634000.0,31136000.0,-48738000.0,,680723000.0,9063000.0,-5888000.0,509914000.0,409924000.0,,382985000.0,748229000.0,-4663000.0,,-877000.0,,,531117000.0,131166000.0,571976000.0,0.0,229993000.0,102995000.0,110941000.0,22840000.0,,110941000.0,140931000.0,29634000,29634000.0,,0.0,170809000.0,329404000.0,-5328000.0,969000.0,,1651000.0,6107000.0,1235000.0,119650000.0,301000.0,-250068000.0,29396000.0,,45327000.0,216000.0,14621000.0,,44255000.0,132917000.0,,25576000.0,9000.0,1211840000.0,66766000.0,801916000.0,39999000.0,31145000.0,31136000.0,,7607000.0,8200000.0,51939000.0,30920000.0,0.0,,,,,,
2008-01-31,,44224000,244689000,36491000,139859000.0,21339000.0,40986000.0,-4221000.0,68378000.0,664938000.0,2092000.0,-6133000.0,486170000.0,417174000.0,,382224000.0,763235000.0,-7346000.0,,-22404000.0,,0.315,549156000.0,104830000.0,573143000.0,0.0,208728000.0,73562000.0,103368000.0,22840000.0,,103368000.0,155928000.0,21339000,21339000.0,,0.0,178768000.0,341856000.0,-4364000.0,2219000.0,0.31,-63000.0,5603000.0,1121000.0,135546000.0,664000.0,-250068000.0,27397000.0,,12998000.0,9850000.0,11143000.0,,32482000.0,132156000.0,67234000.0,29350000.0,5000.0,1214094000.0,63838000.0,796920000.0,8634000.0,40991000.0,40986000.0,4000.0,7733000.0,12941000.0,41402000.0,31136000.0,0.0,,,,,,
2008-04-30,,62005000,294116000,54191000,165873000.0,33049000.0,27676000.0,-5766000.0,68222000.0,635440000.0,7313000.0,-6112000.0,404736000.0,426539000.0,,384175000.0,790171000.0,-5971000.0,,7355000.0,,0.495,589908000.0,128243000.0,574125000.0,0.0,227556000.0,88170000.0,111682000.0,72840000.0,,111682000.0,157864000.0,33049000,33049000.0,,0.0,230704000.0,240149000.0,-5758000.0,4002000.0,0.485,-59932000.0,4240000.0,1040000.0,139634000.0,1520000.0,-250068000.0,27897000.0,,51293000.0,-13310000.0,18169000.0,,51218000.0,134107000.0,67050000.0,33457000.0,6000.0,1225348000.0,62680000.0,798809000.0,45535000.0,27682000.0,27676000.0,0.0,7814000.0,24817000.0,42960000.0,40986000.0,0.0,,,,,,
2008-07-31,,59635000,288362000,51537000,162439000.0,32370000.0,24579000.0,-9254000.0,69274000.0,585394000.0,-11529000.0,-6185000.0,369950000.0,415994000.0,,386452000.0,816356000.0,-3722000.0,,-5158000.0,,0.475,630545000.0,125923000.0,576400000.0,-3025000.0,224747000.0,90858000.0,110902000.0,68550000.0,,110902000.0,146894000.0,32370000,32370000.0,,0.0,215444000.0,223094000.0,-7763000.0,9334000.0,0.465,-16234000.0,3501000.0,2377000.0,135819000.0,6933000.0,-250068000.0,26068000.0,,22267000.0,-3097000.0,18319000.0,,50689000.0,136384000.0,67794000.0,18776000.0,,1215939000.0,61093000.0,799945000.0,14504000.0,24579000.0,24579000.0,5000.0,8098000.0,24312000.0,37222000.0,27676000.0,0.0,,,,,,
2008-10-31,,62332000,297662000,53740000,162264000.0,30746000.0,11755000.0,-12683000.0,,592557000.0,2782000.0,-6215000.0,373996000.0,384313000.0,,383410000.0,840888000.0,-18576000.0,,-719000.0,,,574112000.0,135398000.0,571933000.0,3025000.0,224813000.0,96473000.0,108524000.0,68550000.0,,108524000.0,141663000.0,30746000,30746000.0,,0.0,218561000.0,220945000.0,-8501000.0,580000.0,,-26487000.0,3370000.0,-5245000.0,118034000.0,-115000.0,-249567000.0,22706000.0,2250000.0,27484000.0,-12824000.0,14653000.0,,45399000.0,133843000.0,,13662000.0,5000.0,1166669000.0,53874000.0,782356000.0,18983000.0,11760000.0,11755000.0,-6000.0,8592000.0,-40795000.0,42916000.0,24579000.0,0.0,,,,,,
2009-01-31,,13075000,186608000,13075000,107237000.0,11156000.0,19136000.0,2819000.0,67092000.0,557248000.0,-12000.0,-6112000.0,336673000.0,346704000.0,11338000.0,,845931000.0,-6971000.0,,9952000.0,-3020000.0,0.165,562263000.0,79371000.0,571633000.0,0.0,,73446000.0,94162000.0,68550000.0,,94162000.0,152025000.0,11156000,11156000.0,-46718000.0,49745000.0,220575000.0,207787000.0,-5629000.0,112000.0,0.165,-23219000.0,2753000.0,6679000.0,123818000.0,12000.0,,642210000.0,,28234000.0,7381000.0,6007000.0,,17163000.0,130597000.0,67052000.0,11944000.0,0.0,1119511000.0,49540000.0,772807000.0,22605000.0,19136000.0,19136000.0,5000.0,7906000.0,-47821000.0,27505000.0,11755000.0,0.0,,,,,,
2009-04-30,,27670000,188840000,23633000,102883000.0,13843000.0,19638000.0,-2082000.0,67142000.0,501754000.0,746000.0,-6124000.0,123703000.0,309679000.0,13064000.0,,853651000.0,-1000.0,,30967000.0,57000.0,0.205,577862000.0,85957000.0,572311000.0,0.0,,68497000.0,79250000.0,230350000.0,,79250000.0,147701000.0,13843000,13843000.0,-45248000.0,0.0,378051000.0,6867000.0,-2124000.0,213000.0,0.205,-45841000.0,1691000.0,-4533000.0,107963000.0,10000.0,,21573000.0,,47903000.0,502000.0,3678000.0,,17521000.0,126791000.0,67110000.0,7052000.0,0.0,1079616000.0,49262000.0,769937000.0,45779000.0,19638000.0,19638000.0,0.0,8458000.0,-40220000.0,23630000.0,19136000.0,0.0,,,,,,
2009-07-31,,37255000,206273000,37178000,121737000.0,23979000.0,20522000.0,-1902000.0,67220000.0,481945000.0,1052000.0,-6125000.0,126219000.0,331576000.0,13518000.0,,871505000.0,-7000.0,1142000.0,7929000.0,1087000.0,0.355,624271000.0,84536000.0,574037000.0,0.0,,63239000.0,84559000.0,197260000.0,,84559000.0,158466000.0,23979000,23979000.0,-40927000.0,50296000.0,355726000.0,6390000.0,-1960000.0,136000.0,0.355,-41891000.0,1639000.0,77000.0,106758000.0,8000.0,,649634000.0,,43140000.0,884000.0,11637000.0,,35616000.0,125006000.0,67124000.0,9235000.0,0.0,1106216000.0,52071000.0,774640000.0,41180000.0,20522000.0,20522000.0,0.0,7837000.0,-12888000.0,29003000.0,19638000.0,12253000.0,,,,,,
2009-10-31,,-188687000,237444000,48705000,137069000.0,-209033000.0,18781000.0,-2774000.0,,520698000.0,-73000.0,-6386000.0,156422000.0,346671000.0,12347000.0,381100000.0,656086000.0,-136000.0,2022000.0,-18700000.0,1062000.0,,369976000.0,100375000.0,341762000.0,0.0,180248000.0,92285000.0,88364000.0,152260000.0,,88364000.0,25162000.0,-209033000,-209033000.0,-46346000.0,0.0,364276000.0,5577000.0,-2801000.0,2525000.0,,-50067000.0,1595000.0,-244726000.0,97636000.0,254000.0,-262809000.0,23687000.0,0.0,49400000.0,-1741000.0,11542000.0,,-197491000.0,118291000.0,,8807000.0,43000.0,890674000.0,42144000.0,544003000.0,46599000.0,18824000.0,18781000.0,,7209000.0,-55470000.0,33368000.0,20522000.0,0.0,,,,,,
2010-01-31,-865000.0,36270000,220589000,36270000,131675000.0,26732000.0,28468000.0,-21177000.0,68248000.0,512354000.0,-1165000.0,-6398000.0,163673000.0,346728000.0,6279000.0,,676421000.0,-1190000.0,-204000.0,14961000.0,1376000.0,0.395,384135000.0,88914000.0,346298000.0,0.0,,105313000.0,95405000.0,137260000.0,,95405000.0,211421000.0,26732000,26732000.0,-21342000.0,71142000.0,348681000.0,6389000.0,-1716000.0,3731000.0,0.39,-16939000.0,1456000.0,319000.0,105234000.0,2246000.0,,433886000.0,,49451000.0,9687000.0,8676000.0,-18609000.0,35408000.0,115875000.0,67330000.0,9623000.0,913000.0,896489000.0,46887000.0,549761000.0,47735000.0,29381000.0,28468000.0,,7705000.0,-67808000.0,31996000.0,18781000.0,0.0,,,,,,
2010-04-30,193000.0,57794000,251659000,57590000,153867000.0,32431000.0,33906000.0,-2163000.0,68836000.0,504998000.0,-3774000.0,-6439000.0,173485000.0,374335000.0,19238000.0,,702411000.0,-1585000.0,2733000.0,-70642000.0,1318000.0,0.48,412034000.0,97792000.0,346026000.0,0.0,,92651000.0,96277000.0,172260000.0,,96277000.0,159253000.0,32431000,32431000.0,-45370000.0,75875000.0,331513000.0,7599000.0,-2515000.0,6857000.0,0.47,37752000.0,1421000.0,204000.0,113070000.0,3825000.0,,429194000.0,,-30510000.0,5438000.0,23942000.0,117000.0,56373000.0,113503000.0,67910000.0,13365000.0,740000.0,917032000.0,43845000.0,542697000.0,-33025000.0,34646000.0,33906000.0,,7392000.0,-76316000.0,36548000.0,28468000.0,0.0,,,,,,
2010-07-31,,67872000,279121000,67695000,165801000.0,55329000.0,48042000.0,-4545000.0,68768000.0,507514000.0,-8000.0,-6478000.0,190668000.0,433409000.0,19009000.0,,751264000.0,-10836000.0,16777000.0,-35539000.0,3950000.0,0.815,455280000.0,113320000.0,346101000.0,0.0,,100611000.0,98106000.0,152000000.0,,98106000.0,164846000.0,55329000,55329000.0,-34548000.0,88612000.0,316846000.0,16331000.0,-4462000.0,216000.0,0.805,-29838000.0,1410000.0,177000.0,119557000.0,33000.0,,416373000.0,,47588000.0,14136000.0,11133000.0,0.0,66462000.0,113012000.0,68094000.0,13661000.0,973000.0,962794000.0,43388000.0,529385000.0,43126000.0,49015000.0,48042000.0,,7248000.0,-75284000.0,37065000.0,33906000.0,0.0,,,,,,
2010-10-31,,81221000,290182000,73858000,170271000.0,53556000.0,42329000.0,-13439000.0,,481282000.0,-2244000.0,-7124000.0,191914000.0,451031000.0,24336000.0,393658000.0,797695000.0,-11324000.0,7524000.0,17650000.0,989000.0,,505072000.0,119911000.0,347326000.0,0.0,,96133000.0,96413000.0,96000000.0,,96413000.0,23061000.0,53556000,53556000.0,-76833000.0,0.0,289368000.0,16420000.0,-6614000.0,3024000.0,,-70250000.0,1602000.0,650000.0,117721000.0,1694000.0,-277263000.0,28675000.0,9745000.0,73657000.0,-5713000.0,19520000.0,-84000.0,73076000.0,116395000.0,,10999000.0,7840000.0,986354000.0,42927000.0,535323000.0,67043000.0,50169000.0,42329000.0,,6543000.0,-66306000.0,40262000.0,48042000.0,0.0,,,,,,
2011-01-31,,66460000,270962000,65524000,166171000.0,45897000.0,61122000.0,-19227000.0,68878000.0,454659000.0,-3871000.0,-7144000.0,167790000.0,441425000.0,28231000.0,,836448000.0,-9522000.0,107000.0,3605000.0,2614000.0,0.675,542775000.0,104791000.0,360376000.0,0.0,,70594000.0,100647000.0,87915000.0,,100647000.0,198954000.0,45897000,45897000.0,-41201000.0,104393000.0,286869000.0,14702000.0,-5530000.0,7037000.0,0.665,-16497000.0,1270000.0,936000.0,122632000.0,4104000.0,,436825000.0,14263000.0,55920000.0,18793000.0,19293000.0,-21296000.0,65190000.0,119184000.0,68014000.0,14063000.0,6000.0,997434000.0,47963000.0,556009000.0,50390000.0,61128000.0,61122000.0,,7315000.0,-71588000.0,36380000.0,42329000.0,12253000.0,,,,,,
2011-04-30,,94219000,318924000,92428000,197752000.0,65242000.0,66785000.0,-5100000.0,69002000.0,437402000.0,109526000.0,-7147000.0,182252000.0,497379000.0,25688000.0,,894542000.0,-9612000.0,-324000.0,-16011000.0,2087000.0,0.96,621504000.0,121172000.0,361673000.0,0.0,,83014000.0,105324000.0,51865000.0,12151000.0,105324000.0,203285000.0,65242000,65242000.0,-56202000.0,109899000.0,255150000.0,15094000.0,-5184000.0,2245000.0,0.95,-48559000.0,1223000.0,1791000.0,133539000.0,2815000.0,,440477000.0,15006000.0,56142000.0,5663000.0,27754000.0,0.0,92996000.0,121050000.0,68110000.0,0.0,0.0,1058906000.0,47666000.0,561527000.0,50958000.0,66785000.0,66785000.0,,6931000.0,-48490000.0,42279000.0,61122000.0,12253000.0,,,,,,
2011-07-31,,78825000,312255000,78656000,188050000.0,56550000.0,69057000.0,-16924000.0,68781000.0,438637000.0,56647000.0,-7151000.0,177241000.0,511164000.0,18206000.0,,943942000.0,-27208000.0,1241000.0,1570000.0,2069000.0,0.83,645807000.0,124205000.0,369607000.0,0.0,,96872000.0,109394000.0,51838000.0,15004000.0,109394000.0,209558000.0,56550000,56550000.0,-15756000.0,113525000.0,261396000.0,492000.0,-3592000.0,338000.0,0.82,-49617000.0,637000.0,169000.0,137792000.0,231000.0,,448976000.0,19750000.0,68230000.0,2272000.0,21638000.0,-13331000.0,78188000.0,124304000.0,67945000.0,0.0,0.0,1084444000.0,49481000.0,573280000.0,64638000.0,69057000.0,69057000.0,,6559000.0,-49016000.0,42433000.0,66785000.0,12253000.0,,,,,,
2011-10-31,,79557000,331018000,78935000,196459000.0,54675000.0,37408000.0,-264255000.0,68425000.0,733127000.0,54434000.0,-8396000.0,182161000.0,476957000.0,15283000.0,406212000.0,990221000.0,-91647000.0,-7232000.0,6264000.0,2075000.0,0.82,571323000.0,134559000.0,547826000.0,0.0,231929000.0,56196000.0,117524000.0,313459000.0,9375000.0,117524000.0,237507000.0,54675000,54675000.0,-724877000.0,80735000.0,550966000.0,5697000.0,-5933000.0,32000.0,0.81,165376000.0,1370000.0,622000.0,141912000.0,-226000.0,-275329000.0,696610000.0,17415000.0,66435000.0,-31649000.0,23512000.0,-258353000.0,78187000.0,130883000.0,67616000.0,0.0,0.0,1304450000.0,120699000.0,827493000.0,60502000.0,37408000.0,37408000.0,,7971000.0,-80012000.0,46381000.0,69057000.0,0.0,,,,,,
2012-01-31,,57479000,275836000,56487000,169346000.0,38338000.0,49483000.0,-8566000.0,65627000.0,748665000.0,38827000.0,-8133000.0,161875000.0,473023000.0,22177000.0,,1020426000.0,-47024000.0,795000.0,-5782000.0,2520000.0,0.59,552160000.0,106490000.0,546513000.0,0.0,229374000.0,74047000.0,112859000.0,345931000.0,16052000.0,112859000.0,240859000.0,38338000,38338000.0,-1238000.0,95570000.0,586790000.0,5702000.0,-8644000.0,534000.0,0.58,-23114000.0,1849000.0,992000.0,148079000.0,243000.0,,692721000.0,19699000.0,44310000.0,12075000.0,17292000.0,0.0,55630000.0,135081000.0,65065000.0,0.0,,1300825000.0,116999000.0,827802000.0,35666000.0,49483000.0,49483000.0,0.0,7969000.0,-85654000.0,39614000.0,37408000.0,12253000.0,,,,,,
2012-04-30,,76994000,315193000,76857000,189656000.0,52111000.0,57537000.0,-3147000.0,65179000.0,759374000.0,52472000.0,-8058000.0,224226000.0,506532000.0,21321000.0,,1064480000.0,-27328000.0,-543000.0,-7840000.0,2439000.0,0.81,577843000.0,125537000.0,546780000.0,0.0,,79572000.0,112799000.0,286480000.0,16660000.0,112799000.0,248668000.0,52111000,52111000.0,-16168000.0,102414000.0,535148000.0,55668000.0,-5726000.0,2318000.0,0.8,-43029000.0,2014000.0,137000.0,154934000.0,736000.0,,689075000.0,21671000.0,54659000.0,8054000.0,22869000.0,0.0,74980000.0,141610000.0,64426000.0,0.0,,1337217000.0,115056000.0,830685000.0,48933000.0,57537000.0,57537000.0,0.0,7990000.0,-82189000.0,46487000.0,49483000.0,12253000.0,,,,,,
