date,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyBasicEPS,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2017-06-30,,10000000.0,3599000000,1.7,998000000,11148000000.0,-65000000.0,1512000000.0,587000000.0,2496000000.0,-9000000.0,-224000000.0,6570000000.0,2826000000.0,,157000000.0,3000000.0,-250000000.0,-246000000.0,874000000,20180000000.0,3000000.0,2087000000.0,347500000.0,4675000000.0,-1000000.0,2629000000.0,1172000000.0,4771000000.0,-15000000.0,7360000000.0,638000000.0,587000000,,586000000.0,841000000.0,587000000.0,0.0,0.0,8322000000.0,691000000.0,27000000.0,-77000000.0,-429000000.0,65000000.0,,-2000000.0,,1097000000.0,121000000.0,10000000.0,1199000000.0,464000000.0,3000000.0,0.0,232000000.0,1.69,0.0,1726000000.0,819000000.0,-38000000.0,387000000.0,15922000000.0,1366000000.0,9352000000.0,11000000.0,114000000.0,2496000000.0,2496000000.0,344700000.0,2493000000.0,6000000.0,582000000.0,-1516000000.0,,,
2017-09-30,,8000000.0,3615000000,1.86,1087000000,11288000000.0,-72000000.0,1521000000.0,640000000.0,2785000000.0,-6000000.0,-224000000.0,6912000000.0,2867000000.0,,86000000.0,2000000.0,-250000000.0,-16000000.0,881000000,20553000000.0,32000000.0,2094000000.0,346000000.0,4732000000.0,-6000000.0,2672000000.0,1231000000.0,5023000000.0,-11000000.0,7439000000.0,640000000.0,640000000,,589000000.0,870000000.0,640000000.0,0.0,0.0,8421000000.0,698000000.0,13000000.0,-78000000.0,-455000000.0,65000000.0,,0.0,,1119000000.0,112000000.0,90000000.0,1225000000.0,780000000.0,289000000.0,0.0,266000000.0,1.85,0.0,1759000000.0,906000000.0,-11000000.0,702000000.0,16314000000.0,1319000000.0,9402000000.0,7000000.0,116000000.0,2785000000.0,2785000000.0,343400000.0,2496000000.0,6000000.0,585000000.0,-1407000000.0,,,
2017-12-31,,9000000.0,3629000000,-0.22,980000000,12191000000.0,-57000000.0,1505000000.0,-76000000.0,3094000000.0,-2000000.0,-267000000.0,7278000000.0,3053000000.0,5161000000.0,89000000.0,4000000.0,-250000000.0,636000000.0,850000000,20210000000.0,9000000.0,2124000000.0,342100000.0,4752000000.0,-3000000.0,2628000000.0,626000000.0,4585000000.0,12000000.0,7478000000.0,655000000.0,-76000000,205000000.0,605000000.0,489000000.0,-76000000.0,0.0,119000000.0,9138000000.0,850000000.0,26000000.0,-78000000.0,-340000000.0,66000000.0,53000000.0,-1000000.0,-3383000000.0,805000000.0,164000000.0,-33000000.0,1220000000.0,695000000.0,309000000.0,45000000.0,872000000.0,-0.22,0.0,1778000000.0,796000000.0,59000000.0,617000000.0,16780000000.0,1272000000.0,9502000000.0,18000000.0,118000000.0,3094000000.0,3094000000.0,342100000.0,2785000000.0,6000000.0,590000000.0,-1287000000.0,,,
2018-03-31,,9000000.0,3744000000,1.92,1030000000,12000000000.0,-89000000.0,1563000000.0,652000000.0,1940000000.0,55000000.0,-266000000.0,6423000000.0,2925000000.0,,96000000.0,4000000.0,-500000000.0,-234000000.0,903000000,20228000000.0,-5000000.0,2181000000.0,342800000.0,4795000000.0,-2000000.0,2874000000.0,1250000000.0,4159000000.0,-68000000.0,6889000000.0,660000000.0,652000000,,612000000.0,883000000.0,652000000.0,0.0,,9075000000.0,660000000.0,10000000.0,-94000000.0,-1608000000.0,66000000.0,,-12000000.0,,1232000000.0,689000000.0,12000000.0,1335000000.0,538000000.0,-1154000000.0,,197000000.0,1.9,0.0,1829000000.0,849000000.0,-192000000.0,444000000.0,16163000000.0,1226000000.0,9740000000.0,5000000.0,115000000.0,1940000000.0,1940000000.0,340200000.0,3094000000.0,6000000.0,655000000.0,-1240000000.0,,,
2018-06-30,,11000000.0,3831000000,1.98,1074000000,11735000000.0,-76000000.0,1600000000.0,666000000.0,1628000000.0,-8000000.0,-264000000.0,6119000000.0,3547000000.0,,88000000.0,1000000.0,-500000000.0,-189000000.0,932000000,20633000000.0,15000000.0,2231000000.0,338900000.0,4675000000.0,0.0,2878000000.0,1224000000.0,3785000000.0,-27000000.0,6069000000.0,668000000.0,666000000,,620000000.0,854000000.0,666000000.0,-850000000.0,,8188000000.0,1350000000.0,0.0,-87000000.0,-774000000.0,64000000.0,,0.0,,1174000000.0,704000000.0,26000000.0,1320000000.0,620000000.0,-312000000.0,,228000000.0,1.97,,1783000000.0,894000000.0,-96000000.0,533000000.0,15523000000.0,1177000000.0,9404000000.0,5000000.0,116000000.0,1628000000.0,1628000000.0,336700000.0,1940000000.0,6000000.0,623000000.0,-1530000000.0,,,
2018-09-30,,11000000.0,3613000000,1.91,1014000000,11773000000.0,-93000000.0,1517000000.0,638000000.0,1589000000.0,-44000000.0,-262000000.0,5940000000.0,3663000000.0,,137000000.0,1000000.0,-500000000.0,111000000.0,889000000,20938000000.0,-30000000.0,2096000000.0,335300000.0,4655000000.0,-2000000.0,2777000000.0,1268000000.0,3542000000.0,-27000000.0,6054000000.0,628000000.0,638000000,,581000000.0,853000000.0,638000000.0,-1000000.0,,8110000000.0,1350000000.0,1000000.0,-101000000.0,-761000000.0,64000000.0,,1000000.0,,1181000000.0,707000000.0,10000000.0,1338000000.0,844000000.0,-39000000.0,,197000000.0,1.9,,1799000000.0,835000000.0,86000000.0,743000000.0,15319000000.0,1130000000.0,9379000000.0,3000000.0,115000000.0,1589000000.0,1589000000.0,333300000.0,1628000000.0,6000000.0,576000000.0,-1589000000.0,,,
2018-12-31,,9000000.0,3580000000,1.84,994000000,11612000000.0,-67000000.0,1484000000.0,607000000.0,1504000000.0,-49000000.0,-332000000.0,5778000000.0,3542000000.0,5233000000.0,68000000.0,4000000.0,-500000000.0,24000000.0,860000000,21217000000.0,54000000.0,2096000000.0,331600000.0,4633000000.0,0.0,2622000000.0,649000000.0,3254000000.0,14000000.0,6029000000.0,624000000.0,607000000,215000000.0,578000000.0,457000000.0,607000000.0,0.0,127000000.0,8070000000.0,1351000000.0,11000000.0,-82000000.0,-821000000.0,63000000.0,51000000.0,0.0,-3442000000.0,689000000.0,707000000.0,-16000000.0,1318000000.0,809000000.0,-85000000.0,,209000000.0,1.83,0.0,1791000000.0,816000000.0,142000000.0,727000000.0,14870000000.0,1084000000.0,9092000000.0,3000000.0,115000000.0,1504000000.0,1504000000.0,329800000.0,1589000000.0,6000000.0,524000000.0,-1677000000.0,,,
2019-03-31,,10000000.0,3552000000,1.82,896000000,12126000000.0,-72000000.0,1493000000.0,597000000.0,1755000000.0,48000000.0,-328000000.0,6075000000.0,3961000000.0,,79000000.0,4000000.0,-375000000.0,-124000000.0,839000000,21488000000.0,22000000.0,2059000000.0,329600000.0,4621000000.0,,2715000000.0,1228000000.0,3196000000.0,-32000000.0,5981000000.0,654000000.0,597000000,,611000000.0,962000000.0,597000000.0,-650000000.0,,8165000000.0,1760000000.0,11000000.0,-77000000.0,-295000000.0,63000000.0,,-11000000.0,,1274000000.0,727000000.0,14000000.0,1346000000.0,616000000.0,251000000.0,,193000000.0,1.81,-4000000.0,1765000000.0,790000000.0,-106000000.0,539000000.0,15326000000.0,1044000000.0,9251000000.0,7000000.0,110000000.0,1755000000.0,1755000000.0,327300000.0,1504000000.0,6000000.0,568000000.0,-1642000000.0,,,
2019-06-30,,12000000.0,3609000000,1.92,921000000,12092000000.0,-79000000.0,1510000000.0,623000000.0,1677000000.0,-28000000.0,-326000000.0,6289000000.0,2188000000.0,,53000000.0,2000000.0,-375000000.0,-78000000.0,871000000,21788000000.0,17000000.0,2099000000.0,326600000.0,4503000000.0,,2629000000.0,1207000000.0,3091000000.0,43000000.0,7809000000.0,639000000.0,623000000,,598000000.0,950000000.0,623000000.0,-700000000.0,,9904000000.0,,13000000.0,-77000000.0,-675000000.0,55000000.0,,-1000000.0,,1234000000.0,683000000.0,9000000.0,1256000000.0,685000000.0,-78000000.0,93000000.0,202000000.0,1.91,0.0,1717000000.0,825000000.0,-10000000.0,608000000.0,15187000000.0,928000000.0,8898000000.0,8000000.0,107000000.0,1677000000.0,1677000000.0,324800000.0,1755000000.0,6000000.0,512000000.0,-1697000000.0,,,
2019-09-30,,10000000.0,3479000000,2.05,932000000,11990000000.0,-69000000.0,1472000000.0,660000000.0,1825000000.0,-5000000.0,-323000000.0,6245000000.0,2223000000.0,,61000000.0,1000000.0,-375000000.0,147000000.0,868000000,22104000000.0,8000000.0,2007000000.0,324000000.0,4430000000.0,1000000.0,2499000000.0,1229000000.0,2966000000.0,20000000.0,7643000000.0,604000000.0,660000000,,566000000.0,946000000.0,660000000.0,0.0,,9767000000.0,,26000000.0,-90000000.0,-671000000.0,52000000.0,,0.0,,1223000000.0,716000000.0,26000000.0,1209000000.0,920000000.0,148000000.0,96000000.0,182000000.0,2.04,0.0,1693000000.0,842000000.0,78000000.0,830000000.0,14960000000.0,890000000.0,8715000000.0,1000000.0,104000000.0,1825000000.0,1825000000.0,322300000.0,1677000000.0,6000000.0,493000000.0,-1798000000.0,,,
2019-12-31,,,3469000000,2.0,919000000,12038000000.0,,1447000000.0,641000000.0,,,,6253000000.0,2154000000.0,,48000000.0,,,,824000000,22403000000.0,,2022000000.0,322900000.0,4492000000.0,,2461000000.0,1217000000.0,3026000000.0,,7754000000.0,623000000.0,641000000,,586000000.0,1000000000.0,641000000.0,,,9884000000.0,4000000.0,,,,51000000.0,,,,1227000000.0,668000000.0,58000000.0,1164000000.0,,,71000000.0,190000000.0,1.99,,1729000000.0,831000000.0,,,15068000000.0,851000000.0,8815000000.0,,,1981000000.0,1981000000.0,321200000.0,,6000000.0,472000000.0,-1705000000.0,,,
