date,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue
2003-09-30,,3776173000.0,-71257000.0,2790506000.0,69679000.0,1024336000.0,2099094000.0,3511438000.0,7134281000,356178000,0.32,,4889600000.0,208811000.0,82984000.0,3438021000.0,7214194000.0,270873000.0,208811000.0,208811000,0.0,1005674000.0,2123716000.0,5753767000.0,2324594000.0,-45000000.0,,,,1195282000.0,632939000.0,1983000.0,221544000.0,1313497000.0,-178413000.0,1380514000.0,-77681000.0,1024336000.0,221544000.0,221544000.0,0.32,765175000.0,,337447000.0,,130719000.0,339530000.0,1958067000.0,,645862376.0,18631000.0,-122508000.0,109934000.0,-103056000.0,-1680477000.0,323596000.0,1156358000.0,0.0,,,3638544000.0,-115903000.0,186040000.0,-39764000.0,128924000.0,-228706000.0,0.0,-152770000.0,1674898000.0,,55428000.0,,425857000,657274982.0,,,
2003-12-31,,3738789000.0,-71244000.0,2734868000.0,69000000.0,996853000.0,2204885000.0,3649583000.0,7036520000,370268000,0.34,,4939753000.0,221981000.0,33098000.0,3566788000.0,7305577000.0,283915000.0,221981000.0,221981000,0.0,589394000.0,2086107000.0,5669399000.0,2365824000.0,-45000000.0,,,,1395981000.0,524989000.0,7052000.0,232595000.0,1359886000.0,-184172000.0,1367121000.0,-42534000.0,996853000.0,232595000.0,232595000.0,0.34,765175000.0,,221544000.0,,138963000.0,360944000.0,2029718000.0,,644723466.0,16376000.0,17970000.0,136931000.0,-145641000.0,-1680477000.0,370734000.0,1166336000.0,0.0,,,3710195000.0,11051000.0,178739000.0,-178385000.0,136129000.0,-255934000.0,172420000.0,-142027000.0,1645948000.0,,30909000.0,,439268000,661632986.0,,,
2004-03-31,,3690550000.0,-83770000.0,2853881000.0,70375000.0,1008493000.0,2203903000.0,3762183000.0,7025585000,332900000,0.3,,5057784000.0,195824000.0,261163000.0,3636282000.0,7326832000.0,222098000.0,195824000.0,195824000,0.0,655985000.0,2087476000.0,5684192000.0,2269048000.0,-223000.0,,,,1420139000.0,561666000.0,1250000.0,172695000.0,1373251000.0,-127765000.0,1341393000.0,-14535000.0,1008493000.0,172695000.0,172695000.0,0.31,765175000.0,,232595000.0,,122589000.0,318413000.0,2088314000.0,,642038004.0,15737000.0,-324388000.0,116218000.0,-130693000.0,-1680477000.0,370807000.0,1177161000.0,1305000.0,,,3768791000.0,-59900000.0,391856000.0,-290814000.0,143086000.0,-26147000.0,67673000.0,-144862000.0,1717438000.0,,49479000.0,,403275000,663097806.0,,,
2004-06-30,,3851411000.0,-83269000.0,3126634000.0,74541000.0,1111548000.0,2156492000.0,3959714000.0,8139017000,473313000,,,5283126000.0,280598000.0,282191000.0,3996221000.0,7847632000.0,238294000.0,280598000.0,280598000,0.0,724970000.0,2189127000.0,6554156000.0,2564506000.0,-106000.0,,,,1231493000.0,686705000.0,2080000.0,199706000.0,1404410000.0,-193461000.0,1584861000.0,-27752000.0,1111548000.0,199706000.0,199706000.0,,765175000.0,,172695000.0,,175659000.0,456257000.0,2166809000.0,,,19136000.0,-212925000.0,236667000.0,-150696000.0,-1816015000.0,610712000.0,1218700000.0,0.0,,,3982824000.0,27011000.0,432887000.0,-99543000.0,200013000.0,-126029000.0,0.0,17640000.0,1742578000.0,,31836000.0,,547854000,,,,
2004-09-30,,4012781000.0,-83062000.0,3170343000.0,74065000.0,1055412000.0,2173557000.0,4102437000.0,7531925000,381582000,0.35,,5343900000.0,225914000.0,20842000.0,4093025000.0,8105806000.0,254914000.0,225914000.0,225914000,0.0,1037368000.0,2247088000.0,6094931000.0,2761906000.0,-113000.0,,,,1082345000.0,836298000.0,1969000.0,189603000.0,1457180000.0,-96574000.0,1436994000.0,-47435000.0,1055412000.0,189603000.0,189603000.0,0.35,765175000.0,,199706000.0,,139938000.0,365852000.0,2196550000.0,,638167698.0,17699000.0,-31668000.0,422909000.0,-99905000.0,-1816015000.0,674497000.0,1221978000.0,0.0,,,4012565000.0,-10103000.0,120747000.0,-48912000.0,147999000.0,-334729000.0,0.0,34153000.0,1710066000.0,,65474000.0,,455647000,650779334.0,,,
2004-12-31,,3931578000.0,-83172000.0,3169956000.0,76229000.0,1004919000.0,2087707000.0,4239352000.0,7331257000,392823000,0.36,,5257663000.0,232643000.0,135296000.0,4169309000.0,8100887000.0,268878000.0,232643000.0,232643000,0.0,866635000.0,2167931000.0,5933515000.0,2843224000.0,-16221000.0,,,,1101852000.0,716977000.0,1693000.0,152926000.0,1546007000.0,-151453000.0,1397742000.0,-76075000.0,1004919000.0,152926000.0,152926000.0,0.36,765175000.0,,189603000.0,,144107000.0,376750000.0,2232172000.0,,638638789.0,17766000.0,-124164000.0,435006000.0,-105680000.0,-1816015000.0,678421000.0,1258716000.0,0.0,,,4048187000.0,-36677000.0,240976000.0,-105946000.0,117290000.0,-192707000.0,0.0,52813000.0,1684567000.0,,37694000.0,,469052000,652993142.0,,,
2005-03-31,,3996142000.0,-95740000.0,3333839000.0,80670000.0,1052477000.0,2017617000.0,4362360000.0,7437453000,352811000,0.34,,5351456000.0,218220000.0,360731000.0,4171094000.0,8167236000.0,278877000.0,218220000.0,218220000,0.0,698135000.0,2242837000.0,6032165000.0,2815780000.0,-250000.0,,,,1032822000.0,705918000.0,2919000.0,199518000.0,1490305000.0,-105383000.0,1405288000.0,53932000.0,1052477000.0,199518000.0,199518000.0,0.34,765175000.0,,152926000.0,,117359000.0,335579000.0,2247555000.0,,635654561.0,20151000.0,-308320000.0,438798000.0,-98815000.0,-1816015000.0,655625000.0,1267914000.0,5316000.0,,,4063570000.0,46592000.0,459546000.0,-199220000.0,118563000.0,17496000.0,114170000.0,45928000.0,1770379000.0,,47299000.0,,433481000,650753697.0,,,
2005-06-30,,4001786000.0,-95324000.0,3457570000.0,85779000.0,1081376000.0,2051493000.0,4552379000.0,7981279000,462314000,,,5509063000.0,284680000.0,284768000.0,4266116000.0,8267902000.0,370387000.0,284680000.0,284680000,0.0,742282000.0,2284033000.0,6437589000.0,2758839000.0,83502000.0,,,,956177000.0,724929000.0,4325000.0,191678000.0,1466161000.0,-60030000.0,1543690000.0,34564000.0,1081376000.0,191678000.0,191678000.0,,765175000.0,,199518000.0,,162575000.0,447255000.0,2268301000.0,,,19384000.0,-320118000.0,474931000.0,-85803000.0,-1977649000.0,713356000.0,1284459000.0,-5316000.0,,,4245950000.0,-7840000.0,370571000.0,-243582000.0,170998000.0,-149857000.0,10195000.0,-13677000.0,1795824000.0,,57537000.0,,548093000,,,,
2005-09-30,,4285847000.0,-94557000.0,3189157000.0,85056000.0,1176656000.0,2696239000.0,4667348000.0,8010484000,353035000,0.33,,5885396000.0,208495000.0,101997000.0,4319939000.0,8605786000.0,389653000.0,208495000.0,199210000,0.0,1141074000.0,2406855000.0,6480793000.0,2720390000.0,-447000.0,,,,1451697000.0,854889000.0,3115000.0,177918000.0,1568546000.0,-112818000.0,1529691000.0,-93571000.0,1176656000.0,177918000.0,177918000.0,0.33,765175000.0,,191678000.0,,134694000.0,333904000.0,2280580000.0,,626554930.0,22246000.0,-95623000.0,242037000.0,-94231000.0,-1977649000.0,715005000.0,1324354000.0,-18960000.0,,,4258229000.0,-13760000.0,196228000.0,-295424000.0,112007000.0,-249028000.0,0.0,21910000.0,1806046000.0,,52355000.0,,438091000,634959278.0,,,
2005-12-31,,4352251000.0,-93602000.0,3141173000.0,84502000.0,1171469000.0,2957757000.0,4766135000.0,7971061000,364839000,0.33,,6098930000.0,204182000.0,-27571000.0,4457936000.0,8810187000.0,403087000.0,204182000.0,204182000,0.0,689048000.0,2360132000.0,6434753000.0,2711257000.0,-545000.0,,,,1827586000.0,727084000.0,2220000.0,253938000.0,1672908000.0,-162918000.0,1536308000.0,-100007000.0,1171469000.0,253938000.0,253938000.0,0.33,765175000.0,,177918000.0,,133650000.0,337832000.0,2344423000.0,,620137592.0,29227000.0,127695000.0,241061000.0,-138559000.0,-1977649000.0,767285000.0,1346228000.0,844000.0,,,4322072000.0,76020000.0,110988000.0,-177757000.0,149759000.0,-369294000.0,189593000.0,21980000.0,1813247000.0,,23860000.0,,449341000,627147814.0,,,
2006-03-31,,4346212000.0,-105376000.0,3191472000.0,82397000.0,1193270000.0,2892786000.0,4849518000.0,8137816000,342444000,0.3,,6084258000.0,188539000.0,195458000.0,4537876000.0,8884088000.0,413455000.0,188539000.0,188539000,0.0,736798000.0,2467308000.0,6602102000.0,2799830000.0,-578000.0,1292527000.0,,,1787155000.0,692176000.0,819000.0,205605000.0,1601250000.0,-184765000.0,1535714000.0,75043000.0,1193270000.0,205605000.0,205605000.0,0.3,765175000.0,,253938000.0,,125283000.0,313822000.0,2399345000.0,,618973143.0,29441000.0,-190882000.0,220570000.0,-131631000.0,-1977649000.0,748271000.0,97733000.0,2404000.0,,,4376994000.0,-48333000.0,327089000.0,-54435000.0,103782000.0,-81259000.0,47647000.0,19870000.0,1839477000.0,,28567000.0,,424841000,625101592.0,,,
2006-06-30,,4399694000.0,-104002000.0,3226403000.0,93107000.0,1254906000.0,2713338000.0,4999440000.0,8509077000,434712000,,,5939741000.0,254109000.0,339197000.0,4592331000.0,8992025000.0,362862000.0,254109000.0,254109000,0.0,745781000.0,2483720000.0,6819459000.0,3052284000.0,-673000.0,1302591000.0,,,1627127000.0,723349000.0,2862000.0,201897000.0,1608233000.0,-148170000.0,1689618000.0,-857000.0,1254906000.0,201897000.0,201897000.0,,765175000.0,,205605000.0,,155279000.0,409388000.0,2464900000.0,,,28186000.0,-345807000.0,135565000.0,-150330000.0,-2174040000.0,729189000.0,95651000.0,-2913000.0,,,4638940000.0,-3708000.0,489527000.0,-16515000.0,116563000.0,3522000.0,0.0,84618000.0,1891357000.0,,23273000.0,,527819000,,,,
2006-09-30,75495000.0,4695190000.0,-105233000.0,3201465000.0,90060000.0,1278277000.0,2972783000.0,5083232000.0,8672072000,390939000,0.3,,6174248000.0,189018000.0,57304000.0,4625770000.0,9320960000.0,372149000.0,189018000.0,228753000,0.0,1174844000.0,2636834000.0,7002856000.0,3146712000.0,-11899000.0,1329782000.0,,,1738858000.0,861776000.0,9038000.0,180721000.0,1715608000.0,-160969000.0,1669216000.0,-104342000.0,1278277000.0,180721000.0,180721000.0,0.3,765175000.0,,201897000.0,,145458000.0,374211000.0,2486301000.0,,620127064.0,25766000.0,-33329000.0,112933000.0,-115879000.0,-2174040000.0,713551000.0,96136000.0,2776000.0,,,4660341000.0,-21176000.0,173183000.0,-65281000.0,133866000.0,-309804000.0,0.0,84171000.0,1913688000.0,,45186000.0,,480999000,625486950.0,,,
2006-12-31,-10162000.0,4524739000.0,-105295000.0,3243227000.0,88811000.0,1240819000.0,2837506000.0,5202504000.0,8568748000,412670000,0.38,,6080733000.0,236686000.0,168379000.0,4741659000.0,9266398000.0,381342000.0,236686000.0,236686000,0.0,745892000.0,2551114000.0,6915259000.0,3185665000.0,-780000.0,1324014000.0,,,1755982000.0,700182000.0,3375000.0,185862000.0,1717978000.0,-199270000.0,1653489000.0,-8941000.0,1240819000.0,185862000.0,185862000.0,0.38,765175000.0,,180721000.0,,151353000.0,388039000.0,2593874000.0,,619158876.0,28006000.0,-160715000.0,115117000.0,-198618000.0,-2174040000.0,731012000.0,92759000.0,1788000.0,,,4767914000.0,5141000.0,366997000.0,-159896000.0,137607000.0,-125806000.0,282208000.0,62143000.0,1888178000.0,,82336000.0,,501481000,628429841.0,,,
2007-03-31,20396000.0,4575239000.0,-117501000.0,3385272000.0,91365000.0,1249951000.0,2706528000.0,5357045000.0,8572961000,384143000,0.35,,6091800000.0,220999000.0,269308000.0,4852082000.0,9427321000.0,385198000.0,220999000.0,220999000,0.0,810216000.0,2634273000.0,6938867000.0,3335521000.0,11348000.0,1329745000.0,,,1633091000.0,688239000.0,2536000.0,180943000.0,1693084000.0,-132681000.0,1634094000.0,26561000.0,1249951000.0,180943000.0,180943000.0,0.36,765175000.0,,185862000.0,,139980000.0,360979000.0,2649708000.0,,617678739.0,25700000.0,-284525000.0,115382000.0,-142677000.0,-2174040000.0,782652000.0,89977000.0,2461000.0,,,4823748000.0,-4919000.0,411985000.0,-104165000.0,133755000.0,-65312000.0,119919000.0,67441000.0,1982126000.0,,57428000.0,,475508000,625750925.0,,,
2007-06-30,31602000.0,4675546000.0,-117387000.0,3415089000.0,92323000.0,1291190000.0,2825442000.0,5544078000.0,9228294000,509483000,,,6240531000.0,303391000.0,304689000.0,4843385000.0,9518931000.0,440520000.0,303391000.0,303391000,0.0,922582000.0,2610885000.0,7427621000.0,3278400000.0,-824000.0,1355313000.0,,,1758227000.0,626695000.0,2786000.0,207872000.0,1714187000.0,-155791000.0,1800673000.0,-9210000.0,1291190000.0,207872000.0,207872000.0,,765175000.0,,180943000.0,,183348000.0,486739000.0,2721233000.0,,,25530000.0,-269681000.0,22468000.0,-146068000.0,-2363105000.0,675473000.0,91366000.0,1778000.0,,,5084338000.0,26929000.0,450757000.0,-221523000.0,140743000.0,-116814000.0,0.0,-4061000.0,1981190000.0,,36786000.0,,601806000,,,,
2007-09-30,22474000.0,5029827000.0,-116339000.0,3374745000.0,90456000.0,1336509000.0,3345744000.0,5600065000.0,9405844000,454633000,0.43,,6720489000.0,266989000.0,60223000.0,4988117000.0,10017944000.0,641771000.0,266989000.0,266989000,0.0,1289338000.0,2765213000.0,7614702000.0,3297455000.0,2174000.0,1394814000.0,,,1969804000.0,734169000.0,3032000.0,190154000.0,1865355000.0,-154048000.0,1791142000.0,-138237000.0,1336509000.0,190154000.0,190154000.0,0.44,765175000.0,,207872000.0,,164305000.0,431294000.0,2780780000.0,,610810914.0,26371000.0,-56187000.0,6276000.0,-131543000.0,-2363105000.0,722130000.0,90393000.0,2783000.0,,,5143885000.0,-17718000.0,191766000.0,-189484000.0,155164000.0,-343115000.0,0.0,61218000.0,2079131000.0,,52842000.0,,545089000,617108313.0,,,
2007-12-31,33702000.0,4884480000.0,-115791000.0,3268683000.0,90184000.0,1318768000.0,3354081000.0,5731024000.0,9239505000,449012000,0.43,,6622764000.0,264148000.0,63129000.0,5068347000.0,9952827000.0,651299000.0,264148000.0,264148000,0.0,773216000.0,2754339000.0,7471725000.0,3330063000.0,-756000.0,1408061000.0,,,2135547000.0,567235000.0,8343000.0,168786000.0,1896557000.0,-152104000.0,1767780000.0,-28022000.0,1318768000.0,168786000.0,168786000.0,0.43,765175000.0,,190154000.0,,164292000.0,428440000.0,2841229000.0,,608169202.0,28915000.0,-80410000.0,7556000.0,-146009000.0,-2363105000.0,727728000.0,91329000.0,239000.0,,,5204334000.0,-21368000.0,209138000.0,-163348000.0,146112000.0,-324557000.0,264863000.0,71765000.0,2000419000.0,,31510000.0,,539196000,614620234.0,,,
2008-03-31,30904000.0,4880498000.0,-133203000.0,3430197000.0,95107000.0,1316877000.0,3249841000.0,5839698000.0,9146557000,417644000,0.4,,6680038000.0,240901000.0,476564000.0,5080487000.0,9960985000.0,655158000.0,240901000.0,240901000,0.0,846989000.0,2737464000.0,7412036000.0,3280947000.0,1376000.0,1406700000.0,,,2040546000.0,554137000.0,7285000.0,243919000.0,1836683000.0,-122796000.0,1734521000.0,53392000.0,1316877000.0,243919000.0,243919000.0,0.4,765175000.0,,168786000.0,,155284000.0,396185000.0,2857230000.0,,603170150.0,28744000.0,-392044000.0,4504000.0,-115154000.0,-2363105000.0,726315000.0,90242000.0,-3862000.0,,,5220335000.0,75133000.0,591718000.0,-176347000.0,149293000.0,77356000.0,159628000.0,47422000.0,2033198000.0,,18086000.0,,512751000,605773862.0,,,
2008-06-30,25754000.0,5175033000.0,-132134000.0,3499343000.0,96782000.0,1342754000.0,3173964000.0,6041429000.0,9730205000,558660000,,,6673307000.0,334113000.0,480250000.0,4907260000.0,10082293000.0,658199000.0,334113000.0,334113000,0.0,929557000.0,2723189000.0,7828791000.0,3408986000.0,-452000.0,1413224000.0,,,1975435000.0,540330000.0,4270000.0,551552000.0,1836478000.0,-126612000.0,1901414000.0,1942000.0,1342754000.0,551552000.0,551552000.0,,765175000.0,,243919000.0,,201306000.0,535419000.0,2889790000.0,,,27511000.0,-169937000.0,4896000.0,-123257000.0,-2574693000.0,516718000.0,87528000.0,692000.0,,,5464483000.0,307633000.0,603507000.0,0.0,192911000.0,-45802000.0,0.0,-68768000.0,2048759000.0,,25800000.0,,655442000,,,,
2008-09-30,19607000.0,5323706000.0,-132383000.0,3398444000.0,94351000.0,1381804000.0,3381385000.0,6185935000.0,9877429000,504752000,0.46,,6779829000.0,276814000.0,-16676000.0,4961349000.0,10285055000.0,689745000.0,276814000.0,276814000,0.0,757455000.0,2873502000.0,7990873000.0,3505226000.0,-490000.0,1421460000.0,,,1974053000.0,717587000.0,2813000.0,345625000.0,1933703000.0,-93047000.0,1886556000.0,-100650000.0,1381804000.0,345625000.0,345625000.0,0.46,765175000.0,,551552000.0,,204341000.0,481155000.0,2876081000.0,,602257425.0,26410000.0,-174665000.0,5269000.0,-80046000.0,-2574693000.0,580099000.0,83709000.0,3000000.0,,,5450774000.0,-205927000.0,63370000.0,-118389000.0,182824000.0,-510206000.0,584608000.0,-98308000.0,2051112000.0,,73535000.0,,599103000,605707175.0,,,
2008-12-31,46174000.0,4919708000.0,-132304000.0,3293209000.0,96258000.0,1328249000.0,3224201000.0,6281575000.0,9149803000,421864000,0.4,,6517410000.0,237654000.0,399829000.0,4891714000.0,9811422000.0,712055000.0,237654000.0,237654000,0.0,1344845000.0,2623509000.0,7399690000.0,3294012000.0,-464000.0,1384790000.0,,,1972612000.0,539534000.0,5223000.0,373074000.0,1862187000.0,-100703000.0,1750113000.0,42791000.0,1328249000.0,373074000.0,373074000.0,0.4,765175000.0,,345625000.0,,161033000.0,398687000.0,2890641000.0,,597549831.0,28400000.0,-356665000.0,6747000.0,-98550000.0,-2574693000.0,537307000.0,78976000.0,-226000.0,,,5465334000.0,27449000.0,498379000.0,-240362000.0,154629000.0,-36244000.0,0.0,-197287000.0,1707331000.0,,12093000.0,,518122000,598233384.0,,,
2009-03-31,-4172000.0,5226268000.0,-142002000.0,3116092000.0,93544000.0,,3689783000.0,6366304000.0,8739350000,405323000,0.38,,6805875000.0,226166000.0,286714000.0,4910784000.0,10137052000.0,696440000.0,226166000.0,226166000,0.0,874946000.0,2549769000.0,7102274000.0,3331177000.0,-173000.0,1404993000.0,,,2463243000.0,530100000.0,3514000.0,899117000.0,1710251000.0,-172879000.0,1637076000.0,154476000.0,1231753000.0,899117000.0,899117000.0,0.38,765175000.0,,373074000.0,,154438000.0,380604000.0,2891893000.0,,590152592.0,28233000.0,278743000.0,6529000.0,-136262000.0,,287114000.0,87011000.0,-2963000.0,,,,526043000.0,422976000.0,-80092000.0,158279000.0,-96956000.0,0.0,-200413000.0,1830432000.0,,12824000.0,,502381000,590667577.0,,,
2009-06-30,13029000.0,5270679000.0,-141557000.0,3150154000.0,98186000.0,,3616763000.0,6539890000.0,9086748000,540272000,,,6766917000.0,315314000.0,447913000.0,4945940000.0,10216619000.0,622900000.0,315314000.0,315314000,0.0,797756000.0,2468511000.0,7324162000.0,3449702000.0,-144000.0,1510795000.0,-13532000.0,,2467486000.0,526377000.0,3395000.0,1087084000.0,1650666000.0,-292034000.0,1762586000.0,80973000.0,1222314000.0,1087084000.0,1087084000.0,,765175000.0,-2395000.0,899117000.0,-164207000.0,195074000.0,510388000.0,2979200000.0,,,33279000.0,-127056000.0,9163000.0,-149703000.0,-2788213000.0,308110000.0,121089000.0,-583000.0,,323983000.0,5767413000.0,187967000.0,597616000.0,0.0,-789894000.0,954540000.0,0.0,-277986000.0,1856887000.0,9286000.0,13328000.0,,641853000,,,,
2009-09-30,8152000.0,5361815000.0,-141729000.0,3082259000.0,93906000.0,,3633088000.0,6724058000.0,9081426000,497328000,0.55,-27217000.0,6715347000.0,326205000.0,-62931000.0,5067890000.0,10429705000.0,548163000.0,326205000.0,326205000,0.0,1113162000.0,2575293000.0,7334067000.0,3714358000.0,-27897000.0,1529066000.0,89669000.0,,2468783000.0,616142000.0,2012000.0,851036000.0,1747773000.0,-171507000.0,1747359000.0,-86167000.0,1250031000.0,851036000.0,878474000.0,0.55,765175000.0,-2593000.0,1087084000.0,-8334000.0,139335000.0,465540000.0,3014341000.0,,591568212.0,33800000.0,-119533000.0,8743000.0,-109405000.0,,359002000.0,116731000.0,465000.0,,345420000.0,,-236048000.0,46474000.0,0.0,-207546000.0,-186834000.0,0.0,-233932000.0,1960354000.0,12748000.0,21907000.0,27438000.0,593246000,591983474.0,,,
2009-12-31,12199000.0,5089511000.0,-142037000.0,2783743000.0,95522000.0,,3562936000.0,6844095000.0,8868499000,462351000,0.45,-32945000.0,6346679000.0,268349000.0,-40645000.0,5187455000.0,10276966000.0,548383000.0,268349000.0,268349000,0.0,850078000.0,2526044000.0,7173612000.0,3930287000.0,-6928000.0,1551550000.0,-61981000.0,128683000.0,2468690000.0,545863000.0,1138000.0,647606000.0,1790327000.0,-177794000.0,1694887000.0,-35459000.0,1232536000.0,647606000.0,709466000.0,0.45,765175000.0,-3008000.0,851036000.0,-827000.0,163618000.0,431967000.0,3072721000.0,,592651712.0,31522000.0,-127865000.0,8438000.0,-138170000.0,,374399000.0,118032000.0,10000.0,,56775000.0,,-203430000.0,97525000.0,0.0,34790000.0,-340657000.0,0.0,-180095000.0,1906745000.0,27165000.0,15007000.0,61860000.0,559011000,593372477.0,,,
2010-03-31,10567000.0,5131795000.0,-148150000.0,2917232000.0,94785000.0,,3522957000.0,6943640000.0,8945093000,432103000,0.42,-714000.0,6440189000.0,247648000.0,131452000.0,5336432000.0,10468227000.0,541229000.0,247648000.0,247648000,0.0,794235000.0,2633995000.0,7261721000.0,4028038000.0,-6907000.0,1559291000.0,129168000.0,135590000.0,2468517000.0,513211000.0,-1028000.0,652792000.0,1751239000.0,-147162000.0,1683372000.0,42616000.0,1251269000.0,652792000.0,652792000.0,0.42,765175000.0,-2595000.0,647606000.0,-11719000.0,155773000.0,403421000.0,3176220000.0,,593129783.0,27654000.0,-173736000.0,7817000.0,-190496000.0,,393910000.0,114254000.0,36000.0,,0.0,,5186000.0,321948000.0,-41020000.0,20520000.0,-63640000.0,0.0,-167827000.0,2038922000.0,12068000.0,17154000.0,,525860000,594833736.0,,,
2010-06-30,6563000.0,5076258000.0,-147847000.0,3009198000.0,105763000.0,,3476977000.0,7134139000.0,10348477000,584086000,,-24195000.0,6486175000.0,337781000.0,262948000.0,5237443000.0,10313701000.0,732803000.0,337781000.0,337781000,0.0,870114000.0,2617352000.0,8366609000.0,3827526000.0,11102000.0,1549815000.0,-2045000.0,,2472662000.0,271512000.0,-2924000.0,585443000.0,1771539000.0,-159857000.0,1981868000.0,-27162000.0,1397782000.0,585443000.0,608954000.0,,765175000.0,-2499000.0,652792000.0,-8413000.0,210880000.0,548661000.0,3203823000.0,,,32501000.0,-245896000.0,7970000.0,-156533000.0,-2956163000.0,377407000.0,106398000.0,250000.0,578000.0,,6159986000.0,1084000.0,419481000.0,-138154000.0,30371000.0,-75374000.0,0.0,-480251000.0,1953092000.0,14377000.0,40682000.0,23511000.0,686925000,,,,
2010-09-30,7643000.0,5289411000.0,-146868000.0,3146021000.0,101714000.0,,3528394000.0,7286409000.0,9751274000,506240000,0.51,0.0,6674415000.0,299069000.0,83858000.0,5365999000.0,10655410000.0,758912000.0,299069000.0,299069000,0.0,1088641000.0,2814958000.0,7919857000.0,3980995000.0,-5044000.0,1577691000.0,25468000.0,,2486646000.0,282836000.0,1684000.0,448374000.0,1875242000.0,-147430000.0,1831417000.0,-85649000.0,1325177000.0,448374000.0,448374000.0,0.51,765175000.0,-2273000.0,585443000.0,-23891000.0,177754000.0,476823000.0,3277583000.0,,588711412.0,31101000.0,-224103000.0,7837000.0,-142924000.0,,399751000.0,110974000.0,277000.0,24075000.0,337001000.0,,-137069000.0,226782000.0,-116699000.0,-198900000.0,7385000.0,0.0,-415765000.0,1998982000.0,10148000.0,40834000.0,0.0,609638000,591103346.0,,,
2010-12-31,-9193000.0,4866882000.0,-147221000.0,2721534000.0,96516000.0,1304919000.0,3612258000.0,7392996000.0,9384852000,437025000,0.44,0.0,6333792000.0,258173000.0,-118632000.0,5461401000.0,10328283000.0,773490000.0,258173000.0,258173000,0.0,761954000.0,2623300000.0,7642908000.0,3994491000.0,-5047000.0,1577108000.0,-197685000.0,,2653529000.0,185239000.0,1300000.0,209755000.0,1963397000.0,-179329000.0,1741944000.0,-82263000.0,1304919000.0,209755000.0,209755000.0,0.44,765175000.0,-2248000.0,448374000.0,-2655000.0,152092000.0,410265000.0,3370553000.0,,584943749.0,28060000.0,-118477000.0,7867000.0,-174497000.0,,409229000.0,104511000.0,0.0,308000.0,,,-238619000.0,55865000.0,-168743000.0,17605000.0,-354289000.0,0.0,-387421000.0,1804690000.0,27531000.0,24721000.0,0.0,534841000,587110338.0,,,
