date,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2007-06-30,123200000.0,987400000.0,5900000.0,,292000000.0,,20500000.0,1025400000.0,,0.39,731400000.0,6300000.0,-35000000.0,567500000.0,406900000.0,,21073600000.0,721800000.0,532500000.0,4100000.0,6170900000.0,33000000.0,103700000.0,647300000.0,1462500000.0,9900000.0,724100000.0,14000000.0,,-7722100000.0,0.0,237300000.0,283700000,-1294800000.0,14000000.0,0.39,3278200000.0,-300300000.0,15570700000.0,-67100000.0,278000000.0,427400000.0,3675900000,56200000.0,173400000.0,291000000.0,,2173100000.0,2617300000.0,16180300000.0,283700000,283700000,721800000.0,5502900000.0,4700000.0,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,123400000.0,990100000.0,5400000.0,,381800000.0,,34700000.0,1700000.0,,0.42,-1962600000.0,3900000.0,-30200000.0,473700000.0,422600000.0,,19665500000.0,702600000.0,443500000.0,-6300000.0,6383000000.0,35200000.0,107300000.0,701100000.0,1578100000.0,14000000.0,698100000.0,7700000.0,,-4937500000.0,-1406500000.0,118600000.0,299200000,1482600000.0,7700000.0,0.43,3110500000.0,-561700000.0,14321600000.0,-75000000.0,374100000.0,457300000.0,3709600000,50900000.0,125400000.0,67200000.0,,2173500000.0,2614000000.0,14817200000.0,299200000,299200000,702600000.0,5343900000.0,5400000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2007-12-31,94700000.0,1000400000.0,4800000.0,,388200000.0,,34500000.0,-1016100000.0,,,-343600000.0,14100000.0,-37500000.0,113800000.0,330800000.0,,18843100000.0,,76300000.0,-1900000.0,1531600000.0,247400000.0,108100000.0,492800000.0,,7700000.0,680200000.0,5800000.0,,-1207000000.0,0.0,-438800000.0,236100000,227900000.0,5800000.0,,2927700000.0,-363300000.0,13907600000.0,-75900000.0,382400000.0,,3614500000,,-199400000.0,-59500000.0,,2173900000.0,2395100000.0,14165100000.0,236100000,236100000,,4935500000.0,5200000.0,1021700000.0,,,,,,,,,,,,,,,,,,,,,
2008-03-31,97800000.0,1000600000.0,36600000.0,,1541800000.0,,34300000.0,4100000.0,,0.35,-201200000.0,9100000.0,-24200000.0,461400000.0,337200000.0,,18716800000.0,671500000.0,437200000.0,2700000.0,1873500000.0,-92300000.0,100200000.0,162800000.0,1532900000.0,5800000.0,677500000.0,8500000.0,,-2109200000.0,-98300000.0,132300000.0,239400000,-257500000.0,8500000.0,0.36,3063000000.0,-116100000.0,13967200000.0,-69400000.0,1533300000.0,371500000.0,3585900000,0.0,153500000.0,2400000.0,,2174300000.0,2503200000.0,13879700000.0,239400000,239400000,677300000.0,4749600000.0,5100000.0,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,87000000.0,1002700000.0,4200000.0,,523100000.0,,34300000.0,3900000.0,,0.32,-47800000.0,,-27100000.0,478300000.0,302500000.0,,18914400000.0,667400000.0,451200000.0,1400000.0,856600000.0,-28100000.0,-36200000.0,41700000.0,1530000000.0,8500000.0,675400000.0,9900000.0,,-1256200000.0,0.0,,215500000,-429100000.0,9900000.0,0.32,3224800000.0,-61400000.0,14108900000.0,56300000.0,513200000.0,302500000.0,3536600000,0.0,127700000.0,-2400000.0,,2174700000.0,2515500000.0,13976000000.0,215500000,215500000,667400000.0,4805500000.0,5400000.0,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,-396700000.0,1001500000.0,3800000.0,,740400000.0,,34200000.0,400000.0,,-1.03,1300000.0,,-24200000.0,498800000.0,-1080900000.0,,18639600000.0,666300000.0,474600000.0,-3300000.0,1538000000.0,-69300000.0,33900000.0,169500000.0,1558400000.0,9900000.0,675600000.0,6600000.0,,-2018000000.0,0.0,,-684200000,-503400000.0,6600000.0,-1.03,2540600000.0,0.0,14379000000.0,62100000.0,733800000.0,-1080900000.0,2210100000,0.0,-286900000.0,0.0,,2175100000.0,2584800000.0,12734700000.0,-684200000,-684200000,672800000.0,4260600000.0,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,59600000.0,997100000.0,3700000.0,,1156500000.0,,33900000.0,2700000.0,,,8100000.0,,-23000000.0,110700000.0,218900000.0,,18250500000.0,,87700000.0,-3700000.0,3934300000.0,176200000.0,35700000.0,-51900000.0,,6600000.0,676500000.0,2900000.0,,-4034100000.0,0.0,,159300000,-122500000.0,2900000.0,,2697800000.0,-1900000.0,14035200000.0,61300000.0,1153600000.0,218900000.0,3507500000,,-205000000.0,0.0,,2175500000.0,2408600000.0,12978100000.0,159300000,159300000,,4215300000.0,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,144200000.0,997500000.0,3500000.0,,1428300000.0,,33700000.0,-1300000.0,,0.35,-2400000.0,,-21200000.0,541400000.0,376700000.0,,18215100000.0,668600000.0,520200000.0,131600000.0,4373400000.0,-108200000.0,29900000.0,-203700000.0,,2900000.0,680700000.0,134500000.0,,-4759800000.0,0.0,,232500000,-407400000.0,134500000.0,0.35,2925000000.0,-5100000.0,13911800000.0,59900000.0,1293800000.0,376700000.0,3468200000,,145700000.0,0.0,,2175900000.0,2516800000.0,12768400000.0,232500000,232500000,672000000.0,4303300000.0,4600000.0,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,103800000.0,989900000.0,4100000.0,,1297900000.0,,34700000.0,1500000.0,,0.37,-10000000.0,,-17100000.0,386700000.0,353900000.0,,19087600000.0,669200000.0,369600000.0,26200000.0,1310800000.0,-28200000.0,32600000.0,-7000000.0,,134500000.0,680000000.0,160700000.0,,-1644800000.0,0.0,,250100000,-350500000.0,160700000.0,0.37,3353300000.0,-14900000.0,14162600000.0,58400000.0,1137200000.0,353900000.0,3583500000,,60000000.0,0.0,,2176400000.0,2545000000.0,13611300000.0,250100000,250100000,669200000.0,4925000000.0,4700000.0,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,102100000.0,974100000.0,4500000.0,,1227900000.0,,35300000.0,2700000.0,,0.4,-66700000.0,,-12000000.0,487000000.0,372000000.0,,20047400000.0,666700000.0,475000000.0,11800000.0,1549900000.0,-91100000.0,30700000.0,336100000.0,,160700000.0,676200000.0,172500000.0,,-1946600000.0,0.0,,269900000,-408500000.0,172500000.0,0.4,3561900000.0,-73400000.0,14551000000.0,61500000.0,1227900000.0,372000000.0,3611300000,,158100000.0,0.0,,2176800000.0,2636100000.0,14669200000.0,269900000,269900000,672800000.0,5496400000.0,5500000.0,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,149300000.0,961300000.0,4600000.0,,1238700000.0,,35300000.0,6800000.0,,,-73000000.0,,-16300000.0,71700000.0,454300000.0,,20049300000.0,,55400000.0,-11800000.0,2569100000.0,181300000.0,34400000.0,453200000.0,,172500000.0,672600000.0,160700000.0,,-2565800000.0,0.0,,305000000,-12200000.0,160700000.0,,3683100000.0,-87200000.0,14300700000.0,51000000.0,1078000000.0,454300000.0,3900600000,,-279100000.0,0.0,,2177200000.0,2454800000.0,14713400000.0,305000000,305000000,,5748600000.0,4600000.0,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,143300000.0,956300000.0,-3804100000.0,,1389200000.0,,35200000.0,200000.0,,0.44,-146600000.0,,-17000000.0,670000000.0,438900000.0,,21048900000.0,661400000.0,653000000.0,-5600000.0,1062300000.0,-268100000.0,31600000.0,648600000.0,,160700000.0,670500000.0,155100000.0,,-1574500000.0,-108200000.0,,295600000,-529000000.0,155100000.0,0.45,3942500000.0,-42600000.0,14837400000.0,57000000.0,1389200000.0,438900000.0,3665900000,,316200000.0,0.0,,2177700000.0,2722900000.0,15564300000.0,295600000,295600000,666400000.0,6211500000.0,5200000.0,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,101000000.0,947700000.0,5000000.0,,1802700000.0,,35100000.0,2500000.0,,0.32,-58000000.0,,-12900000.0,534500000.0,312900000.0,,21496600000.0,660400000.0,521600000.0,-1300000.0,1257000000.0,-43300000.0,34000000.0,574600000.0,,155100000.0,667600000.0,153800000.0,,-1722000000.0,0.0,,211900000,-477600000.0,153800000.0,0.32,4097900000.0,-64700000.0,15192000000.0,53700000.0,1648900000.0,312900000.0,3686300000,,194700000.0,0.0,,2178100000.0,2766200000.0,15830000000.0,211900000,211900000,665700000.0,6304600000.0,5500000.0,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,125600000.0,,4800000.0,,,,31900000.0,3300000.0,,0.4,-303000000.0,,-9600000.0,473400000.0,387200000.0,,,655800000.0,463800000.0,1200000.0,1195300000.0,-92400000.0,32000000.0,,,153800000.0,,,,-1362600000.0,0.0,,261600000,-169800000.0,155000000.0,0.4,,-98200000.0,,62200000.0,,387200000.0,3763100000,,153200000.0,0.0,,,,,261600000,261600000,661200000.0,,5200000.0,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,127000000.0,932600000.0,0.0,,1249700000.0,,31300000.0,8000000.0,,,-687800000.0,,-25200000.0,1400000.0,426200000.0,,21150300000.0,,-23800000.0,3900000.0,1124200000.0,120200000.0,31400000.0,783700000.0,,155000000.0,662400000.0,158900000.0,,-409500000.0,-655500000.0,,299200000,689900000.0,158900000.0,,3595700000.0,-53100000.0,15101400000.0,0.0,1090800000.0,426200000.0,3835200000,,-311100000.0,0.0,,1958200000.0,2738400000.0,15523400000.0,299200000,299200000,,6048900000.0,5500000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2011-03-31,182500000.0,927400000.0,5200000.0,,1128400000.0,,31500000.0,1500000.0,,0.55,-397200000.0,,-17500000.0,673500000.0,545400000.0,,21526100000.0,651800000.0,656000000.0,-3400000.0,3171500000.0,-190100000.0,33200000.0,812700000.0,,158900000.0,655700000.0,155500000.0,,-3434400000.0,-263600000.0,,362900000,-279900000.0,155500000.0,0.56,3839200000.0,-138000000.0,15205500000.0,59500000.0,1128400000.0,545400000.0,3893500000,,316400000.0,0.0,,1958700000.0,2928500000.0,15777500000.0,362900000,362900000,655800000.0,6320600000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,112500000.0,917100000.0,6000000.0,,1343500000.0,,31500000.0,900000.0,,0.38,-279500000.0,,-18100000.0,357600000.0,357700000.0,,21807600000.0,643600000.0,339500000.0,-5800000.0,1375400000.0,-54100000.0,33900000.0,863500000.0,,155500000.0,642700000.0,149700000.0,,-1442100000.0,0.0,,245200000,-84100000.0,149700000.0,0.38,3835600000.0,-282900000.0,15458100000.0,56900000.0,1343500000.0,357700000.0,3872700000,,41500000.0,0.0,,1959100000.0,2982600000.0,16029600000.0,245200000,245200000,647900000.0,6349500000.0,4800000.0,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,57800000.0,910900000.0,5600000.0,,1699700000.0,,33400000.0,300000.0,,0.24,69700000.0,,-17700000.0,464200000.0,208500000.0,,22144300000.0,626900000.0,446500000.0,20600000.0,882500000.0,-103400000.0,34600000.0,576600000.0,,149700000.0,620600000.0,170300000.0,,-1378500000.0,0.0,,150700000,-513000000.0,170300000.0,0.24,3632400000.0,-411200000.0,16328000000.0,58300000.0,1699700000.0,208500000.0,3811100000,,167400000.0,0.0,,2443900000.0,3086000000.0,15987800000.0,150700000,150700000,631400000.0,5816300000.0,5100000.0,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,118700000.0,911300000.0,0.0,,1707500000.0,,36300000.0,3700000.0,,,-148700000.0,,-25600000.0,2600000.0,375400000.0,,21844800000.0,,-23000000.0,-14600000.0,977600000.0,156200000.0,-13200000.0,692500000.0,,170300000.0,613000000.0,155700000.0,,-821000000.0,0.0,,256700000,132100000.0,155700000.0,,3495000000.0,-165700000.0,16038100000.0,0.0,1551800000.0,375400000.0,3930900000,,-321100000.0,0.0,,2442100000.0,2929800000.0,15963000000.0,256700000,256700000,,5806700000.0,5500000.0,-2300000.0,,,,,,,,,,,,,,,,,,,,,
2012-03-31,126500000.0,916400000.0,8200000.0,,1520100000.0,,31900000.0,4100000.0,,0.42,-647400000.0,,-29300000.0,708400000.0,384100000.0,,22269300000.0,606200000.0,679100000.0,300000.0,1676200000.0,-237700000.0,39100000.0,894800000.0,1709600000.0,155700000.0,611200000.0,156000000.0,,-1708800000.0,-251000000.0,,257600000,-61100000.0,156000000.0,0.42,3715000000.0,-37700000.0,16018900000.0,700000.0,1520100000.0,384100000.0,4061900000,11300000.0,436800000.0,0.0,,2080000000.0,3167500000.0,16401700000.0,257600000,257600000,610000000.0,6250400000.0,8200000.0,-363300000.0,,,,,,,,,,,,,,,,,,,,,
2012-06-30,49100000.0,914300000.0,10200000.0,,1679200000.0,,30700000.0,0.0,,0.19,-63900000.0,,-24200000.0,426700000.0,167700000.0,,22719000000.0,604800000.0,402500000.0,9500000.0,735300000.0,-54600000.0,37900000.0,842700000.0,,156000000.0,609200000.0,165500000.0,,-1064900000.0,0.0,,118600000,-353100000.0,165500000.0,0.2,3794300000.0,-45300000.0,16432400000.0,1000000.0,1679200000.0,167700000.0,4114100000,,214400000.0,0.0,,2062800000.0,3222100000.0,16609500000.0,118600000,118600000,608900000.0,6286600000.0,9900000.0,-18600000.0,,,,,,,,,,,,,,,,,,,,,
2012-09-30,135400000.0,918200000.0,9900000.0,,2394100000.0,,30600000.0,1500000.0,,0.46,-87600000.0,,-30700000.0,530200000.0,412400000.0,,23429300000.0,601900000.0,499500000.0,26700000.0,1840000000.0,-133900000.0,37900000.0,905100000.0,,165500000.0,604700000.0,192200000.0,,-2227800000.0,-1400000.0,,277000000,-416600000.0,192200000.0,0.46,3996200000.0,-87100000.0,16874700000.0,100000.0,2394100000.0,412400000.0,4345600000,,338800000.0,0.0,,2062700000.0,3356000000.0,17176900000.0,277000000,277000000,606500000.0,6554600000.0,9600000.0,-600000.0,,,,,,,,,,,,,,,,,,,,,
2012-12-31,104400000.0,933700000.0,7800000.0,,2169100000.0,149900000.0,30600000.0,200000.0,,,-605200000.0,,-43500000.0,26100000.0,353500000.0,,22694700000.0,,-17400000.0,-13100000.0,1752000000.0,89400000.0,-20500000.0,871000000.0,1855500000.0,192200000.0,604600000.0,179100000.0,,-1099000000.0,-601300000.0,,249100000,565900000.0,179100000.0,,3454400000.0,-4100000.0,16687700000.0,0.0,1990000000.0,353500000.0,4548700000,,-247500000.0,0.0,,1913200000.0,4084700000.0,16475500000.0,249100000,249100000,,6007000000.0,8400000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2013-03-31,154500000.0,935900000.0,8400000.0,,2321700000.0,149900000.0,30600000.0,6600000.0,,0.51,-220300000.0,,-27700000.0,722100000.0,463100000.0,,23543500000.0,600600000.0,694400000.0,-68900000.0,1714400000.0,-235100000.0,23700000.0,969700000.0,1934500000.0,179100000.0,603200000.0,110200000.0,17800000.0,-2356500000.0,-175600000.0,135100000.0,308600000,-570600000.0,110200000.0,0.51,3720000000.0,-51300000.0,17153700000.0,57800000.0,2321700000.0,463100000.0,4432300000,,411600000.0,98400000.0,,2063500000.0,3372300000.0,17299700000.0,308600000,308600000,604400000.0,6389800000.0,8600000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2013-06-30,161700000.0,950600000.0,10600000.0,,1558100000.0,150000000.0,30400000.0,800000.0,,0.54,-74600000.0,,-41800000.0,415100000.0,486300000.0,,23841800000.0,599500000.0,373300000.0,-13300000.0,1692600000.0,-44500000.0,25300000.0,814200000.0,1844300000.0,110200000.0,600400000.0,96900000.0,17300000.0,-2114300000.0,0.0,33500000.0,324600000,-353200000.0,96900000.0,0.54,4000000000.0,-75400000.0,17317900000.0,54100000.0,1558100000.0,486300000.0,4589200000,,143000000.0,109500000.0,,2063900000.0,3401900000.0,17486400000.0,324600000,324600000,603600000.0,6523900000.0,10400000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2013-09-30,112600000.0,955300000.0,11300000.0,,1146100000.0,150000000.0,30400000.0,2900000.0,,0.39,-93300000.0,,-36100000.0,610800000.0,345000000.0,,24508900000.0,598900000.0,574700000.0,4000000.0,1435500000.0,-168700000.0,25900000.0,870900000.0,1917500000.0,96900000.0,600000000.0,100900000.0,14700000.0,-1860200000.0,0.0,108800000.0,232400000,-513300000.0,100900000.0,0.39,4198700000.0,-38100000.0,17716300000.0,49300000.0,1146100000.0,345000000.0,4520400000,,324700000.0,-53300000.0,,2010600000.0,3500800000.0,17995900000.0,232400000,232400000,603500000.0,6792600000.0,11100000.0,-58100000.0,,,,,,,,,,,,,,,,,,,,,
2013-12-31,125800000.0,960900000.0,9300000.0,28400000.0,1347700000.0,0.0,26800000.0,0.0,,,-258600000.0,,-34800000.0,151900000.0,425600000.0,,24408200000.0,,117100000.0,-25800000.0,1208300000.0,131700000.0,26400000.0,951700000.0,1785000000.0,100900000.0,595800000.0,75100000.0,15100000.0,-1091800000.0,0.0,-112400000.0,299800000,80600000.0,75100000.0,,3500000000.0,-108600000.0,18218700000.0,0.0,1272600000.0,425600000.0,4614500000,,-136500000.0,-2400000.0,,1860900000.0,4400900000.0,18054700000.0,299800000,299800000,,6189500000.0,8700000.0,-150000000.0,,,,,,,,,,,,,,,,,,,,,
2014-03-31,160500000.0,950000000.0,9800000.0,51100000.0,1872900000.0,0.0,26700000.0,10700000.0,,0.54,-976600000.0,,-16200000.0,660600000.0,481800000.0,,24315400000.0,593900000.0,644400000.0,21600000.0,3180900000.0,-226500000.0,22800000.0,951300000.0,1911700000.0,75100000.0,593100000.0,96700000.0,15200000.0,-2418600000.0,-892600000.0,77000000.0,321300000,337000000.0,96700000.0,0.54,3735200000.0,-94700000.0,17876800000.0,34200000.0,1872900000.0,481800000.0,4703500000,,399600000.0,-411300000.0,,1861300000.0,3515900000.0,17395700000.0,321300000,321300000,597700000.0,6438600000.0,9700000.0,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,144000000.0,952500000.0,14000000.0,98800000.0,3118700000.0,0.0,29600000.0,0.0,,0.49,299400000.0,,-28500000.0,380600000.0,437400000.0,,25452700000.0,591200000.0,352100000.0,29400000.0,1726800000.0,-73700000.0,23900000.0,1038900000.0,2134200000.0,96700000.0,591500000.0,126100000.0,14600000.0,-2936200000.0,0.0,87000000.0,293400000,-651200000.0,126100000.0,0.5,3989500000.0,-45300000.0,18663500000.0,33700000.0,3118700000.0,437400000.0,4735500000,,68800000.0,585800000.0,,2208000000.0,3566300000.0,18759200000.0,293400000,293400000,595500000.0,6789200000.0,12900000.0,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,145700000.0,954000000.0,15000000.0,57400000.0,2671100000.0,0.0,30700000.0,2100000.0,,0.5,-141500000.0,,-28900000.0,616300000.0,441800000.0,,25926000000.0,589800000.0,587400000.0,-35500000.0,1663200000.0,-170400000.0,25100000.0,972700000.0,2263600000.0,126100000.0,589200000.0,90600000.0,8600000.0,-2068300000.0,0.0,169100000.0,296100000,-510400000.0,90600000.0,0.5,4203500000.0,-94700000.0,18990700000.0,30000000.0,2671100000.0,441800000.0,4767000000,,297600000.0,-77800000.0,,2164300000.0,3705600000.0,19083200000.0,296100000,296100000,593700000.0,6935300000.0,13500000.0,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,176200000.0,960600000.0,17200000.0,98900000.0,2257400000.0,,29900000.0,0.0,,,-36700000.0,,-34500000.0,68100000.0,546400000.0,,25787600000.0,,33600000.0,17800000.0,1937600000.0,101800000.0,25300000.0,1023100000.0,1893800000.0,90600000.0,587800000.0,108400000.0,13000000.0,-1790100000.0,0.0,-241100000.0,370200000,-12300000.0,108400000.0,,4133400000.0,-36700000.0,18859000000.0,0.0,2149000000.0,546400000.0,5171300000,,-334100000.0,-126700000.0,,2164700000.0,4769400000.0,19018000000.0,370200000,370200000,,6928600000.0,14800000.0,0.0,,,,,,,,,,,,,,,,,,,,,
2015-03-31,147600000.0,957500000.0,17200000.0,97200000.0,2267000000.0,,32500000.0,6300000.0,,0.5,-81200000.0,,-22200000.0,771100000.0,443200000.0,,26880700000.0,587600000.0,748900000.0,-6900000.0,2478600000.0,-264900000.0,23800000.0,1049300000.0,2165900000.0,108400000.0,587300000.0,101500000.0,13100000.0,-3218700000.0,-403600000.0,106900000.0,295600000,-696400000.0,101500000.0,0.5,4368600000.0,-65900000.0,19678800000.0,30400000.0,2267000000.0,443200000.0,4890000000,,454200000.0,64500000.0,,2560100000.0,3777000000.0,19830600000.0,295600000,295600000,591000000.0,7201900000.0,15900000.0,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,156800000.0,1018900000.0,23300000.0,176000000.0,1669300000.0,,34900000.0,2400000.0,526000000.0,0.62,-46600000.0,,-31400000.0,658900000.0,525300000.0,,29304200000.0,585700000.0,627500000.0,162300000.0,2632300000.0,-151700000.0,41600000.0,902000000.0,2252900000.0,101500000.0,585900000.0,263800000.0,13400000.0,-2355200000.0,0.0,-40000000.0,363300000,-450000000.0,263800000.0,0.62,4694900000.0,-42200000.0,21944400000.0,39600000.0,1669300000.0,525300000.0,5277600000,,284600000.0,63900000.0,472900000.0,2739500000.0,3867300000.0,20577400000.0,368500000,363300000,589500000.0,7359800000.0,20500000.0,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,142500000.0,1024100000.0,23100000.0,85700000.0,2132000000.0,,34500000.0,6300000.0,510500000.0,0.47,-85700000.0,,-33000000.0,729500000.0,429000000.0,0.0,29935000000.0,585200000.0,696500000.0,-69300000.0,1322500000.0,-285400000.0,41900000.0,769200000.0,2431000000.0,263800000.0,584600000.0,194500000.0,19400000.0,-1994100000.0,0.0,151800000.0,278300000,-712800000.0,194500000.0,0.48,4910900000.0,-66800000.0,22473000000.0,47100000.0,2132000000.0,429000000.0,5269800000,,337500000.0,-9800000.0,446400000.0,2714300000.0,4139800000.0,21013600000.0,286500000,278300000,589100000.0,7462000000.0,20400000.0,-25200000.0,,,,,,,,,,,,,,,,,,,,,
2015-12-31,164200000.0,1037200000.0,22700000.0,109300000.0,2396400000.0,,34100000.0,1800000.0,494900000.0,,-39300000.0,,-44100000.0,133400000.0,514100000.0,0.0,29819300000.0,,89300000.0,29900000.0,2494500000.0,78300000.0,43200000.0,800400000.0,2067800000.0,194500000.0,583600000.0,224400000.0,20300000.0,-2390200000.0,0.0,-180800000.0,330400000,-64700000.0,224400000.0,,4686600000.0,-33600000.0,22529900000.0,0.0,2172000000.0,514100000.0,5394500000,,-289200000.0,-126800000.0,447600000.0,2707900000.0,5476500000.0,20937300000.0,349900000,330400000,,7289400000.0,20700000.0,-7700000.0,,,,,,,,,,,,,,,,,,,,,
2016-03-31,128700000.0,1061900000.0,25000000.0,113900000.0,3826900000.0,1930400000.0,34200000.0,6600000.0,479400000.0,0.44,-589500000.0,,-54300000.0,824500000.0,387400000.0,,30721600000.0,583200000.0,770200000.0,-14500000.0,2380600000.0,-470500000.0,43000000.0,868000000.0,2451400000.0,224400000.0,583000000.0,209900000.0,12800000.0,-2648300000.0,-519000000.0,200100000.0,258200000,-249600000.0,209900000.0,0.44,4877600000.0,-70300000.0,23161700000.0,33300000.0,3826900000.0,387400000.0,5552700000,,506800000.0,70400000.0,447600000.0,2701600000.0,4378900000.0,21330500000.0,258700000,258200000,585500000.0,7559900000.0,21600000.0,-6800000.0,,,,,,,,,,,,,,,,,,,,,
2016-06-30,92400000.0,1083700000.0,26500000.0,140700000.0,5166400000.0,1930700000.0,34300000.0,100000.0,463800000.0,0.33,-66100000.0,,-54800000.0,730300000.0,287300000.0,,31958200000.0,582400000.0,675500000.0,-75200000.0,1237700000.0,-234100000.0,46200000.0,957800000.0,2706200000.0,209900000.0,581900000.0,134700000.0,29300000.0,-2131800000.0,0.0,176500000.0,190900000,-739500000.0,134700000.0,0.33,5031200000.0,-41800000.0,24122700000.0,50900000.0,5166400000.0,287300000.0,5812400000,,466600000.0,208100000.0,449400000.0,2664100000.0,4522200000.0,22379800000.0,194900000,190900000,585100000.0,7835500000.0,23700000.0,-24400000.0,,,,,,,,,,,,,,,,,,,,,
2016-09-30,53000000.0,1115000000.0,26200000.0,156900000.0,5876200000.0,2426400000.0,35300000.0,1300000.0,448300000.0,0.34,439200000.0,,-53000000.0,704800000.0,258500000.0,0.0,33620800000.0,581500000.0,651800000.0,9000000.0,1929800000.0,-453300000.0,52000000.0,1046100000.0,2722200000.0,134700000.0,580800000.0,143400000.0,22500000.0,-2951600000.0,0.0,88200000.0,198700000,-1135200000.0,143400000.0,0.34,5183100000.0,-51500000.0,25526100000.0,0.0,5876200000.0,258500000.0,5930200000,,386200000.0,-61600000.0,449400000.0,3153900000.0,4743600000.0,23521200000.0,205500000,198700000,584600000.0,8094700000.0,23200000.0,-6200000.0,,,,,,,,,,,,,,,,,,,,,
2016-12-31,139400000.0,1177100000.0,25600000.0,111300000.0,3784400000.0,,37100000.0,1200000.0,432800000.0,,-34000000.0,,-52900000.0,442300000.0,537500000.0,0.0,33427500000.0,,389400000.0,68100000.0,4181600000.0,251200000.0,58300000.0,933400000.0,2495500000.0,143400000.0,579900000.0,211500000.0,20600000.0,-4313100000.0,0.0,-155900000.0,383200000,-340200000.0,211500000.0,,5140400000.0,-28900000.0,25470400000.0,0.0,3572900000.0,537500000.0,6122100000,,-35200000.0,-157500000.0,449400000.0,3148200000.0,6394000000.0,23482600000.0,398100000,383200000,,7957100000.0,23500000.0,-6300000.0,,,,,,,,,,,,,,,,,,,,,
