date,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyTaxProvision,quarterlyOperatingExpense,quarterlyNetPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlyEbitda,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2014-06-30,,-1659000000.0,4404000000.0,4404000000.0,3235000000.0,,18627000000.0,156000000.0,18941000000.0,50835000000.0,8753000000.0,3702000000.0,383000000.0,-1675000000.0,2557000000.0,751406134.0,,-11000000.0,240000000.0,-774000000.0,1548000000.0,-687000000.0,42000000.0,109603000000.0,,78065000000.0,,5061000000.0,,,12494000000.0,0.071506,52000000,752245225.0,4404000000.0,-607000000.0,-5000000.0,-352000000.0,931000000.0,21635000000,20704000000,,774000000.0,57379000000.0,61000000.0,856000000.0,,,,31538000000.0,23589000000.0,20704000000,12423000000.0,0.071506,18132000000.0,,125000000.0,5260000000.0,931000000.0,7351000000.0,6948000000.0,33790000000.0,19773000000.0,-209000000.0,167000000.0,84000000,,48923000000.0,52000000,18941000000.0,,,,,,,
2014-09-30,,,4175000000.0,4175000000.0,3108000000.0,,17548000000.0,-21000000.0,946000000.0,48162000000.0,8340000000.0,4383000000.0,338000000.0,294000000.0,2652000000.0,751825680.0,,-13000000.0,18000000.0,-949000000.0,501000000.0,-163000000.0,158000000.0,104073000000.0,,73970000000.0,,4404000000.0,,,11507000000.0,0.023835,22000000,753084316.0,4175000000.0,-888000000.0,-381000000.0,268000000.0,946000000.0,21013000000,20067000000,,-448000000.0,54883000000.0,-159000000.0,-576000000.0,,,,30103000000.0,22764000000.0,20067000000,11524000000.0,0.023835,17487000000.0,,478000000.0,4940000000.0,946000000.0,6716000000.0,6536000000.0,32119000000.0,19121000000.0,-603000000.0,61000000.0,39000000,,46036000000.0,22000000,18162000000.0,,,,,,,
2014-12-31,-29856000000.0,,3893000000.0,3893000000.0,3004000000.0,59000000.0,17304000000.0,258000000.0,982000000.0,46465000000.0,782000000.0,2449000000.0,322000000.0,-1926000000.0,394000000.0,752245225.0,,-43000000.0,-682000000.0,-1067000000.0,2292000000.0,-158000000.0,1547000000.0,99179000000.0,,71122000000.0,,4175000000.0,0.0,-11804000000.0,11450000000.0,-1.263272,-955000000,753084316.0,4016000000.0,-492000000.0,-15000000.0,904000000.0,1246000000.0,19969000000,18723000000,,1225000000.0,54019000000.0,103000000.0,994000000.0,22182000000.0,76321000000.0,230000000.0,28057000000.0,21123000000.0,18723000000,956000000.0,-1.263272,16643000000.0,,571000000.0,3696000000.0,982000000.0,2848000000.0,7035000000.0,32896000000.0,17741000000.0,-1193000000.0,575000000.0,-940000000,7322000000.0,42086000000.0,-955000000,16908000000.0,,,,,,,
2015-03-31,,,2779000000.0,2779000000.0,2670000000.0,,15537000000.0,210000000.0,807000000.0,41694000000.0,7104000000.0,2441000000.0,323000000.0,313000000.0,2282000000.0,752245225.0,,-20000000.0,-510000000.0,-745000000.0,-915000000.0,-1237000000.0,0.0,88517000000.0,,63456000000.0,,4016000000.0,,,10276000000.0,-0.977248,-728000000,752245225.0,2779000000.0,-456000000.0,-53000000.0,127000000.0,807000000.0,17925000000,17118000000,,-1660000000.0,50218000000.0,85000000.0,-1206000000.0,,,,25061000000.0,18928000000.0,17118000000,11634000000.0,-0.977248,16986000000.0,,0.0,4253000000.0,807000000.0,6211000000.0,5394000000.0,31290000000.0,16311000000.0,-758000000.0,289000000.0,-720000000,,35452000000.0,-728000000,,,,,,,,
2015-06-30,,,4611000000.0,4611000000.0,2707000000.0,,15466000000.0,124000000.0,801000000.0,42545000000.0,7279000000.0,3168000000.0,325000000.0,1284000000.0,1372000000.0,597999402.0,0.0,26000000.0,306000000.0,-542000000.0,1019000000.0,1955000000.0,0.0,91932000000.0,,65045000000.0,,2779000000.0,0.0,-16204000000.0,10291000000.0,0.3,179000000,598999401.0,4712000000.0,-419000000.0,-331000000.0,-172000000.0,820000000.0,17710000000,16890000000,,477000000.0,52099000000.0,70000000.0,247000000.0,21295000000.0,,161000000.0,26887000000.0,19553000000.0,16890000000,670000000.0,0.3,17451000000.0,,24000000.0,4283000000.0,801000000.0,5150000000.0,6635000000.0,32546000000.0,16089000000.0,33000000.0,123000000.0,182000000,,36813000000.0,179000000,,,,,,,,
2015-09-30,,,3636000000.0,3636000000.0,2417000000.0,,14352000000.0,127000000.0,777000000.0,40480000000.0,6779000000.0,2455000000.0,318000000.0,-835000000.0,1901000000.0,753503862.0,,-10000000.0,-677000000.0,-684000000.0,473000000.0,-1081000000.0,37000000.0,85590000000.0,,61825000000.0,,4712000000.0,,,9455000000.0,-0.953412,-711000000,753503862.0,3636000000.0,-649000000.0,-21000000.0,502000000.0,804000000.0,16393000000,15589000000,,-211000000.0,49531000000.0,14000000.0,-136000000.0,,,,23765000000.0,17701000000.0,15589000000,11481000000.0,-0.953412,17932000000.0,,44000000.0,3687000000.0,777000000.0,5754000000.0,5472000000.0,31830000000.0,14812000000.0,-933000000.0,35000000.0,-804000000,,33275000000.0,-711000000,,,,,,,,
2015-12-31,-27035000000.0,,4002000000.0,4002000000.0,2496000000.0,56000000.0,13424000000.0,441000000.0,807000000.0,35700000000.0,449000000.0,2243000000.0,312000000.0,-367000000.0,265000000.0,598332735.0,,7000000.0,-6640000000.0,-736000000.0,1574000000.0,472000000.0,1792000000.0,76846000000.0,,54520000000.0,,3636000000.0,0.0,-20358000000.0,8977000000.0,-11.160011,-6686000000,598332735.0,4102000000.0,-646000000.0,-11000000.0,335000000.0,5525000000.0,19506000000,13981000000,,838000000.0,49276000000.0,402000000.0,1343000000.0,13902000000.0,62735000000.0,133000000.0,22326000000.0,18041000000.0,13981000000,611000000.0,-11.160011,16942000000.0,,360000000.0,2679000000.0,807000000.0,2594000000.0,5603000000.0,31235000000.0,13174000000.0,-5715000000.0,90000000.0,-7081000000,5143000000.0,25272000000.0,-6686000000,,,,,,,,
2016-03-31,,,2863000000.0,2863000000.0,2322000000.0,,12866000000.0,700000000.0,652000000.0,36213000000.0,5689000000.0,3883000000.0,332000000.0,140000000.0,1889000000.0,597666069.0,,63000000.0,276000000.0,-586000000.0,-690000000.0,-1240000000.0,208000000.0,76559000000.0,,54411000000.0,,4102000000.0,,,8586000000.0,-0.690001,-416000000,597666069.0,2863000000.0,-572000000.0,-6000000.0,-90000000.0,652000000.0,14051000000,13399000000,,-1276000000.0,48750000000.0,676000000.0,-1188000000.0,,,,22148000000.0,18532000000.0,13399000000,11587000000.0,-0.690001,16309000000.0,,301000000.0,3325000000.0,652000000.0,5855000000.0,4457000000.0,30218000000.0,12747000000.0,333000000.0,14000000.0,-424000000,,25580000000.0,-416000000,,,,,,,,
2016-06-30,,,2289000000.0,2289000000.0,2405000000.0,,12914000000.0,153000000.0,886000000.0,35978000000.0,5837000000.0,1048000000.0,306000000.0,-1857000000.0,1153000000.0,987000000.0,3115000000.0,-8000000.0,1285000000.0,-521000000.0,869000000.0,-473000000.0,223000000.0,75019000000.0,,54251000000.0,,2863000000.0,0.0,-20078000000.0,8876000000.0,1.13,1112000000,988000000.0,2395000000.0,538000000.0,-41000000.0,-1109000000.0,729000000.0,15472000000,14743000000,,348000000.0,43014000000.0,70000000.0,235000000.0,14978000000.0,,137000000.0,20768000000.0,15754000000.0,14743000000,559000000.0,1.13,13515000000.0,,292000000.0,3500000000.0,680000000.0,4835000000.0,5327000000.0,27260000000.0,14063000000.0,501000000.0,1059000000.0,1132000000,,29756000000.0,1112000000,,,,,,,,
2016-09-30,,,2256000000.0,2256000000.0,2453000000.0,,13598000000.0,146000000.0,693000000.0,35807000000.0,5756000000.0,1817000000.0,255000000.0,-741000000.0,2083000000.0,1019665647.0,0.0,-17000000.0,835000000.0,-535000000.0,876000000.0,-136000000.0,115000000.0,75035000000.0,,54066000000.0,,2395000000.0,,,9237000000.0,0.660001,680000000,1020998979.0,2256000000.0,-300000000.0,-7000000.0,98000000.0,693000000.0,15216000000,14523000000,,341000000.0,42448000000.0,79000000.0,-565000000.0,,,,20969000000.0,16519000000.0,14523000000,10844000000.0,0.660001,12632000000.0,,166000000.0,3412000000.0,693000000.0,5350000000.0,4419000000.0,25929000000.0,13830000000.0,-114000000.0,235000000.0,689000000,,30336000000.0,680000000,,,,,,,,
2016-12-31,-26602000000.0,,2501000000.0,2501000000.0,2529000000.0,39000000.0,14734000000.0,-13000000.0,696000000.0,34831000000.0,403000000.0,1820000000.0,221000000.0,-468000000.0,317000000.0,1019665647.0,0.0,-11000000.0,324000000.0,-802000000.0,1653000000.0,348000000.0,321000000.0,75142000000.0,,52895000000.0,,2256000000.0,0.0,-20770000000.0,11633000000.0,0.39,403000000,1021332312.0,2615000000.0,-809000000.0,-7000000.0,10000000.0,852000000.0,14978000000,14126000000,,851000000.0,42817000000.0,-93000000.0,495000000.0,16049000000.0,61433000000.0,133000000.0,22247000000.0,18115000000.0,14126000000,566000000.0,0.39,11325000000.0,,270000000.0,2974000000.0,696000000.0,2341000000.0,5223000000.0,24702000000.0,13430000000.0,-420000000.0,-7000000.0,337000000,5248000000.0,30135000000.0,403000000,,,,,,,,
2017-03-31,,,2402000000.0,2402000000.0,2626000000.0,,16393000000.0,283000000.0,655000000.0,35049000000.0,5716000000.0,3452000000.0,223000000.0,666000000.0,2182000000.0,1019665647.0,0.0,-37000000.0,1306000000.0,-580000000.0,-299000000.0,-215000000.0,38000000.0,78491000000.0,,53348000000.0,,2615000000.0,,,12043000000.0,0.990001,1002000000,1022332311.0,2402000000.0,-598000000.0,-40000000.0,235000000.0,655000000.0,16741000000,16086000000,,-879000000.0,44562000000.0,76000000.0,-2181000000.0,,,,25143000000.0,20386000000.0,16086000000,10503000000.0,0.990001,11047000000.0,,126000000.0,3971000000.0,655000000.0,4853000000.0,4470000000.0,24176000000.0,15431000000.0,-47000000.0,-18000000.0,1023000000,,31743000000.0,1002000000,,,,,,,,
2017-06-30,,,2048000000.0,2048000000.0,2690000000.0,,17458000000.0,-197000000.0,0.0,35765000000.0,5769000000.0,3868000000.0,207000000.0,-744000000.0,1203000000.0,1020000000.0,0.0,-18000000.0,1513000000.0,-566000000.0,1214000000.0,-238000000.0,39000000.0,81460000000.0,0.0,55054000000.0,,2402000000.0,0.0,-19224000000.0,12555000000.0,1.29,1322000000,1023000000.0,2048000000.0,-738000000.0,0.0,-233000000.0,722000000.0,17966000000,17244000000,,648000000.0,45208000000.0,71000000.0,-548000000.0,18377000000.0,,328000000.0,26406000000.0,21460000000.0,17244000000,687000000.0,1.3,9782000000.0,,127000000.0,4263000000.0,676000000.0,4198000000.0,5847000000.0,23748000000.0,16568000000.0,284000000.0,-172000000.0,1710000000,,34027000000.0,1322000000,,,,,,,,
2017-09-30,,,2978000000.0,2978000000.0,2713000000.0,,17780000000.0,71000000.0,690000000.0,36471000000.0,5856000000.0,5764000000.0,205000000.0,514000000.0,2498000000.0,1020000000.0,0.0,7000000.0,1278000000.0,-637000000.0,763000000.0,723000000.0,40000000.0,84512000000.0,,56465000000.0,,2272000000.0,,,12074000000.0,1.18,1205000000,1023000000.0,2978000000.0,-563000000.0,-80000000.0,-169000000.0,690000000.0,18329000000,17639000000,,126000000.0,45971000000.0,-45000000.0,-801000000.0,,,,28047000000.0,23107000000.0,17639000000,10966000000.0,1.18,9185000000.0,,127000000.0,4443000000.0,690000000.0,5229000000.0,4943000000.0,22864000000.0,16949000000.0,249000000.0,74000000.0,1207000000,,36374000000.0,1205000000,,,,,,,,
2017-12-31,-33655000000.0,,2574000000.0,2574000000.0,2684000000.0,69000000.0,17986000000.0,-119000000.0,747000000.0,36971000000.0,443000000.0,2711000000.0,188000000.0,-2167000000.0,130000000.0,1020000000.0,0.0,-15000000.0,910000000.0,-1036000000.0,2885000000.0,-197000000.0,375000000.0,85297000000.0,0.0,58552000000.0,,2978000000.0,0.0,-16733000000.0,13428000000.0,1.01,1039000000,1024000000.0,2786000000.0,-931000000.0,-21000000.0,-340000000.0,907000000.0,18617000000,17710000000,,1849000000.0,44442000000.0,-253000000.0,1657000000.0,20635000000.0,70626000000.0,232000000.0,26745000000.0,21410000000.0,17710000000,963000000.0,1.02,9729000000.0,,41000000.0,3863000000.0,747000000.0,2581000000.0,6555000000.0,23032000000.0,16963000000.0,-296000000.0,105000000.0,1029000000,5294000000.0,38789000000.0,1039000000,,,,,,,,
2018-03-31,,,2260000000.0,2260000000.0,2605000000.0,,18952000000.0,203000000.0,146000000.0,37031000000.0,,4084000000.0,164000000.0,-33000000.0,3671000000.0,1019000000.0,,-20000000.0,1443000000.0,-752000000.0,160000000.0,-532000000.0,42000000.0,87963000000.0,-226000000.0,58862000000.0,,2786000000.0,,,13494000000.0,1.17,1192000000,1023000000.0,2260000000.0,-676000000.0,-50000000.0,333000000.0,797000000.0,19983000000,19186000000,,-592000000.0,45272000000.0,-81000000.0,-1869000000.0,,,,29101000000.0,23009000000.0,19186000000,10349000000.0,1.17,9309000000.0,,,5012000000.0,711000000.0,5389000000.0,5231000000.0,22263000000.0,18475000000.0,-194000000.0,76000000.0,1240000000,,40608000000.0,1192000000,,,,,,,,
2018-06-30,,-21000000.0,2943000000.0,2943000000.0,2506000000.0,,17745000000.0,19000000.0,,34290000000.0,,4490000000.0,159000000.0,352000000.0,2340000000.0,1013000000.0,,-21000000.0,1842000000.0,-616000000.0,1232000000.0,901000000.0,846000000.0,86964000000.0,0.0,55535000000.0,,2199000000.0,0.0,-17928000000.0,12418000000.0,1.83,1865000000,1018000000.0,3100000000.0,-556000000.0,-101000000.0,176000000.0,712000000.0,20710000000,19998000000,,616000000.0,44629000000.0,-259000000.0,-1232000000.0,23570000000.0,,312000000.0,31429000000.0,22713000000.0,19998000000,1387000000.0,1.84,8626000000.0,-703000000.0,,4839000000.0,33210000000.0,4090000000.0,5958000000.0,21916000000.0,-13212000000.0,436000000.0,60000000.0,1861000000,,40320000000.0,1865000000,,,,,,,,
2018-09-30,,,2482000000.0,2482000000.0,2483000000.0,,18380000000.0,-178000000.0,,34027000000.0,,4662000000.0,152000000.0,-597000000.0,3288000000.0,1014000000.0,,-17000000.0,1123000000.0,-781000000.0,634000000.0,-620000000.0,722000000.0,85803000000.0,0.0,54994000000.0,,3100000000.0,,,11797000000.0,0.88,899000000,1019000000.0,2482000000.0,-601000000.0,-37000000.0,497000000.0,1162000000.0,19684000000,18522000000,,-147000000.0,43213000000.0,-28000000.0,-1713000000.0,,,,30809000000.0,22045000000.0,18522000000,10405000000.0,0.89,8280000000.0,,,4561000000.0,,4864000000.0,4863000000.0,21168000000.0,,,180000000.0,1301000000,,40590000000.0,899000000,,,,,,,,
2018-12-31,-27567000000.0,-406000000.0,2172000000.0,2172000000.0,2374000000.0,58000000.0,20744000000.0,-711000000.0,,35638000000.0,742000000.0,3098000000.0,140000000.0,-411000000.0,228000000.0,1014000000.0,,27000000.0,573000000.0,-1156000000.0,2170000000.0,-167000000.0,1011000000.0,91249000000.0,0.0,58774000000.0,,2482000000.0,0.0,-18214000000.0,13981000000.0,1.17,1193000000,1020000000.0,-151000000.0,-1926000000.0,-32000000.0,4437000000.0,938000000.0,19265000000,18327000000,,1014000000.0,47141000000.0,-909000000.0,-3262000000.0,25611000000.0,63205000000.0,238000000.0,32475000000.0,23455000000.0,18327000000,805000000.0,1.18,8961000000.0,-2054000000.0,68000000.0,4432000000.0,,2589000000.0,5761000000.0,23686000000.0,,,-770000000.0,1284000000,4986000000.0,42086000000.0,1193000000,,,,,,,,
2019-03-31,,-208000000.0,2246000000.0,2246000000.0,2337000000.0,,20583000000.0,135000000.0,,36647000000.0,,2739000000.0,161000000.0,-344000000.0,4236000000.0,1014000000.0,,,585000000.0,-947000000.0,971000000.0,-66000000.0,828000000.0,92660000000.0,-90000000.0,59750000000.0,,2354000000.0,,,14232000000.0,0.41,414000000,1017000000.0,-92000000.0,-693000000.0,-46000000.0,480000000.0,883000000.0,20071000000,19188000000,,24000000.0,48371000000.0,-45000000.0,-553000000.0,,,,32910000000.0,23498000000.0,19188000000,11945000000.0,0.41,10591000000.0,-230000000.0,,5131000000.0,,5699000000.0,5000000000.0,24873000000.0,,,254000000.0,450000000,,42286000000.0,414000000,,,,,,,,
2019-06-30,,-84000000.0,3520000000.0,3520000000.0,2284000000.0,,20550000000.0,14000000.0,,36725000000.0,,3107000000.0,154000000.0,180000000.0,3369000000.0,1014000000.0,,,-391000000.0,-869000000.0,1786000000.0,1440000000.0,35000000.0,92366000000.0,0.0,59867000000.0,,2246000000.0,,,14418000000.0,-0.44,-447000000,1014000000.0,3656000000.0,-564000000.0,-204000000.0,472000000.0,1713000000.0,20992000000,19279000000,,917000000.0,48255000000.0,-211000000.0,353000000.0,,,282000000.0,32499000000.0,23109000000.0,19279000000,3073000000.0,-0.44,10723000000.0,,,5048000000.0,,4791000000.0,5881000000.0,25146000000.0,,,305000000.0,-405000000,,42033000000.0,-447000000,,,,,,,,
2019-09-30,,-84000000.0,3647000000.0,3647000000.0,2160000000.0,,18938000000.0,185000000.0,,35903000000.0,,3337000000.0,152000000.0,659000000.0,3691000000.0,1012000000.0,,,-354000000.0,-941000000.0,328000000.0,16000000.0,29000000.0,88147000000.0,0.0,58277000000.0,,3656000000.0,,,12440000000.0,-0.53,-539000000,1012000000.0,3647000000.0,-816000000.0,-61000000.0,265000000.0,766000000.0,17400000000,16634000000,,-613000000.0,45918000000.0,64000000.0,-203000000.0,,,,29870000000.0,21094000000.0,16634000000,11696000000.0,-0.53,10968000000.0,,,4340000000.0,,5288000000.0,4826000000.0,24824000000.0,,,125000000.0,-539000000,,40242000000.0,-539000000,,,,,,,,
