date,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherCurrentLiabilities,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2014-06-30,557169000,2459000.0,,1147777000,67498000,111845000,2873759000,587697000,1006959000,164600000.0,79650000,,3430928000,32757000,18857000,5554795000,4407018000,98241000,32757000,34575000,33022000,167552000.0,467392000.0,747966000,2025380000,0,1442299000.0,147662000.0,2302655000.0,-45648000,472863000.0,-3001000,143785000,258993000,179343000,0.2,431529000,-19506000.0,,143785000,143785000,165097000.0,1659000.0,-6875000.0,143422000,1697058000,6039000.0,50078000.0,15503000.0,-43938000.0,26571000,68616000,-52671000,-35409000,76077000,-467749000,1037479000.0,-6496000.0,7830000.0,0.2,,2164807000,363000,71528000,,-27951000,-3383000.0,0.0,313171000,-16199000.0,6124000.0,-2087000.0,144147000,,,,
2014-09-30,544290000,2483000.0,,1143369000,67311000,111203000,2762136000,602015000,955800000,164676000.0,52116000,,3306426000,14318000,86922000,5377856000,4234487000,90158000,14318000,15954000,21583000,303379000.0,423729000.0,725170000,1971307000,1550000,1393289000.0,144503000.0,2223030000.0,-49299000,448948000.0,329000,193427000,230630000,178514000,0.09,420082000,-10307000.0,,193427000,193427000,164957000.0,1660000.0,-43707000.0,143785000,1638126000,0.0,27090000.0,11136000.0,-3726000.0,25355000,60197000,-51351000,-38137000,72170000,-510134000,979781000.0,-1555000.0,10312000.0,0.09,,2148260000,49642000,138273000,,44905000,-610000.0,0.0,170402000,-86338000.0,2046000.0,0.0,119756000,,,,
2014-12-31,484043000,2555000.0,,1053613000,69039000,94841000,2635536000,671958000,1000203000,166530952.0,42025000,,3119579000,69943000,17863000,5170713000,4117100000,114700000,69943000,68788000,21324000,256119000.0,409779000.0,794298000,1952990000,0,1320419000.0,202712000.0,2098039000.0,-90309000,422797000.0,56188000,108784000,205905000,163880000,0.42,401613000,1919000.0,,108784000,108784000,166530952.0,1662000.0,-97324000.0,193427000,1574116000,-18749000.0,73580000.0,4792000.0,41628000.0,24633000,54401000,-78012000,-94228000,71009000,-525699000,932413000.0,-5314000.0,4363000.0,0.42,,1574116000,-84643000,95875000,,10751000,-7724000.0,0.0,168518000,-177060000.0,4178000.0,-1000.0,167252000,,,,
2015-03-31,475571000,2409000.0,,1043791000,66398000,86631000,2524303000,672067000,874694000,165146000.0,37144000,,2999874000,109000,7649000,4957815000,3914024000,112354000,109000,1824000,30642000,224845000.0,376968000.0,684521000,1852794000,341000,1255105000.0,198639000.0,2009535000.0,-50716000,402414000.0,-10096000,112131000,190173000,153029000,0.00066,398179000,-26511000.0,,112131000,112131000,165146000.0,1670000.0,-51545000.0,108784000,1507625000,0.0,3939000.0,2115000.0,12269000.0,23109000,81195000,-51591000,8527000,67023000,-540327000,869800000.0,-4542000.0,6138000.0,0.00066,,1507625000,3347000,59240000,,-14951000,503000.0,0.0,161853000,-274895000.0,1282000.0,81000.0,93446000,,,,
2015-06-30,465019000,2459000.0,,1036506000,66245000,84294000,2504670000,675147000,859315000,165298000.0,40500000,,2969689000,3080000,78937000,4938800000,3902294000,110918000,3080000,4937000,24102000,242358000.0,368434000.0,668276000,1866514000,0,1261610000.0,177036000.0,1994417000.0,-48423000,399335000.0,3387000,126020000,191039000,150539000,0.02,396423000,5060000.0,,126020000,126020000,165298000.0,1670000.0,-615697000.0,112131000,1515573000,0.0,9602000.0,4665000.0,10313000.0,34285000,50884000,-49373000,-73542000,79833000,-581537000,852490000.0,-13740000.0,6015000.0,0.02,,2097110000,13889000,128310000,,22146000,-3728000.0,0.0,164424000,-266990000.0,3360000.0,90000.0,110132000,,,,
2015-09-30,455354000,2512000.0,,1005623000,67327000,75026000,2476149000,666060000,853762000,165195000.0,40088000,,2931503000,-9087000,44865000,4848376000,3842753000,105783000,-9087000,-7357000,8718000,238734000.0,379093000.0,671321000,1814237000,220000,1253693000.0,165137000.0,1976412000.0,-63030000,393954000.0,-14758000,148886000,182441000,142353000,-0.06,366775000,29118000.0,,148886000,148886000,165195000.0,1671000.0,-59506000.0,126020000,1516598000,0.0,502000.0,7859000.0,-14924000.0,24828000,47966000,-64239000,-29069000,75523000,-623233000,815729000.0,-6495000.0,11241000.0,-0.06,,2139831000,22866000,109104000,,20408000,11865000.0,0.0,155549000,-305953000.0,1826000.0,0.0,92657000,,,,
2015-12-31,443746000,2775000.0,,931788000,69934000,76623000,2371246000,750489000,809675000,162363462.0,33211000,,2814992000,84429000,56204000,4789602000,3857814000,97809000,84429000,85875000,10460000,239825000.0,371392000.0,629907000,1870709000,0,1233102000.0,247238000.0,1912756000.0,-67500000,360681000.0,74834000,156884000,179768000,146557000,0.52,344583000,26869000.0,,156884000,156884000,162363462.0,1671000.0,-49262000.0,148886000,1508167000,-377000.0,84737000.0,-1138000.0,556000.0,23308000,47244000,-68490000,-45894000,70606000,-652875000,782349000.0,-1178000.0,6679000.0,0.52,,1508167000,7998000,124694000,0.0,51860000,-833000.0,0.0,149998000,-335918000.0,2527000.0,0.0,177979000,,,,
2016-03-31,451856000,2794000.0,,960283000,72256000,81469000,2389149000,751568000,779641000,164434000.0,27023000,,2841005000,1079000,-8332000,4871816000,3911533000,96116000,1079000,2663000,11570000,227338000.0,376346000.0,598893000,1927330000,1181000,1269296000.0,256604000.0,1924393000.0,-59281000,368640000.0,1404000,147326000,180748000,153725000,0.01,372616000,-21206000.0,,147326000,147326000,164553000.0,1676000.0,-37207000.0,156884000,1535521000,-8511000.0,4526000.0,1863000.0,7118000.0,23901000,46591000,-53375000,-2636000,40584000,-713751000,792166000.0,-2234000.0,7032000.0,0.01,,2249272000,-9558000,45043000,-5000000.0,-25314000,-3705000.0,0.0,170895000,-276363000.0,2440000.0,45000.0,100683000,,,,
2016-06-30,466698000,2806000.0,,1004158000,69531000,76158000,2335120000,783567000,877341000,164634000.0,54537000,,2801818000,31999000,67159000,4859894000,3855736000,93692000,31999000,33991000,25822000,249435000.0,399877000.0,677115000,1956214000,356000,1258480000.0,243801000.0,1874492000.0,-54695000,366936000.0,11417000,157815000,200226000,145689000,0.19,364362000,1705000.0,,157815000,157815000,165474000.0,1676000.0,-69255000.0,147326000,1528387000,0.0,41974000.0,7983000.0,-27199000.0,23980000,30842000,-56031000,-52631000,38592000,-756440000,769427000.0,9000.0,9118000.0,0.19,,2284827000,10489000,123190000,0.0,820000,1893000.0,0.0,177303000,-282226000.0,2627000.0,98000.0,135485000,,,,
2016-09-30,459660000,2793000.0,,963003000,70653000,76508000,2271827000,812261000,853856000,164653000.0,35528000,,2731487000,28694000,53511000,4816884000,3853881000,89517000,28694000,28890000,18609000,254561000.0,382857000.0,671167000,1983677000,0,1256376000.0,261690000.0,1818361000.0,-56730000,363949000.0,16485000,148585000,182689000,147161000,0.17,359095000,8133000.0,,148585000,148585000,165436000.0,1676000.0,-114930000.0,157815000,1535185000,0.0,28146000.0,-744000.0,17023000.0,23867000,27169000,-58818000,-61945000,35912000,-802172000,747522000.0,-503000.0,9374000.0,0.17,,2337357000,-9230000,112329000,0.0,27561000,-3411000.0,0.0,168556000,-286314000.0,2886000.0,0.0,122666000,,,,
2016-12-31,451851000,2778000.0,,893302000,77468000,79870000,2169944000,852802000,887277000,168920833.0,35380000,,2621795000,40541000,35152000,4698017000,3804715000,96114000,40541000,41680000,21770000,242796000.0,388397000.0,694559000,1972994000,0,1225893000.0,292717000.0,1727696000.0,-72485000,346134000.0,34952000,114564000,192718000,157338000,0.24,330815000,26711000.0,,114564000,114564000,168920833.0,1676000.0,-87064000.0,148585000,1515575000,0.0,47893000.0,6213000.0,-19738000.0,22439000,23247000,-75322000,-66656000,43613000,-842186000,711927000.0,-4546000.0,4913000.0,0.24,,1515575000,-34021000,110474000,0.0,23444000,-6309000.0,0.0,180895000,-340006000.0,2377000.0,45000.0,147800000,,,,
2017-03-31,451794000,2176000.0,,927301000,71114000,87917000,2164030000,858588000,880072000,164738000.0,31414000,-2250000.0,2615824000,5829000,32177000,4719661000,3792360000,95720000,5829000,7398000,16331000,233324000.0,389864000.0,689627000,1999362000,3301000,1233271000.0,270921000.0,1727496000.0,-59901000,340814000.0,-518000,138880000,190445000,159031000,0.04,342114000,-10660000.0,,138880000,138880000,165864000.0,1678000.0,-61592000.0,114564000,1532583000,-2250000.0,9216000.0,1818000.0,-753000.0,21680000,24965000,-62292000,-10561000,42138000,-891451000,697820000.0,-3563000.0,12066000.0,0.04,,2424034000,24316000,94469000,0.0,-9368000,-8454000.0,0.0,181439000,-324348000.0,6732000.0,22000.0,102010000,,,,
2017-06-30,488980000,2190000.0,,924929000,72990000,85531000,2173690000,867737000,896348000,164718000.0,37063000,0.0,2662670000,9149000,32912000,4829876000,3904947000,96916000,9149000,10328000,13101000,265939000.0,382957000.0,700764000,2064302000,0,1271927000.0,279814000.0,1727553000.0,-80273000,349221000.0,3453000,124817000,195584000,158521000,0.05,359635000,-11292000.0,,124817000,124817000,166831000.0,1678000.0,-86709000.0,138880000,1584735000,-12369000.0,18070000.0,7742000.0,18458000.0,22446000,19370000,-70167000,-47793000,48239000,-957017000,703182000.0,-1840000.0,17213000.0,0.06,,2541752000,-14063000,103079000,0.0,22738000,-2751000.0,0.0,186458000,-272748000.0,4271000.0,0.0,113506000,,,,
2017-09-30,546264000,2215000.0,,962216000,77202000,83141000,2183571000,875498000,937681000,164735000.0,33310000,-2500000.0,2729835000,7761000,1612000,4934522000,3972306000,96354000,7761000,8684000,17101000,292483000.0,414947000.0,744028000,2122655000,0,1298266000.0,290028000.0,1734176000.0,-70547000,353041000.0,4201000,110146000,193653000,160343000,0.05,375098000,-9106000.0,,110146000,110146000,167181000.0,1678000.0,-93276000.0,124817000,1621867000,-2275000.0,14980000.0,6296000.0,-23016000.0,22531000,18215000,-69622000,-20801000,47018000,-1019845000,697908000.0,-856000.0,21974000.0,0.05,,2641712000,-14671000,71234000,0.0,-10764000,-3037000.0,0.0,213592000,-224092000.0,3707000.0,0.0,114713000,,,,
2017-12-31,559483000,2155000.0,,956445000,80794000,90898000,2071045000,981227000,948150000,165201562.0,35026000,0.0,2630528000,105729000,62583000,4958225000,4001780000,1613000,105729000,106944000,56664000,178876000.0,391847000.0,741432000,2244933000,2753000,1301093000.0,302038000.0,1698050000.0,-73332000,266708000.0,9177000,106774000,206718000,171692000,0.63,358183000,16036000.0,,106774000,106774000,166997000.0,1679000.0,-112981000.0,110146000,1645822000,0.0,21934000.0,-85010000.0,8793000.0,22269000,16143000,-79222000,-75697000,62284000,-1075448000,676500000.0,-26239000.0,12300000.0,0.64,,2721270000,-3372000,141805000,0.0,45256000,-84563000.0,19172000.0,217417000,-209524000.0,2888000.0,0.0,124997000,,,,
2018-03-31,506869000,2939000.0,,971080000,78619000,86902000,2139402000,1083314000,875374000,164772000.0,31754000,,2646271000,97305000,-29678000,5085510000,4114430000,106603000,97305000,98075000,15888000,210095000.0,413659000.0,678099000,2365361000,503000,1309608000.0,409135000.0,1764423000.0,-55315000,268376000.0,93157000,123011000,197275000,165521000,0.58,373121000,-10182000.0,,122869000,122869000,167742000.0,1680000.0,-89641000.0,106916000,1657609000,-3500000.0,101787000.0,3712000.0,-14590000.0,23124000,16722000,-56602000,46158000,63037000,-1133063000,659855000.0,-3112000.0,11290000.0,0.59,2805000.0,2790672000,16095000,26924000,,-61092000,-2649000.0,,188048000,-198444000.0,8992000.0,182000.0,203530000,,,,
2018-06-30,482730000,1725000.0,,918198000,78454000,78558000,2036155000,1052894000,846646000,164651000.0,36633000,,2518885000,-30420000,18301000,4856916000,3938718000,105649000,-30420000,-29138000,21148000,198698000.0,371291000.0,653001000,2263403000,750000,1232964000.0,399097000.0,1687823000.0,-55396000,242683000.0,-41072000,104262000,193645000,157012000,-0.18,370555000,-20379000.0,,104120000,104120000,164651000.0,1681000.0,-782967000.0,123011000,1624354000,-54089000.0,-27455000.0,1683000.0,19807000.0,23016000,7466000,-82822000,-54827000,56802000,-1147349000,610878000.0,-9318000.0,8975000.0,-0.18,80000000.0,2771703000,-18749000,101123000,,12848000,-4863000.0,,185150000,-274118000.0,4240000.0,0.0,74015000,,,,
2018-09-30,485831000,1601000.0,,878478000,78842000,67447000,2004077000,1046857000,812576000,164656000.0,18186000,,2489908000,-6037000,-3904000,4805211000,3926733000,101878000,-6037000,-5137000,20253000,201140000.0,363312000.0,648101000,2254442000,0,1233545000.0,398794000.0,1668129000.0,-78150000,234070000.0,-4646000,81573000,164475000,146289000,-0.04,361679000,4601000.0,,81470000,81470000,164656000.0,1681000.0,-151123000.0,104262000,1631036000,-3712000.0,-6540000.0,-1403000.0,4440000.0,20080000,11100000,-75555000,-21273000,54574000,-1196680000,593234000.0,-7458000.0,5906000.0,-0.04,0.0,2827716000,-22689000,71651000,,3830000,-8196000.0,,177769000,-277324000.0,374000.0,0.0,92382000,,,,
2018-12-31,540498000,25114000.0,,897942000,85277000,76357000,2013035000,1087505000,853130000,162592000.0,23614000,,2553533000,40648000,88117000,4889354000,3991412000,115032000,40648000,42144000,22099000,309484000.0,385737000.0,667882000,2273048000,0,1229159000.0,410177000.0,1666940000.0,-153554000,231063000.0,46778000,107369000,185248000,161634000,0.24,341028000,28351000.0,30741000.0,107262000,107262000,168379000.0,1681000.0,-173871000.0,81573000,1687858000,-58676000.0,50183000.0,8039000.0,-16004000.0,20209000,7492000,-110800000,-17640000,53375000,-1246095000,595862000.0,-2252000.0,4043000.0,0.25,-45000.0,1687858000,25796000,198917000,,57609000,-1266000.0,,219479000,-304539000.0,5173000.0,0.0,155669000,,,,
2019-03-31,546172000,1574000.0,,871175000,79164000,85003000,2092183000,1105517000,835104000,164855000.0,24274000,,2638355000,18012000,-38446000,4995054000,4123879000,113984000,18012000,19640000,20959000,174200000.0,371339000.0,646663000,2290539000,845000,1222382000.0,433381000.0,1663763000.0,-79765000,225336000.0,20516000,95823000,188441000,164167000,0.11,339882000,-5063000.0,31563000.0,95716000,95716000,168660000.0,1684000.0,-149121000.0,107369000,1821279000,-1431000.0,24914000.0,5274000.0,11692000.0,19876000,23693000,-87047000,21193000,53487000,-1281115000,579313000.0,-3190000.0,8861000.0,0.11,0.0,3102394000,-11546000,48601000,,-31008000,-2901000.0,39776000.0,192511000,-312263000.0,10327000.0,12000.0,123954000,,,,
2019-06-30,566306000,1436000.0,,867138000,79486000,81017000,2063655000,1131775000,827324000,164935000.0,22105000,,2629961000,26258000,21729000,5036596000,4169458000,113086000,26258000,31044000,24127000,175949000.0,357671000.0,644716000,2342911000,0,1233486000.0,458032000.0,1640056000.0,-83028000,227073000.0,37568000,87114000,182608000,160503000,0.16,348309000,-12311000.0,17561000.0,87011000,87011000,168432000.0,1684000.0,-643993000.0,95823000,1843246000,-1000000.0,38820000.0,7776000.0,15526000.0,20853000,35877000,-83974000,-32106000,54353000,-1343741000,565976000.0,-7006000.0,10291000.0,0.16,0.0,3186987000,-8709000,105703000,,19580000,-236000.0,,208901000,-290001000.0,3855000.0,0.0,139159000,,,,
2019-09-30,595893000,1425000.0,,853681000,80407000,83549000,1976114000,1157496000,842049000,164747000.0,25170000,,2572007000,25721000,31157000,4944899000,4091218000,113222000,25721000,26837000,25061000,195919000.0,355006000.0,652923000,2308493000,526000,1212313000.0,447689000.0,1559809000.0,-72107000,219329000.0,31876000,69281000,189126000,163956000,0.15,353003000,-16997000.0,10970000.0,69122000,69122000,168266000.0,1684000.0,-105877000.0,87114000,1833831000,-1000000.0,37687000.0,10850000.0,-6830000.0,19359000,61092000,-77221000,-49225000,46179000,-1370145000,537360000.0,-4578000.0,10404000.0,0.16,0.0,3203976000,-17833000,108378000,,-8123000,-1628000.0,,192010000,-342846000.0,4361000.0,27000.0,137453000,,,,
