date,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue
2014-03-31,232104000,-21395000,6031000.0,0,8193000,266629000,70302000,712146000,,-40299000,24592000.0,161882000.0,-45414000,115755000,154028000,-3615000.0,12428000,0.82,329880000,82730000,24746000,74231000,35322000.0,94360000,30147000.0,1042026000,3649735000,395382000,512089000.0,238258000.0,20342000,0.83,352344000,32457000.0,440796000,1853195000,1560000.0,430508000,-607028000.0,84977000.0,17002000,88761000,395382000,-119949000,70302000,-11491000.0,242789000,1830363000,8129000.0,584448000,329880000.0,3553000.0,2607709000,,-2218000.0,4033195000,-92572000.0,91408000,8129000.0,1457813000.0,1819372000,401406000.0,353469000.0,0.0,12795000.0,187719000,-24163000,1100000000.0,85873000.0,126635000,70302000,-1295000.0,1245915000,86479000,145915000.0,,
2014-06-30,233403000,-22756000,6271000.0,0,578000,272764000,96529000,718326000,,-25374000,23407000.0,164179000.0,33309000,106332000,161553000,0.0,15595000,1.13,328598000,112124000,26977000,84875000,5349000.0,83576000,-1277000.0,1046924000,3727530000,428691000,540647000.0,237064000.0,24875000,1.14,361187000,39082000.0,395382000,1917560000,1561000.0,481801000,-571703000.0,84462000.0,-19715000,118395000,428691000,-53812000,96529000,5764000.0,279948000,1884045000,8224000.0,594590000,328598000.0,3959000.0,2680606000,,-5694000.0,4129724000,-92600000.0,121041000,8224000.0,1488869000.0,1843485000,401919000.0,354079000.0,0.0,12475000.0,201853000,-7395000,1160000000.0,85177000.0,131930000,96529000,-5072000.0,1289455000,88363000,129455000.0,,
2014-09-30,225006000,-28086000,7300000.0,0,-1932000,269095000,113497000,729342000,,-39111000,22039000.0,147331000.0,-71723000,127839000,152230000,-20057000.0,17916000,1.34,322924000,131413000,27279000,80229000,2616000.0,99753000,-5282000.0,1052266000,3751676000,356968000,451792000.0,241654000.0,29426000,1.36,349473000,-10076000.0,428691000,1946357000,1562000.0,493165000,-552312000.0,83663000.0,-23295000,138713000,356968000,-148663000,113497000,9614000.0,290943000,1909856000,8107000.0,574479000,322924000.0,14688000.0,2699410000,,-1239000.0,4243221000,-76398000.0,141438000,8107000.0,1589389000.0,1841820000,393169000.0,358464000.0,-1800000.0,12481000.0,202222000,-5254000,1205000000.0,84401000.0,122226000,113497000,-223403000.0,1335377000,90789000,130377000.0,,
2014-12-31,225243000,-34011000,9669000.0,0,7638000,246430000,151292000,712507000,-363030000.0,-2437000,20397000.0,129706000.0,65209000,161722000,178712000,-3336000.0,13181000,1.8,321583000,164473000,44180000,85335000,30562000.0,127711000,-53023000.0,1034090000,3878803000,422177000,421288000.0,232371000.0,19588000,1.82,357285000,-78705000.0,356968000,2055388000,1567000.0,583870000,-465110000.0,83217000.0,-46012000,172039000,422177000,-79606000,151292000,-17574000.0,350751000,1984137000,8538000.0,582528000,321583000.0,15143000.0,2844713000,,10734000.0,4394513000,-75874000.0,174655000,8538000.0,1633211000.0,1894666000,433616000.0,354838000.0,0.0,13266000.0,233119000,20828000,1240000000.0,84015000.0,131916000,151292000,-10006000.0,1401609000,109279000,161609000.0,,
2015-03-31,1485316000,-21410000,6635000.0,0,-591000,257530000,96061000,231838000,,-60274000,21313000.0,167343000.0,18621000,154590000,151176000,0.0,17286000,1.15,316814000,113347000,28951000,70632000,11269000.0,133180000,24802000.0,1111781000,3872726000,440798000,759386000.0,213108000.0,22549000,1.16,63954000,-138376000.0,422177000,2109045000,1570000.0,460404000,-794422000.0,83025000.0,23170000,119982000,440798000,-56446000,96061000,-25518000.0,271158000,2010486000,8455000.0,1485316000,316814000.0,19405000.0,2760945000,,2828000.0,4490574000,-91025000.0,122456000,8455000.0,1668247000.0,1862240000,394370000.0,350021000.0,0.0,12871000.0,189246000,-21369000,1310000000.0,83752000.0,119751000,96061000,-100000000.0,525170000,115028000,525170000.0,,
2015-06-30,1560297000,-23883000,6546000.0,0,3166000,272932000,105657000,239040000,,11722000,20419000.0,170664000.0,-74923000,112959000,155715000,-9408000.0,18115000,1.27,324896000,123772000,30555000,75852000,13508000.0,89076000,-11301000.0,1140436000,4028844000,365875000,359099000.0,223160000.0,22589000,1.28,65007000,-118273000.0,440798000,2208893000,1572000.0,494740000,-533870000.0,82564000.0,-24170000,130318000,365875000,-208062000,105657000,3231000.0,286033000,2096246000,8155000.0,1560297000,324896000.0,22410000.0,2888408000,,-2286000.0,4596231000,-79933000.0,132818000,8155000.0,1843018000.0,1932598000,406583000.0,353340000.0,0.0,13039000.0,208707000,-8509000,1385000000.0,83332000.0,122660000,105657000,-19000.0,535949000,118549000,535949000.0,,
2015-09-30,1630176000,-26957000,6281000.0,0,737000,281786000,116281000,211902000,,-9366000,19482000.0,157992000.0,93643000,139093000,157931000,0.0,13281000,1.4,325554000,129562000,30703000,82772000,4171000.0,112136000,-7380000.0,1112413000,4121244000,459518000,130588000.0,222806000.0,21757000,1.42,61710000,-126816000.0,365875000,2310734000,1573000.0,500578000,-138786000.0,82036000.0,-7102000,135843000,459518000,-30001000,116281000,26521000.0,293774000,2152688000,8347000.0,1630176000,325554000.0,5388000.0,3008831000,,1279000.0,4712512000,-84153000.0,138416000,8347000.0,1851216000.0,1968556000,416311000.0,352151000.0,0.0,13107000.0,206804000,-9293000,1455000000.0,82784000.0,124655000,116281000,-20121000.0,522512000,85016000,522512000.0,,
2015-12-31,1668336000,-30762000,9205000.0,-3939000,4660000,263415000,151054000,221919000,-371173000.0,-11676000,14884000.0,141505000.0,28147000,153651000,163448000,-14086000.0,24184000,1.83,333355000,175238000,32191000,93793000,23112000.0,122889000,-56009000.0,1130160000,4261153000,487665000,482908000.0,218022000.0,23092000,1.85,70573000,-146726000.0,459518000,2399263000,1577000.0,586610000,-543290000.0,81650000.0,-35146000,185247000,487665000,-105230000,151054000,23217000.0,348695000,2202302000,4638000.0,1668336000,333355000.0,14894000.0,3130993000,,4760000.0,4863566000,-79594000.0,187823000,8411000.0,1911598000.0,2058851000,468315000.0,356864000.0,0.0,13349000.0,237915000,19204000,1493027000.0,82382000.0,128681000,151054000,0.0,533966000,82540000,533966000.0,,
2016-03-31,1718800000,-24652000,6032000.0,0,-276000,287048000,94052000,219559000,,-37397000,13259000.0,190601000.0,-71278000,159886000,161433000,,12578000,1.15,336798000,106630000,29438000,80083000,8191000.0,135234000,38254000.0,1136601000,4368395000,416387000,512397000.0,223364000.0,23431000,1.16,73290000,-127947000.0,487665000,2505168000,1579000.0,475246000,-685568000.0,81275000.0,22822000,112662000,416387000,-197823000,94052000,-43632000.0,274095000,2266709000,15841000.0,1718800000,336798000.0,10773000.0,3231794000,,3740000.0,4957618000,-95489000.0,115306000,15841000.0,2088781000.0,2101686000,439578000.0,356880000.0,0.0,12832000.0,201151000,-20488000,1593301000.0,81974000.0,129351000,94052000,-60000000.0,547909000,78825000,547909000.0,,
2016-06-30,1756958000,-25044000,6156000.0,0,-5443000,286447000,128217000,215272000,,-27504000,12298000.0,190904000.0,46995000,157019000,164570000,,17238000,1.57,330235000,145455000,32578000,84517000,15081000.0,131975000,-5936000.0,1115887000,4448073000,463382000,474663000.0,217393000.0,24646000,1.59,66115000,-156929000.0,416387000,2599786000,1581000.0,536560000,-519467000.0,80804000.0,-1137000,151611000,463382000,-69848000,128217000,2532000.0,316181000,2298729000,8396000.0,1756958000,330235000.0,7296000.0,3332186000,,-3103000.0,5085835000,-76903000.0,154022000,8396000.0,2136404000.0,2149344000,445953000.0,352987000.0,0.0,12927000.0,220379000,-4515000,1631698000.0,81455000.0,129581000,128217000,-250239000.0,541771000,73750000,541771000.0,,
2016-09-30,1782008000,-22600000,6281000.0,0,7403000,303183000,124856000,211030000,,-1913000,11337000.0,174716000.0,-33173000,139198000,156755000,-5654000.0,20594000,1.53,329721000,145450000,30418000,83243000,35300000.0,116598000,7153000.0,1118816000,4576782000,430209000,571270000.0,221619000.0,24287000,1.55,67765000,-155404000.0,463382000,2713015000,1586000.0,526830000,-718019000.0,80677000.0,-21099000,151731000,430209000,-171003000,124856000,11921000.0,308486000,2317642000,8367000.0,1782008000,329721000.0,13610000.0,3457966000,,4287000.0,5210691000,-69532000.0,154207000,8367000.0,2282806000.0,2259140000,441768000.0,356446000.0,4000000.0,13535000.0,218344000,-14985000,1656832000.0,81388000.0,123861000,124856000,-15084000.0,535634000,76404000,535634000.0,,
2016-12-31,1827263000,-22671000,12102000.0,-3524000,54000,262682000,174378000,200752000,-431431000.0,-35043000,10458000.0,148837000.0,75422000,172973000,165349000,45000.0,28201000,2.15,337118000,202579000,32753000,92347000,3617000.0,150302000,-71192000.0,1097005000,4662059000,505631000,446360000.0,207055000.0,24085000,2.17,67740000,-216280000.0,430209000,2813032000,1586000.0,628787000,-472978000.0,80366000.0,-32534000,211859000,505631000,-49244000,174378000,36021000.0,377208000,2360110000,8394000.0,1827263000,337118000.0,15244000.0,3565054000,,-3720000.0,5385069000,-83835000.0,214217000,8394000.0,2307401000.0,2301949000,489340000.0,352080000.0,0.0,13391000.0,251579000,19841000,1701966000.0,80954000.0,130238000,174378000,0.0,532847000,70391000,532847000.0,,
2017-03-31,1867384000,-17711000,5382000.0,0,-1438000,279976000,105557000,203282000,,-12364000,9782000.0,201979000.0,78813000,174209000,168005000,-7000000.0,7930000,1.31,334382000,113487000,35752000,92256000,38259000.0,156498000,35110000.0,1102509000,4810703000,584444000,750997000.0,211049000.0,22950000,1.32,66929000,-186537000.0,505631000,2966463000,1592000.0,497969000,-830335000.0,80073000.0,25879000,118869000,584444000,-97049000,105557000,-50072000.0,286874000,2415889000,5000000.0,1867384000,334382000.0,2892000.0,3708194000,,6168000.0,5490626000,-89173000.0,120598000,8655000.0,2382019000.0,2394814000,461755000.0,353796000.0,0.0,12998000.0,211095000,-10473000,1642099000.0,80769000.0,130524000,105557000,-12000.0,548505000,70230000,548505000.0,,
2017-06-30,1912466000,-22647000,14083000.0,-10018000,1868000,287139000,131822000,205775000,,-9922000,8682000.0,208606000.0,-17189000,177051000,164820000,0.0,16250000,1.63,338860000,148072000,32937000,99986000,19923000.0,154404000,6835000.0,1120849000,4996745000,567255000,557278000.0,219092000.0,29455000,1.65,71055000,-147775000.0,584444000,3125946000,1594000.0,558250000,-731434000.0,79979000.0,7595000,163803000,567255000,-196803000,131822000,15270000.0,328623000,2478106000,0.0,1912466000,338860000.0,1405000.0,3875896000,,-960000.0,5622448000,-76661000.0,165496000,9139000.0,2558691000.0,2518639000,462811000.0,357122000.0,-5000000.0,12864000.0,229627000,-8696000,1687233000.0,80756000.0,130190000,131822000,-52000.0,565640000,71339000,565640000.0,,
2017-09-30,1957790000,-19899000,14750000.0,0,2871000,297854000,136104000,227576000,,-17208000,7656000.0,185524000.0,36552000,154196000,170658000,0.0,17696000,1.69,342832000,153800000,33782000,105217000,14639000.0,134297000,11413000.0,1153840000,5162985000,603807000,700253000.0,224056000.0,25844000,1.71,66754000,-120427000.0,567255000,3254957000,1596000.0,565584000,-90237000.0,79712000.0,-20026000,159034000,603807000,-110136000,136104000,11736000.0,329692000,2533890000,0.0,1957790000,342832000.0,24355000.0,4009145000,,-2162000.0,5758552000,-79908000.0,184878000,12274000.0,2651150000.0,2629095000,456334000.0,359376000.0,0.0,12855000.0,235892000,-7048000,1732367000.0,80521000.0,135194000,136104000,0.0,576100000,69380000,576100000.0,,
2017-12-31,1997774000,-30216000,15281000.0,-1096000,-2391000,270294000,-353172000,204170000,-489081000.0,-24375000,456949000.0,166840000.0,38512000,192184000,185556000,0.0,578910000,-4.44,349278000,225738000,35122000,119449000,24968000.0,161968000,-77371000.0,1141662000,5339482000,642319000,513572000.0,228395000.0,27753000,-4.44,64537000,-110067000.0,603807000,3393701000,1598000.0,687275000,-101548000.0,79454000.0,508235000,231266000,642319000,-131764000,-353172000,26241000.0,416822000,3105694000,0.0,1997774000,349278000.0,73008000.0,4197820000,,42464000.0,5405380000,-86802000.0,259019000,9368000.0,2751382000.0,2233788000,533825000.0,359819000.0,0.0,13026000.0,270453000,26948000,1897501000.0,79454000.0,148795000,-353172000,-1310150000.0,1107920000,72314000,1107920000.0,,
2018-03-31,1247984000,-15992000,13838000.0,2018000,1937000,299614000,111951000,191619000,,-1006065000,457087000.0,214979000.0,74203000,175841000,166546000,-3215000.0,28598000,1.4,349319000,140549000,34480000,103694000,24287000.0,159849000,40588000.0,1135002000,4489457000,716522000,915046000.0,231733000.0,28640000,1.42,70645000,-88631000.0,642319000,2551873000,1602000.0,530670000,-3215000.0,78883000.0,25358000,142703000,716522000,895839000,111951000,-24824000.0,309249000,2374563000,,1247984000,349319000.0,100259000.0,3354455000,,1071000.0,5513362000,-282370000.0,171343000,9892000.0,1835351000.0,2114894000,502968000.0,362331000.0,,12626000.0,221421000,-28101000,1247630000.0,79715000.0,130407000,111951000,-750000000.0,1126579000,84123000,1126579000.0,,
2018-06-30,1148450000,-20839000,11692000.0,-1828000,-4095000,299595000,155677000,205439000,,-364166000,417267000.0,203715000.0,25682000,100716000,173891000,0.0,18884000,1.98,335709000,174561000,35644000,85860000,10558000.0,79877000,-3997000.0,1116830000,4157744000,742204000,331382000.0,218175000.0,27196000,2.0,71190000,-132901000.0,716522000,2248493000,1603000.0,596219000,0.0,77833000.0,-91236000,179193000,742204000,310543000,155677000,-43590000.0,353084000,2182650000,,1148450000,335709000.0,64425000.0,3040914000,,-4063000.0,5669039000,-270774000.0,206389000,9079000.0,1506289000.0,1975094000,492826000.0,357507000.0,,12499000.0,243135000,-5776000,1147951000.0,78438000.0,136645000,155677000,-100000000.0,1034200000,83086000,1034200000.0,,
2018-09-30,1148345000,-58870000,11435000.0,-1735000,-23000,313614000,141014000,206816000,,-256212000,,186485000.0,-52831000,146340000,164284000,-4400000.0,28216000,1.83,338472000,169230000,35173000,84189000,7532000.0,87470000,302000.0,1155991000,4043058000,689373000,114606000.0,252834000.0,26975000,1.84,65810000,-125793000.0,742204000,2084260000,1604000.0,578021000,-4400000.0,76575000.0,-30862000,172598000,689373000,51336000,141014000,-15789000.0,336882000,2166626000,,1148345000,338472000.0,59304000.0,2887067000,,3270000.0,5810053000,-263505000.0,199573000,9213000.0,1394887000.0,1876432000,489193000.0,357869000.0,-31486000.0,12193000.0,241139000,-13949000,1148061000.0,77136000.0,126997000,141014000,0.0,1018281000,83702000,1018281000.0,,
2018-12-31,1148350000,-31864000,11676000.0,-45823000,-4503000,291569000,185152000,186718000,-528785000.0,-493079000,,164965000.0,106907000,181549000,183296000,0.0,12654000,2.46,343083000,197806000,38106000,115832000,10052000.0,149685000,-84814000.0,1132317000,3727426000,796280000,457448000.0,246902000.0,25597000,2.48,68168000,-117971000.0,689373000,1735224000,1605000.0,715019000,0.0,74802000.0,-38557000,244854000,796280000,425584000,185152000,2540000.0,428150000,2160168000,,1148350000,343083000.0,22943000.0,2595109000,,2127000.0,5995205000,-498457000.0,270451000,9357000.0,938944000.0,1567258000,568316000.0,355614000.0,,12300000.0,286869000,22430000,1148172000.0,75345000.0,142853000,185152000,-435000.0,1011818000,68054000,1011818000.0,,
2019-03-31,1148546000,-25666000,11563000.0,-525000,2254000,333308000,108986000,284860000,,-723134000,,222263000.0,-111310000,175779000,171680000,0.0,8392000,1.51,355965000,117378000,35060000,93373000,27631000.0,150113000,59331000.0,1240872000,3249728000,684970000,459705000.0,243415000.0,24764000,1.52,72367000,-108644000.0,796280000,1167263000,1608000.0,513862000,0.0,71704000.0,32088000,121151000,684970000,434039000,108986000,-33485000.0,292831000,2281986000,,1148546000,355965000.0,19854000.0,2008856000,,1442000.0,6104191000,-753105000.0,145915000,9941000.0,482293000.0,967742000,508285000.0,356632000.0,,36670000.0,221031000,-44438000,1048283000.0,72415000.0,134339000,108986000,-80000.0,1133440000,68935000,1133440000.0,,
2019-06-30,1148689000,-39522000,11448000.0,-342000,2400000,351552000,144410000,308215000,,-571600000,,220711000.0,-96972000,127024000,171962000,-4750000.0,27325000,2.08,368878000,171735000,36490000,101749000,2498000.0,87502000,-6823000.0,1277077000,2822922000,587998000,395296000.0,244094000.0,28851000,2.09,67397000,-115096000.0,684970000,675773000,1608000.0,599162000,-4750000.0,68989000.0,-55551000,177654000,587998000,351024000,144410000,23046000.0,349616000,2266677000,,1148689000,368878000.0,38517000.0,1545845000,,190000.0,6248601000,-576530000.0,206505000,9314000.0,87775000.0,556245000,518520000.0,355890000.0,,21457000.0,249546000,-17762000,1048394000.0,69494000.0,133208000,144410000,-165000.0,1117988000,74556000,1117988000.0,,
2019-09-30,1355659000,-45017000,11456000.0,-496000,2246000,368790000,138133000,309917000,,-366807000,,197401000.0,-183349000,148389000,162988000,-2500000.0,26605000,2.07,381496000,164738000,34333000,98844000,,103372000,5389000.0,1282961000,2561265000,404649000,87895000.0,237610000.0,26704000,2.09,64805000,-119581000.0,587998000,404649000,1609000.0,577278000,-2500000.0,66226000.0,-26110000,173235000,404649000,40378000,138133000,9946000.0,336223000,2445765000,,1355659000,381496000.0,49576000.0,1278304000,,185000.0,6386734000,-580065000.0,199939000,9662000.0,0.0,115500000,504865000.0,353938000.0,,29493000.0,241055000,-21773000,1255601000.0,66768000.0,126036000,138133000,-390237000.0,1090106000,65602000,1090106000.0,,
