date,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyInvestmentsAndAdvances
2004-04-30,330000000.0,-120000000.0,693000000.0,,1075000000.0,1579000000.0,17000000.0,2261000000.0,49000000.0,5106000000.0,2000000.0,,3227000000.0,199000000.0,735000000,-3611000000.0,,,-5000000.0,,6532000000.0,-171000000.0,909000000.0,29000000.0,0.35,-44000000.0,3668000000,174000000.0,898081575.0,2261000000.0,6838000000.0,511000000.0,581000000,-295000000.0,,,6788000000.0,10297000000.0,2317000000.0,111000000.0,82000000.0,613000000.0,130000000.0,,3509000000.0,833000000.0,2089000000.0,154000000.0,2930000000.0,312000000.0,998000000.0,,312000000,312000000.0,-30000000.0,1816000000.0,3281000000.0,0.32,2372000000.0,,,271000000.0,-529000000.0,52000000.0,998000000.0,2372000000.0,996326642.0,,-20000000.0,122000000.0,-10000000.0,5191000000.0,282000000.0,,,,
2004-07-31,321000000.0,-267000000.0,631000000.0,,1240000000.0,1431000000.0,19000000.0,2372000000.0,49000000.0,5360000000.0,-11000000.0,,3188000000.0,124000000.0,563000000,-3611000000.0,,,-9000000.0,,6706000000.0,-259000000.0,484000000.0,64000000.0,0.22,-112000000.0,3721000000,81000000.0,901982212.0,2367000000.0,6799000000.0,318000000.0,415000000,-272000000.0,,,6898000000.0,10355000000.0,2015000000.0,126000000.0,31000000.0,613000000.0,-31000000.0,,3457000000.0,824000000.0,2290000000.0,148000000.0,2628000000.0,194000000.0,1016000000.0,,194000000,194000000.0,-65000000.0,2087000000.0,2982000000.0,0.21,2498000000.0,,,272000000.0,-207000000.0,44000000.0,1016000000.0,2498000000.0,1002743050.0,,-20000000.0,301000000.0,0.0,4995000000.0,269000000.0,,,,
2004-10-31,372000000.0,-523000000.0,374000000.0,,1439000000.0,1567000000.0,35000000.0,2498000000.0,49000000.0,5298000000.0,-1000000.0,,3193000000.0,169000000.0,619000000,-3684000000.0,,,-10000000.0,,6951000000.0,-335000000.0,514000000.0,10000000.0,0.29,-149000000.0,3980000000,219000000.0,902039162.0,2417000000.0,6877000000.0,434000000.0,467000000,-195000000.0,,,6765000000.0,10231000000.0,1893000000.0,-284000000.0,27000000.0,623000000.0,70000000.0,,3466000000.0,951000000.0,2413000000.0,152000000.0,2516000000.0,265000000.0,1100000000.0,,265000000,265000000.0,-10000000.0,2629000000.0,2728000000.0,0.28,2214000000.0,,,,-403000000.0,38000000.0,1100000000.0,2214000000.0,997620291.0,,-20000000.0,-179000000.0,346000000.0,4933000000.0,273000000.0,,,,
2005-01-31,413000000.0,820000000.0,374000000.0,,1240000000.0,1805000000.0,40000000.0,2214000000.0,49000000.0,4936000000.0,353000000.0,,3376000000.0,229000000.0,788000000,-3793000000.0,,,-56000000.0,-703000000.0,7181000000.0,-1031000000.0,817000000.0,27000000.0,,-137000000.0,4898000000,1146000000.0,,2242000000.0,7169000000.0,608000000.0,622000000,640000000.0,,,6304000000.0,10048000000.0,1886000000.0,31000000.0,78000000.0,984000000.0,1009000000.0,,3744000000.0,924000000.0,3093000000.0,166000000.0,2870000000.0,379000000.0,0.0,,379000000,379000000.0,0.0,1814000000.0,3062000000.0,,2245000000.0,,,,-674000000.0,33000000.0,1183000000.0,2245000000.0,,,-19000000.0,-84000000.0,-336000000.0,5112000000.0,368000000.0,,,,
2005-04-30,502000000.0,-106000000.0,293000000.0,,1175000000.0,1481000000.0,46000000.0,2245000000.0,54000000.0,6023000000.0,4000000.0,,3315000000.0,176000000.0,611000000,-3763000000.0,,,-35000000.0,-488000000.0,7430000000.0,-526000000.0,1254000000.0,24000000.0,0.33,-112000000.0,3626000000,225000000.0,888920000.0,2256000000.0,7078000000.0,467000000.0,465000000,-181000000.0,,,6035000000.0,9772000000.0,513000000.0,-891000000.0,168000000.0,980000000.0,113000000.0,,3737000000.0,913000000.0,2145000000.0,146000000.0,1493000000.0,291000000.0,1016000000.0,,291000000,291000000.0,0.0,1917000000.0,2608000000.0,0.31,1354000000.0,,,,-775000000.0,23000000.0,1016000000.0,1354000000.0,951862000.0,,-62000000.0,-590000000.0,0.0,3749000000.0,422000000.0,,,,
2005-07-31,537000000.0,-166000000.0,526000000.0,,1225000000.0,1385000000.0,35000000.0,1354000000.0,54000000.0,5380000000.0,864000000.0,,3283000000.0,171000000.0,555000000,-3793000000.0,,,-28000000.0,-996000000.0,7661000000.0,-985000000.0,1176000000.0,51000000.0,0.3,-147000000.0,3716000000,55000000.0,895817000.0,2033000000.0,7076000000.0,443000000.0,428000000,-274000000.0,,,5150000000.0,8863000000.0,513000000.0,-91000000.0,50000000.0,937000000.0,-92000000.0,,3713000000.0,758000000.0,2331000000.0,127000000.0,1450000000.0,272000000.0,957000000.0,,272000000,272000000.0,0.0,2077000000.0,2439000000.0,0.3,1263000000.0,,,,-394000000.0,8000000.0,957000000.0,1263000000.0,905190000.0,,-40000000.0,849000000.0,0.0,3483000000.0,430000000.0,,,,
2005-10-31,594000000.0,-465000000.0,631000000.0,,1373000000.0,1363000000.0,38000000.0,1263000000.0,54000000.0,5389000000.0,103000000.0,,3289000000.0,139000000.0,491000000,-3775000000.0,,,-23000000.0,-189000000.0,7834000000.0,-213000000.0,840000000.0,15000000.0,0.24,-189000000.0,3860000000,48000000.0,875086000.0,2236000000.0,7064000000.0,351000000.0,340000000,-305000000.0,,,5427000000.0,9071000000.0,513000000.0,109000000.0,36000000.0,933000000.0,-141000000.0,,3644000000.0,827000000.0,2497000000.0,151000000.0,1446000000.0,212000000.0,1023000000.0,,212000000,212000000.0,0.0,2546000000.0,2212000000.0,0.24,1372000000.0,,,,-295000000.0,8000000.0,1023000000.0,1372000000.0,881714000.0,,-39000000.0,271000000.0,0.0,3682000000.0,355000000.0,,,,
2006-01-31,501000000.0,851000000.0,295000000.0,,1132000000.0,1641000000.0,46000000.0,1372000000.0,54000000.0,5425000000.0,11000000.0,,3246000000.0,193000000.0,713000000,-3712000000.0,,,40000000.0,-298000000.0,8133000000.0,-316000000.0,952000000.0,20000000.0,,-152000000.0,4821000000,1223000000.0,,1942000000.0,6958000000.0,531000000.0,512000000,647000000.0,,,5239000000.0,8821000000.0,513000000.0,663000000.0,85000000.0,941000000.0,1071000000.0,,3582000000.0,725000000.0,3180000000.0,201000000.0,1454000000.0,338000000.0,0.0,,338000000,338000000.0,0.0,1696000000.0,2987000000.0,,2035000000.0,,,,-404000000.0,7000000.0,1129000000.0,2035000000.0,,,-38000000.0,-244000000.0,0.0,3396000000.0,336000000.0,,,,
2006-04-30,570000000.0,-203000000.0,518000000.0,,1236000000.0,1382000000.0,70000000.0,2035000000.0,54000000.0,5279000000.0,10000000.0,,3205000000.0,152000000.0,508000000,-3862000000.0,,1000000.0,-23000000.0,-382000000.0,8307000000.0,-408000000.0,999000000.0,40000000.0,0.28,-91000000.0,3441000000,316000000.0,852739000.0,2178000000.0,7067000000.0,394000000.0,373000000,-51000000.0,,,5346000000.0,8899000000.0,513000000.0,-213000000.0,154000000.0,929000000.0,225000000.0,,3553000000.0,788000000.0,2059000000.0,135000000.0,1442000000.0,242000000.0,1009000000.0,,242000000,242000000.0,0.0,1906000000.0,2821000000.0,0.28,1822000000.0,,,,-565000000.0,10000000.0,1009000000.0,1822000000.0,860681000.0,,-68000000.0,-128000000.0,2000000.0,3620000000.0,348000000.0,,,,
2006-07-31,623000000.0,-112000000.0,560000000.0,,1417000000.0,1223000000.0,80000000.0,1822000000.0,54000000.0,5283000000.0,-15000000.0,,3193000000.0,77000000.0,324000000,-3193000000.0,,22000000.0,12000000.0,-105000000.0,8368000000.0,-155000000.0,812000000.0,16000000.0,0.15,-142000000.0,3716000000,217000000.0,835060000.0,2237000000.0,6386000000.0,205000000.0,184000000,-73000000.0,,,5429000000.0,8968000000.0,513000000.0,155000000.0,24000000.0,935000000.0,75000000.0,,3539000000.0,796000000.0,2493000000.0,140000000.0,1448000000.0,128000000.0,1039000000.0,,128000000,128000000.0,0.0,2017000000.0,2789000000.0,0.15,1977000000.0,,,,-309000000.0,11000000.0,1039000000.0,1977000000.0,841941000.0,,-67000000.0,94000000.0,1000000.0,3685000000.0,346000000.0,,,,
2006-10-31,546000000.0,-598000000.0,466000000.0,,1613000000.0,1441000000.0,80000000.0,1977000000.0,54000000.0,5193000000.0,0.0,,3245000000.0,103000000.0,397000000,-4004000000.0,,4000000.0,-64000000.0,-284000000.0,8491000000.0,-296000000.0,673000000.0,53000000.0,0.23,-173000000.0,3856000000,87000000.0,825359000.0,2899000000.0,7249000000.0,292000000.0,268000000,-171000000.0,,,5589000000.0,9207000000.0,188000000.0,-224000000.0,35000000.0,927000000.0,-86000000.0,,3618000000.0,926000000.0,2415000000.0,129000000.0,1115000000.0,189000000.0,1173000000.0,,189000000,189000000.0,0.0,2617000000.0,2426000000.0,0.23,1753000000.0,,,325000000.0,-331000000.0,9000000.0,1173000000.0,1753000000.0,832435000.0,,-66000000.0,-16000000.0,1000000.0,4014000000.0,373000000.0,,,,
2007-01-31,589000000.0,816000000.0,297000000.0,,1109000000.0,1603000000.0,77000000.0,1753000000.0,55000000.0,5174000000.0,24000000.0,,3197000000.0,154000000.0,475000000,-3938000000.0,,40000000.0,34000000.0,-279000000.0,8646000000.0,-243000000.0,570000000.0,,,-166000000.0,4930000000,630000000.0,,2272000000.0,7135000000.0,373000000.0,349000000,211000000.0,,,5029000000.0,8544000000.0,188000000.0,277000000.0,16000000.0,910000000.0,464000000.0,,3515000000.0,822000000.0,3327000000.0,126000000.0,1098000000.0,219000000.0,0.0,,219000000,219000000.0,0.0,1796000000.0,2600000000.0,,2030000000.0,,,325000000.0,-255000000.0,11000000.0,1254000000.0,2030000000.0,,,-64000000.0,-100000000.0,209000000.0,3370000000.0,318000000.0,,,,
2007-04-30,680000000.0,-9000000.0,393000000.0,,1070000000.0,1354000000.0,83000000.0,2030000000.0,55000000.0,5327000000.0,7000000.0,,3153000000.0,105000000.0,394000000,-4079000000.0,,44000000.0,-123000000.0,,8755000000.0,-33000000.0,522000000.0,30000000.0,0.22,-122000000.0,3558000000,281000000.0,815401000.0,2268000000.0,7232000000.0,283000000.0,260000000,48000000.0,,,5281000000.0,8849000000.0,188000000.0,192000000.0,70000000.0,1066000000.0,159000000.0,,3568000000.0,802000000.0,2204000000.0,134000000.0,1254000000.0,178000000.0,1094000000.0,,178000000,178000000.0,0.0,1814000000.0,2744000000.0,0.22,2222000000.0,,,326000000.0,-345000000.0,10000000.0,1094000000.0,2222000000.0,818682000.0,,-65000000.0,-67000000.0,2000000.0,3522000000.0,415000000.0,,,,
2007-07-31,683000000.0,-148000000.0,409000000.0,,1333000000.0,1264000000.0,83000000.0,2222000000.0,55000000.0,5251000000.0,-7000000.0,,3234000000.0,93000000.0,358000000,-4098000000.0,,23000000.0,-23000000.0,,8842000000.0,-240000000.0,487000000.0,24000000.0,0.19,-200000000.0,3685000000,388000000.0,813737000.0,2525000000.0,7332000000.0,251000000.0,225000000,102000000.0,,,5390000000.0,9076000000.0,188000000.0,-13000000.0,5000000.0,1112000000.0,188000000.0,,3686000000.0,861000000.0,2421000000.0,133000000.0,1300000000.0,152000000.0,0.0,,158000000,152000000.0,0.0,1969000000.0,2696000000.0,0.19,2209000000.0,,,326000000.0,-374000000.0,10000000.0,1039000000.0,2209000000.0,816765000.0,,-65000000.0,-172000000.0,1000000.0,3825000000.0,452000000.0,,,,
2007-10-31,682000000.0,-488000000.0,322000000.0,,1681000000.0,1447000000.0,106000000.0,2209000000.0,55000000.0,4610000000.0,-2000000.0,,3302000000.0,156000000.0,508000000,-4196000000.0,,9000000.0,-3000000.0,-850000000.0,9018000000.0,-1205000000.0,165000000.0,32000000.0,0.3,-197000000.0,3854000000,334000000.0,788000000.0,2714000000.0,7498000000.0,395000000.0,368000000,-49000000.0,,,4861000000.0,8584000000.0,188000000.0,-718000000.0,25000000.0,1072000000.0,137000000.0,,3723000000.0,1008000000.0,2407000000.0,140000000.0,1260000000.0,238000000.0,0.0,,239000000,238000000.0,0.0,2480000000.0,1656000000.0,0.3,1491000000.0,,,,0.0,1000000.0,1079000000.0,1491000000.0,791000000.0,,-62000000.0,134000000.0,1000000.0,3974000000.0,421000000.0,,,,
2008-01-31,572000000.0,897000000.0,163000000.0,,1006000000.0,1626000000.0,125000000.0,1491000000.0,55000000.0,4274000000.0,6000000.0,,3267000000.0,168000000.0,558000000,-4053000000.0,,31000000.0,98000000.0,-650000000.0,9223000000.0,-668000000.0,177000000.0,,,-163000000.0,4675000000,1078000000.0,,2433000000.0,7320000000.0,433000000.0,418000000,544000000.0,,,4086000000.0,7838000000.0,50000000.0,233000000.0,879000000.0,1081000000.0,915000000.0,,3752000000.0,410000000.0,3049000000.0,140000000.0,1131000000.0,265000000.0,0.0,,265000000,265000000.0,0.0,1575000000.0,1901000000.0,,1724000000.0,,,138000000.0,-175000000.0,5000000.0,1208000000.0,1724000000.0,,,-60000000.0,-169000000.0,128000000.0,3564000000.0,485000000.0,,,,
2008-04-30,635000000.0,19000000.0,177000000.0,,960000000.0,1342000000.0,138000000.0,1724000000.0,55000000.0,4313000000.0,2000000.0,,3207000000.0,159000000.0,522000000,-4190000000.0,,32000000.0,-18000000.0,-196000000.0,9410000000.0,-219000000.0,,36000000.0,0.34,-114000000.0,3384000000,176000000.0,733000000.0,2278000000.0,7397000000.0,408000000.0,383000000,-226000000.0,,,3970000000.0,7648000000.0,,20000000.0,98000000.0,,62000000.0,,3678000000.0,1032000000.0,2042000000.0,139000000.0,1057000000.0,249000000.0,0.0,,249000000,249000000.0,0.0,1555000000.0,1744000000.0,0.34,1744000000.0,,,188000000.0,,,959000000.0,1744000000.0,736000000.0,,-62000000.0,65000000.0,3000000.0,3335000000.0,471000000.0,,,,
2008-07-31,693000000.0,-147000000.0,0.0,,1227000000.0,1338000000.0,142000000.0,1744000000.0,55000000.0,4224000000.0,-2000000.0,,3129000000.0,148000000.0,515000000,-4285000000.0,,25000000.0,16000000.0,-304000000.0,9578000000.0,-357000000.0,74000000.0,8000000.0,0.32,-94000000.0,3499000000,386000000.0,717000000.0,2437000000.0,7414000000.0,377000000.0,373000000,-26000000.0,,,4106000000.0,7702000000.0,,-138000000.0,10000000.0,,292000000.0,,3596000000.0,1012000000.0,2161000000.0,142000000.0,1041000000.0,229000000.0,0.0,,229000000,229000000.0,0.0,1700000000.0,1680000000.0,0.32,1606000000.0,,,188000000.0,,6000000.0,965000000.0,1606000000.0,719000000.0,,-61000000.0,-166000000.0,0.0,3478000000.0,467000000.0,,,,
2008-10-31,740000000.0,-539000000.0,0.0,,1578000000.0,1378000000.0,116000000.0,1606000000.0,55000000.0,4325000000.0,-140000000.0,,3016000000.0,152000000.0,535000000,-4288000000.0,,28000000.0,24000000.0,-93000000.0,9765000000.0,-125000000.0,75000000.0,25000000.0,0.35,-107000000.0,3561000000,272000000.0,709000000.0,2843000000.0,7304000000.0,398000000.0,394000000,-167000000.0,,,4557000000.0,8186000000.0,,-126000000.0,25000000.0,,165000000.0,,3629000000.0,1052000000.0,2183000000.0,141000000.0,1018000000.0,246000000.0,0.0,,246000000,246000000.0,0.0,2224000000.0,1555000000.0,0.35,1480000000.0,,,188000000.0,0.0,5000000.0,984000000.0,1480000000.0,712000000.0,,-60000000.0,-252000000.0,3000000.0,3861000000.0,613000000.0,,,,
2009-01-31,743000000.0,718000000.0,74000000.0,,975000000.0,1389000000.0,123000000.0,1480000000.0,55000000.0,4387000000.0,-3000000.0,,2933000000.0,158000000.0,544000000,-4312000000.0,,30000000.0,-12000000.0,-112000000.0,9947000000.0,-304000000.0,,,,-116000000.0,4082000000,578000000.0,,2158000000.0,7245000000.0,401000000.0,398000000,171000000.0,,,4005000000.0,7564000000.0,,235000000.0,57000000.0,,462000000.0,,3559000000.0,1076000000.0,2693000000.0,146000000.0,1019000000.0,243000000.0,0.0,,243000000,243000000.0,0.0,1506000000.0,1715000000.0,,1715000000.0,,,50000000.0,0.0,,991000000.0,1715000000.0,,,-60000000.0,-45000000.0,75000000.0,3177000000.0,626000000.0,,,,
2009-04-30,647000000.0,110000000.0,0.0,-155000000.0,812000000.0,1239000000.0,116000000.0,1715000000.0,55000000.0,4540000000.0,18000000.0,-50000000.0,2820000000.0,138000000.0,498000000,-4441000000.0,12000000.0,-16000000.0,-2000000.0,-45000000.0,10103000000.0,-154000000.0,,,0.31,-63000000.0,3127000000,202000000.0,695000000.0,1685000000.0,7261000000.0,353000000.0,353000000,-150000000.0,9000000.0,,3769000000.0,7221000000.0,,-7000000.0,0.0,,139000000.0,,3452000000.0,864000000.0,1888000000.0,143000000.0,996000000.0,215000000.0,,,215000000,215000000.0,0.0,1393000000.0,1708000000.0,0.31,1708000000.0,,,0.0,,2000000.0,886000000.0,1708000000.0,697000000.0,,-59000000.0,-45000000.0,0.0,2681000000.0,632000000.0,,,,
2009-07-31,651000000.0,-65000000.0,0.0,204000000.0,1038000000.0,1288000000.0,130000000.0,1708000000.0,55000000.0,4745000000.0,0.0,0.0,2775000000.0,148000000.0,377000000,-4637000000.0,13000000.0,-8000000.0,2000000.0,0.0,10272000000.0,-49000000.0,100000000.0,,0.33,-68000000.0,3245000000,518000000.0,697000000.0,1971000000.0,7412000000.0,376000000.0,375000000,142000000.0,10000000.0,,4276000000.0,7705000000.0,,323000000.0,0.0,,450000000.0,,3429000000.0,923000000.0,1957000000.0,180000000.0,989000000.0,228000000.0,,99000000.0,228000000,228000000.0,2000000.0,1473000000.0,2131000000.0,0.33,2031000000.0,,,0.0,,1000000.0,913000000.0,2031000000.0,700000000.0,63000000.0,-59000000.0,-168000000.0,10000000.0,2960000000.0,654000000.0,,,,
2009-10-31,636000000.0,-523000000.0,25000000.0,370000000.0,1418000000.0,1524000000.0,153000000.0,2031000000.0,55000000.0,4981000000.0,1000000.0,0.0,2717000000.0,193000000.0,647000000,-4733000000.0,23000000.0,-42000000.0,1000000.0,-61000000.0,10519000000.0,-81000000.0,225000000.0,,0.44,-90000000.0,3589000000,432000000.0,698000000.0,2474000000.0,7450000000.0,500000000.0,500000000,-471000000.0,6000000.0,,5054000000.0,8430000000.0,,142000000.0,0.0,,342000000.0,,3376000000.0,1050000000.0,2065000000.0,147000000.0,975000000.0,307000000.0,,99000000.0,307000000,307000000.0,0.0,1999000000.0,2398000000.0,0.44,2173000000.0,,,0.0,-150000000.0,0.0,1024000000.0,2173000000.0,704000000.0,62000000.0,-60000000.0,-214000000.0,40000000.0,3449000000.0,659000000.0,,,,
2010-01-31,143000000.0,521000000.0,100000000.0,-379000000.0,1027000000.0,1673000000.0,155000000.0,2173000000.0,55000000.0,4891000000.0,2000000.0,0.0,2628000000.0,235000000.0,753000000,-4799000000.0,16000000.0,80000000.0,-51000000.0,-441000000.0,10815000000.0,-487000000.0,225000000.0,,,-113000000.0,4236000000,776000000.0,,2131000000.0,7427000000.0,587000000.0,587000000,238000000.0,41000000.0,0.0,4664000000.0,7985000000.0,,175000000.0,0.0,,663000000.0,,3321000000.0,1063000000.0,2563000000.0,164000000.0,963000000.0,352000000.0,,99000000.0,352000000,352000000.0,0.0,1477000000.0,2573000000.0,,2348000000.0,,,0.0,-100000000.0,2000000.0,1086000000.0,2348000000.0,,61000000.0,-56000000.0,-110000000.0,10000000.0,3094000000.0,533000000.0,,,,
2010-04-30,632000000.0,-58000000.0,125000000.0,16000000.0,1052000000.0,1401000000.0,146000000.0,2348000000.0,55000000.0,4907000000.0,2000000.0,0.0,2585000000.0,183000000.0,643000000,-4832000000.0,27000000.0,20000000.0,-14000000.0,-299000000.0,11050000000.0,-313000000.0,425000000.0,,0.45,-107000000.0,3329000000,329000000.0,668000000.0,2091000000.0,7417000000.0,485000000.0,474000000,-120000000.0,145000000.0,,4664000000.0,7945000000.0,,-292000000.0,0.0,,222000000.0,,3281000000.0,894000000.0,1928000000.0,147000000.0,947000000.0,302000000.0,,99000000.0,302000000,302000000.0,22000000.0,1534000000.0,2481000000.0,0.45,2056000000.0,,,,-325000000.0,11000000.0,927000000.0,2056000000.0,676000000.0,60000000.0,-67000000.0,-305000000.0,8000000.0,3038000000.0,696000000.0,,,,
2010-07-31,718000000.0,-92000000.0,150000000.0,82000000.0,1141000000.0,1314000000.0,167000000.0,2056000000.0,55000000.0,4327000000.0,-7000000.0,0.0,2565000000.0,164000000.0,541000000,-4934000000.0,18000000.0,14000000.0,-31000000.0,-799000000.0,11221000000.0,-852000000.0,350000000.0,,0.36,-141000000.0,3317000000,211000000.0,646000000.0,2029000000.0,7499000000.0,398000000.0,397000000,-30000000.0,16000000.0,,4053000000.0,7308000000.0,,-703000000.0,0.0,,70000000.0,,3255000000.0,872000000.0,2003000000.0,142000000.0,952000000.0,234000000.0,,99000000.0,234000000,234000000.0,2000000.0,1632000000.0,1703000000.0,0.36,1353000000.0,,,,-75000000.0,1000000.0,917000000.0,1353000000.0,651000000.0,59000000.0,-63000000.0,-73000000.0,55000000.0,2981000000.0,690000000.0,,,,
2010-10-31,663000000.0,-516000000.0,150000000.0,285000000.0,1438000000.0,1505000000.0,183000000.0,1353000000.0,55000000.0,4344000000.0,8000000.0,0.0,2587000000.0,199000000.0,644000000,-5021000000.0,16000000.0,10000000.0,43000000.0,-254000000.0,11462000000.0,-305000000.0,251000000.0,,0.49,-165000000.0,3654000000,396000000.0,622000000.0,2412000000.0,7608000000.0,502000000.0,504000000,-182000000.0,11000000.0,,4477000000.0,7728000000.0,,50000000.0,0.0,,231000000.0,,3251000000.0,963000000.0,2149000000.0,140000000.0,972000000.0,303000000.0,,99000000.0,303000000,303000000.0,0.0,2160000000.0,1654000000.0,0.48,1403000000.0,,,,-50000000.0,2000000.0,1001000000.0,1403000000.0,626000000.0,58000000.0,-62000000.0,-57000000.0,8000000.0,3384000000.0,664000000.0,,,,
2011-01-31,98000000.0,539000000.0,175000000.0,-390000000.0,1049000000.0,1669000000.0,185000000.0,1403000000.0,55000000.0,4080000000.0,0.0,-3000000.0,2563000000.0,232000000.0,753000000,-5010000000.0,16000000.0,22000000.0,95000000.0,-607000000.0,11767000000.0,-657000000.0,100000000.0,,,-144000000.0,4364000000,808000000.0,,2095000000.0,7573000000.0,597000000.0,593000000,179000000.0,50000000.0,,3926000000.0,7065000000.0,890000000.0,158000000.0,0.0,0.0,664000000.0,205000000.0,3139000000.0,996000000.0,2695000000.0,156000000.0,890000000.0,365000000.0,,99000000.0,365000000,365000000.0,0.0,1620000000.0,1661000000.0,,1561000000.0,,,,-25000000.0,0.0,1076000000.0,1561000000.0,,57000000.0,-60000000.0,6000000.0,-60000000.0,2985000000.0,420000000.0,,,,
2011-04-30,690000000.0,-80000000.0,50000000.0,-7000000.0,1053000000.0,1304000000.0,200000000.0,1561000000.0,55000000.0,3771000000.0,-2000000.0,,2559000000.0,148000000.0,515000000,-5111000000.0,17000000.0,-51000000.0,2000000.0,-518000000.0,11934000000.0,689000000.0,50000000.0,,0.4,-127000000.0,3295000000,231000000.0,583000000.0,2090000000.0,7670000000.0,381000000.0,386000000,-80000000.0,85000000.0,,4870000000.0,8027000000.0,1246000000.0,856000000.0,0.0,0.0,104000000.0,,3157000000.0,952000000.0,1991000000.0,129000000.0,2166000000.0,233000000.0,,99000000.0,233000000,233000000.0,0.0,1713000000.0,2467000000.0,0.4,2417000000.0,,,,0.0,6000000.0,918000000.0,2417000000.0,588000000.0,56000000.0,-66000000.0,-79000000.0,-1000000.0,4256000000.0,598000000.0,,,,
2011-07-31,752000000.0,-35000000.0,25000000.0,105000000.0,1161000000.0,1251000000.0,214000000.0,2417000000.0,55000000.0,3124000000.0,-1000000.0,,2560000000.0,124000000.0,460000000,-5166000000.0,17000000.0,470000000.0,49000000.0,-842000000.0,12063000000.0,-489000000.0,75000000.0,,0.35,-134000000.0,3386000000,328000000.0,542000000.0,2158000000.0,7726000000.0,313000000.0,334000000,-35000000.0,2000000.0,,4681000000.0,7806000000.0,1606000000.0,-313000000.0,0.0,0.0,194000000.0,,3125000000.0,955000000.0,2135000000.0,126000000.0,2524000000.0,189000000.0,,99000000.0,189000000,189000000.0,0.0,1750000000.0,2179000000.0,0.35,2104000000.0,,,40000000.0,-50000000.0,22000000.0,917000000.0,2104000000.0,545000000.0,55000000.0,-60000000.0,-160000000.0,1000000.0,4682000000.0,565000000.0,,,,
2011-10-31,815000000.0,-579000000.0,50000000.0,324000000.0,1472000000.0,1314000000.0,226000000.0,2104000000.0,55000000.0,2659000000.0,-1000000.0,,2550000000.0,132000000.0,473000000,-5202000000.0,16000000.0,531000000.0,31000000.0,-653000000.0,12201000000.0,-684000000.0,25000000.0,,0.38,-155000000.0,3585000000,79000000.0,503000000.0,2482000000.0,7752000000.0,325000000.0,346000000,-579000000.0,1000000.0,,4554000000.0,7657000000.0,1606000000.0,-712000000.0,0.0,0.0,-76000000.0,,3103000000.0,957000000.0,2271000000.0,127000000.0,2516000000.0,193000000.0,,99000000.0,193000000,193000000.0,0.0,2322000000.0,1417000000.0,0.38,1392000000.0,,,52000000.0,0.0,22000000.0,968000000.0,1392000000.0,505000000.0,55000000.0,-55000000.0,-106000000.0,0.0,4998000000.0,553000000.0,,,,
