date,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetIncomeCommonStockholders,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyPurchaseOfInvestment,quarterlyChangeInAccountPayable
2014-12-31,29000000.0,1.74,0.0,-90000000.0,-50000000.0,,2078000000.0,683000000.0,2224000000.0,1264000000.0,-3650000000.0,542000000.0,8120000000.0,662000000.0,-6110000000.0,-503000000.0,198000000.0,74000000.0,8698000000.0,44000000.0,1056000000,335000000.0,-275000000.0,-113000000.0,229000000.0,,,13227000000.0,14808000000.0,336000000.0,6042000000.0,10351000000.0,598000000.0,-86000000.0,-573000000.0,1143000000.0,4472000000,798000000,7606000000.0,847000000.0,1261000000.0,25917000000.0,0.0,2803000000.0,1335000000.0,2248000000.0,547000000.0,15566000000.0,11719000000.0,1.76,3874000000.0,524000000,953000000.0,1091000000.0,,2925000000.0,953000000.0,2925000000.0,9000000.0,3559000000.0,-171000000.0,1426000000.0,-282000000.0,2925000000.0,2079000000.0,3000000.0,1699000000.0,36000000.0,258000000.0,17761000000.0,35000000.0,515000000.0,570000000.0,,,,
2015-03-31,-207000000.0,0.78,0.0,12000000.0,0.0,,2925000000.0,683000000.0,1801000000.0,3749000000.0,-4709000000.0,543000000.0,7258000000.0,-14000000.0,-5874000000.0,-618000000.0,-100000000.0,110000000.0,8492000000.0,39000000.0,486000000,300000000.0,384000000.0,46000000.0,-648000000.0,,,13352000000.0,14366000000.0,,6074000000.0,9734000000.0,530000000.0,-249000000.0,-521000000.0,96000000.0,3764000000,486000000,7680000000.0,-395000000.0,3819000000.0,24861000000.0,0.0,2599000000.0,,1963000000.0,548000000.0,15127000000.0,11499000000.0,0.79,3694000000.0,420000000,430000000.0,1015000000.0,,2530000000.0,430000000.0,2530000000.0,,3501000000.0,74000000.0,1315000000.0,-282000000.0,2530000000.0,2068000000.0,-770000000.0,2325000000.0,35000000.0,247000000.0,17573000000.0,23000000.0,873000000.0,-425000000.0,,,,
2015-06-30,-232000000.0,0.6,0.0,,0.0,,2530000000.0,683000000.0,1920000000.0,4148000000.0,-4146000000.0,544000000.0,7988000000.0,16000000.0,-6179000000.0,-326000000.0,121000000.0,132000000.0,8967000000.0,48000000.0,435000000,388000000.0,4072000000.0,5000000.0,-136000000.0,,,13389000000.0,15146000000.0,,6312000000.0,14497000000.0,468000000.0,-92000000.0,-500000000.0,696000000.0,3893000000,435000000,12054000000.0,4150000000.0,3628000000.0,30015000000.0,0.0,2852000000.0,,1973000000.0,549000000.0,15518000000.0,15682000000.0,0.61,3792000000.0,336000000,332000000.0,1097000000.0,,6680000000.0,332000000.0,6680000000.0,,3842000000.0,67000000.0,1485000000.0,-282000000.0,6680000000.0,2084000000.0,-590000000.0,2164000000.0,40000000.0,250000000.0,21994000000.0,69000000.0,675000000.0,196000000.0,,,,
2015-09-30,234000000.0,0.001821,210000000.0,,0.0,,6680000000.0,683000000.0,1034000000.0,3000000000.0,-617000000.0,546000000.0,7824000000.0,-892000000.0,-4626000000.0,-2769000000.0,-80000000.0,-35000000.0,4338000000.0,9000000.0,92000000,148000000.0,-4585000000.0,12000000.0,344000000.0,,4156000000.0,9578000000.0,8964000000.0,,5981000000.0,11138000000.0,-33000000.0,314000000.0,363000000.0,131000000.0,2487000000,92000000,3791000000.0,-4710000000.0,2555000000.0,20172000000.0,43000000.0,1772000000.0,,1453000000.0,549000000.0,9034000000.0,6346000000.0,0.001832,2720000000.0,2000000,1000000.0,794000000.0,,6126000000.0,1000000.0,1970000000.0,,1696000000.0,-91000000.0,942000000.0,-283000000.0,1970000000.0,1408000000.0,-215000000.0,2938000000.0,38000000.0,96000000.0,12327000000.0,-2079000000.0,568000000.0,494000000.0,,,,
2015-12-31,87000000.0,0.37,435000000.0,,0.0,,1970000000.0,683000000.0,1072000000.0,716000000.0,224000000.0,547000000.0,8846000000.0,28000000.0,-4604000000.0,-63000000.0,56000000.0,15000000.0,4386000000.0,30000000.0,178000000,161000000.0,-228000000.0,-113000000.0,124000000.0,,5148000000.0,9683000000.0,8990000000.0,453000000.0,5750000000.0,11796000000.0,205000000.0,-7000000.0,-253000000.0,724000000.0,2603000000,178000000,3935000000.0,243000000.0,147000000.0,20975000000.0,46000000.0,1731000000.0,826000000.0,1531000000.0,550000000.0,9179000000.0,6360000000.0,0.37,2687000000.0,190000000,205000000.0,733000000.0,,7361000000.0,205000000.0,2213000000.0,,1604000000.0,59000000.0,894000000.0,-63000000.0,2213000000.0,1349000000.0,-232000000.0,2585000000.0,37000000.0,166000000.0,12110000000.0,23000000.0,227000000.0,471000000.0,,,,
2016-03-31,-26000000.0,6.12,111000000.0,,,,2213000000.0,683000000.0,965000000.0,2387000000.0,-3035000000.0,549000000.0,9019000000.0,3000000.0,-4731000000.0,-20000000.0,-3142000000.0,-58000000.0,4403000000.0,23000000.0,188000000,136000000.0,510000000.0,-71000000.0,-590000000.0,,1232000000.0,12923000000.0,9134000000.0,137000000.0,3823000000.0,8017000000.0,3329000000.0,-33000000.0,-184000000.0,-333000000.0,2375000000,188000000,2068000000.0,-2000000.0,2439000000.0,17350000000.0,10000000.0,1830000000.0,,1410000000.0,552000000.0,9333000000.0,4507000000.0,6.16,2727000000.0,3387000000,3380000000.0,641000000.0,,3443000000.0,3380000000.0,2211000000.0,,1682000000.0,3169000000.0,777000000.0,-63000000.0,2211000000.0,1359000000.0,-201000000.0,1289000000.0,33000000.0,189000000.0,8330000000.0,82000000.0,844000000.0,-517000000.0,,,,
2016-06-30,1000000.0,2.19,78000000.0,,,,2211000000.0,683000000.0,972000000.0,2537000000.0,-4204000000.0,548000000.0,8509000000.0,8000000.0,-4800000000.0,-246000000.0,-1007000000.0,6000000.0,4329000000.0,31000000.0,68000000,195000000.0,-182000000.0,-76000000.0,212000000.0,,0.0,14037000000.0,9129000000.0,108000000.0,3723000000.0,6823000000.0,1218000000.0,-9000000.0,-168000000.0,775000000.0,2585000000,68000000,2094000000.0,419000000.0,1655000000.0,15982000000.0,4000000.0,1813000000.0,,1613000000.0,553000000.0,9159000000.0,3749000000.0,2.21,2658000000.0,1212000000,1212000000.0,709000000.0,,2630000000.0,1212000000.0,2630000000.0,,1591000000.0,1161000000.0,904000000.0,-63000000.0,2630000000.0,1254000000.0,-169000000.0,1074000000.0,16000000.0,206000000.0,7472000000.0,96000000.0,918000000.0,607000000.0,,,,
2016-09-30,14000000.0,0.24,51000000.0,,,,2630000000.0,683000000.0,1071000000.0,2499000000.0,-4172000000.0,544000000.0,8677000000.0,6000000.0,-4931000000.0,-1133000000.0,235000000.0,1000000.0,4327000000.0,30000000.0,186000000,159000000.0,-372000000.0,-151000000.0,65000000.0,,0.0,14049000000.0,9258000000.0,98000000.0,2606000000.0,6589000000.0,128000000.0,-5000000.0,-167000000.0,499000000.0,2558000000,186000000,2834000000.0,-33000000.0,1691000000.0,15795000000.0,3000000.0,1739000000.0,,1487000000.0,551000000.0,9206000000.0,4525000000.0,0.24,2679000000.0,127000000,130000000.0,726000000.0,,2597000000.0,130000000.0,2597000000.0,,1568000000.0,-44000000.0,885000000.0,-71000000.0,2597000000.0,1180000000.0,-166000000.0,6000000.0,20000000.0,204000000.0,7131000000.0,78000000.0,1020000000.0,332000000.0,,,,
2016-12-31,91000000.0,,341000000.0,,-247000000.0,,2597000000.0,683000000.0,1102000000.0,791000000.0,-4556000000.0,,8290000000.0,20000000.0,-4873000000.0,2000000.0,58000000.0,39000000.0,4289000000.0,31000000.0,500000000,157000000.0,-280000000.0,-4000000.0,137000000.0,,0.0,14200000000.0,9162000000.0,126000000.0,2744000000.0,6574000000.0,279000000.0,-1000000.0,-200000000.0,713000000.0,2645000000,282000000,2779000000.0,204000000.0,128000000.0,15546000000.0,3000000.0,1691000000.0,867000000.0,1543000000.0,,8972000000.0,4522000000.0,,2595000000.0,240000000,243000000.0,663000000.0,93000000.0,2801000000.0,243000000.0,2801000000.0,,1430000000.0,10000000.0,820000000.0,-71000000.0,2801000000.0,1111000000.0,-179000000.0,3000000.0,20000000.0,201000000.0,7266000000.0,36000000.0,167000000.0,513000000.0,,,,
2017-03-31,-29000000.0,0.49,46000000.0,,-51000000.0,,2801000000.0,683000000.0,1042000000.0,2330000000.0,-4418000000.0,541000000.0,8686000000.0,12000000.0,-5062000000.0,0.0,-1000000.0,55000000.0,4274000000.0,18000000.0,344000000,128000000.0,-37000000.0,9000000.0,-318000000.0,111000000.0,,14323000000.0,9336000000.0,102000000.0,2438000000.0,6633000000.0,328000000.0,-6000000.0,-123000000.0,206000000.0,2475000000,344000000,2784000000.0,57000000.0,1762000000.0,15659000000.0,3000000.0,1646000000.0,,1433000000.0,551000000.0,9026000000.0,4546000000.0,0.5,2633000000.0,273000000,272000000.0,570000000.0,,2858000000.0,272000000.0,2858000000.0,,1480000000.0,-2000000.0,698000000.0,-70000000.0,2858000000.0,1091000000.0,-117000000.0,3000000.0,20000000.0,194000000.0,6984000000.0,84000000.0,1028000000.0,206000000.0,,,,
2017-06-30,-9000000.0,0.48,22000000.0,,-44000000.0,,2858000000.0,683000000.0,1130000000.0,2471000000.0,-4176000000.0,544000000.0,9175000000.0,-10000000.0,-5255000000.0,0.0,46000000.0,42000000.0,4337000000.0,28000000.0,339000000,156000000.0,603000000.0,-29000000.0,37000000.0,89000000.0,,14480000000.0,9592000000.0,83000000.0,2558000000.0,7704000000.0,306000000.0,-30000000.0,-156000000.0,529000000.0,2605000000,339000000,3454000000.0,959000000.0,1786000000.0,16963000000.0,1000000.0,1721000000.0,,1475000000.0,555000000.0,9259000000.0,5240000000.0,0.49,2746000000.0,264000000,265000000.0,635000000.0,,3817000000.0,265000000.0,3817000000.0,,1525000000.0,-20000000.0,791000000.0,-71000000.0,3817000000.0,1109000000.0,-196000000.0,3000000.0,21000000.0,184000000.0,7798000000.0,85000000.0,1067000000.0,373000000.0,,,,
2017-09-30,38000000.0,0.45,0.0,,-180000000.0,,3817000000.0,683000000.0,1128000000.0,2572000000.0,-3994000000.0,545000000.0,9466000000.0,0.0,-5466000000.0,0.0,24000000.0,42000000.0,4488000000.0,31000000.0,292000000,151000000.0,-175000000.0,-10000000.0,68000000.0,98000000.0,,14615000000.0,9954000000.0,87000000.0,2662000000.0,7448000000.0,290000000.0,-644000000.0,-131000000.0,605000000.0,2707000000,292000000,3495000000.0,-300000000.0,1925000000.0,17541000000.0,0.0,1748000000.0,,1579000000.0,557000000.0,10093000000.0,5420000000.0,0.46,3117000000.0,248000000,251000000.0,685000000.0,,3517000000.0,251000000.0,3517000000.0,,1550000000.0,12000000.0,836000000.0,-87000000.0,3517000000.0,1371000000.0,-775000000.0,3000000.0,22000000.0,184000000.0,8082000000.0,92000000.0,1117000000.0,474000000.0,,,,
2017-12-31,76000000.0,-0.13,368000000.0,,-289000000.0,,3517000000.0,683000000.0,1162000000.0,920000000.0,-4001000000.0,543000000.0,9124000000.0,8000000.0,-5560000000.0,-1000000.0,37000000.0,354000000.0,4588000000.0,30000000.0,283000000,182000000.0,-330000000.0,241000000.0,31000000.0,49000000.0,,14483000000.0,10148000000.0,85000000.0,2821000000.0,7263000000.0,293000000.0,-6000000.0,-224000000.0,494000000.0,2774000000,283000000,3509000000.0,-123000000.0,135000000.0,17111000000.0,0.0,1793000000.0,935000000.0,1612000000.0,556000000.0,9848000000.0,5174000000.0,-0.13,3099000000.0,-61000000,-71000000.0,697000000.0,280000000.0,3394000000.0,-71000000.0,3394000000.0,,1475000000.0,24000000.0,879000000.0,-87000000.0,3394000000.0,1374000000.0,-222000000.0,3000000.0,23000000.0,199000000.0,7995000000.0,47000000.0,192000000.0,270000000.0,,,,
2018-03-31,-56000000.0,0.71,,,-522000000.0,,3394000000.0,683000000.0,1114000000.0,2533000000.0,-3876000000.0,539000000.0,9099000000.0,,-5776000000.0,,-15000000.0,49000000.0,4614000000.0,20000000.0,352000000,140000000.0,-545000000.0,-33000000.0,-116000000.0,,,14734000000.0,10390000000.0,106000000.0,2642000000.0,6956000000.0,438000000.0,-219000000.0,-155000000.0,447000000.0,2677000000,352000000,3550000000.0,-447000000.0,1605000000.0,16890000000.0,,1807000000.0,,1563000000.0,551000000.0,9934000000.0,5155000000.0,0.72,3107000000.0,389000000,389000000.0,622000000.0,,2947000000.0,389000000.0,2947000000.0,,1581000000.0,98000000.0,762000000.0,-87000000.0,2947000000.0,1507000000.0,-155000000.0,3000000.0,22000000.0,192000000.0,7797000000.0,64000000.0,706000000.0,292000000.0,,,,
2018-06-30,-78000000.0,0.63,,,-259000000.0,,2947000000.0,683000000.0,1239000000.0,2524000000.0,-4199000000.0,535000000.0,8881000000.0,,-5702000000.0,,8000000.0,61000000.0,4531000000.0,34000000.0,384000000,174000000.0,-263000000.0,-18000000.0,-168000000.0,,,14966000000.0,10233000000.0,102000000.0,2629000000.0,6890000000.0,404000000.0,-9000000.0,-156000000.0,405000000.0,2842000000,384000000,3495000000.0,-90000000.0,1585000000.0,16578000000.0,,1783000000.0,,1603000000.0,547000000.0,9688000000.0,5080000000.0,0.64,2984000000.0,343000000,343000000.0,681000000.0,,2857000000.0,343000000.0,2857000000.0,,1622000000.0,31000000.0,855000000.0,-86000000.0,2857000000.0,1427000000.0,-165000000.0,3000000.0,24000000.0,195000000.0,7709000000.0,83000000.0,746000000.0,249000000.0,,,,
2018-09-30,-102000000.0,1.0,,,-247000000.0,,2857000000.0,683000000.0,1236000000.0,2592000000.0,-4239000000.0,534000000.0,9130000000.0,,-5803000000.0,-1000000.0,115000000.0,-138000000.0,4520000000.0,33000000.0,385000000,166000000.0,-287000000.0,-233000000.0,-187000000.0,,,15394000000.0,10323000000.0,109000000.0,2704000000.0,7028000000.0,406000000.0,-27000000.0,-157000000.0,489000000.0,2767000000,385000000,3485000000.0,3000000.0,1545000000.0,16847000000.0,,1826000000.0,,1531000000.0,546000000.0,9819000000.0,5030000000.0,1.02,2980000000.0,544000000,544000000.0,685000000.0,,2860000000.0,544000000.0,2860000000.0,,1718000000.0,32000000.0,851000000.0,-101000000.0,2860000000.0,1402000000.0,-176000000.0,3000000.0,24000000.0,207000000.0,7734000000.0,62000000.0,917000000.0,332000000.0,,,,
2018-12-31,39000000.0,0.65,413000000.0,,-1424000000.0,,2860000000.0,683000000.0,1192000000.0,1004000000.0,-4424000000.0,528000000.0,7794000000.0,,-5785000000.0,-3000000.0,44000000.0,91000000.0,4542000000.0,28000000.0,398000000,175000000.0,-1508000000.0,17000000.0,111000000.0,,,15626000000.0,10327000000.0,104000000.0,2836000000.0,5919000000.0,445000000.0,-13000000.0,-213000000.0,755000000.0,2841000000,398000000,3473000000.0,-1028000000.0,159000000.0,15641000000.0,,1812000000.0,918000000.0,1649000000.0,538000000.0,9722000000.0,4989000000.0,0.66,2958000000.0,354000000,348000000.0,629000000.0,205000000.0,1832000000.0,348000000.0,1832000000.0,,1653000000.0,58000000.0,794000000.0,-102000000.0,1832000000.0,1398000000.0,-223000000.0,4000000.0,23000000.0,191000000.0,7825000000.0,21000000.0,190000000.0,542000000.0,,,,
2019-03-31,-82000000.0,0.66,,,-597000000.0,,1832000000.0,683000000.0,1080000000.0,2529000000.0,-4562000000.0,512000000.0,7646000000.0,1000000.0,-5931000000.0,,34000000.0,44000000.0,5056000000.0,22000000.0,384000000,129000000.0,238000000.0,-6000000.0,-447000000.0,,,15970000000.0,10987000000.0,,3327000000.0,6087000000.0,391000000.0,-109000000.0,-198000000.0,142000000.0,2632000000,384000000,3451000000.0,76000000.0,1483000000.0,16350000000.0,,1802000000.0,,1552000000.0,522000000.0,10263000000.0,5354000000.0,0.68,2930000000.0,347000000,347000000.0,600000000.0,,1908000000.0,347000000.0,1908000000.0,,1751000000.0,25000000.0,696000000.0,-101000000.0,1908000000.0,1441000000.0,-306000000.0,798000000.0,25000000.0,195000000.0,8681000000.0,141000000.0,836000000.0,-56000000.0,,,,
2019-06-30,-9000000.0,0.66,,,-123000000.0,,1908000000.0,683000000.0,1159000000.0,2593000000.0,-4639000000.0,510000000.0,7812000000.0,0.0,-6052000000.0,,64000000.0,20000000.0,5129000000.0,35000000.0,355000000,166000000.0,730000000.0,-49000000.0,-157000000.0,,,16184000000.0,11181000000.0,,2597000000.0,7218000000.0,363000000.0,-2000000.0,-154000000.0,469000000.0,2840000000,355000000,5157000000.0,1017000000.0,1464000000.0,17544000000.0,,1885000000.0,,1681000000.0,519000000.0,10326000000.0,7111000000.0,0.67,2938000000.0,343000000,343000000.0,642000000.0,,2925000000.0,343000000.0,2925000000.0,,1757000000.0,28000000.0,804000000.0,-97000000.0,2925000000.0,1364000000.0,-156000000.0,4000000.0,28000000.0,198000000.0,9708000000.0,84000000.0,895000000.0,315000000.0,,,,
