date,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyEbitda,quarterlyDilutedEPS,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation
2017-06-30,1533000000.0,913313010.0,,-73000000.0,-499000000.0,287000000.0,1080000000.0,810000000.0,-85000000.0,1192000000.0,-569000000.0,913000000.0,930000000.0,11601000000.0,16000000.0,317000000.0,31427000000.0,,-12324000000.0,,-367000000.0,1291000000,0.55,11033000000.0,-355000000.0,827000000.0,53000000.0,523000000.0,-514000000.0,-152000000.0,31427000000.0,1672000000.0,2933000000,2630000000.0,95000000.0,1080000000,35861000000.0,33231000000.0,11806000000.0,1653000000.0,477000000.0,-310000000.0,1045000000.0,1015000000.0,1853000000.0,506000000.0,327000000.0,22588000000.0,924000000.0,1487000000.0,743000000.0,510000000,,510000000,510000000,-681000000.0,620000000.0,9737000000.0,428000000.0,-116000000.0,1097000000.0,620000000.0,137000000.0,19000000.0,-184000000.0,-470000000.0,0.558407,317000000.0,,-6000000.0,24260000000.0,9000000.0,,,,,
2017-09-30,1468000000.0,893723083.0,,25000000.0,-1006000000.0,465000000.0,877000000.0,905000000.0,96000000.0,1049000000.0,-561000000.0,894000000.0,620000000.0,10902000000.0,30000000.0,291000000.0,31579000000.0,-19000000.0,-12526000000.0,,456000000.0,1213000000,0.51,10327000000.0,471000000.0,750000000.0,49000000.0,1295000000.0,-507000000.0,-1212000000.0,31579000000.0,2075000000.0,2743000000,2172000000.0,322000000.0,877000000,35573000000.0,33401000000.0,11788000000.0,2056000000.0,113000000.0,-29000000.0,1019000000.0,981000000.0,1866000000.0,601000000.0,331000000.0,22596000000.0,906000000.0,1506000000.0,717000000.0,459000000,,459000000,459000000,-112000000.0,591000000.0,9789000000.0,392000000.0,5000000.0,704000000.0,591000000.0,132000000.0,19000000.0,-180000000.0,-100000000.0,0.513582,316000000.0,,-7000000.0,24671000000.0,788000000.0,,,,,
2017-12-31,1496000000.0,890000000.0,,8000000.0,-207000000.0,236000000.0,978000000.0,847000000.0,-61000000.0,859000000.0,-486000000.0,890000000.0,591000000.0,14721000000.0,63000000.0,-3157000000.0,31764000000.0,-1000000.0,-12560000000.0,,-235000000.0,1460000000,4.62,14084000000.0,-220000000.0,983000000.0,-3394000000.0,611000000.0,-578000000.0,-385000000.0,31764000000.0,1894000000.0,2863000000,1915000000.0,157000000.0,978000000,35739000000.0,33824000000.0,11790000000.0,1875000000.0,18000000.0,-190000000.0,916000000.0,970000000.0,1885000000.0,602000000.0,337000000.0,19124000000.0,896000000.0,1686000000.0,665000000.0,4140000000,63000000.0,4140000000,4140000000,-416000000.0,401000000.0,6418000000.0,372000000.0,145000000.0,419000000.0,401000000.0,140000000.0,19000000.0,-178000000.0,-137000000.0,4.651685,374000000.0,,1000000.0,21018000000.0,33000000.0,,,,,
2018-03-31,1552000000.0,875353546.0,,-50000000.0,-836000000.0,8000000.0,1019000000.0,905000000.0,64000000.0,,-585000000.0,875000000.0,401000000.0,14391000000.0,-8000000.0,217000000.0,31748000000.0,,-12355000000.0,,-49000000.0,1384000000,0.78,13873000000.0,-43000000.0,912000000.0,54000000.0,966000000.0,-368000000.0,929000000.0,31748000000.0,1891000000.0,2876000000,3542000000.0,,1019000000,37439000000.0,33897000000.0,13768000000.0,1872000000.0,10000000.0,1579000000.0,904000000.0,1045000000.0,1857000000.0,,323000000.0,21157000000.0,888000000.0,1714000000.0,,695000000,,695000000,695000000,-316000000.0,1980000000.0,6485000000.0,369000000.0,42000000.0,1990000000.0,1980000000.0,149000000.0,19000000.0,-194000000.0,0.0,0.793965,435000000.0,,-41000000.0,23048000000.0,598000000.0,,,,,
2018-06-30,1478000000.0,858810557.0,,3000000.0,-1064000000.0,4000000.0,1253000000.0,852000000.0,-53000000.0,,-581000000.0,859000000.0,1980000000.0,14023000000.0,0.0,267000000.0,31847000000.0,,-12459000000.0,,-140000000.0,1630000000,1.01,13604000000.0,-118000000.0,1144000000.0,44000000.0,1043000000.0,-455000000.0,-1264000000.0,31847000000.0,1732000000.0,3102000000,2881000000.0,,1253000000,36924000000.0,34043000000.0,13769000000.0,1713000000.0,83000000.0,-660000000.0,868000000.0,1036000000.0,1849000000.0,,329000000.0,21169000000.0,868000000.0,1741000000.0,,877000000,,877000000,877000000,-439000000.0,1320000000.0,6532000000.0,326000000.0,48000000.0,1403000000.0,1320000000.0,157000000.0,19000000.0,-190000000.0,-77000000.0,1.02118,455000000.0,,-10000000.0,22901000000.0,588000000.0,,,,,
2018-09-30,1506000000.0,844420361.0,,-50000000.0,-1016000000.0,3000000.0,1269000000.0,982000000.0,129000000.0,,-574000000.0,844000000.0,1320000000.0,13735000000.0,0.0,256000000.0,31871000000.0,-19000000.0,-12614000000.0,,196000000.0,1646000000,1.05,13320000000.0,195000000.0,1150000000.0,50000000.0,1397000000.0,-417000000.0,-1222000000.0,31871000000.0,1944000000.0,3129000000,2784000000.0,,1269000000,36861000000.0,34077000000.0,13754000000.0,1926000000.0,615000000.0,-657000000.0,844000000.0,1090000000.0,1860000000.0,,334000000.0,21182000000.0,854000000.0,1764000000.0,,894000000,,894000000,894000000,-832000000.0,663000000.0,6584000000.0,283000000.0,43000000.0,1278000000.0,663000000.0,162000000.0,18000000.0,-186000000.0,-534000000.0,1.058714,442000000.0,,-1000000.0,23126000000.0,980000000.0,,,,,
2018-12-31,1454000000.0,818000000.0,,51000000.0,-1755000000.0,490000000.0,1232000000.0,949000000.0,-36000000.0,,-661000000.0,818000000.0,663000000.0,12580000000.0,-19000000.0,255000000.0,31998000000.0,0.0,-12807000000.0,,-35000000.0,1614000000,1.01,12157000000.0,-26000000.0,1098000000.0,131000000.0,1235000000.0,-505000000.0,-943000000.0,31998000000.0,1915000000.0,3143000000,2565000000.0,,1232000000,36729000000.0,34164000000.0,14739000000.0,1897000000.0,253000000.0,195000000.0,805000000.0,828000000.0,1911000000.0,,345000000.0,22234000000.0,833000000.0,1779000000.0,,843000000,,843000000,843000000,-97000000.0,858000000.0,6690000000.0,263000000.0,37000000.0,1111000000.0,858000000.0,171000000.0,18000000.0,-181000000.0,-125000000.0,1.030562,387000000.0,,-7000000.0,24149000000.0,730000000.0,,,,,
2019-03-31,1469000000.0,809163666.0,,-56000000.0,-796000000.0,250000000.0,1200000000.0,1019000000.0,74000000.0,,-659000000.0,809000000.0,858000000.0,12445000000.0,-2000000.0,230000000.0,31988000000.0,,-12838000000.0,,4000000.0,1572000000,1.02,12011000000.0,18000000.0,1064000000.0,51000000.0,1173000000.0,-353000000.0,27000000.0,31988000000.0,1926000000.0,3013000000,3479000000.0,,1200000000,38154000000.0,34675000000.0,15748000000.0,1908000000.0,822000000.0,330000000.0,1292000000.0,874000000.0,1813000000.0,,330000000.0,23783000000.0,817000000.0,1793000000.0,,834000000,,834000000,834000000,-870000000.0,1188000000.0,6743000000.0,241000000.0,42000000.0,2010000000.0,1188000000.0,178000000.0,18000000.0,-195000000.0,-813000000.0,1.030694,894000000.0,,18000000.0,25709000000.0,820000000.0,,,,,
2019-06-30,1455000000.0,798175808.0,,-5000000.0,-860000000.0,560000000.0,1284000000.0,989000000.0,-35000000.0,,-655000000.0,798000000.0,1188000000.0,12290000000.0,-14000000.0,276000000.0,32019000000.0,,-12737000000.0,,-101000000.0,1667000000,1.08,11843000000.0,-94000000.0,1146000000.0,46000000.0,1094000000.0,-416000000.0,-1043000000.0,32019000000.0,2053000000.0,3061000000,3186000000.0,,1284000000,37924000000.0,34738000000.0,15522000000.0,1808000000.0,878000000.0,-335000000.0,1268000000.0,864000000.0,1777000000.0,,337000000.0,23581000000.0,807000000.0,1822000000.0,,870000000,,870000000,870000000,-386000000.0,853000000.0,6791000000.0,222000000.0,46000000.0,1731000000.0,853000000.0,184000000.0,245000000.0,-193000000.0,-614000000.0,1.089985,897000000.0,,10000000.0,25634000000.0,678000000.0,,,,,
2019-09-30,1402000000.0,782336546.0,,22000000.0,-1111000000.0,670000000.0,1260000000.0,1101000000.0,113000000.0,,-648000000.0,782000000.0,853000000.0,11879000000.0,35000000.0,269000000.0,32078000000.0,,-12934000000.0,,279000000.0,1649000000,1.08,11416000000.0,272000000.0,1125000000.0,89000000.0,1470000000.0,-422000000.0,-329000000.0,32078000000.0,2805000000.0,2978000000,3960000000.0,,1260000000,38795000000.0,34835000000.0,15992000000.0,2060000000.0,1037000000.0,668000000.0,1237000000.0,841000000.0,1718000000.0,,338000000.0,24111000000.0,792000000.0,1849000000.0,,856000000,,856000000,856000000,-473000000.0,1521000000.0,6882000000.0,235000000.0,51000000.0,2558000000.0,1521000000.0,186000000.0,745000000.0,-189000000.0,-828000000.0,1.094158,908000000.0,,-11000000.0,26916000000.0,1048000000.0,,,,,
2019-12-31,1324000000.0,777644212.0,,,-606000000.0,628000000.0,1130000000.0,,,,,,1521000000.0,11863000000.0,12000000.0,210000000.0,32168000000.0,-500000000.0,,,153000000.0,1514000000,0.99,,,981000000.0,87000000.0,1113000000.0,-466000000.0,-1303000000.0,32168000000.0,2151000000.0,2885000000,3278000000.0,,1130000000,38257000000.0,34979000000.0,15993000000.0,1906000000.0,996000000.0,-563000000.0,1289000000.0,,1755000000.0,,344000000.0,24243000000.0,778000000.0,1879000000.0,,771000000,,771000000,771000000,-373000000.0,958000000.0,6961000000.0,,40000000.0,1954000000.0,958000000.0,189000000.0,245000000.0,-186000000.0,-583000000.0,0.991456,932000000.0,,-11000000.0,26394000000.0,647000000.0,,,,,
