,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyGrossPPE,annualInterestExpense,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyChangeInInventory,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualCapitalExpenditure,trailingGrossProfit,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,quarterlyDilutedEPS,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,trailingTaxProvision,annualGrossProfit,annualTotalNonCurrentAssets,annualOtherCurrentAssets,annualBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,quarterlyOperatingIncome,annualChangeInInventory,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashDividendsPaid,annualPretaxIncome,trailingCashDividendsPaid,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualDilutedEPS,quarterlyResearchAndDevelopment,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,annualBasicAverageShares,quarterlyGoodwill,quarterlyAccountsReceivable,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOperatingIncome,quarterlyOperatingExpense,trailingTotalRevenue,trailingOtherIncomeExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualEndCashPosition,quarterlyCashDividendsPaid,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,annualEbitda,quarterlyCurrentDebt,annualDilutedAverageShares,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable
1167523200,,,,-33693000.0,,6508795000.0,85471000.0,,,,,276634000.0,-51033000.0,88274000.0,-2970500000.0,,-22332000.0,54383000.0,271064000.0,,262586000.0,2442877000.0,,,,,2037640000.0,40721000.0,,3666605000.0,1044647000.0,-11317000.0,6978000.0,1022778000.0,-394665000.0,959087000.0,,1060253000.0,66821000.0,537786000.0,146775000.0,,-455818000.0,,18107000.0,2042544000.0,5460221000.0,,2949000.0,15783000.0,937281000.0,,,,,1603565000.0,2442877000.0,859571000.0,,1836249000.0,413652000.0,279407000.0,3010307000.0,3538295000.0,,3417677000.0,3933537000.0,54383000.0,2.282247,280000000.0,-178470000.0,-122787000.0,1649943000.0,,968372000.0,-17807000.0,,2695820000.0,10000000.0,2037640000.0,,876003000.0,-419401000.0,-2970500000.0,2037640000.0,,362199000.0,,104679000.0,966279000.0,-725286000.0,1518111000.0,655202000.0,655202000.0,-1509099000.0,3006029000.0,,,194759000.0,,123379000.0,40721000.0,2.282247,,11595000.0,,275062000.0,,892835198.0,,606426000.0,3666605000.0,537786000.0,,6376414000.0,589690000.0,-1164370000.0,-25083000.0,,413652000.0,1518111000.0,3010307000.0,606426000.0,,,194759000.0,,-280000000.0,2059383000.0,,1836249000.0,271064000.0,3055478000.0,91881000.0,,,118107000.0,1302778000.0,118107000.0,280000000.0,,1022778000.0,-404887000.0,,76275000.0,,918099000.0,-14195000.0,859571000.0,2949000.0,1302778000.0,3538295000.0,1022778000.0,,3330540000.0,10000000.0,892835198.0,6508795000.0,1022778000.0,,21769000.0,4802000.0,123379000.0,,3933537000.0,655202000.0,,,6376414000.0,-4832000.0,,262586000.0,2695820000.0,843492000.0,-22332000.0,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,,6766876000.0,,,,,,-95942000.0,20246000.0,,,,-23288000.0,0.0,292983000.0,,,,,,,,,,,3699829000.0,861475000.0,,560000.0,888850000.0,-183859000.0,,,885274000.0,-42984000.0,,,,,,2227000.0,,,0.616734,,23799000.0,783947000.0,,,,,,2335402000.0,700552000.0,892835198.0,1869276000.0,,230674000.0,3057914000.0,3796376000.0,,,,,,380000000.0,,-85030000.0,1358337000.0,,787377000.0,,,,,,,,-502282000.0,-2970500000.0,,,,,-133928000.0,548597000.0,,,551682000.0,551682000.0,,,,,,,166853000.0,24052000.0,,,,,,,,,502701000.0,,373517000.0,,,473063000.0,,-518000.0,,456636000.0,1518172000.0,,,,,184251000.0,,,,,,,,97897000.0,,,,,117542000.0,,,,-500584000.0,,74098000.0,,1022778000.0,,,2949000.0,1268850000.0,,888850000.0,,,10000000.0,,,,-100000000.0,24840000.0,,,,3948051000.0,551682000.0,,,6283453000.0,-1698000.0,0.618053,34133000.0,2569828000.0,463567000.0,,892835198.0,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,6548964000.0,,,,,,-256971000.0,38094000.0,,,,-23286000.0,0.0,289709000.0,,,,,,,,,,,3973649000.0,1229668000.0,,-29212000.0,1013614000.0,-83785000.0,,,1255575000.0,-14566000.0,,,,,,19461000.0,,,0.811319,,25907000.0,1083271000.0,,,,,,2542053000.0,797625000.0,892847326.0,1742874000.0,,354416000.0,3342200000.0,3578464000.0,,,,,,340000000.0,,-93962000.0,1826462000.0,,1145202000.0,,,,,,,,-447872000.0,-2970500000.0,,,,,124764000.0,649164000.0,,,725962000.0,725962000.0,,,,,,,121475000.0,39881000.0,,,,,,,,,639044000.0,,308035000.0,,,570887000.0,,-50502000.0,,471202000.0,1363232000.0,,,,,258167000.0,,,,,,,,110373000.0,,,,,116968000.0,,,,-441683000.0,,84466000.0,,888850000.0,,,2949000.0,1353614000.0,,1013614000.0,,,160000000.0,,,,0.0,29505000.0,,,,3987291000.0,725962000.0,,,6529344000.0,-1189000.0,0.812968,291859000.0,2540499000.0,555202000.0,,892847326.0,,,,,,,,,,,,,,,,,,,,,
1191110400,,,-23187000.0,,,6553046000.0,,,,,,17812000.0,714000.0,,,,-23288000.0,0.0,264851000.0,,,,,,,,,,,4129971000.0,1015319000.0,,29543000.0,1195208000.0,-65730000.0,,,1038889000.0,8494000.0,,,,,,25094000.0,,,0.702483,,23570000.0,927110000.0,,,,,,2772784000.0,852693000.0,892850358.0,1750239000.0,,296109000.0,3498614000.0,3582546000.0,,,,,,320000000.0,,-72086000.0,1606414000.0,,933781000.0,,,,,,,,-473423000.0,-2970500000.0,,,,,181594000.0,728261000.0,,,627845000.0,627845000.0,,,,,,,189403000.0,26415000.0,,,,,,,,,678898000.0,,401427000.0,,,567525000.0,,-2721000.0,,462708000.0,1363293000.0,,,,,197543000.0,,,,,,,,105108000.0,,,,,116387000.0,,,,-471113000.0,,81538000.0,,1013614000.0,,,2949000.0,1515208000.0,,1195208000.0,,,160000000.0,,,,0.0,27478000.0,,,,3976482000.0,627845000.0,,,6749266000.0,-2310000.0,0.702483,277549000.0,2602932000.0,656175000.0,,892850358.0,,,,,,,,,,,,,,,,,,,,,
1199059200,,,270585000.0,66596000.0,,6774111000.0,108487000.0,,,,,370829000.0,7542000.0,98047000.0,-3205800000.0,,-26554000.0,124970000.0,255070000.0,,260936000.0,2635509000.0,,,,,2216370000.0,3870000.0,,3848120000.0,735360000.0,-7435000.0,-624000.0,1409272000.0,87395000.0,1185261000.0,,743559000.0,14424000.0,508250000.0,386494000.0,,-315741000.0,,-93205000.0,2162375000.0,6085672000.0,,2949000.0,24771000.0,617532000.0,,,,,2387715000.0,2635509000.0,927190000.0,,1788563000.0,448283000.0,304062000.0,3220857000.0,3568311000.0,,3923297000.0,3945049000.0,124970000.0,2.483427,117903000.0,35728000.0,-64663000.0,1294459000.0,,647564000.0,-34632000.0,,2715753000.0,160000000.0,2216370000.0,,1022778000.0,-664770000.0,-3205800000.0,2216370000.0,,409373000.0,,214064000.0,777434000.0,-245979000.0,1289754000.0,310881000.0,310881000.0,-2002312000.0,3411860000.0,,287398000.0,219501000.0,,279308000.0,3870000.0,2.483427,,-46423000.0,,327898000.0,,892850358.0,,462778000.0,3848120000.0,508250000.0,,6580558000.0,550900000.0,-2088347000.0,-22355000.0,,448283000.0,1289754000.0,3220857000.0,462778000.0,,,219501000.0,,-217903000.0,2703456000.0,,1788563000.0,255070000.0,3513924000.0,95995000.0,,,115802000.0,1527175000.0,115802000.0,117903000.0,,1409272000.0,-588932000.0,,87796000.0,,1195208000.0,-76096000.0,927190000.0,2949000.0,1527175000.0,3568311000.0,1409272000.0,,3841822000.0,160000000.0,892850358.0,6774111000.0,1409272000.0,-117903000.0,26664000.0,267000.0,279308000.0,,3945049000.0,310881000.0,,,6580558000.0,-2238000.0,,260936000.0,2715753000.0,712771000.0,-26554000.0,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,5225000.0,,,6758596000.0,,,,,,-115650000.0,-38052000.0,,,,-26554000.0,124916000.0,360614000.0,,,,,,,,,,,4001230000.0,945906000.0,,-817000.0,1472781000.0,-45486000.0,,,970561000.0,-7028000.0,,,,,,,,,0.633224,,24655000.0,853712000.0,,,,,,2858896000.0,992449000.0,892850358.0,1767595000.0,,286022000.0,3373418000.0,3552796000.0,,,,,,112019000.0,,-49894000.0,1499206000.0,,864710000.0,,,,,,,,-415401000.0,-3205800000.0,,,,,63509000.0,503302000.0,,,564983000.0,564983000.0,,,,,,,286572000.0,24755000.0,,,,,,,,,614527000.0,,447080000.0,,,528645000.0,,-573000.0,,455311000.0,1289815000.0,,,,,191208000.0,,,,,,,,105851000.0,,,,,115377000.0,,,,-412302000.0,,81196000.0,,1409272000.0,,,2949000.0,1584800000.0,,1472781000.0,,,160000000.0,,,,,27840000.0,,,,3919241000.0,564983000.0,,,6778137000.0,-3099000.0,0.633224,251068000.0,2760044000.0,453408000.0,,892850358.0,,,,,,,,,,,,,,,,,,,,,
1214784000,,,15163000.0,,,6824652000.0,,,,,,-266841000.0,23322000.0,,,,-26545000.0,100161000.0,267344000.0,,,,,,,,,,,4050123000.0,875616000.0,,5097000.0,1150259000.0,-110616000.0,,,902342000.0,-36267000.0,,,,,,,,,0.613436,,26726000.0,780211000.0,,,,,,2431544000.0,569003000.0,892853390.0,1770231000.0,,228892000.0,3421295000.0,3618852000.0,,,,,,97515000.0,,-130876000.0,1461796000.0,,792417000.0,,,,,,,,-658460000.0,-3205800000.0,,,,,-322522000.0,404765000.0,,,548467000.0,548467000.0,,,,,,,291787000.0,40959000.0,,,,,,,,,540789000.0,,250700000.0,,,559454000.0,,1659000.0,,491578000.0,1284850000.0,,,,,193594000.0,,,,,,,,109925000.0,,,,,114946000.0,,,,-500592000.0,,83199000.0,,1472781000.0,,,8846000.0,1247774000.0,,1150259000.0,,,10000000.0,,,,,26046000.0,,,,3973593000.0,548467000.0,,,6405137000.0,-2843000.0,0.613436,239795000.0,2339234000.0,273889000.0,,892853390.0,,,,,,,,,,,,,,,,,,,,,
1222732800,,,9907000.0,,,6867676000.0,,,,,,250094000.0,4440000.0,,,,-26545000.0,91921000.0,289717000.0,,,,,,,,,,,3896442000.0,759890000.0,,-3179000.0,1175648000.0,-67706000.0,,,785827000.0,-943000.0,,,,,,,,,0.465024,,25937000.0,670058000.0,,,,,,2349998000.0,654162000.0,891609219.0,1780321000.0,,249700000.0,3335553000.0,3661876000.0,,,,,,83038000.0,,-134161000.0,1440077000.0,,675946000.0,,,,,,,,-574340000.0,-3205800000.0,,,,,25389000.0,698783000.0,,,417802000.0,417802000.0,,,,,,,298555000.0,20672000.0,,,,,,,,,439161000.0,,333773000.0,,,654250000.0,,10158000.0,,492521000.0,1284911000.0,,,,,196855000.0,,,,,,,,109881000.0,,,,,114510000.0,,,,-503543000.0,,83944000.0,,1150259000.0,,,8846000.0,1258686000.0,,1175648000.0,,,10000000.0,,,,,25810000.0,,,,3996713000.0,417802000.0,,,6346711000.0,-2326000.0,0.465024,220327000.0,2434483000.0,564622000.0,,891609219.0,,,,,,,,,,,,,,,,,,,,,
1230681600,,,14893000.0,-100115000.0,,7243364000.0,99152000.0,,,,,194278000.0,-89825000.0,102432000.0,-3439600000.0,-384656000.0,-23477000.0,124681000.0,413351000.0,-316185000.0,209705000.0,1553693000.0,,,,,1406593000.0,8965000.0,,3381259000.0,-52220000.0,-8980000.0,-1101000.0,716740000.0,-187045000.0,679323000.0,,-27106000.0,40924000.0,305147000.0,-692532000.0,,-516654000.0,,56815000.0,2219196000.0,4850820000.0,,8846000.0,25114000.0,-210199000.0,,,,,1203940000.0,1553693000.0,737463000.0,,1631462000.0,451597000.0,-85291000.0,2916517000.0,3803764000.0,,2631624000.0,4210631000.0,124681000.0,1.583061,62376000.0,61881000.0,-201723000.0,449741000.0,,-131183000.0,-3314000.0,,2368925000.0,10000000.0,1406593000.0,,1409272000.0,-399835000.0,-3439600000.0,1406593000.0,,429734000.0,,-458908000.0,113744000.0,-410853000.0,1279972000.0,-124659000.0,-124659000.0,-1710813000.0,2093782000.0,,45188000.0,169342000.0,,182148000.0,8965000.0,1.583061,,54569000.0,,327302000.0,,888115229.0,,133588000.0,3381259000.0,305147000.0,,5764324000.0,476847000.0,-2048036000.0,-68600000.0,,451597000.0,1279972000.0,2916517000.0,133588000.0,,,169342000.0,,,1720594000.0,,1631462000.0,413351000.0,2201890000.0,104077000.0,,,114056000.0,779116000.0,114056000.0,62376000.0,216438000.0,716740000.0,-294376000.0,,78963000.0,,1175648000.0,-57356000.0,737463000.0,8846000.0,779116000.0,3803764000.0,716740000.0,,2529192000.0,10000000.0,888115229.0,7243364000.0,716740000.0,,19456000.0,0.0,182148000.0,,4210631000.0,-124659000.0,,,5764324000.0,-712000.0,,209705000.0,2368925000.0,-87979000.0,-23477000.0,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,12102000.0,,,,,,19227000.0,,,-343498000.0,,,,,-22174000.0,133801000.0,313562000.0,-71566000.0,,,,,,,,,,3290663000.0,227600000.0,,204000.0,291275000.0,-50672000.0,,,241141000.0,2306000.0,,,,,,97619000.0,,,0.089047,,18792000.0,127271000.0,,,,,,1186204000.0,485702000.0,861896660.0,1573354000.0,,48025000.0,2895655000.0,3804119000.0,,,,,,50981000.0,,-62978000.0,621998000.0,,144128000.0,,,,,,,,-171051000.0,,,,,,-425465000.0,-194284000.0,,,79246000.0,78692000.0,,,,,,,87777000.0,0.0,,,,,,,,,238664000.0,,133153000.0,,,380857000.0,,53000.0,,449291000.0,1280042000.0,,,,,116180000.0,,,,,,,,97013000.0,,,,,113619000.0,,,,-99555000.0,,,,716740000.0,,,8846000.0,342256000.0,,291275000.0,,,10000000.0,,,,,22108000.0,,,-107336000.0,4177962000.0,78692000.0,,,5364166000.0,70000.0,0.089047,200978000.0,2059056000.0,-257262000.0,,861896660.0,,,,,,,,,,,,,,,,,,,,,
1246320000,,,18703000.0,,,,,,0.0,,,-171060000.0,,,,,3008950000.0,135653000.0,288670000.0,0.0,,,,,,,,,,3426908000.0,391467000.0,,20439000.0,235540000.0,-120049000.0,,,400012000.0,-7238000.0,,,,,,25052000.0,,,0.203819,,18101000.0,287442000.0,,,-5000000.0,,,1202671000.0,413579000.0,859103085.0,1585916000.0,,111413000.0,3032373000.0,4008162000.0,,,,,,33890000.0,,-140488000.0,824509000.0,,303196000.0,,,,,,,,-42871000.0,,,,,,-55735000.0,107675000.0,,,177090000.0,176029000.0,,,,,,,171439000.0,0.0,,,,0.0,,,,,334994000.0,,114909000.0,,,424497000.0,,5290000.0,,456529000.0,1275112000.0,,,,,139365000.0,,,,,,,,96816000.0,,,,,114005000.0,,,,-38251000.0,,,,291275000.0,,,417958000.0,269430000.0,,235540000.0,,,10000000.0,,,,,25310000.0,,,-92192000.0,4239080000.0,174968000.0,,,5441751000.0,380000.0,0.203819,61012000.0,1999495000.0,-32813000.0,,859103085.0,,,,,,,,,,,,,,,,,,,,,
1254268800,,,8815000.0,,,,,,17904000.0,,,12885000.0,-13274000.0,,,,3235359000.0,64791000.0,236486000.0,-337000.0,,,,,,,,,,3654816000.0,589278000.0,,9673000.0,413280000.0,-103601000.0,,,614801000.0,38872000.0,,,,,,-24264000.0,,,0.366083,,23804000.0,481886000.0,,,0.0,,,1403022000.0,412107000.0,859104096.0,1592769000.0,,167661000.0,3258501000.0,4062442000.0,,,,,,25956000.0,,-113274000.0,1151769000.0,,508731000.0,,,,,,,,-86689000.0,,,,,,177740000.0,383338000.0,,,314225000.0,312451000.0,,,,,,,196821000.0,0.0,,,,,,,,,466688000.0,,147717000.0,,,536968000.0,,723000.0,,417657000.0,1275182000.0,,,,,120766000.0,,,,,,,,106070000.0,,,,,114335000.0,,,,-86322000.0,,,,235540000.0,,,419457000.0,439236000.0,,413280000.0,,,10000000.0,,,,,25126000.0,,,-103312000.0,4273498000.0,312451000.0,,,5676520000.0,-30000.0,0.366083,51661000.0,2004876000.0,270064000.0,,859104096.0,,,,,,,,,,,,,,,,,,,,,
1262217600,,,4161000.0,41231000.0,-299631000.0,7620358000.0,99793000.0,,91359000.0,,,215269000.0,1115000.0,78291000.0,-3650800000.0,-71903000.0,-13061000.0,67131000.0,283703000.0,0.0,148375000.0,1778129000.0,,,,,929381000.0,0.0,,3875628000.0,616614000.0,-151000.0,0.0,772306000.0,-84964000.0,469861000.0,,630075000.0,-38465000.0,217363000.0,55566000.0,-10000000.0,-414822000.0,,222000.0,1848251000.0,3734280000.0,,418760000.0,17594000.0,507835000.0,,,-5000000.0,,548356000.0,1778129000.0,602425000.0,,1566493000.0,456122000.0,142762000.0,3469930000.0,3969558000.0,,1886029000.0,4284443000.0,67131000.0,1.07846,22948000.0,-286404000.0,-98082000.0,1136004000.0,,529093000.0,-4525000.0,,2201640000.0,10000000.0,929381000.0,,716740000.0,-157412000.0,-3650800000.0,934573000.0,,400881000.0,,359026000.0,666449000.0,-359286000.0,1270252000.0,365073000.0,363270000.0,-375969000.0,1404434000.0,,43781000.0,176231000.0,91359000.0,126532000.0,0.0,1.07846,,-2389000.0,,,,859799457.0,,439950000.0,3842920000.0,217363000.0,,6062572000.0,505929000.0,-458023000.0,3541000.0,,456122000.0,1270252000.0,3469930000.0,439950000.0,,,169709000.0,,0.0,963178000.0,,1599216000.0,283702000.0,1485148000.0,100982000.0,,,113840000.0,795254000.0,113840000.0,22948000.0,0.0,772306000.0,-152420000.0,,,,413280000.0,10313000.0,602424000.0,8846000.0,795254000.0,3969558000.0,772306000.0,,1826817000.0,10000000.0,859799457.0,7620358000.0,772306000.0,,25391000.0,55536000.0,152733000.0,3209000.0,4284443000.0,363270000.0,,,6062572000.0,8000.0,,148375000.0,2168918000.0,568367000.0,3424160000.0,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,3387000.0,,,,,,69198000.0,,,-171336000.0,,,,,3474616000.0,52961000.0,255718000.0,0.0,,,,,,,,,,3893906000.0,693509000.0,,8196000.0,651964000.0,-67167000.0,,,711742000.0,-12953000.0,,,,,,12095000.0,,,0.445236,,21718000.0,588468000.0,,,,,,1718568000.0,502424000.0,859095000.0,1585481000.0,,203241000.0,3487677000.0,3973569000.0,,,,,,20080000.0,,-75363000.0,1219405000.0,,608771000.0,,,,,,,,-366572000.0,,,,,,-120342000.0,307239000.0,,,385227000.0,383244000.0,,,,,,,158291000.0,0.0,,,,,,,,,497303000.0,,167508000.0,,,507663000.0,,1433000.0,,469075000.0,1270327000.0,,,,,156863000.0,,,,,,,,102971000.0,,,,,113647000.0,,,,-365498000.0,,,,772306000.0,,,419290000.0,672044000.0,,651964000.0,,,10000000.0,,,,,23788000.0,,,-57353000.0,4282019000.0,383244000.0,,,6000587000.0,-1074000.0,0.445236,142896000.0,2087905000.0,231876000.0,,859095000.0,,,,,,,,,,,,,,,,,,,,,
1277856000,,,7649000.0,,,,,,108848000.0,,,153407000.0,,,,,-13061000.0,36534000.0,222809000.0,-380000.0,,,,,,,,,,3825326000.0,613752000.0,,538000.0,2144623000.0,-122518000.0,,,640877000.0,22405000.0,,,,,,0.0,,,0.366083,,21964000.0,490212000.0,,,,,,3122053000.0,549670000.0,859095000.0,3055652000.0,,174901000.0,3418563000.0,4011329000.0,,,,,,50144000.0,,-92925000.0,1173240000.0,,540423000.0,,,,,,,,1092109000.0,,,,,,1492659000.0,527755000.0,,,315311000.0,313387000.0,,,,,,,143614000.0,0.0,,,,,,,,,421002000.0,,204856000.0,,,532363000.0,,-6489000.0,,446670000.0,2755126000.0,,,,,156912000.0,,,,,,,,100454000.0,,,,,113133000.0,,,,-385471000.0,,,,651964000.0,,,8846000.0,2194767000.0,,2144623000.0,,,10000000.0,,,,,45050000.0,,,76301000.0,4327430000.0,313387000.0,,,7449483000.0,-6714000.0,0.366083,150105000.0,3605322000.0,434830000.0,,859095000.0,,,,,,,,,,,,,,,,,,,,,
1285804800,,,3002000.0,,,,,,176019000.0,,,8489000.0,-32311000.0,,,,3456172000.0,64592000.0,224100000.0,0.0,,,,,,,,,,3876527000.0,678063000.0,,1235000.0,2236698000.0,-120594000.0,,,706490000.0,16273000.0,,,,,,0.0,,,0.425448,,21262000.0,545917000.0,,,0.0,,,3263067000.0,677231000.0,859095000.0,3038462000.0,,178717000.0,3469232000.0,4042592000.0,,,,,,59379000.0,,-112885000.0,1257864000.0,,602898000.0,,,,,,,,-316749000.0,,,,,,92075000.0,533865000.0,,,367200000.0,365171000.0,,,,,,,183036000.0,0.0,,,,,,,,,438316000.0,,267112000.0,,,551374000.0,,-9180000.0,,430397000.0,2755263000.0,,,,,100163000.0,,,,,,,,103592000.0,,,,,115273000.0,,,,-311529000.0,,,,2144623000.0,,,420355000.0,2296077000.0,,2236698000.0,,,10000000.0,,,,-11946000.0,49816000.0,,,-17314000.0,4348355000.0,365171000.0,,,7611422000.0,-5220000.0,0.425448,142366000.0,3715693000.0,420980000.0,,859095000.0,,,,,,,,,,,,,,,,,,,,,
1293753600,,,635000.0,-40426000.0,-308079000.0,7880000000.0,160500000.0,,266241000.0,,,72063000.0,6397000.0,88300000.0,-3785007000.0,-500000.0,-126423000.0,117170000.0,558661000.0,109000.0,152400000.0,3689100000.0,,,,,1554000000.0,0.0,,3890448000.0,929182000.0,1471600000.0,2089000.0,2192677000.0,-163492000.0,868100000.0,,990952000.0,-74540000.0,326000000.0,1483600000.0,-10000000.0,-408700000.0,,0.0,2133700000.0,5149500000.0,,420900000.0,23361000.0,806183000.0,,,-5000000.0,,1490500000.0,3702957000.0,1139018000.0,,3078592000.0,504900000.0,311212000.0,3595983000.0,4094993000.0,,3015800000.0,4509700000.0,117170000.0,1.810626,76209000.0,41200000.0,-127561000.0,1498991000.0,,852112000.0,-48815000.0,,4292700000.0,10000000.0,1554000000.0,,772300000.0,-372178000.0,-3785007000.0,1562700000.0,,411600000.0,,-44021000.0,551852000.0,-452200000.0,2750400000.0,494971000.0,492249000.0,-1434500000.0,2430800000.0,,14673000.0,206100000.0,266200000.0,78070000.0,0.0,1.810626,,-27900000.0,,,,859095000.0,17000000.0,671745000.0,3886100000.0,77019000.0,17000000.0,8198800000.0,508039000.0,36600000.0,-6501000.0,,504937000.0,2750401000.0,3595983000.0,774600000.0,,,113232000.0,,-52200000.0,1899200000.0,,3194200000.0,496300000.0,2604200000.0,138840000.0,,,133800000.0,2268900000.0,95352000.0,76200000.0,,2192700000.0,-365500000.0,,,,2236698000.0,-20700000.0,1098500000.0,8846000.0,2268886000.0,4095000000.0,2192677000.0,,2914600000.0,10000000.0,859095000.0,7880000000.0,2192700000.0,-38655000.0,41833000.0,8700000.0,237700000.0,-309713000.0,4425062000.0,492249000.0,,,8128019000.0,-1787000.0,,173817000.0,4217610000.0,424291000.0,3465200000.0,,,,,,,,,,,,,,,,,,,,,,
