date,quarterlyDilutedEPS,trailingNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualEbitda,annualRepaymentOfDebt,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,annualInterestExpense,quarterlyOperatingExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyCashAndCashEquivalents,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingGrossProfit,trailingCapitalExpenditure,annualTotalNonCurrentAssets,annualCapitalExpenditure,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualDilutedAverageShares,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,annualOtherNonCashItems,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,annualInventory,annualOperatingExpense,annualNetOtherFinancingCharges,annualPurchaseOfBusiness,annualCurrentDebt,annualCostOfRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyOperatingCashFlow,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncome,quarterlyPurchaseOfBusiness,trailingCashDividendsPaid,annualChangeInInventory,quarterlyCurrentAssets,annualBasicAverageShares,quarterlyCurrentLiabilities,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingOperatingExpense,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,quarterlyPretaxIncome,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,annualChangeInWorkingCapital,quarterlyAccountsReceivable,quarterlyGoodwill,annualRetainedEarnings,annualNetOtherInvestingChanges,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,annualGoodwill,annualFreeCashFlow,quarterlyDilutedAverageShares,annualCommonStockIssuance,annualOtherShortTermInvestments,annualPretaxIncome,annualCashDividendsPaid,annualBasicEPS,quarterlyTotalNonCurrentAssets,annualNetIncome,annualTotalRevenue,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,annualAccountsReceivable,trailingResearchAndDevelopment,annualPurchaseOfInvestment,annualOtherCurrentAssets,quarterlyLongTermDebt,annualInvestingCashFlow,quarterlyNetIncome,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,annualTotalAssets,trailingPurchaseOfInvestment,annualStockholdersEquity,annualOperatingIncome,annualLongTermDebt,annualNonCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyBasicAverageShares,annualDepreciationAndAmortization,annualCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualSaleOfInvestment,trailingEndCashPosition,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,annualDilutedEPS,quarterlyInventory,quarterlyNetOtherFinancingCharges,annualOperatingCashFlow,annualCurrentAssets,quarterlyCashDividendsPaid,annualNetPPE,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,annualOtherIncomeExpense,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOperatingCashFlow,trailingBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualAccumulatedDepreciation
2005-12-31,,,,205630955.46,-3786469304.15,979577686.54,4146478.38,50523253.16,-116244471.5,1757568679.18,73667611.72,47798934.33,36901861.85,430450092.51,248310384.44,-46281708.69,314205621.01,474310737.0,430103446.33,,,,2033849282.84,-198091784.59,-33178706.42,616180208.93,,,23360671.81,474310737.0,582708857.43,,,1650573631.83,21487630.98,,74265552.43,-56569570.17,-17870345.65,1407877268.61,157993868.51,53512440.05,,,1351051882.9,631970203.82,0.0,,2309940000.0,9997308152.44,90994408.13,,4146478.38,,979577686.54,,-268503236.42,725558730.26,106038960.41,502530.53,,278991805.02,4370184467.76,,,,-158698955.92,4342214248.54,,4243592708.06,,,,,,72981372.43,979577686.54,,,-12892219.13,,49469390.24,115897825.32,1388845752.41,-149434248.44,1698710915.17,,278991805.02,3663356.39,29051133.69,6376063531.38,,-125089656.08,,,115897825.32,98723626.5,-210201617.86,0.088766,2033849282.84,50523253.16,10722866882.7,1650573631.83,,,1698710915.17,,-159360368.63,21487630.98,103241616.46,-274981533.07,-23902197.66,,248310384.44,-11963730.51,36978814.87,314205621.01,25889093.22,6376063531.38,,1757568679.18,93588526.44,103241616.46,,,126591759.7,,314205621.01,2309940000.0,,59108394.63,4243592708.06,0.0,18570826.72,37353525.49,10329005.94,,19031516.2,-74329297.42,-23902197.66,4370184467.76,314205621.01,0.088766,1351051882.9,1346169.79,73002128.51,4342214248.54,-59304290.72,979577686.54,0.0,73667611.72,126591759.7,,430103446.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,0.044242,,,,,,,,,1782597223.57,342335025.91,,150372206.82,,,124392398.33,502848578.01,,615091609.51,,,,,,7002429.77,,,,1338450.65,474310737.0,315274761.01,,,1881732739.47,12076054.71,,,-22358375.7,57589196.47,3068693938.32,,75064279.82,,,,,,,,,35340325.2,,-0.01,,1187800292.62,,187573817.0,,4018086.91,8176466.66,,304173401.36,,,,,,4648552714.87,,4730008809.53,,,,,,-69986639.29,1187800292.62,,,38101550.5,,-18340288.79,112243031.5,2860732535.03,,2049665493.07,,,,12674675.68,6927389107.12,,,,,,,,,2278836392.25,,,,,,,,,,104440394.98,,25181596.34,,277963303.45,29925083.84,145888049.31,,,,,,,,,0.044242,136819770.57,,,2576890000.0,,,,0.0,-46696507.53,24288053.64,,,207961403.29,-55501047.23,25181596.34,4866828580.1,502848578.01,,1226659484.57,-361318.99,,,-33446182.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,,,,,1807630106.58,339846483.09,,136086274.81,,,-19321555.7,593658613.72,,661019949.72,,,,,,116351647.63,,,,474099.13,474310737.0,502848578.01,,,1771937494.97,21132647.77,,,-78246748.79,54601079.49,2668679077.54,,95252179.07,,,,,,,,,26058196.85,,7285841.1,,1203459960.82,,91879175.71,,54685986.4,8949936.1,,329933970.16,,,,,,4520029805.24,,4572066717.27,,,,,,-8170555.75,1203459960.82,,,40894541.52,,-23560762.39,67361336.0,2477991723.24,,1919096527.92,,,,14756379.09,6845339382.14,,,,,,,,,2325309576.9,,,,,,,,,,101398596.13,,25915437.81,,0.0,31944605.42,135980981.48,,,,,,,,,,153844633.42,,,2575430000.0,,,,0.0,45267501.35,39601258.46,,,190687354.3,85776935.32,25915437.81,4725911350.69,593658613.72,,1245981040.27,720427.07,,,-40086874.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,0.034614,,,,,,,,,1814337536.14,337250017.48,,140306067.27,,,31009136.1,474491045.62,,544316898.29,,,,,,-31464211.45,,,,-3607732.58,474310737.0,593658613.72,,,1822302094.34,12835080.95,,,-12573603.82,52942440.6,2822928426.95,,70196665.56,,,,,,,,,30283768.67,,10244630.51,,1193700794.7,,-119167568.1,,23114147.41,9600844.61,,337777235.44,,,,,,4503331330.33,,4561261342.0,,,,,,6902535.48,1193700794.7,,,33595061.58,,10540543.59,69825852.67,2629679919.08,,2059511213.65,,,,4859728.33,6817216783.02,,,,,,,,,2313885452.69,,,,,,,,,,101356206.68,,19701068.48,,317667330.96,21822774.5,136519970.87,,,,,,,,,0.034614,123950573.92,,,2478630000.0,,,,0.0,-300000.0,31741875.65,,,193248507.87,-19162500.92,19701068.48,4685211915.92,474491045.62,,1214971904.17,-5688743.74,,,-11201081.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,,,297954085.13,-4245493441.48,1184601802.89,73174.98,68710381.49,187310209.96,1755454066.92,366135159.24,127339788.46,203201152.25,314205621.01,44328.13,17337581.74,501515830.97,474310737.0,564011910.97,,,,2325538883.5,-151601036.59,17059826.12,617449387.6,,,21603709.26,474310737.0,474491045.62,,,2061815673.73,15305938.58,,31846487.76,-38422308.28,23891492.67,2876971761.0,133802362.01,74072012.0,,,1191411636.21,629965701.15,-7898302.82,,2148260000.0,10618283293.43,42120071.29,,73174.98,,1184601802.89,,27024785.35,818989910.38,501292003.09,13553326.2,,301102775.95,4611678996.16,,,,153417560.47,4353048686.1,,4587834796.79,,,,,,369965870.05,1184601802.89,,,-11117305.14,,462869694.81,62496080.0,2649879116.08,298711210.49,1790508628.73,,301102775.95,26227861.22,36849665.11,6678587569.6,,431509187.22,,,62496080.0,101473848.46,-139197591.67,0.12072,2325538883.5,68710381.49,11437273203.81,2061815673.73,,,1790508628.73,,-22643247.3,15305938.58,1240000.0,1299658.78,-2087721.15,,44328.13,-51845976.01,199060385.94,501515830.97,40280573.56,6678587569.6,,1755454066.92,189024209.23,1240000.0,,,23844199.37,,501515830.97,2148260000.0,,69140448.21,4587834796.79,0.0,-20914241.12,48339652.03,108949692.07,,227092644.92,-9813728.39,-2087721.15,4611678996.16,501515830.97,0.12072,1191411636.21,-2568667.16,583110223.81,4353048686.1,-54463453.83,1184601802.89,0.0,366135159.24,23844199.37,,564011910.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,0.058333,,,,,,,,,1629686344.17,383221781.99,,192065069.93,,,,665076055.53,,665076055.53,1064903.25,,,,,10091471.18,,,,-3163.2,474310737.0,534755148.77,,,2120630013.44,0.0,,,-14973795.07,64064565.38,3124821250.04,,77968339.81,,,,,,,,,,,29491.31,,1248699213.71,,130320906.76,,,8442176.86,,136773438.12,,,,,,4604525891.54,,4831209319.63,,,,,,,1248699213.71,,,41171095.78,,-64361479.89,,2868691614.73,,2109587804.31,,,,,6890845721.4,,,561067181.0,,,,,,2286319829.86,,,,,,,,,,1240000.0,,32728918.92,,46061014.23,32728918.92,186094599.72,,,,,,,,,0.058333,72865104.32,,,2365600000.0,561067181.0,,,0.0,-174328.25,36797244.03,,,256129635.31,11877690.28,32728918.92,4904074423.95,665076055.53,,1055793551.17,-485421.59,,,-32580118.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,,,,,,1614480799.41,379819427.09,,186726691.9,,,,686077674.74,,686077674.74,1170377.85,,,,,3655571.91,,,,0.0,474310737.0,665076055.53,,,2392296980.06,0.0,,,-14859132.76,60416699.1,3191041804.83,,64910633.34,,,,,,,,,,,0.0,,1330570472.65,,21001619.21,,,8542989.96,,124545161.7,,,,,,4643557153.32,,5002078129.87,,,,,,,1330570472.65,,,31654287.57,,179562796.42,,2943898413.83,,2214920588.97,,,,,7030365224.95,,,,,,,,,2386808071.63,,,,,,,,,,1240000.0,,23111297.61,,15593299.67,23111297.61,183216626.42,,,,,,,,,,56879736.36,,,2130510000.0,,,,0.0,-12826534.45,33256345.77,,,247143391.0,-24731827.52,23111297.61,5058957866.23,686077674.74,,1108749083.27,117647525.99,,,-34927300.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,0.0417,,,,,,,,,1635531867.05,379637715.73,,182083203.43,,,,714818467.32,,714818467.32,1170377.85,,,,,5009134.38,,,,0.0,569172884.0,686077674.74,,,2787689558.73,0.0,,,-20583681.52,57726491.31,3382123991.92,,67245736.52,,,,,,,,,,,0.0,,1316676327.13,,28740792.58,,,9739009.55,,145691091.49,,,,,,4961570731.15,,5318672701.54,,,,,,,1316676327.13,,,39751757.62,,126281902.58,,3142314297.18,,2388553510.99,,,,,7354334894.0,,,507096638.0,,,,,,2392764162.85,,,,,,,,,,1240000.0,,21145929.79,,4093656.69,30012748.07,177327780.37,,,,,,,,,0.0417,37548644.68,,,2045210000.0,507096638.0,,,0.0,-2526001.11,27493978.9,,,239809694.74,-17046345.83,21145929.79,5356221346.22,714818467.32,,1201803155.64,-4484352.03,,,-18870966.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,,,384690783.62,-3091179985.0,1129534545.41,0.0,66278120.24,-21454097.27,1641417114.92,526152041.4,141697761.0,395539078.99,628655771.49,316853956.39,,629403713.66,569172884.0,665234244.75,2571546.4,,,2344901938.14,-192285008.17,3780213.24,935481221.38,552317669.0,,-11558885.86,569172884.0,714818467.32,,-2976689985.0,2689696380.2,55966.67,,95476681.95,-141868398.82,83372081.4,4221804179.54,159192642.91,79522962.82,,,1364247273.37,956414044.25,-19741972.9,,1999462039.44,12697797344.89,,,0.0,,1129534545.41,,-201517415.82,1221993881.44,,24349549.84,2571546.4,263037509.19,5167327261.91,,,,-12315663.61,4780696395.08,552317669.0,5126556432.85,,,,,,,1129534545.41,,,33973267.19,,55172350.67,35830531.09,3742893019.15,111208657.37,2214456718.25,,263037509.19,-11562049.06,,7125598333.22,,296655569.78,,,35830531.09,146550408.16,-141838664.11,0.12,2344901938.14,66278120.24,13919791226.33,2689696380.2,,,2214456718.25,,-13000000.0,55966.67,2962500.0,-173582032.36,5358695.75,,316853956.39,9623717.35,388842214.87,607201674.22,51073726.21,7125598333.22,,1641417114.92,265579837.19,2962500.0,,,40770829.06,,629403713.66,1999462039.44,,96442614.46,5126556432.85,0.0,2526863.81,45549695.63,22536390.71,,478911160.39,-143681549.29,5358695.75,5167327261.91,607201674.22,0.12,1364247273.37,-132419725.27,488940577.95,4780696395.08,-55460279.2,1129534545.41,0.0,526152041.4,40770829.06,,665234244.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,0.04,,,,,,,,,1665681701.8,525700025.45,,283323233.62,,,,871819029.34,,907830039.45,2571546.4,,,,,21274849.25,,,,37500.0,569172884.0,629403713.66,,,3076732468.43,0.0,20000000.0,,-26757220.73,79411190.46,4052646555.86,,81760886.13,,,,,,,,,,,0.0,,1129668877.11,,242415315.68,,,12903081.19,,288443319.75,,,,,,5633728250.54,,5915914982.21,,,,,,,1129668877.11,,,50057722.48,,-105602126.6,36011010.11,3689912131.78,,2897111068.22,,,,,7951061831.19,,,635145264.0,,,,,,2317333580.65,,,,,,,,,,1640000.0,,25405810.56,,328602787.12,37154641.29,276669328.22,,,,,,,,,0.04,40862360.06,,,2179187625.78,635145264.0,,,0.0,-20186499.02,31703163.65,,,362734424.08,73936129.5,25405810.56,5956777342.27,871819029.34,,1406873252.43,18498072.19,,,-44327717.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,,,,,,1684083127.43,523151515.2,,229401129.47,,,,1022484853.24,,1047663496.23,2236111.73,,,,,7606132.75,,,,0.0,569172884.0,871819029.34,,,3182667135.59,0.0,0.0,,-5418314.89,118924410.85,3790339968.44,,104819364.65,,,,,,,,,,,0.01,,984236318.26,,150665823.9,,,19700855.44,,308209483.52,,,,,,5863515032.85,,5957713171.18,,,,,,,984236318.26,,,53632028.11,,79631728.05,25178642.99,3442014428.12,,2817374617.08,,,,,8075259239.82,,,,,,,,,2211744206.97,,,,,,,,,,1640000.0,,19766163.77,,391485052.13,33931172.67,284111184.94,,,,,,,,,,41977889.08,,,2260672377.64,,,,0.01,-7203950.67,51187336.54,,,348325540.32,153506589.45,19766163.77,5999691060.26,1022484853.24,,1607592482.72,1468892.71,,,-60914890.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,0.0609,,,,,,,,,1687996649.19,518716870.46,,264311840.86,,,,948281969.42,,960063319.42,2236111.73,,,,,2059468.48,,,,66000.0,569172884.0,1022484853.24,,,3160900391.99,0.0,3558824.39,,-22376596.45,122423427.26,4384757618.39,,115093385.05,,,,,,,,,,,0.0,,989990764.08,,-74202883.82,,,17136057.73,,314388177.26,,,,,,5973681235.28,,6045206628.35,,,,,,,989990764.08,,,66719913.77,,-80036467.1,11781350.0,3998022350.27,,2997130187.75,,,,,8201529100.8,,,568757601.0,,,,,,2227847865.52,,,,,,,,,,25640000.0,,34637337.93,,405002268.48,49583856.04,257835507.97,,,,,,,,,0.0609,63323554.78,,,2210720338.2,568757601.0,,,0.0,10530318.19,48373471.28,,,386735268.12,28050020.22,34637337.93,6108530183.13,948281969.42,,1618514787.26,10905008.95,,,-30006680.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,,,437446251.51,-3656836577.67,913512825.41,0.0,81982816.51,364865095.83,1689054574.06,446634558.37,156525869.31,259014537.62,604664261.22,28000000.0,,1037249376.23,569172884.0,1046406576.23,619739.61,,,2232938713.28,-90502585.21,31183682.78,1072092937.81,569325115.0,,8189399.95,569172884.0,948281969.42,,,3096031763.03,55966.71,757555.5,129434277.0,-35950453.14,89625922.3,4320080755.66,163347451.66,49104427.59,,,1622831801.28,1095339558.87,-25099402.88,,1919520338.2,15101389205.91,,,0.0,,913512825.41,,45986840.07,1446435692.44,,7532936.38,619739.61,304064512.74,5665752538.26,,,,-270141900.31,5522576227.54,569325115.0,5581609778.41,,,,,,,913512825.41,,,16297543.38,,301183601.08,9157200.0,3971440295.74,-83792073.62,2620008280.92,,304064512.74,19214850.43,,7755514940.82,,195176735.43,,24316379.89,9157200.0,186707207.74,-195951741.88,0.144,2232938713.28,81982816.51,16547824898.35,3096031763.03,,,2620008280.92,,-23163433.27,55966.71,25102952.11,349846416.46,2173504.24,,28000000.0,8764607.0,253476916.68,969529357.05,57272930.74,7755514940.82,,1689054574.06,351096133.57,25102952.11,,,84142759.85,,1037249376.23,1919520338.2,,94213174.46,5581609778.41,0.0,-6303301.77,32806884.21,62124133.26,,348640459.92,94353677.29,2173504.24,5665752538.26,969529357.05,0.144,1622831801.28,-55971376.73,285679320.64,5522576227.54,-60702453.73,913512825.41,0.0,446634558.37,84142759.85,,1046406576.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,0.0748,,,,,,,,,1729505194.32,445011011.1,,293951749.05,,,,1255519698.54,,1271164448.54,619739.61,,,,,1747488.17,,,,169917.71,569172884.0,1037249376.23,,-20949563.99,3883058365.31,0.0,,,-19920269.51,108394558.87,4722691158.85,,119868855.75,,,,,,,,,,,0.0,,905484690.03,,218270322.31,,,23711022.59,,346624580.27,,,,,,6292211008.2,,6289072001.78,,,,,,,905484690.03,,,88832905.58,,269072387.69,15644750.0,4320344850.93,,3263130524.95,,,,,8527408673.43,,,568984860.0,,,,,,2235197665.23,,,,,,,,,,24513726.32,,42560067.53,,28000000.0,65121882.99,287062196.99,,,,,,,,,0.0748,84412015.48,,,1899160000.0,568984860.0,,,0.0,-546400.0,31035950.17,,,402346307.92,-17737092.36,42560067.53,6373484017.26,1255519698.54,,1570396251.39,927268.7,,,-34019499.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,,,,1728779082.13,441537240.2,,230098327.83,,,,1341626875.89,,1349912575.89,860212.06,,,,,19012612.63,,,,14246208.12,569172884.0,1255519698.54,,-1502310235.18,3975433205.62,0.0,,,-15198814.74,192419926.58,4763469123.82,,102206706.91,,,,,,,,,,,0.0,,850272014.49,,151446229.62,,,16766925.5,,348591205.96,,,,,,6484183774.24,,6361292489.59,,,,,,,850272014.49,,,72521540.16,,237426656.26,8285700.0,4340950869.41,,3339840758.91,,,,,8599666638.24,,,,,,,,,2115482864.0,,,,,,,,,,23503491.14,,27577378.5,,10877277.0,55754614.66,224923890.96,,,,,,,,,,66860040.29,,,1799160000.0,,,,0.0,-453600.0,29685166.75,,,422518254.41,3762020.51,27577378.5,6428152529.88,1339245908.98,,1583213468.27,58711641.97,,,-61155662.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,0.1064,,,,,,,,,1786951369.77,439302859.31,,323608995.03,,,,1319619026.58,,1336112606.58,831559.34,,,,,6084710.04,,,,3795191.27,569172884.0,1339245908.98,,-1020459547.18,4436495654.04,0.0,,,-23214749.78,132891363.01,5287555883.98,,136327744.67,,,,,,,,,,,0.0,,862079115.09,,-19626882.4,,,28829039.16,,409142257.22,,,,,,7045290751.86,,6844323292.18,,,,,,,862079115.09,,,111626016.32,,-22586273.63,16493580.0,4831055525.94,,3815445885.3,,,,,9162359876.03,,,569088828.0,,,,,,2117069124.17,,,,,,,,,,22884193.96,,60551051.26,,10654577.0,82796977.16,317807843.03,,,,,,,,,0.1064,66104261.95,,,1798660000.0,569088828.0,,,0.0,-10603280.0,24701728.35,,,456500358.04,-23309944.9,60551051.26,6910427554.13,1319619026.58,,1709149366.56,35622365.75,,,-32846727.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,,,561420400.38,-3352645417.56,892382304.74,0.0,173332511.58,228205447.0,1833538945.93,432529428.01,113248932.97,264692207.44,969529357.05,25578300.0,,1221951197.87,569172884.0,1229244402.87,680108.25,,,2154973168.27,-79966455.68,9414433.21,1087466665.5,568303317.0,,-2228899.06,569172884.0,1319619026.58,,-808926071.21,3974195455.35,0.0,,263481937.96,-21632621.65,170262734.66,4794407681.98,134178047.04,113057002.89,,,1974488167.04,1112351279.35,30686995.8,,1691148083.78,17851803986.16,,,0.0,,892382304.74,,-121884222.53,1716319862.47,,22168006.04,680108.25,437255581.64,6334555789.59,,,,-323320151.15,6502001046.34,568303317.0,6258122157.05,,,,,,,892382304.74,,,81976469.19,,100254396.57,7293205.0,4359452739.88,95931426.01,3027589789.91,,437255581.64,-66680.27,,8656974214.61,,584167166.89,,6860000.0,7293205.0,354956931.25,-136712077.94,0.305,2154973168.27,173332511.58,19568123848.63,3974195455.35,,,3027589789.91,,-6308111.1,0.0,22069788.97,-46069825.61,42644014.29,,25578300.0,59808463.15,257672734.52,1197734804.05,91474993.29,8656974214.61,,1833538945.93,603968583.12,22069788.97,,,76433632.54,,1221951197.87,1691148083.78,,93214536.16,6258122157.05,0.0,5295168.9,31080533.7,36259244.05,,434954942.1,-8784808.86,42644014.29,6334555789.59,1197734804.05,0.305,1974488167.04,-64574280.62,664133622.57,6502001046.34,-8690188.67,892382304.74,0.0,432529428.01,76433632.54,,1229244402.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,0.1981,,,,,,,,,8960732525.55,798984530.14,,1285280564.16,,,,5356026478.43,,5387108915.3,31861327.72,,,,,167333750.65,,,,-34887297.05,1992643338.0,4834911999.33,,-1544179870.28,6915429734.54,0.0,1999603673.24,,-121993213.12,492862414.66,9498292526.73,,645485256.44,,,,,,,,,,,40000000.0,,3998623800.44,,467311366.84,,,89129677.6,,2518326964.15,,,,,,16708158400.5,,12822874620.79,,,,,,,3998623800.44,,,588046653.07,,323137997.34,31082436.87,7720149547.91,,6567039353.53,88764307.52,,,,24365471484.62,,,1977983901.0,,,,,,7657313084.12,,,,,,,,,,84463827.23,,391838610.84,,91289513.46,498916975.47,1258460184.62,,,,,,,,,0.1981,364756827.1,,,3530028005.84,1977983901.0,,,60073338.64,-2043067819.24,57438603.37,,,1778142978.82,-2025502068.54,391838610.84,13187631447.89,5302223366.17,,3520497112.63,2013779435.41,,,-53624097.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,,,,,8996895387.55,843301449.45,,1184972866.42,,,,5735497102.05,,5747723529.07,18974149.17,,,,,161130551.75,,,,88022095.53,1992643338.0,5302223366.17,,-1030190380.96,7144930930.74,0.0,12350000.0,,-109791953.07,492342799.27,9024820059.2,,636715828.82,,,,,,,,,,,30730000.0,,3816947823.27,,375016322.05,,,95592337.25,,2752781088.04,,,,,,17266553933.47,,13121390210.56,,,,,,,3816947823.27,,,589259493.55,,449764749.97,12226427.02,7347504393.51,,6608385685.71,94432373.78,,,,24724553831.65,,,,,,,,,7457999898.18,,,,,,,,,,83162147.57,,374258917.46,,84815227.91,493667156.3,1158770852.8,,,,,,,,,,316117197.35,,,3177651604.61,,,,46276953.68,1854427932.21,47456335.27,,,1677315665.69,269873569.29,374258917.46,13437507407.91,5677239688.22,,3847510993.34,-55136253.62,,,-47674055.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,0.1701,,,,,,,,,9188392507.89,831656437.36,,1125647926.71,,,,5410267558.44,,5427838893.22,22935958.27,,,,,355236363.7,,,,-23654824.87,1992643338.0,5677239688.22,,-1663105073.86,8365575286.83,0.0,31322131.0,,-134995560.74,523870783.49,9370109511.91,,622626016.29,,,,,,,,,,,20730000.0,,3863435383.81,,-350893962.79,,,88293527.69,,2853832800.11,,,34879597.4,,,18922233821.88,,14344283049.11,,,,,,,3863435383.81,,,575390710.95,,-17741922.51,17571334.78,7720590801.71,,7734411300.44,149070553.63,,,,26497092770.47,,,1993041825.0,,,,,,7574858948.59,,,,,,,,,,87961891.07,,339016414.46,,92315178.68,487097183.26,1103559042.97,,,,,,,,,0.1701,385170399.09,,,3252992957.36,1993041825.0,,,45746212.5,66650591.52,47235305.34,,,1649518710.2,181929113.43,339016414.46,14729453448.2,5326345725.43,,4388090540.76,28894313.39,,,-326377428.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
