date,trailingCashDividendsPaid,trailingPretaxIncome,annualNetIncome,quarterlyDilutedAverageShares,annualPretaxIncome,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualAccountsReceivable,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyLongTermDebt,trailingPurchaseOfInvestment,annualBasicEPS,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,quarterlyNetIncome,trailingSaleOfInvestment,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,annualTotalAssets,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingStockBasedCompensation,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingTotalRevenue,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingOtherIncomeExpense,annualDilutedAverageShares,annualNetPPE,annualOperatingCashFlow,quarterlyOperatingExpense,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualDilutedEPS,annualOtherNonCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,annualCurrentAssets,annualBeginningCashPosition,trailingCapitalExpenditure,annualGrossPPE,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingGrossProfit,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualInventory,trailingCostOfRevenue,quarterlyNetPPE,trailingResearchAndDevelopment,annualCapitalStock,quarterlyTaxProvision,annualCurrentDeferredRevenue,annualTotalRevenue,annualCostOfRevenue,annualOtherCurrentAssets,trailingChangeInInventory,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyEbitda,annualGrossProfit,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,annualFreeCashFlow,annualStockBasedCompensation,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOperatingExpense,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyPurchaseOfBusiness,annualBasicAverageShares,quarterlyCurrentAssets,trailingNetIncome,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,annualChangeInInventory,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense
,,,1010000000.0,757000000.0,1319000000.0,14012000000.0,297000000.0,-216000000.0,515000000.0,-26000000.0,4668000000.0,4668000000.0,,0.96,0.0,,655000000.0,7771000000.0,-34000000.0,7092000000.0,515000000.0,402000000.0,636000000.0,,,4985000000.0,6622000000.0,1000000.0,9000000.0,174000000.0,1372000000.0,308000000.0,174000000.0,,2686000000.0,382000000.0,7092000000.0,14012000000.0,,-1223000000.0,315000000.0,,4410000000.0,174000000.0,-51000000.0,,,,20000000.0,0.23,4443000000.0,171000000.0,4410000000.0,1389000000.0,7000000.0,0.0,355000000.0,,1035000000.0,138000000.0,1264000000.0,579000000.0,,4985000000.0,2405000000.0,25000000.0,4410000000.0,497000000.0,33000000.0,,,497000000.0,117000000.0,158000000.0,107000000.0,0.0,,7390000000.0,-5830000000.0,35000000.0,9000000.0,-74000000.0,297000000.0,0.95,35000000.0,1687000000.0,,68000000.0,864000000.0,6000000.0,4410000000.0,4443000000.0,791000000.0,109000000.0,,198000000.0,58000000.0,,6241000000.0,3959000000.0,,586000000.0,47000000.0,,185000000.0,1010000000.0,-5830000000.0,-300000000.0,355000000.0,,0.0,1096000000.0,63000000.0,-6000000.0,68000000.0,863000000.0,745000000.0,4444000000.0,-53000000.0,,0.0,,,451000000.0,-74000000.0,,636000000.0,6622000000.0,309000000.0,86000000.0,25000000.0,,-448000000.0,171000000.0,,138000000.0,,0.0,59000000.0,1389000000.0,4583000000.0,1531000000.0,791000000.0,,584000000.0,17000000.0,7771000000.0,284000000,3052000000.0,,32000000.0,1190000000.0,108000000.0,,-79000000.0,591000000.0,20000000.0,-448000000.0,-42000000.0,-1094000000.0,,1680000000.0,33000000.0,-326000000.0,1010000000.0,2686000000.0,,66000000.0,,197000000.0,,,1518000000,880000000.0,-16000000.0,233000000.0,0.22,,1024000000.0,6241000000.0,,2405000000.0,,586000000.0,7390000000.0,,284000000,39000000.0,,,,,,,,,
,,,,720000000.0,,13528000000.0,305000000.0,,,,,4320000000.0,,,0.0,,342000000.0,7834000000.0,-131000000.0,,219000000.0,,635000000.0,,,4711000000.0,,,9000000.0,293000000.0,,,293000000.0,,,199000000.0,7089000000.0,,,,,,,285000000.0,-51000000.0,,,,86000000.0,0.4,4287000000.0,158000000.0,4279000000.0,1092000000.0,,0.0,,,,,,342000000.0,,,,0.0,4279000000.0,518000000.0,,,,,-12000000.0,,70000000.0,,,6604000000.0,,66000000.0,,4000000.0,,,,,,,99000000.0,,,,694000000.0,5000000.0,,,,,,,,,21000000.0,,,,,290000000.0,166000000.0,,0.0,,-189000000.0,,63000000.0,769000000.0,709000000.0,4410000000.0,,,,,,,,,,6924000000.0,,4000000.0,,-375000000.0,,,,152000000.0,,,83000000.0,,,,,,,2000000.0,,497000000,,,29000000.0,,,,,-256000000.0,,,6000000.0,-252000000.0,,,8000000.0,,,2832000000.0,,119000000.0,,143000000.0,,,1111000000,136000000.0,-37000000.0,376000000.0,0.4,,,5694000000.0,,1893000000.0,,,,,427000000,,,,,,,,,,
,,,,725000000.0,,13360000000.0,343000000.0,,,,,4321000000.0,,,0.0,,300000000.0,7886000000.0,-80000000.0,,107000000.0,,507000000.0,,,4746000000.0,,,9000000.0,204000000.0,,,204000000.0,,,248000000.0,7089000000.0,,,,,,,200000000.0,-50000000.0,,,,82000000.0,0.28,4204000000.0,151000000.0,4199000000.0,769000000.0,,0.0,,,,,,360000000.0,,,,0.0,4199000000.0,540000000.0,,,,,-22000000.0,,65000000.0,,,6189000000.0,,86000000.0,,-15000000.0,,,,,,,81000000.0,,,,653000000.0,-4000000.0,,,,,,,,,0.0,,,,,112000000.0,167000000.0,,0.0,,-1000000.0,,44000000.0,670000000.0,716000000.0,4279000000.0,,,,,,,,,,7171000000.0,,3000000.0,,0.0,,,,162000000.0,,,56000000.0,,,,,,,1000000.0,,375000000,,,23000000.0,,,,,-165000000.0,,,-27000000.0,-144000000.0,,,5000000.0,,,3036000000.0,,18000000.0,,112000000.0,,,970000000,106000000.0,-25000000.0,260000000.0,0.28,,,5474000000.0,,1443000000.0,,,,,310000000,,,,,,,,,,
,,,,718000000.0,,13855000000.0,347000000.0,,,,,4322000000.0,,,0.0,,253000000.0,7898000000.0,-394000000.0,,689000000.0,,541000000.0,,,4751000000.0,,,9000000.0,-23000000.0,,,-23000000.0,,,361000000.0,7088000000.0,,,,,,,-23000000.0,-51000000.0,,,,82000000.0,-0.03,3828000000.0,222000000.0,3805000000.0,1305000000.0,,0.0,,,,,,492000000.0,,,,0.0,3805000000.0,549000000.0,,,,,-46000000.0,,57000000.0,0.0,,6863000000.0,,90000000.0,,-1000000.0,,,,,,,-173000000.0,,,,824000000.0,-91000000.0,,,,,,,,,0.0,,,,,-595000000.0,266000000.0,,0.0,,107000000.0,,-157000000.0,500000000.0,718000000.0,4199000000.0,,,,,,,,,,6992000000.0,,-18000000.0,,0.0,,,,162000000.0,,,-20000000.0,,,,,,,2000000.0,,65000000,,,22000000.0,,,,,-174000000.0,,,-36000000.0,22000000.0,,,23000000.0,,,3013000000.0,,23000000.0,,131000000.0,,,753000000,-145000000.0,-28000000.0,-43000000.0,-0.03,,,5957000000.0,,2112000000.0,,,,,8000000,,,,,,,,,,
,,,835000000.0,729000000.0,981000000.0,14746000000.0,361000000.0,-147000000.0,659000000.0,0.0,4324000000.0,4324000000.0,,1.14,0.0,,631000000.0,7837000000.0,1043000000.0,7086000000.0,659000000.0,21000000.0,592000000.0,,,4799000000.0,7233000000.0,7000000.0,9000000.0,361000000.0,1183000000.0,-84000000.0,361000000.0,,3374000000.0,322000000.0,7086000000.0,14746000000.0,,-374000000.0,346000000.0,,4848000000.0,361000000.0,-50000000.0,,,,114000000.0,0.49,4858000000.0,123000000.0,4848000000.0,1797000000.0,-12000000.0,0.0,325000000.0,,726000000.0,157000000.0,1292000000.0,506000000.0,,4799000000.0,2714000000.0,0.0,4848000000.0,500000000.0,10000000.0,,,500000000.0,-4000000.0,175000000.0,154000000.0,0.0,,7513000000.0,0.0,85000000.0,9000000.0,-15000000.0,361000000.0,1.13,85000000.0,1529000000.0,,-303000000.0,1178000000.0,2000000.0,4848000000.0,4858000000.0,901000000.0,88000000.0,,-177000000.0,208000000.0,,6909000000.0,4410000000.0,,501000000.0,0.0,,-44000000.0,835000000.0,,16000000.0,325000000.0,,0.0,1129000000.0,71000000.0,-375000000.0,-303000000.0,944000000.0,720000000.0,3805000000.0,2000000.0,,0.0,,,438000000.0,-107000000.0,,592000000.0,7233000000.0,146000000.0,13000000.0,0.0,0.0,-344000000.0,123000000.0,,157000000.0,,0.0,27000000.0,1797000000.0,4408000000.0,1525000000.0,901000000.0,,571000000.0,2000000.0,7837000000.0,438000000,2883000000.0,,30000000.0,1185000000.0,104000000.0,,-27000000.0,638000000.0,114000000.0,-344000000.0,13000000.0,0.0,,1700000000.0,10000000.0,43000000.0,835000000.0,3374000000.0,,15000000.0,,184000000.0,,,1575000000,1195000000.0,-17000000.0,388000000.0,0.49,,716000000.0,6909000000.0,,2714000000.0,,501000000.0,7513000000.0,,438000000,-2000000.0,,,,,,,,,
,,,,731000000.0,,13777000000.0,441000000.0,,,,,4075000000.0,,,0.0,,413000000.0,7914000000.0,-383000000.0,,208000000.0,,615000000.0,,,4640000000.0,,,9000000.0,394000000.0,,,394000000.0,,,178000000.0,7084000000.0,,,,,,,387000000.0,-100000000.0,,,,124000000.0,0.54,4470000000.0,102000000.0,4465000000.0,1161000000.0,,,,,,,,323000000.0,,,,,4465000000.0,525000000.0,,,,,-16000000.0,,162000000.0,,,6539000000.0,,138000000.0,,11000000.0,,,,,,,188000000.0,,,,718000000.0,10000000.0,,,,,,,,,0.0,,,,,438000000.0,123000000.0,,0.0,,-208000000.0,,-619000000.0,865000000.0,723000000.0,4848000000.0,,,,,,,,,,7238000000.0,,5000000.0,,-250000000.0,,,,158000000.0,,,98000000.0,,,,,,,2000000.0,,704000000,,,23000000.0,,,,,-361000000.0,,,-3000000.0,-212000000.0,,,5000000.0,,,3598000000.0,,27000000.0,,145000000.0,,,1278000000,209000000.0,-21000000.0,492000000.0,0.53,,,5863000000.0,,1899000000.0,,,,,542000000,,,,,,,,,,
,,,,735000000.0,,14015000000.0,466000000.0,,,,,4077000000.0,,,0.0,,297000000.0,7964000000.0,-49000000.0,,201000000.0,,510000000.0,,,4669000000.0,,,9000000.0,212000000.0,,,212000000.0,,,266000000.0,7084000000.0,,,,,,,210000000.0,-100000000.0,,,,126000000.0,0.29,4521000000.0,117000000.0,4416000000.0,837000000.0,,,,,,,,415000000.0,,,,,4416000000.0,539000000.0,,,,,-128000000.0,,103000000.0,,,6214000000.0,,153000000.0,,-12000000.0,,,,,,,107000000.0,,,,866000000.0,-19000000.0,,,,,,,,,0.0,,,,,7000000.0,198000000.0,,0.0,,86000000.0,,-545000000.0,747000000.0,727000000.0,4465000000.0,,,,,,,,,,7801000000.0,,0.0,,0.0,,,,179000000.0,,,70000000.0,,,,,,,2000000.0,,435000000,,,20000000.0,,,,,-222000000.0,,,23000000.0,-148000000.0,,,105000000.0,,,3810000000.0,,34000000.0,,149000000.0,,,1044000000,135000000.0,-28000000.0,282000000.0,0.29,,,6051000000.0,,1545000000.0,,,,,332000000,,,,,,,,,,
,,,,739000000.0,,14302000000.0,515000000.0,,,,,4078000000.0,,,0.0,,337000000.0,7993000000.0,-51000000.0,,503000000.0,,394000000.0,,,4703000000.0,,,9000000.0,127000000.0,,,127000000.0,,,298000000.0,7083000000.0,,,,,,,127000000.0,0.0,,,,110000000.0,0.17,4519000000.0,238000000.0,4365000000.0,907000000.0,,-44000000.0,,,,,,457000000.0,,,,,4365000000.0,530000000.0,,,,,-95000000.0,,103000000.0,0.0,,6313000000.0,,171000000.0,,200000000.0,,,,,,,-227000000.0,,,,676000000.0,-126000000.0,,,,,,,,,15000000.0,,,,,-303000000.0,309000000.0,,0.0,,115000000.0,,-544000000.0,653000000.0,730000000.0,4416000000.0,,,,,,,,,,7989000000.0,,-20000000.0,,0.0,,,,200000000.0,,,18000000.0,,,,,,,1000000.0,,196000000,,,28000000.0,,,,,-392000000.0,,,-42000000.0,221000000.0,,,154000000.0,,,3937000000.0,,21000000.0,,159000000.0,,,990000000,-181000000.0,-46000000.0,145000000.0,0.17,,,6309000000.0,,1610000000.0,,,,,196000000,,,,,,,,,,
,,,892000000.0,744000000.0,1121000000.0,15244000000.0,483000000.0,-170000000.0,679000000.0,-145000000.0,4079000000.0,4079000000.0,,1.21,0.0,,538000000.0,8296000000.0,-2542000000.0,7095000000.0,679000000.0,145000000.0,625000000.0,,,4565000000.0,8068000000.0,7000000.0,9000000.0,159000000.0,1319000000.0,-3716000000.0,159000000.0,,4096000000.0,372000000.0,7095000000.0,15244000000.0,,-135000000.0,494000000.0,,1823000000.0,159000000.0,0.0,,,,3000000.0,0.22,1831000000.0,128000000.0,1823000000.0,1702000000.0,-25000000.0,-1000000.0,284000000.0,,739000000.0,189000000.0,1192000000.0,565000000.0,,4565000000.0,2611000000.0,,1823000000.0,562000000.0,8000000.0,,,562000000.0,-3477000000.0,106000000.0,126000000.0,0.0,,7176000000.0,,173000000.0,9000000.0,-20000000.0,483000000.0,1.19,173000000.0,1813000000.0,,-633000000.0,1013000000.0,-3559000000.0,1823000000.0,1831000000.0,749000000.0,81000000.0,,-40000000.0,,,6948000000.0,4848000000.0,,597000000.0,130000000.0,,-27000000.0,892000000.0,,-182000000.0,284000000.0,,0.0,1114000000.0,-18000000.0,-250000000.0,-633000000.0,815000000.0,733000000.0,4365000000.0,0.0,,0.0,,,-3025000000.0,-111000000.0,,625000000.0,8068000000.0,229000000.0,-3544000000.0,,0.0,-408000000.0,128000000.0,,189000000.0,,0.0,42000000.0,1702000000.0,4664000000.0,1585000000.0,749000000.0,,646000000.0,2000000.0,8296000000.0,250000000,3079000000.0,,21000000.0,1081000000.0,92000000.0,,179000000.0,733000000.0,3000000.0,-408000000.0,-5000000.0,4000000.0,-46000000.0,1760000000.0,8000000.0,-242000000.0,892000000.0,4096000000.0,,24000000.0,,193000000.0,,,1353000000,1029000000.0,-16000000.0,201000000.0,0.21,,728000000.0,6948000000.0,,2611000000.0,,597000000.0,7176000000.0,,250000000,-54000000.0,,,,,,,,,
,,,,746000000.0,,17302000000.0,798000000.0,,,,,5777000000.0,,,0.0,,491000000.0,13294000000.0,1049000000.0,,383000000.0,,901000000.0,,,6632000000.0,,,,336000000.0,,,336000000.0,,,328000000.0,9772000000.0,,,,,,,336000000.0,0.0,,,,57000000.0,0.45,2872000000.0,103000000.0,2872000000.0,1207000000.0,,,,,,,,503000000.0,,,,64000000.0,2872000000.0,2598000000.0,,,,,-1068000000.0,,257000000.0,,,8954000000.0,,316000000.0,,-17000000.0,,,,,,,282000000.0,,,,650000000.0,14000000.0,,,,,,,,,,,,,,459000000.0,150000000.0,,0.0,,-184000000.0,,-643000000.0,964000000.0,735000000.0,1823000000.0,,,,,,,,,,8348000000.0,,3547000000.0,,-750000000.0,,,,246000000.0,,,73000000.0,,,,,,,4000000.0,,461000000,,,34000000.0,,,,,-242000000.0,,,-63000000.0,1807000000.0,,,,,,4239000000.0,,24000000.0,,175000000.0,,,1455000000,309000000.0,-27000000.0,409000000.0,0.45,-4588000000.0,,4008000000.0,,2322000000.0,,,,,461000000,,,,,,,,,,
,,,,750000000.0,,16607000000.0,835000000.0,,,,,4977000000.0,,,0.0,,598000000.0,13187000000.0,-601000000.0,,462000000.0,,721000000.0,,,5862000000.0,,,,127000000.0,,,127000000.0,,,491000000.0,9771000000.0,,,,,,,127000000.0,0.0,,,,50000000.0,0.17,2271000000.0,94000000.0,2271000000.0,1238000000.0,,,,,,,,740000000.0,,,,56000000.0,2271000000.0,2431000000.0,,,,,-45000000.0,,349000000.0,,,8053000000.0,,320000000.0,,-34000000.0,,,,,,,435000000.0,,,,593000000.0,-1000000.0,,,,,,,,,,,,,,-82000000.0,176000000.0,,0.0,,72000000.0,,-649000000.0,972000000.0,739000000.0,2872000000.0,,,,,,,,,,8554000000.0,,4000000.0,,-816000000.0,,,,260000000.0,,,40000000.0,,,,,,,8000000.0,,232000000,,,41000000.0,,,,,22000000.0,,,-52000000.0,-1009000000.0,,,,,,4366000000.0,,36000000.0,,249000000.0,,,1570000000,479000000.0,-44000000.0,167000000.0,0.17,-5000000.0,,3420000000.0,,2191000000.0,,,,,232000000,,,,,,,,,,
,,,,756000000.0,,18380000000.0,937000000.0,,,,,4881000000.0,,,0.0,,529000000.0,13046000000.0,1758000000.0,,446000000.0,,689000000.0,,,5861000000.0,,,,199000000.0,,,199000000.0,,,496000000.0,9787000000.0,,,,,,,199000000.0,0.0,,,,43000000.0,0.27,4029000000.0,131000000.0,4029000000.0,1320000000.0,,,,,,,,745000000.0,,,,1481000000.0,4029000000.0,2134000000.0,,,,,-37000000.0,,226000000.0,0.0,,9562000000.0,,382000000.0,,-78000000.0,,,,,,,480000000.0,,,,728000000.0,-45000000.0,,,,,,,,,,,,,,18000000.0,211000000.0,,0.0,,36000000.0,,-653000000.0,1039000000.0,742000000.0,2271000000.0,,,,,,,,,,8818000000.0,,-9000000.0,,-3038000000.0,,,,258000000.0,,,32000000.0,,,,,,,14000000.0,,294000000,,,32000000.0,,,,,9000000.0,,,-85000000.0,1285000000.0,,,,,,4616000000.0,,26000000.0,,249000000.0,,,1568000000,508000000.0,-28000000.0,231000000.0,0.26,0.0,,5334000000.0,,3701000000.0,,,,,294000000,,,,,,,,,,
,,,966000000.0,757000000.0,1106000000.0,17452000000.0,746000000.0,-195000000.0,732000000.0,0.0,4887000000.0,4887000000.0,,1.3,0.0,,776000000.0,12622000000.0,-784000000.0,9768000000.0,732000000.0,0.0,806000000.0,,,5677000000.0,9119000000.0,54000000.0,,254000000.0,1412000000.0,-1177000000.0,254000000.0,,4869000000.0,528000000.0,9768000000.0,17452000000.0,,500000000.0,1150000000.0,,3245000000.0,254000000.0,-82000000.0,,,,44000000.0,0.34,3245000000.0,49000000.0,3245000000.0,1628000000.0,-50000000.0,,222000000.0,,754000000.0,258000000.0,2155000000.0,813000000.0,,5677000000.0,2656000000.0,,3245000000.0,1912000000.0,,,,1912000000.0,-27000000.0,106000000.0,318000000.0,0.0,,8333000000.0,,401000000.0,,-56000000.0,746000000.0,1.28,401000000.0,2562000000.0,,-629000000.0,822000000.0,3547000000.0,3245000000.0,3245000000.0,804000000.0,64000000.0,,84000000.0,,,4830000000.0,1823000000.0,,805000000.0,,,-9000000.0,966000000.0,,-311000000.0,222000000.0,,0.0,1844000000.0,26000000.0,-6104000000.0,-629000000.0,1238000000.0,744000000.0,4029000000.0,-92000000.0,,0.0,,,1422000000.0,-136000000.0,,806000000.0,9119000000.0,140000000.0,5000000.0,,-1500000000.0,-547000000.0,49000000.0,,258000000.0,,0.0,46000000.0,1628000000.0,6608000000.0,2394000000.0,804000000.0,,958000000.0,28000000.0,12622000000.0,425000000,4214000000.0,,40000000.0,2019000000.0,147000000.0,,-232000000.0,-47000000.0,44000000.0,-547000000.0,191000000.0,-1583000000.0,-4588000000.0,2802000000.0,,-258000000.0,966000000.0,4869000000.0,,20000000.0,,285000000.0,,,2014000000,859000000.0,-37000000.0,300000000.0,0.33,5000000.0,740000000.0,4830000000.0,,2656000000.0,,805000000.0,8333000000.0,,425000000,32000000.0,,,,,,,,,
,,,,761000000.0,,16921000000.0,812000000.0,,,,,4393000000.0,,,0.0,,585000000.0,12565000000.0,3000000.0,,344000000.0,,936000000.0,,,5246000000.0,,,,426000000.0,,,426000000.0,,,423000000.0,9763000000.0,,,,,,,426000000.0,-80000000.0,,,,41000000.0,0.57,3248000000.0,48000000.0,3248000000.0,1153000000.0,,,,,,,,648000000.0,,,,,3248000000.0,1747000000.0,,,,,-23000000.0,,313000000.0,,,7485000000.0,,439000000.0,,-13000000.0,,,,,,,390000000.0,,,,716000000.0,2000000.0,,,,,,,,,,,,,,396000000.0,150000000.0,,0.0,,-76000000.0,,-625000000.0,1141000000.0,749000000.0,3245000000.0,,,,,,,,,,9436000000.0,,-2000000.0,,-3051000000.0,,,,245000000.0,,,27000000.0,,,,,,,21000000.0,,806000000,,,33000000.0,,,,,-303000000.0,,,-80000000.0,-404000000.0,,,,,,5069000000.0,,109000000.0,,225000000.0,,,1726000000,411000000.0,-21000000.0,453000000.0,0.56,0.0,,4356000000.0,,2239000000.0,,,,,493000000,,,,,,,,,,
,,,,764000000.0,,16808000000.0,903000000.0,,,,,4387000000.0,,,0.0,,561000000.0,12456000000.0,30000000.0,,360000000.0,,662000000.0,,,5328000000.0,,,,243000000.0,,,243000000.0,,,479000000.0,9763000000.0,,,,,,,243000000.0,0.0,,,,38000000.0,0.32,3278000000.0,51000000.0,3278000000.0,940000000.0,,,,,,,,731000000.0,,,,,3278000000.0,1583000000.0,,,,,-18000000.0,,305000000.0,,,7093000000.0,,466000000.0,,-33000000.0,,,,,,,234000000.0,,,,663000000.0,-8000000.0,,,,,,,,,,,,,,-11000000.0,163000000.0,,0.0,,8000000.0,,-640000000.0,1070000000.0,754000000.0,3248000000.0,,,,,,,,,,9715000000.0,,13000000.0,,-1200000000.0,,,,246000000.0,,,50000000.0,,,,,,,15000000.0,,644000000,,,38000000.0,,,,,-319000000.0,,,-23000000.0,-248000000.0,,,,,,5312000000.0,,21000000.0,,252000000.0,,,1631000000,265000000.0,-31000000.0,293000000.0,0.32,0.0,,4352000000.0,,1765000000.0,,,,,339000000,,,,,,,,,,
,,,,766000000.0,,17718000000.0,934000000.0,,,,,4388000000.0,,,0.0,,552000000.0,12332000000.0,298000000.0,,888000000.0,,703000000.0,,,5362000000.0,,,,188000000.0,,,188000000.0,,,536000000.0,9764000000.0,,,,,,,188000000.0,-74000000.0,,,,40000000.0,0.25,3576000000.0,94000000.0,3576000000.0,1373000000.0,,,,,,,,809000000.0,,,,,3576000000.0,1406000000.0,,,,,-115000000.0,,254000000.0,0.0,,7751000000.0,,469000000.0,,-8000000.0,,,,,,,345000000.0,,,,828000000.0,-44000000.0,,,,,,,,,,,,,,-525000000.0,313000000.0,,0.0,,146000000.0,,-642000000.0,1066000000.0,755000000.0,3278000000.0,,,,,,,,,,9967000000.0,,-1000000.0,,0.0,,,,254000000.0,,,32000000.0,,,,,,,1000000.0,,511000000,,,47000000.0,,,,,-79000000.0,,,-35000000.0,12000000.0,,,,,,5501000000.0,,20000000.0,,273000000.0,,,1618000000,379000000.0,-34000000.0,220000000.0,0.25,0.0,,5386000000.0,,2389000000.0,,,,,257000000,,,,,,,,,,
