,trailingPretaxIncome,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,trailingCashDividendsPaid,annualNetIncome,trailingNetIncome,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyLongTermDebt,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualPretaxIncome,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualOtherNonCashItems,trailingChangeInWorkingCapital,trailingChangeInAccountPayable,annualPurchaseOfInvestment,annualBasicEPS,annualStockholdersEquity,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,annualDepreciationAndAmortization,trailingStockBasedCompensation,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,annualOtherShortTermInvestments,trailingEndCashPosition,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualCurrentAssets,trailingCapitalExpenditure,quarterlyDilutedEPS,annualGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyGrossProfit,quarterlyAccountsPayable,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,annualTaxProvision,annualInventory,trailingTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,annualCurrentDebt,quarterlyNetPPE,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyBasicEPS,annualNetOtherFinancingCharges,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyPretaxIncome,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualChangeInWorkingCapital,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualDilutedAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualDilutedEPS,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyAccountsReceivable,trailingBasicEPS
925430400,,,,,,,,,326300000.0,1325400000.0,,600000.0,,151700000.0,,3300000.0,,24600000.0,,,603800000.0,,,,,,,,,,,,,168100000.0,,36300000.0,36300000.0,336376250.0,,,35122000.0,,,,25600000.0,-9000000.0,24600000.0,,939200000.0,,,,,,,25600000.0,25600000.0,900000.0,,114300000.0,,-8300000.0,,,,,14800000.0,,9700000.0,,,,,147000000.0,,,537900000.0,-157000000.0,,,,,34300000.0,,,,,-127400000.0,,,0.11,,,,,21600000.0,240800000.0,246700000.0,,-11100000.0,,,,,182900000.0,,,,,22300000.0,,787500000.0,,,,,,,,,20700000.0,,,,-33800000.0,-216400000.0,,,316600000.0,,,,,278511250.0,29600000.0,,,,,72700000.0,0.13,,,,,430300000.0,,,,-171900000.0,-5600000.0,,57000000.0,,,,,,,,-126400000.0,,138700000.0,,-30600000.0,533000000.0,999100000.0,512700000.0,,,,57900000.0,,844600000.0,,,,,,,,,,,,,,,,,,,,,,,
933379200,,,,,,,,,313300000.0,1342100000.0,,1500000.0,,125500000.0,,-300000.0,,18100000.0,,,650100000.0,,,,,,,,,,,,,182400000.0,,41600000.0,41600000.0,338836250.0,,,41600000.0,,,,25300000.0,-2500000.0,18100000.0,,951100000.0,,,,,,,25300000.0,25300000.0,1900000.0,,149900000.0,,-8700000.0,,,,,15500000.0,,9700000.0,,,,,53300000.0,,,504900000.0,-85200000.0,,,,,52400000.0,,,,,-12000000.0,,,0.12,,,,,,265100000.0,209900000.0,,-36800000.0,,,,,197900000.0,,,133100000.0,,25600000.0,,837200000.0,,,,,,,,,23700000.0,,,,-41200000.0,-220000000.0,,,303600000.0,,,,,281161250.0,31100000.0,,,,,82700000.0,0.14,,,,,463200000.0,,,,-93100000.0,-6600000.0,,65300000.0,,,,,,,,-42400000.0,,44600000.0,,-42800000.0,523600000.0,1028800000.0,485300000.0,,,,67200000.0,,915200000.0,,,,,,,,,,,,,,,,,,,,,,,
941328000,,,,,,,,,335400000.0,1549100000.0,,1500000.0,,144600000.0,,10400000.0,,12000000.0,,,656100000.0,,,,,,,,,,,,,195800000.0,,50900000.0,50900000.0,270391000.0,,,50900000.0,,,,35700000.0,-37800000.0,12100000.0,,1105500000.0,,,,,,,35700000.0,35700000.0,2300000.0,,181300000.0,,-8600000.0,,,,,16500000.0,,10500000.0,,,,,14100000.0,,,687000000.0,3600000.0,,,,,72500000.0,,,,,-154400000.0,,,0.15,,,,,,294300000.0,347600000.0,,137700000.0,,,,,212300000.0,,,132700000.0,,25300000.0,,862100000.0,,,,,,,,,28900000.0,,,,15300000.0,-235400000.0,,,324900000.0,,,,,265466000.0,32900000.0,,,,,98500000.0,0.15,,,,,479100000.0,,,,-15900000.0,-8700000.0,,79800000.0,,,,,,,,42600000.0,,5500000.0,,-39000000.0,560300000.0,1213700000.0,673500000.0,,,,82000000.0,,950400000.0,,,,,,,,,,,,,,,,,,,,,,,
949276800,,,,1450941000.0,,219427000.0,,537994000.0,355406000.0,1450941000.0,-34057000.0,1200000.0,1200000.0,0.0,,23095000.0,,0.0,344145000.0,269570000.0,880073000.0,121375000.0,,35786000.0,52723000.0,349302000.0,,,,,0.89,925921000.0,,202289000.0,-85517000.0,90627000.0,90627000.0,,63944000.0,,91805000.0,-18345000.0,,58789000.0,58789000.0,-36217000.0,51523000.0,,985715000.0,,,140357000.0,,52723000.0,,58789000.0,58789000.0,57000.0,334554000.0,1233000.0,472297000.0,-8457000.0,,,,,17144000.0,15135000.0,8933000.0,,8933000.0,346473000.0,,-184643000.0,413246000.0,0.0,525020000.0,226219000.0,-50753000.0,58789000.0,0.0,58789000.0,45036000.0,,5157000.0,22294000.0,,119807000.0,1095535000.0,,,597537000.0,17948000.0,-23753000.0,219427000.0,,297691000.0,334554000.0,748489000.0,,,-221047000.0,355406000.0,,155489000.0,,,132346000.0,0.0,35700000.0,,925921000.0,,-152738000.0,121375000.0,36495000.0,,0.0,,,51418000.0,124718000.0,985715000.0,,-161347000.0,-251064000.0,,1233000.0,346473000.0,132346000.0,45036000.0,2790173000.0,3887964000.0,,,,,,,159346000.0,,29757000.0,1097791000.0,51523000.0,-251064000.0,537994000.0,-12381000.0,,,119938000.0,38848000.0,,142045000.0,,748489000.0,-160962000.0,,,,219427000.0,266557000.0,270897531.0,-207145000.0,,-40338000.0,597537000.0,1095535000.0,472297000.0,0.81,15135000.0,-173993000.0,142202000.0,525020000.0,1177764000.0,,,,,,,,,,,,,,,,,,,,,,,
957052800,,,,,,,,,381225000.0,1518270000.0,,2240000.0,,0.0,,-30392000.0,,0.0,,,724370000.0,114654000.0,,,57685000.0,,,,,,,,,201878000.0,,44340000.0,44340000.0,341076923.0,,,44340000.0,,,,28397000.0,-45435000.0,55445000.0,,995495000.0,0.0,,,,,,28397000.0,28397000.0,1278000.0,,182954000.0,,-10506000.0,,,,,18607000.0,,9025000.0,,,,,4910000.0,,,610764000.0,-150482000.0,,,,,106471000.0,,,,,-9780000.0,,,0.13,,,-65549000.0,,,272709000.0,242361000.0,,,,,,,201878000.0,,,164155000.0,,58789000.0,,907506000.0,,,,,,,,0.0,25213000.0,,,,-521000.0,-268958000.0,,,372200000.0,,,,,341076923.0,,8390000.0,,,,89438000.0,0.13,,,,,507732000.0,,,,-171145000.0,3235000.0,,69553000.0,,,,,,,,-104963000.0,,120006000.0,,-45519000.0,641158000.0,1137045000.0,553079000.0,,13110000.0,,70831000.0,,997079000.0,,,,,,,,,,,,,,,,,,,,,,,
965001600,,,,,,,,,462606000.0,1626962000.0,,205369000.0,,0.0,,-14357000.0,,0.0,,,735445000.0,121420000.0,,,257042000.0,,,,,,,,,215985000.0,,39310000.0,39310000.0,333038000.0,,,39310000.0,,,,14040000.0,-96492000.0,51673000.0,,1062175000.0,0.0,,,,,,14040000.0,14040000.0,4326000.0,,24326000.0,,-10573000.0,,,,,19345000.0,,12936000.0,,,,,39591000.0,,,680603000.0,-50945000.0,,,,,81205000.0,,,,,-66680000.0,,,0.12,,,1000.0,,,281973000.0,277815000.0,,,,,,,215985000.0,,,164548000.0,,28397000.0,,946359000.0,,,,,,,,0.0,22352000.0,,,,-228498000.0,-286774000.0,,,449670000.0,,,,,333038000.0,,7536000.0,,,,85333000.0,0.12,,,,,536470000.0,,,,-16538000.0,-4026000.0,,61662000.0,,,,,,,,45580000.0,,36555000.0,,-96525000.0,736444000.0,1164356000.0,423561000.0,,0.0,,65988000.0,,1017418000.0,,,,,,,,,,,,,,,,,,,,,,,
972950400,,,,,,,,,510902000.0,1768009000.0,,210907000.0,,0.0,,-960000.0,,0.0,,,772996000.0,122451000.0,,,261724000.0,,,,,,,,,236524000.0,,50990000.0,50990000.0,333556000.0,,,50990000.0,,,,13080000.0,-67316000.0,50817000.0,,1173328000.0,0.0,,,,,,13080000.0,13080000.0,4855000.0,,64991000.0,,-10585000.0,,,,,20619000.0,,15959000.0,,,,,46203000.0,,,762620000.0,-48031000.0,,,,,62956000.0,,,,,-111153000.0,,,0.15,,,0.0,,,321364000.0,309508000.0,,,,,,,236524000.0,,,165281000.0,,14040000.0,,1005389000.0,,,,,,,,0.0,28995000.0,,,,-27463000.0,-306894000.0,,,494943000.0,,,,,333556000.0,7226000.0,11399000.0,,,,105459000.0,0.15,,,,,576875000.0,,,,-57833000.0,-1663000.0,,79985000.0,,,,,,,,19339000.0,,47017000.0,,-67370000.0,801837000.0,1257107000.0,500896000.0,,3946000.0,,84840000.0,,1094360000.0,,,,,,,,,,,,,,,,,,,,,,,
980899200,,,,2282462000.0,,70642000.0,,414318000.0,1157535000.0,2282462000.0,-42237000.0,720764000.0,720764000.0,0.0,,153277000.0,,162000000.0,108647000.0,333858000.0,1066857000.0,214192000.0,,,882764000.0,316004000.0,162000000.0,,,,0.21,861763000.0,,280512000.0,-118972000.0,-63998000.0,-63998000.0,,111399000.0,,-63998000.0,11035000.0,,162310000.0,162310000.0,90271000.0,0.0,,896235000.0,0.0,,215505000.0,,882764000.0,-47336000.0,162310000.0,162310000.0,34898000.0,297262000.0,9035000.0,537935000.0,-10573000.0,,,,,52828000.0,17446000.0,131733000.0,,131733000.0,973094000.0,,-155079000.0,265403000.0,162000000.0,1420699000.0,248379000.0,-65114000.0,162310000.0,0.0,162310000.0,44868000.0,,45357000.0,54742000.0,,127810000.0,1124927000.0,,,1339554000.0,-77942000.0,434000.0,70642000.0,,374857000.0,297262000.0,934899000.0,,,-332276000.0,1157535000.0,,280512000.0,,,165646000.0,-162000000.0,13080000.0,,861763000.0,,-216584000.0,214192000.0,107568000.0,,0.0,,0.0,-38555000.0,38005000.0,896235000.0,,-75794000.0,-366460000.0,,9035000.0,973094000.0,165646000.0,44868000.0,3299668000.0,4550571000.0,,147285000.0,,,,,-14827000.0,,-3063000.0,1250903000.0,0.0,-366460000.0,414318000.0,-1079000.0,,,175904000.0,-75488000.0,,-102553000.0,,934899000.0,-69612000.0,,,,70642000.0,255549000.0,333858000.0,-192543000.0,,-7170000.0,1339554000.0,1124927000.0,537935000.0,0.21,17446000.0,-59803000.0,94345000.0,1420699000.0,1441714000.0,,,,,,,,,,,,,,,,,,,,,,,
988588800,,,,,,,,,1175358000.0,2301594000.0,,733526000.0,,0.0,,-1416000.0,,162000000.0,,,881079000.0,200683000.0,,,895526000.0,,,,,,,,,251990000.0,,36233000.0,36233000.0,335184000.0,,,36233000.0,,,,160894000.0,-35612000.0,,,905534000.0,0.0,,,,,,160894000.0,160894000.0,11600000.0,,7083000.0,,-10631000.0,,,,,29890000.0,,184319000.0,,,,,0.0,,,1405974000.0,4312000.0,,,,,37896000.0,,,,,-9299000.0,,,0.11,,,-159000.0,,,321425000.0,282560000.0,,-14702000.0,,,,-2839000.0,251990000.0,,,166052000.0,,162310000.0,,895620000.0,,,,,,,,0.0,21602000.0,,,,-3048000.0,-395846000.0,,,991039000.0,,,,,331588000.0,3258000.0,,,,,99325000.0,0.11,,,,,439919000.0,,,,-29607000.0,264000.0,,57835000.0,,,,,,,,40038000.0,,-5842000.0,,-35726000.0,1386885000.0,1126236000.0,510448000.0,,20122000.0,,69435000.0,,1202504000.0,,,,,,,,,,,,,,,,,,,,,,,
996537600,,,,,,,,,1189645000.0,2330324000.0,,735435000.0,,0.0,,-79264000.0,,162000000.0,,,893971000.0,214133000.0,,,897435000.0,,,,,,,,,276069000.0,,27100000.0,27100000.0,335402000.0,,,27100000.0,,,,81630000.0,-38186000.0,,,980856000.0,0.0,,,,,,81630000.0,81630000.0,11957000.0,,7942000.0,,-10637000.0,,,,,31090000.0,,186421000.0,,,,,0.0,,,1414294000.0,-68435000.0,,,,,53231000.0,,,,,-75322000.0,,,0.08,,,126000.0,,,331283000.0,294784000.0,,12224000.0,,,,-3044000.0,276069000.0,,,166232000.0,,160894000.0,,916030000.0,,,,,,,,0.0,16157000.0,,,,-2975000.0,-426149000.0,,,1003224000.0,,,,,332330000.0,1398000.0,,,,,86304000.0,0.08,,,,,456383000.0,,,,-86916000.0,-2891000.0,,43257000.0,,,,,,,,-30219000.0,,-10859000.0,,-38216000.0,1429373000.0,1140679000.0,516859000.0,,0.0,,55214000.0,,1225254000.0,,,,,,,,,,,,,,,,,,,,,,,
1004486400,,,,,,,,,1122325000.0,2469266000.0,,347174000.0,,0.0,,-6811000.0,,0.0,,,927944000.0,223508000.0,,,347174000.0,,,,,,,,,295103000.0,,46737000.0,46737000.0,334857000.0,,,46737000.0,,,,74819000.0,-26156000.0,,,1133215000.0,0.0,,,,,,74819000.0,74819000.0,11480000.0,,391089000.0,,-10642000.0,,,,,31124000.0,,124535000.0,,,,,0.0,,,1516106000.0,5686000.0,,,,,48600000.0,,,,,-152359000.0,,,0.14,,,27000.0,,,381181000.0,381843000.0,,87059000.0,,,,-3552000.0,295103000.0,,,166302000.0,,81630000.0,,953160000.0,,,,,,,,0.0,27861000.0,,,,-2902000.0,-456478000.0,,,997790000.0,,,,,332491000.0,587000.0,,,,,117202000.0,0.14,,,,,492473000.0,,,,-43352000.0,-3168000.0,,74598000.0,,,,,,,,31928000.0,,-12583000.0,,-26242000.0,1454268000.0,1346941000.0,1168932000.0,,10492000.0,,86078000.0,,1309125000.0,,,,,,,,,,,,,,,,,,,,,,,
1012435200,,,,2552385000.0,,207513000.0,,579265000.0,996338000.0,2552385000.0,-42517000.0,339470000.0,339470000.0,0.0,,186706000.0,,0.0,327822000.0,335017000.0,1110489000.0,242780000.0,,,377116000.0,373611000.0,5819000.0,,,,0.63,1041718000.0,,312639000.0,-124072000.0,97443000.0,97443000.0,,122967000.0,,97443000.0,-42341000.0,,261525000.0,261525000.0,-24118000.0,37646000.0,,1131023000.0,0.0,,265628000.0,,377116000.0,25201000.0,261525000.0,261525000.0,10752000.0,322463000.0,395675000.0,1133551000.0,-10607000.0,,,,,30863000.0,10633000.0,7423000.0,,7423000.0,988915000.0,-3228000.0,0.0,496578000.0,0.0,1510667000.0,198700000.0,-269000.0,261525000.0,0.0,261525000.0,58408000.0,,45789000.0,162310000.0,,118192000.0,1556047000.0,,,1473693000.0,6777000.0,-263000.0,207513000.0,,475523000.0,322463000.0,1135801000.0,-59380000.0,,-11823000.0,996338000.0,-3228000.0,312639000.0,,,166359000.0,0.0,74819000.0,,1041718000.0,,-125365000.0,242780000.0,99215000.0,,0.0,,0.0,54689000.0,120309000.0,1131023000.0,,-2898000.0,-484778000.0,,395675000.0,988915000.0,166359000.0,58408000.0,3813483000.0,5322895000.0,,576000.0,,,,,193747000.0,,0.0,1509412000.0,37646000.0,-484778000.0,579265000.0,140263000.0,,,82427000.0,12572000.0,,152132000.0,,1135801000.0,-77448000.0,,,,207513000.0,223881000.0,335017000.0,-13057000.0,,-25181000.0,1473693000.0,1556047000.0,1133551000.0,0.62,10633000.0,-118788000.0,162884000.0,1510667000.0,1586012000.0,,,,,,,,,,,,,,,,,,,,,,,
1020124800,,,,,,,,,1000466000.0,2588732000.0,,336083000.0,,0.0,,25899000.0,,0.0,,,1009120000.0,212590000.0,,,389471000.0,,,,,,,,,297304000.0,,45928000.0,45928000.0,334834000.0,,,45928000.0,,,,287424000.0,-34754000.0,53388000.0,,1134449000.0,0.0,,,,,,287424000.0,287424000.0,10432000.0,,395877000.0,,-10646000.0,,,,,32004000.0,,8989000.0,,,,,-1699000.0,,,1500072000.0,40008000.0,,,,,85419000.0,,,,,-3426000.0,,,0.14,,,,,,380292000.0,341134000.0,,18671000.0,,,,-2677000.0,297304000.0,,,166462000.0,,261525000.0,,1088660000.0,,,,,,,,0.0,26628000.0,,,,-3196000.0,-515937000.0,,,991477000.0,,,,,332665000.0,689000.0,,,,,114992000.0,0.14,,,,,625193000.0,,,,-43660000.0,39859000.0,,72556000.0,,,,,,,,74820000.0,,-14167000.0,,-34812000.0,1507414000.0,1588266000.0,1110601000.0,,,,82988000.0,,1389412000.0,,,,,,,,,,,,,,,,,,,,,,,
1028073600,,,,,,,,,1021124000.0,2265229000.0,,506707000.0,,0.0,,-247907000.0,,0.0,,,1066300000.0,219220000.0,,,552737000.0,,,,,,,,,313667000.0,,42362000.0,42362000.0,335737000.0,,,42362000.0,,,,39517000.0,-35564000.0,46030000.0,,1058200000.0,4500000.0,,,,,,39517000.0,39517000.0,11337000.0,,15132000.0,,-10661000.0,,,,,34015000.0,,21851000.0,,,,,5756000.0,,,1133875000.0,-29841000.0,,,,,65263000.0,,,,,76249000.0,,,0.13,,,,,,387427000.0,346786000.0,,5652000.0,,,,-2012000.0,313667000.0,,,166670000.0,,287424000.0,,1131354000.0,,,,,,,,0.0,24561000.0,,,,-386365000.0,-548073000.0,,,999273000.0,,,,,333067000.0,1431000.0,,,,,112275000.0,0.13,,,,,656894000.0,,,,42547000.0,47437000.0,,66923000.0,,,,,,,,5792000.0,,-218135000.0,,-35633000.0,1547346000.0,1244105000.0,581138000.0,,,,73760000.0,,1453727000.0,,,,,,,,,,,,,,,,,,,,,,,
1036022400,,,,,,,,,1020771000.0,2411164000.0,,502498000.0,,0.0,,-2416000.0,,0.0,,,1069119000.0,246815000.0,,,547538000.0,,,,,,,,,335152000.0,,68570000.0,68570000.0,334970000.0,,,68570000.0,,,,37101000.0,-34030000.0,45040000.0,,1249120000.0,25041000.0,,,,,,37101000.0,37101000.0,,,15834000.0,,-10665000.0,,,,,36283000.0,,20506000.0,,,,,-27000.0,,,1220813000.0,13106000.0,,,,,61077000.0,,,,,-190920000.0,,,0.2,,,,,,428583000.0,410426000.0,,63640000.0,,,,-1382000.0,335152000.0,,,166691000.0,,39517000.0,,1190351000.0,,,,,,,,0.0,38365000.0,,,,-3817000.0,-581162000.0,,,1000265000.0,,,,,333227000.0,200000.0,,,,,129714000.0,0.21,,,,,714800000.0,,,,-38951000.0,-18872000.0,,106935000.0,,,,,,,,47388000.0,,-15774000.0,,-34282000.0,1581427000.0,1390393000.0,673275000.0,,,,93431000.0,,1497702000.0,,,,,,,,,,,,,,,,,,,,,,,
1043971200,,,,2333153000.0,,264946000.0,,812220000.0,1009245000.0,2333153000.0,-42638000.0,330337000.0,330337000.0,0.0,,84217000.0,,0.0,414626000.0,333055000.0,1231599000.0,239898000.0,,,380584000.0,427724000.0,-162000000.0,,,,0.8,1288068000.0,,350419000.0,-133834000.0,108086000.0,108086000.0,,134959000.0,,108086000.0,-440413000.0,,121318000.0,121318000.0,-29486000.0,50247000.0,,1123031000.0,0.0,,434040000.0,,380584000.0,18840000.0,121318000.0,121318000.0,,341303000.0,16209000.0,664501000.0,-10666000.0,,,,,32657000.0,67091000.0,15423000.0,,15423000.0,993822000.0,-1349000.0,-9732000.0,592224000.0,0.0,1045085000.0,276452000.0,0.0,121318000.0,0.0,121318000.0,45699000.0,,42639000.0,261525000.0,,126089000.0,1323908000.0,,,,82867000.0,,264946000.0,,527964000.0,341303000.0,1296542000.0,-69123000.0,,-397094000.0,1009245000.0,-1349000.0,350419000.0,,,166670000.0,29541000.0,37101000.0,,1288068000.0,,-134315000.0,239898000.0,-140207000.0,,0.0,,0.0,60126000.0,149680000.0,1123031000.0,,-3716000.0,,,16209000.0,993822000.0,166670000.0,45699000.0,4376138000.0,6100404000.0,,-200000.0,,,,,239743000.0,,-5702000.0,1724266000.0,50247000.0,,812220000.0,299725000.0,,,150960000.0,14443000.0,,168212000.0,,1296542000.0,110896000.0,,,,264946000.0,306040000.0,335050000.0,-192337000.0,,-29588000.0,,1323908000.0,664501000.0,0.79,67091000.0,7992000.0,177545000.0,1045085000.0,1759563000.0,,,,,,,,,,,,,,,,,,,,,,,
1051660800,,,,,,,,,1000576000.0,2355967000.0,,326028000.0,,0.0,,-45372000.0,,0.0,,,1117158000.0,230288000.0,,,377612000.0,,,,,,,,,348955000.0,,60332000.0,60332000.0,334597000.0,,,60332000.0,,,,75946000.0,-30063000.0,51584000.0,,1200701000.0,0.0,,,,,,75946000.0,75946000.0,,,16560000.0,,-11673000.0,,,,,36756000.0,,12465000.0,,,,,64000.0,,,1018220000.0,-30437000.0,,,,,52080000.0,,,,,-77670000.0,,,0.18,,,,,,451906000.0,357224000.0,,15921000.0,,,,-1311000.0,348955000.0,,,166762000.0,,121318000.0,,1337747000.0,,,,,,,,0.0,33208000.0,,,,-4086000.0,-618336000.0,,,988111000.0,,,,,333243000.0,224000.0,,,,,139707000.0,0.18,,,,,860879000.0,,,,-106120000.0,8500000.0,,93540000.0,,,,,,,,-308000.0,,-15001000.0,,-30129000.0,1606447000.0,1355391000.0,640608000.0,,36536000.0,,102951000.0,,1569064000.0,,,,,,,,,,,,,,,,,,,,,,,
1059609600,,,,,,,,,998073000.0,2365381000.0,,272420000.0,,0.0,,26330000.0,,0.0,,,1178264000.0,255027000.0,,,329353000.0,,,,,,,,,370987000.0,,59936000.0,59936000.0,336841000.0,,,59936000.0,,,,102276000.0,-85252000.0,56933000.0,,1184709000.0,0.0,,,,,,102276000.0,102276000.0,,,16957000.0,,-11701000.0,,,,,38127000.0,,11610000.0,,,,,-317000.0,,,963236000.0,78228000.0,,,,,57494000.0,,,,,15992000.0,,,0.18,,,,,,472830000.0,352717000.0,,-4507000.0,,,,-1266000.0,370987000.0,,,167345000.0,,75946000.0,,1402145000.0,,,,,,,,-49582000.0,34008000.0,,,,-3893000.0,-652701000.0,,,986463000.0,,,,,333871000.0,2915000.0,,,,,139970000.0,0.18,,,,,909114000.0,,,,3838000.0,9157000.0,,93944000.0,,,,,,,,113973000.0,,-2391000.0,,-35745000.0,1639164000.0,1367308000.0,633883000.0,,9182000.0,,101843000.0,,1651094000.0,,,,,,,,,,,,,,,,,,,,,,,
1067558400,,,,,,,,,990494000.0,2589194000.0,,268357000.0,,0.0,,36194000.0,,0.0,,,1168449000.0,287724000.0,,,327457000.0,,,,,,,,,385551000.0,,77903000.0,77903000.0,339238000.0,,,77903000.0,,,,138470000.0,-30995000.0,59100000.0,,1373200000.0,0.0,,,,,,138470000.0,138470000.0,,,17295000.0,,-11762000.0,,,,,38231000.0,,11007000.0,,,,,116000.0,,,1087534000.0,26169000.0,,,,,65301000.0,,,,,-188491000.0,,,0.23,,,,,,516897000.0,440505000.0,,87788000.0,,,,-1206000.0,385551000.0,,,168415000.0,,102276000.0,,1501660000.0,,,,,,,,0.0,45467000.0,,,,-3829000.0,-687951000.0,,,979487000.0,,,,,335411000.0,7641000.0,,,,,169577000.0,0.23,,,,,975255000.0,,,,-69812000.0,3255000.0,,123370000.0,,,,,,,,57218000.0,,9971000.0,,-31049000.0,1667438000.0,1598700000.0,760077000.0,,14553000.0,,131346000.0,,1685346000.0,,,,,,,,,,,,,,,,,,,,,,,
