,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualBasicAverageShares,trailingInterestExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,annualBasicEPS,trailingCapitalExpenditure,annualOtherIncomeExpense,quarterlyCurrentDebt,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingOtherNonCashItems,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,quarterlyBasicEPS,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,quarterlyNetPPE,trailingResearchAndDevelopment,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,quarterlyTaxProvision,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualDilutedEPS,annualDilutedAverageShares,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,trailingChangeInInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,annualTotalRevenue,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyGoodwill,trailingFreeCashFlow,trailingPretaxIncome,annualEndCashPosition,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,quarterlyTotalAssets,annualPretaxIncome,annualTotalAssets,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,annualCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualCostOfRevenue,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyDilutedEPS,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyInventory,annualCurrentAssets,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
752025600,,,,,451000000.0,,2725000000.0,0.0,5146000000.0,659000000.0,,,,-84000000.0,8511000000.0,248000000.0,889000000.0,3455000000.0,1994915254.0,,1448000000.0,710000000.0,-3347000000.0,,641000000.0,,7527000000.0,0.59,,25000000.0,2190000000.0,6500000000.0,,,889000000.0,889000000.0,,30000000.0,,9509000000.0,,445000000.0,1223000000.0,-381000000.0,-14000000.0,,,31000000.0,,10355000000.0,,,,,,5687000000.0,139000000.0,,,-1405000000.0,,,,-1634000000.0,1177000000.0,344000000.0,-443000000.0,-1056000000.0,477000000.0,7527000000.0,-1604000000.0,,,,,121000000.0,,,4180000000.0,,,,3455000000.0,,153000000.0,,,,80000000.0,0.59,1994915254.0,,,-22000000.0,12234000000.0,-57000000.0,3691000000.0,-3347000000.0,,-177000000.0,713000000.0,-137000000.0,1357000000.0,8225000000.0,-263000000.0,308000000.0,-744000000.0,-304000000.0,,1879000000.0,7574000000.0,-63000000.0,20317000000.0,,,6868000000.0,,7574000000.0,4910000000.0,10236000000.0,,,,0.0,1177000000.0,2190000000.0,,606000000.0,16736000000.0,1783000000.0,16736000000.0,298000000.0,,,6500000000.0,1448000000.0,-228000000.0,,8083000000.0,667000000.0,,1223000000.0,,659000000.0,,236000000.0,-498000000.0,,-314000000.0,,8225000000.0,,1283000000.0,,2320000000.0,,,8511000000.0,5623000000.0,-3000000.0,,846000000.0,889000000.0,,,,298000000.0,298000000.0,667000000.0,-540000000.0,3691000000.0,10236000000.0,0.0,31000000.0,4000000.0,,,-232000000.0,,1357000000.0,,6868000000.0,4180000000.0,-63000000.0,64000000.0,1142000000.0,2320000000.0,,,,1177000000.0,,,,,,
759974400,,928000000.0,,,567000000.0,,,889000000.0,1614000000.0,,,,,40000000.0,8744000000.0,,,,,,727000000.0,,-3313000000.0,,,,,,,,2301000000.0,,,,1295000000.0,2064000000.0,2072000000.0,34000000.0,,,,405000000.0,2801000000.0,-37000000.0,-71000000.0,,,,,,,,466000000.0,,,5682000000.0,537000000.0,,,,,0.18,,,,23000000.0,-306000000.0,,598000000.0,7492000000.0,,,,,,,,,4179000000.0,,,,1974000000.0,,199000000.0,,,50000000.0,80000000.0,,,769000000.0,,,,406000000.0,,,,-109000000.0,825000000.0,,1381000000.0,,,,,231000000.0,,,7816000000.0,,,2072000000.0,,7076000000.0,,,1148000000.0,10758000000.0,,,,,,,,,17201000000.0,,,368000000.0,,,6443000000.0,,,,,,,,,710000000.0,,227000000.0,-419000000.0,,,,8457000000.0,,,,2264000000.0,,,,2212000000.0,-1000000.0,,,,0.18,,,368000000.0,368000000.0,671000000.0,-154000000.0,4062000000.0,,1295000000.0,,0.0,,,-371000000.0,,,,,,-63000000.0,3470000000.0,,,,,3905000000.0,,,,,,,
767664000,,1034000000.0,,,609000000.0,,,1295000000.0,1726000000.0,,,,,-1000000.0,9257000000.0,,,,,,702000000.0,,-3400000000.0,,,,,,,,2234000000.0,,,,1551000000.0,2414000000.0,2088000000.0,35000000.0,,,,545000000.0,2902000000.0,-22000000.0,-12000000.0,,,,,,,,502000000.0,,,6254000000.0,615000000.0,,,,,0.2,,,,-68000000.0,-244000000.0,,638000000.0,7568000000.0,,,,,,,,,4168000000.0,,,,2114000000.0,,201000000.0,,,2000000.0,90000000.0,,,863000000.0,,,,256000000.0,,,,-17000000.0,877000000.0,,1443000000.0,,,,,371000000.0,,,8223000000.0,,,2088000000.0,,7250000000.0,,,1224000000.0,11433000000.0,,,,,,,,,17950000000.0,,,408000000.0,,,6517000000.0,,,,,,,,,782000000.0,,239000000.0,-654000000.0,,,,8693000000.0,,,,2349000000.0,,,,2364000000.0,1000000.0,,,,0.2,,,408000000.0,408000000.0,661000000.0,-291000000.0,4022000000.0,,1551000000.0,,0.0,,,40000000.0,,,,,,-64000000.0,3890000000.0,,,,,4295000000.0,,,,,,,
775612800,,1004000000.0,,,526000000.0,,,1551000000.0,1736000000.0,,637000000.0,,,1000000.0,9421000000.0,,,,,,662000000.0,,-3521000000.0,,,,,,,,2547000000.0,,,,1616000000.0,2475000000.0,2088000000.0,41000000.0,,,,731000000.0,1272000000.0,-419000000.0,41000000.0,,,,,,,,517000000.0,,,6053000000.0,263000000.0,,,,,0.17,,,,101000000.0,-267000000.0,,543000000.0,7707000000.0,,,,,,,,,4186000000.0,,,,3213000000.0,,179000000.0,,,36000000.0,47000000.0,,,859000000.0,,,,65000000.0,,,,-93000000.0,801000000.0,,1413000000.0,,,,,-4000000.0,,,8417000000.0,,,2088000000.0,,7669000000.0,,,1219000000.0,11909000000.0,,,,,,,,,18503000000.0,,,347000000.0,,,6594000000.0,,,,,,,,,841000000.0,,258000000.0,-799000000.0,,,,9082000000.0,,,,2408000000.0,,,,2279000000.0,0.0,,,,0.17,,,347000000.0,347000000.0,572000000.0,-299000000.0,4301000000.0,,1616000000.0,,0.0,,,-279000000.0,,,,,,-77000000.0,3774000000.0,,,,,4471000000.0,,,,,,,
783561600,,1033000000.0,,,721000000.0,,3555000000.0,1616000000.0,1876000000.0,864000000.0,598000000.0,,,29000000.0,9926000000.0,468000000.0,2478000000.0,3697000000.0,2083387622.0,,730000000.0,-146000000.0,-3610000000.0,,889000000.0,,7938000000.0,0.7675,,0.0,2469000000.0,7058000000.0,,,1357000000.0,2478000000.0,,45000000.0,,4925000000.0,,758000000.0,1466000000.0,196000000.0,-114000000.0,,,,,6952000000.0,,,542000000.0,,,7002000000.0,809000000.0,,,-1257000000.0,,,,-3090000000.0,1599000000.0,-202000000.0,-440000000.0,-582000000.0,770000000.0,7938000000.0,-1610000000.0,,,,,155000000.0,,,4328000000.0,,,,3697000000.0,,245000000.0,1033000000.0,,-31000000.0,83000000.0,0.7675,2083387622.0,1121000000.0,2027000000.0,4000000.0,9501000000.0,-259000000.0,4273000000.0,-3610000000.0,,-106000000.0,1052000000.0,-156000000.0,1411000000.0,9641000000.0,967000000.0,300000000.0,-282000000.0,369000000.0,,2549000000.0,8893000000.0,69000000.0,24991000000.0,,,8230000000.0,,8893000000.0,1334000000.0,12509000000.0,,,,1357000000.0,1599000000.0,2469000000.0,,824000000.0,19567000000.0,2423000000.0,19567000000.0,476000000.0,,598000000.0,7058000000.0,730000000.0,-280000000.0,,15490000000.0,547000000.0,,1466000000.0,,864000000.0,,282000000.0,-1218000000.0,,-325000000.0,,9641000000.0,,2439000000.0,,2730000000.0,,57000000.0,9926000000.0,2646000000.0,4000000.0,,1006000000.0,1357000000.0,,,,476000000.0,476000000.0,547000000.0,-866000000.0,4273000000.0,12509000000.0,1357000000.0,,0.0,,5028000000.0,28000000.0,,1411000000.0,,8230000000.0,4328000000.0,-76000000.0,4356000000.0,2224000000.0,2730000000.0,,1121000000.0,5028000000.0,1599000000.0,,,,,,
791510400,,1010000000.0,,,919000000.0,,,1357000000.0,1825000000.0,,716000000.0,,,0.0,10353000000.0,,,,,,735000000.0,,-3722000000.0,,,,,,,,2041000000.0,,,,1666000000.0,2837000000.0,2096000000.0,46000000.0,,,,621000000.0,1470000000.0,148000000.0,-88000000.0,,,,,,,,535000000.0,,,7304000000.0,930000000.0,,,,,0.29,,,,-303000000.0,-386000000.0,,932000000.0,8105000000.0,,,,,,,,,4383000000.0,,,,3877000000.0,,317000000.0,,,-5000000.0,93000000.0,,,1171000000.0,,,,309000000.0,,,,-177000000.0,1205000000.0,,1730000000.0,,,,,544000000.0,,,9343000000.0,,,2096000000.0,,8104000000.0,,,1290000000.0,12971000000.0,,,,,,,,,20187000000.0,,,602000000.0,,,7216000000.0,,,,,,,,,897000000.0,,273000000.0,-671000000.0,,,,9834000000.0,,,,2833000000.0,,,,2757000000.0,0.0,,,,0.29,,,602000000.0,602000000.0,833000000.0,-318000000.0,4401000000.0,,1666000000.0,,0.0,,,-128000000.0,,,,,,-76000000.0,4547000000.0,,,,,4998000000.0,,,,,,,
799200000,,1037000000.0,,,854000000.0,,,1666000000.0,1899000000.0,,805000000.0,,,-22000000.0,10956000000.0,,,,,,794000000.0,,-3847000000.0,,,,,,,,2151000000.0,,,,1936000000.0,2996000000.0,2104000000.0,47000000.0,,,,1077000000.0,1782000000.0,-130000000.0,21000000.0,,,,,,,,556000000.0,,,7428000000.0,661000000.0,,,,,0.28,,,,-127000000.0,-314000000.0,,875000000.0,8265000000.0,,,,,,,,,4418000000.0,,,,4015000000.0,,277000000.0,,,-73000000.0,91000000.0,,,1060000000.0,,,,270000000.0,,,,-83000000.0,1141000000.0,,1603000000.0,,,,,347000000.0,,,9919000000.0,,,2104000000.0,,8753000000.0,,,1343000000.0,13855000000.0,,,,,,,,,21312000000.0,,,577000000.0,,,7457000000.0,,,,,,,,,938000000.0,,266000000.0,-1066000000.0,,,,10356000000.0,,,,3039000000.0,,,,2774000000.0,2000000.0,,,,0.28,,,577000000.0,577000000.0,665000000.0,-264000000.0,4616000000.0,,1936000000.0,,0.0,,,-215000000.0,,,,,,-77000000.0,4654000000.0,,,,,5449000000.0,,,,,,,
807148800,,1013000000.0,,,867000000.0,,,1936000000.0,2008000000.0,,791000000.0,,,-36000000.0,11303000000.0,,,,,,861000000.0,,-3944000000.0,,,,,,,,2735000000.0,,,,2079000000.0,2825000000.0,2108000000.0,53000000.0,,,,970000000.0,1941000000.0,-930000000.0,-32000000.0,,,,,,,,587000000.0,,,7739000000.0,-150000000.0,,,,,0.28,,,,432000000.0,-350000000.0,,824000000.0,8439000000.0,,,,,,,,,4495000000.0,,,,4211000000.0,,291000000.0,,,-47000000.0,74000000.0,,,746000000.0,,,,143000000.0,,,,-124000000.0,1107000000.0,,1645000000.0,,,,,-500000000.0,,,10290000000.0,,,2108000000.0,,9678000000.0,,,1421000000.0,14872000000.0,,,,,,,,,22626000000.0,,,576000000.0,,,7754000000.0,,,,,,,,,980000000.0,,283000000.0,-762000000.0,,,,11323000000.0,,,,3259000000.0,,,,2832000000.0,-2000000.0,,,,0.28,,,576000000.0,576000000.0,665000000.0,-139000000.0,5488000000.0,,2079000000.0,,0.0,,,-872000000.0,,,,,,-103000000.0,4907000000.0,,,,,5698000000.0,,,,,,,
815097600,,871000000.0,,,992000000.0,,4707000000.0,2079000000.0,2205000000.0,981000000.0,782000000.0,,,20000000.0,11839000000.0,616000000.0,2616000000.0,4526000000.0,2104000000.0,,875000000.0,178000000.0,-4036000000.0,,1357000000.0,,8747000000.0,1.1575,,0.0,3214000000.0,8188000000.0,,,1973000000.0,2616000000.0,,60000000.0,,5635000000.0,,1001000000.0,2422000000.0,-725000000.0,-3000000.0,,,,,7937000000.0,,,624000000.0,,,9048000000.0,172000000.0,,,-1601000000.0,,,,-3499000000.0,2433000000.0,176000000.0,-551000000.0,-1740000000.0,937000000.0,8747000000.0,-1175000000.0,,,,,206000000.0,,,4711000000.0,,,,4526000000.0,,314000000.0,871000000.0,,-95000000.0,103000000.0,1.1575,2104000000.0,643000000.0,2302000000.0,4000000.0,11505000000.0,-106000000.0,6013000000.0,-4036000000.0,,-302000000.0,1254000000.0,-102000000.0,1644000000.0,12588000000.0,12000000.0,361000000.0,-1637000000.0,-379000000.0,,3568000000.0,10968000000.0,-38000000.0,31519000000.0,,,10944000000.0,,10968000000.0,1581000000.0,16239000000.0,,,,1973000000.0,2433000000.0,3214000000.0,,1199000000.0,24427000000.0,3632000000.0,24427000000.0,678000000.0,,782000000.0,8188000000.0,875000000.0,-358000000.0,,20014000000.0,663000000.0,,2422000000.0,,981000000.0,,317000000.0,-1000000000.0,,-686000000.0,,12588000000.0,,3669000000.0,,3477000000.0,,-220000000.0,11839000000.0,3142000000.0,4000000.0,,1139000000.0,1973000000.0,,,,678000000.0,678000000.0,663000000.0,-454000000.0,6013000000.0,16239000000.0,1973000000.0,,0.0,,6735000000.0,-525000000.0,,1644000000.0,,10944000000.0,4711000000.0,-102000000.0,5906000000.0,1613000000.0,3477000000.0,,643000000.0,6735000000.0,2433000000.0,,,,,,
823046400,,850000000.0,,,1162000000.0,,,1973000000.0,2105000000.0,,925000000.0,,,-6000000.0,12242000000.0,,,,,,933000000.0,,-4232000000.0,,,,,,,,3437000000.0,,,,2458000000.0,3296000000.0,2104000000.0,70000000.0,,,,1824000000.0,2160000000.0,-479000000.0,-55000000.0,,,,,,,,612000000.0,,,9288000000.0,618000000.0,,,,,0.38,,,,299000000.0,-429000000.0,,1195000000.0,9023000000.0,,,,,,,,,4791000000.0,,,,4902000000.0,,372000000.0,,,73000000.0,86000000.0,,,838000000.0,,,,485000000.0,,,,-309000000.0,1484000000.0,,2087000000.0,,,,,189000000.0,,,11392000000.0,,,2104000000.0,,11424000000.0,,,1493000000.0,17496000000.0,,,,,,,,,25753000000.0,,,790000000.0,,,8257000000.0,,,,,,,,,993000000.0,,289000000.0,-1959000000.0,,,,13511000000.0,,,,3466000000.0,,,,3300000000.0,0.0,,,,0.38,,,790000000.0,790000000.0,1094000000.0,-432000000.0,6788000000.0,,2458000000.0,,0.0,,,-743000000.0,,,,,,-103000000.0,5988000000.0,,,,,6479000000.0,,,,,,,
830822400,,888000000.0,,,1030000000.0,,,2458000000.0,2341000000.0,,961000000.0,,,5000000.0,13002000000.0,,,,,,1056000000.0,,-4388000000.0,,,,,,,,3500000000.0,,,,1901000000.0,3288000000.0,2112000000.0,73000000.0,,,,718000000.0,2181000000.0,-259000000.0,-42000000.0,,,,,,,,691000000.0,,,9880000000.0,702000000.0,,,,,0.35,,,,51000000.0,-540000000.0,,1041000000.0,9405000000.0,,,,,,,,,5017000000.0,,,,5069000000.0,,307000000.0,,,-21000000.0,102000000.0,,,1387000000.0,,,,-557000000.0,,,,-116000000.0,1342000000.0,,2205000000.0,,,,,162000000.0,,,12114000000.0,,,2112000000.0,,11711000000.0,,,1650000000.0,18104000000.0,,,,,,,,,26918000000.0,,,723000000.0,,,8814000000.0,,,,,,,,,1012000000.0,,301000000.0,-1552000000.0,,,,13916000000.0,,,,3797000000.0,,,,3382000000.0,-3000000.0,,,,0.35,,,723000000.0,723000000.0,1193000000.0,-1310000000.0,6735000000.0,,1901000000.0,,0.0,,,53000000.0,,,,,,-102000000.0,6498000000.0,,,,,7025000000.0,,,,,,,
838771200,,1105000000.0,,,616000000.0,,,1901000000.0,2300000000.0,,982000000.0,,,18000000.0,12889000000.0,,,,,,1100000000.0,,-4556000000.0,,,,,,,,3303000000.0,,,,1857000000.0,3714000000.0,2106000000.0,84000000.0,,,,2205000000.0,2109000000.0,40000000.0,-49000000.0,,,,,,,,708000000.0,,,9105000000.0,723000000.0,,,,,0.2,,,,164000000.0,-531000000.0,,611000000.0,9769000000.0,,,,,,,,,5213000000.0,,,,5023000000.0,,191000000.0,,,-34000000.0,79000000.0,,,1857000000.0,,,,-44000000.0,,,,-377000000.0,952000000.0,,3018000000.0,,,,,192000000.0,,,11784000000.0,,,2106000000.0,,11417000000.0,,,1592000000.0,18253000000.0,,,,,,,,,27324000000.0,,,425000000.0,,,9071000000.0,,,,,,,,,1047000000.0,,341000000.0,-2675000000.0,,,,14435000000.0,,,,3858000000.0,,,,2911000000.0,0.0,,,,0.2,,,425000000.0,425000000.0,1971000000.0,-931000000.0,6893000000.0,,1857000000.0,,0.0,,,-158000000.0,,,,,,-123000000.0,6194000000.0,,,,,6546000000.0,,,,,,,
846720000,,1014000000.0,,,886000000.0,,5023000000.0,1857000000.0,2449000000.0,1059000000.0,951000000.0,,,5000000.0,13438000000.0,912000000.0,3327000000.0,5172000000.0,2104000000.0,,1137000000.0,-369000000.0,-4662000000.0,,1973000000.0,,10198000000.0,1.23,,0.0,2125000000.0,9708000000.0,,,2885000000.0,3327000000.0,,100000000.0,,6477000000.0,,2327000000.0,2375000000.0,649000000.0,-138000000.0,,,,,9195000000.0,,,707000000.0,,,10147000000.0,1413000000.0,,,-2201000000.0,,,,-7386000000.0,2586000000.0,-883000000.0,-701000000.0,-356000000.0,879000000.0,10198000000.0,-2175000000.0,,,,,327000000.0,,,5536000000.0,,,,5172000000.0,,238000000.0,1014000000.0,,-112000000.0,96000000.0,1.23,2106000000.0,442000000.0,2718000000.0,-4000000.0,12921000000.0,1028000000.0,6401000000.0,-4662000000.0,,-287000000.0,1245000000.0,-284000000.0,3638000000.0,14261000000.0,1255000000.0,363000000.0,-49000000.0,712000000.0,,3726000000.0,12424000000.0,22000000.0,38420000000.0,,,10623000000.0,,12424000000.0,1742000000.0,17991000000.0,,,,2885000000.0,2586000000.0,2125000000.0,,1108000000.0,27699000000.0,3694000000.0,27699000000.0,648000000.0,,951000000.0,9708000000.0,1137000000.0,-450000000.0,,25499000000.0,2579000000.0,,2375000000.0,,1059000000.0,,366000000.0,-1200000000.0,,-1089000000.0,,14261000000.0,,7074000000.0,,4172000000.0,,-94000000.0,13438000000.0,3328000000.0,-1000000.0,,1297000000.0,2885000000.0,,,,648000000.0,648000000.0,2579000000.0,498000000.0,6401000000.0,17991000000.0,2885000000.0,,0.0,,7126000000.0,492000000.0,,3638000000.0,,10623000000.0,5536000000.0,-122000000.0,6819000000.0,3456000000.0,4172000000.0,,442000000.0,7126000000.0,2586000000.0,,,,,,
854668800,,1020000000.0,,,1303000000.0,,,2885000000.0,2320000000.0,,1100000000.0,,,18000000.0,14112000000.0,,,,,,1254000000.0,,-4831000000.0,,,,,,,,380000000.0,,,,2789000000.0,2859000000.0,2094000000.0,54000000.0,,,,784000000.0,2223000000.0,738000000.0,-195000000.0,,,,,,,,699000000.0,,,10295000000.0,1810000000.0,,,,,0.44,,,,-1929000000.0,-513000000.0,,1281000000.0,10465000000.0,,,,,,,,,5634000000.0,,,,5695000000.0,,391000000.0,,,20000000.0,106000000.0,,,70000000.0,,,,-96000000.0,,,,-172000000.0,1616000000.0,,3646000000.0,,,,,1297000000.0,,,13092000000.0,,,2094000000.0,,9398000000.0,,,1621000000.0,17186000000.0,,,,,,,,,27156000000.0,,,912000000.0,,,9970000000.0,,,,,,,,,1062000000.0,,335000000.0,-412000000.0,,,,13044000000.0,,,,4336000000.0,,,,3601000000.0,-1000000.0,,,,0.44,,,912000000.0,912000000.0,2584000000.0,23000000.0,6232000000.0,,2789000000.0,,0.0,,,169000000.0,,,,,,-122000000.0,6694000000.0,,,,,6841000000.0,,,,,,,
862358400,,1015000000.0,,,1120000000.0,,,2789000000.0,2495000000.0,,1118000000.0,,,-1000000.0,14785000000.0,,,,,,1270000000.0,,-5035000000.0,,,,,,,,270000000.0,,,,3099000000.0,3248000000.0,2092000000.0,51000000.0,,,,847000000.0,2473000000.0,452000000.0,-119000000.0,,,,,,,,744000000.0,,,10340000000.0,1366000000.0,,,,,0.38,,,,-486000000.0,-527000000.0,,1102000000.0,10861000000.0,,,,,,,,,5826000000.0,,,,5656000000.0,,336000000.0,,,-113000000.0,103000000.0,,,149000000.0,,,,310000000.0,,,,-268000000.0,1464000000.0,,3543000000.0,,,,,839000000.0,,,13770000000.0,,,2092000000.0,,9517000000.0,,,1751000000.0,17648000000.0,,,,,,,,,27845000000.0,,,784000000.0,,,10197000000.0,,,,,,,,,1048000000.0,,362000000.0,-926000000.0,,,,13060000000.0,,,,4371000000.0,,,,3597000000.0,-1000000.0,,,,0.38,,,784000000.0,784000000.0,2495000000.0,-570000000.0,6255000000.0,,3099000000.0,,0.0,,,-23000000.0,,,,,,-122000000.0,6743000000.0,,,,,6875000000.0,,,,,,,
870307200,,1061000000.0,,,881000000.0,,,3099000000.0,2593000000.0,,1135000000.0,,,0.0,15227000000.0,,,,,,1399000000.0,,-5342000000.0,,,,,,,,340000000.0,,,,2680000000.0,2795000000.0,2120000000.0,53000000.0,,,,1284000000.0,2579000000.0,-445000000.0,-57000000.0,,,,,,,,777000000.0,,,10471000000.0,259000000.0,,,,,0.3,,,,-225000000.0,-559000000.0,,825000000.0,11369000000.0,,,,,,,,,6027000000.0,,,,5635000000.0,,264000000.0,,,-264000000.0,71000000.0,,,115000000.0,,,,-419000000.0,,,,-158000000.0,1233000000.0,,3566000000.0,,,,,-300000000.0,,,14166000000.0,,,2120000000.0,,9689000000.0,,,1816000000.0,17858000000.0,,,,,,,,,28482000000.0,,,617000000.0,,,10624000000.0,,,,,,,,,1071000000.0,,408000000.0,-1250000000.0,,,,13255000000.0,,,,4597000000.0,,,,3418000000.0,2000000.0,,,,0.29,,,617000000.0,617000000.0,2495000000.0,-453000000.0,6447000000.0,,2680000000.0,,0.0,,,-109000000.0,,,,,,-143000000.0,7053000000.0,,,,,7217000000.0,,,,,,,
878256000,,1187000000.0,,,1151000000.0,,5895000000.0,2680000000.0,2829000000.0,1217000000.0,1152000000.0,,,31000000.0,16155000000.0,187000000.0,4569000000.0,5656000000.0,2114000000.0,,1442000000.0,-1122000000.0,-5464000000.0,,2885000000.0,,11776000000.0,1.475,,0.0,1226000000.0,10802000000.0,,,3072000000.0,4569000000.0,,57000000.0,,7159000000.0,,1243000000.0,3185000000.0,-1068000000.0,139000000.0,,,,,10237000000.0,,,858000000.0,,,11789000000.0,886000000.0,,,-2338000000.0,,,,-5213000000.0,3119000000.0,1518000000.0,-739000000.0,-279000000.0,1131000000.0,11776000000.0,-3012000000.0,,,,,215000000.0,,,6312000000.0,,,,5656000000.0,,345000000.0,1187000000.0,,558000000.0,139000000.0,1.475,2114000000.0,1497000000.0,3078000000.0,0.0,14576000000.0,392000000.0,6763000000.0,-5464000000.0,,-126000000.0,1582000000.0,-232000000.0,4375000000.0,15594000000.0,1983000000.0,419000000.0,-323000000.0,147000000.0,,4339000000.0,14968000000.0,48000000.0,42895000000.0,,,11219000000.0,,14968000000.0,1971000000.0,20947000000.0,,,,3072000000.0,3119000000.0,1226000000.0,,1336000000.0,31749000000.0,4455000000.0,31749000000.0,806000000.0,,1152000000.0,10802000000.0,1442000000.0,-532000000.0,,28319000000.0,3158000000.0,,3185000000.0,,1217000000.0,,451000000.0,-2625000000.0,,-724000000.0,,15594000000.0,,4158000000.0,,4490000000.0,,201000000.0,16155000000.0,3960000000.0,0.0,,1556000000.0,3072000000.0,,,,806000000.0,806000000.0,3158000000.0,-2012000000.0,6763000000.0,20947000000.0,3072000000.0,,0.0,,8173000000.0,-316000000.0,,4375000000.0,,11219000000.0,6312000000.0,-145000000.0,7829000000.0,4321000000.0,4490000000.0,,1497000000.0,8173000000.0,3119000000.0,,,,,,
