,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyBeginningCashPosition,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualBasicAverageShares,trailingInterestExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualBeginningCashPosition,trailingOtherIncomeExpense,annualGrossPPE,annualBasicEPS,trailingCapitalExpenditure,annualOtherIncomeExpense,quarterlyCurrentDebt,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,trailingOtherNonCashItems,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,quarterlyBasicEPS,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,quarterlyGrossPPE,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,quarterlyNetPPE,trailingResearchAndDevelopment,annualStockBasedCompensation,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,quarterlyTaxProvision,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualDilutedEPS,annualDilutedAverageShares,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,trailingChangeInInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualCommonStockIssuance,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,annualTotalRevenue,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyGoodwill,trailingFreeCashFlow,trailingPretaxIncome,annualEndCashPosition,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,annualTaxProvision,quarterlyTotalAssets,annualPretaxIncome,annualTotalAssets,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,annualCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualCostOfRevenue,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualOtherNonCashItems,annualStockholdersEquity,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyDilutedEPS,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyInventory,annualCurrentAssets,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
1146355200,,28000000.0,3621000000.0,,1820000000.0,,,11934000000.0,3939000000.0,,4101000000.0,,,0.0,37054000000.0,,,,,,9073000000.0,,-7429000000.0,,,,,,,,2609000000.0,,,,14032000000.0,14044000000.0,2887000000.0,,,,,14000000.0,10077000000.0,825000000.0,201000000.0,,,,-1518000000.0,,,,930000000.0,,,22554000000.0,3634000000.0,,,,,0.68,,,,-1038000000.0,-521000000.0,,1645000000.0,13780000000.0,,,,,,,,,6351000000.0,,,,4444000000.0,,-79000000.0,,,,507000000.0,,,12000000.0,,,,2098000000.0,,,,-1320000000.0,2241000000.0,,7672000000.0,,,,,3113000000.0,,,18793000000.0,,,2809000000.0,,32457000000.0,,,2858000000.0,42208000000.0,16809000000.0,,,,,,,,77183000000.0,,,1899000000.0,,,34975000000.0,,,,,,,,,5266000000.0,,596000000.0,-4000000.0,,,,40129000000.0,,,,8194000000.0,,,,5584000000.0,58000000.0,,,,0.66,,,1899000000.0,1899000000.0,2406000000.0,-498000000.0,6768000000.0,,14032000000.0,,18000000.0,,,-85000000.0,,,11226000000.0,,,-226000000.0,16970000000.0,,,,,9783000000.0,,,,,,,
1154304000,,27000000.0,3494000000.0,,1738000000.0,,,14032000000.0,3903000000.0,,4212000000.0,,,0.0,36348000000.0,,,,,,8674000000.0,,-7429000000.0,,,,,,,,4316000000.0,,,,15981000000.0,15995000000.0,2839000000.0,,,,,23000000.0,10695000000.0,485000000.0,125000000.0,,,,-1031000000.0,,,,920000000.0,,,21890000000.0,2629000000.0,,,,,0.5,,,,-239000000.0,-623000000.0,,1515000000.0,13798000000.0,,,,,,,,,6369000000.0,,,,4661000000.0,,363000000.0,,,,536000000.0,,,14000000.0,,,,1949000000.0,,,,-2294000000.0,2113000000.0,,7862000000.0,,,,,2006000000.0,,,19522000000.0,,,2768000000.0,,34982000000.0,,,2830000000.0,44325000000.0,16850000000.0,,,,,,,,79192000000.0,,,1375000000.0,,,34867000000.0,,,,,,,,,5411000000.0,,598000000.0,-12000000.0,,,,42844000000.0,,,,8154000000.0,,,,5418000000.0,36000000.0,,,,0.48,,,1375000000.0,1375000000.0,2451000000.0,-441000000.0,7464000000.0,,15981000000.0,,2000000.0,,,-732000000.0,,,11098000000.0,,,-222000000.0,16472000000.0,,,,,12192000000.0,,,,,,,
1162252800,,27000000.0,3352000000.0,,2105000000.0,,9123000000.0,15981000000.0,3909000000.0,5497000000.0,4309000000.0,,,0.0,38144000000.0,2489000000.0,16422000000.0,5053000000.0,2782000000.0,,0.0,-6077000000.0,-8161000000.0,,13911000000.0,,15024000000.0,2.23,,-185000000.0,2705000000.0,33717000000.0,,,16400000000.0,16422000000.0,,,,11266000000.0,,36000000.0,12102000000.0,364000000.0,312000000.0,,,,-578000000.0,15461000000.0,,,870000000.0,,,24555000000.0,3244000000.0,,,-2536000000.0,,,,-46000000.0,6198000000.0,-1944000000.0,-965000000.0,-1109000000.0,2053000000.0,15024000000.0,-2787000000.0,,,,,,,16853000000.0,6863000000.0,,,,5053000000.0,,408000000.0,27000000.0,,352000000.0,848000000.0,2.18,2852000000.0,22000000.0,3591000000.0,251000000.0,22231000000.0,419000000.0,7750000000.0,-8161000000.0,,-1042000000.0,2649000000.0,693000000.0,7987000000.0,43837000000.0,8817000000.0,2538000000.0,1350000000.0,2279000000.0,,6770000000.0,20729000000.0,0.0,91658000000.0,,-578000000.0,35850000000.0,,20729000000.0,2886000000.0,48264000000.0,16853000000.0,,,16400000000.0,6198000000.0,2705000000.0,,993000000.0,81981000000.0,7191000000.0,81981000000.0,1697000000.0,,4309000000.0,33717000000.0,0.0,-894000000.0,,69427000000.0,2490000000.0,,12102000000.0,,5497000000.0,,596000000.0,-17000000.0,,-7779000000.0,,43837000000.0,,94000000.0,,5174000000.0,,766000000.0,38144000000.0,5962000000.0,92000000.0,,2353000000.0,16400000000.0,,,11681000000.0,1697000000.0,1697000000.0,2490000000.0,-881000000.0,7750000000.0,48264000000.0,16400000000.0,,-138000000.0,,10873000000.0,-381000000.0,,7987000000.0,11681000000.0,35850000000.0,6863000000.0,-219000000.0,18593000000.0,11353000000.0,5174000000.0,3352000000.0,22000000.0,10873000000.0,6198000000.0,,,,,,
1170201600,,27000000.0,4284000000.0,,1964000000.0,,,16400000000.0,3977000000.0,,4750000000.0,,,0.0,38043000000.0,,,,,,10862000000.0,,-8161000000.0,,,,,,,,3337000000.0,,,,10057000000.0,10363000000.0,2801000000.0,,,,,92000000.0,11360000000.0,-2547000000.0,91000000.0,,,,-157000000.0,,,,877000000.0,,,25082000000.0,-22000000.0,,,,,0.57,,,,-1357000000.0,-718000000.0,,1969000000.0,15206000000.0,,,,,,,,,7045000000.0,,,,3793000000.0,,417000000.0,,,266000000.0,797000000.0,,,306000000.0,,,,-6343000000.0,,,,-2312000000.0,2612000000.0,,8227000000.0,,,,,-740000000.0,,,20604000000.0,,,2705000000.0,,35044000000.0,,,2899000000.0,42519000000.0,20074000000.0,,,,,,,,81314000000.0,,,1547000000.0,,,38795000000.0,,,,,,,,,5789000000.0,,643000000.0,-13000000.0,,,,43271000000.0,,,,7392000000.0,,,,5946000000.0,100000000.0,,,,0.55,,,1547000000.0,1547000000.0,2438000000.0,-4964000000.0,8380000000.0,,10057000000.0,,-117000000.0,,,-698000000.0,,,11804000000.0,,,-218000000.0,19136000000.0,,,,,10403000000.0,,,,,,,
1177891200,,26000000.0,4127000000.0,,2228000000.0,,,10057000000.0,3651000000.0,,4900000000.0,,,0.0,36486000000.0,,,,,,10177000000.0,,-8161000000.0,,,,,,,,4360000000.0,,,,12236000000.0,12310000000.0,2731000000.0,,,,,253000000.0,11505000000.0,1460000000.0,149000000.0,,,,-26000000.0,,,,903000000.0,,,25534000000.0,4161000000.0,,,,,0.67,,,,-1263000000.0,-758000000.0,,2600000000.0,15500000000.0,,,,,,,,,7339000000.0,,,,4303000000.0,,453000000.0,,,144000000.0,419000000.0,,,74000000.0,,,,2179000000.0,,,,-4024000000.0,3278000000.0,,10014000000.0,,,,,3403000000.0,,,20629000000.0,,,2638000000.0,,36913000000.0,,,3044000000.0,43874000000.0,20322000000.0,,,,,,,,83413000000.0,,,1775000000.0,,,39539000000.0,,,,,,,,,6037000000.0,,678000000.0,-3000000.0,,,,46927000000.0,,,,7751000000.0,,,,6251000000.0,75000000.0,,,,0.65,,,1775000000.0,1775000000.0,3977000000.0,-719000000.0,7278000000.0,,12236000000.0,,49000000.0,,,995000000.0,,,11845000000.0,,,-213000000.0,19283000000.0,,,,,11577000000.0,,,,,,,
1185840000,,26000000.0,3945000000.0,,2286000000.0,,,12236000000.0,4102000000.0,,4983000000.0,,,0.0,36937000000.0,,,,,,10544000000.0,,-8161000000.0,,,,,,,,3667000000.0,,,,12450000000.0,12490000000.0,2697000000.0,,,,,58000000.0,11673000000.0,-629000000.0,59000000.0,,,,79000000.0,,,,917000000.0,,,25377000000.0,1867000000.0,,,,,0.68,,,,-1086000000.0,-751000000.0,,2111000000.0,15640000000.0,,,,,,,,,7479000000.0,,,,4635000000.0,,508000000.0,,,-17000000.0,1177000000.0,,,40000000.0,,,,214000000.0,,,,-2511000000.0,2796000000.0,,10899000000.0,,,,,1116000000.0,,,20506000000.0,,,2600000000.0,,37305000000.0,,,3002000000.0,45361000000.0,20364000000.0,,,,,,,,85141000000.0,,,1778000000.0,,,39780000000.0,,,,,,,,,5954000000.0,,685000000.0,-20000000.0,,,,48204000000.0,,,,7992000000.0,,,,6213000000.0,165000000.0,,,,0.66,,,1778000000.0,1778000000.0,4945000000.0,-567000000.0,8006000000.0,,12450000000.0,,10000000.0,,,-800000000.0,,,12347000000.0,,,-209000000.0,19164000000.0,,,,,11845000000.0,,,,,,,
1193788800,,26000000.0,4079000000.0,,2699000000.0,,12001000000.0,12450000000.0,4373000000.0,5916000000.0,5025000000.0,,,-1000000.0,38526000000.0,-5107000000.0,11445000000.0,5356000000.0,2630000000.0,,0.0,-5599000000.0,-8613000000.0,,16400000000.0,,16411000000.0,2.76,,-46000000.0,3186000000.0,41297000000.0,,,11293000000.0,11445000000.0,,,,12226000000.0,,22000000.0,11787000000.0,430000000.0,116000000.0,,,,559000000.0,16103000000.0,,,914000000.0,,,28293000000.0,3609000000.0,,,-3040000000.0,,,,-282000000.0,7264000000.0,-1893000000.0,-813000000.0,-633000000.0,2616000000.0,16411000000.0,-9123000000.0,,,,,,,21773000000.0,7798000000.0,,,,5356000000.0,,535000000.0,26000000.0,,164000000.0,710000000.0,2.68,2716000000.0,152000000.0,3611000000.0,481000000.0,25399000000.0,-1157000000.0,8033000000.0,-8613000000.0,,-2040000000.0,3315000000.0,415000000.0,10913000000.0,50173000000.0,6575000000.0,3103000000.0,-1286000000.0,2796000000.0,,9296000000.0,21560000000.0,-1000000.0,104286000000.0,,559000000.0,39260000000.0,,21560000000.0,3272000000.0,47402000000.0,21773000000.0,,,11293000000.0,7264000000.0,3186000000.0,,1913000000.0,88699000000.0,9177000000.0,88699000000.0,2164000000.0,,5025000000.0,41297000000.0,0.0,-846000000.0,,78887000000.0,4997000000.0,,11787000000.0,,5916000000.0,,699000000.0,-246000000.0,,-10887000000.0,,50173000000.0,,425000000.0,,6686000000.0,,557000000.0,38526000000.0,6989000000.0,141000000.0,,2705000000.0,11293000000.0,,,13906000000.0,2164000000.0,2164000000.0,4997000000.0,-2873000000.0,8033000000.0,47402000000.0,11293000000.0,,2000000.0,,13420000000.0,-130000000.0,,10913000000.0,13906000000.0,39260000000.0,7798000000.0,-206000000.0,21304000000.0,9615000000.0,6686000000.0,4079000000.0,152000000.0,13420000000.0,7264000000.0,,,,,,
1201737600,,25000000.0,3963000000.0,,2685000000.0,,,11293000000.0,4345000000.0,,5314000000.0,,,0.0,37944000000.0,,,,,,11767000000.0,,-8613000000.0,,,,,,,,2212000000.0,,,,9903000000.0,9976000000.0,2655000000.0,,,,,106000000.0,11162000000.0,-219000000.0,361000000.0,,,,614000000.0,,,,898000000.0,,,28467000000.0,3187000000.0,,,,,0.83,,,,-3876000000.0,-611000000.0,,2623000000.0,16417000000.0,,,,,,,,,7804000000.0,,,,3077000000.0,,552000000.0,,,157000000.0,554000000.0,,,73000000.0,,,,-1390000000.0,,,,-3324000000.0,3372000000.0,,13970000000.0,,,,,2576000000.0,,,22132000000.0,,,2560000000.0,,36658000000.0,,,3241000000.0,44626000000.0,21854000000.0,,,,,,,,88572000000.0,,,2133000000.0,,,43946000000.0,,,,,,,,,8871000000.0,,749000000.0,-20000000.0,,,,50628000000.0,,,,10325000000.0,,,,6968000000.0,88000000.0,,,,0.8,,,2133000000.0,2133000000.0,5099000000.0,-701000000.0,7938000000.0,,9903000000.0,,-10000000.0,,,54000000.0,,,14893000000.0,,,-206000000.0,21499000000.0,,,,,12384000000.0,,,,,,,
1209513600,,25000000.0,4080000000.0,,2593000000.0,,,9903000000.0,4394000000.0,,5446000000.0,,,0.0,38153000000.0,,,,,,11577000000.0,,-8613000000.0,,,,,,,,711000000.0,,,,11591000000.0,11647000000.0,2557000000.0,,,,,85000000.0,12425000000.0,1151000000.0,625000000.0,,,,583000000.0,,,,908000000.0,,,28262000000.0,4765000000.0,,,,,0.83,,,,-1504000000.0,-704000000.0,,2607000000.0,16519000000.0,,,,,,,,,7906000000.0,,,,3901000000.0,,536000000.0,,,201000000.0,363000000.0,,,56000000.0,,,,1688000000.0,,,,-2845000000.0,3367000000.0,,16505000000.0,,,,,4061000000.0,,,23049000000.0,,,2473000000.0,,37146000000.0,,,3275000000.0,47049000000.0,22451000000.0,,,,,,,,91804000000.0,,,2057000000.0,,,44755000000.0,,,,,,,,,8817000000.0,,760000000.0,-58000000.0,,,,53651000000.0,,,,10318000000.0,,,,7001000000.0,75000000.0,,,,0.8,,,2057000000.0,2057000000.0,7688000000.0,-1573000000.0,7678000000.0,,11591000000.0,,-17000000.0,,,232000000.0,,,14663000000.0,,,-197000000.0,21261000000.0,,,,,13558000000.0,,,,,,,
1217462400,,24000000.0,3982000000.0,,2552000000.0,,,11591000000.0,4245000000.0,,5664000000.0,,,0.0,38495000000.0,,,,,,11681000000.0,,-8613000000.0,,,,,,,,3591000000.0,,,,14783000000.0,14847000000.0,2533000000.0,,,,,21000000.0,14021000000.0,196000000.0,177000000.0,,,,596000000.0,,,,895000000.0,,,28032000000.0,3363000000.0,,,,,0.82,,,,602000000.0,-651000000.0,,2534000000.0,16584000000.0,,,,,,,,,7971000000.0,,,,4012000000.0,,525000000.0,,,206000000.0,430000000.0,,,64000000.0,,,,3192000000.0,,,,-1551000000.0,3293000000.0,,15499000000.0,,,,,2712000000.0,,,23727000000.0,,,2459000000.0,,41900000000.0,,,3137000000.0,51036000000.0,22599000000.0,,,,,,,,95894000000.0,,,2027000000.0,,,44858000000.0,,,,,,,,,8871000000.0,,759000000.0,-8000000.0,,,,57399000000.0,,,,10306000000.0,,,,6779000000.0,50000000.0,,,,0.8,,,2027000000.0,2027000000.0,6628000000.0,-773000000.0,8160000000.0,,14783000000.0,,-5000000.0,,,-541000000.0,,,14612000000.0,,,-197000000.0,21253000000.0,,,,,13754000000.0,,,,,,,
1225411200,,24000000.0,7962000000.0,,2643000000.0,,14185000000.0,14783000000.0,5097000000.0,10612000000.0,6287000000.0,,,0.0,38942000000.0,-1140000000.0,10246000000.0,5028000000.0,2483000000.0,,0.0,-2020000000.0,-8047000000.0,,11293000000.0,,18885000000.0,3.35,,-356000000.0,10176000000.0,61603000000.0,,,10153000000.0,10246000000.0,,,,13104000000.0,,68000000.0,14138000000.0,-343000000.0,-128000000.0,,,3162000000.0,-64000000.0,18081000000.0,,,842000000.0,,,33603000000.0,3276000000.0,,,-2990000000.0,,,,-178000000.0,8329000000.0,2758000000.0,-1024000000.0,89000000.0,3065000000.0,18885000000.0,-13711000000.0,,,,,467000000.0,,32335000000.0,10838000000.0,,,,5028000000.0,,531000000.0,24000000.0,,238000000.0,463000000.0,3.25,2567000000.0,93000000.0,3543000000.0,293000000.0,28910000000.0,-4630000000.0,7879000000.0,-8047000000.0,,-1900000000.0,4153000000.0,1035000000.0,21450000000.0,74389000000.0,11601000000.0,1810000000.0,785000000.0,2252000000.0,,10829000000.0,24971000000.0,0.0,118364000000.0,,-64000000.0,52939000000.0,,24971000000.0,3451000000.0,51728000000.0,32335000000.0,,,10153000000.0,8329000000.0,10176000000.0,,2144000000.0,113331000000.0,10473000000.0,113331000000.0,2112000000.0,,6287000000.0,61603000000.0,0.0,-796000000.0,,89454000000.0,7676000000.0,,14138000000.0,,10612000000.0,,1088000000.0,-92000000.0,,-9620000000.0,,74389000000.0,,280000000.0,,9676000000.0,,802000000.0,38942000000.0,8162000000.0,80000000.0,,3356000000.0,10153000000.0,,,17310000000.0,2112000000.0,2112000000.0,7676000000.0,-10664000000.0,7879000000.0,51728000000.0,10153000000.0,3162000000.0,-324000000.0,,16928000000.0,344000000.0,,21450000000.0,17310000000.0,52939000000.0,10838000000.0,-196000000.0,25441000000.0,14591000000.0,9676000000.0,7962000000.0,93000000.0,16928000000.0,8329000000.0,,,,,,
1233360000,,24000000.0,7439000000.0,,2262000000.0,,,10153000000.0,4037000000.0,,6591000000.0,,,0.0,39587000000.0,,,,,,10407000000.0,,-8047000000.0,,,,,,,,10199000000.0,,,,11189000000.0,11255000000.0,2464000000.0,232000000.0,,,,46000000.0,11231000000.0,-2371000000.0,-63000000.0,,,,-580000000.0,,,,732000000.0,,,28800000000.0,1126000000.0,,,,,0.77,,,,885000000.0,-828000000.0,,2694000000.0,18821000000.0,,,,,,,,,10774000000.0,,,,3650000000.0,,408000000.0,,,503000000.0,299000000.0,,,66000000.0,,,,1036000000.0,,,,-1238000000.0,3908000000.0,,23060000000.0,,,,,298000000.0,,,26165000000.0,,,2410000000.0,,46987000000.0,,,2893000000.0,48881000000.0,32429000000.0,,,,,,,,109634000000.0,,,1854000000.0,,,60753000000.0,,,,,,,,,12801000000.0,,1214000000.0,,,,,70047000000.0,,,,10111000000.0,,,,6731000000.0,13000000.0,,,,0.75,,,1854000000.0,1854000000.0,10259000000.0,-975000000.0,7629000000.0,,11189000000.0,,-200000000.0,,,156000000.0,,,15316000000.0,,,-193000000.0,22069000000.0,,,,,14769000000.0,,,,,,,
1241049600,,24000000.0,7136000000.0,,2107000000.0,,,11189000000.0,3976000000.0,,6342000000.0,,,0.0,40542000000.0,,,,,,11506000000.0,,-9175000000.0,,,,,,,,5702000000.0,,,,12851000000.0,12916000000.0,2438000000.0,,,,,57000000.0,11421000000.0,1558000000.0,115000000.0,,,,-926000000.0,,,,716000000.0,,,27351000000.0,4964000000.0,,,,,0.72,,,,-2569000000.0,-830000000.0,,2456000000.0,19982000000.0,,,,,,,,,10807000000.0,,,,0.0,,391000000.0,,,-158000000.0,194000000.0,,,65000000.0,,,,1662000000.0,,,,-801000000.0,3609000000.0,,26390000000.0,,,,,4134000000.0,,,27594000000.0,,,2394000000.0,,41583000000.0,,,2880000000.0,47186000000.0,32976000000.0,,,,,,,,108515000000.0,,,1716000000.0,,,61329000000.0,,,,,,,,,13412000000.0,,1153000000.0,,,,,67973000000.0,,,,0.0,,,,6432000000.0,15000000.0,,,,0.7,,,1716000000.0,1716000000.0,12978000000.0,-733000000.0,5746000000.0,,12851000000.0,,-169000000.0,,,1831000000.0,,,17572000000.0,,,-192000000.0,20919000000.0,,,,,14666000000.0,,,,,,,
1248998400,,24000000.0,6902000000.0,,1997000000.0,0.0,,12851000000.0,3920000000.0,,6458000000.0,,,0.0,41535000000.0,,,,,,12138000000.0,,-8935000000.0,-3488000000.0,,,,,,,3288000000.0,,,,13521000000.0,13587000000.0,2436000000.0,,,,,0.0,12778000000.0,993000000.0,220000000.0,,,,-796000000.0,,,,667000000.0,,,27451000000.0,3856000000.0,,,,,0.69,,,,-2196000000.0,-1091000000.0,,2595000000.0,20129000000.0,,,,,,,,,11194000000.0,,,,0.0,,355000000.0,,150000000.0,-651000000.0,443000000.0,,,66000000.0,,,,670000000.0,,,,-999000000.0,3774000000.0,,27727000000.0,,,,,2765000000.0,,,28509000000.0,,,2382000000.0,,41810000000.0,,,2874000000.0,48842000000.0,33277000000.0,,,,,,,,111072000000.0,,,1642000000.0,,,62230000000.0,,,,,,,,,13835000000.0,,1179000000.0,-50000000.0,,,1278000000.0,69537000000.0,,,,0.0,,,,6515000000.0,39000000.0,,,,0.67,,,1642000000.0,1642000000.0,13892000000.0,-990000000.0,5850000000.0,,13521000000.0,,-421000000.0,,,-144000000.0,,,18500000000.0,,,-191000000.0,20936000000.0,,,,,14735000000.0,,,,,,,
1256947200,,24000000.0,6600000000.0,-9566000000.0,3049000000.0,-43000000.0,15798000000.0,13521000000.0,4070000000.0,17299000000.0,6182000000.0,,,0.0,40517000000.0,3126000000.0,13334000000.0,0.0,2388000000.0,,6089000000.0,-6673000000.0,-9682000000.0,-1519000000.0,10153000000.0,,20944000000.0,3.21,,-889000000.0,1850000000.0,62260000000.0,,,13279000000.0,13334000000.0,,,,11613000000.0,,68000000.0,14809000000.0,-478000000.0,107000000.0,3249000000.0,,4230000000.0,-3247000000.0,16003000000.0,-391000000.0,,704000000.0,,,30950000000.0,3433000000.0,,,-3695000000.0,,,,-160000000.0,7660000000.0,-2793000000.0,-946000000.0,1532000000.0,3280000000.0,20944000000.0,-3580000000.0,,,,,,,33109000000.0,11262000000.0,,635000000.0,,0.0,,601000000.0,24000000.0,134000000.0,-294000000.0,901000000.0,3.14,2437000000.0,55000000.0,2819000000.0,162000000.0,27028000000.0,-242000000.0,6128000000.0,-9682000000.0,,-2102000000.0,4507000000.0,379000000.0,31279000000.0,74282000000.0,9684000000.0,1837000000.0,-1099000000.0,2487000000.0,,11025000000.0,29936000000.0,0.0,114552000000.0,,-3247000000.0,43003000000.0,,29936000000.0,2966000000.0,52539000000.0,33109000000.0,,,13279000000.0,7660000000.0,1850000000.0,3249000000.0,1755000000.0,114799000000.0,9415000000.0,114799000000.0,2448000000.0,,6182000000.0,62260000000.0,13865000000.0,-766000000.0,,87524000000.0,13980000000.0,,14809000000.0,,3393000000.0,,1227000000.0,-55000000.0,,-5140000000.0,2075000000.0,74282000000.0,,171000000.0,,9539000000.0,,546000000.0,40517000000.0,7350000000.0,95000000.0,,4773000000.0,13279000000.0,,,19252000000.0,2448000000.0,2448000000.0,13980000000.0,-882000000.0,6128000000.0,52539000000.0,13279000000.0,4230000000.0,-99000000.0,,16537000000.0,-311000000.0,-153000000.0,31279000000.0,19252000000.0,43003000000.0,11262000000.0,-190000000.0,23600000000.0,13379000000.0,9539000000.0,6600000000.0,55000000.0,16537000000.0,7660000000.0,,,,,,
1264896000,,23000000.0,6266000000.0,,2916000000.0,,,13279000000.0,3943000000.0,,6412000000.0,,,0.0,41701000000.0,,,,,,14192000000.0,,-10087000000.0,-80000000.0,,,,,,,1862000000.0,,,,13547000000.0,13607000000.0,2427000000.0,199000000.0,,,,0.0,13557000000.0,-1257000000.0,-184000000.0,,,,-2944000000.0,,,,681000000.0,,,31177000000.0,2407000000.0,,,,,0.99,,,,-1428000000.0,-821000000.0,,3172000000.0,21251000000.0,,,,,,,,,11164000000.0,,,,0.0,,593000000.0,,181000000.0,179000000.0,1319000000.0,,,60000000.0,,,,268000000.0,,,,-2713000000.0,4334000000.0,,30862000000.0,,,,,1586000000.0,,,30391000000.0,,,2358000000.0,,40792000000.0,,,2932000000.0,51697000000.0,33068000000.0,,,,,,,,113618000000.0,,,2323000000.0,,,61921000000.0,,,,,,,,,16853000000.0,,1162000000.0,-9000000.0,,,-1268000000.0,71654000000.0,,,,0.0,,,,7115000000.0,206000000.0,,,,0.96,,,2323000000.0,2323000000.0,14009000000.0,-711000000.0,6630000000.0,,13547000000.0,,-256000000.0,,,-543000000.0,,,17947000000.0,,,-189000000.0,24062000000.0,,,,,14503000000.0,,,,,,,
