date,annualTotalNonCurrentAssets,annualNetPPE,quarterlyOperatingExpense,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyDilutedEPS,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,annualDilutedAverageShares,annualPurchaseOfBusiness,annualDilutedEPS,annualIncomeTaxPayable,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyBasicAverageShares,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualBasicAverageShares,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNetOtherFinancingCharges,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualInventory,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOperatingIncome,annualOtherShortTermInvestments,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEndCashPosition,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,trailingEndCashPosition,quarterlyTotalRevenue,trailingPretaxIncome,annualNetIncomeContinuousOperations,quarterlyBasicEPS,trailingTaxProvision,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashDividendsPaid,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualNetIncome,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualTotalAssets,annualStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyGrossProfit,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
1998-09-30,,,356100000.0,,,,,97200000.0,,97200000.0,,0.36,,,,0.0,65800000.0,1319000000.0,,185200000.0,,,,,,58400000.0,,-1097400000.0,256300000.0,-263900000.0,-60800000.0,,-403000000.0,,,,,,,3802700000.0,,,2416400000.0,,,-41900000.0,,,,,,,258700000.0,,-11300000.0,,,,327123288.0,,250200000.0,0.0,,,1565400000.0,,,,,,-1200000.0,,,,,320600000.0,,,408200000.0,,,,,,,,,1821700000.0,,2587200000.0,-24500000.0,,,,70400000.0,,88500000.0,,,,,285700000.0,,,,2756700000.0,3539000000.0,,,,,,2020000000.0,,,0.365,,,,,,5360700000.0,197900000.0,,,119400000.0,,,5863600000.0,,8450800000.0,119400000.0,,119400000.0,,741900000.0,1112300000.0,,,,,293100000.0,,,,,,1413700000.0,,959100000.0,-700000.0,,5700000.0,,,,2553600000.0,,,2426700000.0,,,,,-10000000.0,331666667.0,606300000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,5881900000.0,1347600000.0,375100000.0,,71900000.0,3774300000.0,24800000.0,71900000.0,899000000.0,71900000.0,2527500000.0,,1327000000.0,,-752400000.0,0.0,82300000.0,1347600000.0,,232000000.0,,,-76800000.0,,2416300000.0,40200000.0,,-1068700000.0,318700000.0,-231600000.0,-61000000.0,104900000.0,402400000.0,330584416.0,,1.54,,,1051100000.0,3774300000.0,,-183400000.0,2416300000.0,,1600000.0,-12700000.0,,1483100000.0,0.0,,,-1068700000.0,256000000.0,,-25300000.0,,-276600000.0,,,,294300000.0,41500000.0,,,1488600000.0,,,327395498.0,,,-8500000.0,,389600000.0,,41500000.0,363000000.0,940800000.0,,-392800000.0,-33000000.0,,225800000.0,,,,,,1848800000.0,,2427600000.0,-24600000.0,1044400000.0,,,68700000.0,8291500000.0,,3217100000.0,,1488600000.0,102100000.0,306400000.0,237800000.0,280100000.0,5065900000.0,2567300000.0,3217100000.0,,0.0,,,,2082400000.0,,509100000.0,,,9200000.0,71900000.0,-98300000.0,789200000.0,5065900000.0,195000000.0,,5764000000.0,149700000.0,509100000.0,622400000.0,5881900000.0,318700000.0,8309500000.0,149700000.0,760000000.0,149700000.0,1200500000.0,760000000.0,1051100000.0,2166000000.0,,-106400000.0,2427600000.0,237800000.0,8309500000.0,2707500000.0,,,,1413000000.0,509100000.0,940800000.0,13800000.0,,7200000.0,282600000.0,,1.555,2707500000.0,2567300000.0,1848800000.0,2166000000.0,,,,,-51100000.0,,669400000.0,1400000.0,36100000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,378400000.0,,,,,72700000.0,,72700000.0,,0.365,,,,71900000.0,66600000.0,1334500000.0,,187700000.0,,,,,,52900000.0,,-1084000000.0,455000000.0,117600000.0,-205600000.0,,0.0,,,,,,,3730700000.0,,,2418500000.0,,,-20100000.0,,,1600000.0,,,,90700000.0,,800000.0,,,,327297297.0,,246700000.0,67800000.0,,,1445400000.0,,,,,,,,,,,324900000.0,,,22000000.0,,,,,,,,,1968200000.0,,2488000000.0,-24700000.0,,,,78200000.0,,-123500000.0,,,,,300200000.0,,,,2663700000.0,3210000000.0,,,,,,2083300000.0,,,0.37,,,,,,5178200000.0,-114900000.0,,,121100000.0,,,5990500000.0,,8478500000.0,121100000.0,,121100000.0,,925300000.0,1044300000.0,,,,,237300000.0,,,,,,1458200000.0,,940500000.0,2900000.0,,-11000000.0,,,,2775700000.0,,,2165700000.0,,,,,-207800000.0,331780822.0,625100000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,381900000.0,,,,,79300000.0,,79300000.0,,0.495,,,,0.0,91800000.0,1341300000.0,,258300000.0,,,,,,53500000.0,,-1106900000.0,298000000.0,-178700000.0,-44600000.0,,0.0,,,,,,,3800800000.0,,,2448200000.0,,,-61900000.0,,,-100000.0,,,,179800000.0,,6600000.0,,,,329702970.0,,319300000.0,20200000.0,,,1494100000.0,,,,,,,,,,,388900000.0,,,44600000.0,,,,,,,,,1812300000.0,,2595400000.0,-24800000.0,,,,69600000.0,,-72700000.0,,,,,312300000.0,,,,2805400000.0,3245800000.0,,,,,,2249300000.0,,,0.505,,,,,,5058100000.0,135200000.0,,,166500000.0,,,5870800000.0,,8466200000.0,166500000.0,,166500000.0,,728700000.0,1059900000.0,,,,,317300000.0,,,,,,1548100000.0,,905800000.0,4500000.0,,48800000.0,,,,2883800000.0,,,2185900000.0,,,,,-3100000.0,336363636.0,701200000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,305200000.0,,,,,61800000.0,,63600000.0,,0.415,,342200000.0,,0.0,73500000.0,1251400000.0,,207000000.0,,,,,,50100000.0,,-886800000.0,258400000.0,-221000000.0,-35200000.0,,-100000.0,,,,,,,3772000000.0,,,2138200000.0,,,-85100000.0,2629800000.0,,-1300000.0,,,,246500000.0,,10900000.0,,,,327380952.0,,272900000.0,29300000.0,,,1241700000.0,,,,,,7300000.0,,,,,329600000.0,,1800000.0,900000.0,,,,,,,,,1529400000.0,,2443500000.0,-28000000.0,,,,56700000.0,,225600000.0,,,,,248500000.0,,,,,3099700000.0,,,,,,1846100000.0,,,0.42,,,,,,4629100000.0,211300000.0,,,137500000.0,,,5593700000.0,,8037200000.0,137500000.0,,133500000.0,,570300000.0,983500000.0,,,,,489200000.0,,,,,,1268000000.0,,783900000.0,-8200000.0,,-39100000.0,,,,2972000000.0,,,2116200000.0,,,,,-11600000.0,331325301.0,578100000.0,,,61800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,5531900000.0,1240200000.0,340700000.0,,223400000.0,3726300000.0,-22300000.0,222900000.0,869300000.0,223400000.0,2424100000.0,,1371700000.0,342300000.0,-445100000.0,61800000.0,77700000.0,1240200000.0,,218900000.0,,,56700000.0,,2084900000.0,47400000.0,,-844700000.0,495500000.0,-163000000.0,-66300000.0,43500000.0,63400000.0,331148459.0,,1.785,,,966800000.0,3726300000.0,,-237000000.0,2084900000.0,,41800000.0,-38700000.0,-177000000.0,1324800000.0,1300000.0,,,-844700000.0,352300000.0,,161100000.0,,-351700000.0,,,,283000000.0,19000000.0,,,1224400000.0,,136900000.0,327479224.0,,,22000000.0,,63300000.0,,19000000.0,350900000.0,742100000.0,500000.0,2700000.0,179400000.0,,203100000.0,,,342300000.0,,,1738900000.0,-177000000.0,2868300000.0,-27800000.0,1099300000.0,500000.0,,67900000.0,7666700000.0,,3080100000.0,,1224400000.0,-42200000.0,272800000.0,914300000.0,299900000.0,4819000000.0,3053100000.0,3080100000.0,,222900000.0,,,,1887500000.0,,544900000.0,,,-2000000.0,222900000.0,-105300000.0,844800000.0,4819000000.0,286000000.0,,5242600000.0,165900000.0,591100000.0,517600000.0,5531900000.0,495500000.0,8400200000.0,165900000.0,565400000.0,141200000.0,1052400000.0,565400000.0,966800000.0,2113300000.0,,-205800000.0,2868300000.0,914300000.0,8400200000.0,3083000000.0,,,,1263800000.0,591100000.0,742100000.0,-8900000.0,,-700000.0,272400000.0,,1.805,3083000000.0,3053100000.0,1738900000.0,2113300000.0,,,,,-14500000.0,,623700000.0,1500000.0,70200000.0,222900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,338500000.0,,,,,86000000.0,,86000000.0,,0.415,,745000000.0,,222900000.0,76900000.0,1234900000.0,,216500000.0,,,,,,48200000.0,,-865200000.0,910700000.0,326500000.0,-45800000.0,,0.0,,,,,,,3714600000.0,,,2100100000.0,,,,-194800000.0,,,,,,61500000.0,,-136900000.0,,,,324000000.0,,269300000.0,63100000.0,,,1334100000.0,,-175600000.0,,,,,,,,,338300000.0,,,2000000.0,,,,,,,,,2307900000.0,,3515500000.0,-27700000.0,,,,69000000.0,,8100000.0,,,,,269500000.0,,,,2980800000.0,3078900000.0,,,,,,1976700000.0,,,0.42,,,,,,5386800000.0,15700000.0,,,136000000.0,,,5498100000.0,,9013600000.0,136000000.0,,139600000.0,,548600000.0,965600000.0,,,,,1415200000.0,,,,,,1368900000.0,,835000000.0,2900000.0,,20000000.0,,,,3531000000.0,,,2113300000.0,,,,,-522400000.0,324000000.0,607800000.0,,,86000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,335900000.0,,,,,80400000.0,,87800000.0,,0.54,,745500000.0,,86000000.0,93100000.0,1431500000.0,,276500000.0,,,,,,55300000.0,,-880200000.0,3242400000.0,1640300000.0,-28800000.0,,0.0,,,,,,,5127500000.0,,,2311700000.0,,,,-235600000.0,,,,,,93000000.0,,-5600000.0,,,,323000000.0,,348500000.0,59900000.0,,,1464000000.0,,-160900000.0,,,,,,,,,414800000.0,,7400000.0,3700000.0,,,,,,,,,4766300000.0,,4069200000.0,-27500000.0,,,,66300000.0,,,,,,,269600000.0,,,,3125700000.0,2665700000.0,,,,,,2185800000.0,,,0.545,,,,,,7432000000.0,64200000.0,,,175400000.0,,,7109400000.0,,11178600000.0,175400000.0,,183400000.0,,550400000.0,990000000.0,,,,,1504100000.0,,,,,,1501400000.0,,947200000.0,-4000000.0,,3200000.0,,,,3635600000.0,,,1675700000.0,,,,,-1736100000.0,325600000.0,684400000.0,,,80400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,394400000.0,,,,,58000000.0,,163700000.0,,0.775,,745500000.0,,80400000.0,56600000.0,1436800000.0,,187300000.0,,,,,,74800000.0,,-909800000.0,2388000000.0,-891900000.0,-49200000.0,,0.0,,,,,,,5156200000.0,,,2346600000.0,,,-40600000.0,-259100000.0,,,,,,101900000.0,,-22400000.0,,,,321800000.0,,276200000.0,167000000.0,,,1421900000.0,,-64000000.0,,,,,,,,,359800000.0,,105700000.0,0.0,,,,,,,,,3976900000.0,,3430000000.0,-27400000.0,,,,83600000.0,,,,,,,310800000.0,,,,3315100000.0,2719200000.0,,,,,,2255900000.0,,,0.78,,,,,,6696100000.0,52700000.0,,,251900000.0,,,7179400000.0,,10609400000.0,251900000.0,,130700000.0,,586400000.0,1041100000.0,,,,,823100000.0,,,,,,1585300000.0,,961500000.0,-4100000.0,,-10200000.0,,,,3801500000.0,,,1678100000.0,,,,,770500000.0,324200000.0,670600000.0,,,58000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,7205700000.0,1528000000.0,374900000.0,,200000000.0,5105300000.0,-68200000.0,74400000.0,774100000.0,200000000.0,2634200000.0,,1487500000.0,343100000.0,647000000.0,58000000.0,56500000.0,1528000000.0,,162600000.0,,,-175900000.0,,2417900000.0,75400000.0,,-889900000.0,2121800000.0,-427900000.0,-62800000.0,222900000.0,0.0,320518000.0,,2.06,,,1416100000.0,5105300000.0,,-1537200000.0,2417900000.0,,8500000.0,-2900000.0,-248400000.0,1443700000.0,,,,-889900000.0,517700000.0,-3300000.0,16400000.0,,-186600000.0,,,,296500000.0,146100000.0,,,1698700000.0,,253300000.0,320518000.0,,,3400000.0,,0.0,,146100000.0,374600000.0,1022900000.0,125600000.0,2600000.0,-148500000.0,,253700000.0,,,343100000.0,,,3966600000.0,-248400000.0,3322800000.0,-27200000.0,1190500000.0,125600000.0,,78100000.0,8798200000.0,,2956200000.0,,1698700000.0,-147200000.0,296800000.0,776400000.0,283100000.0,6922800000.0,3612700000.0,2956200000.0,,74400000.0,,,,2379800000.0,,546200000.0,,,961900000.0,74400000.0,-109800000.0,829300000.0,6922800000.0,454900000.0,,6164000000.0,106100000.0,669400000.0,587500000.0,7205700000.0,2121800000.0,10528500000.0,106100000.0,572400000.0,106100000.0,1146700000.0,572400000.0,1416100000.0,1540100000.0,,-121300000.0,3322800000.0,776400000.0,10528500000.0,3495200000.0,,1323500000.0,,1708400000.0,669400000.0,1022900000.0,-49400000.0,,948900000.0,297000000.0,,2.06,3495200000.0,3612700000.0,3966600000.0,1540100000.0,,,1323500000.0,,-49200000.0,,671400000.0,,8300000.0,74400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,391300000.0,,,,,76200000.0,,80800000.0,,0.155,,343500000.0,,74400000.0,28200000.0,1504400000.0,,77500000.0,,,,,,65900000.0,,-913800000.0,1681400000.0,83300000.0,-36000000.0,,0.0,,,,,,,5054200000.0,,,2418200000.0,,,-58100000.0,3086800000.0,,95400000.0,,,,-146700000.0,,1800000.0,,,,319796000.0,,175500000.0,0.0,,,1525600000.0,,-310900000.0,,,,,,,,,260400000.0,,4600000.0,3800000.0,,,,,,,,,3325000000.0,,3237700000.0,-27300000.0,,,,84900000.0,,8300000.0,,,,,306400000.0,,,,,3545800000.0,,,,,,2119600000.0,,,0.155,,,,,,6870800000.0,-182700000.0,,,49300000.0,,,7175000000.0,,10412700000.0,49300000.0,,49300000.0,,513400000.0,1003000000.0,,,,,571900000.0,,,,1326700000.0,,1552800000.0,,1106500000.0,-23600000.0,,9900000.0,,,,3430300000.0,,,2140300000.0,,,,,65600000.0,319796000.0,566800000.0,,,76200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,404400000.0,,,,,57600000.0,,63500000.0,,0.19,,360500000.0,,76200000.0,34100000.0,1473100000.0,,97000000.0,,,,,,62100000.0,,-935100000.0,938800000.0,87400000.0,-40600000.0,,0.0,,,,,,,5158700000.0,,,2408200000.0,,,0.0,-314800000.0,,-1000000.0,,,,10900000.0,,-18600000.0,,,,336770000.0,,183700000.0,31600000.0,,,1568500000.0,,-154100000.0,,,,,,,,,269000000.0,,5900000.0,4700000.0,,,,,,,,,2538900000.0,,3273700000.0,-28600000.0,,,,85300000.0,,8500000.0,,,,,319100000.0,,,,,4011600000.0,,,,,,2285600000.0,,,0.19,,,,,,6550500000.0,-29700000.0,,,62900000.0,,,7245900000.0,,10519600000.0,62900000.0,,62900000.0,,496700000.0,1019500000.0,,,,,586700000.0,,,,1357300000.0,,1697500000.0,,1106800000.0,-19000000.0,,8300000.0,,,,3857300000.0,,,2992100000.0,,,,,-115600000.0,336770000.0,588100000.0,,,57600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,364700000.0,,,,,105300000.0,,118500000.0,,0.1,,360600000.0,,57600000.0,-2600000.0,1610100000.0,,31300000.0,,,,,,75200000.0,,-889900000.0,946400000.0,-124000000.0,-53400000.0,,9400000.0,,,,,,,5455300000.0,,,2500000000.0,,,-14400000.0,3505400000.0,,-2900000.0,,,,246600000.0,,25100000.0,,,,336600000.0,,150200000.0,2500000.0,,,1906100000.0,,72000000.0,,,,,,,,,257500000.0,,13200000.0,,,,,,,,,,2855000000.0,,3171600000.0,-28600000.0,,,,107300000.0,,6200000.0,,,,,364700000.0,,,,,4059800000.0,,,,,,2383100000.0,,,0.1,,,,,,6914800000.0,193200000.0,,,33900000.0,,,7722600000.0,,10894200000.0,33900000.0,,33900000.0,,496800000.0,1151900000.0,,,,,0.0,,,,1512800000.0,,1868200000.0,,1327300000.0,-41200000.0,,9000000.0,,,,3866000000.0,,,2907900000.0,,,,,-85100000.0,338400000.0,514900000.0,,,105300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,7875900000.0,1633000000.0,401100000.0,,121400000.0,5689300000.0,-99900000.0,114000000.0,601600000.0,121400000.0,2070500000.0,,978800000.0,168000000.0,-390000000.0,105300000.0,-54700000.0,1633000000.0,,45400000.0,,,-24100000.0,,2648900000.0,36800000.0,,-1015900000.0,563700000.0,-436700000.0,-70600000.0,97000000.0,204700000.0,332702703.0,,0.74,,,1114800000.0,5689300000.0,,-186800000.0,2648900000.0,,23400000.0,0.0,-321400000.0,1454200000.0,5700000.0,,,-1015900000.0,490800000.0,,8700000.0,,-200600000.0,,,,118300000.0,0.0,,,761000000.0,170100000.0,262100000.0,330469799.0,,,,,214100000.0,,0.0,203300000.0,1295300000.0,7400000.0,,17000000.0,,253000000.0,,,168000000.0,,,2851000000.0,-321400000.0,3187800000.0,-28600000.0,616300000.0,7400000.0,,85000000.0,9682000000.0,,4185600000.0,,761000000.0,-130900000.0,401100000.0,0.0,-2900000.0,7036600000.0,3745800000.0,4185600000.0,,114000000.0,,,,2535600000.0,,246200000.0,,,15700000.0,114000000.0,-113100000.0,243300000.0,7036600000.0,420200000.0,,7611500000.0,100100000.0,246200000.0,401000000.0,7875900000.0,563700000.0,11063700000.0,100100000.0,553600000.0,100100000.0,1454200000.0,553600000.0,1114800000.0,2900700000.0,,-72500000.0,3187800000.0,0.0,11063700000.0,3916600000.0,1526300000.0,1482900000.0,,2016200000.0,246200000.0,1295300000.0,-32600000.0,1526300000.0,-11500000.0,362500000.0,,0.745,3916600000.0,3745800000.0,2851000000.0,2900700000.0,,170100000.0,1482900000.0,,-51700000.0,,519400000.0,97200000.0,9700000.0,114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,348200000.0,,,,,92600000.0,,98700000.0,,0.24,,168900000.0,,114000000.0,17600000.0,1600500000.0,,98500000.0,,,,,,59500000.0,,-889900000.0,1488300000.0,225800000.0,-33900000.0,,0.0,,,,,,,5665300000.0,,,2490400000.0,,,,-347600000.0,,1000000.0,,,,-159600000.0,,-21400000.0,,,,337083333.0,,183400000.0,0.0,,,2075400000.0,,-330500000.0,,,,,,,,,247500000.0,,6100000.0,28200000.0,,,,,,,,,3563700000.0,,3257000000.0,-28600000.0,,,,64100000.0,,14100000.0,,,,,348200000.0,,,,4152200000.0,3613700000.0,,,,,,2305900000.0,,,0.24,,,,,,7177400000.0,-193500000.0,,,80900000.0,,,7893900000.0,,11150900000.0,80900000.0,,80900000.0,,628100000.0,1409900000.0,,,,,0.0,,,,1497700000.0,,1774300000.0,,1345000000.0,-22000000.0,,-1700000.0,,,,3973500000.0,,,2203800000.0,,,,,-83500000.0,337083333.0,531600000.0,,,92600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,378800000.0,,,,,123900000.0,,132700000.0,,0.315,,169200000.0,,92600000.0,24400000.0,1632000000.0,,131800000.0,,,,,,59500000.0,,-889900000.0,1436600000.0,-114500000.0,-43600000.0,,0.0,,,,,,,4859100000.0,,,2521900000.0,,,,-243600000.0,,,,,,202500000.0,,31300000.0,,,,335625000.0,,213700000.0,0.0,,,734100000.0,,40500000.0,,,,,,,,,279000000.0,,8800000.0,7400000.0,,,,,,,,,3664200000.0,,3414900000.0,-28700000.0,,,,65300000.0,,-18000000.0,,,,,378800000.0,,,,3605200000.0,3576500000.0,,,,,,2587400000.0,,,0.32,,,,,,7240700000.0,158900000.0,,,107400000.0,,,7356600000.0,,10771500000.0,107400000.0,,107400000.0,,865500000.0,1409200000.0,,,,,0.0,,,,1561200000.0,,1994900000.0,,1386800000.0,-18600000.0,1493500000.0,-2900000.0,,,,3530800000.0,,,2167300000.0,,,,,-65500000.0,340952381.0,592500000.0,,,123900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,387500000.0,,,,,112900000.0,,114300000.0,,0.265,,169200000.0,,123900000.0,19900000.0,1630500000.0,,109200000.0,,,,,,59100000.0,,-889900000.0,1273500000.0,-190500000.0,-35500000.0,,0.0,,,,,,,888900000.0,,,2520400000.0,,,,-234800000.0,,,,,,211100000.0,,-11000000.0,,,,336981132.0,,179100000.0,0.0,,,734100000.0,,6900000.0,,,,,,,,,238700000.0,,1400000.0,100000.0,,,,,,,,,3557200000.0,,3389800000.0,-28800000.0,,,,59600000.0,,44600000.0,,,,,387500000.0,,,,3666100000.0,3584900000.0,,,,,,2518100000.0,,,0.265,,,,,,7142100000.0,175600000.0,,,89300000.0,,,7352800000.0,,10742600000.0,89300000.0,,89300000.0,,841900000.0,1418700000.0,,,,,0.0,,,,1554200000.0,3991500000.0,1951500000.0,,1425800000.0,-6600000.0,1549600000.0,1700000.0,,,,3600500000.0,,,2166200000.0,,,,,-28200000.0,336981132.0,566600000.0,,,112900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,6697200000.0,1279900000.0,325200000.0,,342200000.0,890900000.0,-52600000.0,342200000.0,708800000.0,342200000.0,2124800000.0,,890900000.0,169200000.0,-296000000.0,112900000.0,-41600000.0,1279900000.0,,48200000.0,,,3600000.0,,2110500000.0,52200000.0,,-830600000.0,1155500000.0,-216800000.0,-9900000.0,114000000.0,0.0,340196078.0,,-0.515,,,1326100000.0,890900000.0,,-187400000.0,2110500000.0,,-600000.0,,-513100000.0,1439800000.0,-400000.0,,,-830600000.0,454800000.0,,229300000.0,,-122900000.0,,,,108800000.0,295200000.0,,,730300000.0,,264400000.0,336893204.0,,,,,0.0,,295200000.0,125700000.0,1189800000.0,,1100000.0,228200000.0,,230300000.0,,,169200000.0,4005500000.0,,3798100000.0,-513100000.0,4112400000.0,-28800000.0,685000000.0,,,16900000.0,8951300000.0,,3418200000.0,,730300000.0,-18700000.0,325200000.0,794000000.0,20300000.0,7216300000.0,3457400000.0,3418200000.0,,342200000.0,,,,1539900000.0,,367400000.0,,,-2100000.0,342200000.0,-114900000.0,387700000.0,7216300000.0,444900000.0,,6826500000.0,183400000.0,-173500000.0,585900000.0,6697200000.0,1155500000.0,10809600000.0,183400000.0,520900000.0,89800000.0,1439800000.0,520900000.0,1326100000.0,2092100000.0,,,4112400000.0,794000000.0,10809600000.0,3478200000.0,1617100000.0,1405300000.0,4005500000.0,1105900000.0,-173500000.0,1189800000.0,-5400000.0,1617100000.0,800000.0,205900000.0,,-0.515,3478200000.0,3457400000.0,3798100000.0,2092100000.0,,,1405300000.0,,-10200000.0,,434000000.0,5500000.0,36800000.0,342200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
