,annualOperatingIncome,annualAccountsPayable,annualResearchAndDevelopment,annualTotalRevenue,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyCurrentAssets,annualOtherCurrentAssets,annualOtherShortTermInvestments,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTaxProvision,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyBasicAverageShares,trailingTotalRevenue,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCurrentDebt,annualPretaxIncome,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,annualCostOfRevenue,trailingOperatingIncome,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyTotalNonCurrentAssets,annualBasicEPS,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualTotalAssets,annualCurrentAssets,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyChangeInInventory,annualSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCommonStockIssuance,trailingOperatingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInventory,quarterlyGrossProfit,annualAccountsReceivable,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,trailingGrossProfit,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,annualGrossProfit,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,annualEbitda,annualDilutedAverageShares,quarterlyNetPPE,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualDilutedEPS,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,annualBasicAverageShares,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualCapitalExpenditure,annualInvestingCashFlow,trailingInvestingCashFlow,trailingOperatingExpense,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingBeginningCashPosition,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingInterestExpense,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingChangeInInventory,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualCapitalStock,annualStockBasedCompensation,annualGoodwill,annualInterestExpense,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingCommonStockIssuance,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,annualCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingChangesInAccountReceivables,quarterlyCashDividendsPaid,trailingCashDividendsPaid,trailingResearchAndDevelopment,trailingDilutedAverageShares
1230681600,47997000.0,6879000.0,,429012000.0,,-375000.0,54534000.0,,52674000.0,2865000.0,,,2907000.0,1803000.0,36202000.0,82901000.0,,36202000.0,13281000.0,16376000.0,5501000.0,90736000.0,24107000.0,,,,,111058000.0,,29945000.0,,13281000.0,707000.0,,46321000.0,6588000.0,90736000.0,6856000.0,122572000.0,88878000.0,,29895000.0,4111000.0,29945000.0,69898000.0,0.935,4111000.0,7446000.0,292137000.0,,4111000.0,1212000.0,,-39873000.0,,122572000.0,52674000.0,31836000.0,2865000.0,34990000.0,29945000.0,23264000.0,11212000.0,5690000.0,6697000.0,142000.0,,,,11212000.0,54534000.0,24107000.0,31836000.0,-3470000.0,,,34990000.0,746000.0,,,13281000.0,23879000.0,87794000.0,,-826000.0,-766000.0,,80476000.0,,56762000.0,69898000.0,45956000.0,6588000.0,-1133000.0,13281000.0,13281000.0,13281000.0,,340134000.0,15000.0,,13699000.0,,-29765000.0,54694000.0,32326000.0,56762000.0,2156000.0,,6267000.0,,93479000.0,0.925,-7216000.0,,346000.0,6316000.0,-980000.0,-7117000.0,,,7446000.0,32096000.0,-36717000.0,,,1212000.0,12865000.0,,,,147000.0,,,-2435000.0,-16061000.0,-15206000.0,,,292137000.0,,93479000.0,,,-11808000.0,,7836000.0,-418000.0,-36717000.0,,,-166000.0,,,,,7318000.0,29855000.0,,-832000.0,-375000.0,6879000.0,,,29855000.0,,204000.0,,2372000.0,,416000.0,9121000.0,23879000.0,,,15000.0,,5690000.0,792000.0,,,,,,,,,,,,,,,,,,
1238457600,,,,,,,43488000.0,0.215,49306000.0,,,,300000.0,1826000.0,,67220000.0,,35518000.0,,,,,30753000.0,30700000.0,,,,97299000.0,,,,,,,,,79006000.0,-2227000.0,119756000.0,,,,6646000.0,,70450000.0,,6646000.0,,,,6646000.0,1618000.0,30764000.0,,,,,,0.0,,,19846000.0,,5690000.0,,64000.0,,,,,,,40750000.0,-3870000.0,,,33900000.0,,,,9747000.0,27397000.0,77453000.0,,-889000.0,181000.0,780000.0,67220000.0,,,,,,,,9747000.0,9747000.0,,,15000.0,,13281000.0,-28640000.0,,,,56359000.0,3497000.0,,10143000.0,,,,,,289000.0,,-953000.0,-1090000.0,,,8401000.0,,-38174000.0,,,,,,,0.215,0.0,,,,,,,,,,94533000.0,,,,,-1274000.0,-3534000.0,,,,-11838000.0,,,,,10233000.0,35848000.0,,-742000.0,-621000.0,7640000.0,,2514000.0,,,,,,,,12258000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,,37097000.0,0.285,48730000.0,,,,34000.0,1743000.0,,75040000.0,,30055000.0,,,,,39544000.0,30700000.0,,,,112093000.0,,,,,,,,,67152000.0,6798000.0,119954000.0,,,,8791000.0,,71224000.0,,8791000.0,,,,8791000.0,1885000.0,30770000.0,,,,,,0.0,,,23753000.0,,5690000.0,,43000.0,,,,,,,52802000.0,3270000.0,,,28170000.0,,,,11170000.0,24656000.0,88340000.0,,-896000.0,259000.0,-2980000.0,75040000.0,,,,,,,,11170000.0,11170000.0,,,15000.0,,9747000.0,-27520000.0,,,,56994000.0,4634000.0,,13425000.0,,,,,,146000.0,,-940000.0,-5730000.0,,,8540000.0,,-40203000.0,,,,,,,0.285,0.0,,,,,,,,,,97197000.0,,,,,7738000.0,1423000.0,,,,-4168000.0,,,,,13300000.0,32400000.0,,-766000.0,536000.0,4697000.0,,2104000.0,,,,,,,,15314000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,,,39887000.0,0.26,50345000.0,,,,446000.0,1743000.0,,76213000.0,,18743000.0,,,,,46683000.0,30690000.0,,,,110764000.0,,,,,,,,,58630000.0,13086000.0,121474000.0,,,,7912000.0,,71129000.0,,7912000.0,,,,7912000.0,1743000.0,31094000.0,,,,,,0.0,,,22637000.0,,5690000.0,,-81000.0,,,,,,,62844000.0,-764000.0,,,17000000.0,,,,13265000.0,25615000.0,88127000.0,,-223000.0,200000.0,889000.0,76213000.0,,,,,,,,13265000.0,13265000.0,,,15000.0,,11170000.0,-17540000.0,,,,57289000.0,4112000.0,,12024000.0,,,,,,105000.0,,-978000.0,-12105000.0,,,8150000.0,,-41882000.0,,,,,,,0.255,-1011000.0,,,,,,,,,,99171000.0,,,,,14064000.0,2095000.0,,,,2522000.0,,,,,11914000.0,34259000.0,,-671000.0,1333000.0,5628000.0,,2298000.0,,,,,,,,13872000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,50791000.0,5810000.0,,436940000.0,,1523000.0,40478000.0,,51926000.0,12507000.0,,,44000.0,1757000.0,8587000.0,77873000.0,-1138000.0,8587000.0,13658000.0,17422000.0,-15449000.0,49065000.0,56410000.0,,,,,116784000.0,,33556000.0,,13658000.0,94000.0,,50978000.0,7387000.0,49065000.0,10684000.0,123438000.0,89803000.0,,28341000.0,10207000.0,33556000.0,71512000.0,1.095,10207000.0,8581000.0,296346000.0,,10207000.0,1587000.0,,-1654000.0,,123438000.0,51926000.0,74373000.0,945000.0,7000000.0,33556000.0,23567000.0,8508000.0,5690000.0,7069000.0,68000.0,2775000.0,,,8508000.0,40478000.0,56410000.0,74373000.0,241000.0,,,7000000.0,,,,13658000.0,25761000.0,93217000.0,2775000.0,-1189000.0,74000.0,173000.0,77873000.0,,57241000.0,71512000.0,32469000.0,7387000.0,187000.0,13658000.0,13658000.0,13658000.0,,347137000.0,15000.0,,13265000.0,-11310000.0,-29502000.0,50791000.0,30864000.0,57241000.0,5179000.0,,15386000.0,,100955000.0,1.085,-1123000.0,,69000.0,824000.0,-1257000.0,-10577000.0,,,8581000.0,30680000.0,-43714000.0,284000.0,,1587000.0,13281000.0,,,,0.0,,284000.0,-2296000.0,-4128000.0,-3197000.0,,,296346000.0,,100955000.0,,,-632000.0,,11941000.0,393000.0,-43714000.0,,,-1965000.0,,,,,15344000.0,13691000.0,,-117000.0,1523000.0,5810000.0,,2009000.0,34668000.0,,,,11000.0,,377000.0,17212000.0,25761000.0,,-85010000.0,15000.0,8925000.0,5690000.0,609000.0,,,,,,,,,,,,,,,,,,
1269993600,,,,,,,44160000.0,0.315,60631000.0,,,,348000.0,1804000.0,,81576000.0,,1526000.0,,,,,66051000.0,30622000.0,,,,119087000.0,,,,,,,,,45686000.0,14561000.0,132052000.0,,,,9641000.0,,71421000.0,,9641000.0,,,,9641000.0,1526000.0,31026000.0,,,,,,11704000.0,,,23020000.0,5728000.0,5690000.0,,0.0,2168000.0,,,,,,86366000.0,-1481000.0,,,0.0,,,,21523000.0,27404000.0,96067000.0,,-500000.0,339000.0,-430000.0,81576000.0,,,,,7475000.0,,,21523000.0,21523000.0,,,15000.0,,13658000.0,-7000000.0,,,,56625000.0,5189000.0,,14830000.0,,,,,,21000.0,,-501000.0,-6886000.0,,,9106000.0,,-45288000.0,,,,,,,0.31,55000.0,,5708000.0,,,,,,,,101913000.0,,,,,15062000.0,7865000.0,,,,2340000.0,,,,,14491000.0,38764000.0,,-980000.0,1822000.0,5396000.0,,1956000.0,,,,,,,,14491000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,,43644000.0,0.35,71126000.0,,,,253000.0,1819000.0,,86214000.0,,1470000.0,,,,,76821000.0,30636000.0,,,,126011000.0,,,,,,,,,45114000.0,7100000.0,143672000.0,,,,10770000.0,,72546000.0,,10770000.0,,,,10770000.0,1470000.0,31394000.0,,,,,,11910000.0,,,22735000.0,,5690000.0,,0.0,,,,,,,98558000.0,-4300000.0,,,0.0,,,,28427000.0,30789000.0,103276000.0,,-3162000.0,-587000.0,1742000.0,86214000.0,,,,,,,,28427000.0,28427000.0,,,15000.0,,21523000.0,0.0,,,,56035000.0,5705000.0,,16475000.0,,,,,,5000.0,,-3165000.0,6000.0,,,10821000.0,,-46489000.0,,,,,,,0.345,6000.0,,,,,,,,,,102524000.0,,,,,10265000.0,6904000.0,,,,-3494000.0,,,,,17062000.0,36523000.0,,-1260000.0,1060000.0,7121000.0,,2184000.0,,,,,,,,17062000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,,,70506000.0,0.415,72758000.0,,,,388000.0,2018000.0,,91311000.0,,1076000.0,,,,,83272000.0,31124000.0,,,,135006000.0,,,,,,,,,71582000.0,20902000.0,201529000.0,,,,12849000.0,,128771000.0,,12849000.0,,,,12849000.0,1076000.0,32494000.0,,,,,,17225000.0,,,25157000.0,,16930000.0,,-42694000.0,,,,,,,129947000.0,741000.0,,,0.0,,,,22928000.0,32605000.0,109849000.0,,-42676000.0,557000.0,-1271000.0,91311000.0,,,,,,,,22928000.0,22928000.0,,,16000.0,,28427000.0,-4350000.0,,,,58326000.0,6240000.0,,19089000.0,,,,,,42000.0,,-10000.0,15682000.0,19000000.0,,53515000.0,,-47916000.0,,40872000.0,,,,,0.395,731000.0,,,,,,,,,,106243000.0,,,,,20912000.0,-5499000.0,,,,2322000.0,,,,,18538000.0,62021000.0,,1019000.0,2954000.0,8485000.0,,2967000.0,,,,,,,,18538000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,68216000.0,6445000.0,,517644000.0,,3721000.0,57624000.0,,80272000.0,21972000.0,,,286000.0,2275000.0,1012000.0,94845000.0,-1981000.0,1012000.0,24222000.0,23213000.0,21000.0,58636000.0,90207000.0,,,,,137540000.0,,45651000.0,,24222000.0,0.0,,68864000.0,11772000.0,58636000.0,19353000.0,203802000.0,95482000.0,,61916000.0,12391000.0,45651000.0,123530000.0,1.47,12391000.0,49032000.0,353946000.0,,12391000.0,1012000.0,,-17031000.0,,203802000.0,80272000.0,145166000.0,4793000.0,0.0,45651000.0,24570000.0,14395000.0,16930000.0,7916000.0,0.0,3735000.0,,,14395000.0,57624000.0,90207000.0,145166000.0,-1217000.0,,,0.0,,,,24222000.0,34078000.0,112970000.0,3735000.0,-515000.0,274000.0,-2022000.0,94845000.0,,57568000.0,123530000.0,66108000.0,11772000.0,648000.0,24222000.0,24222000.0,24222000.0,40616000.0,422162000.0,16000.0,,22928000.0,-26800000.0,-9577000.0,68216000.0,31884000.0,57568000.0,6079000.0,0.0,18470000.0,,105866000.0,1.43,-6257000.0,,26000.0,1275000.0,-516000.0,-18379000.0,,,8416000.0,31056000.0,-48298000.0,1571000.0,40616000.0,1012000.0,13658000.0,-42694000.0,,,1657000.0,,1571000.0,3194000.0,-4192000.0,-46853000.0,,,353946000.0,,105866000.0,,,-8401000.0,,19869000.0,1294000.0,-48298000.0,,,-1147000.0,,,,,18125000.0,17841000.0,,4415000.0,3721000.0,6445000.0,,3299000.0,51179000.0,,,,2449000.0,,10564000.0,20771000.0,34078000.0,,-38150000.0,16000.0,10406000.0,16930000.0,94000.0,,,,,,,,,,,,,,,,,,
1301529600,,,,,,,54306000.0,0.355,83709000.0,,,,267000.0,2136000.0,,100677000.0,,972000.0,,,,,96065000.0,31822000.0,,,,143566000.0,,,,,,,,,55278000.0,16869000.0,206859000.0,,,,11350000.0,,123150000.0,,11350000.0,,,,11350000.0,,32434000.0,,,,,,17201000.0,,,25662000.0,5818000.0,16930000.0,,0.0,3027000.0,,,,,,151581000.0,373000.0,,,,,,,32718000.0,33790000.0,117904000.0,,-676000.0,101000.0,1440000.0,100677000.0,,,,,9524000.0,,,32718000.0,32718000.0,,,16000.0,,24222000.0,0.0,,,,56800000.0,5978000.0,,17328000.0,,,,,,6000.0,,-676000.0,-8487000.0,,,49420000.0,,-49978000.0,,40360000.0,,,,,0.35,35000.0,,6192000.0,,,,,,,,106778000.0,,,-8522000.0,,17545000.0,8496000.0,,,,2335000.0,,,,,17227000.0,46376000.0,,-1743000.0,4038000.0,7930000.0,,3235000.0,,,,,,,,17227000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,,54489000.0,0.445,79257000.0,,,,308000.0,2110000.0,,101563000.0,,1020000.0,,,,,98800000.0,31060000.0,,,,148925000.0,,,,,,,,,55509000.0,8738000.0,205928000.0,,,,13856000.0,,126671000.0,,13856000.0,,,,13856000.0,,31504000.0,,,,,,18932000.0,,,26208000.0,,16930000.0,,0.0,,,,,,,150419000.0,-1509000.0,,,,,,,24944000.0,35381000.0,122717000.0,,-5117000.0,-52000.0,474000.0,101563000.0,,,,,,,,24944000.0,24944000.0,,,15000.0,,32718000.0,0.0,,,,60564000.0,7298000.0,,21154000.0,,,,,,2000.0,,-5118000.0,-16765000.0,,,49177000.0,,-51898000.0,,40105000.0,,,,,0.44,13000.0,,,,,,,,,,112462000.0,,,-16817000.0,,13856000.0,-7774000.0,,,,-3743000.0,,,,,21154000.0,46144000.0,,-238000.0,4726000.0,8345000.0,,1567000.0,,,,,,,,21154000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,,,59289000.0,0.41,89977000.0,,,,313000.0,2115000.0,,99523000.0,,10865000.0,,,,,106170000.0,30086000.0,,,,143501000.0,,,,,,,,,70154000.0,19303000.0,229293000.0,,,,12385000.0,,139316000.0,,12385000.0,,,,12385000.0,969000.0,30410000.0,,,,,,17461000.0,,,25202000.0,11703000.0,17596000.0,,0.0,3735000.0,,,,,,159139000.0,-2416000.0,,9896000.0,,,,,36317000.0,36199000.0,118299000.0,,-2764000.0,133000.0,700000.0,99523000.0,,,,,10162000.0,,,36317000.0,36317000.0,,,15000.0,,24944000.0,0.0,,,,59756000.0,6524000.0,,18909000.0,,,,,,1000.0,,-2764000.0,-7362000.0,,,6108000.0,,-52794000.0,,42370000.0,,,,,0.405,0.0,,2880000.0,,,,,,,,112550000.0,,,-7362000.0,,22067000.0,11373000.0,,,,3774000.0,,,,,18776000.0,50193000.0,,508000.0,6120000.0,9096000.0,,2937000.0,,,,,,,,18776000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,77256000.0,7952000.0,,581939000.0,,5839000.0,59696000.0,,106059000.0,18738000.0,,,49864000.0,2113000.0,10890000.0,101228000.0,1502000.0,10890000.0,50353000.0,26726000.0,1935000.0,70586000.0,118799000.0,,,,,145947000.0,,50752000.0,,50353000.0,0.0,,77478000.0,10065000.0,70586000.0,14555000.0,244496000.0,101692000.0,,59465000.0,13161000.0,50752000.0,138437000.0,1.65,13161000.0,6273000.0,402991000.0,,13161000.0,942000.0,,-33459000.0,,244496000.0,106059000.0,173910000.0,1291000.0,,50752000.0,24620000.0,12210000.0,17740000.0,8474000.0,0.0,2978000.0,,,12210000.0,59696000.0,118799000.0,173910000.0,343000.0,,9948000.0,,,,,50353000.0,36968000.0,121327000.0,2978000.0,-2052000.0,-57000.0,-1112000.0,101228000.0,,60754000.0,138437000.0,70108000.0,10065000.0,222000.0,50353000.0,50353000.0,50353000.0,42637000.0,480247000.0,15000.0,,36317000.0,0.0,-33372000.0,77256000.0,31148000.0,60754000.0,6926000.0,0.0,20087000.0,,115191000.0,1.63,-3209000.0,,0.0,50752000.0,-2085000.0,-758000.0,,,6273000.0,30722000.0,-54437000.0,4112000.0,42637000.0,942000.0,24222000.0,0.0,,,0.0,,4112000.0,-1599000.0,-10643000.0,-10609000.0,,,402991000.0,,115191000.0,,,-758000.0,,16640000.0,14036000.0,-54437000.0,,,-431000.0,,,9948000.0,,20099000.0,19078000.0,,-126000.0,5839000.0,7952000.0,,2810000.0,51744000.0,,,,48000.0,,26131000.0,22200000.0,36968000.0,,0.0,15000.0,10549000.0,17740000.0,9000.0,,,,,,,,,,,,,,,,,,
1333152000,,,,,,,62389000.0,0.46,125334000.0,,,,13751000.0,2196000.0,,106041000.0,,11061000.0,,,,,132550000.0,29928000.0,,,,154120000.0,,,,,,,,,73450000.0,20416000.0,264512000.0,,,,13751000.0,,139178000.0,,13751000.0,,,,13751000.0,901000.0,30576000.0,,,,,,18884000.0,,,27217000.0,,17776000.0,,0.0,,,,,,,191062000.0,2185000.0,,10160000.0,,,,,71164000.0,35286000.0,126903000.0,,-2176000.0,132000.0,-314000.0,106041000.0,,,,,,,,71164000.0,71164000.0,,,15000.0,,50353000.0,,,,,61188000.0,7243000.0,,20994000.0,,,,,,0.0,,-2227000.0,176000.0,,,6471000.0,,,,42495000.0,,,,,0.45,176000.0,,,,,,,,,,,,,0.0,,22643000.0,20811000.0,,,,4757000.0,,,,,20862000.0,54817000.0,,-729000.0,6239000.0,7572000.0,,2866000.0,,,,,,,,20862000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,,66749000.0,0.57,123506000.0,,,,16745000.0,2214000.0,,107677000.0,,10636000.0,,,,,130120000.0,29382000.0,,,,160901000.0,,,,,,,,,77385000.0,20083000.0,261012000.0,,,,16745000.0,,137506000.0,,16745000.0,,,,16745000.0,998000.0,30180000.0,,,,,,24163000.0,,,28073000.0,,17675000.0,,0.0,,,,,,,183627000.0,1281000.0,,9638000.0,,,,,65538000.0,33805000.0,132828000.0,,-1123000.0,-222000.0,-1251000.0,107677000.0,,,,,,,,65538000.0,65538000.0,,,14000.0,,71164000.0,,,,,60343000.0,8184000.0,,24929000.0,,,,,,0.0,,-1220000.0,-25727000.0,,,6729000.0,,,,41846000.0,,,,,0.555,204000.0,,,,,,,,,,,,,-26563000.0,,21303000.0,-5626000.0,,,,3826000.0,,,,,25151000.0,60341000.0,,-3944000.0,5751000.0,6408000.0,,2752000.0,,,,,,,,25151000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,,,66787000.0,0.61,138651000.0,,,,17590000.0,2198000.0,,110748000.0,,10517000.0,,,,,141042000.0,28730000.0,,,,165175000.0,,,,,,,,,77304000.0,16313000.0,274284000.0,,,,17490000.0,,135633000.0,,17490000.0,,,,17490000.0,946000.0,29768000.0,,,,,,28754000.0,,,30343000.0,,17797000.0,,0.0,,,,,,,196980000.0,996000.0,,9571000.0,,,,,76601000.0,33296000.0,134832000.0,,-3364000.0,267000.0,502000.0,110748000.0,,,,,,,,76601000.0,76601000.0,,,14000.0,,65538000.0,,,,,62052000.0,6861000.0,,24351000.0,,,,,,11000.0,,-3364000.0,-5619000.0,,,7057000.0,,,,42022000.0,,,,,0.59,2399000.0,,,,,,,,,,,,,-8938000.0,,19677000.0,11063000.0,,,,-7208000.0,,,,,24084000.0,59881000.0,,6928000.0,6661000.0,6906000.0,,2566000.0,,,,,,,,24084000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,98179000.0,7040000.0,,648726000.0,,6936000.0,70844000.0,,132545000.0,25225000.0,,,-48006000.0,2218000.0,10939000.0,39087000.0,-985000.0,10939000.0,70839000.0,31993000.0,6624000.0,81783000.0,134800000.0,,,,,168530000.0,,66433000.0,,70839000.0,0.0,,98426000.0,15601000.0,81783000.0,27561000.0,267355000.0,115804000.0,,84373000.0,18447000.0,66433000.0,134810000.0,2.285,18447000.0,7128000.0,154237000.0,,18447000.0,938000.0,,-68294000.0,,267355000.0,132545000.0,185572000.0,25225000.0,,66433000.0,30171000.0,16402000.0,17890000.0,8826000.0,0.0,3374000.0,,,16402000.0,70844000.0,134800000.0,185572000.0,-3092000.0,,10001000.0,,,,,70839000.0,36481000.0,138359000.0,3374000.0,-1615000.0,70000.0,78000.0,110277000.0,,61751000.0,134810000.0,92805000.0,15601000.0,247000.0,70839000.0,70839000.0,70839000.0,42085000.0,532922000.0,14000.0,,76601000.0,-1247000.0,-64542000.0,98179000.0,29846000.0,61751000.0,9705000.0,,28152000.0,,120800000.0,2.225,1370000.0,,9000.0,80000.0,-1621000.0,-33372000.0,,,7128000.0,29094000.0,-59049000.0,1414000.0,42085000.0,938000.0,50353000.0,0.0,,,664000.0,,1414000.0,4111000.0,-8432000.0,-8278000.0,,,434743000.0,,120800000.0,,,-32793000.0,,29182000.0,-5762000.0,-59049000.0,,,5249000.0,,,10001000.0,,28082000.0,63804000.0,,1856000.0,6936000.0,7040000.0,,2026000.0,63804000.0,,,,3443000.0,,20486000.0,28082000.0,36481000.0,,-1846000.0,14000.0,10210000.0,17890000.0,20000.0,,,,,,,,,,,,,,,,,,
1364688000,,,,,,,70046000.0,0.661815,133654000.0,,,,2184000.0,2303000.0,,42404000.0,,10963000.0,,,,,138778000.0,26864000.0,,,,169082000.0,,,,,,,,,81009000.0,19433000.0,268657000.0,,,,17779000.0,,135003000.0,,17779000.0,,,,17779000.0,909000.0,27806000.0,,,,,,19633000.0,,,30261000.0,,17933000.0,,-1142000.0,,,,,,,187648000.0,-6522000.0,,10054000.0,,,,,71047000.0,42974000.0,138821000.0,,-2011000.0,-26000.0,1097000.0,112259000.0,,,,,,,,71047000.0,71047000.0,,,14000.0,,70839000.0,,,,,60715000.0,8757000.0,,26536000.0,,,,,,,,-872000.0,-17900000.0,,,8243000.0,,,,41963000.0,,,,,0.64,185000.0,,,,,,,,,,,,,-18085000.0,,20305000.0,208000.0,,,,-1139000.0,,,,,26562000.0,61894000.0,,-819000.0,6901000.0,8152000.0,,2369000.0,,,,,,,,26562000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,,74613000.0,0.875841,166020000.0,,,,509000.0,2328000.0,,42978000.0,,10305000.0,,,,,162988000.0,27642000.0,,,,189136000.0,,,,,,,,,84918000.0,24902000.0,298924000.0,,,,24210000.0,,132904000.0,,24210000.0,,,,24210000.0,1196000.0,28198000.0,,,,,,28252000.0,,,31905000.0,,17969000.0,,-1090000.0,,,,,,,214006000.0,399000.0,,9109000.0,,,,,96056000.0,41712000.0,157231000.0,,-3167000.0,-83000.0,-942000.0,120779000.0,,,,,,,,96056000.0,96056000.0,,,14000.0,,71047000.0,,,,,58796000.0,12159000.0,,36369000.0,,,,,,,,-2089000.0,2003000.0,,,9947000.0,,,,41812000.0,,,,,0.86,1549000.0,,,,,,,,,,,,,0.0,,26991000.0,25009000.0,,,,-1715000.0,,,,,36452000.0,67328000.0,,1662000.0,5227000.0,7285000.0,,2058000.0,,,,,,,,36452000.0,,,,,,,,,,,,,,,,,,,,,,,,,
