,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualBasicAverageShares,annualCurrentDebt,trailingFreeCashFlow,trailingCommonStockIssuance,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,trailingTaxProvision,trailingEndCashPosition,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyEbitda,annualOperatingIncome,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualDilutedAverageShares,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,annualDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualPretaxIncome,annualDeferredIncomeTax,annualInvestingCashFlow,annualInterestExpense,quarterlySaleOfInvestment,trailingChangesInAccountReceivables,trailingInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualGrossPPE,trailingInvestingCashFlow,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingChangeInWorkingCapital,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,quarterlyOtherIntangibleAssets,annualChangeInAccountPayable,annualGoodwill,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingChangeInAccountPayable,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets
757296000,505100000.0,1684600000.0,189400000.0,,4646700000.0,,366900000.0,,417297297.0,263200000.0,,,80500000.0,349900000.0,1197900000.0,1563500000.0,,-66700000.0,,,4078500000.0,97700000.0,348300000.0,860400000.0,653600000.0,-26500000.0,-31700000.0,548700000.0,80500000.0,-13900000.0,,,1085300000.0,-141200000.0,5844600000.0,,250600000.0,10519800000.0,205400000.0,159400000.0,772000000.0,,8956300000.0,5844600000.0,1915100000.0,,1.85,421857923.0,1563500000.0,,111800000.0,1481500000.0,-259700000.0,1035400000.0,159400000.0,,10519800000.0,1509600000.0,505100000.0,,-138100000.0,225600000.0,737800000.0,,4620700000.0,4620700000.0,370100000.0,,4646700000.0,772000000.0,88600000.0,405500000.0,,,-87800000.0,,15700000.0,715200000.0,,70300000.0,19600000.0,159400000.0,,,4078500000.0,464600000.0,1300000.0,,1.83,2129800000.0,1481500000.0,,80500000.0,80500000.0,,,-33500000.0,-435800000.0,,86900000.0,2775500000.0,1197900000.0,70300000.0,8730700000.0,246300000.0,,136800000.0,8730700000.0,,8956300000.0,1265900000.0,874600000.0,2800000.0,,,,-160800000.0,1035400000.0,263200000.0,-98000000.0,-31300000.0,23900000.0,2129800000.0,9800000.0,,20000000.0,80500000.0,225600000.0,,-4094900000.0,,,-56700000.0,129100000.0,18100000.0,,,898600000.0,56200000.0,-470100000.0,98600000.0,-8500000.0,,,,12825600000.0,,,-39500000.0,27700000.0,,653600000.0,-4094900000.0,,,12825600000.0,,,,281100000.0,,,,,281100000.0,,-176100000.0,-31300000.0,,-669200000.0,,-108600000.0,4460100000.0,,,,,,,,,,,,,,,,,,,,,,,,
765072000,,,200400000.0,,,,409600000.0,,,,,,,,1144900000.0,1492300000.0,,-66300000.0,,,4120900000.0,100200000.0,370200000.0,,,,32600000.0,,,,,,1076800000.0,3700000.0,,,270000000.0,10526500000.0,,144900000.0,,414892000.0,9034200000.0,5803400000.0,,,,,,,,,,1002900000.0,144900000.0,,,,333700000.0,1.05,,,,,,4668600000.0,266400000.0,,4658500000.0,,,,,,-76400000.0,,,810400000.0,107700000.0,72400000.0,-115500000.0,144900000.0,,,,540400000.0,-2100000.0,,,2095300000.0,1560300000.0,,221700000.0,107700000.0,,,-17300000.0,,,80400000.0,,,,8814300000.0,225300000.0,,,,80500000.0,,,,8000000.0,414892000.0,145300000.0,,-190900000.0,,167400000.0,-119900000.0,-53600000.0,23700000.0,,,,-8600000.0,,219900000.0,,-4223000000.0,,,27200000.0,223500000.0,,,,,,,,81400000.0,,,,13037300000.0,,,-44300000.0,3300000.0,,633300000.0,,,,,,,,149300000.0,,114000000.0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772934400,,,205600000.0,,,,416700000.0,,,,,,,,1171100000.0,1534700000.0,,-66100000.0,,,4151800000.0,102800000.0,432800000.0,,,,197500000.0,,,,,,1161400000.0,33600000.0,,,330000000.0,10591100000.0,,178500000.0,,414892000.0,9056400000.0,5843000000.0,,,,,,,,,,1001800000.0,178500000.0,,,,86000000.0,1.3,,,,,,4694500000.0,280700000.0,,4671900000.0,,,,,,45600000.0,,,880700000.0,306600000.0,73200000.0,-139300000.0,178500000.0,,,,550700000.0,-800000.0,,,2124100000.0,1546000000.0,,486500000.0,306600000.0,,,-21800000.0,,,100000000.0,,,,8823000000.0,278500000.0,,,,107700000.0,,,,100000.0,414892000.0,143900000.0,,-123900000.0,,160300000.0,-168100000.0,-102000000.0,24000000.0,,,,-16600000.0,,233400000.0,,-4223000000.0,,,198900000.0,321400000.0,,,,,,,,178900000.0,,,,13046000000.0,,,-80300000.0,15600000.0,,689300000.0,,,,,,,,154900000.0,,179900000.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,,205400000.0,,,,413200000.0,,,,,,,,1136600000.0,1497300000.0,,-65500000.0,,,4188900000.0,102700000.0,464300000.0,,,,135000000.0,,,,-152200000.0,,1171200000.0,-2700000.0,,,361600000.0,10653300000.0,,168300000.0,,414892000.0,9156000000.0,5871300000.0,,,,,,,,,,1001400000.0,168300000.0,,,,66700000.0,1.24,,,,,,4728500000.0,268800000.0,,4734700000.0,,,,,,-335400000.0,,,902400000.0,136500000.0,65700000.0,-173100000.0,168300000.0,,,,540800000.0,7500000.0,,,2173300000.0,1560000000.0,,457100000.0,136500000.0,,,-69600000.0,,,97800000.0,,,,8883200000.0,266100000.0,,,,306600000.0,,,,1300000.0,414892000.0,142800000.0,,-177100000.0,,118200000.0,-146800000.0,-81300000.0,27500000.0,,,,-18400000.0,,272800000.0,,-4223000000.0,,,-170100000.0,312100000.0,,,,,,,,-200000.0,,,,13106200000.0,,,-54400000.0,49400000.0,,718700000.0,,,,,,,,133800000.0,,320600000.0,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,105300000.0,1099900000.0,,,4717700000.0,,401800000.0,,408857143.0,116900000.0,,,57000000.0,381200000.0,1131800000.0,1337500000.0,249700000.0,-64800000.0,,,4154600000.0,98100000.0,-392000000.0,471500000.0,704100000.0,18900000.0,66300000.0,667800000.0,57000000.0,-58700000.0,54700000.0,,1171900000.0,-15700000.0,5849500000.0,172800000.0,-490100000.0,10587800000.0,431400000.0,176100000.0,667800000.0,,9250300000.0,5849500000.0,3009900000.0,,1.633333,408857143.0,1337500000.0,726600000.0,80500000.0,1547800000.0,-262700000.0,961900000.0,176100000.0,,10587800000.0,1641300000.0,105300000.0,,-344800000.0,90400000.0,,,4684800000.0,4684800000.0,284000000.0,,4717700000.0,667800000.0,330700000.0,403800000.0,,726600000.0,-121700000.0,,9800000.0,887900000.0,57000000.0,61900000.0,-128000000.0,176100000.0,,,4154600000.0,1378000000.0,3800000.0,172800000.0,1.633333,2208000000.0,1547800000.0,140400000.0,306700000.0,57000000.0,,,-14900000.0,-679900000.0,,103000000.0,3481400000.0,1131800000.0,61900000.0,8987100000.0,279100000.0,,-555900000.0,8987100000.0,136500000.0,9250300000.0,875300000.0,1144300000.0,400000.0,,140400000.0,,-221000000.0,961900000.0,116900000.0,-245100000.0,-180300000.0,26400000.0,2208000000.0,8400000.0,,30700000.0,306700000.0,90400000.0,,-4223000000.0,-133100000.0,,-79500000.0,287300000.0,-12900000.0,,,1049000000.0,112700000.0,-487900000.0,101600000.0,70600000.0,,,,13210100000.0,,,-165800000.0,44400000.0,,704100000.0,-4223000000.0,,,13210100000.0,,,,142300000.0,,249700000.0,,,142300000.0,,-82200000.0,-23500000.0,,-712900000.0,,-123600000.0,4581300000.0,,,,,,,,,,,,,,,,,,,,,,,,
796608000,,,202000000.0,,,,439700000.0,,,,,,,,1182800000.0,1352000000.0,,-69000000.0,,,4195500000.0,101000000.0,397200000.0,,,,155700000.0,,,,-24300000.0,,1138700000.0,98100000.0,,,296200000.0,10799900000.0,,170700000.0,,399399201.0,9447900000.0,6013600000.0,,,,,,,,,,977700000.0,170700000.0,,,,101500000.0,1.29,,,,,,4733400000.0,272900000.0,,4830800000.0,,,,,,-124600000.0,,,865800000.0,117900000.0,67000000.0,-90900000.0,170700000.0,,,,569600000.0,-5100000.0,,,2218000000.0,1635100000.0,,341900000.0,117900000.0,,,-22000000.0,,,105800000.0,,,,9158700000.0,276500000.0,,,,57000000.0,,,,1900000.0,399399201.0,139500000.0,,-183200000.0,,112300000.0,-153400000.0,-84400000.0,28300000.0,,,,22900000.0,,289200000.0,,-4250000000.0,,,60900000.0,338900000.0,,,,,,,,51500000.0,,,,13408700000.0,,,-71900000.0,12700000.0,,674100000.0,,,,,,,,145700000.0,,224000000.0,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,,205200000.0,,,,414200000.0,,,,,,,,1176000000.0,1352200000.0,,-68700000.0,,,4233600000.0,102600000.0,467500000.0,,,,135300000.0,,,,-15300000.0,,1190200000.0,-9100000.0,,,364900000.0,10829400000.0,,181200000.0,,393077529.0,9477200000.0,6008000000.0,,,,,,,,,,975200000.0,181200000.0,,,,87800000.0,1.38,,,,,,4769600000.0,273500000.0,,4832000000.0,,,,,,-136500000.0,,,916700000.0,104000000.0,69700000.0,-146400000.0,181200000.0,,,,551800000.0,-2700000.0,,,2244200000.0,1612600000.0,,323500000.0,104000000.0,,,-14500000.0,,,109900000.0,,,,9192900000.0,291100000.0,,,,117900000.0,,,,2800000.0,393077529.0,138400000.0,,-149500000.0,,105000000.0,-162200000.0,-93500000.0,28600000.0,,,,-26800000.0,,284300000.0,,-4298000000.0,,,-13900000.0,284800000.0,,,,,,,,6100000.0,,,,13490900000.0,,,-81800000.0,22500000.0,,696100000.0,,,,,,,,164800000.0,,219500000.0,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,,209000000.0,,,,421100000.0,,,,,,,,1180900000.0,1340300000.0,,-68200000.0,,,4266800000.0,104500000.0,477200000.0,,,,125600000.0,,,,-14900000.0,,1183900000.0,3000000.0,,,372700000.0,10872900000.0,,183900000.0,,393077529.0,9532600000.0,6012600000.0,,,,,,,,,,984800000.0,183900000.0,,,,77800000.0,1.4,,,,,,4808100000.0,254100000.0,,4831700000.0,,,,,,-147000000.0,,,929800000.0,73200000.0,63100000.0,-156600000.0,183900000.0,,,,557100000.0,6600000.0,,,2258600000.0,1588300000.0,,287300000.0,73200000.0,,,-27100000.0,,,103200000.0,,,,9233100000.0,287100000.0,,,,104000000.0,,,,5900000.0,393077529.0,137400000.0,,-164900000.0,,102400000.0,-174300000.0,-106100000.0,28800000.0,,,,-38300000.0,,299500000.0,,-4338000000.0,,,-30800000.0,290500000.0,,,,,,,,5600000.0,,,,13571100000.0,,,-84900000.0,9500000.0,,720500000.0,,,,,,,,147000000.0,,214100000.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,103900000.0,1056500000.0,,,4817800000.0,,447800000.0,,393033088.0,130900000.0,,,67700000.0,402000000.0,1205800000.0,1342800000.0,261300000.0,-67600000.0,,,4282400000.0,105400000.0,-388300000.0,540100000.0,732800000.0,145600000.0,161900000.0,712700000.0,67700000.0,-67100000.0,-20900000.0,,1155200000.0,53600000.0,6023600000.0,231700000.0,-493700000.0,10904800000.0,578500000.0,176900000.0,712700000.0,,9562000000.0,6023600000.0,3071400000.0,,1.813333,393033088.0,1342800000.0,703500000.0,57000000.0,1553300000.0,-273500000.0,965500000.0,176900000.0,,10904800000.0,1722800000.0,103900000.0,,-338200000.0,71500000.0,,,4829000000.0,4829000000.0,256000000.0,,4817800000.0,712700000.0,104000000.0,413500000.0,,703500000.0,-159800000.0,,19100000.0,899200000.0,67700000.0,61700000.0,-96000000.0,176900000.0,,,4282400000.0,1392900000.0,1400000.0,231700000.0,1.813333,2299000000.0,1553300000.0,136300000.0,329000000.0,67700000.0,,,-10200000.0,-658800000.0,,83100000.0,3611500000.0,1205800000.0,61700000.0,9258800000.0,260000000.0,,-489900000.0,9258800000.0,73200000.0,9562000000.0,953600000.0,1237400000.0,8500000.0,,136300000.0,,-161300000.0,965500000.0,130900000.0,-168900000.0,-101300000.0,27700000.0,2299000000.0,200000.0,,70300000.0,329000000.0,71500000.0,,-4326000000.0,-75400000.0,,-5500000.0,323200000.0,28100000.0,,,1114700000.0,66700000.0,-567900000.0,113400000.0,40800000.0,,,,13584800000.0,,,-99600000.0,22000000.0,,732800000.0,-4326000000.0,,,13584800000.0,,,,151300000.0,,261300000.0,,,151300000.0,,-66200000.0,10700000.0,,-658900000.0,,-73800000.0,4668000000.0,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,,211200000.0,,,,446700000.0,,,,,,,,1265100000.0,1368700000.0,,-71900000.0,,,4272500000.0,105600000.0,413000000.0,,,,157500000.0,,,,-23600000.0,,1161500000.0,54800000.0,,,307400000.0,11055200000.0,,168100000.0,,387098514.0,9686500000.0,6165600000.0,,,,,,,,,,972000000.0,168100000.0,,,,101100000.0,1.31,,,,,,4838200000.0,271900000.0,,4900500000.0,,,,,,-140900000.0,,,889600000.0,71800000.0,64000000.0,-145700000.0,168100000.0,,,,582200000.0,-2300000.0,,,2314700000.0,1613800000.0,,322400000.0,71800000.0,,,-11800000.0,,,98700000.0,,,,9372700000.0,266800000.0,,,,67700000.0,,,,11200000.0,387098514.0,135200000.0,,-163000000.0,,133200000.0,-175500000.0,-103600000.0,27600000.0,,,,-31100000.0,,313800000.0,,-4343000000.0,,,4100000.0,320500000.0,,,,,,,,21700000.0,,,,13715700000.0,,,-108600000.0,13900000.0,,732700000.0,,,,,,,,140400000.0,,250600000.0,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,,214400000.0,,,,413100000.0,,,,,,,,1230600000.0,1280600000.0,,-71200000.0,,,4270900000.0,107200000.0,491200000.0,,,,115500000.0,,,,-18000000.0,,1217300000.0,-600000.0,,,384000000.0,11053400000.0,,199500000.0,,378119502.0,9772800000.0,6167600000.0,,,,,,,,,,985600000.0,199500000.0,,,,94200000.0,1.57,,,,,,4836000000.0,279500000.0,,4937000000.0,,,,,,-93700000.0,,,937800000.0,52700000.0,62500000.0,-150000000.0,199500000.0,,,,553800000.0,1500000.0,,,2313600000.0,1637800000.0,,237500000.0,52700000.0,,,-15500000.0,,,106900000.0,,,,9441100000.0,306400000.0,,,,71800000.0,,,,4800000.0,378119502.0,133700000.0,,-174400000.0,,127400000.0,-215300000.0,-144100000.0,28000000.0,,,,-1400000.0,,331700000.0,,-4370000000.0,,,-19100000.0,289900000.0,,,,,,,,66800000.0,,,,13811100000.0,,,-137400000.0,-4800000.0,,747800000.0,,,,,,,,151300000.0,,184800000.0,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,215400000.0,,,,397700000.0,,,,,,,,1208400000.0,1456600000.0,,-70600000.0,,,4283700000.0,107700000.0,508800000.0,,,,110500000.0,,,,-15400000.0,,1211300000.0,-53700000.0,,,401100000.0,11261500000.0,,202300000.0,,375264360.0,9804900000.0,6357400000.0,,,,,,,,,,986800000.0,202300000.0,,,,109700000.0,1.61,,,,,,4854600000.0,270700000.0,,5149000000.0,,,,,,-122900000.0,,,940600000.0,187600000.0,58100000.0,-154300000.0,202300000.0,,,,539500000.0,4400000.0,,,2351000000.0,1811200000.0,,361500000.0,187600000.0,,,-30200000.0,,,111100000.0,,,,9460200000.0,313400000.0,,,,52700000.0,,,,9800000.0,375264360.0,132400000.0,,-162800000.0,,123900000.0,-15500000.0,55100000.0,28300000.0,,,,-39500000.0,,344700000.0,,-4366000000.0,,,134900000.0,273300000.0,,,,,,,,22400000.0,,,,13826200000.0,,,-124500000.0,35200000.0,,746700000.0,,,,,,,,133700000.0,,173900000.0,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,127200000.0,1108200000.0,,,5199000000.0,,388000000.0,,379507389.0,100000000.0,,,209200000.0,426500000.0,1190300000.0,1456800000.0,194200000.0,-70000000.0,,,4403700000.0,108700000.0,-381500000.0,602300000.0,708900000.0,-17200000.0,133000000.0,770400000.0,209200000.0,-82000000.0,-25000000.0,,1179900000.0,-17700000.0,6389300000.0,274700000.0,-490200000.0,11416400000.0,516500000.0,200500000.0,770400000.0,,9959600000.0,6389300000.0,3059500000.0,,2.03,379507389.0,1456800000.0,704300000.0,67700000.0,1800300000.0,-283700000.0,987100000.0,200500000.0,,11416400000.0,1645500000.0,127200000.0,,-389400000.0,155800000.0,,,4977600000.0,4977600000.0,286100000.0,,5199000000.0,770400000.0,185400000.0,429200000.0,,704300000.0,-178200000.0,,28600000.0,893800000.0,209200000.0,63000000.0,-98900000.0,200500000.0,,,4403700000.0,1384000000.0,-4900000.0,274700000.0,2.03,2411600000.0,1800300000.0,132400000.0,403400000.0,209200000.0,,,-35100000.0,-527500000.0,,109800000.0,3661800000.0,1190300000.0,63000000.0,9529100000.0,310300000.0,,-521300000.0,9529100000.0,187600000.0,9959600000.0,1031500000.0,1204700000.0,2800000.0,,132400000.0,,-188000000.0,987100000.0,100000000.0,-121200000.0,-51200000.0,31800000.0,2411600000.0,-1300000.0,,71200000.0,403400000.0,155800000.0,,-4399000000.0,-82000000.0,,21600000.0,321000000.0,-800000.0,,,1196900000.0,97100000.0,-535700000.0,115700000.0,74500000.0,,,,13928100000.0,,,-18900000.0,52800000.0,,708900000.0,-4399000000.0,,,13928100000.0,,,,202700000.0,,194200000.0,,,202700000.0,,117000000.0,141500000.0,,-688200000.0,,-92600000.0,4770000000.0,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,,215600000.0,,,,419900000.0,,,,,,,,1141800000.0,1387000000.0,,-75100000.0,,,4444800000.0,107800000.0,501300000.0,,,,41900000.0,,,,-1078400000.0,,1249700000.0,-38500000.0,,,393500000.0,12432300000.0,,127800000.0,,376363260.0,11045300000.0,7337600000.0,,,,,,,,,,959700000.0,127800000.0,,,,108800000.0,1.02,,,,,,5045000000.0,294800000.0,,6195800000.0,,,,,,-1187600000.0,,,954900000.0,139500000.0,64800000.0,-254600000.0,127800000.0,,,,561400000.0,-1800000.0,,,2392500000.0,2843600000.0,,325200000.0,139500000.0,,,-11500000.0,,,70700000.0,,,,9677600000.0,198500000.0,,,,209200000.0,,,,9700000.0,376363260.0,132700000.0,,-229500000.0,,83200000.0,846500000.0,-70900000.0,38400000.0,,,,-44400000.0,,1367700000.0,,-4417000000.0,,,-69700000.0,271400000.0,,,,,,,,102800000.0,,,,14094600000.0,,,,7500000.0,,679000000.0,,,,,,,,161900000.0,,185700000.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,219200000.0,,,,401800000.0,,,,,,,,1309800000.0,1348600000.0,,-75300000.0,,,4572300000.0,109600000.0,588100000.0,,,,93800000.0,,,,-4717200000.0,,1304000000.0,59200000.0,,,478500000.0,17397300000.0,,190100000.0,,376955667.0,16048700000.0,12168100000.0,,,,,,,,,,957600000.0,190100000.0,,,,87100000.0,1.52,,,,,,5180200000.0,285100000.0,,10858300000.0,,,,,,-4912100000.0,,,1018900000.0,97400000.0,65100000.0,-195500000.0,190100000.0,,,,540400000.0,-300000.0,,,2407900000.0,7492800000.0,,280400000.0,97400000.0,,,-256300000.0,,,98300000.0,,,,9809800000.0,288400000.0,,,,139500000.0,,,,6100000.0,376955667.0,132800000.0,,-242000000.0,,88300000.0,4534200000.0,4609500000.0,86100000.0,,,,-10600000.0,,6238900000.0,,-4457000000.0,,,-42100000.0,335800000.0,,,,,,,,21400000.0,,,,14266800000.0,,,,5000000.0,,732600000.0,,,,,,,,306600000.0,,183000000.0,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,223000000.0,,,,413300000.0,,,,,,,,1307900000.0,1271500000.0,,-75400000.0,,,4677600000.0,111500000.0,593300000.0,,,,102500000.0,,,,-98300000.0,,1327400000.0,42600000.0,,,481800000.0,17508900000.0,,179500000.0,,381914894.0,16237400000.0,12165100000.0,,,,,,,,,,950000000.0,179500000.0,,,,79800000.0,0.47,,,,,,5294400000.0,287900000.0,,10857200000.0,,,,,,-280300000.0,,,1039500000.0,32100000.0,60300000.0,-202700000.0,179500000.0,,,,557700000.0,4800000.0,,,2447000000.0,7460200000.0,,188800000.0,32100000.0,,,-32500000.0,,,68300000.0,,,,9904900000.0,247800000.0,,,,97400000.0,,,,5800000.0,381914894.0,398800000.0,,-215700000.0,,90600000.0,-103200000.0,-27800000.0,131100000.0,,,,-25700000.0,,6332500000.0,,-4515000000.0,,,-65300000.0,318200000.0,,,,,,,,19500000.0,,,,14419900000.0,,,,37300000.0,,744200000.0,,,,,,,,303000000.0,,156700000.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,220000000.0,350000000.0,-635800000.0,,10763000000.0,,416000000.0,,377486911.0,88000000.0,,,34000000.0,299000000.0,1093000000.0,1103000000.0,125000000.0,-75200000.0,,,4826000000.0,103100000.0,-206500000.0,1044000000.0,624000000.0,43000000.0,36800000.0,699000000.0,34000000.0,-6616000000.0,5708900000.0,,341900000.0,-20300000.0,11856000000.0,6221000000.0,-309600000.0,17350000000.0,275000000.0,223600000.0,721000000.0,,16247000000.0,11856000000.0,2829000000.0,,1.91,379473684.0,1103000000.0,552000000.0,207000000.0,7398000000.0,-301000000.0,885000000.0,201600000.0,,17350000000.0,1651000000.0,220000000.0,,0.0,122000000.0,22000000.0,,5445000000.0,5445000000.0,-517900000.0,,10763000000.0,721000000.0,217000000.0,432000000.0,,552000000.0,-130000000.0,,24000000.0,859800000.0,34000000.0,58000000.0,705800000.0,223600000.0,,,4826000000.0,1169400000.0,300000.0,6221000000.0,1.9,2480000000.0,7398000000.0,399000000.0,159000000.0,34000000.0,,,55300000.0,5187000000.0,,61700000.0,3873000000.0,1093000000.0,58000000.0,9904000000.0,263300000.0,,53000000.0,9904000000.0,32100000.0,16247000000.0,1476000000.0,1150000000.0,2400000.0,,399000000.0,,-187800000.0,885000000.0,88000000.0,-90500000.0,-15300000.0,129400000.0,2480000000.0,3000000.0,,57700000.0,159000000.0,122000000.0,,-4435000000.0,-185000000.0,,4100000.0,224600000.0,-23000000.0,,,998000000.0,75000000.0,-6510000000.0,385000000.0,73300000.0,,,,14339000000.0,,,,25200000.0,,624000000.0,-4435000000.0,,,14339000000.0,,,,212000000.0,,125000000.0,,,212000000.0,,1468000000.0,-173000000.0,,-875000000.0,,-245000000.0,4223000000.0,,,,,,,,,,,,,,,,,,,,,,,,
