,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualBasicAverageShares,annualCurrentDebt,trailingFreeCashFlow,trailingCommonStockIssuance,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,trailingTaxProvision,trailingEndCashPosition,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyEbitda,annualOperatingIncome,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualDilutedAverageShares,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,annualDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualPretaxIncome,annualDeferredIncomeTax,annualInvestingCashFlow,annualInterestExpense,quarterlySaleOfInvestment,trailingChangesInAccountReceivables,trailingInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualGrossPPE,trailingInvestingCashFlow,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingChangeInWorkingCapital,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,quarterlyOtherIntangibleAssets,annualChangeInAccountPayable,annualGoodwill,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingChangeInAccountPayable,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets
1419984000,347000000.0,7109000000.0,-68000000.0,,19053000000.0,,4000000.0,,309400000.0,102000000.0,,,973000000.0,1134000000.0,1780000000.0,2778000000.0,0.0,-176000000.0,,,10348000000.0,241000000.0,919000000.0,3575000000.0,1233000000.0,-251000000.0,-233000000.0,2000000000.0,973000000.0,0.0,-100000000.0,280000000.0,2870000000.0,-451000000.0,20833000000.0,2679000000.0,891000000.0,33241000000.0,734000000.0,511000000.0,2000000000.0,312000000.0,30463000000.0,20833000000.0,940000000.0,-398000000.0,6.44,312500000.0,2778000000.0,1055000000.0,1443000000.0,8924000000.0,-687000000.0,1312000000.0,511000000.0,,33241000000.0,111000000.0,347000000.0,1.65,-318000000.0,90000000.0,-134000000.0,,12408000000.0,12408000000.0,1753000000.0,118000000.0,19053000000.0,2000000000.0,106000000.0,956000000.0,0.0,1055000000.0,-748000000.0,,130000000.0,1117000000.0,973000000.0,236000000.0,28000000.0,511000000.0,,118000000.0,10348000000.0,226000000.0,13000000.0,2679000000.0,6.39,8817000000.0,8924000000.0,310000000.0,973000000.0,973000000.0,,,0.0,-1320000000.0,,279000000.0,4515000000.0,1780000000.0,236000000.0,27694000000.0,790000000.0,,104000000.0,27694000000.0,1432000000.0,30463000000.0,4635000000.0,2852000000.0,11000000.0,309000000.0,310000000.0,,-739000000.0,1312000000.0,102000000.0,-217000000.0,0.0,129000000.0,8817000000.0,-13000000.0,217000000.0,48000000.0,973000000.0,90000000.0,,-10814000000.0,-104000000.0,,-459000000.0,506000000.0,-31000000.0,,217000000.0,3134000000.0,294000000.0,-2002000000.0,545000000.0,46000000.0,,,,38508000000.0,,280000000.0,-152000000.0,273000000.0,-398000000.0,1233000000.0,-10814000000.0,,,38508000000.0,,,,228000000.0,,0.0,1.64,,228000000.0,,0.0,-470000000.0,,-2118000000.0,,-645000000.0,11624000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,-28000000.0,,,,36000000.0,,,,,,,,2103000000.0,2115000000.0,,-181000000.0,,,10087000000.0,246000000.0,873000000.0,,,,213000000.0,,,,-3000000.0,,2567000000.0,70000000.0,,,606000000.0,32775000000.0,,308000000.0,,309600000.0,30660000000.0,20617000000.0,,,,,,,,,,1302000000.0,310000000.0,,,,173000000.0,1.01,,,,,,12158000000.0,1837000000.0,,18514000000.0,,,,0.0,1032000000.0,-378000000.0,,,730000000.0,524000000.0,268000000.0,21000000.0,310000000.0,,,,124000000.0,-32000000.0,2701000000.0,,8783000000.0,8429000000.0,,524000000.0,524000000.0,,,-101000000.0,,,185000000.0,,,,27829000000.0,495000000.0,,,,973000000.0,,,,21000000.0,306800000.0,306000000.0,,-392000000.0,,501000000.0,-676000000.0,0.0,132000000.0,,,,23000000.0,,130000000.0,,-11020000000.0,,,-449000000.0,605000000.0,,,210000000.0,,,,,1000000.0,,,,38849000000.0,,,-415000000.0,12000000.0,-395000000.0,1094000000.0,,,,,,,,298000000.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,7000000.0,,,,26000000.0,,,,,,,,2203000000.0,2413000000.0,,-179000000.0,,,10017000000.0,248000000.0,1081000000.0,,,,374000000.0,,,,0.0,,2713000000.0,170000000.0,,,814000000.0,33310000000.0,,432000000.0,,305500000.0,30897000000.0,21233000000.0,,,,,,,,,,1322000000.0,433000000.0,,,,67000000.0,1.43,,,,,,12077000000.0,1781000000.0,,19030000000.0,,,,0.0,1055000000.0,-474000000.0,,,932000000.0,889000000.0,277000000.0,19000000.0,433000000.0,,,,118000000.0,-9000000.0,2724000000.0,,8818000000.0,8890000000.0,,889000000.0,889000000.0,,,-1000000.0,,,266000000.0,,,,28075000000.0,699000000.0,,,,524000000.0,,,,7000000.0,302900000.0,303000000.0,,-494000000.0,,500000000.0,-29000000.0,0.0,134000000.0,,,,-23000000.0,,98000000.0,,-11188000000.0,,,365000000.0,868000000.0,,,295000000.0,,,,,4000000.0,,,,39263000000.0,,,-350000000.0,23000000.0,-389000000.0,1144000000.0,,,,,,,,264000000.0,,,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,-55000000.0,,,,27000000.0,,,,,,,,2367000000.0,2002000000.0,,-177000000.0,,,10079000000.0,276000000.0,1137000000.0,,,,-185000000.0,,,,-2000000.0,,2713000000.0,14000000.0,,,822000000.0,33527000000.0,,450000000.0,,302500000.0,31525000000.0,21398000000.0,,,,,,,,,,1295000000.0,452000000.0,,,,55000000.0,1.5,,,,,,12129000000.0,1766000000.0,,19031000000.0,,,,0.0,1103000000.0,-855000000.0,,,947000000.0,433000000.0,288000000.0,39000000.0,452000000.0,,,,125000000.0,-11000000.0,2740000000.0,,8840000000.0,8896000000.0,,433000000.0,433000000.0,,,0.0,,,272000000.0,,,,28682000000.0,724000000.0,,,,889000000.0,,,,2000000.0,300100000.0,300000000.0,,-891000000.0,,600000000.0,-307000000.0,0.0,137000000.0,,,,-48000000.0,,103000000.0,,-11344000000.0,,,-456000000.0,706000000.0,,,273000000.0,,,,,27000000.0,,,,40026000000.0,,,-232000000.0,21000000.0,-382000000.0,1160000000.0,,,,,,,,334000000.0,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,194000000.0,6651000000.0,-35000000.0,,19841000000.0,,49000000.0,,301900000.0,700000000.0,,,1101000000.0,886000000.0,2231000000.0,2633000000.0,,-176000000.0,,,10191000000.0,289000000.0,666000000.0,2884000000.0,1091000000.0,83000000.0,90000000.0,1556000000.0,1101000000.0,0.0,0.0,280000000.0,2518000000.0,-171000000.0,22072000000.0,2572000000.0,642000000.0,34260000000.0,492000000.0,361000000.0,1556000000.0,300400000.0,31627000000.0,22072000000.0,976000000.0,-445000000.0,5.13,304400000.0,2633000000.0,946000000.0,973000000.0,9393000000.0,-713000000.0,1385000000.0,361000000.0,,34260000000.0,138000000.0,194000000.0,1.21,-1075000000.0,63000000.0,-111000000.0,,12188000000.0,12188000000.0,1623000000.0,123000000.0,19841000000.0,1556000000.0,240000000.0,1059000000.0,0.0,946000000.0,-380000000.0,,43000000.0,895000000.0,1101000000.0,271000000.0,24000000.0,361000000.0,,123000000.0,10191000000.0,253000000.0,17000000.0,2572000000.0,5.1,9063000000.0,9393000000.0,299000000.0,1101000000.0,1101000000.0,,,0.0,-662000000.0,,163000000.0,3860000000.0,2231000000.0,271000000.0,28992000000.0,524000000.0,,103000000.0,28992000000.0,433000000.0,31627000000.0,4046000000.0,2877000000.0,13000000.0,297900000.0,299000000.0,,-608000000.0,1385000000.0,700000000.0,350000000.0,0.0,142000000.0,9063000000.0,-35000000.0,203000000.0,157000000.0,1101000000.0,63000000.0,,-11478000000.0,-5000000.0,,668000000.0,698000000.0,109000000.0,,203000000.0,2442000000.0,320000000.0,-2087000000.0,545000000.0,208000000.0,,,,40470000000.0,,280000000.0,-78000000.0,264000000.0,-445000000.0,1091000000.0,-11478000000.0,,,40470000000.0,,,,237000000.0,,,1.2,,237000000.0,,0.0,128000000.0,,-2385000000.0,,-102000000.0,10511000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,-28000000.0,,,,33000000.0,,,,,,,,1831000000.0,1966000000.0,,-176000000.0,,,10221000000.0,253000000.0,992000000.0,,,,481000000.0,,,,-23000000.0,,2420000000.0,225000000.0,,,723000000.0,33785000000.0,,387000000.0,,298900000.0,31819000000.0,21562000000.0,,,,,,,,,,1344000000.0,387000000.0,,,,101000000.0,1.3,,,,,,12223000000.0,1503000000.0,,19731000000.0,,,,0.0,961000000.0,-408000000.0,,,917000000.0,589000000.0,315000000.0,16000000.0,387000000.0,,,,194000000.0,-44000000.0,2617000000.0,,8989000000.0,9398000000.0,,589000000.0,589000000.0,,,-600000000.0,,,213000000.0,,,,29135000000.0,600000000.0,,,,1101000000.0,,,,,297200000.0,297000000.0,,-398000000.0,,100000000.0,-983000000.0,0.0,139000000.0,,,,-15000000.0,,67000000.0,,-11520000000.0,,,-512000000.0,879000000.0,,,299000000.0,,,,,1000000.0,,,,40655000000.0,,,-207000000.0,44000000.0,-442000000.0,1119000000.0,,,,,,,,313000000.0,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,-13000000.0,,,,32000000.0,,,,,,,,2107000000.0,2239000000.0,,-174000000.0,,,10269000000.0,258000000.0,1032000000.0,,,,19000000.0,,,,0.0,,2454000000.0,-149000000.0,,,770000000.0,34334000000.0,,404000000.0,,296600000.0,32095000000.0,22061000000.0,,,,,,,,,,1358000000.0,405000000.0,,,,82000000.0,1.37,,,,,,12273000000.0,1573000000.0,,19954000000.0,,,,0.0,985000000.0,-504000000.0,,,881000000.0,866000000.0,306000000.0,4000000.0,405000000.0,,,,111000000.0,9000000.0,2639000000.0,,9047000000.0,9549000000.0,,866000000.0,866000000.0,,,0.0,,,231000000.0,,,,29387000000.0,636000000.0,,,,589000000.0,,,,,294700000.0,295000000.0,,-534000000.0,,550000000.0,228000000.0,0.0,138000000.0,,,,-2000000.0,,69000000.0,,-11586000000.0,,,277000000.0,553000000.0,,,205000000.0,,,,,2000000.0,,,,40973000000.0,,,-193000000.0,57000000.0,-437000000.0,1085000000.0,,,,,,,,267000000.0,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,-65000000.0,,,,36000000.0,,,,,,,,2232000000.0,2317000000.0,,-173000000.0,,,10367000000.0,259000000.0,1108000000.0,,,,508000000.0,,,,-96000000.0,,2524000000.0,181000000.0,,,820000000.0,34632000000.0,,457000000.0,,294700000.0,32315000000.0,22236000000.0,,,,,,,,,,1322000000.0,460000000.0,,,,72000000.0,1.56,,,,,,12396000000.0,1618000000.0,,20004000000.0,,,,0.0,960000000.0,-418000000.0,,,906000000.0,984000000.0,301000000.0,29000000.0,460000000.0,,,,86000000.0,5000000.0,2779000000.0,,9127000000.0,9555000000.0,,984000000.0,984000000.0,,,0.0,,,245000000.0,,,,29467000000.0,705000000.0,,,,866000000.0,,,,32000000.0,292700000.0,293000000.0,,-372000000.0,,550000000.0,-344000000.0,0.0,144000000.0,,,,25000000.0,,69000000.0,,-11663000000.0,,,118000000.0,880000000.0,,,218000000.0,,,,,3000000.0,,,,41130000000.0,,,-203000000.0,76000000.0,-433000000.0,1131000000.0,,,,,,,,333000000.0,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,133000000.0,6015000000.0,-44000000.0,,20144000000.0,,49000000.0,,293900000.0,650000000.0,,,956000000.0,914000000.0,2339000000.0,2291000000.0,,-172000000.0,,,10425000000.0,260000000.0,783000000.0,3074000000.0,1215000000.0,305000000.0,139000000.0,1668000000.0,956000000.0,0.0,-4000000.0,280000000.0,2490000000.0,48000000.0,22483000000.0,2777000000.0,761000000.0,34892000000.0,1147000000.0,416000000.0,1668000000.0,293700000.0,32601000000.0,22483000000.0,799000000.0,-487000000.0,5.66,296000000.0,2291000000.0,945000000.0,1101000000.0,9562000000.0,-695000000.0,1442000000.0,416000000.0,,34892000000.0,150000000.0,133000000.0,1.43,-803000000.0,73000000.0,-150000000.0,,12409000000.0,12409000000.0,1514000000.0,119000000.0,20144000000.0,1668000000.0,48000000.0,1030000000.0,0.0,945000000.0,-502000000.0,,57000000.0,976000000.0,956000000.0,257000000.0,22000000.0,416000000.0,,119000000.0,10425000000.0,215000000.0,72000000.0,2777000000.0,5.62,9140000000.0,9562000000.0,292000000.0,956000000.0,956000000.0,,,0.0,-1347000000.0,,225000000.0,3873000000.0,2339000000.0,257000000.0,29751000000.0,641000000.0,,71000000.0,29751000000.0,984000000.0,32601000000.0,4175000000.0,3034000000.0,24000000.0,291200000.0,292000000.0,,-583000000.0,1442000000.0,650000000.0,-248000000.0,0.0,142000000.0,9140000000.0,42000000.0,245000000.0,15000000.0,956000000.0,73000000.0,,-10387000000.0,-123000000.0,,-28000000.0,722000000.0,23000000.0,,245000000.0,2582000000.0,227000000.0,-1832000000.0,563000000.0,42000000.0,,,,40138000000.0,,280000000.0,-200000000.0,50000000.0,-487000000.0,1215000000.0,-10387000000.0,,,40138000000.0,,,,229000000.0,,,1.42,,229000000.0,,0.0,-145000000.0,,-1887000000.0,,-600000000.0,9888000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,-36000000.0,,,,40000000.0,,,,,,,,2443000000.0,2327000000.0,,-177000000.0,,,10493000000.0,260000000.0,1057000000.0,,,,408000000.0,,,,-2000000.0,,2575000000.0,142000000.0,,,773000000.0,35145000000.0,,432000000.0,,292800000.0,32818000000.0,22618000000.0,,,,,,,,,,1407000000.0,433000000.0,,,,93000000.0,1.49,,,,,,12527000000.0,1684000000.0,,20175000000.0,,,,0.0,998000000.0,-404000000.0,,,891000000.0,955000000.0,281000000.0,24000000.0,433000000.0,,,,118000000.0,-24000000.0,2809000000.0,,9199000000.0,9569000000.0,,955000000.0,955000000.0,,,-100000000.0,,,222000000.0,,,,29927000000.0,655000000.0,,,,956000000.0,,,,34000000.0,290300000.0,291000000.0,,-438000000.0,,550000000.0,-443000000.0,0.0,142000000.0,,,,-53000000.0,,82000000.0,,-11872000000.0,,,-1000000.0,846000000.0,,,379000000.0,,,,,1000000.0,,,,41799000000.0,,,-200000000.0,56000000.0,-485000000.0,1211000000.0,,,,,,,,303000000.0,,,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,-34000000.0,,,,35000000.0,,,,,,,,2343000000.0,1936000000.0,,-177000000.0,,,10624000000.0,265000000.0,1185000000.0,,,,285000000.0,,,,-2000000.0,,2637000000.0,-45000000.0,,,888000000.0,34922000000.0,,496000000.0,,291200000.0,32986000000.0,22260000000.0,,,,,,,,,,1385000000.0,497000000.0,,,,79000000.0,1.72,,,,,,12662000000.0,1636000000.0,,19917000000.0,,,,0.0,926000000.0,-420000000.0,,,1001000000.0,642000000.0,289000000.0,32000000.0,497000000.0,,,,113000000.0,-8000000.0,2848000000.0,,9259000000.0,9273000000.0,,642000000.0,642000000.0,,,-550000000.0,,,283000000.0,,,,30033000000.0,780000000.0,,,,955000000.0,,,,8000000.0,289000000.0,290000000.0,,-445000000.0,,600000000.0,-623000000.0,0.0,140000000.0,,,,41000000.0,,105000000.0,,-11984000000.0,,,-313000000.0,730000000.0,,,268000000.0,,,,,2000000.0,,,,42017000000.0,,,-202000000.0,58000000.0,-480000000.0,1223000000.0,,,,,,,,252000000.0,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,-35000000.0,,,,39000000.0,,,,,,,,2413000000.0,1999000000.0,,-175000000.0,,,10665000000.0,266000000.0,1200000000.0,,,,457000000.0,,,,0.0,,2670000000.0,89000000.0,,,911000000.0,35153000000.0,,505000000.0,,289500000.0,33154000000.0,22426000000.0,,,,,,,,,,1366000000.0,506000000.0,,,,57000000.0,1.76,,,,,,12727000000.0,1680000000.0,,20013000000.0,,,,0.0,973000000.0,-350000000.0,,,990000000.0,724000000.0,245000000.0,23000000.0,506000000.0,,,,79000000.0,44000000.0,2888000000.0,,9367000000.0,9280000000.0,,724000000.0,724000000.0,,,0.0,,,294000000.0,,,,30163000000.0,800000000.0,,,,642000000.0,,,,33000000.0,287100000.0,288000000.0,,-432000000.0,,600000000.0,-457000000.0,0.0,134000000.0,,,,-47000000.0,,103000000.0,,-11987000000.0,,,82000000.0,889000000.0,,,206000000.0,,,,,5000000.0,,,,42150000000.0,,,-310000000.0,105000000.0,-475000000.0,1287000000.0,,,,,,,,320000000.0,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,282000000.0,6224000000.0,-212000000.0,,16807000000.0,,-2000000.0,,287900000.0,700000000.0,,,690000000.0,-2276000000.0,2545000000.0,2149000000.0,,-174000000.0,,,14176000000.0,268000000.0,1027000000.0,3586000000.0,1401000000.0,58000000.0,380000000.0,5404000000.0,690000000.0,,-3000000.0,280000000.0,2669000000.0,-128000000.0,19352000000.0,2981000000.0,1014000000.0,35711000000.0,1530000000.0,3968000000.0,5404000000.0,287800000.0,33562000000.0,19352000000.0,741000000.0,-356000000.0,18.76,290300000.0,2149000000.0,955000000.0,956000000.0,9136000000.0,-703000000.0,1347000000.0,3968000000.0,,35711000000.0,112000000.0,282000000.0,13.91,-1012000000.0,251000000.0,-317000000.0,,16359000000.0,16359000000.0,1488000000.0,115000000.0,16807000000.0,5404000000.0,47000000.0,1059000000.0,0.0,955000000.0,-307000000.0,,89000000.0,1181000000.0,690000000.0,222000000.0,13000000.0,3968000000.0,,115000000.0,14176000000.0,167000000.0,23000000.0,2981000000.0,18.61,6324000000.0,9136000000.0,285000000.0,690000000.0,690000000.0,,,-52000000.0,-2038000000.0,,-3075000000.0,4327000000.0,2545000000.0,222000000.0,30330000000.0,893000000.0,,92000000.0,30330000000.0,724000000.0,33562000000.0,4737000000.0,3253000000.0,14000000.0,285100000.0,285000000.0,,-408000000.0,1347000000.0,700000000.0,-515000000.0,0.0,134000000.0,6324000000.0,35000000.0,211000000.0,18000000.0,690000000.0,251000000.0,,-11909000000.0,-7000000.0,,-34000000.0,788000000.0,-41000000.0,,211000000.0,3128000000.0,-2859000000.0,-1481000000.0,550000000.0,39000000.0,,,,42239000000.0,,280000000.0,-300000000.0,-3078000000.0,-356000000.0,1401000000.0,-11909000000.0,,,42239000000.0,,,,233000000.0,,,13.79,,233000000.0,,,-266000000.0,,-1723000000.0,,-702000000.0,10551000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,-21000000.0,,,,47000000.0,,,,,,,,2388000000.0,2479000000.0,,-205000000.0,,,14327000000.0,272000000.0,1115000000.0,,,,433000000.0,,,,-2000000.0,,2717000000.0,-24000000.0,,,835000000.0,36162000000.0,,552000000.0,,285900000.0,33683000000.0,19744000000.0,,,,,,,,,,1352000000.0,552000000.0,,,,189000000.0,1.953693,,,,,,16418000000.0,1676000000.0,,17356000000.0,,,,,973000000.0,-371000000.0,,,1041000000.0,1072000000.0,245000000.0,8000000.0,552000000.0,,,,206000000.0,-23000000.0,3020000000.0,,6367000000.0,9637000000.0,,1072000000.0,1072000000.0,,,-100000000.0,,,155000000.0,,,,30396000000.0,707000000.0,,,,690000000.0,,,,,282541886.0,284000000.0,,-383000000.0,,650000000.0,-63000000.0,,136000000.0,,,,-26000000.0,,267000000.0,,-12076000000.0,,,382000000.0,816000000.0,,,,,,,,1000000.0,,,,42472000000.0,,,-301000000.0,45000000.0,-448000000.0,1217000000.0,,,,,,,,304000000.0,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,-59000000.0,,,,38000000.0,,,,,,,,2352000000.0,1904000000.0,,-203000000.0,,,14456000000.0,274000000.0,1329000000.0,,,,557000000.0,,,,-2000000.0,,2898000000.0,47000000.0,,,1026000000.0,35788000000.0,,709000000.0,,281300000.0,33884000000.0,19229000000.0,,,,,,,,,,1317000000.0,710000000.0,,,,179000000.0,2.52,,,,,,16559000000.0,1773000000.0,,16877000000.0,,,,,773000000.0,-415000000.0,,,1125000000.0,430000000.0,260000000.0,29000000.0,710000000.0,,,,99000000.0,-15000000.0,3058000000.0,,6414000000.0,9146000000.0,,430000000.0,430000000.0,,,-650000000.0,,,214000000.0,,,,30540000000.0,924000000.0,,,,1072000000.0,,,,,281300000.0,281000000.0,,-453000000.0,,500000000.0,-1237000000.0,,131000000.0,,,,-66000000.0,,286000000.0,,-12175000000.0,,,-642000000.0,1010000000.0,,,,,,,,5000000.0,,,,42715000000.0,,,-399000000.0,44000000.0,-441000000.0,1323000000.0,,,,,,,,260000000.0,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,-5000000.0,,,,46000000.0,,,,,,,,2441000000.0,2109000000.0,,-219000000.0,,,13645000000.0,276000000.0,1326000000.0,,,,568000000.0,,,,0.0,,2947000000.0,48000000.0,,,1020000000.0,36322000000.0,,700000000.0,,278200000.0,34213000000.0,20842000000.0,,,,,,,,,,1302000000.0,702000000.0,,,,70000000.0,2.54,,,,,,15480000000.0,1820000000.0,,18401000000.0,,,,,781000000.0,-355000000.0,,,1127000000.0,817000000.0,267000000.0,30000000.0,702000000.0,,,,107000000.0,-7000000.0,3109000000.0,,6464000000.0,10635000000.0,,729000000.0,729000000.0,,,0.0,,,206000000.0,,,,30712000000.0,908000000.0,,,,430000000.0,,,,23000000.0,275500000.0,274000000.0,,-490000000.0,,500000000.0,-316000000.0,,142000000.0,,,,-10000000.0,,392000000.0,,-12276000000.0,,,387000000.0,1058000000.0,,,,,,,,90000000.0,,,,42988000000.0,,,-1600000000.0,49000000.0,-435000000.0,1394000000.0,,,,,,,,317000000.0,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
